ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
372,832,670710,6212,670710
373,834,671710,6212,671710
373,834,672710,6212,672710
373,834,672870,6212,672870
374,836,673870,6212,673870
374,836,674870,6212,674870
375,840,675340,6212,675340
375,840,675500,6212,675500
375,840,676500,6212,676500
375,840,676500,6212,676500
375,840,677500,6212,677500
375,840,678500,6212,678500
375,840,678500,6212,678500
375,840,678720,6212,678720
375,840,678950,6212,678950
376,842,679950,6212,679950
377,846,683950,6212,683950
377,846,684760,6212,684760
378,848,685760,6212,685760
378,848,686760,6212,686760
379,856,694760,6212,694760
380,858,695230,6212,695230
380,858,696040,6212,696040
381,860,697040,6212,697040
381,860,697360,6212,697360
381,860,697680,6212,697680
382,862,698680,6212,698680
382,862,699680,6212,699680
383,864,700680,6212,700680
383,864,701000,6212,701000
383,864,702000,6212,702000
384,866,702590,6212,702590
384,866,703590,6212,703590
385,868,704240,6212,704240
385,868,705240,6212,705240
386,870,706050,6212,706050
386,870,706370,6212,706370
386,870,707370,6212,707370
387,878,715370,6212,715370
388,880,716180,6212,716180
388,880,717180,6212,717180
389,882,717650,6212,717650
389,882,718650,6212,718650
390,884,719650,6212,719650
390,884,720650,6212,720650
390,884,721120,6212,721120
390,884,721120,6212,721120
391,886,721930,6212,721930
391,886,722930,6212,722930
392,888,723930,6212,723930
392,888,724400,6212,724400
393,890,725400,6212,725400
393,890,726210,6212,726210
394,892,727020,6212,727020
394,892,727490,6212,727490
394,892,728490,6212,728490
395,894,729490,6212,729490
395,894,729840,6212,729840
395,894,730650,6212,730650
395,894,730970,6212,730970
396,896,731440,6212,731440
396,896,732440,6212,732440
397,898,733250,6212,733250
397,898,734250,6212,734250
398,900,734900,6212,734900
398,900,735550,6212,735550
399,902,736360,6212,736360
399,902,737360,6212,737360
400,904,738360,6212,738360
400,904,739360,6212,739360
401,906,740010,6212,740010
401,906,740480,6212,740480
401,906,741290,6212,741290
402,908,742100,6212,742100
402,908,743100,6212,743100
403,910,743750,6212,743750
403,910,744750,6212,744750
403,910,745070,6212,745070
403,910,745070,6212,745070
404,912,745880,6212,745880
404,912,746880,6212,746880
405,914,747350,6212,747350
405,914,747350,6212,747350
405,914,747820,6212,747820
405,914,748820,6212,748820
406,916,749820,6212,749820
406,916,750820,6212,750820
407,918,751820,6212,751820
407,918,752290,6212,752290
408,920,753290,6212,753290
408,920,753760,6212,753760
408,920,754570,6212,754570
409,922,755570,6212,755570
409,922,755800,6212,755800
409,922,756800,6212,756800
410,924,757800,6212,757800
410,924,758120,6212,758120
410,924,758930,6212,758930
411,926,759930,6212,759930
411,926,760930,6212,760930
411,926,761250,6212,761250
412,928,762250,6212,762250
412,928,763250,6212,763250
413,930,764250,6212,764250
413,930,764720,6212,764720
413,930,765180,6212,765180
414,932,765990,6212,765990
414,932,766800,6212,766800
415,934,767800,6212,767800
415,934,768270,6212,768270
416,936,769080,6212,769080
416,936,770080,6212,770080
416,936,770080,6212,770080
417,938,770890,6212,770890
417,938,771890,6212,771890
418,940,772890,6212,772890
418,940,773700,6212,773700
419,942,774700,6212,774700
420,950,774930,6212,774930
420,950,775930,6212,775930
421,952,776930,6212,776930
421,952,777400,6212,777400
421,952,778400,6212,778400
422,956,782400,6212,782400
423,958,782870,6212,782870
423,958,783680,6212,783680
424,960,784680,6212,784680
424,960,785680,6212,785680
425,962,786680,6212,786680
425,962,787490,6212,787490
425,962,787650,6212,787650
426,964,788650,6212,788650
426,964,789650,6212,789650
426,964,789650,6212,789650
427,966,790650,6212,790650
427,966,791110,6212,791110
427,966,792110,6212,792110
428,968,793110,6212,793110
428,968,794110,6212,794110
429,970,794580,6212,794580
429,970,795390,6212,795390
429,970,795710,6212,795710
430,972,796360,6212,796360
430,972,797360,6212,797360
431,974,798360,6212,798360
431,974,799360,6212,799360
431,974,799830,6212,799830
432,976,800640,6212,800640
432,976,801640,6212,801640
433,978,802640,6212,802640
433,978,803640,6212,803640
434,980,804640,6212,804640
434,980,805100,6212,805100
435,982,805750,6212,805750
435,982,806560,6212,806560
436,984,807560,6212,807560
436,984,808110,6212,808110
437,986,808920,6212,808920
437,986,809920,6212,809920
438,988,810570,6212,810570
438,988,811570,6212,811570
439,990,812380,6212,812380
439,990,813190,6212,813190
440,992,814000,6212,814000
440,992,814470,6212,814470
440,992,815470,6212,815470
440,992,815470,6212,815470
441,994,816470,6212,816470
441,994,817470,6212,817470
441,994,817580,6212,817580
442,996,818050,6212,818050
442,996,819050,6212,819050
442,996,819520,6212,819520
443,998,820520,6212,820520
443,998,820890,6212,820890
443,998,821110,6212,821110
443,998,821110,6212,821110
443,998,821110,6212,821110
443,998,822110,6212,822110
443,998,822580,6212,822580
444,1000,823580,6212,823580
444,1000,824580,6212,824580
445,1002,825390,6212,825390
445,1002,825620,6212,825620
445,1002,825850,6212,825850
445,1002,826660,6212,826660
446,1004,827660,6212,827660
446,1004,827660,6212,827660
446,1004,828660,6212,828660
446,1004,828820,6212,828820
447,1006,829820,6212,829820
447,1006,829820,6212,829820
447,1006,830290,6212,830290
447,1006,830660,6212,830660
447,1006,830980,6212,830980
448,1008,831980,6212,831980
448,1008,832980,6212,832980
449,1010,833790,6212,833790
449,1010,834790,6212,834790
449,1010,835020,6212,835020
450,1012,836020,6212,836020
450,1012,837020,6212,837020
450,1012,837020,6212,837020
451,1014,837480,6212,837480
451,1014,837710,6212,837710
451,1014,838710,6212,838710
451,1014,839030,6212,839030
451,1014,839030,6212,839030
452,1016,840030,6212,840030
452,1016,841030,6212,841030
453,1018,842030,6212,842030
453,1018,842030,6212,842030
453,1018,843030,6212,843030
454,1020,844030,6212,844030
454,1020,845030,6212,845030
455,1022,846030,6212,846030
455,1022,847030,6212,847030
456,1024,848030,6212,848030
456,1024,848620,6212,848620
457,1026,849430,6212,849430
457,1026,850430,6212,850430
458,1028,851430,6212,851430
458,1028,852430,6212,852430
459,1030,853430,6212,853430
459,1030,854430,6212,854430
460,1032,855430,6212,855430
460,1032,856430,6212,856430
461,1034,857430,6212,857430
461,1034,858080,6212,858080
462,1036,858890,6212,858890
462,1036,859700,6212,859700
463,1038,860700,6212,860700
463,1038,861700,6212,861700
463,1038,862020,6212,862020
464,1042,862490,6212,862490
465,1044,863490,6212,863490
465,1044,864140,6212,864140
465,1044,865140,6212,865140
465,1044,865950,6212,865950
465,1044,865950,6212,865950
465,1044,866950,6212,866950
466,1046,867950,6212,867950
466,1046,868600,6212,868600
466,1046,868710,6212,868710
467,1048,869710,6212,869710
467,1048,870710,6212,870710
467,1048,870870,6212,870870
468,1050,871870,6212,871870
468,1050,872870,6212,872870
469,1052,873870,6212,873870
469,1052,874870,6212,874870
469,1052,875340,6212,875340
470,1054,875810,6212,875810
470,1054,876620,6212,876620
471,1056,877620,6212,877620
471,1056,878620,6212,878620
472,1058,879620,6212,879620
472,1058,880620,6212,880620
473,1060,881430,6212,881430
473,1060,882430,6212,882430
474,1062,883430,6212,883430
474,1062,884240,6212,884240
475,1064,885240,6212,885240
475,1064,886050,6212,886050
476,1066,886860,6212,886860
476,1066,887090,6212,887090
476,1066,888090,6212,888090
477,1068,889090,6212,889090
477,1068,890090,6212,890090
478,1070,890900,6212,890900
478,1070,891220,6212,891220
478,1070,892220,6212,892220
479,1072,892870,6212,892870
479,1072,892870,6212,892870
479,1072,893870,6212,893870
479,1072,893870,6212,893870
480,1074,894870,6212,894870
480,1074,895870,6212,895870
481,1076,896680,6212,896680
481,1076,897490,6212,897490
481,1076,897950,6212,897950
482,1078,898950,6212,898950
482,1078,899950,6212,899950
483,1080,900950,6212,900950
483,1080,900950,6212,900950
483,1080,901320,6212,901320
483,1080,901480,6212,901480
483,1080,901480,6212,901480
483,1080,901480,6212,901480
483,1080,901590,6212,901590
484,1082,902590,6212,902590
484,1082,903050,6212,903050
484,1082,903160,6212,903160
484,1082,903160,6212,903160
484,1082,904160,6212,904160
485,1084,904970,6212,904970
485,1084,904970,6212,904970
485,1084,905970,6212,905970
486,1086,906780,6212,906780
486,1086,907780,6212,907780
487,1088,908780,6212,908780
487,1088,909250,6212,909250
488,1092,909800,6212,909800
488,1092,909800,6212,909800
488,1092,910020,6212,910020
488,1092,911020,6212,911020
488,1092,912020,6212,912020
488,1092,913020,6212,913020
489,1094,914020,6212,914020
489,1094,914570,6212,914570
490,1096,915570,6212,915570
490,1096,916570,6212,916570
490,1096,917040,6212,917040
491,1098,918040,6212,918040
491,1098,918270,6212,918270
491,1098,919270,6212,919270
492,1100,920270,6212,920270
492,1100,920590,6212,920590
492,1100,921590,6212,921590
492,1100,921910,6212,921910
493,1102,922910,6212,922910
493,1102,923910,6212,923910
494,1104,924910,6212,924910
494,1104,925910,6212,925910
495,1106,926910,6212,926910
495,1106,927230,6212,927230
495,1106,927700,6212,927700
496,1108,928700,6212,928700
496,1108,929170,6212,929170
496,1108,929640,6212,929640
496,1108,930110,6212,930110
496,1108,930480,6212,930480
497,1110,931480,6212,931480
497,1110,932480,6212,932480
498,1112,933480,6212,933480
498,1112,934480,6212,934480
499,1114,935130,6212,935130
499,1114,935940,6212,935940
500,1116,936750,6212,936750
500,1116,937750,6212,937750
501,1118,938750,6212,938750
501,1118,939340,6212,939340
502,1120,940150,6212,940150
503,1124,940620,6212,940620
503,1124,941620,6212,941620
503,1124,941940,6212,941940
503,1124,942940,6212,942940
503,1124,943260,6212,943260
503,1124,944260,6212,944260
504,1126,945260,6212,945260
504,1126,945490,6212,945490
504,1126,946300,6212,946300
505,1128,947300,6212,947300
505,1128,948300,6212,948300
506,1130,949300,6212,949300
506,1130,950300,6212,950300
506,1130,950300,6212,950300
507,1134,950770,6212,950770
507,1134,950770,6212,950770
507,1134,950770,6212,950770
507,1134,951240,6212,951240
508,1136,952240,6212,952240
508,1136,953240,6212,953240
509,1138,954240,6212,954240
509,1138,955050,6212,955050
509,1138,956050,6212,956050
509,1138,957050,6212,957050
509,1138,958050,6212,958050
510,1140,958510,6212,958510
510,1140,958970,6212,958970
510,1140,959440,6212,959440
511,1142,960440,6212,960440
511,1142,961250,6212,961250
512,1144,962060,6212,962060
512,1144,963060,6212,963060
513,1146,964060,6212,964060
513,1146,964380,6212,964380
513,1146,965380,6212,965380
513,1146,965850,6212,965850
513,1146,965850,6212,965850
513,1146,966170,6212,966170
514,1148,967170,6212,967170
514,1148,968170,6212,968170
515,1150,968640,6212,968640
515,1150,969450,6212,969450
516,1152,970450,6212,970450
516,1152,971450,6212,971450
516,1152,971450,6212,971450
517,1154,972450,6212,972450
517,1154,973450,6212,973450
518,1156,974450,6212,974450
518,1156,975450,6212,975450
519,1158,976260,6212,976260
519,1158,976730,6212,976730
519,1158,977730,6212,977730
520,1160,978730,6212,978730
520,1160,978730,6212,978730
520,1160,979540,6212,979540
521,1162,980010,6212,980010
521,1162,981010,6212,981010
522,1164,981820,6212,981820
522,1164,982630,6212,982630
523,1166,983630,6212,983630
523,1166,984280,6212,984280
524,1168,985090,6212,985090
524,1168,986090,6212,986090
525,1176,986320,6212,986320
526,1178,987320,6212,987320
526,1178,987320,6212,987320
526,1178,987690,6212,987690
526,1178,988690,6212,988690
527,1180,989690,6212,989690
527,1180,990690,6212,990690
528,1182,991500,6212,991500
528,1182,991960,6212,991960
528,1182,992430,6212,992430
528,1182,993430,6212,993430
529,1184,993980,6212,993980
529,1184,994790,6212,994790
530,1186,995600,6212,995600
530,1186,995920,6212,995920
530,1186,996730,6212,996730
530,1186,997200,6212,997200
531,1188,998200,6212,998200
531,1188,998670,6212,998670
531,1188,998900,6212,998900
532,1190,999900,6212,999900
532,1190,1000900,6212,1000900
532,1190,1001900,6212,1001900
533,1192,1002900,6212,1002900
533,1192,1002900,6212,1002900
533,1192,1003900,6212,1003900
534,1194,1004710,6212,1004710
534,1194,1005520,6212,1005520
535,1196,1006520,6212,1006520
535,1196,1007520,6212,1007520
535,1196,1007840,6212,1007840
536,1198,1008430,6212,1008430
536,1198,1009430,6212,1009430
537,1200,1009980,6212,1009980
537,1200,1010980,6212,1010980
538,1202,1011980,6212,1011980
538,1202,1012980,6212,1012980
538,1202,1013980,6212,1013980
539,1204,1014790,6212,1014790
539,1204,1015790,6212,1015790
540,1206,1016790,6212,1016790
540,1206,1017790,6212,1017790
541,1208,1018600,6212,1018600
541,1208,1019070,6212,1019070
541,1208,1019880,6212,1019880
541,1208,1020100,6212,1020100
542,1210,1020570,6212,1020570
542,1210,1021220,6212,1021220
542,1210,1021220,6212,1021220
542,1210,1021540,6212,1021540
543,1212,1022350,6212,1022350
543,1212,1023160,6212,1023160
544,1214,1024160,6212,1024160
544,1214,1025160,6212,1025160
545,1216,1026160,6212,1026160
545,1216,1027160,6212,1027160
546,1218,1027970,6212,1027970
546,1218,1028450,6212,1028450
546,1218,1028610,6212,1028610
546,1218,1029080,6212,1029080
546,1218,1029550,6212,1029550
547,1220,1030360,6212,1030360
547,1220,1031170,6212,1031170
548,1222,1032170,6212,1032170
548,1222,1033170,6212,1033170
549,1224,1034170,6212,1034170
549,1224,1035170,6212,1035170
550,1226,1035980,6212,1035980
550,1226,1036790,6212,1036790
551,1234,1044790,6212,1044790
552,1236,1045790,6212,1045790
552,1236,1046790,6212,1046790
553,1238,1047260,6212,1047260
553,1238,1048260,6212,1048260
554,1240,1049260,6212,1049260
554,1240,1049730,6212,1049730
554,1240,1049730,6212,1049730
554,1240,1050730,6212,1050730
555,1242,1051730,6212,1051730
555,1242,1052050,6212,1052050
555,1242,1053050,6212,1053050
556,1244,1054050,6212,1054050
556,1244,1054520,6212,1054520
557,1246,1055520,6212,1055520
557,1246,1056520,6212,1056520
558,1248,1057520,6212,1057520
558,1248,1058520,6212,1058520
559,1250,1059520,6212,1059520
559,1250,1060520,6212,1060520
559,1250,1060520,6212,1060520
560,1252,1061330,6212,1061330
560,1252,1062330,6212,1062330
561,1254,1063330,6212,1063330
561,1254,1064140,6212,1064140
562,1256,1066140,6212,1066140
563,1258,1067140,6212,1067140
563,1258,1067360,6212,1067360
563,1258,1068360,6212,1068360
564,1260,1069360,6212,1069360
564,1260,1070360,6212,1070360
565,1262,1071170,6212,1071170
565,1262,1071980,6212,1071980
566,1264,1072980,6212,1072980
566,1264,1073980,6212,1073980
567,1266,1074790,6212,1074790
567,1266,1075790,6212,1075790
568,1268,1076790,6212,1076790
568,1268,1077790,6212,1077790
568,1268,1078110,6212,1078110
568,1268,1078110,6212,1078110
568,1268,1078110,6212,1078110
568,1268,1078430,6212,1078430
568,1268,1078890,6212,1078890
569,1270,1079890,6212,1079890
569,1270,1080890,6212,1080890
570,1272,1081350,6212,1081350
570,1272,1082350,6212,1082350
571,1274,1083160,6212,1083160
571,1274,1084160,6212,1084160
572,1276,1084970,6212,1084970
572,1276,1084970,6212,1084970
572,1276,1085440,6212,1085440
572,1276,1086440,6212,1086440
573,1278,1087440,6212,1087440
573,1278,1088440,6212,1088440
574,1280,1089250,6212,1089250
574,1280,1090250,6212,1090250
575,1282,1090720,6212,1090720
575,1282,1091270,6212,1091270
576,1284,1092270,6212,1092270
576,1284,1092740,6212,1092740
576,1284,1093210,6212,1093210
577,1286,1094210,6212,1094210
577,1286,1094210,6212,1094210
577,1286,1094680,6212,1094680
577,1286,1095680,6212,1095680
578,1288,1096490,6212,1096490
578,1288,1097490,6212,1097490
579,1296,1105490,6212,1105490
580,1300,1105960,6212,1105960
580,1300,1106960,6212,1106960
580,1300,1107430,6212,1107430
580,1300,1107540,6212,1107540
580,1300,1108010,6212,1108010
580,1300,1109010,6212,1109010
581,1302,1110010,6212,1110010
581,1302,1111010,6212,1111010
582,1304,1112010,6212,1112010
582,1304,1112240,6212,1112240
582,1304,1113240,6212,1113240
583,1306,1114240,6212,1114240
583,1306,1115240,6212,1115240
584,1308,1116240,6212,1116240
584,1308,1116710,6212,1116710
585,1310,1117710,6212,1117710
585,1310,1117710,6212,1117710
585,1310,1118710,6212,1118710
585,1310,1118940,6212,1118940
585,1310,1119170,6212,1119170
586,1312,1120170,6212,1120170
586,1312,1121170,6212,1121170
587,1314,1121980,6212,1121980
587,1314,1122980,6212,1122980
588,1316,1123980,6212,1123980
588,1316,1124980,6212,1124980
589,1318,1125980,6212,1125980
589,1318,1126980,6212,1126980
590,1320,1127980,6212,1127980
590,1320,1128790,6212,1128790
590,1320,1129260,6212,1129260
591,1322,1130260,6212,1130260
591,1322,1131260,6212,1131260
591,1322,1131580,6212,1131580
592,1324,1131900,6212,1131900
592,1324,1132220,6212,1132220
592,1324,1133030,6212,1133030
593,1326,1134030,6212,1134030
593,1326,1134840,6212,1134840
594,1328,1135840,6212,1135840
594,1328,1136840,6212,1136840
595,1330,1137840,6212,1137840
595,1330,1138840,6212,1138840
596,1332,1139840,6212,1139840
596,1332,1140840,6212,1140840
597,1334,1141840,6212,1141840
597,1334,1142840,6212,1142840
598,1342,1143060,6212,1143060
599,1346,1143610,6212,1143610
599,1346,1144610,6212,1144610
599,1346,1145080,6212,1145080
599,1346,1146080,6212,1146080
600,1348,1148080,6212,1148080
601,1350,1149080,6212,1149080
601,1350,1150080,6212,1150080
602,1352,1151080,6212,1151080
602,1352,1151670,6212,1151670
602,1352,1152130,6212,1152130
603,1354,1152590,6212,1152590
603,1354,1153400,6212,1153400
604,1362,1161400,6212,1161400
605,1364,1162210,6212,1162210
605,1364,1163210,6212,1163210
606,1366,1164210,6212,1164210
606,1366,1165210,6212,1165210
607,1368,1166210,6212,1166210
607,1368,1166860,6212,1166860
607,1368,1167020,6212,1167020
607,1368,1168020,6212,1168020
608,1372,1169020,6212,1169020
608,1372,1169480,6212,1169480
608,1372,1169480,6212,1169480
608,1372,1169940,6212,1169940
608,1372,1169940,6212,1169940
608,1372,1170940,6212,1170940
608,1372,1171940,6212,1171940
608,1372,1172750,6212,1172750
608,1372,1173400,6212,1173400
608,1372,1173870,6212,1173870
608,1372,1174870,6212,1174870
608,1372,1175520,6212,1175520
609,1380,1176520,6212,1176520
609,1380,1176990,6212,1176990
609,1380,1177460,6212,1177460
609,1380,1177680,6212,1177680
609,1380,1178160,6212,1178160
609,1380,1179160,6212,1179160
609,1380,1179160,6212,1179160
610,1388,1180160,6212,1180160
610,1388,1181160,6212,1181160
610,1388,1181480,6212,1181480
610,1388,1181950,6212,1181950
610,1388,1182950,6212,1182950
610,1388,1183760,6212,1183760
610,1388,1184230,6212,1184230
610,1388,1185040,6212,1185040
610,1388,1186040,6212,1186040
610,1388,1187040,6212,1187040
610,1388,1187850,6212,1187850
611,1396,1188850,6212,1188850
611,1396,1189850,6212,1189850
611,1396,1189850,6212,1189850
611,1396,1190850,6212,1190850
611,1396,1191180,6212,1191180
611,1396,1192180,6212,1192180
611,1396,1193180,6212,1193180
611,1396,1193990,6212,1193990
611,1396,1194460,6212,1194460
611,1396,1195460,6212,1195460
612,1404,1196110,6212,1196110
612,1404,1197110,6212,1197110
612,1404,1198110,6212,1198110
612,1404,1199110,6212,1199110
612,1404,1200110,6212,1200110
612,1404,1200760,6212,1200760
612,1404,1201760,6212,1201760
612,1404,1201990,6212,1201990
612,1404,1202990,6212,1202990
613,1412,1203460,6212,1203460
613,1412,1203930,6212,1203930
613,1412,1204930,6212,1204930
613,1412,1205740,6212,1205740
613,1412,1206740,6212,1206740
613,1412,1207390,6212,1207390
613,1412,1208390,6212,1208390
613,1412,1209390,6212,1209390
614,1420,1210390,6212,1210390
614,1420,1211390,6212,1211390
614,1420,1212390,6212,1212390
614,1420,1213390,6212,1213390
614,1420,1213710,6212,1213710
614,1420,1214710,6212,1214710
614,1420,1215710,6212,1215710
614,1420,1216710,6212,1216710
614,1420,1217180,6212,1217180
615,1428,1218180,6212,1218180
615,1428,1218990,6212,1218990
615,1428,1219990,6212,1219990
615,1428,1220990,6212,1220990
615,1428,1221990,6212,1221990
615,1428,1222460,6212,1222460
615,1428,1223460,6212,1223460
615,1428,1224460,6212,1224460
615,1428,1224930,6212,1224930
615,1428,1225250,6212,1225250
615,1428,1225250,6212,1225250
615,1428,1225250,6212,1225250
616,1436,1226250,6212,1226250
616,1436,1226710,6212,1226710
616,1436,1227710,6212,1227710
616,1436,1227870,6212,1227870
616,1436,1228870,6212,1228870
616,1436,1229870,6212,1229870
616,1436,1230870,6212,1230870
616,1436,1231340,6212,1231340
616,1436,1232340,6212,1232340
616,1436,1232340,6212,1232340
617,1444,1233340,6212,1233340
617,1444,1234340,6212,1234340
617,1444,1235150,6212,1235150
617,1444,1236150,6212,1236150
617,1444,1237150,6212,1237150
617,1444,1237610,6212,1237610
617,1444,1238420,6212,1238420
617,1444,1238880,6212,1238880
617,1444,1239880,6212,1239880
617,1444,1240530,6212,1240530
618,1452,1241340,6212,1241340
618,1452,1241810,6212,1241810
618,1452,1242810,6212,1242810
618,1452,1243620,6212,1243620
618,1452,1244090,6212,1244090
618,1452,1245090,6212,1245090
618,1452,1245900,6212,1245900
618,1452,1246900,6212,1246900
618,1452,1247710,6212,1247710
619,1460,1248710,6212,1248710
619,1460,1249710,6212,1249710
619,1460,1249710,6212,1249710
619,1460,1250360,6212,1250360
619,1460,1251360,6212,1251360
619,1460,1251830,6212,1251830
619,1460,1252830,6212,1252830
619,1460,1253380,6212,1253380
619,1460,1254190,6212,1254190
619,1460,1254660,6212,1254660
620,1468,1255660,6212,1255660
620,1468,1255660,6212,1255660
620,1468,1256130,6212,1256130
620,1468,1257130,6212,1257130
620,1468,1258130,6212,1258130
620,1468,1259130,6212,1259130
620,1468,1259940,6212,1259940
620,1468,1260750,6212,1260750
620,1468,1261750,6212,1261750
620,1468,1262220,6212,1262220
621,1476,1263220,6212,1263220
621,1476,1264220,6212,1264220
621,1476,1264540,6212,1264540
621,1476,1264540,6212,1264540
621,1476,1265540,6212,1265540
621,1476,1265860,6212,1265860
621,1476,1266670,6212,1266670
621,1476,1267040,6212,1267040
621,1476,1268040,6212,1268040
621,1476,1269040,6212,1269040
621,1476,1270040,6212,1270040
622,1484,1270850,6212,1270850
622,1484,1271850,6212,1271850
622,1484,1272660,6212,1272660
622,1484,1272660,6212,1272660
622,1484,1273660,6212,1273660
622,1484,1274660,6212,1274660
622,1484,1275660,6212,1275660
622,1484,1276130,6212,1276130
622,1484,1277130,6212,1277130
622,1484,1278130,6212,1278130
623,1492,1278940,6212,1278940
623,1492,1279940,6212,1279940
