ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1015,4628,4239140,6212,4239140
1015,4628,4239690,6212,4239690
1015,4628,4240690,6212,4240690
1015,4628,4241340,6212,4241340
1015,4628,4241930,6212,4241930
1015,4628,4242250,6212,4242250
1015,4628,4242470,6212,4242470
1015,4628,4242940,6212,4242940
1015,4628,4243940,6212,4243940
1016,4636,4244940,6212,4244940
1016,4636,4245750,6212,4245750
1016,4636,4246220,6212,4246220
1016,4636,4246220,6212,4246220
1016,4636,4247220,6212,4247220
1016,4636,4248220,6212,4248220
1016,4636,4249220,6212,4249220
1016,4636,4250220,6212,4250220
1016,4636,4251030,6212,4251030
1016,4636,4252030,6212,4252030
1017,4644,4253030,6212,4253030
1017,4644,4254030,6212,4254030
1017,4644,4255030,6212,4255030
1017,4644,4255840,6212,4255840
1017,4644,4256650,6212,4256650
1017,4644,4257120,6212,4257120
1017,4644,4257770,6212,4257770
1018,4652,4265770,6212,4265770
1018,4652,4266770,6212,4266770
1019,4660,4267770,6212,4267770
1019,4660,4268770,6212,4268770
1019,4660,4269580,6212,4269580
1019,4660,4270390,6212,4270390
1019,4660,4270760,6212,4270760
1019,4660,4271760,6212,4271760
1019,4660,4272760,6212,4272760
1019,4660,4273570,6212,4273570
1019,4660,4273570,6212,4273570
1019,4660,4274570,6212,4274570
1020,4668,4275570,6212,4275570
1020,4668,4276040,6212,4276040
1020,4668,4277040,6212,4277040
1020,4668,4278040,6212,4278040
1020,4668,4278850,6212,4278850
1020,4668,4279850,6212,4279850
1020,4668,4280850,6212,4280850
1020,4668,4281660,6212,4281660
1021,4676,4282470,6212,4282470
1021,4676,4283470,6212,4283470
1021,4676,4283930,6212,4283930
1021,4676,4284250,6212,4284250
1021,4676,4284720,6212,4284720
1021,4676,4285720,6212,4285720
1021,4676,4286270,6212,4286270
1021,4676,4287270,6212,4287270
1021,4676,4287920,6212,4287920
1021,4676,4288920,6212,4288920
1021,4676,4289030,6212,4289030
1021,4676,4290030,6212,4290030
1022,4684,4291030,6212,4291030
1022,4684,4292030,6212,4292030
1022,4684,4293030,6212,4293030
1022,4684,4293840,6212,4293840
1022,4684,4294070,6212,4294070
1022,4684,4294620,6212,4294620
1022,4684,4295620,6212,4295620
1022,4684,4296620,6212,4296620
1022,4684,4297620,6212,4297620
1023,4692,4298090,6212,4298090
1023,4692,4299090,6212,4299090
1023,4692,4300090,6212,4300090
1023,4692,4300410,6212,4300410
1023,4692,4300880,6212,4300880
1023,4692,4301690,6212,4301690
1023,4692,4302690,6212,4302690
1023,4692,4303690,6212,4303690
1023,4692,4304340,6212,4304340
1024,4700,4306340,6212,4306340
1024,4700,4307150,6212,4307150
1024,4700,4307960,6212,4307960
1024,4700,4308550,6212,4308550
1024,4700,4309550,6212,4309550
1024,4700,4310550,6212,4310550
1024,4700,4311100,6212,4311100
1024,4700,4311910,6212,4311910
1025,4708,4312910,6212,4312910
1025,4708,4313910,6212,4313910
1025,4708,4314560,6212,4314560
1025,4708,4314720,6212,4314720
1025,4708,4315720,6212,4315720
1025,4708,4316720,6212,4316720
1025,4708,4317720,6212,4317720
1025,4708,4318720,6212,4318720
1025,4708,4319720,6212,4319720
1025,4708,4320040,6212,4320040
1026,4716,4324040,6212,4324040
1026,4716,4325040,6212,4325040
1026,4716,4326040,6212,4326040
1026,4716,4326040,6212,4326040
1026,4716,4326850,6212,4326850
1027,4724,4327850,6212,4327850
1027,4724,4328850,6212,4328850
1027,4724,4329850,6212,4329850
1027,4724,4330850,6212,4330850
1027,4724,4331850,6212,4331850
1027,4724,4332660,6212,4332660
1027,4724,4333130,6212,4333130
1027,4724,4334130,6212,4334130
1027,4724,4335130,6212,4335130
1028,4732,4335940,6212,4335940
1028,4732,4336170,6212,4336170
1028,4732,4336980,6212,4336980
1028,4732,4337630,6212,4337630
1028,4732,4338220,6212,4338220
1028,4732,4339220,6212,4339220
1028,4732,4340220,6212,4340220
1028,4732,4340690,6212,4340690
1028,4732,4340690,6212,4340690
1028,4732,4341690,6212,4341690
1028,4732,4342010,6212,4342010
1029,4740,4343010,6212,4343010
1030,4748,4351010,6212,4351010
1030,4748,4352010,6212,4352010
1030,4748,4352470,6212,4352470
1030,4748,4352690,6212,4352690
1030,4748,4353690,6212,4353690
1030,4748,4354690,6212,4354690
1030,4748,4355160,6212,4355160
1030,4748,4356160,6212,4356160
1030,4748,4357160,6212,4357160
1030,4748,4357810,6212,4357810
1031,4756,4358810,6212,4358810
1031,4756,4359620,6212,4359620
1031,4756,4360620,6212,4360620
1031,4756,4360940,6212,4360940
1031,4756,4361530,6212,4361530
1031,4756,4362530,6212,4362530
1031,4756,4363340,6212,4363340
1031,4756,4364150,6212,4364150
1031,4756,4364620,6212,4364620
1031,4756,4365090,6212,4365090
1031,4756,4365090,6212,4365090
1032,4764,4366090,6212,4366090
1032,4764,4366900,6212,4366900
1032,4764,4366900,6212,4366900
1032,4764,4367370,6212,4367370
1032,4764,4368180,6212,4368180
1032,4764,4368500,6212,4368500
1032,4764,4368970,6212,4368970
1032,4764,4369440,6212,4369440
1032,4764,4370440,6212,4370440
1032,4764,4371440,6212,4371440
1032,4764,4372250,6212,4372250
1032,4764,4372470,6212,4372470
1033,4772,4373120,6212,4373120
1033,4772,4374120,6212,4374120
1033,4772,4375120,6212,4375120
1033,4772,4375590,6212,4375590
1033,4772,4376400,6212,4376400
1033,4772,4376720,6212,4376720
1033,4772,4377310,6212,4377310
1033,4772,4377310,6212,4377310
1033,4772,4378310,6212,4378310
1033,4772,4379310,6212,4379310
1033,4772,4380310,6212,4380310
1034,4780,4381120,6212,4381120
1034,4780,4382120,6212,4382120
1034,4780,4383120,6212,4383120
1034,4780,4383280,6212,4383280
1034,4780,4383510,6212,4383510
1034,4780,4384320,6212,4384320
1034,4780,4385320,6212,4385320
1034,4780,4385480,6212,4385480
1034,4780,4386480,6212,4386480
1034,4780,4387480,6212,4387480
1034,4780,4387480,6212,4387480
1034,4780,4388480,6212,4388480
1035,4788,4388950,6212,4388950
1035,4788,4388950,6212,4388950
1035,4788,4389950,6212,4389950
1035,4788,4390950,6212,4390950
1035,4788,4391760,6212,4391760
1035,4788,4392760,6212,4392760
1035,4788,4393760,6212,4393760
1035,4788,4394760,6212,4394760
1035,4788,4394760,6212,4394760
1035,4788,4395570,6212,4395570
1036,4796,4396570,6212,4396570
1036,4796,4397380,6212,4397380
1036,4796,4398380,6212,4398380
1036,4796,4399190,6212,4399190
1036,4796,4399420,6212,4399420
1036,4796,4400230,6212,4400230
1036,4796,4401230,6212,4401230
1036,4796,4402230,6212,4402230
1036,4796,4402550,6212,4402550
1036,4796,4403360,6212,4403360
1036,4796,4403680,6212,4403680
1036,4796,4404150,6212,4404150
1036,4796,4404150,6212,4404150
1037,4804,4405150,6212,4405150
1037,4804,4405310,6212,4405310
1037,4804,4406310,6212,4406310
1037,4804,4407310,6212,4407310
1037,4804,4408120,6212,4408120
1037,4804,4409120,6212,4409120
1037,4804,4409930,6212,4409930
1037,4804,4410250,6212,4410250
1037,4804,4411250,6212,4411250
1037,4804,4412250,6212,4412250
1037,4804,4412570,6212,4412570
1038,4812,4413040,6212,4413040
1038,4812,4414040,6212,4414040
1038,4812,4414850,6212,4414850
1038,4812,4415080,6212,4415080
1038,4812,4415890,6212,4415890
1038,4812,4416890,6212,4416890
1038,4812,4417890,6212,4417890
1038,4812,4418890,6212,4418890
1038,4812,4419540,6212,4419540
1039,4820,4420190,6212,4420190
1039,4820,4420350,6212,4420350
1039,4820,4421350,6212,4421350
1039,4820,4422000,6212,4422000
1039,4820,4422590,6212,4422590
1039,4820,4422590,6212,4422590
1039,4820,4423060,6212,4423060
1039,4820,4424060,6212,4424060
1039,4820,4425060,6212,4425060
1039,4820,4426060,6212,4426060
1039,4820,4426390,6212,4426390
1039,4820,4427390,6212,4427390
1040,4828,4428390,6212,4428390
1040,4828,4429390,6212,4429390
1040,4828,4430390,6212,4430390
1040,4828,4431390,6212,4431390
1040,4828,4432390,6212,4432390
1040,4828,4433390,6212,4433390
1040,4828,4434390,6212,4434390
1040,4828,4435390,6212,4435390
1041,4836,4436390,6212,4436390
1041,4836,4437390,6212,4437390
1041,4836,4438040,6212,4438040
1041,4836,4438690,6212,4438690
1041,4836,4439500,6212,4439500
1041,4836,4440500,6212,4440500
1041,4836,4440500,6212,4440500
1041,4836,4440720,6212,4440720
1041,4836,4441720,6212,4441720
1041,4836,4442040,6212,4442040
1041,4836,4443040,6212,4443040
1042,4844,4444040,6212,4444040
1042,4844,4444850,6212,4444850
1042,4844,4445850,6212,4445850
1042,4844,4445850,6212,4445850
1042,4844,4446320,6212,4446320
1042,4844,4447320,6212,4447320
1042,4844,4447430,6212,4447430
1042,4844,4448430,6212,4448430
1042,4844,4448900,6212,4448900
1042,4844,4449900,6212,4449900
1042,4844,4450710,6212,4450710
1043,4852,4451710,6212,4451710
1043,4852,4452710,6212,4452710
1043,4852,4453360,6212,4453360
1043,4852,4454360,6212,4454360
1043,4852,4455170,6212,4455170
1043,4852,4456170,6212,4456170
1043,4852,4456330,6212,4456330
1043,4852,4457330,6212,4457330
1043,4852,4457800,6212,4457800
1044,4860,4458610,6212,4458610
1044,4860,4459610,6212,4459610
1044,4860,4460610,6212,4460610
1044,4860,4461260,6212,4461260
1044,4860,4461730,6212,4461730
1044,4860,4462730,6212,4462730
1044,4860,4463730,6212,4463730
1044,4860,4463730,6212,4463730
1044,4860,4463730,6212,4463730
1044,4860,4464730,6212,4464730
1044,4860,4465730,6212,4465730
1045,4868,4466730,6212,4466730
1045,4868,4467730,6212,4467730
1045,4868,4468730,6212,4468730
1045,4868,4469050,6212,4469050
1045,4868,4469370,6212,4469370
1045,4868,4470370,6212,4470370
1045,4868,4470840,6212,4470840
1045,4868,4471840,6212,4471840
1045,4868,4472840,6212,4472840
1045,4868,4473840,6212,4473840
1046,4876,4474840,6212,4474840
1046,4876,4475840,6212,4475840
1046,4876,4476650,6212,4476650
1046,4876,4477650,6212,4477650
1046,4876,4478300,6212,4478300
1046,4876,4479110,6212,4479110
1046,4876,4480110,6212,4480110
1046,4876,4481110,6212,4481110
1046,4876,4481580,6212,4481580
1046,4876,4481580,6212,4481580
1047,4884,4482580,6212,4482580
1047,4884,4483580,6212,4483580
1047,4884,4484390,6212,4484390
1047,4884,4485040,6212,4485040
1047,4884,4486040,6212,4486040
1047,4884,4487040,6212,4487040
1047,4884,4487690,6212,4487690
1047,4884,4488160,6212,4488160
1047,4884,4489160,6212,4489160
1048,4892,4497160,6212,4497160
1049,4900,4498160,6212,4498160
1049,4900,4499160,6212,4499160
1049,4900,4499160,6212,4499160
1049,4900,4500160,6212,4500160
1049,4900,4501160,6212,4501160
1049,4900,4502160,6212,4502160
1049,4900,4503160,6212,4503160
1049,4900,4503620,6212,4503620
1049,4900,4504620,6212,4504620
1050,4908,4505620,6212,4505620
1050,4908,4506620,6212,4506620
1050,4908,4507620,6212,4507620
1050,4908,4508430,6212,4508430
1050,4908,4509240,6212,4509240
1050,4908,4510240,6212,4510240
1050,4908,4510710,6212,4510710
1050,4908,4511710,6212,4511710
1050,4908,4512710,6212,4512710
1051,4916,4513300,6212,4513300
1051,4916,4514300,6212,4514300
1051,4916,4515300,6212,4515300
1051,4916,4515770,6212,4515770
1051,4916,4516770,6212,4516770
1051,4916,4517580,6212,4517580
1051,4916,4518390,6212,4518390
1051,4916,4519390,6212,4519390
1051,4916,4520200,6212,4520200
1052,4924,4521200,6212,4521200
1052,4924,4521520,6212,4521520
1052,4924,4522520,6212,4522520
1052,4924,4523520,6212,4523520
1052,4924,4524520,6212,4524520
1052,4924,4525520,6212,4525520
1052,4924,4525740,6212,4525740
1052,4924,4526740,6212,4526740
1052,4924,4526740,6212,4526740
1052,4924,4527210,6212,4527210
1052,4924,4527210,6212,4527210
1052,4924,4528020,6212,4528020
1053,4932,4528830,6212,4528830
1053,4932,4529150,6212,4529150
1053,4932,4530150,6212,4530150
1053,4932,4531150,6212,4531150
1053,4932,4532150,6212,4532150
1053,4932,4532380,6212,4532380
1053,4932,4532970,6212,4532970
1053,4932,4533620,6212,4533620
1053,4932,4534090,6212,4534090
1053,4932,4534410,6212,4534410
1053,4932,4535410,6212,4535410
1054,4940,4536220,6212,4536220
1054,4940,4537220,6212,4537220
1054,4940,4538220,6212,4538220
1054,4940,4539220,6212,4539220
1054,4940,4540220,6212,4540220
1054,4940,4541030,6212,4541030
1054,4940,4542030,6212,4542030
1054,4940,4542580,6212,4542580
1055,4948,4543580,6212,4543580
1055,4948,4544390,6212,4544390
1055,4948,4545390,6212,4545390
1055,4948,4546200,6212,4546200
1055,4948,4547200,6212,4547200
1055,4948,4547200,6212,4547200
1055,4948,4547520,6212,4547520
1055,4948,4548520,6212,4548520
1055,4948,4549520,6212,4549520
1055,4948,4550330,6212,4550330
1056,4956,4551140,6212,4551140
1056,4956,4551950,6212,4551950
1056,4956,4552950,6212,4552950
1056,4956,4553420,6212,4553420
1056,4956,4554230,6212,4554230
1056,4956,4555040,6212,4555040
1056,4956,4555510,6212,4555510
1056,4956,4556510,6212,4556510
1056,4956,4557510,6212,4557510
1057,4964,4558320,6212,4558320
1057,4964,4559320,6212,4559320
1057,4964,4560320,6212,4560320
1057,4964,4561320,6212,4561320
1057,4964,4561320,6212,4561320
1057,4964,4562320,6212,4562320
1057,4964,4563130,6212,4563130
1057,4964,4563940,6212,4563940
1057,4964,4564260,6212,4564260
1057,4964,4565260,6212,4565260
1058,4972,4566260,6212,4566260
1058,4972,4567260,6212,4567260
1058,4972,4568260,6212,4568260
1058,4972,4568580,6212,4568580
1058,4972,4569390,6212,4569390
1058,4972,4570390,6212,4570390
1058,4972,4571390,6212,4571390
1058,4972,4572040,6212,4572040
1058,4972,4572850,6212,4572850
1058,4972,4573320,6212,4573320
1059,4980,4573970,6212,4573970
1059,4980,4574440,6212,4574440
1059,4980,4575440,6212,4575440
1059,4980,4576440,6212,4576440
1059,4980,4577440,6212,4577440
1059,4980,4578440,6212,4578440
1060,4988,4579440,6212,4579440
1060,4988,4580090,6212,4580090
1060,4988,4580250,6212,4580250
1060,4988,4581060,6212,4581060
1060,4988,4581380,6212,4581380
1060,4988,4582190,6212,4582190
1060,4988,4582190,6212,4582190
1060,4988,4583190,6212,4583190
1060,4988,4584000,6212,4584000
1060,4988,4584470,6212,4584470
1060,4988,4585470,6212,4585470
1060,4988,4586470,6212,4586470
1060,4988,4586700,6212,4586700
1060,4988,4587020,6212,4587020
1060,4988,4587490,6212,4587490
1060,4988,4587490,6212,4587490
1061,4996,4588490,6212,4588490
1062,5004,4589490,6212,4589490
1062,5004,4590490,6212,4590490
1062,5004,4591300,6212,4591300
1062,5004,4592300,6212,4592300
1062,5004,4593300,6212,4593300
1062,5004,4594300,6212,4594300
1062,5004,4594770,6212,4594770
1062,5004,4595770,6212,4595770
1062,5004,4596240,6212,4596240
1063,5012,4597240,6212,4597240
1063,5012,4598050,6212,4598050
1063,5012,4599050,6212,4599050
1063,5012,4600050,6212,4600050
1063,5012,4600050,6212,4600050
1063,5012,4601050,6212,4601050
1063,5012,4601210,6212,4601210
1063,5012,4602210,6212,4602210
1063,5012,4603210,6212,4603210
1063,5012,4603670,6212,4603670
1063,5012,4603900,6212,4603900
1063,5012,4604900,6212,4604900
1063,5012,4605900,6212,4605900
1063,5012,4606900,6212,4606900
1064,5020,4614900,6212,4614900
1064,5020,4615900,6212,4615900
1064,5020,4616710,6212,4616710
1064,5020,4617030,6212,4617030
1064,5020,4618030,6212,4618030
1065,5028,4619030,6212,4619030
1065,5028,4620030,6212,4620030
1065,5028,4621030,6212,4621030
1065,5028,4621030,6212,4621030
1065,5028,4621350,6212,4621350
1065,5028,4622350,6212,4622350
1065,5028,4622720,6212,4622720
1065,5028,4623720,6212,4623720
1065,5028,4624720,6212,4624720
1065,5028,4625720,6212,4625720
1065,5028,4626530,6212,4626530
1066,5036,4627530,6212,4627530
1066,5036,4628530,6212,4628530
1066,5036,4629530,6212,4629530
1066,5036,4630340,6212,4630340
1066,5036,4631340,6212,4631340
1066,5036,4631660,6212,4631660
1066,5036,4632310,6212,4632310
1066,5036,4633120,6212,4633120
1066,5036,4633930,6212,4633930
1067,5044,4634930,6212,4634930
1067,5044,4635400,6212,4635400
1067,5044,4635870,6212,4635870
1067,5044,4636520,6212,4636520
1067,5044,4636840,6212,4636840
1067,5044,4637840,6212,4637840
1067,5044,4638840,6212,4638840
1067,5044,4639310,6212,4639310
1067,5044,4639770,6212,4639770
1068,5052,4640770,6212,4640770
1068,5052,4641580,6212,4641580
1068,5052,4642040,6212,4642040
1068,5052,4643040,6212,4643040
1068,5052,4643690,6212,4643690
1068,5052,4644500,6212,4644500
1068,5052,4644970,6212,4644970
1068,5052,4645970,6212,4645970
1069,5060,4646440,6212,4646440
1069,5060,4646770,6212,4646770
1069,5060,4647770,6212,4647770
1069,5060,4648770,6212,4648770
1069,5060,4649580,6212,4649580
1069,5060,4650050,6212,4650050
1069,5060,4650860,6212,4650860
1069,5060,4651670,6212,4651670
1069,5060,4652670,6212,4652670
1069,5060,4653480,6212,4653480
1069,5060,4654480,6212,4654480
1069,5060,4654800,6212,4654800
1070,5068,4655270,6212,4655270
1070,5068,4656270,6212,4656270
1070,5068,4657270,6212,4657270
1070,5068,4657640,6212,4657640
1070,5068,4658640,6212,4658640
1070,5068,4659110,6212,4659110
1070,5068,4660110,6212,4660110
1070,5068,4661110,6212,4661110
1071,5076,4661920,6212,4661920
1071,5076,4662730,6212,4662730
1071,5076,4663540,6212,4663540
1071,5076,4664540,6212,4664540
1071,5076,4665540,6212,4665540
1071,5076,4666010,6212,4666010
1071,5076,4666480,6212,4666480
1071,5076,4667480,6212,4667480
1071,5076,4668480,6212,4668480
1072,5084,4669480,6212,4669480
1072,5084,4669940,6212,4669940
1072,5084,4670940,6212,4670940
1072,5084,4671940,6212,4671940
1072,5084,4672750,6212,4672750
1072,5084,4673220,6212,4673220
1072,5084,4674220,6212,4674220
1072,5084,4675220,6212,4675220
1072,5084,4675220,6212,4675220
1072,5084,4675540,6212,4675540
1073,5092,4676540,6212,4676540
1073,5092,4677350,6212,4677350
1073,5092,4677810,6212,4677810
1073,5092,4678810,6212,4678810
1073,5092,4682810,6212,4682810
1073,5092,4683810,6212,4683810
1074,5100,4684810,6212,4684810
1075,5108,4692810,6212,4692810
1075,5108,4693620,6212,4693620
1075,5108,4694620,6212,4694620
1075,5108,4695620,6212,4695620
1075,5108,4695850,6212,4695850
1075,5108,4696850,6212,4696850
1075,5108,4697850,6212,4697850
1075,5108,4698850,6212,4698850
1075,5108,4699660,6212,4699660
1076,5116,4700660,6212,4700660
1076,5116,4701130,6212,4701130
1076,5116,4702130,6212,4702130
1076,5116,4702360,6212,4702360
1076,5116,4703360,6212,4703360
1076,5116,4704360,6212,4704360
1076,5116,4704830,6212,4704830
1077,5124,4712830,6212,4712830
1077,5124,4713830,6212,4713830
1077,5124,4714830,6212,4714830
1078,5132,4715830,6212,4715830
1078,5132,4715830,6212,4715830
1078,5132,4716830,6212,4716830
1078,5132,4717830,6212,4717830
1078,5132,4718830,6212,4718830
1078,5132,4719300,6212,4719300
1078,5132,4719770,6212,4719770
1078,5132,4720770,6212,4720770
1078,5132,4721240,6212,4721240
1078,5132,4722240,6212,4722240
1079,5140,4723240,6212,4723240
1079,5140,4724240,6212,4724240
1079,5140,4725240,6212,4725240
1079,5140,4725710,6212,4725710
1079,5140,4726710,6212,4726710
1079,5140,4727710,6212,4727710
1079,5140,4728520,6212,4728520
1079,5140,4729330,6212,4729330
1079,5140,4729330,6212,4729330
1079,5140,4730330,6212,4730330
1079,5140,4730800,6212,4730800
1080,5148,4731800,6212,4731800
1081,5156,4732800,6212,4732800
1081,5156,4733350,6212,4733350
1081,5156,4734350,6212,4734350
1081,5156,4735350,6212,4735350
1081,5156,4736350,6212,4736350
1081,5156,4737160,6212,4737160
1081,5156,4738160,6212,4738160
1081,5156,4739160,6212,4739160
1081,5156,4740160,6212,4740160
1081,5156,4740630,6212,4740630
1081,5156,4741630,6212,4741630
1081,5156,4742630,6212,4742630
1081,5156,4743630,6212,4743630
1081,5156,4744630,6212,4744630
1081,5156,4744950,6212,4744950
1081,5156,4745760,6212,4745760
1081,5156,4746230,6212,4746230
1082,5164,4747230,6212,4747230
1082,5164,4748230,6212,4748230
1082,5164,4748700,6212,4748700
1082,5164,4752700,6212,4752700
1082,5164,4753700,6212,4753700
1082,5164,4753930,6212,4753930
1083,5172,4754930,6212,4754930
1083,5172,4755930,6212,4755930
1083,5172,4756930,6212,4756930
1083,5172,4756930,6212,4756930
1083,5172,4757740,6212,4757740
1083,5172,4758740,6212,4758740
1083,5172,4759740,6212,4759740
1083,5172,4760210,6212,4760210
1083,5172,4761020,6212,4761020
1083,5172,4761830,6212,4761830
1084,5180,4762830,6212,4762830
1084,5180,4763830,6212,4763830
1084,5180,4763830,6212,4763830
1084,5180,4764830,6212,4764830
1084,5180,4765830,6212,4765830
1084,5180,4766640,6212,4766640
1084,5180,4767640,6212,4767640
1084,5180,4768640,6212,4768640
1084,5180,4769640,6212,4769640
1085,5188,4770640,6212,4770640
1085,5188,4771110,6212,4771110
1085,5188,4771920,6212,4771920
1085,5188,4771920,6212,4771920
1085,5188,4772920,6212,4772920
1085,5188,4773920,6212,4773920
1085,5188,4774920,6212,4774920
1085,5188,4775920,6212,4775920
1085,5188,4776730,6212,4776730
1086,5196,4777540,6212,4777540
1086,5196,4778540,6212,4778540
1086,5196,4779540,6212,4779540
1086,5196,4780540,6212,4780540
1086,5196,4781540,6212,4781540
1086,5196,4782350,6212,4782350
1086,5196,4783350,6212,4783350
1086,5196,4784350,6212,4784350
1087,5204,4785350,6212,4785350
1087,5204,4786350,6212,4786350
1087,5204,4787000,6212,4787000
1087,5204,4787470,6212,4787470
1087,5204,4788470,6212,4788470
1087,5204,4788940,6212,4788940
1087,5204,4789750,6212,4789750
1087,5204,4790750,6212,4790750
1087,5204,4791750,6212,4791750
1088,5212,4792750,6212,4792750
1088,5212,4793750,6212,4793750
1088,5212,4794750,6212,4794750
1088,5212,4795750,6212,4795750
1088,5212,4796120,6212,4796120
1088,5212,4797120,6212,4797120
1088,5212,4798120,6212,4798120
1088,5212,4799120,6212,4799120
1088,5212,4800120,6212,4800120
1089,5220,4801120,6212,4801120
1089,5220,4802120,6212,4802120
1089,5220,4803120,6212,4803120
1089,5220,4803590,6212,4803590
1089,5220,4804590,6212,4804590
1089,5220,4805590,6212,4805590
1090,5228,4806590,6212,4806590
1090,5228,4807060,6212,4807060
1090,5228,4807870,6212,4807870
1090,5228,4808680,6212,4808680
1090,5228,4809680,6212,4809680
1090,5228,4809900,6212,4809900
1090,5228,4810900,6212,4810900
1090,5228,4811900,6212,4811900
1090,5228,4812900,6212,4812900
1090,5228,4813900,6212,4813900
1090,5228,4814900,6212,4814900
1090,5228,4815900,6212,4815900
1091,5236,4819900,6212,4819900
1091,5236,4820710,6212,4820710
1091,5236,4820710,6212,4820710
1091,5236,4821360,6212,4821360
1091,5236,4822170,6212,4822170
1091,5236,4823170,6212,4823170
1091,5236,4824170,6212,4824170
1092,5244,4825170,6212,4825170
1093,5252,4825640,6212,4825640
1093,5252,4825960,6212,4825960
1093,5252,4826960,6212,4826960
1093,5252,4827960,6212,4827960
1093,5252,4828960,6212,4828960
1093,5252,4829770,6212,4829770
1093,5252,4830770,6212,4830770
1093,5252,4831770,6212,4831770
1093,5252,4832580,6212,4832580
1094,5260,4833580,6212,4833580
1094,5260,4834050,6212,4834050
1094,5260,4834370,6212,4834370
1094,5260,4835180,6212,4835180
1094,5260,4836180,6212,4836180
1094,5260,4837180,6212,4837180
1094,5260,4837990,6212,4837990
1094,5260,4838460,6212,4838460
1094,5260,4838460,6212,4838460
1094,5260,4838930,6212,4838930
1094,5260,4838980,6212,4838980
1094,5260,4839790,6212,4839790
1094,5260,4840600,6212,4840600
1094,5260,4841600,6212,4841600
1094,5260,4841950,6212,4841950
1094,5260,4842950,6212,4842950
1094,5260,4843950,6212,4843950
1094,5260,4844950,6212,4844950
1094,5260,4845270,6212,4845270
1094,5260,4846270,6212,4846270
1094,5260,4846430,6212,4846430
1094,5260,4847430,6212,4847430
1095,5268,4848430,6212,4848430
1095,5268,4849430,6212,4849430
1095,5268,4850430,6212,4850430
1095,5268,4850430,6212,4850430
1095,5268,4850890,6212,4850890
1095,5268,4851540,6212,4851540
1095,5268,4852540,6212,4852540
1095,5268,4853010,6212,4853010
1095,5268,4854010,6212,4854010
1095,5268,4854470,6212,4854470
1095,5268,4855470,6212,4855470
1096,5276,4856470,6212,4856470
1096,5276,4856940,6212,4856940
1096,5276,4857410,6212,4857410
1096,5276,4858220,6212,4858220
1096,5276,4859030,6212,4859030
1096,5276,4860030,6212,4860030
1096,5276,4860840,6212,4860840
1096,5276,4861840,6212,4861840
1096,5276,4862840,6212,4862840
1096,5276,4863310,6212,4863310
1096,5276,4863780,6212,4863780
1097,5284,4864780,6212,4864780
1097,5284,4865780,6212,4865780
1097,5284,4866780,6212,4866780
1097,5284,4867250,6212,4867250
1097,5284,4868250,6212,4868250
1097,5284,4869250,6212,4869250
1097,5284,4870250,6212,4870250
1097,5284,4870410,6212,4870410
1098,5292,4871410,6212,4871410
1098,5292,4872410,6212,4872410
1098,5292,4873410,6212,4873410
1098,5292,4873880,6212,4873880
1098,5292,4874350,6212,4874350
1098,5292,4875350,6212,4875350
1098,5292,4876350,6212,4876350
1099,5300,4877350,6212,4877350
1099,5300,4878350,6212,4878350
1099,5300,4878720,6212,4878720
1099,5300,4879190,6212,4879190
1099,5300,4879660,6212,4879660
1099,5300,4880660,6212,4880660
1099,5300,4880980,6212,4880980
1099,5300,4881450,6212,4881450
1100,5308,4882450,6212,4882450
1100,5308,4883450,6212,4883450
1100,5308,4884040,6212,4884040
1100,5308,4885040,6212,4885040
1100,5308,4886040,6212,4886040
1100,5308,4887040,6212,4887040
1100,5308,4887850,6212,4887850
1100,5308,4888850,6212,4888850
1100,5308,4889850,6212,4889850
1100,5308,4890850,6212,4890850
1100,5308,4890850,6212,4890850
1101,5316,4891850,6212,4891850
1101,5316,4892850,6212,4892850
1101,5316,4893320,6212,4893320
1101,5316,4894320,6212,4894320
1101,5316,4895320,6212,4895320
1101,5316,4896320,6212,4896320
1101,5316,4897320,6212,4897320
1101,5316,4898320,6212,4898320
1101,5316,4899130,6212,4899130
1102,5324,4899600,6212,4899600
1102,5324,4900600,6212,4900600
1102,5324,4901070,6212,4901070
1102,5324,4902070,6212,4902070
1102,5324,4903070,6212,4903070
1102,5324,4904070,6212,4904070
1102,5324,4904880,6212,4904880
1102,5324,4905880,6212,4905880
1102,5324,4906880,6212,4906880
1103,5332,4914880,6212,4914880
1103,5332,4915880,6212,4915880
1104,5340,4916880,6212,4916880
1104,5340,4917880,6212,4917880
1104,5340,4918880,6212,4918880
1104,5340,4919880,6212,4919880
1104,5340,4920110,6212,4920110
1104,5340,4921110,6212,4921110
