ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1002286.91,46.61,33.02,753196.86,35.03
1002150.93,46.63,33.03,753162.91,35.04
1002014.96,46.64,33.05,753154.32,35.06
1001878.98,46.66,33.06,753154.32,35.08
1001931.68,46.68,33.08,753154.32,35.09
1001795.7,46.69,33.1,753275.93,35.11
1004044.63,46.8,33.2,757594.06,35.31
1003908.66,46.82,33.22,757592.61,35.33
1003908.66,46.82,33.22,757726.04,35.33
1003908.66,46.82,33.22,757701.27,35.33
1003772.68,46.83,33.23,758271.09,35.38
1003772.68,46.83,33.23,758271.09,35.38
1003647.52,46.85,33.25,758266.05,35.39
1003859.6,46.87,33.27,759087.38,35.44
1003723.63,46.89,33.29,759022.13,35.46
1003914.08,46.91,33.31,758940.19,35.46
1003778.1,46.93,33.33,759919.28,35.53
1004874.55,46.99,33.39,760293.32,35.55
1005178.73,47.01,33.42,761994.86,35.64
1005242.37,47.04,33.44,761389.01,35.63
1005106.39,47.05,33.45,761371.16,35.64
1004736.25,47.04,33.45,761000.72,35.63
1004956.39,47.06,33.46,761337.03,35.65
1006039.11,47.13,33.53,761033.14,35.65
1006341.97,47.17,33.57,761138.56,35.68
1006205.99,47.18,33.59,761164.66,35.69
1006502.01,47.21,33.61,761193.89,35.7
1006204.0,47.21,33.61,760824.08,35.69
1006204.0,47.21,33.61,760709.72,35.69
1007451.63,47.29,33.69,760876.55,35.71
1007451.63,47.29,33.69,760876.55,35.71
1007315.66,47.3,33.7,761544.0,35.76
1007368.36,47.32,33.72,761497.31,35.77
1006772.6,47.32,33.72,760854.52,35.76
1007909.87,47.39,33.79,761592.6,35.81
1007773.89,47.41,33.81,761631.28,35.83
1007461.79,47.4,33.81,761400.99,35.83
1007461.79,47.4,33.81,761388.1,35.83
1007325.82,47.42,33.82,761946.9,35.87
1007621.84,47.44,33.85,761950.57,35.88
1007235.7,47.44,33.85,761673.78,35.88
1007069.24,47.45,33.85,761975.32,35.9
1007069.24,47.45,33.85,761933.49,35.9
1007033.19,47.47,33.87,763395.65,35.98
1007085.89,47.49,33.89,763361.8,36.0
1007213.75,47.52,33.92,763520.47,36.02
1007213.75,47.52,33.92,763540.89,36.02
1007077.78,47.53,33.93,763540.89,36.04
1006858.4,47.53,33.93,764178.38,36.07
1006858.4,47.53,33.93,764178.38,36.07
1006858.4,47.53,33.93,764241.33,36.08
1006634.94,47.53,33.93,763959.22,36.07
1007150.25,47.56,33.96,767616.09,36.25
1007340.7,47.58,33.98,769170.71,36.33
1006976.65,47.57,33.98,768791.35,36.32
1006840.68,47.59,33.99,768683.38,36.33
1006893.38,47.61,34.01,768456.44,36.34
1006937.03,47.61,34.01,768358.49,36.33
1006801.05,47.63,34.03,768787.78,36.37
1007125.58,47.67,34.07,768923.75,36.39
1007543.56,47.7,34.1,769804.67,36.45
1007543.56,47.7,34.1,769763.74,36.44
1007407.58,47.72,34.12,769866.43,36.47
1007271.61,47.73,34.14,769798.33,36.48
1007271.61,47.73,34.14,769798.33,36.48
1007656.27,47.76,34.16,770228.34,36.51
1008021.87,47.78,34.19,770182.31,36.51
1007925.08,47.78,34.19,770219.64,36.51
1007750.75,47.79,34.19,770203.91,36.52
1007614.77,47.8,34.2,770022.35,36.53
1007614.77,47.8,34.2,770605.05,36.56
1007614.77,47.8,34.2,770645.52,36.56
1007522.06,47.82,34.22,772455.74,36.66
1007574.76,47.84,34.24,772089.67,36.66
1007438.78,47.86,34.26,772539.62,36.7
1008092.1,47.91,34.31,773845.78,36.78
1008144.81,47.93,34.33,774183.15,36.81
1008197.51,47.95,34.35,774064.32,36.82
1008250.21,47.97,34.38,774042.31,36.83
1008148.82,47.97,34.38,774030.7,36.83
1007786.82,47.97,34.37,773740.77,36.83
1007563.36,47.96,34.37,773642.93,36.83
1007563.36,47.96,34.37,773642.93,36.83
1007572.41,47.98,34.38,773763.43,36.85
1008755.66,48.05,34.45,775735.36,36.95
1008755.66,48.05,34.45,775715.62,36.95
1008808.36,48.07,34.47,775741.28,36.96
1009193.02,48.1,34.5,775949.92,36.98
1008702.38,48.09,34.49,775310.88,36.96
1008577.22,48.1,34.51,775522.9,36.99
1008577.22,48.1,34.51,775522.9,36.99
1008441.24,48.12,34.52,775876.94,37.02
1008305.27,48.14,34.54,776100.62,37.05
1008169.29,48.15,34.56,776457.62,37.09
1008033.31,48.17,34.57,776856.85,37.12
1008033.31,48.17,34.57,776856.85,37.12
1008439.61,48.2,34.6,778517.58,37.21
1008492.31,48.22,34.62,778455.69,37.22
1008356.33,48.24,34.64,778388.28,37.23
1008220.35,48.25,34.65,778944.1,37.28
1008220.35,48.25,34.65,778942.31,37.28
1008106.01,48.27,34.67,779677.37,37.33
1008158.71,48.29,34.69,779691.8,37.35
1008097.39,48.29,34.69,779762.66,37.35
1007697.38,48.29,34.69,779145.27,37.34
1009111.25,48.38,34.78,781385.26,37.46
1009111.25,48.38,34.78,781408.25,37.46
1009018.93,48.4,34.8,782965.33,37.56
1009300.04,48.43,34.83,783517.75,37.59
1009352.74,48.45,34.85,783513.64,37.61
1009056.31,48.44,34.84,783141.89,37.6
1008920.33,48.46,34.86,783096.88,37.61
1008784.35,48.47,34.88,783157.07,37.63
1008648.38,48.49,34.89,783225.02,37.65
1008838.83,48.52,34.92,783236.35,37.67
1008702.85,48.53,34.93,783217.7,37.68
1008530.07,48.53,34.94,783204.49,37.69
1008404.9,48.55,34.95,783093.08,37.7
1008032.91,48.55,34.95,782851.68,37.7
1007963.6,48.55,34.95,782652.16,37.7
1007827.63,48.57,34.97,782345.78,37.7
1007691.65,48.59,34.99,782316.71,37.72
1007987.67,48.61,35.01,782307.0,37.73
1008711.04,48.67,35.07,781908.29,37.73
1008575.06,48.69,35.09,781969.07,37.75
1009955.41,48.78,35.18,781909.04,37.76
1009713.07,48.77,35.18,781466.3,37.75
1009577.09,48.79,35.19,782215.43,37.8
1009264.99,48.79,35.19,782086.26,37.8
1009304.91,48.81,35.21,782080.83,37.82
1009212.58,48.83,35.23,782818.6,37.88
1009076.61,48.85,35.25,783485.05,37.93
1008804.65,48.88,35.28,783714.96,37.97
1008668.67,48.9,35.3,783838.92,38.0
1008532.7,48.92,35.32,783857.35,38.02
1008396.72,48.93,35.34,783852.57,38.04
1008260.74,48.95,35.35,784137.3,38.07
1008135.58,48.97,35.37,783741.55,38.07
1008135.58,48.97,35.37,784368.29,38.1
1008366.97,48.98,35.38,787632.72,38.26
1008231.0,49.0,35.4,787632.69,38.28
1008283.7,49.02,35.42,788379.4,38.33
1008230.99,49.04,35.44,788632.42,38.36
1008095.01,49.06,35.46,789621.26,38.43
1009077.95,49.1,35.51,790554.68,38.47
1009077.95,49.1,35.51,790576.94,38.47
1008513.49,49.1,35.5,789969.55,38.46
1008566.2,49.12,35.53,789952.56,38.48
1008430.22,49.14,35.54,789945.99,38.49
1008482.92,49.16,35.56,789799.81,38.5
1008346.94,49.18,35.58,790179.18,38.54
1008346.94,49.18,35.58,790051.48,38.53
1008651.12,49.21,35.61,791165.28,38.6
1008703.82,49.23,35.63,791165.28,38.61
1008903.66,49.24,35.64,792769.1,38.69
1012385.97,49.41,35.81,797157.51,38.9
1012249.99,49.42,35.83,797063.37,38.92
1012249.99,49.42,35.83,797087.26,38.92
1012109.53,49.42,35.83,796905.58,38.91
1011618.89,49.41,35.82,796706.01,38.92
1011671.59,49.44,35.84,796690.8,38.93
1011535.62,49.45,35.86,796644.85,38.95
1011126.28,49.46,35.86,795490.84,38.91
1010990.31,49.48,35.88,795374.48,38.92
1010854.33,49.49,35.9,795228.37,38.94
1010854.33,49.49,35.9,795254.11,38.94
1010718.35,49.51,35.91,795250.67,38.96
1010771.05,49.53,35.94,795204.18,38.97
1010678.73,49.55,35.96,795081.6,38.98
1010547.99,49.55,35.95,794947.24,38.98
1010412.01,49.57,35.97,795348.84,39.02
1010354.32,49.59,35.99,794773.16,39.01
1010218.34,49.61,36.01,795288.99,39.05
1010082.37,49.63,36.03,795270.56,39.07
1010126.02,49.63,36.03,794733.53,39.05
1010000.86,49.65,36.05,795099.43,39.08
1009864.88,49.67,36.07,795670.76,39.13
1009728.9,49.68,36.09,795797.8,39.16
1010113.56,49.71,36.11,795668.0,39.16
1009977.59,49.73,36.13,795634.22,39.17
1009841.61,49.75,36.15,795606.49,39.19
1009883.49,49.77,36.17,795347.72,39.19
1009747.52,49.78,36.19,795343.22,39.21
1009747.52,49.78,36.19,795343.22,39.21
1009811.04,49.81,36.21,795167.29,39.22
1009675.06,49.83,36.23,796790.24,39.32
1009539.08,49.84,36.25,796776.44,39.34
1009031.68,49.84,36.24,796211.01,39.33
1009058.16,49.84,36.24,796330.27,39.33
1009248.61,49.87,36.27,797388.22,39.4
1011422.46,50.0,36.4,797757.94,39.44
1011286.48,50.02,36.42,797797.75,39.46
1011063.02,50.01,36.41,797625.61,39.45
1010927.04,50.03,36.43,797502.52,39.47
1010927.04,50.03,36.43,798294.65,39.51
1011223.06,50.06,36.46,798440.54,39.52
1011087.09,50.07,36.48,799213.6,39.58
1010951.11,50.09,36.49,799454.7,39.61
1010815.13,50.11,36.51,799886.0,39.65
1010831.58,50.12,36.52,800047.14,39.67
1010884.28,50.14,36.54,800124.44,39.69
1010748.31,50.16,36.56,800122.57,39.71
1010031.85,50.15,36.55,799406.12,39.69
1010031.85,50.15,36.55,799430.61,39.69
1009541.21,50.14,36.54,799132.47,39.69
1009405.23,50.16,36.56,799125.5,39.71
1009269.26,50.18,36.58,799061.68,39.73
1009438.71,50.19,36.59,799041.23,39.73
1009302.73,50.2,36.61,800171.97,39.8
1009166.75,50.22,36.63,800177.63,39.82
1009166.75,50.22,36.63,800155.22,39.82
1009030.77,50.24,36.64,799947.04,39.83
1008894.8,50.26,36.66,799946.99,39.85
1009385.37,50.31,36.71,800112.59,39.88
1009249.39,50.33,36.73,800509.61,39.92
1009013.49,50.34,36.74,800152.57,39.92
1008794.69,50.34,36.74,799419.8,39.89
1008658.71,50.36,36.76,799413.6,39.91
1008332.22,50.35,36.75,799151.98,39.91
1007989.52,50.35,36.75,798780.05,39.9
1007853.54,50.37,36.77,799505.81,39.95
1007677.16,50.38,36.78,799274.33,39.96
1007541.18,50.4,36.8,799771.47,40.01
1007040.92,50.48,36.88,800413.23,40.12
1006678.93,50.47,36.87,800051.6,40.11
1006678.93,50.47,36.87,799968.08,40.11
1006486.04,50.47,36.87,800019.07,40.12
1006732.22,50.5,36.9,801525.7,40.2
1006596.24,50.51,36.92,802021.67,40.25
1006607.06,50.52,36.92,802528.67,40.27
1006423.46,50.52,36.92,802308.11,40.27
1006287.48,50.54,36.94,802376.83,40.3
1006287.48,50.54,36.94,802355.85,40.3
1006551.32,50.55,36.95,803652.19,40.36
1006885.86,50.58,36.98,804721.26,40.42
1007549.4,50.62,37.02,805353.93,40.46
1007845.42,50.65,37.05,805978.79,40.5
1007511.6,50.66,37.06,805307.83,40.49
1007337.75,50.66,37.06,805107.3,40.49
1006811.3,50.65,37.05,804555.23,40.48
1007195.96,50.68,37.08,804914.73,40.5
1007153.15,50.69,37.09,804236.77,40.48
1006781.16,50.68,37.08,804866.38,40.52
1006645.18,50.7,37.1,804867.62,40.54
1006509.2,50.72,37.12,805085.08,40.57
1006509.2,50.72,37.12,805075.41,40.57
1006509.2,50.72,37.12,805070.7,40.57
1006373.22,50.74,37.14,806177.2,40.65
1006373.22,50.74,37.14,806127.38,40.64
1005966.15,50.74,37.14,805594.86,40.63
1005807.47,50.74,37.14,805439.88,40.63
1005693.13,50.75,37.16,805451.62,40.65
1005693.13,50.75,37.16,805414.07,40.65
1005557.15,50.77,37.18,806271.89,40.71
1005161.32,50.77,37.17,805876.41,40.7
1004634.86,50.76,37.16,805349.96,40.69
1004498.88,50.78,37.18,805328.64,40.71
1004362.9,50.8,37.2,805805.63,40.76
1004226.93,50.82,37.22,805786.71,40.77
1004090.95,50.84,37.24,805775.78,40.79
1004143.65,50.86,37.26,805902.98,40.82
1004143.65,50.86,37.26,806277.62,40.84
1004007.67,50.88,37.28,806318.05,40.86
1004060.38,50.9,37.3,806530.27,40.89
1004060.38,50.9,37.3,806475.68,40.88
1004521.6,50.93,37.33,807419.3,40.94
1005060.19,50.96,37.36,807946.59,40.96
1005112.89,50.98,37.38,807863.16,40.98
1004976.91,51.0,37.4,807775.09,40.99
1005015.54,51.03,37.43,809071.68,41.08
1005010.52,51.05,37.46,809021.17,41.1
1004830.89,51.07,37.47,809352.62,41.14
1004830.89,51.07,37.47,809352.62,41.14
1004114.43,51.06,37.46,808610.55,41.12
1003978.45,51.08,37.48,808688.71,41.14
1004031.16,51.1,37.51,808927.79,41.17
1003895.18,51.12,37.52,808927.79,41.19
1003759.2,51.14,37.54,809388.65,41.24
1003298.38,51.14,37.55,809258.95,41.25
1003162.41,51.16,37.56,809258.91,41.27
1003162.41,51.16,37.56,808840.63,41.25
1003026.43,51.18,37.58,808551.77,41.26
1003026.43,51.18,37.58,808551.77,41.26
1002888.54,51.18,37.58,808342.97,41.25
1002752.57,51.2,37.6,808216.91,41.27
1002616.59,51.22,37.62,808200.35,41.29
1002671.79,51.24,37.64,808273.71,41.3
1002031.93,51.22,37.63,807629.12,41.29
1001895.95,51.24,37.65,807814.16,41.32
1001759.98,51.26,37.67,807811.53,41.34
1001812.68,51.29,37.69,807946.37,41.36
1002108.7,51.31,37.72,807963.6,41.37
1001972.72,51.33,37.74,807753.44,41.38
1001610.72,51.33,37.73,807391.32,41.37
1001663.43,51.35,37.75,807488.85,41.4
1001527.45,51.37,37.77,807497.56,41.42
1001391.47,51.39,37.79,807949.55,41.46
1001391.47,51.39,37.79,807947.78,41.46
1001338.81,51.41,37.82,807821.37,41.48
1001291.58,51.43,37.84,807640.77,41.49
1001144.79,51.45,37.85,807778.97,41.51
1000782.79,51.45,37.85,807389.02,41.5
1000646.81,51.47,37.87,807354.34,41.52
1000102.9,51.54,37.95,807785.33,41.63
1000328.5,51.58,37.98,807211.63,41.62
1000203.34,51.6,38.0,806991.59,41.63
1000203.34,51.6,38.0,807035.64,41.64
1000203.34,51.6,38.0,807056.62,41.64
1000357.6,51.61,38.01,807270.09,41.65
1000221.63,51.63,38.03,807270.09,41.67
1000274.33,51.65,38.06,807270.09,41.69
1000138.35,51.67,38.08,807209.23,41.71
1001134.35,51.75,38.15,806746.69,41.7
1001430.37,51.77,38.18,807417.67,41.74
1001260.59,51.78,38.19,808128.04,41.79
1001124.61,51.8,38.2,808114.16,41.82
1001029.97,51.82,38.23,807526.61,41.81
1001227.79,51.85,38.25,807767.53,41.83
1001091.82,51.87,38.27,807536.95,41.84
1000955.84,51.89,38.29,807404.46,41.85
1000819.86,51.91,38.31,807579.14,41.88
1000683.88,51.93,38.33,807694.63,41.91
1000500.28,51.93,38.33,807694.63,41.92
1000857.62,51.96,38.36,809215.66,42.01
1000721.65,51.98,38.38,809030.28,42.02
1000785.16,52.0,38.4,808863.48,42.03
1000692.84,52.02,38.43,808946.77,42.06
1000567.68,52.04,38.45,808713.62,42.07
1001448.65,52.12,38.52,810671.77,42.19
1001234.6,52.12,38.52,810506.37,42.19
1001552.26,52.14,38.55,811964.83,42.27
1001416.28,52.16,38.57,811999.72,42.3
1001144.32,52.2,38.61,812902.82,42.39
1001008.35,52.22,38.63,812813.93,42.41
1001008.35,52.22,38.63,812772.28,42.4
1001304.37,52.25,38.66,812767.99,42.41
1001600.39,52.28,38.68,813814.34,42.48
1001817.83,52.31,38.71,814874.42,42.55
1001681.85,52.33,38.73,814874.42,42.57
1002390.51,52.4,38.8,814659.98,42.58
1002397.97,52.42,38.83,816257.95,42.69
1002294.45,52.44,38.85,816522.16,42.72
1002347.15,52.47,38.87,816506.0,42.74
1002211.17,52.49,38.89,816436.81,42.76
1002118.84,52.51,38.92,816902.47,42.81
1001982.87,52.53,38.94,817381.6,42.85
1002103.37,52.54,38.94,817378.66,42.85
1001967.39,52.56,38.96,817850.11,42.9
1002263.41,52.59,38.99,818303.54,42.94
1002391.28,52.62,39.03,818392.53,42.96
1002206.39,52.62,39.02,818926.43,43.0
1002259.1,52.65,39.05,819585.67,43.05
1002259.1,52.65,39.05,819572.31,43.05
1002643.76,52.68,39.08,819966.3,43.08
1002540.23,52.7,39.1,819961.41,43.1
1002404.25,52.72,39.12,820090.62,43.13
1002268.27,52.74,39.14,820317.35,43.17
1002159.73,52.74,39.14,820212.9,43.16
1001887.78,52.78,39.18,820714.97,43.23
1001940.48,52.8,39.21,820714.97,43.25
1001902.2,52.8,39.21,820670.06,43.25
1002304.06,52.85,39.25,820081.93,43.24
1002092.19,52.86,39.27,820625.09,43.29
1002092.19,52.86,39.27,820783.01,43.3
1002469.2,52.89,39.29,820860.28,43.31
1002387.3,52.92,39.32,820691.58,43.32
1002251.32,52.94,39.34,820720.16,43.35
1002304.03,52.96,39.36,820717.0,43.37
1002304.03,52.96,39.36,820763.93,43.37
1002751.03,53.01,39.42,820855.22,43.4
1002176.22,53.01,39.41,820414.75,43.4
1002472.24,53.04,39.44,820741.45,43.43
1002336.26,53.06,39.46,820950.05,43.46
1002200.28,53.08,39.48,821275.28,43.5
1002252.98,53.11,39.51,821424.24,43.53
1002797.03,53.15,39.55,821524.41,43.54
1002849.73,53.18,39.58,821530.81,43.56
1002724.57,53.2,39.6,821018.85,43.56
1002877.02,53.23,39.63,820503.87,43.55
1002940.89,53.26,39.66,820648.38,43.58
1002940.89,53.26,39.66,820648.38,43.58
1003394.02,53.28,39.69,821521.57,43.63
1003258.04,53.3,39.71,821989.81,43.67
1003617.51,53.33,39.74,822302.78,43.7
1003481.53,53.35,39.76,822438.58,43.73
1003656.14,53.36,39.77,824051.71,43.81
1003520.16,53.38,39.79,824051.71,43.84
1003973.73,53.42,39.82,824558.65,43.87
1003973.73,53.42,39.82,824189.22,43.85
1003925.06,53.44,39.84,824022.59,43.86
1004309.72,53.47,39.87,824107.05,43.88
1004173.74,53.49,39.89,824115.07,43.9
1004469.76,53.52,39.92,824516.78,43.93
1004322.97,53.54,39.94,825075.76,43.99
1004322.97,53.54,39.94,825110.96,43.99
1004397.69,53.57,39.97,824297.09,43.96
1004261.71,53.59,39.99,824476.31,44.0
1004158.18,53.61,40.02,825675.41,44.08
1004695.06,53.67,40.07,825512.43,44.1
1004695.06,53.67,40.07,825512.43,44.1
1005333.7,53.7,40.11,826110.4,44.13
1005629.72,53.73,40.14,826569.55,44.17
1005537.39,53.76,40.16,826585.96,44.19
1005390.6,53.78,40.18,826389.78,44.2
1005443.3,53.8,40.21,826218.81,44.21
1005284.62,53.8,40.2,826251.5,44.22
1005148.64,53.82,40.22,826244.21,44.24
1005012.67,53.84,40.25,826240.34,44.27
1004877.33,53.87,40.27,826205.56,44.29
1005067.79,53.89,40.3,826512.1,44.32
1005194.75,53.93,40.33,825903.77,44.31
1005438.78,53.96,40.36,826721.25,44.37
1005892.35,53.99,40.39,826815.3,44.38
1005756.38,54.01,40.42,826664.32,44.4
1005620.4,54.03,40.44,827276.65,44.45
1005349.07,54.03,40.43,827052.49,44.45
1005047.79,54.03,40.43,826265.01,44.42
1004851.36,54.02,40.43,826075.24,44.41
1004715.38,54.05,40.45,826358.55,44.45
1004715.38,54.05,40.45,826466.65,44.46
1004345.23,54.04,40.44,826378.89,44.46
1004209.25,54.06,40.46,826619.63,44.5
1004423.67,54.1,40.5,828148.13,44.6
1004476.37,54.12,40.53,828107.0,44.62
1004476.37,54.12,40.53,828107.0,44.62
1004340.39,54.14,40.55,828108.29,44.64
1003949.68,54.14,40.55,829298.65,44.72
1004002.38,54.17,40.57,829337.4,44.75
1004076.71,54.2,40.6,828635.88,44.73
1004129.42,54.22,40.63,828804.27,44.76
1004467.58,54.26,40.66,829593.29,44.81
1004331.6,54.28,40.68,829536.0,44.83
1004033.6,54.28,40.68,829012.04,44.81
1003897.62,54.3,40.7,829352.11,44.86
1003950.32,54.32,40.73,829301.57,44.87
1003457.05,54.32,40.72,828822.33,44.87
1003321.07,54.34,40.75,828754.13,44.89
1003185.1,54.37,40.77,828685.69,44.91
1003092.38,54.39,40.79,828525.37,44.92
1002956.41,54.41,40.81,828661.23,44.96
1002820.43,54.43,40.84,828823.35,44.99
1002873.13,54.46,40.86,828733.48,45.0
1002798.83,54.49,40.89,828722.11,45.03
1003260.06,54.52,40.92,829337.23,45.07
1003312.76,54.54,40.95,829605.23,45.1
1003187.6,54.57,40.97,829674.04,45.13
1003051.62,54.59,40.99,829791.99,45.16
1002915.65,54.61,41.01,831385.34,45.27
1004038.49,54.67,41.08,832952.18,45.36
1004033.47,54.7,41.11,832408.7,45.35
1004337.64,54.73,41.14,832021.99,45.34
1004633.66,54.76,41.17,832810.12,45.4
1004290.96,54.76,41.16,832428.87,45.39
1004216.67,54.78,41.19,832284.34,45.4
1004269.37,54.81,41.21,832283.09,45.42
1004978.61,54.88,41.28,833592.98,45.52
1004608.46,54.87,41.28,833205.15,45.51
1004472.49,54.9,41.3,833129.12,45.53
1004820.96,54.95,41.35,832834.32,45.54
1004684.98,54.97,41.37,832824.37,45.57
1004981.01,55.0,41.4,833366.08,45.61
1004981.01,55.0,41.4,833366.08,45.61
1004845.03,55.02,41.42,833746.04,45.65
1005141.05,55.05,41.45,834096.18,45.68
1005193.75,55.08,41.48,834096.18,45.7
1005235.64,55.11,41.51,834276.59,45.73
1005458.54,55.14,41.54,834192.9,45.75
1004951.14,55.13,41.54,833627.47,45.74
1004727.68,55.13,41.53,833039.19,45.71
1004591.7,55.15,41.56,833052.34,45.74
1004752.47,55.16,41.57,833116.75,45.74
1006005.65,55.25,41.65,835379.71,45.88
1005869.68,55.27,41.68,835963.85,45.94
1005733.7,55.3,41.7,835963.85,45.96
1006029.72,55.33,41.73,836081.94,45.98
1005817.45,55.33,41.73,835756.03,45.97
1005987.2,55.35,41.75,835820.15,45.99
1005851.23,55.37,41.78,835791.91,46.01
1006201.19,55.42,41.82,837528.56,46.13
1006065.21,55.44,41.84,837433.7,46.15
1005929.23,55.46,41.87,837514.39,46.18
1005793.25,55.49,41.89,837444.07,46.2
1005613.62,55.51,41.91,837167.08,46.21
1005613.62,55.51,41.91,837165.32,46.21
1005441.76,55.52,41.92,837499.58,46.25
1005840.51,55.55,41.95,837167.39,46.24
1005735.17,55.58,41.98,836378.79,46.22
1005357.6,55.58,41.98,835632.09,46.2
1005379.23,55.58,41.98,835133.13,46.17
1005390.05,55.58,41.98,835337.1,46.18
1005254.07,55.61,42.01,835330.42,46.21
1004892.07,55.6,42.0,835618.73,46.23
1004691.75,55.6,42.0,835403.8,46.23
1004205.99,55.6,42.0,834815.68,46.22
1004070.02,55.62,42.02,834719.41,46.24
1004021.99,55.65,42.05,834649.39,46.26
1004021.99,55.65,42.05,834573.09,46.26
1004074.69,55.68,42.08,834828.78,46.29
1003938.71,55.7,42.1,834885.63,46.32
1003824.37,55.72,42.13,834929.96,46.35
1003877.07,55.75,42.15,834686.08,46.36
1003751.91,55.78,42.18,834665.99,46.38
1003751.91,55.78,42.18,834665.99,46.38
1003708.17,55.8,42.21,835157.53,46.43
1003572.2,55.83,42.23,835016.64,46.45
1003210.2,55.82,42.22,835712.78,46.5
1003210.2,55.82,42.22,835712.78,46.5
1003074.22,55.85,42.25,835695.77,46.53
1002524.71,55.84,42.24,835048.76,46.51
1002343.75,55.85,42.26,834320.2,46.49
1001971.75,55.85,42.25,835003.19,46.54
1001659.65,55.85,42.25,834759.59,46.54
1001712.35,55.87,42.28,835710.82,46.61
1001758.01,55.91,42.31,836085.56,46.66
1001622.04,55.93,42.33,836078.89,46.69
1001622.04,55.93,42.33,836078.89,46.69
1001967.9,55.95,42.35,837098.78,46.74
1001931.85,55.98,42.38,836904.61,46.76
1002227.87,56.01,42.41,836881.12,46.77
1002028.93,56.03,42.43,836935.88,46.8
1003412.21,56.14,42.54,837647.85,46.87
1003276.24,56.16,42.57,837647.85,46.89
1003151.08,56.19,42.59,837528.0,46.91
1003015.1,56.21,42.61,837699.33,46.95
1002923.03,56.24,42.64,838466.19,47.02
1002808.69,56.26,42.67,839833.03,47.12
1002861.39,56.29,42.69,839829.63,47.14
1002355.31,56.29,42.69,839302.51,47.13
1002485.94,56.3,42.7,839578.03,47.15
1002266.65,56.32,42.72,839209.63,47.15
1002130.67,56.34,42.74,839209.63,47.18
1001994.7,56.36,42.77,839219.75,47.21
1003098.35,56.46,42.86,839034.63,47.22
1004844.64,56.59,42.99,843164.18,47.48
1005140.66,56.62,43.02,843499.8,47.51
1004806.29,56.62,43.02,843428.45,47.53
1005087.4,56.65,43.05,843795.62,47.56
1005162.12,56.68,43.08,843451.81,47.56
1005715.21,56.75,43.15,843248.65,47.58
1005757.1,56.77,43.18,843260.58,47.6
1006582.1,56.85,43.25,844895.15,47.72
1006456.94,56.88,43.28,844217.37,47.71
1006632.84,56.89,43.29,843927.91,47.69
1006632.84,56.89,43.29,843836.08,47.69
1007488.75,56.97,43.37,845691.94,47.82
1007352.77,56.99,43.39,845687.84,47.85
1007405.47,57.02,43.42,846159.7,47.89
1007684.32,57.05,43.45,846320.83,47.92
1007980.34,57.08,43.49,846288.92,47.93
1007496.7,57.08,43.49,846118.51,47.94
1007518.33,57.08,43.49,847658.99,48.03
1008396.0,57.13,43.54,849174.71,48.11
1008096.41,57.13,43.53,848852.52,48.1
1007960.44,57.15,43.56,850134.99,48.2
1008336.86,57.19,43.59,850588.97,48.24
1008228.18,57.18,43.59,850483.8,48.24
1008472.71,57.22,43.62,854335.23,48.47
1009450.37,57.3,43.7,855844.13,48.58
1009314.4,57.32,43.72,856114.18,48.62
1010263.61,57.41,43.81,857464.52,48.72
1010131.3,57.41,43.81,857272.98,48.72
1009464.81,57.4,43.8,856287.64,48.69
1009517.51,57.43,43.83,856242.33,48.71
1009591.84,57.46,43.86,855791.19,48.71
1009455.87,57.49,43.89,855890.29,48.74
1009222.48,57.48,43.89,855782.41,48.74
1009569.9,57.52,43.92,855155.61,48.72
1009433.92,57.55,43.95,854945.12,48.74
1009433.92,57.55,43.95,854900.39,48.74
1010301.02,57.63,44.03,855259.04,48.79
1010165.04,57.65,44.06,855259.04,48.81
1011808.66,57.77,44.17,855456.4,48.84
1011672.69,57.8,44.2,855571.91,48.88
1011624.01,57.83,44.23,856900.73,48.98
1011233.37,57.82,44.22,856765.71,48.99
1011202.76,57.85,44.25,856611.87,49.0
1011498.78,57.88,44.28,856870.81,49.03
1011323.62,57.88,44.28,857009.63,49.05
1011872.15,57.94,44.35,856848.85,49.07
1011736.17,57.97,44.37,856905.92,49.1
1012032.19,58.0,44.4,856905.61,49.11
1011955.41,58.03,44.43,856977.2,49.14
1011762.91,58.05,44.46,856559.1,49.15
1011390.92,58.05,44.45,856187.58,49.14
1010921.37,58.04,44.44,855886.11,49.14
1011217.39,58.07,44.48,856269.5,49.18
1011270.09,58.1,44.51,856144.48,49.19
1011144.93,58.13,44.53,856345.21,49.23
1011008.95,58.16,44.56,857098.65,49.3
1012734.75,58.27,44.67,860875.11,49.53
1012438.32,58.27,44.67,860585.34,49.53
1012480.72,58.3,44.7,860206.87,49.53
