ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
822603.08,31.04,17.47,611962.39,23.09
822654.61,31.05,17.48,612350.09,23.11
822706.14,31.06,17.5,612697.15,23.13
822866.46,31.07,17.51,612697.4,23.14
822630.48,31.07,17.5,612695.72,23.14
822682.01,31.08,17.52,612695.72,23.15
822880.29,31.1,17.53,612757.96,23.16
822880.29,31.1,17.53,612924.64,23.16
822723.69,31.09,17.53,612867.8,23.16
822889.59,31.1,17.54,612862.4,23.17
822676.82,31.1,17.53,612513.2,23.15
822530.86,31.1,17.53,612370.04,23.15
822582.39,31.11,17.54,612370.04,23.16
822633.92,31.12,17.55,612370.04,23.16
822402.35,31.12,17.55,613029.87,23.19
822562.67,31.13,17.56,613057.02,23.2
822562.67,31.13,17.56,613049.03,23.2
822614.2,31.14,17.57,613098.12,23.21
822665.73,31.15,17.58,613097.13,23.21
822717.26,31.16,17.6,613096.69,23.22
822481.28,31.16,17.59,613362.72,23.24
822532.81,31.17,17.6,613362.72,23.24
822702.2,31.18,17.61,613397.03,23.25
822695.36,31.18,17.62,613369.18,23.25
822849.62,31.2,17.63,613399.03,23.26
822581.41,31.19,17.62,613620.28,23.27
822632.94,31.2,17.64,613855.64,23.28
822684.47,31.21,17.65,614248.06,23.31
822684.47,31.21,17.65,614214.31,23.3
822844.79,31.23,17.66,614140.41,23.31
822844.79,31.23,17.66,614055.2,23.3
823043.07,31.24,17.67,613695.89,23.29
823094.6,31.25,17.69,613597.88,23.3
823146.13,31.26,17.7,613596.89,23.3
823146.13,31.26,17.7,613570.67,23.3
822976.2,31.26,17.69,613448.37,23.3
822829.45,31.26,17.69,613351.57,23.3
822812.7,31.26,17.69,614027.05,23.33
822812.7,31.26,17.69,614056.85,23.33
822864.23,31.27,17.7,614056.41,23.34
823024.55,31.28,17.72,614056.41,23.34
823076.08,31.29,17.73,614056.41,23.35
823127.61,31.31,17.74,614056.41,23.35
822891.63,31.3,17.74,614359.83,23.37
822682.4,31.3,17.73,614106.23,23.36
822842.72,31.31,17.74,614056.3,23.36
822606.74,31.3,17.74,613954.72,23.36
822816.51,31.32,17.75,614669.3,23.39
822759.61,31.32,17.75,614675.53,23.4
822551.07,31.31,17.75,613875.82,23.37
822602.6,31.33,17.76,614946.46,23.42
822833.46,31.34,17.77,614945.03,23.42
822546.94,31.33,17.77,614945.03,23.43
822598.47,31.35,17.78,614950.06,23.43
822598.47,31.35,17.78,615030.51,23.44
822758.79,31.36,17.79,615032.64,23.44
822704.8,31.36,17.79,615066.67,23.44
822865.12,31.37,17.8,615048.66,23.45
822639.14,31.37,17.8,615025.47,23.45
822690.67,31.38,17.81,615025.47,23.46
822850.99,31.39,17.82,615754.62,23.49
822625.01,31.39,17.82,616156.66,23.51
822676.54,31.4,17.83,616153.9,23.52
822676.54,31.4,17.83,616153.9,23.52
822845.93,31.41,17.84,616146.29,23.52
822670.88,31.41,17.84,616184.75,23.53
822670.88,31.41,17.84,616184.75,23.53
822722.41,31.42,17.85,616183.76,23.53
822773.94,31.43,17.87,616183.32,23.54
822934.25,31.44,17.88,616183.32,23.54
822698.27,31.44,17.87,616183.32,23.55
822698.27,31.44,17.87,616183.32,23.55
822749.8,31.45,17.89,616183.32,23.56
822801.33,31.46,17.9,616486.75,23.57
822801.33,31.46,17.9,616485.82,23.57
822999.61,31.48,17.91,616405.18,23.58
823051.14,31.49,17.92,616696.9,23.6
823205.41,31.5,17.94,617454.6,23.63
823371.31,31.52,17.95,617282.08,23.63
823422.84,31.53,17.96,617767.91,23.65
823577.1,31.54,17.98,617859.88,23.66
823628.63,31.55,17.99,618061.56,23.68
823384.69,31.55,17.98,618154.95,23.68
823124.76,31.54,17.98,617906.26,23.68
822922.77,31.54,17.97,617669.99,23.67
822662.84,31.53,17.96,617406.47,23.66
822574.04,31.53,17.97,617298.37,23.66
822478.08,31.53,17.96,617205.65,23.66
822529.61,31.54,17.97,617324.13,23.67
822529.61,31.54,17.97,617324.13,23.67
822581.14,31.55,17.99,617383.17,23.68
822741.45,31.56,18.0,617354.41,23.68
822792.98,31.58,18.01,617529.37,23.7
822844.51,31.59,18.02,617183.06,23.69
822896.04,31.6,18.03,616962.97,23.69
822947.57,31.61,18.05,617081.45,23.7
822711.59,31.61,18.04,617006.39,23.71
822711.59,31.61,18.04,617006.73,23.71
822921.36,31.62,18.05,617016.16,23.71
822901.73,31.62,18.06,617220.07,23.72
822953.26,31.63,18.07,617338.54,23.73
822953.26,31.63,18.07,617325.16,23.73
823113.57,31.65,18.08,617352.88,23.74
823165.1,31.66,18.09,617351.89,23.74
822929.12,31.66,18.09,617275.7,23.74
822774.74,31.65,18.08,617130.35,23.74
822620.65,31.65,18.08,616972.71,23.74
822462.34,31.64,18.08,616774.22,23.73
822357.95,31.64,18.08,616669.83,23.73
822518.27,31.65,18.09,616669.39,23.73
822518.27,31.65,18.09,616549.12,23.73
822518.27,31.65,18.09,616549.12,23.73
822282.29,31.65,18.08,616549.12,23.73
822282.29,31.65,18.08,616733.07,23.74
822442.61,31.66,18.1,616733.07,23.74
822494.14,31.67,18.11,616866.95,23.76
822494.14,31.67,18.11,616862.78,23.75
822545.67,31.69,18.12,616889.12,23.76
822597.2,31.7,18.13,616982.4,23.77
822597.2,31.7,18.13,617130.56,23.78
822508.12,31.7,18.13,616877.06,23.77
822508.12,31.7,18.13,616838.98,23.77
822508.12,31.7,18.13,616812.76,23.77
822559.65,31.71,18.14,616812.76,23.78
822611.18,31.72,18.16,618208.61,23.84
822771.49,31.73,18.17,618175.37,23.84
822969.77,31.75,18.18,618426.91,23.86
822733.79,31.75,18.18,618426.16,23.86
822894.11,31.76,18.19,618425.95,23.87
822945.64,31.77,18.2,618425.56,23.87
822997.17,31.78,18.21,618425.56,23.88
822997.17,31.78,18.21,618451.63,23.88
822997.17,31.78,18.21,618429.83,23.88
822997.17,31.78,18.21,618455.76,23.88
822753.23,31.78,18.21,618209.09,23.88
822907.49,31.79,18.22,618209.09,23.88
822959.02,31.8,18.23,618425.06,23.9
822723.04,31.8,18.23,618392.44,23.9
822565.85,31.79,18.23,618234.8,23.9
822305.92,31.79,18.22,618056.53,23.89
822466.24,31.8,18.23,618051.45,23.9
822466.24,31.8,18.23,618017.41,23.89
822230.26,31.8,18.23,618857.98,23.93
822017.49,31.79,18.22,618663.57,23.93
822177.81,31.8,18.24,618722.61,23.93
822123.1,31.81,18.24,618855.53,23.94
822283.42,31.82,18.25,618854.89,23.95
822153.68,31.82,18.26,618778.03,23.95
821917.7,31.82,18.25,618777.23,23.96
821917.7,31.82,18.25,618811.38,23.96
821917.7,31.82,18.25,618777.23,23.96
822087.09,31.83,18.26,618777.23,23.96
822087.09,31.83,18.26,618813.72,23.96
821812.03,31.83,18.26,618813.72,23.97
821981.43,31.84,18.27,618998.44,23.98
822032.96,31.85,18.28,618840.16,23.98
822032.96,31.85,18.28,618814.1,23.98
821934.8,31.85,18.29,618804.26,23.98
821934.8,31.85,18.29,618833.59,23.98
821830.41,31.85,18.28,618725.95,23.98
821990.73,31.86,18.3,618796.48,23.99
821754.75,31.86,18.29,618841.62,23.99
821909.02,31.87,18.31,620420.75,24.06
822011.63,31.88,18.31,620385.91,24.06
822221.4,31.89,18.33,620540.35,24.07
822155.19,31.89,18.33,620533.53,24.07
822197.86,31.91,18.34,620015.77,24.06
822358.17,31.92,18.35,620089.07,24.07
822132.19,31.92,18.35,620040.63,24.07
821841.57,31.91,18.35,619841.84,24.07
822001.89,31.93,18.36,619813.07,24.07
821912.81,31.93,18.36,619669.32,24.07
822073.12,31.94,18.37,620163.39,24.09
822227.39,31.95,18.39,620255.36,24.1
822183.0,31.95,18.39,620220.01,24.1
822234.53,31.96,18.4,619873.7,24.1
822286.06,31.98,18.41,619653.61,24.1
822026.14,31.97,18.4,619389.12,24.09
822180.4,31.98,18.42,619705.81,24.11
822023.21,31.98,18.41,619548.17,24.1
822074.74,31.99,18.43,619666.65,24.11
821814.81,31.99,18.42,619409.95,24.11
821866.34,32.0,18.43,619469.0,24.12
821630.36,31.99,18.43,619209.76,24.11
821799.75,32.0,18.44,619120.24,24.11
821851.28,32.02,18.45,619309.5,24.13
821753.12,32.02,18.45,619426.18,24.14
821913.44,32.03,18.46,619425.53,24.14
821677.46,32.03,18.46,619424.74,24.14
821728.99,32.04,18.47,619424.74,24.15
821889.31,32.05,18.49,619424.74,24.16
821940.84,32.06,18.5,619558.63,24.17
821992.37,32.08,18.51,619584.97,24.18
822043.9,32.09,18.52,619678.25,24.19
822095.43,32.1,18.53,619950.76,24.21
822249.69,32.11,18.55,620298.5,24.23
822040.47,32.11,18.54,620093.49,24.22
821804.49,32.11,18.54,620556.0,24.24
821634.56,32.1,18.54,620353.93,24.24
821634.56,32.1,18.54,620326.72,24.24
821686.09,32.11,18.55,620445.2,24.25
821884.37,32.13,18.56,620561.5,24.26
822038.63,32.14,18.58,620653.47,24.27
822192.9,32.16,18.59,620873.87,24.28
822353.22,32.17,18.6,620845.1,24.29
822117.24,32.17,18.6,620701.35,24.29
822117.24,32.17,18.6,620776.71,24.29
822277.55,32.18,18.61,621141.81,24.31
822033.61,32.17,18.61,621006.43,24.31
821807.63,32.17,18.6,620771.34,24.3
821967.95,32.18,18.62,620771.58,24.31
822019.48,32.2,18.63,620425.28,24.3
821783.5,32.19,18.63,620423.6,24.3
821937.76,32.21,18.64,620423.6,24.31
821937.76,32.21,18.64,620602.94,24.32
821767.84,32.2,18.64,620521.04,24.32
821922.1,32.22,18.65,620521.04,24.32
821662.17,32.21,18.64,620268.05,24.32
821713.7,32.22,18.66,620047.95,24.31
821713.7,32.22,18.66,620098.16,24.32
821562.12,32.22,18.65,619940.52,24.31
821613.65,32.23,18.66,619940.52,24.32
821665.18,32.24,18.68,620464.66,24.35
821825.5,32.26,18.69,620046.11,24.34
821718.31,32.25,18.69,619936.39,24.33
821482.33,32.25,18.68,619974.57,24.34
821482.33,32.25,18.68,619974.92,24.34
821636.59,32.26,18.7,619996.59,24.35
821647.93,32.27,18.7,621659.88,24.41
821538.7,32.27,18.71,621299.54,24.41
821699.02,32.29,18.72,621264.38,24.41
821853.28,32.3,18.73,621602.23,24.43
821728.42,32.3,18.73,621403.15,24.42
821890.88,32.31,18.74,621031.33,24.41
821942.41,32.32,18.75,621149.81,24.42
822102.73,32.33,18.77,621177.53,24.43
822256.99,32.35,18.78,621269.5,24.44
822087.06,32.34,18.78,621005.01,24.43
821851.08,32.34,18.77,620928.82,24.43
822060.85,32.35,18.78,621217.49,24.45
822057.51,32.36,18.79,621389.83,24.46
822057.51,32.36,18.79,621465.42,24.46
822057.51,32.36,18.79,621454.13,24.46
822109.04,32.37,18.8,621107.83,24.45
822109.04,32.37,18.8,621071.78,24.45
821954.14,32.36,18.8,620874.14,24.45
822145.97,32.38,18.81,621001.09,24.45
821898.48,32.37,18.81,620890.13,24.46
822064.38,32.39,18.82,620963.75,24.46
822115.91,32.4,18.83,620743.66,24.46
822115.91,32.4,18.83,620716.45,24.46
822346.77,32.41,18.85,620715.02,24.47
822398.3,32.43,18.86,620715.02,24.47
822398.3,32.43,18.86,620765.22,24.48
822081.22,32.42,18.85,620455.91,24.47
822081.22,32.42,18.85,620456.68,24.47
821844.7,32.41,18.85,620456.68,24.47
821844.7,32.41,18.85,620444.21,24.47
821844.7,32.41,18.85,620484.85,24.47
821844.7,32.41,18.85,620399.97,24.47
821755.9,32.41,18.85,620423.18,24.47
821755.9,32.41,18.85,620387.14,24.47
821965.67,32.43,18.86,620389.1,24.47
822017.2,32.44,18.87,620387.7,24.48
821791.77,32.44,18.87,620392.19,24.49
821843.3,32.45,18.88,620394.41,24.5
822053.07,32.46,18.89,620832.8,24.52
821986.86,32.46,18.9,620790.81,24.52
822217.72,32.48,18.91,620751.36,24.52
822378.04,32.49,18.93,622111.33,24.58
822142.06,32.49,18.92,621871.18,24.58
822142.06,32.49,18.92,621949.66,24.58
822193.59,32.5,18.94,621948.67,24.59
822353.91,32.51,18.95,621948.23,24.59
822067.39,32.51,18.94,621512.95,24.58
822067.39,32.51,18.94,621553.54,24.58
822265.66,32.52,18.96,621553.54,24.58
822021.72,32.52,18.95,621572.97,24.59
822021.72,32.52,18.95,621541.53,24.59
822073.25,32.53,18.96,621539.35,24.59
822124.78,32.54,18.98,621545.11,24.6
821912.02,32.54,18.97,621339.77,24.6
821963.55,32.55,18.98,621385.91,24.61
821825.2,32.55,18.98,622041.36,24.64
821985.52,32.56,18.99,622046.13,24.64
822216.38,32.58,19.01,622158.11,24.65
822370.64,32.59,19.03,622160.11,24.66
822110.72,32.59,19.02,622156.68,24.66
821884.74,32.58,19.02,622743.93,24.69
821936.27,32.6,19.03,622743.93,24.7
821936.27,32.6,19.03,622847.66,24.7
821936.27,32.6,19.03,623014.34,24.71
822102.17,32.61,19.04,623014.34,24.71
821870.6,32.6,19.04,623028.07,24.72
821922.13,32.62,19.05,623035.59,24.72
821685.61,32.61,19.05,622730.49,24.72
821737.14,32.62,19.06,622718.36,24.72
821788.67,32.64,19.07,622709.24,24.73
821948.99,32.65,19.08,622709.24,24.74
821723.01,32.65,19.08,623793.19,24.78
821723.01,32.65,19.08,623915.33,24.79
821883.33,32.66,19.09,624002.3,24.8
821794.24,32.66,19.09,623842.35,24.79
821954.56,32.67,19.11,623842.6,24.8
822006.09,32.68,19.12,623840.92,24.81
822057.62,32.7,19.13,623840.92,24.81
822109.15,32.71,19.14,623840.92,24.82
822263.42,32.72,19.16,623840.92,24.83
822263.42,32.72,19.16,623877.25,24.83
822064.19,32.72,19.15,623863.34,24.83
822064.19,32.72,19.15,623862.28,24.83
822115.72,32.73,19.17,623862.28,24.84
821855.79,32.73,19.16,624187.32,24.85
821855.79,32.73,19.16,624035.96,24.85
821855.79,32.73,19.16,624126.85,24.85
821766.71,32.73,19.16,624017.5,24.85
821927.03,32.74,19.17,624040.71,24.86
821691.05,32.74,19.17,623878.56,24.85
821860.44,32.75,19.18,625186.3,24.91
821762.28,32.75,19.18,624943.58,24.91
821813.81,32.76,19.2,625062.05,24.92
822044.67,32.78,19.21,625205.5,24.93
821808.15,32.77,19.21,625082.16,24.93
821859.68,32.79,19.22,625081.17,24.94
821705.29,32.78,19.21,624935.81,24.93
821756.82,32.79,19.23,624935.37,24.94
821917.14,32.81,19.24,624935.37,24.94
821691.16,32.8,19.24,624935.37,24.95
821810.82,32.81,19.25,625965.36,24.99
821980.21,32.83,19.26,625995.41,25.0
822031.74,32.84,19.27,625988.29,25.01
822083.27,32.85,19.28,626020.33,25.02
821990.98,32.85,19.29,626773.52,25.05
822042.51,32.87,19.3,627125.53,25.07
822202.83,32.88,19.31,627254.32,25.08
822254.36,32.89,19.32,627253.33,25.09
822018.38,32.89,19.32,627093.68,25.09
822069.91,32.9,19.33,627093.24,25.1
822230.22,32.91,19.35,627093.24,25.1
822281.75,32.93,19.36,627093.24,25.11
822436.02,32.94,19.37,627093.24,25.12
822200.04,32.94,19.37,627093.24,25.12
822251.57,32.95,19.38,627542.98,25.15
822411.89,32.96,19.4,627519.84,25.15
822151.96,32.96,19.39,627149.01,25.14
822203.49,32.97,19.4,628398.87,25.2
821967.51,32.97,19.4,628068.74,25.19
822157.53,32.98,19.41,628068.74,25.19
822209.06,32.99,19.43,627722.44,25.19
822260.59,33.0,19.44,627502.35,25.19
822092.54,33.0,19.44,627502.35,25.19
822144.07,33.02,19.45,627502.35,25.2
822195.6,33.03,19.46,627514.95,25.21
822247.13,33.04,19.48,627537.61,25.22
822247.13,33.04,19.48,627537.96,25.22
822298.66,33.05,19.49,627598.41,25.23
822350.19,33.07,19.5,627751.23,25.24
822510.51,33.08,19.51,627738.57,25.25
822274.53,33.08,19.51,628691.88,25.29
822326.06,33.09,19.52,628829.91,25.3
822486.38,33.1,19.54,628801.15,25.31
822537.91,33.12,19.55,628976.11,25.32
822311.93,33.11,19.55,628909.72,25.32
822099.16,33.11,19.54,628853.53,25.32
822259.48,33.12,19.55,628853.78,25.33
822311.01,33.13,19.57,628852.1,25.34
822075.03,33.13,19.56,628852.1,25.34
822075.03,33.13,19.56,629016.04,25.35
822235.35,33.14,19.58,629016.04,25.35
822286.88,33.16,19.59,629246.88,25.37
822270.12,33.16,19.59,629053.03,25.37
822321.65,33.17,19.6,629052.45,25.37
822491.05,33.18,19.62,629024.25,25.38
822542.58,33.19,19.63,630125.52,25.43
822594.11,33.21,19.64,630489.35,25.45
822645.64,33.22,19.65,630488.36,25.46
822697.17,33.23,19.67,630487.92,25.47
822599.01,33.24,19.67,630416.26,25.47
822599.01,33.24,19.67,630380.03,25.47
822456.44,33.23,19.67,630222.4,25.46
822507.97,33.25,19.68,630222.4,25.47
822662.24,33.26,19.69,630222.4,25.48
822816.97,33.27,19.71,630222.4,25.48
822868.5,33.29,19.72,630222.4,25.49
822716.92,33.28,19.72,630074.22,25.49
822456.99,33.28,19.71,630539.12,25.51
822216.6,33.27,19.71,630415.97,25.51
822376.91,33.28,19.72,630344.22,25.51
822376.91,33.28,19.72,630291.06,25.51
822140.93,33.28,19.72,630029.57,25.5
822301.25,33.29,19.73,631219.46,25.56
822212.17,33.3,19.73,631108.22,25.56
822381.56,33.31,19.74,629408.13,25.49
822433.09,33.32,19.75,629407.13,25.5
822593.41,33.33,19.77,629406.69,25.5
822644.94,33.35,19.78,629406.69,25.51
822843.22,33.36,19.8,629406.69,25.52
822894.75,33.37,19.81,629608.3,25.54
822894.75,33.37,19.81,629676.3,25.54
822658.77,33.37,19.8,629594.19,25.54
822658.77,33.37,19.8,629594.19,25.54
822819.09,33.38,19.82,629551.31,25.54
822661.89,33.38,19.81,629393.68,25.54
822661.89,33.38,19.81,629428.75,25.54
822462.67,33.37,19.81,629321.2,25.54
822514.2,33.39,19.82,629495.92,25.55
822565.73,33.4,19.83,630069.02,25.58
822617.26,33.41,19.85,630068.03,25.59
822391.28,33.41,19.84,630606.75,25.62
822442.81,33.42,19.86,630606.31,25.63
822494.34,33.44,19.87,630606.31,25.64
822545.87,33.45,19.88,630606.31,25.64
822389.27,33.45,19.88,630491.03,25.64
822440.8,33.46,19.89,630491.03,25.65
822492.33,33.47,19.91,630491.03,25.66
822492.33,33.47,19.91,630491.03,25.66
822646.59,33.49,19.92,630491.03,25.67
822698.12,33.5,19.94,632038.69,25.74
822698.12,33.5,19.94,632038.69,25.74
822852.39,33.52,19.95,632130.67,25.75
822759.23,33.51,19.95,632038.84,25.75
822759.23,33.51,19.95,632012.62,25.74
822499.3,33.51,19.94,631674.68,25.73
822697.58,33.52,19.96,631926.09,25.75
822697.58,33.52,19.96,632017.85,25.75
822851.84,33.54,19.97,632019.85,25.76
822903.37,33.55,19.99,632016.75,25.77
822643.45,33.55,19.98,631866.17,25.77
822797.71,33.56,20.0,631865.83,25.77
822995.99,33.58,20.01,631865.83,25.78
823150.25,33.59,20.03,632223.34,25.8
823150.25,33.59,20.03,632253.13,25.8
823310.57,33.61,20.04,632275.83,25.81
823016.63,33.6,20.03,631980.5,25.8
822846.7,33.6,20.03,631600.3,25.79
822846.7,33.6,20.03,631599.37,25.79
822586.77,33.59,20.02,631599.37,25.79
822586.77,33.59,20.02,631585.99,25.79
822350.79,33.59,20.02,633172.54,25.86
822516.7,33.6,20.03,632797.53,25.85
822747.55,33.62,20.05,632735.57,25.85
822747.55,33.62,20.05,632735.57,25.85
822747.55,33.62,20.05,632735.57,25.85
822747.55,33.62,20.05,632718.38,25.85
822694.86,33.62,20.05,633359.89,25.88
822855.18,33.63,20.06,633331.13,25.89
822906.71,33.64,20.08,633506.09,25.9
822906.71,33.64,20.08,633506.09,25.9
822817.62,33.65,20.08,633576.7,25.91
822817.62,33.65,20.08,633576.7,25.91
822977.94,33.66,20.09,633932.27,25.93
823029.47,33.67,20.11,632891.6,25.89
822886.31,33.67,20.1,632733.96,25.89
823046.63,33.68,20.11,632734.21,25.89
823200.9,33.7,20.13,632739.42,25.9
822964.92,33.69,20.13,632741.43,25.91
823125.23,33.71,20.14,632732.53,25.91
823279.5,33.72,20.16,633408.9,25.94
823433.76,33.74,20.17,633500.41,25.95
823485.29,33.75,20.18,634559.62,26.01
823485.29,33.75,20.18,634590.14,26.01
823639.56,33.77,20.2,634820.88,26.02
823870.42,33.78,20.22,636506.7,26.1
823870.42,33.78,20.22,636485.13,26.1
824024.68,33.8,20.23,636577.1,26.11
824076.21,33.81,20.24,636230.8,26.1
824193.91,33.82,20.26,636150.32,26.11
824354.22,33.84,20.27,636257.88,26.12
824508.49,33.85,20.28,636349.85,26.13
824248.56,33.84,20.28,636312.22,26.13
824012.58,33.84,20.28,636067.8,26.12
823718.86,33.84,20.27,635584.53,26.11
823917.14,33.86,20.29,635473.52,26.11
824071.4,33.87,20.31,635693.92,26.13
824122.93,33.89,20.32,635347.61,26.12
824122.93,33.89,20.32,635372.33,26.12
824174.46,33.9,20.33,635152.24,26.12
824405.32,33.92,20.35,635240.4,26.13
824161.38,33.91,20.34,635043.61,26.13
824001.45,33.91,20.34,634971.56,26.13
824052.98,33.92,20.35,635145.32,26.14
823793.05,33.91,20.35,634892.48,26.14
823953.37,33.93,20.36,634892.72,26.14
824151.65,33.94,20.38,634891.04,26.15
824203.18,33.96,20.39,634891.04,26.16
824254.71,33.97,20.4,634891.04,26.17
824306.24,33.98,20.42,635092.65,26.18
824152.48,33.98,20.42,635051.33,26.18
823908.54,33.98,20.41,634872.74,26.18
823672.56,33.97,20.41,634854.89,26.18
823724.09,33.99,20.42,634849.73,26.19
823775.62,34.0,20.43,634849.73,26.2
823935.94,34.01,20.45,636210.07,26.26
824134.22,34.03,20.46,635850.76,26.25
824185.75,34.04,20.48,635752.75,26.26
824237.28,34.06,20.49,635871.23,26.27
824288.81,34.07,20.5,635930.27,26.28
824340.34,34.08,20.52,635929.28,26.29
824340.34,34.08,20.52,635919.66,26.29
824494.6,34.1,20.53,635923.23,26.3
824250.66,34.09,20.53,635726.44,26.3
824037.89,34.09,20.52,635494.72,26.29
824089.42,34.1,20.53,635496.42,26.3
824089.42,34.1,20.53,635519.02,26.3
824140.95,34.11,20.55,635521.39,26.31
823904.97,34.11,20.55,635194.91,26.3
823956.5,34.13,20.56,635194.01,26.31
824008.03,34.14,20.57,635186.82,26.32
824059.56,34.15,20.59,635186.82,26.32
824111.09,34.17,20.6,636765.84,26.4
824162.62,34.18,20.61,636884.31,26.41
824214.15,34.19,20.63,636943.36,26.42
824265.68,34.21,20.64,636942.37,26.43
824426.0,34.22,20.65,636941.92,26.44
824166.07,34.21,20.65,636692.01,26.43
824217.6,34.23,20.66,636692.01,26.44
824181.15,34.23,20.66,636500.92,26.43
823945.17,34.23,20.66,636500.92,26.44
823926.36,34.23,20.66,636331.19,26.44
823931.93,34.24,20.68,636009.01,26.43
824092.25,34.26,20.69,636148.45,26.44
823856.27,34.25,20.69,636206.52,26.45
823919.11,34.26,20.69,636091.31,26.45
823919.11,34.26,20.69,636090.21,26.45
823970.64,34.27,20.71,636048.07,26.46
824180.4,34.28,20.72,635892.7,26.45
824114.2,34.29,20.72,637155.06,26.51
824274.52,34.3,20.73,637472.63,26.53
824326.05,34.31,20.75,637471.63,26.54
824418.23,34.32,20.76,637221.11,26.53
824418.23,34.32,20.76,637184.93,26.53
824290.61,34.33,20.76,637159.11,26.54
824342.14,34.34,20.78,637158.67,26.54
824508.05,34.36,20.79,637158.67,26.55
824738.9,34.37,20.81,637200.38,26.56
824893.17,34.39,20.82,637260.35,26.57
824944.7,34.4,20.84,637389.66,26.58
824996.23,34.42,20.85,637694.26,26.6
824764.66,34.41,20.85,637256.39,26.59
824918.93,34.43,20.86,638502.75,26.65
825079.25,34.44,20.88,638473.98,26.65
825233.51,34.46,20.89,638702.28,26.67
825387.78,34.48,20.91,638704.28,26.68
825439.31,34.49,20.92,638701.19,26.69
825282.11,34.48,20.92,638544.44,26.68
825112.19,34.48,20.91,638828.83,26.7
824959.74,34.48,20.91,638645.22,26.69
824733.76,34.47,20.91,638626.79,26.7
824733.76,34.47,20.91,638666.54,26.7
824733.76,34.47,20.91,638655.15,26.7
824733.76,34.47,20.91,638594.8,26.69
824576.57,34.47,20.9,638446.03,26.69
824628.1,34.48,20.92,638445.69,26.7
824788.41,34.5,20.93,638445.69,26.7
824839.94,34.51,20.95,638445.69,26.71
824532.47,34.5,20.94,638128.37,26.7
824296.49,34.5,20.93,638128.37,26.71
824456.81,34.51,20.95,638511.91,26.73
824456.81,34.51,20.95,638477.41,26.73
824220.83,34.51,20.94,638121.98,26.72
824419.1,34.53,20.96,638185.15,26.73
824470.63,34.54,20.98,639567.38,26.8
824470.63,34.54,20.98,639454.18,26.79
824316.25,34.54,20.97,639296.55,26.79
824476.57,34.55,20.98,639296.79,26.79
824707.42,34.57,21.0,639295.11,26.8
824493.35,34.56,21.0,638976.41,26.79
824257.37,34.56,20.99,638976.41,26.79
823997.44,34.55,20.99,638746.4,26.79
824157.76,34.57,21.0,638840.57,26.79
824157.76,34.57,21.0,638967.23,26.8
823897.83,34.56,20.99,638713.6,26.79
823710.82,34.56,20.99,638580.03,26.79
823540.89,34.55,20.99,638116.2,26.77
823304.91,34.55,20.98,638090.2,26.78
823465.22,34.56,21.0,638064.55,26.78
823516.75,34.58,21.01,638022.04,26.79
823568.28,34.59,21.02,638022.04,26.8
823324.34,34.59,21.02,637978.99,26.8
823375.87,34.6,21.03,639095.07,26.86
823139.89,34.6,21.03,638911.51,26.85
823300.21,34.61,21.04,639143.1,26.87
823074.23,34.61,21.04,639190.81,26.88
823228.5,34.62,21.06,639282.78,26.89
823228.5,34.62,21.06,639284.0,26.89
823228.5,34.62,21.06,639268.3,26.89
823280.03,34.64,21.07,639377.87,26.9
823331.56,34.65,21.08,639496.34,26.91
823497.46,34.66,21.1,639513.98,26.92
823497.46,34.66,21.1,639524.98,26.92
823497.46,34.66,21.1,639531.08,26.92
823237.53,34.66,21.09,639369.99,26.92
823391.79,34.67,21.11,639461.96,26.93
823443.32,34.69,21.12,639571.52,26.94
823443.32,34.69,21.12,639573.95,26.94
823183.4,34.68,21.12,639412.74,26.94
822961.83,34.68,21.11,639366.23,26.94
822725.31,34.67,21.11,639090.37,26.93
822568.12,34.67,21.1,638886.52,26.93
822619.65,34.68,21.12,638885.53,26.94
822671.18,34.7,21.13,638885.09,26.95
822671.18,34.7,21.13,638885.09,26.95
822722.71,34.71,21.15,638885.09,26.96
822565.52,34.71,21.14,638770.13,26.95
822617.05,34.72,21.16,638770.13,26.96
822668.58,34.74,21.17,638770.13,26.97
822828.89,34.75,21.18,638770.13,26.98
822880.42,34.76,21.2,639856.31,27.03
822931.95,34.78,21.21,640273.17,27.06
822685.97,34.77,21.21,640132.38,27.06
822737.5,34.79,21.22,640250.85,27.07
822737.5,34.79,21.22,640250.93,27.07
822897.82,34.8,21.24,640278.65,27.08
822949.35,34.82,21.25,640277.66,27.09
822713.37,34.81,21.25,640202.6,27.09
822764.9,34.83,21.26,640202.16,27.1
