ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
936620.65,39.2,25.6,630611.54,26.39
936484.68,39.21,25.61,630433.18,26.4
936675.13,39.23,25.63,630371.3,26.4
936865.58,39.25,25.65,630409.88,26.41
936729.6,39.26,25.66,630872.61,26.44
936782.3,39.28,25.68,630872.61,26.45
936782.3,39.28,25.68,630971.36,26.45
937166.97,39.3,25.7,631480.07,26.48
937030.99,39.31,25.71,630789.12,26.46
936895.01,39.32,25.72,630763.7,26.47
936859.09,39.33,25.74,630657.73,26.48
937675.8,39.38,25.79,630475.09,26.48
937539.83,39.4,25.8,630601.0,26.5
937403.85,39.41,25.81,630467.2,26.5
937267.87,39.42,25.82,630423.96,26.51
937131.89,39.43,25.83,630423.96,26.52
937028.37,39.44,25.84,631952.7,26.6
937393.97,39.46,25.86,631883.94,26.6
937778.63,39.48,25.89,632448.18,26.63
937831.33,39.5,25.9,632387.44,26.63
937831.33,39.5,25.9,632387.44,26.63
937831.33,39.5,25.9,634362.24,26.72
937695.36,39.51,25.91,634368.47,26.73
937748.06,39.53,25.93,634371.92,26.74
937612.08,39.54,25.94,635520.45,26.8
937248.51,39.53,25.93,635112.17,26.79
937301.22,39.54,25.95,635111.97,26.8
936931.07,39.54,25.94,634847.15,26.79
936983.77,39.55,25.95,634831.79,26.8
936983.77,39.55,25.95,634887.19,26.8
936847.79,39.56,25.97,635255.85,26.83
937204.17,39.6,26.0,635016.45,26.83
936892.07,39.59,25.99,634642.15,26.82
936944.77,39.61,26.01,635227.02,26.85
936808.79,39.62,26.02,635364.26,26.87
936672.82,39.63,26.03,635953.03,26.91
937024.61,39.64,26.04,636592.82,26.93
936727.5,39.64,26.04,636341.95,26.93
937101.82,39.66,26.06,637665.69,26.99
937134.26,39.66,26.06,638936.95,27.04
936998.29,39.67,26.07,638924.74,27.05
937050.99,39.69,26.09,639798.92,27.1
937103.69,39.7,26.11,639937.46,27.11
937399.71,39.72,26.13,641161.43,27.17
937399.71,39.72,26.13,641936.58,27.2
937452.41,39.74,26.14,642056.52,27.22
937316.44,39.75,26.15,642043.94,27.23
937180.46,39.76,26.16,642022.27,27.24
937076.93,39.77,26.18,642194.43,27.26
939456.42,39.89,26.29,644889.9,27.38
939320.44,39.9,26.31,644748.14,27.39
939520.28,39.91,26.31,644943.79,27.4
939384.31,39.92,26.33,644943.79,27.41
939248.33,39.93,26.34,644920.23,27.42
939112.35,39.95,26.35,644903.38,27.43
939112.35,39.95,26.35,644903.38,27.43
938800.25,39.94,26.34,644854.37,27.43
938664.28,39.95,26.35,644804.63,27.44
938615.6,39.97,26.37,644464.77,27.44
938119.92,39.96,26.36,643902.87,27.43
938504.59,39.98,26.38,643887.38,27.43
938668.38,40.0,26.41,645785.16,27.52
938532.4,40.02,26.42,646060.44,27.55
938396.42,40.03,26.43,646060.92,27.56
938260.44,40.04,26.44,646302.98,27.58
938313.15,40.05,26.46,646302.98,27.59
938703.71,40.07,26.48,646686.7,27.61
938331.71,40.07,26.47,646386.77,27.6
938195.73,40.08,26.48,646403.86,27.61
938070.57,40.09,26.49,646864.5,27.64
938021.9,40.1,26.51,645616.81,27.6
937875.11,40.12,26.52,646486.46,27.65
937875.11,40.12,26.52,646951.16,27.67
937739.13,40.13,26.53,647101.95,27.69
937603.15,40.14,26.54,646795.19,27.69
941717.75,40.32,26.72,647602.13,27.73
941770.45,40.34,26.74,647562.93,27.74
942907.72,40.4,26.81,647806.48,27.76
942771.74,40.42,26.82,647688.73,27.77
942723.07,40.43,26.83,647798.36,27.78
942587.09,40.44,26.85,647798.36,27.79
942639.79,40.46,26.86,647362.93,27.79
942692.49,40.48,26.88,647323.66,27.79
942692.49,40.48,26.88,647323.66,27.79
942692.49,40.48,26.88,647301.05,27.79
942998.83,40.51,26.91,647323.45,27.81
942862.85,40.52,26.92,647322.98,27.82
942862.85,40.52,26.92,647322.92,27.82
942726.87,40.53,26.93,647365.5,27.83
943117.44,40.55,26.95,647451.27,27.84
942981.46,40.56,26.96,648722.08,27.9
942867.11,40.57,26.98,648681.5,27.91
942867.11,40.57,26.98,648797.31,27.92
942731.14,40.58,26.99,648904.66,27.94
943027.16,40.61,27.01,649807.17,27.98
942891.18,40.62,27.02,650679.18,28.03
942755.2,40.63,27.03,650660.89,28.04
942755.2,40.63,27.03,650670.61,28.04
942719.15,40.64,27.05,650645.29,28.05
942583.17,40.66,27.06,650917.18,28.08
942534.5,40.67,27.07,650555.59,28.07
942854.26,40.69,27.1,650858.1,28.09
942854.26,40.69,27.1,650858.1,28.09
943044.72,40.71,27.12,651472.42,28.13
943097.42,40.73,27.13,651472.42,28.14
943097.42,40.73,27.13,651472.42,28.14
942961.44,40.74,27.14,651535.74,28.15
942825.46,40.75,27.16,651523.8,28.16
942878.16,40.77,27.17,651463.48,28.17
942742.19,40.78,27.18,651489.85,28.18
943126.85,40.8,27.21,652282.66,28.22
943317.3,40.82,27.23,652454.69,28.24
943181.32,40.84,27.24,652399.29,28.25
943726.43,40.88,27.28,654439.49,28.35
943590.45,40.89,27.29,654407.67,28.36
943557.53,40.89,27.29,654778.31,28.38
943421.55,40.9,27.31,654692.77,28.38
943285.57,40.91,27.32,655226.16,28.42
943072.71,40.91,27.31,655099.68,28.42
943493.92,40.95,27.35,656018.89,28.47
945321.29,41.03,27.43,658738.89,28.59
945185.31,41.04,27.44,658722.47,28.6
945049.33,41.05,27.45,658722.47,28.61
945455.44,41.07,27.47,658968.14,28.63
945877.39,41.1,27.5,659322.1,28.65
945798.2,41.11,27.52,659224.57,28.66
945662.22,41.13,27.53,659867.2,28.7
945588.57,41.13,27.53,660395.6,28.72
946216.09,41.17,27.58,661666.93,28.79
946080.11,41.19,27.59,661614.34,28.8
946402.8,41.22,27.62,661443.55,28.81
946032.65,41.21,27.61,661595.53,28.82
945896.67,41.22,27.62,661547.76,28.83
945949.37,41.24,27.64,661495.96,28.84
946336.56,41.26,27.66,662707.71,28.89
946632.58,41.28,27.68,663388.95,28.93
946496.6,41.29,27.7,663388.75,28.94
946913.71,41.32,27.72,663920.48,28.97
947209.73,41.34,27.74,664894.44,29.02
947073.76,41.35,27.75,664881.85,29.03
947316.96,41.37,27.77,664952.11,29.04
947224.63,41.38,27.79,666244.33,29.11
947110.29,41.4,27.8,666135.22,29.12
946746.25,41.39,27.79,665819.82,29.11
946610.27,41.4,27.8,665813.87,29.12
946437.81,41.4,27.8,666129.71,29.14
946740.37,41.43,27.83,666105.86,29.15
946698.48,41.45,27.85,666316.7,29.17
946562.5,41.46,27.86,666881.71,29.21
946615.84,41.48,27.88,666951.69,29.22
946479.87,41.49,27.89,667815.06,29.27
946479.87,41.49,27.89,667803.76,29.27
946343.89,41.5,27.9,668207.44,29.3
946343.89,41.5,27.9,668229.87,29.3
945836.49,41.49,27.9,667676.54,29.29
946290.06,41.52,27.92,667581.92,29.29
946154.08,41.53,27.93,668386.12,29.34
946450.1,41.55,27.95,668467.46,29.35
946314.13,41.56,27.97,668463.7,29.36
946178.15,41.58,27.98,668395.76,29.37
946178.15,41.58,27.98,668395.76,29.37
946887.4,41.63,28.03,668527.81,29.39
946751.42,41.64,28.04,668504.62,29.4
946751.42,41.64,28.04,668713.95,29.41
946615.44,41.65,28.05,668686.33,29.42
946479.46,41.66,28.06,669109.92,29.45
946343.49,41.67,28.08,669109.92,29.47
946343.49,41.67,28.08,669109.92,29.47
946207.51,41.69,28.09,669502.72,29.5
946071.53,41.7,28.1,669498.44,29.51
946071.53,41.7,28.1,669437.57,29.51
946283.62,41.72,28.12,669448.72,29.52
947955.85,41.81,28.22,670136.38,29.56
947955.85,41.81,28.22,670136.38,29.56
950577.64,41.93,28.33,671362.76,29.61
950441.67,41.94,28.34,671455.24,29.63
950632.12,41.96,28.36,671903.61,29.66
950632.12,41.96,28.36,673254.94,29.72
950496.14,41.97,28.38,673149.59,29.73
950360.16,41.99,28.39,673542.8,29.76
950360.16,41.99,28.39,673717.37,29.76
950160.33,41.98,28.38,673561.6,29.76
950024.35,41.99,28.4,674145.9,29.8
950328.52,42.02,28.42,674145.9,29.81
950192.55,42.03,28.43,674145.39,29.82
950056.57,42.04,28.44,674291.34,29.84
950056.57,42.04,28.44,674238.17,29.84
950008.28,42.06,28.46,672706.79,29.78
950398.84,42.08,28.48,672722.47,29.78
950694.87,42.1,28.5,673409.68,29.82
950694.87,42.1,28.5,673409.68,29.82
950558.89,42.11,28.52,673361.92,29.83
950569.71,42.11,28.52,673009.95,29.82
950197.71,42.11,28.51,672766.14,29.81
950061.73,42.12,28.52,672891.68,29.83
949925.75,42.13,28.53,672860.74,29.84
949789.77,42.14,28.55,672913.6,29.86
949653.8,42.16,28.56,672954.59,29.87
949517.82,42.17,28.57,673946.88,29.93
949813.84,42.19,28.59,673803.58,29.93
949813.84,42.19,28.59,673803.58,29.93
949855.73,42.21,28.61,673900.6,29.95
949719.75,42.22,28.62,673763.21,29.95
949719.75,42.22,28.62,673757.0,29.95
949719.75,42.22,28.62,673757.0,29.95
949359.6,42.21,28.62,673396.7,29.94
949223.62,42.23,28.63,673784.06,29.97
949519.64,42.25,28.65,673795.15,29.98
949572.34,42.27,28.67,676062.25,30.09
949436.37,42.28,28.68,676767.21,30.14
949523.67,42.28,28.68,678288.34,30.2
949387.69,42.3,28.7,679030.3,30.25
949251.72,42.31,28.71,678983.88,30.26
949150.33,42.31,28.71,679144.56,30.27
949203.03,42.33,28.73,679266.49,30.29
949255.73,42.34,28.75,679303.93,30.3
949261.65,42.36,28.76,679000.36,30.3
949314.35,42.38,28.78,678999.27,30.31
949699.01,42.4,28.81,679064.94,30.32
949563.04,42.42,28.82,679060.16,30.33
949859.06,42.44,28.84,679480.36,30.36
949723.08,42.45,28.85,679496.51,30.37
949362.72,42.44,28.85,680153.46,30.41
949226.74,42.46,28.86,680635.59,30.44
949279.44,42.47,28.88,680230.82,30.44
948824.93,42.47,28.88,679346.1,30.41
948688.95,42.49,28.89,679228.94,30.42
948688.95,42.49,28.89,679373.23,30.43
948552.97,42.5,28.9,679429.44,30.44
949262.22,42.55,28.95,679661.92,30.47
949314.92,42.57,28.97,679567.83,30.47
948724.91,42.56,28.96,678743.25,30.45
948588.94,42.57,28.98,678748.4,30.46
948452.96,42.59,28.99,679003.45,30.49
948316.98,42.6,29.0,679003.34,30.5
948181.0,42.61,29.01,679082.69,30.52
948565.66,42.64,29.04,679419.81,30.54
948429.69,42.65,29.05,679314.75,30.55
948144.99,42.65,29.05,679238.14,30.55
948063.87,42.66,29.06,677913.25,30.5
948015.2,42.68,29.08,678031.43,30.52
948610.99,42.71,29.12,680683.1,30.65
949052.19,42.75,29.15,682019.31,30.72
949126.91,42.77,29.17,683265.51,30.79
948990.93,42.78,29.19,683760.64,30.83
948854.95,42.8,29.2,683760.64,30.84
948718.97,42.81,29.21,683728.71,30.85
948771.68,42.83,29.23,685100.35,30.93
948635.7,42.84,29.24,684879.9,30.93
948166.15,42.83,29.24,684515.05,30.92
947993.69,42.83,29.23,684386.11,30.92
947857.71,42.85,29.25,684334.46,30.93
948187.95,42.87,29.27,684073.07,30.93
948051.98,42.88,29.28,684073.07,30.94
947916.0,42.9,29.3,684065.02,30.96
951850.6,43.09,29.49,685854.04,31.05
951691.92,43.08,29.48,685030.32,31.01
951555.94,43.1,29.5,685015.85,31.02
951608.64,43.11,29.52,684862.64,31.03
952069.87,43.14,29.54,685841.62,31.08
951933.89,43.15,29.55,686077.1,31.1
951503.25,43.14,29.55,685843.68,31.1
951367.28,43.16,29.56,685822.62,31.11
951231.3,43.17,29.57,685831.26,31.13
951284.0,43.19,29.59,685930.51,31.14
952164.97,43.25,29.65,687880.07,31.24
952164.97,43.25,29.65,687809.01,31.24
952028.99,43.26,29.66,687807.11,31.26
951819.62,43.27,29.67,688340.79,31.29
951872.32,43.29,29.69,688290.43,31.3
952260.68,43.32,29.73,688224.43,31.31
952064.93,43.32,29.72,688125.4,31.31
951928.95,43.33,29.74,688170.33,31.33
951981.65,43.35,29.75,688542.92,31.36
951981.65,43.35,29.75,688542.92,31.36
951981.65,43.35,29.75,688503.02,31.35
951845.67,43.37,29.77,688582.68,31.37
952061.49,43.4,29.8,689234.39,31.42
952305.52,43.42,29.82,689254.82,31.42
952169.55,43.43,29.83,689145.89,31.43
952169.55,43.43,29.83,689145.89,31.43
952286.76,43.46,29.86,690382.03,31.51
952339.46,43.48,29.88,691054.6,31.55
952153.39,43.49,29.89,689323.91,31.48
952028.23,43.5,29.9,690016.04,31.53
951656.23,43.49,29.9,689503.75,31.51
951520.25,43.51,29.91,689524.13,31.53
951405.91,43.52,29.92,690703.39,31.6
951280.75,43.54,29.94,691354.38,31.64
951561.86,43.56,29.96,691489.14,31.65
951625.73,43.58,29.98,692358.81,31.71
951921.75,43.61,30.01,693097.99,31.75
952221.52,43.62,30.02,693312.35,31.76
952411.97,43.64,30.04,693446.8,31.77
952707.99,43.66,30.07,693462.47,31.78
952707.99,43.66,30.07,693764.12,31.8
953004.01,43.69,30.09,693861.94,31.81
953457.58,43.71,30.11,693873.2,31.81
953321.6,43.73,30.13,693879.49,31.83
953829.46,43.75,30.15,694478.91,31.85
954106.34,43.78,30.18,694081.54,31.85
954127.97,43.78,30.19,694865.49,31.89
954024.42,43.78,30.19,694877.3,31.89
954024.42,43.78,30.19,695018.15,31.9
954024.42,43.78,30.19,695018.15,31.9
953888.44,43.8,30.2,695291.96,31.92
953779.44,43.81,30.21,695862.46,31.96
953686.73,43.83,30.23,695326.08,31.95
953750.6,43.85,30.25,695243.72,31.97
953463.51,43.84,30.25,694958.44,31.96
953125.65,43.84,30.24,694669.71,31.95
953178.35,43.86,30.26,695787.53,32.02
953422.39,43.88,30.29,696098.77,32.04
954232.09,43.92,30.33,697790.75,32.12
954232.09,43.92,30.33,697790.75,32.12
954528.11,43.95,30.35,697798.42,32.13
954392.13,43.96,30.36,697672.53,32.14
954256.15,43.98,30.38,698419.86,32.19
953944.05,43.97,30.37,698066.02,32.18
953404.29,43.97,30.37,697358.28,32.16
953268.31,43.98,30.38,697254.79,32.17
952473.3,43.96,30.37,696613.53,32.15
952473.3,43.96,30.37,696610.69,32.15
952337.33,43.98,30.38,696619.97,32.17
952390.03,44.0,30.4,696908.54,32.19
952431.91,44.01,30.42,696501.16,32.19
952208.45,44.01,30.41,697045.28,32.22
952215.92,44.03,30.43,697400.1,32.25
952079.95,44.05,30.45,697321.99,32.26
952132.65,44.06,30.47,697321.99,32.27
952612.17,44.09,30.49,697751.24,32.3
952664.87,44.11,30.51,697751.24,32.31
952528.89,44.12,30.53,697737.36,32.32
952392.91,44.14,30.54,699677.17,32.43
952256.94,44.15,30.55,699677.17,32.44
952627.23,44.18,30.58,700234.55,32.47
953649.97,44.24,30.65,701525.59,32.55
953277.97,44.24,30.64,701280.03,32.54
952979.96,44.23,30.63,700598.37,32.52
952833.17,44.25,30.65,700359.1,32.52
953114.28,44.27,30.67,700361.6,32.53
952978.3,44.29,30.69,700357.61,32.55
952874.75,44.28,30.69,700311.47,32.55
952738.77,44.3,30.7,700303.3,32.56
952738.77,44.3,30.7,700218.61,32.56
952602.8,44.31,30.72,701022.03,32.61
952602.8,44.31,30.72,701022.03,32.61
952466.82,44.33,30.73,701019.94,32.63
952330.84,44.34,30.74,701667.14,32.67
952195.51,44.36,30.76,700824.93,32.65
952491.53,44.38,30.78,701154.6,32.67
952491.53,44.38,30.78,701154.6,32.67
952355.55,44.39,30.8,701248.94,32.69
952219.57,44.41,30.81,701241.6,32.7
952083.6,44.42,30.83,701241.6,32.72
951947.62,44.44,30.84,701231.4,32.73
952106.77,44.47,30.87,701199.54,32.75
951970.8,44.48,30.88,701199.54,32.76
951834.82,44.49,30.9,700524.61,32.75
951887.52,44.51,30.92,700904.28,32.78
951751.54,44.53,30.93,700892.48,32.79
951751.54,44.53,30.93,700892.48,32.79
951615.57,44.54,30.95,701354.52,32.83
951615.57,44.54,30.95,701287.93,32.83
951615.57,44.54,30.95,701287.93,32.83
951479.59,44.56,30.96,701679.68,32.86
951479.59,44.56,30.96,701727.57,32.86
951343.61,44.57,30.97,702432.72,32.91
950852.97,44.56,30.96,701442.1,32.87
950717.0,44.58,30.98,702315.5,32.93
950907.45,44.6,31.0,702310.26,32.94
950793.1,44.61,31.02,702153.29,32.95
950983.56,44.64,31.04,702432.56,32.97
951287.73,44.66,31.06,702699.35,32.99
951006.68,44.67,31.07,702782.59,33.01
950870.7,44.68,31.08,703313.35,33.05
951166.72,44.7,31.11,703271.65,33.05
951035.98,44.7,31.1,703154.77,33.05
950900.01,44.72,31.12,703153.54,33.07
950863.95,44.74,31.14,703132.52,33.08
950727.97,44.75,31.15,703140.82,33.1
951023.99,44.77,31.18,703052.93,33.1
951320.02,44.8,31.2,703074.73,33.11
951464.38,44.81,31.21,703273.19,33.12
951328.4,44.82,31.22,703484.42,33.14
951328.4,44.82,31.22,703574.27,33.15
951192.43,44.83,31.24,703574.27,33.16
951245.13,44.85,31.26,703572.17,33.18
951109.15,44.87,31.27,703584.33,33.19
951104.13,44.89,31.29,703819.42,33.22
952823.93,44.99,31.39,707750.04,33.42
953163.22,45.02,31.42,709642.78,33.52
953163.22,45.02,31.42,709614.1,33.52
953027.24,45.03,31.44,709845.61,33.54
953323.26,45.06,31.46,712013.43,33.65
953386.78,45.08,31.48,711773.75,33.65
953682.8,45.1,31.5,712759.04,33.71
953682.8,45.1,31.5,712759.04,33.71
953546.82,45.12,31.52,712735.37,33.72
953599.53,45.14,31.54,712735.31,33.74
953463.55,45.15,31.55,712692.36,33.75
953463.55,45.15,31.55,712692.36,33.75
953228.97,45.16,31.56,712686.07,33.77
952999.12,45.16,31.56,715160.98,33.89
952999.12,45.16,31.56,715160.06,33.89
952999.12,45.16,31.56,715230.98,33.89
953383.79,45.18,31.59,715251.97,33.9
953845.01,45.21,31.61,716042.81,33.94
955335.19,45.29,31.7,716589.18,33.98
955631.21,45.32,31.72,716695.84,33.99
955495.23,45.33,31.74,717773.93,34.06
955547.93,45.35,31.76,717672.96,34.06
955547.93,45.35,31.76,718078.99,34.08
955851.69,45.39,31.79,718054.7,34.1
955715.71,45.4,31.81,717998.08,34.11
955248.51,45.4,31.8,717802.56,34.11
955248.51,45.4,31.8,717802.56,34.11
955112.53,45.41,31.81,718020.52,34.14
954976.56,45.43,31.83,717924.04,34.15
954976.56,45.43,31.83,718340.16,34.17
955350.4,45.45,31.85,719190.2,34.22
955077.29,45.45,31.85,718761.37,34.2
954918.61,45.44,31.84,718628.53,34.2
954795.25,45.45,31.85,718397.51,34.19
954670.09,45.46,31.86,718054.98,34.19
954670.09,45.46,31.86,718053.7,34.19
954713.35,45.46,31.87,717860.11,34.19
954599.01,45.48,31.88,718563.9,34.23
954402.55,45.49,31.89,718316.4,34.24
954266.57,45.5,31.91,718269.07,34.25
954130.59,45.52,31.92,718888.24,34.3
954183.29,45.54,31.94,718711.24,34.3
954235.99,45.56,31.96,718711.24,34.31
954333.64,45.58,31.98,718598.27,34.32
954116.38,45.58,31.98,718410.93,34.32
953754.38,45.57,31.97,718051.88,34.31
953530.93,45.57,31.97,717648.93,34.29
953530.93,45.57,31.97,717648.93,34.29
953583.63,45.59,31.99,717568.96,34.3
953211.63,45.58,31.98,717168.92,34.29
953211.63,45.58,31.98,717194.38,34.29
953008.15,45.59,31.99,717047.07,34.3
952807.83,45.58,31.99,716778.41,34.29
952998.28,45.61,32.01,716739.16,34.3
952854.73,45.62,32.02,716596.81,34.31
952854.73,45.62,32.02,716589.54,34.31
952718.75,45.64,32.04,717460.76,34.37
953184.71,45.68,32.08,718827.62,34.45
953541.85,45.72,32.12,718407.75,34.45
953405.88,45.74,32.14,718389.97,34.46
953405.88,45.74,32.14,718389.97,34.46
953790.54,45.76,32.16,718601.22,34.48
953898.09,45.78,32.19,717641.51,34.44
954025.96,45.81,32.21,720459.38,34.6
953889.98,45.83,32.23,720459.38,34.61
953889.98,45.83,32.23,720612.59,34.62
954752.38,45.89,32.29,720797.0,34.65
954805.08,45.91,32.31,720755.66,34.66
954711.89,45.91,32.31,720696.82,34.66
954764.59,45.93,32.33,720489.76,34.66
954628.61,45.95,32.35,720487.63,34.68
954628.61,45.95,32.35,720487.63,34.68
954492.63,45.96,32.36,721700.24,34.75
954101.99,45.95,32.36,721391.86,34.75
954242.39,45.98,32.38,720624.42,34.72
953945.96,45.97,32.37,720189.93,34.71
953854.92,45.99,32.39,718385.17,34.64
953729.76,46.01,32.41,717799.35,34.62
954489.22,46.06,32.47,718030.52,34.65
954981.1,46.1,32.5,718113.62,34.67
954845.12,46.12,32.52,718112.93,34.68
955141.14,46.14,32.55,718106.36,34.69
955555.54,46.19,32.59,719269.3,34.76
955851.56,46.21,32.61,719737.48,34.8
956155.73,46.24,32.64,720066.74,34.82
956019.76,46.25,32.65,719865.61,34.83
955883.78,46.27,32.67,719849.01,34.84
955593.23,46.26,32.67,720492.9,34.88
955457.26,46.28,32.68,720462.46,34.9
955321.28,46.29,32.7,720464.51,34.91
956030.52,46.35,32.75,720600.69,34.94
955734.09,46.34,32.75,720301.58,34.93
955598.12,46.36,32.76,721357.93,35.0
955553.09,46.37,32.77,721448.03,35.01
955417.11,46.38,32.79,721339.83,35.02
955281.13,46.4,32.8,721322.9,35.04
955145.15,46.42,32.82,721623.17,35.07
954873.2,46.45,32.85,722386.81,35.14
954737.22,46.46,32.87,721748.12,35.13
954601.25,46.48,32.88,721652.05,35.14
954465.27,46.5,32.9,721669.94,35.16
954329.29,46.51,32.91,722519.67,35.21
955371.02,46.59,32.99,722770.53,35.24
955414.67,46.59,32.99,722514.12,35.23
955414.67,46.59,32.99,722552.09,35.23
955289.51,46.6,33.01,722441.57,35.25
955342.21,46.63,33.03,722656.61,35.27
955229.98,46.64,33.05,722486.35,35.28
955094.0,46.66,33.06,722481.38,35.3
955094.0,46.66,33.06,722477.18,35.3
955094.0,46.66,33.06,722403.86,35.29
954412.06,46.65,33.05,721721.91,35.28
954464.76,46.67,33.07,721862.71,35.3
955018.23,46.72,33.12,722717.69,35.36
955070.93,46.74,33.14,722754.26,35.37
954934.95,46.76,33.16,724545.57,35.48
954934.95,46.76,33.16,724730.75,35.49
954572.96,46.75,33.15,724339.92,35.47
954625.66,46.77,33.17,724331.55,35.49
954625.66,46.77,33.17,724315.91,35.49
954681.62,46.77,33.18,724552.44,35.5
954545.64,46.79,33.19,726370.3,35.61
954545.64,46.79,33.19,726348.16,35.6
954405.18,46.79,33.19,726030.15,35.59
953914.55,46.78,33.18,725611.79,35.58
953967.25,46.8,33.2,725595.08,35.6
953831.27,46.82,33.22,725672.29,35.62
953695.29,46.83,33.24,725644.7,35.63
953460.71,46.84,33.25,725322.4,35.64
955026.0,46.94,33.35,727368.42,35.75
955026.0,46.94,33.35,727368.42,35.75
954890.02,46.96,33.36,727319.11,35.77
954931.91,46.98,33.38,730165.26,35.92
954795.93,47.0,33.4,730061.16,35.94
955737.13,47.05,33.45,731825.66,36.03
955601.15,47.07,33.47,731947.69,36.05
955465.18,47.08,33.48,731948.17,36.07
955329.2,47.1,33.5,731945.3,36.09
955193.22,47.12,33.52,731911.76,36.1
956216.15,47.17,33.57,732979.07,36.15
956745.67,47.22,33.62,733704.62,36.21
956609.69,47.23,33.63,734000.95,36.24
956473.72,47.25,33.65,733907.55,36.25
956858.38,47.27,33.68,734623.05,36.3
956479.62,47.28,33.68,733834.45,36.27
957127.46,47.33,33.74,733883.19,36.29
956522.46,47.32,33.73,733248.61,36.28
956054.78,47.32,33.73,732395.33,36.25
956054.78,47.32,33.73,732373.19,36.25
955548.65,47.32,33.72,731873.17,36.24
955412.67,47.33,33.74,732010.08,36.27
955276.69,47.35,33.75,731924.54,36.28
955329.4,47.37,33.78,731951.31,36.3
955329.4,47.37,33.78,731951.31,36.3
955519.85,47.4,33.8,733144.09,36.37
955383.87,47.41,33.82,733823.08,36.42
955022.92,47.42,33.82,733077.13,36.4
954726.49,47.41,33.82,732719.05,36.39
954590.52,47.43,33.83,732714.77,36.41
954590.52,47.43,33.83,732714.77,36.41
954921.99,47.46,33.86,733093.38,36.43
955440.62,47.51,33.91,732279.75,36.41
955304.64,47.52,33.93,732423.65,36.44
955168.66,47.54,33.94,732656.99,36.47
955776.79,47.58,33.98,732679.64,36.47
955395.59,47.58,33.98,732132.31,36.46
955259.61,47.6,34.0,731849.6,36.46
955123.63,47.61,34.01,731838.6,36.48
955123.63,47.61,34.01,731838.6,36.48
955314.08,47.64,34.04,732477.89,36.53
955221.37,47.66,34.06,734840.63,36.66
955341.9,47.69,34.09,735003.87,36.69
955341.9,47.69,34.09,734931.23,36.68
955205.92,47.7,34.11,735617.98,36.74
955069.94,47.72,34.12,735951.42,36.77
955069.94,47.72,34.12,735880.42,36.77
954479.93,47.71,34.12,735071.29,36.75
954343.96,47.73,34.13,735277.31,36.78
955249.11,47.8,34.2,735682.91,36.81
955113.13,47.82,34.22,736272.95,36.86
954415.73,47.81,34.21,735517.52,36.84
954869.03,47.84,34.24,735780.04,36.86
957749.4,48.01,34.41,738056.62,37.0
957476.73,48.0,34.41,737684.3,36.99
957104.73,48.0,34.4,737283.2,36.97
956968.75,48.01,34.42,737278.26,36.99
956832.77,48.03,34.43,737279.49,37.01
958125.07,48.12,34.52,738784.64,37.1
957645.31,48.19,34.6,739486.52,37.21
957949.49,48.22,34.62,739489.23,37.22
957949.49,48.22,34.62,739449.55,37.22
958245.51,48.25,34.65,739885.28,37.25
958541.53,48.27,34.68,739855.96,37.26
958405.55,48.29,34.69,739855.96,37.28
958449.2,48.29,34.69,739478.9,37.26
958745.22,48.32,34.72,739769.42,37.28
958609.25,48.34,34.74,739703.33,37.3
958609.25,48.34,34.74,740063.44,37.32
958609.25,48.34,34.74,739805.54,37.3
958970.94,48.36,34.77,740620.03,37.35
959266.96,48.39,34.79,740809.49,37.37
959562.98,48.42,34.82,741083.88,37.39
959427.0,48.43,34.84,741068.53,37.41
959811.66,48.46,34.86,742035.59,37.47
959853.55,48.48,34.89,742079.4,37.48
960238.21,48.51,34.91,741525.22,37.46
959865.92,48.5,34.91,741190.05,37.45
959523.22,48.5,34.9,740816.46,37.44
959387.24,48.52,34.92,740816.46,37.46
959251.27,48.53,34.94,740816.46,37.48
959251.27,48.53,34.94,741378.85,37.51
959251.27,48.53,34.94,741378.85,37.51
959126.11,48.55,34.95,741868.88,37.55
959126.11,48.55,34.95,741868.88,37.55
958674.7,48.55,34.95,741263.84,37.54
958536.95,48.55,34.95,741159.32,37.54
958866.85,48.59,34.99,741717.42,37.58
958866.85,48.59,34.99,741717.42,37.58
958730.87,48.61,35.01,742027.16,37.62
958418.78,48.6,35.0,741665.04,37.61
958471.48,48.62,35.03,741987.45,37.64
958335.5,48.64,35.04,742100.69,37.67
958199.52,48.66,35.06,742410.34,37.7
958063.54,48.68,35.08,741778.42,37.69
957927.57,48.7,35.1,742451.59,37.74
957613.8,48.7,35.1,741775.68,37.72
958973.19,48.77,35.17,744590.13,37.87
958837.21,48.79,35.19,744745.67,37.89
