ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
963,4212,3808300,6212,3808300
963,4212,3809110,6212,3809110
963,4212,3809580,6212,3809580
963,4212,3810580,6212,3810580
963,4212,3811580,6212,3811580
963,4212,3812580,6212,3812580
964,4220,3813580,6212,3813580
964,4220,3814050,6212,3814050
964,4220,3814860,6212,3814860
964,4220,3815670,6212,3815670
964,4220,3815670,6212,3815670
964,4220,3816670,6212,3816670
964,4220,3817670,6212,3817670
964,4220,3817670,6212,3817670
964,4220,3818670,6212,3818670
964,4220,3819670,6212,3819670
964,4220,3820670,6212,3820670
964,4220,3820830,6212,3820830
965,4228,3821830,6212,3821830
965,4228,3822830,6212,3822830
965,4228,3823830,6212,3823830
965,4228,3824830,6212,3824830
965,4228,3825480,6212,3825480
965,4228,3826480,6212,3826480
965,4228,3827480,6212,3827480
965,4228,3828480,6212,3828480
966,4236,3829480,6212,3829480
966,4236,3829480,6212,3829480
966,4236,3830480,6212,3830480
966,4236,3831480,6212,3831480
966,4236,3831480,6212,3831480
966,4236,3832480,6212,3832480
966,4236,3833480,6212,3833480
967,4244,3834480,6212,3834480
967,4244,3834950,6212,3834950
967,4244,3835600,6212,3835600
967,4244,3836600,6212,3836600
967,4244,3837600,6212,3837600
967,4244,3837600,6212,3837600
967,4244,3838600,6212,3838600
967,4244,3839410,6212,3839410
968,4252,3839880,6212,3839880
968,4252,3839880,6212,3839880
968,4252,3840880,6212,3840880
968,4252,3840880,6212,3840880
968,4252,3841880,6212,3841880
968,4252,3842530,6212,3842530
968,4252,3843010,6212,3843010
968,4252,3843010,6212,3843010
968,4252,3844010,6212,3844010
968,4252,3845010,6212,3845010
968,4252,3845010,6212,3845010
968,4252,3846010,6212,3846010
968,4252,3846470,6212,3846470
968,4252,3847120,6212,3847120
969,4260,3848120,6212,3848120
969,4260,3849120,6212,3849120
969,4260,3849230,6212,3849230
969,4260,3849880,6212,3849880
969,4260,3850880,6212,3850880
969,4260,3851340,6212,3851340
969,4260,3852150,6212,3852150
969,4260,3853150,6212,3853150
969,4260,3853150,6212,3853150
969,4260,3854150,6212,3854150
969,4260,3855150,6212,3855150
969,4260,3855150,6212,3855150
970,4268,3856150,6212,3856150
970,4268,3857150,6212,3857150
970,4268,3858150,6212,3858150
970,4268,3858150,6212,3858150
970,4268,3858960,6212,3858960
970,4268,3859770,6212,3859770
970,4268,3860090,6212,3860090
970,4268,3860640,6212,3860640
970,4268,3861640,6212,3861640
970,4268,3861960,6212,3861960
970,4268,3862960,6212,3862960
970,4268,3863430,6212,3863430
971,4276,3864240,6212,3864240
971,4276,3864240,6212,3864240
971,4276,3865050,6212,3865050
971,4276,3865050,6212,3865050
971,4276,3866050,6212,3866050
971,4276,3866050,6212,3866050
971,4276,3867050,6212,3867050
971,4276,3867280,6212,3867280
971,4276,3868280,6212,3868280
971,4276,3869280,6212,3869280
971,4276,3870090,6212,3870090
971,4276,3870740,6212,3870740
972,4284,3871740,6212,3871740
972,4284,3872390,6212,3872390
972,4284,3873040,6212,3873040
972,4284,3874040,6212,3874040
972,4284,3874850,6212,3874850
972,4284,3874850,6212,3874850
972,4284,3875170,6212,3875170
972,4284,3876170,6212,3876170
972,4284,3877170,6212,3877170
972,4284,3878170,6212,3878170
973,4292,3879170,6212,3879170
973,4292,3880170,6212,3880170
973,4292,3881170,6212,3881170
973,4292,3882170,6212,3882170
973,4292,3883170,6212,3883170
973,4292,3884170,6212,3884170
973,4292,3884540,6212,3884540
973,4292,3884860,6212,3884860
973,4292,3885670,6212,3885670
974,4300,3893670,6212,3893670
974,4300,3893670,6212,3893670
974,4300,3894670,6212,3894670
975,4308,3895480,6212,3895480
975,4308,3896480,6212,3896480
975,4308,3896950,6212,3896950
975,4308,3897760,6212,3897760
975,4308,3898230,6212,3898230
975,4308,3899040,6212,3899040
975,4308,3899040,6212,3899040
975,4308,3900040,6212,3900040
975,4308,3901040,6212,3901040
975,4308,3901510,6212,3901510
976,4316,3902320,6212,3902320
976,4316,3903320,6212,3903320
976,4316,3904320,6212,3904320
976,4316,3904320,6212,3904320
976,4316,3904640,6212,3904640
976,4316,3905110,6212,3905110
976,4316,3905110,6212,3905110
976,4316,3906110,6212,3906110
976,4316,3906920,6212,3906920
976,4316,3907730,6212,3907730
976,4316,3908200,6212,3908200
976,4316,3908200,6212,3908200
976,4316,3909010,6212,3909010
977,4324,3910010,6212,3910010
977,4324,3911010,6212,3911010
977,4324,3912010,6212,3912010
977,4324,3913010,6212,3913010
977,4324,3914010,6212,3914010
977,4324,3914010,6212,3914010
977,4324,3915010,6212,3915010
977,4324,3916010,6212,3916010
977,4324,3917010,6212,3917010
977,4324,3917010,6212,3917010
977,4324,3917480,6212,3917480
978,4332,3918480,6212,3918480
978,4332,3919480,6212,3919480
978,4332,3920290,6212,3920290
978,4332,3920610,6212,3920610
978,4332,3921610,6212,3921610
978,4332,3922610,6212,3922610
978,4332,3923610,6212,3923610
978,4332,3924610,6212,3924610
978,4332,3925420,6212,3925420
978,4332,3925580,6212,3925580
979,4340,3926050,6212,3926050
979,4340,3927050,6212,3927050
979,4340,3928050,6212,3928050
979,4340,3929050,6212,3929050
979,4340,3930050,6212,3930050
979,4340,3930050,6212,3930050
979,4340,3931050,6212,3931050
979,4340,3932050,6212,3932050
979,4340,3932520,6212,3932520
979,4340,3933330,6212,3933330
980,4348,3934330,6212,3934330
980,4348,3935330,6212,3935330
980,4348,3936330,6212,3936330
980,4348,3937330,6212,3937330
980,4348,3938140,6212,3938140
980,4348,3938950,6212,3938950
980,4348,3938950,6212,3938950
980,4348,3938950,6212,3938950
980,4348,3939950,6212,3939950
980,4348,3940950,6212,3940950
980,4348,3940950,6212,3940950
981,4356,3941950,6212,3941950
981,4356,3942110,6212,3942110
981,4356,3943110,6212,3943110
981,4356,3944110,6212,3944110
981,4356,3944110,6212,3944110
981,4356,3945110,6212,3945110
981,4356,3945580,6212,3945580
981,4356,3946580,6212,3946580
981,4356,3947580,6212,3947580
981,4356,3947580,6212,3947580
981,4356,3948580,6212,3948580
982,4364,3949580,6212,3949580
982,4364,3950580,6212,3950580
982,4364,3951050,6212,3951050
982,4364,3951050,6212,3951050
982,4364,3951700,6212,3951700
982,4364,3952510,6212,3952510
982,4364,3952510,6212,3952510
982,4364,3953510,6212,3953510
982,4364,3954510,6212,3954510
982,4364,3955320,6212,3955320
983,4372,3956320,6212,3956320
983,4372,3956640,6212,3956640
983,4372,3957290,6212,3957290
983,4372,3958290,6212,3958290
983,4372,3959290,6212,3959290
983,4372,3960290,6212,3960290
983,4372,3960510,6212,3960510
983,4372,3961510,6212,3961510
983,4372,3962510,6212,3962510
983,4372,3962860,6212,3962860
983,4372,3963860,6212,3963860
983,4372,3963860,6212,3963860
984,4380,3964860,6212,3964860
984,4380,3965860,6212,3965860
984,4380,3966090,6212,3966090
984,4380,3966560,6212,3966560
984,4380,3967560,6212,3967560
984,4380,3968560,6212,3968560
984,4380,3968880,6212,3968880
984,4380,3969880,6212,3969880
984,4380,3970880,6212,3970880
984,4380,3971880,6212,3971880
984,4380,3972350,6212,3972350
985,4388,3973350,6212,3973350
985,4388,3974160,6212,3974160
985,4388,3974390,6212,3974390
985,4388,3974860,6212,3974860
985,4388,3975860,6212,3975860
985,4388,3976180,6212,3976180
985,4388,3976650,6212,3976650
985,4388,3977650,6212,3977650
985,4388,3978110,6212,3978110
985,4388,3979110,6212,3979110
985,4388,3980110,6212,3980110
986,4396,3980580,6212,3980580
986,4396,3981580,6212,3981580
986,4396,3981900,6212,3981900
986,4396,3982900,6212,3982900
986,4396,3983900,6212,3983900
986,4396,3984900,6212,3984900
986,4396,3985710,6212,3985710
987,4404,3986710,6212,3986710
987,4404,3986710,6212,3986710
987,4404,3987710,6212,3987710
987,4404,3987710,6212,3987710
987,4404,3988520,6212,3988520
987,4404,3988750,6212,3988750
987,4404,3989750,6212,3989750
987,4404,3990220,6212,3990220
987,4404,3991220,6212,3991220
987,4404,3992220,6212,3992220
987,4404,3992220,6212,3992220
987,4404,3993220,6212,3993220
987,4404,3994220,6212,3994220
987,4404,3994220,6212,3994220
987,4404,3995220,6212,3995220
988,4412,3996220,6212,3996220
988,4412,3997220,6212,3997220
988,4412,3997220,6212,3997220
988,4412,3998220,6212,3998220
988,4412,3999220,6212,3999220
988,4412,3999220,6212,3999220
988,4412,3999870,6212,3999870
988,4412,4000870,6212,4000870
989,4420,4008870,6212,4008870
989,4420,4008870,6212,4008870
990,4428,4009870,6212,4009870
990,4428,4010520,6212,4010520
990,4428,4010520,6212,4010520
990,4428,4011520,6212,4011520
990,4428,4012520,6212,4012520
990,4428,4012520,6212,4012520
990,4428,4012750,6212,4012750
990,4428,4013750,6212,4013750
990,4428,4014210,6212,4014210
990,4428,4015210,6212,4015210
991,4436,4016210,6212,4016210
991,4436,4016210,6212,4016210
991,4436,4017210,6212,4017210
991,4436,4017370,6212,4017370
991,4436,4017840,6212,4017840
992,4444,4025840,6212,4025840
992,4444,4026840,6212,4026840
992,4444,4026840,6212,4026840
992,4444,4027310,6212,4027310
992,4444,4028310,6212,4028310
992,4444,4029310,6212,4029310
992,4444,4030310,6212,4030310
992,4444,4031310,6212,4031310
993,4452,4032310,6212,4032310
993,4452,4032780,6212,4032780
993,4452,4032780,6212,4032780
993,4452,4033590,6212,4033590
993,4452,4034590,6212,4034590
993,4452,4034590,6212,4034590
993,4452,4034590,6212,4034590
993,4452,4035050,6212,4035050
993,4452,4036050,6212,4036050
993,4452,4036520,6212,4036520
993,4452,4037330,6212,4037330
993,4452,4038330,6212,4038330
993,4452,4038330,6212,4038330
993,4452,4039330,6212,4039330
993,4452,4040330,6212,4040330
993,4452,4040550,6212,4040550
993,4452,4041360,6212,4041360
994,4460,4042170,6212,4042170
994,4460,4043170,6212,4043170
994,4460,4043980,6212,4043980
994,4460,4044300,6212,4044300
994,4460,4045300,6212,4045300
994,4460,4045770,6212,4045770
994,4460,4046770,6212,4046770
994,4460,4047250,6212,4047250
994,4460,4048250,6212,4048250
995,4468,4049060,6212,4049060
995,4468,4050060,6212,4050060
995,4468,4051060,6212,4051060
995,4468,4051060,6212,4051060
995,4468,4052060,6212,4052060
995,4468,4053060,6212,4053060
995,4468,4053870,6212,4053870
995,4468,4054870,6212,4054870
995,4468,4055870,6212,4055870
996,4476,4056870,6212,4056870
996,4476,4057870,6212,4057870
996,4476,4058870,6212,4058870
996,4476,4059190,6212,4059190
996,4476,4060190,6212,4060190
996,4476,4060660,6212,4060660
996,4476,4061660,6212,4061660
996,4476,4062660,6212,4062660
996,4476,4063130,6212,4063130
997,4484,4064130,6212,4064130
997,4484,4064940,6212,4064940
997,4484,4065940,6212,4065940
997,4484,4066940,6212,4066940
997,4484,4067940,6212,4067940
997,4484,4068750,6212,4068750
997,4484,4069750,6212,4069750
997,4484,4070400,6212,4070400
997,4484,4070720,6212,4070720
997,4484,4071720,6212,4071720
998,4492,4072180,6212,4072180
998,4492,4073180,6212,4073180
998,4492,4074180,6212,4074180
998,4492,4074830,6212,4074830
998,4492,4074990,6212,4074990
998,4492,4075990,6212,4075990
998,4492,4076800,6212,4076800
998,4492,4077020,6212,4077020
998,4492,4078020,6212,4078020
998,4492,4078610,6212,4078610
999,4500,4079610,6212,4079610
999,4500,4080610,6212,4080610
999,4500,4081420,6212,4081420
999,4500,4082420,6212,4082420
999,4500,4082420,6212,4082420
999,4500,4083420,6212,4083420
999,4500,4084230,6212,4084230
999,4500,4085040,6212,4085040
999,4500,4086040,6212,4086040
1000,4508,4086260,6212,4086260
1000,4508,4087260,6212,4087260
1000,4508,4088070,6212,4088070
1000,4508,4088070,6212,4088070
1000,4508,4088070,6212,4088070
1000,4508,4089070,6212,4089070
1000,4508,4090070,6212,4090070
1000,4508,4090660,6212,4090660
1000,4508,4091660,6212,4091660
1000,4508,4091660,6212,4091660
1000,4508,4092660,6212,4092660
1000,4508,4093470,6212,4093470
1001,4516,4094470,6212,4094470
1001,4516,4095470,6212,4095470
1001,4516,4095940,6212,4095940
1001,4516,4096940,6212,4096940
1001,4516,4097940,6212,4097940
1001,4516,4098940,6212,4098940
1001,4516,4099490,6212,4099490
1001,4516,4100490,6212,4100490
1002,4524,4100960,6212,4100960
1002,4524,4100960,6212,4100960
1002,4524,4101610,6212,4101610
1002,4524,4102080,6212,4102080
1002,4524,4102080,6212,4102080
1002,4524,4102550,6212,4102550
1002,4524,4102780,6212,4102780
1002,4524,4103780,6212,4103780
1002,4524,4103780,6212,4103780
1002,4524,4104780,6212,4104780
1002,4524,4104780,6212,4104780
1002,4524,4105010,6212,4105010
1002,4524,4105010,6212,4105010
1002,4524,4105010,6212,4105010
1002,4524,4106010,6212,4106010
1003,4532,4107010,6212,4107010
1003,4532,4108010,6212,4108010
1003,4532,4109010,6212,4109010
1003,4532,4109330,6212,4109330
1003,4532,4109980,6212,4109980
1003,4532,4110790,6212,4110790
1003,4532,4111380,6212,4111380
1003,4532,4111540,6212,4111540
1003,4532,4111540,6212,4111540
1003,4532,4112010,6212,4112010
1003,4532,4113010,6212,4113010
1003,4532,4114010,6212,4114010
1003,4532,4114480,6212,4114480
1004,4540,4115480,6212,4115480
1004,4540,4116480,6212,4116480
1004,4540,4117480,6212,4117480
1004,4540,4117480,6212,4117480
1004,4540,4118480,6212,4118480
1004,4540,4119290,6212,4119290
1004,4540,4120100,6212,4120100
1004,4540,4120420,6212,4120420
1004,4540,4121420,6212,4121420
1004,4540,4122420,6212,4122420
1005,4548,4123230,6212,4123230
1005,4548,4123450,6212,4123450
1005,4548,4124260,6212,4124260
1005,4548,4125260,6212,4125260
1005,4548,4126260,6212,4126260
1005,4548,4127260,6212,4127260
1005,4548,4127590,6212,4127590
1005,4548,4128590,6212,4128590
1005,4548,4129060,6212,4129060
1005,4548,4129530,6212,4129530
1006,4556,4130530,6212,4130530
1006,4556,4131080,6212,4131080
1006,4556,4132080,6212,4132080
1006,4556,4132310,6212,4132310
1006,4556,4133310,6212,4133310
1006,4556,4133310,6212,4133310
1006,4556,4134310,6212,4134310
1006,4556,4134310,6212,4134310
1006,4556,4135310,6212,4135310
1006,4556,4136310,6212,4136310
1006,4556,4137310,6212,4137310
1007,4564,4137780,6212,4137780
1007,4564,4137780,6212,4137780
1007,4564,4138780,6212,4138780
1007,4564,4139780,6212,4139780
1007,4564,4140780,6212,4140780
1007,4564,4141780,6212,4141780
1007,4564,4142780,6212,4142780
1007,4564,4143780,6212,4143780
1007,4564,4144780,6212,4144780
1008,4572,4145590,6212,4145590
1008,4572,4146590,6212,4146590
1008,4572,4146590,6212,4146590
1008,4572,4147590,6212,4147590
1008,4572,4147590,6212,4147590
1008,4572,4147590,6212,4147590
1008,4572,4148590,6212,4148590
1008,4572,4148590,6212,4148590
1008,4572,4149590,6212,4149590
1008,4572,4150240,6212,4150240
1008,4572,4151240,6212,4151240
1008,4572,4151890,6212,4151890
1009,4580,4152890,6212,4152890
1009,4580,4153540,6212,4153540
1009,4580,4154000,6212,4154000
1009,4580,4154810,6212,4154810
1009,4580,4155810,6212,4155810
1009,4580,4156280,6212,4156280
1009,4580,4156500,6212,4156500
1009,4580,4157500,6212,4157500
1009,4580,4158500,6212,4158500
1009,4580,4159500,6212,4159500
1010,4588,4159970,6212,4159970
1010,4588,4160440,6212,4160440
1010,4588,4160440,6212,4160440
1010,4588,4161440,6212,4161440
1010,4588,4161440,6212,4161440
1010,4588,4162440,6212,4162440
1010,4588,4163250,6212,4163250
1010,4588,4164250,6212,4164250
1010,4588,4165250,6212,4165250
1010,4588,4166250,6212,4166250
1010,4588,4166720,6212,4166720
1010,4588,4166720,6212,4166720
1011,4596,4167720,6212,4167720
1011,4596,4168190,6212,4168190
1011,4596,4169000,6212,4169000
1011,4596,4169470,6212,4169470
1011,4596,4169470,6212,4169470
1011,4596,4170470,6212,4170470
1011,4596,4171280,6212,4171280
1011,4596,4172280,6212,4172280
1011,4596,4172280,6212,4172280
1011,4596,4173280,6212,4173280
1011,4596,4173650,6212,4173650
1011,4596,4173650,6212,4173650
1011,4596,4173650,6212,4173650
1011,4596,4173970,6212,4173970
1011,4596,4174190,6212,4174190
1011,4596,4174840,6212,4174840
1012,4604,4175310,6212,4175310
1012,4604,4176310,6212,4176310
1012,4604,4177120,6212,4177120
1012,4604,4177120,6212,4177120
1012,4604,4178120,6212,4178120
1012,4604,4179120,6212,4179120
1012,4604,4179770,6212,4179770
1012,4604,4179770,6212,4179770
1012,4604,4180770,6212,4180770
1012,4604,4181770,6212,4181770
1012,4604,4181770,6212,4181770
1012,4604,4182090,6212,4182090
1012,4604,4182460,6212,4182460
1012,4604,4182620,6212,4182620
1013,4612,4183080,6212,4183080
1013,4612,4184080,6212,4184080
1013,4612,4184080,6212,4184080
1013,4612,4184080,6212,4184080
1013,4612,4185080,6212,4185080
1013,4612,4185890,6212,4185890
1013,4612,4186890,6212,4186890
1013,4612,4187890,6212,4187890
1013,4612,4188700,6212,4188700
1013,4612,4189510,6212,4189510
1014,4620,4190320,6212,4190320
1014,4620,4190540,6212,4190540
1014,4620,4191000,6212,4191000
1014,4620,4191320,6212,4191320
1014,4620,4191320,6212,4191320
1014,4620,4192130,6212,4192130
1014,4620,4192600,6212,4192600
1014,4620,4192600,6212,4192600
1014,4620,4193410,6212,4193410
1014,4620,4193730,6212,4193730
1014,4620,4194380,6212,4194380
1014,4620,4195380,6212,4195380
1014,4620,4195380,6212,4195380
1014,4620,4196380,6212,4196380
1014,4620,4197380,6212,4197380
1015,4628,4198380,6212,4198380
1015,4628,4199380,6212,4199380
1015,4628,4199380,6212,4199380
1015,4628,4199700,6212,4199700
1015,4628,4200510,6212,4200510
1015,4628,4201510,6212,4201510
1015,4628,4202510,6212,4202510
1015,4628,4202510,6212,4202510
1015,4628,4203510,6212,4203510
1015,4628,4204320,6212,4204320
1015,4628,4204430,6212,4204430
1016,4636,4205240,6212,4205240
1016,4636,4206240,6212,4206240
1016,4636,4206240,6212,4206240
1016,4636,4207240,6212,4207240
1016,4636,4207790,6212,4207790
1016,4636,4208600,6212,4208600
1016,4636,4208920,6212,4208920
1016,4636,4209920,6212,4209920
1016,4636,4210920,6212,4210920
1016,4636,4211920,6212,4211920
1016,4636,4212570,6212,4212570
1017,4644,4213570,6212,4213570
1017,4644,4214040,6212,4214040
1017,4644,4215040,6212,4215040
1017,4644,4215510,6212,4215510
1017,4644,4215970,6212,4215970
1017,4644,4216970,6212,4216970
1017,4644,4217970,6212,4217970
1017,4644,4218440,6212,4218440
1017,4644,4219440,6212,4219440
1017,4644,4220440,6212,4220440
1018,4652,4221440,6212,4221440
1018,4652,4221760,6212,4221760
1018,4652,4222760,6212,4222760
1018,4652,4223230,6212,4223230
1018,4652,4224230,6212,4224230
1018,4652,4225230,6212,4225230
1018,4652,4226230,6212,4226230
1018,4652,4228230,6212,4228230
1019,4660,4229230,6212,4229230
1019,4660,4230230,6212,4230230
1019,4660,4231230,6212,4231230
1019,4660,4232230,6212,4232230
1019,4660,4233230,6212,4233230
1019,4660,4233230,6212,4233230
1019,4660,4233230,6212,4233230
1019,4660,4234230,6212,4234230
1019,4660,4235040,6212,4235040
1019,4660,4236040,6212,4236040
1020,4668,4237040,6212,4237040
1020,4668,4237040,6212,4237040
1020,4668,4237040,6212,4237040
1020,4668,4238040,6212,4238040
1020,4668,4238850,6212,4238850
1020,4668,4239850,6212,4239850
1020,4668,4240660,6212,4240660
1020,4668,4241660,6212,4241660
1020,4668,4241660,6212,4241660
1020,4668,4242120,6212,4242120
1020,4668,4242930,6212,4242930
1020,4668,4242930,6212,4242930
1020,4668,4242930,6212,4242930
1021,4676,4243930,6212,4243930
1021,4676,4243930,6212,4243930
1021,4676,4244160,6212,4244160
1021,4676,4244810,6212,4244810
1021,4676,4245620,6212,4245620
1021,4676,4246620,6212,4246620
1021,4676,4247620,6212,4247620
1021,4676,4248620,6212,4248620
1021,4676,4249620,6212,4249620
1021,4676,4249620,6212,4249620
1021,4676,4250620,6212,4250620
1022,4684,4251430,6212,4251430
1022,4684,4252430,6212,4252430
1022,4684,4252650,6212,4252650
1022,4684,4253650,6212,4253650
1022,4684,4254650,6212,4254650
1022,4684,4255650,6212,4255650
1022,4684,4256650,6212,4256650
1022,4684,4256650,6212,4256650
1022,4684,4257650,6212,4257650
1022,4684,4258650,6212,4258650
1023,4692,4259650,6212,4259650
1023,4692,4259970,6212,4259970
1023,4692,4260970,6212,4260970
1023,4692,4261970,6212,4261970
1023,4692,4262780,6212,4262780
1023,4692,4263780,6212,4263780
1023,4692,4263780,6212,4263780
1023,4692,4264590,6212,4264590
1023,4692,4265590,6212,4265590
1023,4692,4266590,6212,4266590
1024,4700,4267400,6212,4267400
1024,4700,4267400,6212,4267400
1024,4700,4268050,6212,4268050
1024,4700,4269050,6212,4269050
1024,4700,4270050,6212,4270050
1024,4700,4270370,6212,4270370
1024,4700,4271370,6212,4271370
1024,4700,4271370,6212,4271370
1024,4700,4271840,6212,4271840
1024,4700,4272840,6212,4272840
1024,4700,4273840,6212,4273840
1024,4700,4274840,6212,4274840
1024,4700,4275160,6212,4275160
1025,4708,4275970,6212,4275970
1025,4708,4276970,6212,4276970
1025,4708,4277970,6212,4277970
1025,4708,4277970,6212,4277970
1025,4708,4278620,6212,4278620
1025,4708,4279620,6212,4279620
1025,4708,4280620,6212,4280620
1025,4708,4280620,6212,4280620
1025,4708,4281620,6212,4281620
1025,4708,4282620,6212,4282620
1025,4708,4282620,6212,4282620
1026,4716,4283620,6212,4283620
1026,4716,4284620,6212,4284620
1026,4716,4285620,6212,4285620
1026,4716,4286620,6212,4286620
1026,4716,4287620,6212,4287620
1026,4716,4287990,6212,4287990
1026,4716,4288990,6212,4288990
1026,4716,4289460,6212,4289460
1026,4716,4289930,6212,4289930
1026,4716,4290930,6212,4290930
1027,4724,4291930,6212,4291930
1027,4724,4292930,6212,4292930
1028,4732,4296930,6212,4296930
1028,4732,4297390,6212,4297390
1028,4732,4297390,6212,4297390
1028,4732,4297860,6212,4297860
1028,4732,4298330,6212,4298330
1028,4732,4299330,6212,4299330
1028,4732,4299330,6212,4299330
1028,4732,4299800,6212,4299800
1028,4732,4300800,6212,4300800
1028,4732,4300800,6212,4300800
1028,4732,4300800,6212,4300800
1028,4732,4301150,6212,4301150
1028,4732,4301620,6212,4301620
1028,4732,4302090,6212,4302090
1029,4740,4303090,6212,4303090
1029,4740,4303410,6212,4303410
1029,4740,4304220,6212,4304220
1029,4740,4304540,6212,4304540
1029,4740,4305090,6212,4305090
1029,4740,4305560,6212,4305560
1029,4740,4306560,6212,4306560
1029,4740,4307560,6212,4307560
1029,4740,4307560,6212,4307560
1029,4740,4307560,6212,4307560
1029,4740,4308560,6212,4308560
1029,4740,4308560,6212,4308560
1029,4740,4309370,6212,4309370
1029,4740,4309530,6212,4309530
1029,4740,4310530,6212,4310530
1029,4740,4310530,6212,4310530
1030,4748,4311530,6212,4311530
1030,4748,4312000,6212,4312000
1030,4748,4312810,6212,4312810
1030,4748,4313810,6212,4313810
1030,4748,4314810,6212,4314810
1030,4748,4315810,6212,4315810
1030,4748,4316810,6212,4316810
1030,4748,4317620,6212,4317620
1030,4748,4317620,6212,4317620
1030,4748,4318620,6212,4318620
1030,4748,4319430,6212,4319430
1030,4748,4319430,6212,4319430
1031,4756,4319650,6212,4319650
1031,4756,4319650,6212,4319650
1031,4756,4320460,6212,4320460
1031,4756,4321460,6212,4321460
1031,4756,4322460,6212,4322460
1031,4756,4323460,6212,4323460
1031,4756,4324460,6212,4324460
1031,4756,4324460,6212,4324460
1031,4756,4325460,6212,4325460
1031,4756,4326460,6212,4326460
1032,4764,4327270,6212,4327270
1032,4764,4328270,6212,4328270
1032,4764,4329270,6212,4329270
1032,4764,4330270,6212,4330270
1032,4764,4331270,6212,4331270
1032,4764,4331270,6212,4331270
1032,4764,4332270,6212,4332270
1033,4772,4340270,6212,4340270
1033,4772,4340500,6212,4340500
1033,4772,4341500,6212,4341500
1033,4772,4342500,6212,4342500
1033,4772,4343050,6212,4343050
1034,4780,4343860,6212,4343860
1034,4780,4344860,6212,4344860
1034,4780,4345860,6212,4345860
1034,4780,4346670,6212,4346670
1034,4780,4347140,6212,4347140
1034,4780,4348140,6212,4348140
1034,4780,4348600,6212,4348600
1034,4780,4349410,6212,4349410
1035,4788,4350410,6212,4350410
1035,4788,4351410,6212,4351410
1035,4788,4351410,6212,4351410
1035,4788,4352410,6212,4352410
1035,4788,4353220,6212,4353220
1035,4788,4354220,6212,4354220
1035,4788,4354680,6212,4354680
1035,4788,4355680,6212,4355680
1036,4796,4359680,6212,4359680
1036,4796,4360680,6212,4360680
1036,4796,4361680,6212,4361680
1036,4796,4361680,6212,4361680
1036,4796,4361680,6212,4361680
1036,4796,4361680,6212,4361680
1036,4796,4362680,6212,4362680
1036,4796,4363490,6212,4363490
1036,4796,4364490,6212,4364490
1036,4796,4365300,6212,4365300
1036,4796,4365770,6212,4365770
1037,4804,4366420,6212,4366420
1037,4804,4367420,6212,4367420
1037,4804,4368420,6212,4368420
1037,4804,4368880,6212,4368880
1037,4804,4369880,6212,4369880
1037,4804,4370880,6212,4370880
1037,4804,4371880,6212,4371880
1037,4804,4372880,6212,4372880
1037,4804,4373350,6212,4373350
1037,4804,4373670,6212,4373670
1038,4812,4374670,6212,4374670
1038,4812,4375480,6212,4375480
1038,4812,4376480,6212,4376480
1038,4812,4377480,6212,4377480
1038,4812,4378480,6212,4378480
1038,4812,4378800,6212,4378800
1038,4812,4379270,6212,4379270
1038,4812,4380270,6212,4380270
1039,4820,4382270,6212,4382270
1039,4820,4383270,6212,4383270
1039,4820,4383270,6212,4383270
1039,4820,4383740,6212,4383740
1039,4820,4384210,6212,4384210
1039,4820,4384860,6212,4384860
1039,4820,4385860,6212,4385860
1039,4820,4386860,6212,4386860
1039,4820,4387860,6212,4387860
1039,4820,4388860,6212,4388860
1040,4828,4389670,6212,4389670
1040,4828,4390670,6212,4390670
1040,4828,4391670,6212,4391670
1040,4828,4392670,6212,4392670
1040,4828,4392670,6212,4392670
1040,4828,4393670,6212,4393670
1040,4828,4394140,6212,4394140
1040,4828,4395140,6212,4395140
1040,4828,4395460,6212,4395460
1040,4828,4396270,6212,4396270
1040,4828,4396270,6212,4396270
1041,4836,4396590,6212,4396590
1041,4836,4397590,6212,4397590
1041,4836,4398590,6212,4398590
1041,4836,4399590,6212,4399590
1041,4836,4399700,6212,4399700
1041,4836,4401700,6212,4401700
1041,4836,4402510,6212,4402510
1041,4836,4402560,6212,4402560
1041,4836,4403370,6212,4403370
1042,4844,4404370,6212,4404370
1042,4844,4404370,6212,4404370
1042,4844,4404700,6212,4404700
1042,4844,4405700,6212,4405700
1042,4844,4406700,6212,4406700
1042,4844,4407510,6212,4407510
1042,4844,4407510,6212,4407510
1042,4844,4408510,6212,4408510
1042,4844,4409510,6212,4409510
1042,4844,4409980,6212,4409980
1042,4844,4410980,6212,4410980
1043,4852,4411980,6212,4411980
1043,4852,4412790,6212,4412790
1043,4852,4413260,6212,4413260
