ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
758,2572,2245040,6212,2245040
758,2572,2245510,6212,2245510
758,2572,2246320,6212,2246320
758,2572,2247320,6212,2247320
758,2572,2248130,6212,2248130
758,2572,2249130,6212,2249130
758,2572,2249780,6212,2249780
758,2572,2250590,6212,2250590
758,2572,2250910,6212,2250910
758,2572,2251500,6212,2251500
759,2580,2252500,6212,2252500
759,2580,2252500,6212,2252500
759,2580,2252820,6212,2252820
759,2580,2253040,6212,2253040
759,2580,2253040,6212,2253040
759,2580,2253360,6212,2253360
759,2580,2254360,6212,2254360
759,2580,2255360,6212,2255360
759,2580,2256360,6212,2256360
760,2588,2264360,6212,2264360
760,2588,2264820,6212,2264820
760,2588,2265140,6212,2265140
760,2588,2265370,6212,2265370
760,2588,2265840,6212,2265840
760,2588,2265840,6212,2265840
760,2588,2266310,6212,2266310
760,2588,2266540,6212,2266540
760,2588,2267350,6212,2267350
760,2588,2268350,6212,2268350
760,2588,2269350,6212,2269350
761,2596,2269900,6212,2269900
761,2596,2270900,6212,2270900
761,2596,2271130,6212,2271130
761,2596,2271940,6212,2271940
761,2596,2272940,6212,2272940
761,2596,2273940,6212,2273940
761,2596,2274940,6212,2274940
761,2596,2275530,6212,2275530
761,2596,2276530,6212,2276530
762,2604,2277530,6212,2277530
762,2604,2278530,6212,2278530
762,2604,2278530,6212,2278530
762,2604,2279340,6212,2279340
762,2604,2280340,6212,2280340
762,2604,2281340,6212,2281340
762,2604,2281340,6212,2281340
762,2604,2282340,6212,2282340
762,2604,2283340,6212,2283340
762,2604,2284340,6212,2284340
762,2604,2284340,6212,2284340
763,2612,2285150,6212,2285150
763,2612,2286150,6212,2286150
763,2612,2287150,6212,2287150
763,2612,2287150,6212,2287150
763,2612,2287370,6212,2287370
763,2612,2288370,6212,2288370
763,2612,2289370,6212,2289370
763,2612,2290370,6212,2290370
763,2612,2291370,6212,2291370
763,2612,2292370,6212,2292370
764,2620,2293020,6212,2293020
764,2620,2294020,6212,2294020
764,2620,2294830,6212,2294830
764,2620,2295300,6212,2295300
764,2620,2296110,6212,2296110
764,2620,2296920,6212,2296920
764,2620,2297390,6212,2297390
764,2620,2297390,6212,2297390
764,2620,2297390,6212,2297390
764,2620,2297620,6212,2297620
764,2620,2298620,6212,2298620
764,2620,2299620,6212,2299620
765,2628,2300430,6212,2300430
765,2628,2301430,6212,2301430
765,2628,2301750,6212,2301750
765,2628,2302750,6212,2302750
765,2628,2303750,6212,2303750
765,2628,2303750,6212,2303750
765,2628,2304750,6212,2304750
765,2628,2305560,6212,2305560
765,2628,2305560,6212,2305560
765,2628,2306560,6212,2306560
765,2628,2307560,6212,2307560
766,2636,2308560,6212,2308560
766,2636,2309560,6212,2309560
766,2636,2309560,6212,2309560
766,2636,2310030,6212,2310030
766,2636,2310260,6212,2310260
766,2636,2310260,6212,2310260
766,2636,2311070,6212,2311070
766,2636,2311530,6212,2311530
766,2636,2312340,6212,2312340
766,2636,2313340,6212,2313340
766,2636,2314150,6212,2314150
767,2644,2314740,6212,2314740
767,2644,2315740,6212,2315740
767,2644,2316740,6212,2316740
767,2644,2317330,6212,2317330
767,2644,2317800,6212,2317800
767,2644,2318610,6212,2318610
767,2644,2319420,6212,2319420
767,2644,2319580,6212,2319580
767,2644,2320390,6212,2320390
767,2644,2320390,6212,2320390
767,2644,2321040,6212,2321040
768,2652,2322040,6212,2322040
768,2652,2323040,6212,2323040
768,2652,2324040,6212,2324040
768,2652,2324040,6212,2324040
768,2652,2325040,6212,2325040
768,2652,2326040,6212,2326040
768,2652,2327040,6212,2327040
768,2652,2328040,6212,2328040
768,2652,2328510,6212,2328510
768,2652,2328510,6212,2328510
768,2652,2328740,6212,2328740
769,2660,2329740,6212,2329740
769,2660,2330210,6212,2330210
769,2660,2331210,6212,2331210
769,2660,2331680,6212,2331680
769,2660,2332680,6212,2332680
769,2660,2333140,6212,2333140
769,2660,2333610,6212,2333610
769,2660,2334610,6212,2334610
769,2660,2334610,6212,2334610
769,2660,2335080,6212,2335080
770,2668,2336080,6212,2336080
770,2668,2337080,6212,2337080
770,2668,2338080,6212,2338080
770,2668,2339080,6212,2339080
770,2668,2339550,6212,2339550
770,2668,2340360,6212,2340360
770,2668,2341360,6212,2341360
770,2668,2342360,6212,2342360
770,2668,2343360,6212,2343360
771,2676,2344170,6212,2344170
771,2676,2344980,6212,2344980
771,2676,2344980,6212,2344980
771,2676,2344980,6212,2344980
771,2676,2348980,6212,2348980
771,2676,2349630,6212,2349630
771,2676,2350630,6212,2350630
772,2684,2351630,6212,2351630
772,2684,2351630,6212,2351630
772,2684,2352630,6212,2352630
772,2684,2353630,6212,2353630
772,2684,2354630,6212,2354630
772,2684,2355000,6212,2355000
772,2684,2355000,6212,2355000
772,2684,2355000,6212,2355000
772,2684,2356000,6212,2356000
772,2684,2356810,6212,2356810
772,2684,2357460,6212,2357460
772,2684,2358270,6212,2358270
773,2692,2358740,6212,2358740
773,2692,2358740,6212,2358740
773,2692,2359390,6212,2359390
773,2692,2360390,6212,2360390
773,2692,2360390,6212,2360390
773,2692,2361390,6212,2361390
773,2692,2361610,6212,2361610
773,2692,2362610,6212,2362610
773,2692,2362610,6212,2362610
773,2692,2362610,6212,2362610
773,2692,2363610,6212,2363610
773,2692,2364160,6212,2364160
773,2692,2365160,6212,2365160
774,2700,2365620,6212,2365620
774,2700,2365620,6212,2365620
774,2700,2366620,6212,2366620
774,2700,2367090,6212,2367090
774,2700,2368090,6212,2368090
774,2700,2368560,6212,2368560
774,2700,2369560,6212,2369560
774,2700,2370030,6212,2370030
774,2700,2371030,6212,2371030
774,2700,2371840,6212,2371840
775,2708,2372840,6212,2372840
775,2708,2373000,6212,2373000
775,2708,2374000,6212,2374000
775,2708,2374000,6212,2374000
775,2708,2375000,6212,2375000
775,2708,2376000,6212,2376000
775,2708,2377000,6212,2377000
775,2708,2378000,6212,2378000
775,2708,2378590,6212,2378590
775,2708,2379060,6212,2379060
775,2708,2379540,6212,2379540
775,2708,2380540,6212,2380540
776,2716,2381540,6212,2381540
776,2716,2382010,6212,2382010
776,2716,2383010,6212,2383010
776,2716,2384010,6212,2384010
776,2716,2385010,6212,2385010
776,2716,2385480,6212,2385480
776,2716,2386480,6212,2386480
776,2716,2387480,6212,2387480
777,2724,2388480,6212,2388480
777,2724,2389480,6212,2389480
777,2724,2390480,6212,2390480
777,2724,2391290,6212,2391290
777,2724,2392290,6212,2392290
777,2724,2392750,6212,2392750
777,2724,2393750,6212,2393750
777,2724,2394750,6212,2394750
777,2724,2395750,6212,2395750
777,2724,2395980,6212,2395980
777,2724,2395980,6212,2395980
778,2732,2396980,6212,2396980
778,2732,2397440,6212,2397440
779,2740,2405440,6212,2405440
779,2740,2406250,6212,2406250
780,2748,2414250,6212,2414250
780,2748,2415250,6212,2415250
780,2748,2415720,6212,2415720
780,2748,2416040,6212,2416040
780,2748,2416270,6212,2416270
780,2748,2416730,6212,2416730
780,2748,2417730,6212,2417730
780,2748,2418730,6212,2418730
780,2748,2419730,6212,2419730
780,2748,2419730,6212,2419730
780,2748,2420200,6212,2420200
781,2756,2421200,6212,2421200
781,2756,2421520,6212,2421520
781,2756,2422330,6212,2422330
781,2756,2423330,6212,2423330
781,2756,2424330,6212,2424330
781,2756,2425330,6212,2425330
781,2756,2425330,6212,2425330
781,2756,2425330,6212,2425330
781,2756,2426330,6212,2426330
781,2756,2427140,6212,2427140
781,2756,2428140,6212,2428140
782,2764,2429140,6212,2429140
782,2764,2430140,6212,2430140
782,2764,2431140,6212,2431140
782,2764,2431140,6212,2431140
782,2764,2432140,6212,2432140
782,2764,2432140,6212,2432140
782,2764,2433140,6212,2433140
782,2764,2433790,6212,2433790
782,2764,2433790,6212,2433790
782,2764,2434790,6212,2434790
782,2764,2435790,6212,2435790
782,2764,2436260,6212,2436260
783,2772,2436850,6212,2436850
783,2772,2437850,6212,2437850
783,2772,2438850,6212,2438850
783,2772,2439850,6212,2439850
783,2772,2440850,6212,2440850
783,2772,2440850,6212,2440850
783,2772,2441850,6212,2441850
783,2772,2442850,6212,2442850
783,2772,2443850,6212,2443850
783,2772,2443850,6212,2443850
784,2780,2444850,6212,2444850
784,2780,2444850,6212,2444850
784,2780,2445850,6212,2445850
784,2780,2446850,6212,2446850
784,2780,2447660,6212,2447660
784,2780,2448470,6212,2448470
784,2780,2449470,6212,2449470
784,2780,2450470,6212,2450470
784,2780,2451470,6212,2451470
785,2788,2452470,6212,2452470
785,2788,2456470,6212,2456470
785,2788,2457470,6212,2457470
786,2796,2458470,6212,2458470
786,2796,2459470,6212,2459470
786,2796,2460280,6212,2460280
786,2796,2460280,6212,2460280
786,2796,2461280,6212,2461280
786,2796,2462280,6212,2462280
786,2796,2463090,6212,2463090
786,2796,2464090,6212,2464090
786,2796,2465090,6212,2465090
786,2796,2465410,6212,2465410
786,2796,2465880,6212,2465880
787,2804,2466350,6212,2466350
787,2804,2466350,6212,2466350
787,2804,2467350,6212,2467350
787,2804,2468350,6212,2468350
787,2804,2469350,6212,2469350
787,2804,2469350,6212,2469350
787,2804,2470350,6212,2470350
787,2804,2470350,6212,2470350
787,2804,2471160,6212,2471160
787,2804,2471970,6212,2471970
787,2804,2472970,6212,2472970
787,2804,2472970,6212,2472970
788,2812,2473620,6212,2473620
788,2812,2474430,6212,2474430
788,2812,2474750,6212,2474750
788,2812,2475560,6212,2475560
788,2812,2476370,6212,2476370
788,2812,2477370,6212,2477370
788,2812,2478370,6212,2478370
789,2820,2486370,6212,2486370
789,2820,2487370,6212,2487370
789,2820,2488370,6212,2488370
789,2820,2489180,6212,2489180
789,2820,2489180,6212,2489180
790,2828,2490180,6212,2490180
790,2828,2491180,6212,2491180
790,2828,2492180,6212,2492180
790,2828,2492990,6212,2492990
790,2828,2493220,6212,2493220
790,2828,2494220,6212,2494220
790,2828,2495220,6212,2495220
790,2828,2496030,6212,2496030
790,2828,2496350,6212,2496350
790,2828,2497350,6212,2497350
791,2836,2498350,6212,2498350
791,2836,2499350,6212,2499350
791,2836,2499350,6212,2499350
791,2836,2500160,6212,2500160
791,2836,2500480,6212,2500480
791,2836,2501480,6212,2501480
791,2836,2501480,6212,2501480
791,2836,2502480,6212,2502480
791,2836,2503480,6212,2503480
791,2836,2504480,6212,2504480
791,2836,2505480,6212,2505480
792,2844,2506480,6212,2506480
792,2844,2507480,6212,2507480
792,2844,2508480,6212,2508480
792,2844,2509480,6212,2509480
792,2844,2509700,6212,2509700
792,2844,2510700,6212,2510700
792,2844,2511170,6212,2511170
792,2844,2512170,6212,2512170
792,2844,2513170,6212,2513170
793,2852,2514170,6212,2514170
793,2852,2514980,6212,2514980
793,2852,2515980,6212,2515980
793,2852,2516980,6212,2516980
793,2852,2517440,6212,2517440
793,2852,2517910,6212,2517910
793,2852,2518130,6212,2518130
793,2852,2518940,6212,2518940
793,2852,2519940,6212,2519940
793,2852,2519940,6212,2519940
794,2860,2520940,6212,2520940
794,2860,2521940,6212,2521940
794,2860,2522410,6212,2522410
794,2860,2523410,6212,2523410
794,2860,2524410,6212,2524410
794,2860,2525000,6212,2525000
794,2860,2525810,6212,2525810
794,2860,2526810,6212,2526810
794,2860,2526810,6212,2526810
794,2860,2526810,6212,2526810
794,2860,2527180,6212,2527180
794,2860,2527500,6212,2527500
794,2860,2527500,6212,2527500
795,2868,2528500,6212,2528500
795,2868,2528500,6212,2528500
795,2868,2529310,6212,2529310
795,2868,2529310,6212,2529310
795,2868,2529780,6212,2529780
795,2868,2530780,6212,2530780
795,2868,2531330,6212,2531330
795,2868,2532330,6212,2532330
795,2868,2533330,6212,2533330
795,2868,2534330,6212,2534330
795,2868,2535330,6212,2535330
796,2876,2536330,6212,2536330
796,2876,2537140,6212,2537140
796,2876,2537610,6212,2537610
796,2876,2538610,6212,2538610
796,2876,2539080,6212,2539080
796,2876,2540080,6212,2540080
796,2876,2541080,6212,2541080
796,2876,2542080,6212,2542080
796,2876,2543080,6212,2543080
797,2884,2544080,6212,2544080
797,2884,2544080,6212,2544080
797,2884,2544080,6212,2544080
797,2884,2545080,6212,2545080
797,2884,2545550,6212,2545550
797,2884,2546550,6212,2546550
797,2884,2547360,6212,2547360
797,2884,2547360,6212,2547360
797,2884,2548360,6212,2548360
797,2884,2549360,6212,2549360
797,2884,2549360,6212,2549360
797,2884,2550170,6212,2550170
797,2884,2550540,6212,2550540
797,2884,2550540,6212,2550540
798,2892,2551540,6212,2551540
798,2892,2552540,6212,2552540
798,2892,2552910,6212,2552910
798,2892,2553910,6212,2553910
798,2892,2554910,6212,2554910
798,2892,2555230,6212,2555230
798,2892,2556040,6212,2556040
798,2892,2557040,6212,2557040
798,2892,2557410,6212,2557410
798,2892,2557410,6212,2557410
799,2900,2565410,6212,2565410
799,2900,2566410,6212,2566410
800,2908,2567220,6212,2567220
800,2908,2568220,6212,2568220
800,2908,2569030,6212,2569030
800,2908,2569500,6212,2569500
800,2908,2570500,6212,2570500
800,2908,2570870,6212,2570870
800,2908,2571030,6212,2571030
800,2908,2572030,6212,2572030
800,2908,2573030,6212,2573030
800,2908,2574030,6212,2574030
801,2916,2575030,6212,2575030
801,2916,2576030,6212,2576030
801,2916,2576350,6212,2576350
801,2916,2577160,6212,2577160
801,2916,2577970,6212,2577970
801,2916,2578290,6212,2578290
801,2916,2578290,6212,2578290
801,2916,2579290,6212,2579290
801,2916,2580290,6212,2580290
801,2916,2580940,6212,2580940
801,2916,2581400,6212,2581400
802,2924,2582400,6212,2582400
802,2924,2583400,6212,2583400
802,2924,2584400,6212,2584400
802,2924,2585400,6212,2585400
802,2924,2585870,6212,2585870
803,2932,2593870,6212,2593870
803,2932,2594870,6212,2594870
803,2932,2595680,6212,2595680
803,2932,2596270,6212,2596270
803,2932,2596270,6212,2596270
803,2932,2597270,6212,2597270
804,2940,2597730,6212,2597730
804,2940,2598540,6212,2598540
804,2940,2599540,6212,2599540
804,2940,2600540,6212,2600540
804,2940,2602540,6212,2602540
804,2940,2603350,6212,2603350
804,2940,2604350,6212,2604350
805,2948,2605350,6212,2605350
805,2948,2606350,6212,2606350
805,2948,2606350,6212,2606350
805,2948,2606580,6212,2606580
805,2948,2607390,6212,2607390
805,2948,2608200,6212,2608200
805,2948,2609200,6212,2609200
806,2956,2617200,6212,2617200
806,2956,2617200,6212,2617200
806,2956,2617520,6212,2617520
806,2956,2617520,6212,2617520
806,2956,2617840,6212,2617840
806,2956,2618310,6212,2618310
806,2956,2618310,6212,2618310
806,2956,2619310,6212,2619310
806,2956,2620120,6212,2620120
807,2964,2621120,6212,2621120
807,2964,2622120,6212,2622120
807,2964,2622930,6212,2622930
807,2964,2623930,6212,2623930
807,2964,2624150,6212,2624150
807,2964,2625150,6212,2625150
807,2964,2625150,6212,2625150
807,2964,2626150,6212,2626150
807,2964,2627150,6212,2627150
807,2964,2628150,6212,2628150
807,2964,2628150,6212,2628150
807,2964,2628380,6212,2628380
807,2964,2628380,6212,2628380
808,2972,2629380,6212,2629380
808,2972,2630380,6212,2630380
808,2972,2631190,6212,2631190
808,2972,2632190,6212,2632190
808,2972,2632190,6212,2632190
808,2972,2633000,6212,2633000
808,2972,2634000,6212,2634000
808,2972,2635000,6212,2635000
808,2972,2635000,6212,2635000
808,2972,2636000,6212,2636000
809,2980,2637000,6212,2637000
810,2988,2645000,6212,2645000
810,2988,2646000,6212,2646000
810,2988,2647000,6212,2647000
810,2988,2648000,6212,2648000
810,2988,2649000,6212,2649000
810,2988,2649000,6212,2649000
810,2988,2649810,6212,2649810
810,2988,2650620,6212,2650620
811,2996,2658620,6212,2658620
811,2996,2659620,6212,2659620
812,3004,2660430,6212,2660430
812,3004,2660430,6212,2660430
812,3004,2661430,6212,2661430
812,3004,2662240,6212,2662240
812,3004,2663240,6212,2663240
812,3004,2663240,6212,2663240
812,3004,2664240,6212,2664240
812,3004,2665240,6212,2665240
812,3004,2666050,6212,2666050
812,3004,2666520,6212,2666520
813,3012,2667330,6212,2667330
813,3012,2668330,6212,2668330
813,3012,2668330,6212,2668330
813,3012,2669330,6212,2669330
813,3012,2669800,6212,2669800
813,3012,2670800,6212,2670800
813,3012,2670800,6212,2670800
813,3012,2671800,6212,2671800
813,3012,2672450,6212,2672450
813,3012,2672920,6212,2672920
813,3012,2673730,6212,2673730
814,3020,2674730,6212,2674730
814,3020,2675540,6212,2675540
814,3020,2675860,6212,2675860
814,3020,2676090,6212,2676090
814,3020,2676740,6212,2676740
814,3020,2677740,6212,2677740
814,3020,2678550,6212,2678550
814,3020,2679550,6212,2679550
814,3020,2680360,6212,2680360
814,3020,2681010,6212,2681010
814,3020,2681470,6212,2681470
815,3028,2682470,6212,2682470
815,3028,2682940,6212,2682940
815,3028,2683750,6212,2683750
815,3028,2684560,6212,2684560
815,3028,2685030,6212,2685030
815,3028,2686030,6212,2686030
815,3028,2686840,6212,2686840
815,3028,2687840,6212,2687840
815,3028,2687840,6212,2687840
815,3028,2688840,6212,2688840
815,3028,2688840,6212,2688840
816,3036,2689840,6212,2689840
816,3036,2690840,6212,2690840
816,3036,2691840,6212,2691840
816,3036,2692310,6212,2692310
816,3036,2693310,6212,2693310
816,3036,2693960,6212,2693960
816,3036,2694960,6212,2694960
816,3036,2695510,6212,2695510
816,3036,2695830,6212,2695830
817,3044,2696640,6212,2696640
817,3044,2697110,6212,2697110
817,3044,2697580,6212,2697580
817,3044,2698580,6212,2698580
817,3044,2699580,6212,2699580
817,3044,2700580,6212,2700580
817,3044,2701050,6212,2701050
817,3044,2701520,6212,2701520
817,3044,2701980,6212,2701980
817,3044,2702980,6212,2702980
817,3044,2703790,6212,2703790
818,3052,2704790,6212,2704790
818,3052,2705440,6212,2705440
818,3052,2706250,6212,2706250
818,3052,2707250,6212,2707250
818,3052,2707250,6212,2707250
818,3052,2707250,6212,2707250
818,3052,2708250,6212,2708250
818,3052,2709250,6212,2709250
818,3052,2709250,6212,2709250
818,3052,2709570,6212,2709570
818,3052,2709570,6212,2709570
818,3052,2710040,6212,2710040
818,3052,2710040,6212,2710040
818,3052,2710850,6212,2710850
819,3060,2711850,6212,2711850
819,3060,2712850,6212,2712850
819,3060,2713170,6212,2713170
819,3060,2714170,6212,2714170
819,3060,2715170,6212,2715170
819,3060,2716170,6212,2716170
819,3060,2716170,6212,2716170
819,3060,2717170,6212,2717170
819,3060,2718170,6212,2718170
819,3060,2719170,6212,2719170
819,3060,2719640,6212,2719640
820,3068,2720190,6212,2720190
820,3068,2721000,6212,2721000
820,3068,2721470,6212,2721470
820,3068,2722470,6212,2722470
820,3068,2723470,6212,2723470
820,3068,2724120,6212,2724120
820,3068,2725120,6212,2725120
820,3068,2725930,6212,2725930
821,3076,2726930,6212,2726930
821,3076,2727930,6212,2727930
821,3076,2728930,6212,2728930
821,3076,2729250,6212,2729250
821,3076,2730250,6212,2730250
821,3076,2730720,6212,2730720
821,3076,2731720,6212,2731720
821,3076,2732190,6212,2732190
821,3076,2733190,6212,2733190
821,3076,2734190,6212,2734190
822,3084,2735000,6212,2735000
822,3084,2735000,6212,2735000
822,3084,2736000,6212,2736000
822,3084,2737000,6212,2737000
822,3084,2737650,6212,2737650
822,3084,2738650,6212,2738650
822,3084,2738650,6212,2738650
822,3084,2738650,6212,2738650
822,3084,2739650,6212,2739650
822,3084,2740650,6212,2740650
822,3084,2741650,6212,2741650
822,3084,2741650,6212,2741650
822,3084,2741970,6212,2741970
822,3084,2742290,6212,2742290
823,3092,2743290,6212,2743290
823,3092,2743750,6212,2743750
823,3092,2744750,6212,2744750
823,3092,2745750,6212,2745750
823,3092,2746750,6212,2746750
823,3092,2747400,6212,2747400
823,3092,2748400,6212,2748400
823,3092,2748870,6212,2748870
824,3100,2749870,6212,2749870
824,3100,2750870,6212,2750870
824,3100,2751340,6212,2751340
824,3100,2752340,6212,2752340
824,3100,2752810,6212,2752810
824,3100,2753180,6212,2753180
824,3100,2754180,6212,2754180
824,3100,2755180,6212,2755180
824,3100,2756180,6212,2756180
825,3108,2757180,6212,2757180
825,3108,2757990,6212,2757990
825,3108,2758800,6212,2758800
825,3108,2759270,6212,2759270
825,3108,2760270,6212,2760270
825,3108,2761270,6212,2761270
825,3108,2761270,6212,2761270
825,3108,2761590,6212,2761590
826,3116,2769590,6212,2769590
826,3116,2770590,6212,2770590
826,3116,2770590,6212,2770590
826,3116,2771400,6212,2771400
826,3116,2772400,6212,2772400
826,3116,2773400,6212,2773400
827,3124,2774210,6212,2774210
827,3124,2774860,6212,2774860
827,3124,2775860,6212,2775860
827,3124,2776450,6212,2776450
827,3124,2776450,6212,2776450
827,3124,2777450,6212,2777450
827,3124,2777910,6212,2777910
827,3124,2777910,6212,2777910
