ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1184,6151,3622760,6212,4038760
1184,6151,3623760,6212,4039760
1184,6151,3625760,6212,4041760
1184,6151,3626760,6212,4042760
1184,6151,3627570,6212,4043570
1184,6151,3628570,6212,4044570
1184,6151,3629570,6212,4045570
1184,6151,3631570,6212,4047570
1184,6151,3632570,6212,4048570
1184,6151,3633570,6212,4049570
1184,6151,3634570,6212,4050570
1184,6151,3635570,6212,4051570
1185,6153,3635800,6212,4051800
1185,6153,3636610,6212,4052610
1185,6153,3636610,6212,4052610
1185,6153,3637610,6212,4053610
1185,6153,3637610,6212,4053610
1185,6153,3638610,6212,4054610
1185,6153,3639080,6212,4055080
1185,6153,3639550,6212,4055550
1185,6153,3639550,6212,4063550
1185,6153,3640550,6212,4064550
1185,6153,3641550,6212,4065550
1185,6153,3641550,6212,4065550
1185,6153,3642020,6212,4066020
1185,6153,3643020,6212,4067020
1185,6153,3644020,6212,4068020
1186,6155,3644490,6212,4068490
1186,6155,3645490,6212,4069490
1186,6155,3646300,6212,4070300
1186,6155,3646950,6212,4070950
1186,6155,3647950,6212,4071950
1186,6155,3647950,6212,4071950
1186,6155,3651950,6212,4075950
1186,6155,3652180,6212,4076180
1186,6155,3652990,6212,4076990
1186,6155,3653800,6212,4077800
1186,6155,3654800,6212,4078800
1186,6155,3655450,6212,4079450
1186,6155,3655450,6212,4079450
1186,6155,3656450,6212,4080450
1186,6155,3656450,6212,4080450
1186,6155,3656450,6212,4080450
1186,6155,3657450,6212,4081450
1186,6155,3657680,6212,4081680
1186,6155,3658490,6212,4082490
1186,6155,3659490,6212,4083490
1186,6155,3660490,6212,4084490
1186,6155,3661300,6212,4085300
1186,6155,3662110,6212,4086110
1186,6155,3663110,6212,4087110
1186,6155,3663580,6212,4087580
1186,6155,3664580,6212,4088580
1186,6155,3665580,6212,4089580
1186,6155,3666580,6212,4090580
1186,6155,3667580,6212,4091580
1186,6155,3668580,6212,4092580
1186,6155,3669580,6212,4093580
1186,6155,3669580,6212,4101580
1186,6155,3669580,6212,4101580
1186,6155,3669580,6212,4101580
1186,6155,3670580,6212,4102580
1186,6155,3670740,6212,4102740
1186,6155,3674740,6212,4106740
1186,6155,3675550,6212,4107550
1186,6155,3676550,6212,4108550
1186,6155,3677200,6212,4109200
1186,6155,3677200,6212,4117200
1186,6155,3678200,6212,4118200
1186,6155,3679200,6212,4119200
1186,6155,3679200,6212,4119200
1186,6155,3680200,6212,4120200
1186,6155,3680430,6212,4120430
1186,6155,3680900,6212,4120900
1186,6155,3681900,6212,4121900
1186,6155,3682900,6212,4122900
1186,6155,3683900,6212,4123900
1186,6155,3684900,6212,4124900
1186,6155,3685450,6212,4125450
1186,6155,3685920,6212,4125920
1186,6155,3685920,6212,4125920
1187,6159,3686390,6212,4126390
1187,6159,3686860,6212,4126860
1187,6159,3686860,6212,4134860
1187,6159,3686860,6212,4142860
1187,6159,3687860,6212,4143860
1187,6159,3688860,6212,4144860
1187,6159,3690860,6212,4146860
1187,6159,3690860,6212,4154860
1187,6159,3690860,6212,4162860
1187,6159,3691860,6212,4163860
1187,6159,3692860,6212,4164860
1187,6159,3693860,6212,4165860
1187,6159,3694860,6212,4166860
1187,6159,3695860,6212,4167860
1187,6159,3696860,6212,4168860
1187,6159,3696860,6212,4176860
1187,6159,3697860,6212,4177860
1187,6159,3698860,6212,4178860
1187,6159,3699860,6212,4179860
1187,6159,3700860,6212,4180860
1187,6159,3701860,6212,4181860
1187,6159,3702670,6212,4182670
1187,6159,3703670,6212,4183670
1187,6159,3704670,6212,4184670
1187,6159,3705480,6212,4185480
1187,6159,3705950,6212,4185950
1187,6159,3705950,6212,4185950
1187,6159,3706760,6212,4186760
1187,6159,3707760,6212,4187760
1187,6159,3707760,6212,4187760
1187,6159,3707760,6212,4187760
1187,6159,3708760,6212,4188760
1187,6159,3709230,6212,4189230
1187,6159,3709700,6212,4189700
1187,6159,3710700,6212,4190700
1187,6159,3711700,6212,4191700
1187,6159,3713700,6212,4193700
1187,6159,3714170,6212,4194170
1187,6159,3714640,6212,4194640
1187,6159,3715640,6212,4195640
1187,6159,3715870,6212,4195870
1187,6159,3716870,6212,4196870
1187,6159,3717870,6212,4197870
1187,6159,3718870,6212,4198870
1187,6159,3719870,6212,4199870
1187,6159,3720870,6212,4200870
1187,6159,3721240,6212,4201240
1187,6159,3721240,6212,4201240
1188,6161,3722050,6212,4202050
1188,6161,3722520,6212,4202520
1188,6161,3722840,6212,4202840
1188,6161,3723840,6212,4203840
1188,6161,3724490,6212,4204490
1188,6161,3724810,6212,4204810
1188,6161,3725810,6212,4205810
1188,6161,3725970,6212,4205970
1188,6161,3726970,6212,4206970
1188,6161,3727970,6212,4207970
1188,6161,3728970,6212,4208970
1188,6161,3729780,6212,4209780
1188,6161,3730250,6212,4210250
1188,6161,3731250,6212,4211250
1188,6161,3731250,6212,4219250
1188,6161,3731480,6212,4219480
1188,6161,3731480,6212,4227480
1188,6161,3732480,6212,4228480
1189,6163,3733070,6212,4229070
1189,6163,3733210,6212,4229210
1189,6163,3734210,6212,4230210
1189,6163,3735020,6212,4231020
1189,6163,3735830,6212,4231830
1189,6163,3736830,6212,4232830
1189,6163,3737830,6212,4233830
1189,6163,3737830,6212,4241830
1189,6163,3738830,6212,4242830
1189,6163,3739830,6212,4243830
1189,6163,3740830,6212,4244830
1189,6163,3741300,6212,4245300
1189,6163,3741770,6212,4245770
1189,6163,3742770,6212,4246770
1189,6163,3743580,6212,4247580
1189,6163,3743580,6212,4255580
1189,6163,3744390,6212,4256390
1189,6163,3744390,6212,4256390
1189,6163,3744390,6212,4264390
1189,6163,3744390,6212,4272390
1189,6163,3745200,6212,4273200
1189,6163,3746200,6212,4274200
1189,6163,3747200,6212,4275200
1189,6163,3747200,6212,4283200
1189,6163,3747200,6212,4283200
1189,6163,3747200,6212,4283200
1189,6163,3748200,6212,4284200
1189,6163,3749010,6212,4285010
1189,6163,3749820,6212,4285820
1189,6163,3750140,6212,4286140
1189,6163,3751140,6212,4287140
1189,6163,3752140,6212,4288140
1189,6163,3752610,6212,4288610
1189,6163,3752610,6212,4288610
1189,6163,3753080,6212,4289080
1189,6163,3754080,6212,4290080
1189,6163,3755080,6212,4291080
1189,6163,3755080,6212,4291080
1189,6163,3755310,6212,4291310
1189,6163,3755860,6212,4291860
1189,6163,3756860,6212,4292860
1189,6163,3757330,6212,4293330
1189,6163,3757880,6212,4293880
1189,6163,3758880,6212,4294880
1189,6163,3758880,6212,4294880
1189,6163,3759880,6212,4295880
1189,6163,3760110,6212,4296110
1189,6163,3760580,6212,4296580
1189,6163,3761050,6212,4297050
1189,6163,3761510,6212,4297510
1189,6163,3762510,6212,4298510
1189,6163,3762980,6212,4298980
1189,6163,3763980,6212,4299980
1189,6163,3764980,6212,4300980
1189,6163,3765790,6212,4301790
1189,6163,3766790,6212,4302790
1189,6163,3767790,6212,4303790
1189,6163,3768260,6212,4304260
1189,6163,3769260,6212,4305260
1189,6163,3770260,6212,4306260
1189,6163,3770850,6212,4306850
1189,6163,3770850,6212,4306850
1189,6163,3771170,6212,4307170
1189,6163,3771170,6212,4307170
1189,6163,3773170,6212,4309170
1189,6163,3773980,6212,4309980
1189,6163,3774980,6212,4310980
1189,6163,3775790,6212,4311790
1189,6163,3776790,6212,4312790
1189,6163,3776790,6212,4320790
1189,6163,3776790,6212,4320790
1189,6163,3776790,6212,4320790
1189,6163,3777600,6212,4321600
1189,6163,3778600,6212,4322600
1189,6163,3779600,6212,4323600
1189,6163,3780600,6212,4324600
1189,6163,3781070,6212,4325070
1189,6163,3782070,6212,4326070
1189,6163,3782070,6212,4326070
1189,6163,3782540,6212,4326540
1189,6163,3782760,6212,4326760
1189,6163,3783230,6212,4327230
1189,6163,3784230,6212,4328230
1189,6163,3784690,6212,4328690
1189,6163,3785690,6212,4329690
1189,6163,3789690,6212,4333690
1189,6163,3790010,6212,4334010
1189,6163,3791010,6212,4335010
1189,6163,3792010,6212,4336010
1189,6163,3792010,6212,4336010
1189,6163,3792010,6212,4336010
1189,6163,3792010,6212,4336010
1189,6163,3792820,6212,4336820
1189,6163,3793820,6212,4337820
1189,6163,3794820,6212,4338820
1189,6163,3795140,6212,4339140
1189,6163,3795140,6212,4339140
1189,6163,3796140,6212,4340140
1189,6163,3797140,6212,4341140
1189,6163,3797140,6212,4349140
1189,6163,3797140,6212,4349140
1189,6163,3798140,6212,4350140
1189,6163,3798610,6212,4350610
1189,6163,3799610,6212,4351610
1190,6165,3800080,6212,4352080
1190,6165,3804080,6212,4356080
1190,6165,3805080,6212,4357080
1190,6165,3806080,6212,4358080
1190,6165,3806400,6212,4358400
1190,6165,3807400,6212,4359400
1190,6165,3808400,6212,4360400
1190,6165,3810400,6212,4362400
1190,6165,3811400,6212,4363400
1190,6165,3812400,6212,4364400
1190,6165,3813400,6212,4365400
1190,6165,3814400,6212,4366400
1190,6165,3814400,6212,4366400
1190,6165,3815400,6212,4367400
1190,6165,3815400,6212,4367400
1190,6165,3816400,6212,4368400
1190,6165,3817400,6212,4369400
1190,6165,3818210,6212,4370210
1191,6167,3818530,6212,4370530
1191,6167,3819530,6212,4371530
1191,6167,3820000,6212,4372000
1191,6167,3820000,6212,4372000
1191,6167,3821000,6212,4373000
1191,6167,3825000,6212,4377000
1191,6167,3826000,6212,4378000
1191,6167,3826810,6212,4378810
1191,6167,3827810,6212,4379810
1191,6167,3828810,6212,4380810
1191,6167,3829620,6212,4381620
1191,6167,3829620,6212,4381620
1191,6167,3829620,6212,4389620
1191,6167,3830620,6212,4390620
1191,6167,3831090,6212,4391090
1191,6167,3831090,6212,4391090
1191,6167,3832090,6212,4392090
1191,6167,3832900,6212,4392900
1191,6167,3833900,6212,4393900
1191,6167,3834710,6212,4394710
1191,6167,3835710,6212,4395710
1191,6167,3836030,6212,4396030
1191,6167,3837030,6212,4397030
1191,6167,3838030,6212,4398030
1191,6167,3838500,6212,4398500
1191,6167,3839500,6212,4399500
1191,6167,3840310,6212,4400310
1191,6167,3841310,6212,4401310
1191,6167,3841310,6212,4401310
1191,6167,3842120,6212,4402120
1191,6167,3843120,6212,4403120
1191,6167,3843120,6212,4411120
1191,6167,3843440,6212,4411440
1191,6167,3843440,6212,4411440
1191,6167,3843600,6212,4411600
1191,6167,3844410,6212,4412410
1191,6167,3845410,6212,4413410
1191,6167,3846410,6212,4414410
1191,6167,3847410,6212,4415410
1191,6167,3848410,6212,4416410
1191,6167,3849220,6212,4417220
1191,6167,3849690,6212,4417690
1191,6167,3849690,6212,4417690
1191,6167,3850690,6212,4418690
1191,6167,3851690,6212,4419690
1191,6167,3851690,6212,4419690
1191,6167,3851690,6212,4419690
1191,6167,3851690,6212,4419690
1191,6167,3852690,6212,4420690
1191,6167,3853690,6212,4421690
1191,6167,3854500,6212,4422500
1191,6167,3854500,6212,4422500
1191,6167,3855500,6212,4423500
1191,6167,3856500,6212,4424500
1191,6167,3856960,6212,4424960
1191,6167,3856960,6212,4424960
1191,6167,3857070,6212,4425070
1191,6167,3858070,6212,4426070
1191,6167,3859070,6212,4427070
1191,6167,3859070,6212,4427070
1191,6167,3859070,6212,4427070
1191,6167,3860070,6212,4428070
1191,6167,3860290,6212,4428290
1191,6167,3860770,6212,4428770
1191,6167,3861000,6212,4429000
1191,6167,3861320,6212,4429320
1191,6167,3862130,6212,4430130
1191,6167,3863130,6212,4431130
1191,6167,3867130,6212,4435130
1191,6167,3868130,6212,4436130
1191,6167,3868130,6212,4436130
1191,6167,3869130,6212,4437130
1191,6167,3870130,6212,4438130
1191,6167,3871130,6212,4439130
1191,6167,3871130,6212,4439130
1191,6167,3871940,6212,4439940
1191,6167,3871940,6212,4439940
1191,6167,3872940,6212,4440940
1191,6167,3873940,6212,4441940
1191,6167,3875940,6212,4443940
1191,6167,3876260,6212,4444260
1191,6167,3876730,6212,4444730
1191,6167,3877730,6212,4445730
1191,6167,3878730,6212,4446730
1191,6167,3879730,6212,4447730
1191,6167,3880730,6212,4448730
1191,6167,3881730,6212,4449730
1191,6167,3882730,6212,4450730
1191,6167,3883730,6212,4451730
1191,6167,3884730,6212,4452730
1191,6167,3885540,6212,4453540
1191,6167,3886540,6212,4454540
1191,6167,3887010,6212,4455010
1191,6167,3888010,6212,4456010
1191,6167,3892010,6212,4460010
1191,6167,3892820,6212,4460820
1191,6167,3893820,6212,4461820
1191,6167,3894820,6212,4462820
1191,6167,3895820,6212,4463820
1191,6167,3896630,6212,4464630
1191,6167,3896630,6212,4464630
1191,6167,3897090,6212,4465090
1191,6167,3897900,6212,4465900
1192,6169,3898900,6212,4466900
1192,6169,3899900,6212,4467900
1192,6169,3900900,6212,4468900
1192,6169,3902900,6212,4470900
1192,6169,3903900,6212,4471900
1192,6169,3904900,6212,4472900
1192,6169,3905900,6212,4473900
1192,6169,3906900,6212,4474900
1192,6169,3907900,6212,4475900
1192,6169,3908900,6212,4476900
1192,6169,3909370,6212,4477370
1192,6169,3909840,6212,4477840
1192,6169,3910840,6212,4478840
1192,6169,3911840,6212,4479840
1192,6169,3915840,6212,4483840
1192,6169,3916310,6212,4484310
1192,6169,3917310,6212,4485310
1192,6169,3917310,6212,4493310
1192,6169,3918310,6212,4494310
1192,6169,3919310,6212,4495310
1192,6169,3920120,6212,4496120
1192,6169,3920930,6212,4496930
1192,6169,3920930,6212,4504930
1192,6169,3920930,6212,4504930
1192,6169,3920930,6212,4504930
1192,6169,3921250,6212,4505250
1192,6169,3921250,6212,4513250
1192,6169,3922060,6212,4514060
1192,6169,3922650,6212,4514650
1192,6169,3923650,6212,4515650
1192,6169,3924650,6212,4516650
1192,6169,3925650,6212,4517650
1192,6169,3926650,6212,4518650
1192,6169,3927460,6212,4519460
1192,6169,3928460,6212,4520460
1192,6169,3929460,6212,4521460
1192,6169,3930460,6212,4522460
1192,6169,3931460,6212,4523460
1192,6169,3931690,6212,4523690
1192,6169,3932160,6212,4524160
1192,6169,3933160,6212,4525160
1192,6169,3933970,6212,4525970
1192,6169,3934970,6212,4526970
1192,6169,3935970,6212,4527970
1192,6169,3936970,6212,4528970
1192,6169,3936970,6212,4528970
1192,6169,3937440,6212,4529440
1192,6169,3938250,6212,4530250
1192,6169,3939250,6212,4531250
1192,6169,3940250,6212,4532250
1192,6169,3940900,6212,4532900
1192,6169,3940900,6212,4532900
1192,6169,3941370,6212,4533370
1192,6169,3942370,6212,4534370
1192,6169,3943370,6212,4535370
1192,6169,3943370,6212,4535370
1192,6169,3944370,6212,4536370
1192,6169,3945370,6212,4537370
1192,6169,3945370,6212,4537370
1192,6169,3946180,6212,4538180
1192,6169,3946180,6212,4546180
1192,6169,3947180,6212,4547180
1192,6169,3947180,6212,4547180
1192,6169,3947990,6212,4547990
1192,6169,3948800,6212,4548800
1193,6171,3949800,6212,4549800
1193,6171,3950800,6212,4550800
1193,6171,3952800,6212,4552800
1193,6171,3953270,6212,4553270
1193,6171,3954270,6212,4554270
1193,6171,3954500,6212,4554500
1193,6171,3954500,6212,4562500
1193,6171,3955500,6212,4563500
1193,6171,3955500,6212,4563500
1193,6171,3956500,6212,4564500
1193,6171,3957500,6212,4565500
1193,6171,3957500,6212,4565500
1193,6171,3958500,6212,4566500
1193,6171,3959500,6212,4567500
1193,6171,3959500,6212,4567500
1193,6171,3959970,6212,4567970
1193,6171,3960620,6212,4568620
1193,6171,3961430,6212,4569430
1193,6171,3961430,6212,4569430
1193,6171,3961430,6212,4569430
1193,6171,3961660,6212,4569660
1193,6171,3962660,6212,4570660
1193,6171,3963660,6212,4571660
1193,6171,3964660,6212,4572660
1193,6171,3964660,6212,4572660
1193,6171,3965250,6212,4573250
1193,6171,3965250,6212,4573250
1193,6171,3966250,6212,4574250
1193,6171,3967250,6212,4575250
1193,6171,3967250,6212,4583250
1193,6171,3967250,6212,4583250
1193,6171,3967570,6212,4583570
1193,6171,3967570,6212,4591570
1193,6171,3968570,6212,4592570
1193,6171,3969570,6212,4593570
1193,6171,3970570,6212,4594570
1193,6171,3971570,6212,4595570
1193,6171,3973570,6212,4597570
1193,6171,3974570,6212,4598570
1193,6171,3975570,6212,4599570
1193,6171,3975570,6212,4599570
1193,6171,3976570,6212,4600570
1194,6175,3977380,6212,4601380
1194,6175,3977380,6212,4601380
1194,6175,3977380,6212,4601380
1194,6175,3978380,6212,4602380
1194,6175,3979190,6212,4603190
1194,6175,3980000,6212,4604000
1194,6175,3981000,6212,4605000
1194,6175,3981460,6212,4605460
1194,6175,3981920,6212,4605920
1194,6175,3982390,6212,4606390
1194,6175,3983390,6212,4607390
1194,6175,3983390,6212,4607390
1194,6175,3984200,6212,4608200
1194,6175,3988200,6212,4612200
1194,6175,3989010,6212,4613010
1194,6175,3990010,6212,4614010
1194,6175,3990480,6212,4614480
1194,6175,3991290,6212,4615290
1194,6175,3992290,6212,4616290
1194,6175,3992450,6212,4616450
1194,6175,3992450,6212,4624450
1194,6175,3994450,6212,4626450
1194,6175,3994450,6212,4634450
1194,6175,3995450,6212,4635450
1194,6175,3996450,6212,4636450
1194,6175,3997450,6212,4637450
1194,6175,3997770,6212,4637770
1194,6175,3997770,6212,4637770
1194,6175,3998770,6212,4638770
1194,6175,3999770,6212,4639770
1194,6175,4000580,6212,4640580
1194,6175,4001580,6212,4641580
1194,6175,4002580,6212,4642580
1194,6175,4003580,6212,4643580
1194,6175,4004580,6212,4644580
1194,6175,4005050,6212,4645050
1194,6175,4005860,6212,4645860
1194,6175,4006860,6212,4646860
1194,6175,4007670,6212,4647670
1194,6175,4008670,6212,4648670
1194,6175,4012670,6212,4652670
1194,6175,4012670,6212,4660670
1194,6175,4012670,6212,4668670
1194,6175,4012670,6212,4668670
1194,6175,4013670,6212,4669670
1194,6175,4014670,6212,4670670
1194,6175,4015670,6212,4671670
1194,6175,4015670,6212,4671670
1194,6175,4016140,6212,4672140
1194,6175,4017140,6212,4673140
1194,6175,4017140,6212,4673140
1194,6175,4018140,6212,4674140
1194,6175,4019140,6212,4675140
1194,6175,4020140,6212,4676140
1194,6175,4021140,6212,4677140
1194,6175,4022140,6212,4678140
1194,6175,4022950,6212,4678950
1194,6175,4023430,6212,4679430
1194,6175,4023900,6212,4679900
1194,6175,4025900,6212,4681900
1194,6175,4025900,6212,4681900
1194,6175,4026710,6212,4682710
1194,6175,4027710,6212,4683710
1194,6175,4028710,6212,4684710
1194,6175,4028710,6212,4684710
1194,6175,4028710,6212,4692710
1194,6175,4028710,6212,4700710
1194,6175,4029710,6212,4701710
1194,6175,4029710,6212,4701710
1194,6175,4029710,6212,4701710
1194,6175,4029710,6212,4709710
1194,6175,4030710,6212,4710710
1195,6177,4030710,6212,4710710
1195,6177,4031710,6212,4711710
1195,6177,4032710,6212,4712710
1195,6177,4033520,6212,4713520
1195,6177,4034330,6212,4714330
1195,6177,4035330,6212,4715330
1195,6177,4035330,6212,4723330
1195,6177,4036330,6212,4724330
1195,6177,4037330,6212,4725330
1195,6177,4038330,6212,4726330
1195,6177,4038770,6212,4726770
1195,6177,4039580,6212,4727580
1195,6177,4040580,6212,4728580
1195,6177,4041580,6212,4729580
1195,6177,4042050,6212,4730050
1195,6177,4042520,6212,4730520
1195,6177,4043520,6212,4731520
1195,6177,4045520,6212,4733520
1195,6177,4045520,6212,4733520
1195,6177,4046330,6212,4734330
1195,6177,4047140,6212,4735140
1195,6177,4048140,6212,4736140
1195,6177,4049140,6212,4737140
1195,6177,4049790,6212,4737790
1195,6177,4050790,6212,4738790
1195,6177,4051790,6212,4739790
1195,6177,4053790,6212,4741790
1195,6177,4053790,6212,4741790
1195,6177,4054010,6212,4742010
1195,6177,4054010,6212,4750010
1195,6177,4054660,6212,4750660
1195,6177,4054660,6212,4758660
1195,6177,4055130,6212,4759130
1195,6177,4055130,6212,4759130
1195,6177,4055360,6212,4759360
1196,6179,4055590,6212,4759590
1196,6179,4056590,6212,4760590
1196,6179,4057590,6212,4761590
1196,6179,4058400,6212,4762400
1197,6181,4060400,6212,4764400
1197,6181,4061400,6212,4765400
1197,6181,4062400,6212,4766400
1197,6181,4063210,6212,4767210
1197,6181,4064210,6212,4768210
1197,6181,4065210,6212,4769210
1197,6181,4066210,6212,4770210
1198,6182,4066530,6212,4770530
1198,6182,4067530,6212,4771530
1198,6182,4068530,6212,4772530
1198,6182,4069530,6212,4773530
1198,6182,4071530,6212,4775530
1198,6182,4072530,6212,4776530
1198,6182,4073530,6212,4777530
1198,6182,4073530,6212,4777530
1198,6182,4073530,6212,4777530
1198,6182,4073530,6212,4785530
1198,6182,4074000,6212,4786000
1198,6182,4074000,6212,4794000
1198,6182,4075000,6212,4795000
1198,6182,4076000,6212,4796000
1198,6182,4077000,6212,4797000
1198,6182,4078000,6212,4798000
1198,6182,4078220,6212,4798220
1198,6182,4079220,6212,4799220
1198,6182,4079220,6212,4799220
1198,6182,4081220,6212,4801220
1198,6182,4082220,6212,4802220
1198,6182,4083030,6212,4803030
1198,6182,4083030,6212,4803030
1198,6182,4084030,6212,4804030
1198,6182,4084840,6212,4804840
1198,6182,4085650,6212,4805650
1198,6182,4089650,6212,4809650
1198,6182,4091650,6212,4811650
1198,6182,4092650,6212,4812650
1198,6182,4093300,6212,4813300
1198,6182,4093460,6212,4813460
1198,6182,4094460,6212,4814460
1198,6182,4094930,6212,4814930
1198,6182,4095740,6212,4815740
1198,6182,4096060,6212,4816060
1198,6182,4096650,6212,4816650
1198,6182,4097650,6212,4817650
1198,6182,4098240,6212,4818240
1198,6182,4098710,6212,4818710
1198,6182,4098710,6212,4818710
1198,6182,4098710,6212,4818710
1198,6182,4099710,6212,4819710
1198,6182,4100710,6212,4820710
1198,6182,4101030,6212,4821030
1198,6182,4101350,6212,4821350
1198,6182,4102350,6212,4822350
1198,6182,4102820,6212,4822820
1199,6186,4103040,6212,4823040
1199,6186,4103850,6212,4823850
1199,6186,4104320,6212,4824320
1199,6186,4105320,6212,4825320
1199,6186,4106320,6212,4826320
1199,6186,4107320,6212,4827320
1199,6186,4107320,6212,4827320
1199,6186,4108320,6212,4828320
1199,6186,4108320,6212,4836320
1199,6186,4109130,6212,4837130
1199,6186,4110130,6212,4838130
1199,6186,4110130,6212,4846130
1199,6186,4110600,6212,4846600
1199,6186,4111070,6212,4847070
1199,6186,4111530,6212,4847530
1200,6188,4112530,6212,4848530
1200,6188,4113530,6212,4849530
1200,6188,4114530,6212,4850530
1200,6188,4115000,6212,4851000
1200,6188,4116000,6212,4852000
1200,6188,4117000,6212,4853000
1200,6188,4117810,6212,4853810
1200,6188,4119810,6212,4855810
1200,6188,4120270,6212,4856270
1200,6188,4121270,6212,4857270
1200,6188,4122270,6212,4858270
1200,6188,4122740,6212,4858740
1200,6188,4123740,6212,4859740
1200,6188,4123740,6212,4859740
1200,6188,4124740,6212,4860740
1200,6188,4125740,6212,4861740
1200,6188,4125900,6212,4861900
1200,6188,4126900,6212,4862900
1200,6188,4127900,6212,4863900
1200,6188,4127900,6212,4863900
1200,6188,4128900,6212,4864900
1200,6188,4128900,6212,4864900
1201,6192,4129900,6212,4865900
1201,6192,4130550,6212,4866550
1201,6192,4130920,6212,4866920
1201,6192,4131920,6212,4867920
1201,6192,4132920,6212,4868920
1201,6192,4133920,6212,4869920
1201,6192,4134920,6212,4870920
1201,6192,4135920,6212,4871920
1201,6192,4136920,6212,4872920
1201,6192,4138920,6212,4874920
1201,6192,4139920,6212,4875920
1201,6192,4140570,6212,4876570
1201,6192,4141570,6212,4877570
1201,6192,4141570,6212,4877570
1201,6192,4142040,6212,4878040
1201,6192,4143040,6212,4879040
1201,6192,4144040,6212,4880040
1201,6192,4146040,6212,4882040
1201,6192,4147040,6212,4883040
1201,6192,4147510,6212,4883510
1201,6192,4148510,6212,4884510
1201,6192,4149510,6212,4885510
1201,6192,4150510,6212,4886510
1201,6192,4150740,6212,4886740
1201,6192,4151740,6212,4887740
1201,6192,4151740,6212,4887740
1201,6192,4152550,6212,4888550
1201,6192,4153550,6212,4889550
1201,6192,4154550,6212,4890550
1201,6192,4154550,6212,4898550
1201,6192,4154550,6212,4898550
1201,6192,4154550,6212,4898550
1201,6192,4155360,6212,4899360
1201,6192,4155360,6212,4899360
1201,6192,4156360,6212,4900360
1201,6192,4156360,6212,4900360
1201,6192,4156360,6212,4908360
1201,6192,4156830,6212,4908830
1201,6192,4156830,6212,4908830
1201,6192,4157830,6212,4909830
1201,6192,4158640,6212,4910640
1201,6192,4159110,6212,4911110
1201,6192,4159920,6212,4911920
1201,6192,4160920,6212,4912920
1201,6192,4161920,6212,4913920
1201,6192,4162390,6212,4914390
1201,6192,4163390,6212,4915390
1201,6192,4164390,6212,4916390
1201,6192,4164860,6212,4916860
1201,6192,4164860,6212,4916860
1201,6192,4165860,6212,4917860
1201,6192,4166510,6212,4918510
1201,6192,4170510,6212,4922510
1201,6192,4171510,6212,4923510
1201,6192,4171970,6212,4923970
1201,6192,4171970,6212,4923970
1201,6192,4172780,6212,4924780
1201,6192,4172780,6212,4932780
1201,6192,4173250,6212,4933250
1201,6192,4177250,6212,4937250
1201,6192,4178250,6212,4938250
1201,6192,4178580,6212,4938580
1201,6192,4179390,6212,4939390
1201,6192,4179940,6212,4939940
1201,6192,4179940,6212,4939940
1201,6192,4180170,6212,4940170
1201,6192,4180170,6212,4940170
1201,6192,4181170,6212,4941170
1201,6192,4181170,6212,4941170
1201,6192,4181820,6212,4941820
1201,6192,4182050,6212,4942050
1201,6192,4186050,6212,4946050
1201,6192,4187050,6212,4947050
1201,6192,4188050,6212,4948050
1201,6192,4188050,6212,4948050
1201,6192,4189050,6212,4949050
1201,6192,4189860,6212,4949860
1201,6192,4189860,6212,4949860
1201,6192,4190330,6212,4950330
1201,6192,4191140,6212,4951140
1201,6192,4191370,6212,4951370
1201,6192,4191530,6212,4951530
1201,6192,4192530,6212,4952530
1201,6192,4193340,6212,4953340
1201,6192,4194150,6212,4954150
1201,6192,4194150,6212,4962150
1201,6192,4194150,6212,4970150
1201,6192,4195150,6212,4971150
1201,6192,4196150,6212,4972150
1201,6192,4196620,6212,4972620
1201,6192,4200620,6212,4976620
1201,6192,4201080,6212,4977080
1201,6192,4202080,6212,4978080
1201,6192,4203080,6212,4979080
1201,6192,4205080,6212,4981080
1201,6192,4205400,6212,4981400
1201,6192,4206400,6212,4982400
1201,6192,4210400,6212,4986400
1201,6192,4210870,6212,4986870
1201,6192,4210870,6212,4986870
1201,6192,4210870,6212,4986870
1201,6192,4211190,6212,4987190
1201,6192,4212000,6212,4988000
1201,6192,4213000,6212,4989000
1201,6192,4214000,6212,4990000
1201,6192,4215000,6212,4991000
1201,6192,4215000,6212,4991000
1201,6192,4215320,6212,4991320
1201,6192,4215780,6212,4991780
1201,6192,4216590,6212,4992590
1201,6192,4217400,6212,4993400
1201,6192,4218400,6212,4994400
1201,6192,4218400,6212,4994400
1201,6192,4219400,6212,4995400
1201,6192,4220050,6212,4996050
1201,6192,4221050,6212,4997050
1201,6192,4222050,6212,4998050
