ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
957,4164,3845010,6212,3845010
957,4164,3846010,6212,3846010
957,4164,3846470,6212,3846470
957,4164,3847120,6212,3847120
958,4172,3848120,6212,3848120
958,4172,3849120,6212,3849120
958,4172,3849230,6212,3849230
958,4172,3849880,6212,3849880
958,4172,3850880,6212,3850880
958,4172,3851340,6212,3851340
958,4172,3852150,6212,3852150
958,4172,3853150,6212,3853150
958,4172,3853150,6212,3853150
958,4172,3854150,6212,3854150
958,4172,3855150,6212,3855150
958,4172,3855150,6212,3855150
959,4180,3856150,6212,3856150
959,4180,3857150,6212,3857150
959,4180,3858150,6212,3858150
959,4180,3858150,6212,3858150
959,4180,3858960,6212,3858960
959,4180,3859770,6212,3859770
959,4180,3860090,6212,3860090
959,4180,3860640,6212,3860640
959,4180,3861640,6212,3861640
959,4180,3861960,6212,3861960
959,4180,3862960,6212,3862960
960,4188,3863430,6212,3863430
960,4188,3864240,6212,3864240
960,4188,3864240,6212,3864240
960,4188,3865050,6212,3865050
960,4188,3865050,6212,3865050
960,4188,3866050,6212,3866050
960,4188,3866050,6212,3866050
960,4188,3867050,6212,3867050
960,4188,3867280,6212,3867280
960,4188,3868280,6212,3868280
960,4188,3869280,6212,3869280
960,4188,3870090,6212,3870090
961,4196,3870740,6212,3870740
961,4196,3871740,6212,3871740
961,4196,3872390,6212,3872390
961,4196,3873040,6212,3873040
961,4196,3874040,6212,3874040
961,4196,3874850,6212,3874850
961,4196,3874850,6212,3874850
961,4196,3875170,6212,3875170
961,4196,3876170,6212,3876170
961,4196,3877170,6212,3877170
962,4204,3878170,6212,3878170
962,4204,3879170,6212,3879170
962,4204,3880170,6212,3880170
962,4204,3881170,6212,3881170
962,4204,3882170,6212,3882170
962,4204,3883170,6212,3883170
962,4204,3884170,6212,3884170
962,4204,3884540,6212,3884540
962,4204,3884860,6212,3884860
963,4212,3885670,6212,3885670
964,4220,3893670,6212,3893670
964,4220,3893670,6212,3893670
964,4220,3894670,6212,3894670
964,4220,3895480,6212,3895480
964,4220,3896480,6212,3896480
964,4220,3896950,6212,3896950
964,4220,3897760,6212,3897760
964,4220,3898230,6212,3898230
964,4220,3899040,6212,3899040
964,4220,3899040,6212,3899040
964,4220,3900040,6212,3900040
965,4228,3901040,6212,3901040
965,4228,3901510,6212,3901510
965,4228,3902320,6212,3902320
965,4228,3903320,6212,3903320
965,4228,3904320,6212,3904320
965,4228,3904320,6212,3904320
965,4228,3904640,6212,3904640
965,4228,3905110,6212,3905110
965,4228,3905110,6212,3905110
965,4228,3906110,6212,3906110
965,4228,3906920,6212,3906920
965,4228,3907730,6212,3907730
966,4236,3908200,6212,3908200
966,4236,3908200,6212,3908200
966,4236,3909010,6212,3909010
966,4236,3910010,6212,3910010
966,4236,3911010,6212,3911010
966,4236,3912010,6212,3912010
966,4236,3913010,6212,3913010
966,4236,3914010,6212,3914010
966,4236,3914010,6212,3914010
966,4236,3915010,6212,3915010
967,4244,3916010,6212,3916010
967,4244,3917010,6212,3917010
967,4244,3917010,6212,3917010
967,4244,3917480,6212,3917480
967,4244,3918480,6212,3918480
967,4244,3919480,6212,3919480
967,4244,3920290,6212,3920290
967,4244,3920610,6212,3920610
967,4244,3921610,6212,3921610
967,4244,3922610,6212,3922610
968,4252,3923610,6212,3923610
968,4252,3924610,6212,3924610
968,4252,3925420,6212,3925420
968,4252,3925580,6212,3925580
968,4252,3926050,6212,3926050
968,4252,3927050,6212,3927050
968,4252,3928050,6212,3928050
968,4252,3929050,6212,3929050
968,4252,3930050,6212,3930050
968,4252,3930050,6212,3930050
968,4252,3931050,6212,3931050
969,4260,3932050,6212,3932050
969,4260,3932520,6212,3932520
969,4260,3933330,6212,3933330
969,4260,3934330,6212,3934330
969,4260,3935330,6212,3935330
969,4260,3936330,6212,3936330
969,4260,3937330,6212,3937330
969,4260,3938140,6212,3938140
970,4268,3938950,6212,3938950
970,4268,3938950,6212,3938950
970,4268,3938950,6212,3938950
970,4268,3939950,6212,3939950
970,4268,3940950,6212,3940950
970,4268,3940950,6212,3940950
970,4268,3941950,6212,3941950
970,4268,3942110,6212,3942110
970,4268,3943110,6212,3943110
970,4268,3944110,6212,3944110
970,4268,3944110,6212,3944110
970,4268,3945110,6212,3945110
970,4268,3945580,6212,3945580
970,4268,3946580,6212,3946580
971,4276,3947580,6212,3947580
971,4276,3947580,6212,3947580
971,4276,3948580,6212,3948580
971,4276,3949580,6212,3949580
971,4276,3950580,6212,3950580
971,4276,3951050,6212,3951050
971,4276,3951050,6212,3951050
971,4276,3951700,6212,3951700
971,4276,3952510,6212,3952510
971,4276,3952510,6212,3952510
971,4276,3953510,6212,3953510
972,4284,3954510,6212,3954510
972,4284,3955320,6212,3955320
972,4284,3956320,6212,3956320
972,4284,3956640,6212,3956640
972,4284,3957290,6212,3957290
972,4284,3958290,6212,3958290
972,4284,3959290,6212,3959290
972,4284,3960290,6212,3960290
972,4284,3960510,6212,3960510
972,4284,3961510,6212,3961510
973,4292,3962510,6212,3962510
973,4292,3962860,6212,3962860
973,4292,3963860,6212,3963860
973,4292,3963860,6212,3963860
973,4292,3964860,6212,3964860
973,4292,3965860,6212,3965860
973,4292,3966090,6212,3966090
973,4292,3966560,6212,3966560
973,4292,3967560,6212,3967560
973,4292,3968560,6212,3968560
973,4292,3968880,6212,3968880
973,4292,3969880,6212,3969880
974,4300,3970880,6212,3970880
974,4300,3971880,6212,3971880
974,4300,3972350,6212,3972350
974,4300,3973350,6212,3973350
974,4300,3974160,6212,3974160
974,4300,3974390,6212,3974390
974,4300,3974860,6212,3974860
974,4300,3975860,6212,3975860
974,4300,3976180,6212,3976180
974,4300,3976650,6212,3976650
974,4300,3977650,6212,3977650
975,4308,3978110,6212,3978110
975,4308,3979110,6212,3979110
975,4308,3980110,6212,3980110
975,4308,3980580,6212,3980580
975,4308,3981580,6212,3981580
975,4308,3981900,6212,3981900
975,4308,3982900,6212,3982900
975,4308,3983900,6212,3983900
976,4316,3984900,6212,3984900
976,4316,3985710,6212,3985710
976,4316,3986710,6212,3986710
976,4316,3986710,6212,3986710
976,4316,3987710,6212,3987710
976,4316,3987710,6212,3987710
976,4316,3988520,6212,3988520
976,4316,3988750,6212,3988750
976,4316,3989750,6212,3989750
976,4316,3990220,6212,3990220
976,4316,3991220,6212,3991220
976,4316,3992220,6212,3992220
976,4316,3992220,6212,3992220
977,4324,3993220,6212,3993220
977,4324,3994220,6212,3994220
977,4324,3994220,6212,3994220
977,4324,3995220,6212,3995220
977,4324,3996220,6212,3996220
977,4324,3997220,6212,3997220
977,4324,3997220,6212,3997220
977,4324,3998220,6212,3998220
977,4324,3999220,6212,3999220
977,4324,3999220,6212,3999220
978,4332,3999870,6212,3999870
978,4332,4000870,6212,4000870
979,4340,4008870,6212,4008870
979,4340,4008870,6212,4008870
979,4340,4009870,6212,4009870
979,4340,4010520,6212,4010520
979,4340,4010520,6212,4010520
979,4340,4011520,6212,4011520
979,4340,4012520,6212,4012520
979,4340,4012520,6212,4012520
979,4340,4012750,6212,4012750
980,4348,4013750,6212,4013750
980,4348,4014210,6212,4014210
980,4348,4015210,6212,4015210
980,4348,4016210,6212,4016210
980,4348,4016210,6212,4016210
980,4348,4017210,6212,4017210
980,4348,4017370,6212,4017370
980,4348,4017840,6212,4017840
981,4356,4025840,6212,4025840
981,4356,4026840,6212,4026840
981,4356,4026840,6212,4026840
981,4356,4027310,6212,4027310
981,4356,4028310,6212,4028310
982,4364,4029310,6212,4029310
982,4364,4030310,6212,4030310
982,4364,4031310,6212,4031310
982,4364,4032310,6212,4032310
982,4364,4032780,6212,4032780
982,4364,4032780,6212,4032780
982,4364,4033590,6212,4033590
982,4364,4034590,6212,4034590
982,4364,4034590,6212,4034590
982,4364,4034590,6212,4034590
982,4364,4035050,6212,4035050
983,4372,4036050,6212,4036050
983,4372,4036520,6212,4036520
983,4372,4037330,6212,4037330
983,4372,4038330,6212,4038330
983,4372,4038330,6212,4038330
983,4372,4039330,6212,4039330
983,4372,4040330,6212,4040330
983,4372,4040550,6212,4040550
983,4372,4041360,6212,4041360
983,4372,4042170,6212,4042170
983,4372,4043170,6212,4043170
984,4380,4043980,6212,4043980
984,4380,4044300,6212,4044300
984,4380,4045300,6212,4045300
984,4380,4045770,6212,4045770
984,4380,4046770,6212,4046770
984,4380,4047250,6212,4047250
984,4380,4048250,6212,4048250
984,4380,4049060,6212,4049060
984,4380,4050060,6212,4050060
984,4380,4051060,6212,4051060
984,4380,4051060,6212,4051060
985,4388,4052060,6212,4052060
985,4388,4053060,6212,4053060
985,4388,4053870,6212,4053870
985,4388,4054870,6212,4054870
985,4388,4055870,6212,4055870
985,4388,4056870,6212,4056870
985,4388,4057870,6212,4057870
985,4388,4058870,6212,4058870
985,4388,4059190,6212,4059190
986,4396,4060190,6212,4060190
986,4396,4060660,6212,4060660
986,4396,4061660,6212,4061660
986,4396,4062660,6212,4062660
986,4396,4063130,6212,4063130
986,4396,4064130,6212,4064130
986,4396,4064940,6212,4064940
986,4396,4065940,6212,4065940
986,4396,4066940,6212,4066940
987,4404,4067940,6212,4067940
987,4404,4068750,6212,4068750
987,4404,4069750,6212,4069750
987,4404,4070400,6212,4070400
987,4404,4070720,6212,4070720
987,4404,4071720,6212,4071720
987,4404,4072180,6212,4072180
987,4404,4073180,6212,4073180
987,4404,4074180,6212,4074180
988,4412,4074830,6212,4074830
988,4412,4074990,6212,4074990
988,4412,4075990,6212,4075990
988,4412,4076800,6212,4076800
988,4412,4077020,6212,4077020
988,4412,4078020,6212,4078020
988,4412,4078610,6212,4078610
988,4412,4079610,6212,4079610
988,4412,4080610,6212,4080610
988,4412,4081420,6212,4081420
989,4420,4082420,6212,4082420
989,4420,4082420,6212,4082420
989,4420,4083420,6212,4083420
989,4420,4084230,6212,4084230
989,4420,4085040,6212,4085040
989,4420,4086040,6212,4086040
989,4420,4086260,6212,4086260
989,4420,4087260,6212,4087260
989,4420,4088070,6212,4088070
989,4420,4088070,6212,4088070
989,4420,4088070,6212,4088070
989,4420,4089070,6212,4089070
990,4428,4090070,6212,4090070
990,4428,4090660,6212,4090660
990,4428,4091660,6212,4091660
990,4428,4091660,6212,4091660
990,4428,4092660,6212,4092660
990,4428,4093470,6212,4093470
990,4428,4094470,6212,4094470
990,4428,4095470,6212,4095470
990,4428,4095940,6212,4095940
991,4436,4096940,6212,4096940
991,4436,4097940,6212,4097940
991,4436,4098940,6212,4098940
991,4436,4099490,6212,4099490
991,4436,4100490,6212,4100490
991,4436,4100960,6212,4100960
991,4436,4100960,6212,4100960
991,4436,4101610,6212,4101610
991,4436,4102080,6212,4102080
991,4436,4102080,6212,4102080
992,4444,4102550,6212,4102550
992,4444,4102780,6212,4102780
992,4444,4103780,6212,4103780
992,4444,4103780,6212,4103780
992,4444,4104780,6212,4104780
992,4444,4104780,6212,4104780
992,4444,4105010,6212,4105010
992,4444,4105010,6212,4105010
992,4444,4105010,6212,4105010
992,4444,4106010,6212,4106010
992,4444,4107010,6212,4107010
992,4444,4108010,6212,4108010
992,4444,4109010,6212,4109010
992,4444,4109330,6212,4109330
992,4444,4109980,6212,4109980
993,4452,4110790,6212,4110790
993,4452,4111380,6212,4111380
993,4452,4111540,6212,4111540
993,4452,4111540,6212,4111540
993,4452,4112010,6212,4112010
993,4452,4113010,6212,4113010
993,4452,4114010,6212,4114010
993,4452,4114480,6212,4114480
993,4452,4115480,6212,4115480
993,4452,4116480,6212,4116480
993,4452,4117480,6212,4117480
993,4452,4117480,6212,4117480
994,4460,4118480,6212,4118480
994,4460,4119290,6212,4119290
994,4460,4120100,6212,4120100
994,4460,4120420,6212,4120420
994,4460,4121420,6212,4121420
994,4460,4122420,6212,4122420
994,4460,4123230,6212,4123230
994,4460,4123450,6212,4123450
994,4460,4124260,6212,4124260
995,4468,4125260,6212,4125260
995,4468,4126260,6212,4126260
995,4468,4127260,6212,4127260
995,4468,4127590,6212,4127590
995,4468,4128590,6212,4128590
995,4468,4129060,6212,4129060
995,4468,4129530,6212,4129530
995,4468,4130530,6212,4130530
995,4468,4131080,6212,4131080
996,4476,4132080,6212,4132080
996,4476,4132310,6212,4132310
996,4476,4133310,6212,4133310
996,4476,4133310,6212,4133310
996,4476,4134310,6212,4134310
996,4476,4134310,6212,4134310
996,4476,4135310,6212,4135310
996,4476,4136310,6212,4136310
996,4476,4137310,6212,4137310
996,4476,4137780,6212,4137780
996,4476,4137780,6212,4137780
996,4476,4138780,6212,4138780
996,4476,4139780,6212,4139780
997,4484,4140780,6212,4140780
997,4484,4141780,6212,4141780
997,4484,4142780,6212,4142780
997,4484,4143780,6212,4143780
997,4484,4144780,6212,4144780
997,4484,4145590,6212,4145590
997,4484,4146590,6212,4146590
997,4484,4146590,6212,4146590
997,4484,4147590,6212,4147590
997,4484,4147590,6212,4147590
997,4484,4147590,6212,4147590
998,4492,4148590,6212,4148590
998,4492,4148590,6212,4148590
998,4492,4149590,6212,4149590
998,4492,4150240,6212,4150240
998,4492,4151240,6212,4151240
998,4492,4151890,6212,4151890
998,4492,4152890,6212,4152890
998,4492,4153540,6212,4153540
998,4492,4154000,6212,4154000
998,4492,4154810,6212,4154810
999,4500,4155810,6212,4155810
999,4500,4156280,6212,4156280
999,4500,4156500,6212,4156500
999,4500,4157500,6212,4157500
999,4500,4158500,6212,4158500
999,4500,4159500,6212,4159500
999,4500,4159970,6212,4159970
999,4500,4160440,6212,4160440
999,4500,4160440,6212,4160440
1000,4508,4161440,6212,4161440
1000,4508,4161440,6212,4161440
1000,4508,4162440,6212,4162440
1000,4508,4163250,6212,4163250
1000,4508,4164250,6212,4164250
1000,4508,4165250,6212,4165250
1000,4508,4166250,6212,4166250
1000,4508,4166720,6212,4166720
1000,4508,4166720,6212,4166720
1000,4508,4167720,6212,4167720
1000,4508,4168190,6212,4168190
1000,4508,4169000,6212,4169000
1000,4508,4169470,6212,4169470
1000,4508,4169470,6212,4169470
1001,4516,4170470,6212,4170470
1001,4516,4171280,6212,4171280
1001,4516,4172280,6212,4172280
1001,4516,4172280,6212,4172280
1001,4516,4173280,6212,4173280
1001,4516,4173650,6212,4173650
1001,4516,4173650,6212,4173650
1001,4516,4173650,6212,4173650
1001,4516,4173970,6212,4173970
1001,4516,4174190,6212,4174190
1001,4516,4174840,6212,4174840
1001,4516,4175310,6212,4175310
1001,4516,4176310,6212,4176310
1002,4524,4177120,6212,4177120
1002,4524,4177120,6212,4177120
1002,4524,4178120,6212,4178120
1002,4524,4179120,6212,4179120
1002,4524,4179770,6212,4179770
1002,4524,4179770,6212,4179770
1002,4524,4180770,6212,4180770
1002,4524,4181770,6212,4181770
1002,4524,4181770,6212,4181770
1002,4524,4182090,6212,4182090
1002,4524,4182460,6212,4182460
1002,4524,4182620,6212,4182620
1002,4524,4183080,6212,4183080
1002,4524,4184080,6212,4184080
1002,4524,4184080,6212,4184080
1002,4524,4184080,6212,4184080
1003,4532,4185080,6212,4185080
1003,4532,4185890,6212,4185890
1003,4532,4186890,6212,4186890
1003,4532,4187890,6212,4187890
1003,4532,4188700,6212,4188700
1003,4532,4189510,6212,4189510
1003,4532,4190320,6212,4190320
1003,4532,4190540,6212,4190540
1003,4532,4191000,6212,4191000
1003,4532,4191320,6212,4191320
1003,4532,4191320,6212,4191320
1004,4540,4192130,6212,4192130
1004,4540,4192600,6212,4192600
1004,4540,4192600,6212,4192600
1004,4540,4193410,6212,4193410
1004,4540,4193730,6212,4193730
1004,4540,4194380,6212,4194380
1004,4540,4195380,6212,4195380
1004,4540,4195380,6212,4195380
1004,4540,4196380,6212,4196380
1004,4540,4197380,6212,4197380
1004,4540,4198380,6212,4198380
1005,4548,4199380,6212,4199380
1005,4548,4199380,6212,4199380
1005,4548,4199700,6212,4199700
1005,4548,4200510,6212,4200510
1005,4548,4201510,6212,4201510
1005,4548,4202510,6212,4202510
1005,4548,4202510,6212,4202510
1005,4548,4203510,6212,4203510
1005,4548,4204320,6212,4204320
1005,4548,4204430,6212,4204430
1005,4548,4205240,6212,4205240
1006,4556,4206240,6212,4206240
1006,4556,4206240,6212,4206240
1006,4556,4207240,6212,4207240
1006,4556,4207790,6212,4207790
1006,4556,4208600,6212,4208600
1006,4556,4208920,6212,4208920
1006,4556,4209920,6212,4209920
1006,4556,4210920,6212,4210920
1006,4556,4211920,6212,4211920
1006,4556,4212570,6212,4212570
1006,4556,4213570,6212,4213570
1007,4564,4214040,6212,4214040
1007,4564,4215040,6212,4215040
1007,4564,4215510,6212,4215510
1007,4564,4215970,6212,4215970
1007,4564,4216970,6212,4216970
1007,4564,4217970,6212,4217970
1007,4564,4218440,6212,4218440
1007,4564,4219440,6212,4219440
1007,4564,4220440,6212,4220440
1007,4564,4221440,6212,4221440
1008,4572,4221760,6212,4221760
1008,4572,4222760,6212,4222760
1008,4572,4223230,6212,4223230
1008,4572,4224230,6212,4224230
1008,4572,4225230,6212,4225230
1008,4572,4226230,6212,4226230
1008,4572,4228230,6212,4228230
1008,4572,4229230,6212,4229230
1009,4580,4230230,6212,4230230
1009,4580,4231230,6212,4231230
1009,4580,4232230,6212,4232230
1009,4580,4233230,6212,4233230
1009,4580,4233230,6212,4233230
1009,4580,4233230,6212,4233230
1009,4580,4234230,6212,4234230
1009,4580,4235040,6212,4235040
1009,4580,4236040,6212,4236040
1009,4580,4237040,6212,4237040
1009,4580,4237040,6212,4237040
1009,4580,4237040,6212,4237040
1010,4588,4238040,6212,4238040
1010,4588,4238850,6212,4238850
1010,4588,4239850,6212,4239850
1010,4588,4240660,6212,4240660
1010,4588,4241660,6212,4241660
1010,4588,4241660,6212,4241660
1010,4588,4242120,6212,4242120
1010,4588,4242930,6212,4242930
1010,4588,4242930,6212,4242930
1010,4588,4242930,6212,4242930
1010,4588,4243930,6212,4243930
1010,4588,4243930,6212,4243930
1010,4588,4244160,6212,4244160
1011,4596,4244810,6212,4244810
1011,4596,4245620,6212,4245620
1011,4596,4246620,6212,4246620
1011,4596,4247620,6212,4247620
1011,4596,4248620,6212,4248620
1011,4596,4249620,6212,4249620
1011,4596,4249620,6212,4249620
1011,4596,4250620,6212,4250620
1011,4596,4251430,6212,4251430
1012,4604,4252430,6212,4252430
1012,4604,4252650,6212,4252650
1012,4604,4253650,6212,4253650
1012,4604,4254650,6212,4254650
1012,4604,4255650,6212,4255650
1012,4604,4256650,6212,4256650
1012,4604,4256650,6212,4256650
1012,4604,4257650,6212,4257650
1012,4604,4258650,6212,4258650
1013,4612,4259650,6212,4259650
1013,4612,4259970,6212,4259970
1013,4612,4260970,6212,4260970
1013,4612,4261970,6212,4261970
1013,4612,4262780,6212,4262780
1013,4612,4263780,6212,4263780
1013,4612,4263780,6212,4263780
1013,4612,4264590,6212,4264590
1013,4612,4265590,6212,4265590
1013,4612,4266590,6212,4266590
1013,4612,4267400,6212,4267400
1013,4612,4267400,6212,4267400
1014,4620,4268050,6212,4268050
1014,4620,4269050,6212,4269050
1014,4620,4270050,6212,4270050
1014,4620,4270370,6212,4270370
1014,4620,4271370,6212,4271370
1014,4620,4271370,6212,4271370
1014,4620,4271840,6212,4271840
1014,4620,4272840,6212,4272840
1014,4620,4273840,6212,4273840
1014,4620,4274840,6212,4274840
1014,4620,4275160,6212,4275160
1014,4620,4275970,6212,4275970
1015,4628,4276970,6212,4276970
1015,4628,4277970,6212,4277970
1015,4628,4277970,6212,4277970
1015,4628,4278620,6212,4278620
1015,4628,4279620,6212,4279620
1015,4628,4280620,6212,4280620
1015,4628,4280620,6212,4280620
1015,4628,4281620,6212,4281620
1015,4628,4282620,6212,4282620
1015,4628,4282620,6212,4282620
1015,4628,4283620,6212,4283620
1016,4636,4284620,6212,4284620
1016,4636,4285620,6212,4285620
1016,4636,4286620,6212,4286620
1016,4636,4287620,6212,4287620
1016,4636,4287990,6212,4287990
1016,4636,4288990,6212,4288990
1016,4636,4289460,6212,4289460
1016,4636,4289930,6212,4289930
1016,4636,4290930,6212,4290930
1016,4636,4291930,6212,4291930
1017,4644,4292930,6212,4292930
1017,4644,4296930,6212,4296930
1017,4644,4297390,6212,4297390
1017,4644,4297390,6212,4297390
1018,4652,4297860,6212,4297860
1018,4652,4298330,6212,4298330
1018,4652,4299330,6212,4299330
1018,4652,4299330,6212,4299330
1018,4652,4299800,6212,4299800
1018,4652,4300800,6212,4300800
1018,4652,4300800,6212,4300800
1018,4652,4300800,6212,4300800
1018,4652,4301150,6212,4301150
1018,4652,4301620,6212,4301620
1018,4652,4302090,6212,4302090
1018,4652,4303090,6212,4303090
1018,4652,4303410,6212,4303410
1018,4652,4304220,6212,4304220
1019,4660,4304540,6212,4304540
1019,4660,4305090,6212,4305090
1019,4660,4305560,6212,4305560
1019,4660,4306560,6212,4306560
1019,4660,4307560,6212,4307560
1019,4660,4307560,6212,4307560
1019,4660,4307560,6212,4307560
1019,4660,4308560,6212,4308560
1019,4660,4308560,6212,4308560
1019,4660,4309370,6212,4309370
1019,4660,4309530,6212,4309530
1019,4660,4310530,6212,4310530
1019,4660,4310530,6212,4310530
1019,4660,4311530,6212,4311530
1019,4660,4312000,6212,4312000
1019,4660,4312810,6212,4312810
1020,4668,4313810,6212,4313810
1020,4668,4314810,6212,4314810
1020,4668,4315810,6212,4315810
1020,4668,4316810,6212,4316810
1020,4668,4317620,6212,4317620
1020,4668,4317620,6212,4317620
1020,4668,4318620,6212,4318620
1020,4668,4319430,6212,4319430
1020,4668,4319430,6212,4319430
1020,4668,4319650,6212,4319650
1020,4668,4319650,6212,4319650
1020,4668,4320460,6212,4320460
1020,4668,4321460,6212,4321460
1021,4676,4322460,6212,4322460
1021,4676,4323460,6212,4323460
1021,4676,4324460,6212,4324460
1021,4676,4324460,6212,4324460
1021,4676,4325460,6212,4325460
1021,4676,4326460,6212,4326460
1021,4676,4327270,6212,4327270
1021,4676,4328270,6212,4328270
1021,4676,4329270,6212,4329270
1022,4684,4330270,6212,4330270
1022,4684,4331270,6212,4331270
1022,4684,4331270,6212,4331270
1022,4684,4332270,6212,4332270
1023,4692,4340270,6212,4340270
1023,4692,4340500,6212,4340500
1023,4692,4341500,6212,4341500
1023,4692,4342500,6212,4342500
1023,4692,4343050,6212,4343050
1023,4692,4343860,6212,4343860
1023,4692,4344860,6212,4344860
1024,4700,4345860,6212,4345860
1024,4700,4346670,6212,4346670
1024,4700,4347140,6212,4347140
1024,4700,4348140,6212,4348140
1024,4700,4348600,6212,4348600
1024,4700,4349410,6212,4349410
1024,4700,4350410,6212,4350410
1024,4700,4351410,6212,4351410
1024,4700,4351410,6212,4351410
1024,4700,4352410,6212,4352410
1025,4708,4353220,6212,4353220
1025,4708,4354220,6212,4354220
1025,4708,4354680,6212,4354680
1025,4708,4355680,6212,4355680
1025,4708,4359680,6212,4359680
1025,4708,4360680,6212,4360680
1026,4716,4361680,6212,4361680
1026,4716,4361680,6212,4361680
1026,4716,4361680,6212,4361680
1026,4716,4361680,6212,4361680
1026,4716,4362680,6212,4362680
1026,4716,4363490,6212,4363490
1026,4716,4364490,6212,4364490
1026,4716,4365300,6212,4365300
1026,4716,4365770,6212,4365770
1026,4716,4366420,6212,4366420
1026,4716,4367420,6212,4367420
1026,4716,4368420,6212,4368420
1027,4724,4368880,6212,4368880
1027,4724,4369880,6212,4369880
1027,4724,4370880,6212,4370880
1027,4724,4371880,6212,4371880
1027,4724,4372880,6212,4372880
1027,4724,4373350,6212,4373350
1027,4724,4373670,6212,4373670
1027,4724,4374670,6212,4374670
1027,4724,4375480,6212,4375480
1027,4724,4376480,6212,4376480
1028,4732,4377480,6212,4377480
1028,4732,4378480,6212,4378480
1028,4732,4378800,6212,4378800
1028,4732,4379270,6212,4379270
1028,4732,4380270,6212,4380270
1028,4732,4382270,6212,4382270
1028,4732,4383270,6212,4383270
1028,4732,4383270,6212,4383270
1028,4732,4383740,6212,4383740
1028,4732,4384210,6212,4384210
1029,4740,4384860,6212,4384860
1029,4740,4385860,6212,4385860
1029,4740,4386860,6212,4386860
1029,4740,4387860,6212,4387860
1029,4740,4388860,6212,4388860
1029,4740,4389670,6212,4389670
1029,4740,4390670,6212,4390670
1030,4748,4391670,6212,4391670
1030,4748,4392670,6212,4392670
1030,4748,4392670,6212,4392670
1030,4748,4393670,6212,4393670
1030,4748,4394140,6212,4394140
1030,4748,4395140,6212,4395140
1030,4748,4395460,6212,4395460
1030,4748,4396270,6212,4396270
1030,4748,4396270,6212,4396270
1030,4748,4396590,6212,4396590
1030,4748,4397590,6212,4397590
1030,4748,4398590,6212,4398590
1031,4756,4399590,6212,4399590
1031,4756,4399700,6212,4399700
1031,4756,4401700,6212,4401700
1031,4756,4402510,6212,4402510
1031,4756,4402560,6212,4402560
1031,4756,4403370,6212,4403370
1031,4756,4404370,6212,4404370
1031,4756,4404370,6212,4404370
1031,4756,4404700,6212,4404700
1031,4756,4405700,6212,4405700
1031,4756,4406700,6212,4406700
1032,4764,4407510,6212,4407510
1032,4764,4407510,6212,4407510
1032,4764,4408510,6212,4408510
1032,4764,4409510,6212,4409510
1032,4764,4409980,6212,4409980
1032,4764,4410980,6212,4410980
1032,4764,4411980,6212,4411980
1032,4764,4412790,6212,4412790
1032,4764,4413260,6212,4413260
1032,4764,4414070,6212,4414070
1033,4772,4415070,6212,4415070
1033,4772,4415880,6212,4415880
1033,4772,4416880,6212,4416880
1033,4772,4416880,6212,4416880
1033,4772,4416880,6212,4416880
1033,4772,4417880,6212,4417880
1033,4772,4418200,6212,4418200
1033,4772,4419200,6212,4419200
1033,4772,4419200,6212,4419200
1033,4772,4420200,6212,4420200
1033,4772,4420430,6212,4420430
1033,4772,4420430,6212,4420430
1033,4772,4421430,6212,4421430
1033,4772,4421750,6212,4421750
1034,4780,4422750,6212,4422750
1034,4780,4423220,6212,4423220
1034,4780,4424220,6212,4424220
1034,4780,4424220,6212,4424220
1034,4780,4425030,6212,4425030
1034,4780,4426030,6212,4426030
1034,4780,4427030,6212,4427030
1034,4780,4428030,6212,4428030
1034,4780,4428030,6212,4428030
1034,4780,4428030,6212,4428030
1034,4780,4428500,6212,4428500
1034,4780,4429500,6212,4429500
1035,4788,4430500,6212,4430500
1035,4788,4431310,6212,4431310
1035,4788,4431470,6212,4431470
1035,4788,4432470,6212,4432470
1035,4788,4433470,6212,4433470
1035,4788,4434470,6212,4434470
1035,4788,4435120,6212,4435120
1035,4788,4436120,6212,4436120
1035,4788,4436710,6212,4436710
1035,4788,4436940,6212,4436940
1036,4796,4437940,6212,4437940
1036,4796,4438940,6212,4438940
1036,4796,4439310,6212,4439310
1036,4796,4439780,6212,4439780
1036,4796,4440000,6212,4440000
1036,4796,4441000,6212,4441000
1036,4796,4441000,6212,4441000
1036,4796,4441470,6212,4441470
1036,4796,4442470,6212,4442470
1036,4796,4443280,6212,4443280
1036,4796,4444090,6212,4444090
1036,4796,4444090,6212,4444090
1036,4796,4445090,6212,4445090
1037,4804,4445740,6212,4445740
1037,4804,4446550,6212,4446550
1037,4804,4447360,6212,4447360
1037,4804,4448170,6212,4448170
