ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1384027.41,97.68,84.12,1358996.85,95.91
1384027.41,97.68,84.12,1358996.85,95.91
1383710.84,97.68,84.11,1358683.95,95.91
1383170.92,97.68,84.12,1358110.45,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358008.68,95.91
1383063.73,97.68,84.12,1358065.11,95.92
1383063.73,97.68,84.12,1358065.11,95.92
1383063.73,97.68,84.12,1358065.11,95.92
1383063.73,97.68,84.12,1358065.11,95.92
1383063.73,97.68,84.12,1358065.11,95.92
1382916.98,97.69,84.12,1357923.84,95.92
1382995.4,97.69,84.13,1358079.01,95.93
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358105.98,95.94
1382995.4,97.69,84.13,1358082.83,95.93
1382838.21,97.69,84.13,1357926.3,95.93
1382838.21,97.69,84.13,1357926.3,95.93
1382838.21,97.69,84.13,1357926.3,95.93
1382838.21,97.69,84.13,1357926.3,95.93
1382578.28,97.7,84.13,1357732.9,95.94
1382578.28,97.7,84.13,1357732.9,95.94
1382578.28,97.7,84.13,1357732.9,95.94
1382360.22,97.7,84.14,1357740.81,95.96
1382123.7,97.71,84.14,1357480.27,95.97
1382123.7,97.71,84.14,1357480.27,95.97
1382123.7,97.71,84.14,1357480.27,95.97
1382123.7,97.71,84.14,1357480.27,95.97
1382123.7,97.71,84.14,1357428.37,95.96
1382123.7,97.71,84.14,1357428.37,95.96
1382123.7,97.71,84.14,1357428.37,95.96
1381966.8,97.71,84.14,1357322.95,95.97
1381966.8,97.71,84.14,1357270.31,95.96
1381966.8,97.71,84.14,1357270.31,95.96
1381819.57,97.72,84.15,1357380.49,95.99
1381819.57,97.72,84.15,1357380.49,95.99
1381819.57,97.72,84.15,1357370.62,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381819.57,97.72,84.15,1357438.15,95.99
1381557.92,97.72,84.15,1357318.88,96.0
1381557.92,97.72,84.15,1357318.88,96.0
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357123.07,96.01
1381345.16,97.72,84.15,1357646.97,96.04
1381345.16,97.72,84.15,1357646.97,96.04
1381345.16,97.72,84.15,1357646.97,96.04
1381345.16,97.72,84.15,1357646.97,96.04
1381345.16,97.72,84.15,1357646.97,96.04
1381345.16,97.72,84.15,1357646.97,96.04
1381284.31,97.72,84.16,1357550.13,96.04
1381284.31,97.72,84.16,1357550.13,96.04
1381284.31,97.72,84.16,1357550.13,96.04
1381284.31,97.72,84.16,1357550.13,96.04
1381080.67,97.73,84.16,1357271.33,96.05
1381080.67,97.73,84.16,1357271.33,96.05
1381080.67,97.73,84.16,1357271.33,96.05
1381080.67,97.73,84.16,1357271.33,96.05
1381080.67,97.73,84.16,1357271.33,96.05
1381080.67,97.73,84.16,1357271.33,96.05
1380820.75,97.73,84.17,1357443.36,96.08
1380820.75,97.73,84.17,1357443.36,96.08
1380820.75,97.73,84.17,1357443.36,96.08
1380820.75,97.73,84.17,1357443.36,96.08
1380820.75,97.73,84.17,1357443.36,96.08
1380660.82,97.74,84.17,1357583.69,96.1
1380660.82,97.74,84.17,1357583.69,96.1
1380660.82,97.74,84.17,1357583.69,96.1
1380660.82,97.74,84.17,1357583.69,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357203.57,96.1
1380400.89,97.74,84.18,1357352.25,96.11
1380400.89,97.74,84.18,1357352.25,96.11
1380140.96,97.75,84.18,1357129.35,96.12
1380140.96,97.75,84.18,1357129.35,96.12
1380140.96,97.75,84.18,1357129.35,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1380020.19,97.75,84.19,1357023.53,96.12
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379831.42,97.77,84.2,1356714.5,96.13
1379674.23,97.77,84.2,1356559.22,96.13
1379380.29,97.77,84.21,1356312.42,96.14
1379380.29,97.77,84.21,1356312.42,96.14
1379380.29,97.77,84.21,1356312.42,96.14
1379232.37,97.78,84.21,1355955.55,96.13
1379232.37,97.78,84.21,1355955.55,96.13
1379234.56,97.78,84.21,1355910.0,96.13
1379234.56,97.78,84.21,1355910.0,96.13
1379085.79,97.78,84.21,1355752.36,96.13
1379085.79,97.78,84.21,1355752.36,96.13
1378919.64,97.78,84.22,1355734.45,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378762.45,97.78,84.22,1355534.19,96.14
1378525.93,97.79,84.22,1355730.73,96.17
1378525.93,97.79,84.22,1355730.73,96.17
1378525.93,97.79,84.22,1355730.73,96.17
1378525.93,97.79,84.22,1355730.73,96.17
1378525.93,97.79,84.22,1355730.73,96.17
1378525.93,97.79,84.22,1355730.73,96.17
1378281.99,97.79,84.23,1355740.2,96.2
1378281.99,97.79,84.23,1355740.2,96.2
1378281.99,97.79,84.23,1355740.2,96.2
1377986.82,97.8,84.23,1355577.97,96.21
1377986.82,97.8,84.23,1355577.97,96.21
1377846.45,97.81,84.25,1355302.04,96.21
1377846.45,97.81,84.25,1355291.12,96.21
1377846.45,97.81,84.25,1355291.12,96.21
1377846.45,97.81,84.25,1355291.12,96.21
1377592.38,97.83,84.26,1354885.45,96.21
1377592.38,97.83,84.26,1354885.45,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377592.38,97.83,84.26,1354861.08,96.21
1377383.15,97.83,84.26,1354723.46,96.22
1377383.15,97.83,84.26,1354723.46,96.22
1377383.15,97.83,84.26,1354606.33,96.21
1377383.15,97.83,84.26,1354606.33,96.21
1377383.15,97.83,84.26,1354606.33,96.21
1377146.63,97.83,84.27,1354713.88,96.24
1377146.63,97.83,84.27,1354713.88,96.24
1377146.63,97.83,84.27,1354743.25,96.24
1377146.63,97.83,84.27,1354743.25,96.24
1376911.26,97.84,84.27,1354467.51,96.24
1376911.26,97.84,84.27,1354467.51,96.24
1376911.26,97.84,84.27,1354467.51,96.24
1376911.26,97.84,84.27,1354511.21,96.25
1376911.26,97.84,84.27,1354511.21,96.25
1376911.26,97.84,84.27,1354511.21,96.25
1376911.26,97.84,84.27,1354511.21,96.25
1376911.26,97.84,84.27,1354511.21,96.25
1376764.51,97.84,84.28,1354253.75,96.24
1376764.51,97.84,84.28,1354253.75,96.24
1376480.8,97.85,84.29,1353889.61,96.25
1376323.9,97.85,84.29,1353733.15,96.25
1376072.54,97.86,84.29,1353490.07,96.25
1376022.52,97.88,84.31,1353204.17,96.26
1376022.52,97.88,84.31,1353204.17,96.26
1376022.52,97.88,84.31,1353204.17,96.26
1376022.52,97.88,84.31,1353204.17,96.26
1375778.58,97.88,84.32,1352921.4,96.26
1375778.58,97.88,84.32,1352921.4,96.26
1375778.58,97.88,84.32,1352879.87,96.25
1375778.58,97.88,84.32,1352879.87,96.25
1375520.37,97.89,84.32,1352670.59,96.26
1375520.37,97.89,84.32,1352670.59,96.26
1375520.37,97.89,84.32,1352670.59,96.26
1375520.37,97.89,84.32,1352670.59,96.26
1375270.69,97.89,84.33,1352643.96,96.28
1375010.76,97.9,84.33,1352204.54,96.27
1375010.76,97.9,84.33,1352204.54,96.27
1374747.07,97.91,84.34,1351829.38,96.28
1374747.07,97.91,84.34,1351829.38,96.28
1374747.07,97.91,84.34,1351829.38,96.28
1374747.07,97.91,84.34,1351829.38,96.28
1374503.13,97.92,84.35,1351456.07,96.27
1374503.13,97.92,84.35,1351456.07,96.27
1374503.13,97.92,84.35,1351456.07,96.27
1374503.13,97.92,84.35,1351456.07,96.27
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374503.13,97.92,84.35,1351511.3,96.28
1374207.24,97.93,84.36,1351115.71,96.28
1374207.24,97.93,84.36,1351115.71,96.28
1374207.24,97.93,84.36,1351115.71,96.28
1374207.24,97.93,84.36,1351090.02,96.28
1374207.24,97.93,84.36,1351090.02,96.28
1374207.24,97.93,84.36,1351090.02,96.28
1374284.15,97.93,84.37,1351174.68,96.28
1374024.22,97.94,84.37,1350884.31,96.29
1373676.49,97.94,84.38,1350485.36,96.29
1373676.49,97.94,84.38,1350485.36,96.29
1373497.83,97.95,84.39,1350209.39,96.29
1373497.83,97.95,84.39,1350209.39,96.29
1373285.06,97.95,84.39,1349817.87,96.28
1373285.06,97.95,84.39,1349817.87,96.28
1373285.06,97.95,84.39,1349817.87,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349789.08,96.28
1373285.06,97.95,84.39,1349752.44,96.27
1373285.06,97.95,84.39,1349752.44,96.27
1373025.13,97.96,84.39,1349363.6,96.27
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349053.1,96.28
1372780.15,97.97,84.4,1349009.1,96.27
1372610.22,97.98,84.41,1349084.73,96.3
1372252.16,97.98,84.42,1348424.44,96.28
1372256.4,97.98,84.42,1348462.63,96.28
1372256.4,97.98,84.42,1348462.63,96.28
1371996.47,97.99,84.42,1348170.17,96.28
1371996.47,97.99,84.42,1348170.17,96.28
1371839.57,97.99,84.42,1348012.96,96.28
1371839.57,97.99,84.42,1348012.96,96.28
1371549.65,97.99,84.42,1348079.43,96.31
1371310.02,97.99,84.43,1348033.81,96.33
1371077.24,98.0,84.43,1347752.94,96.33
1371077.24,98.0,84.43,1347752.94,96.33
1370864.47,98.0,84.43,1347589.42,96.34
1370864.47,98.0,84.43,1347589.42,96.34
1370694.55,98.0,84.44,1347784.96,96.37
1370694.55,98.0,84.44,1347784.96,96.37
1370694.55,98.0,84.44,1347784.96,96.37
1370449.24,98.01,84.44,1347744.38,96.39
1370449.24,98.01,84.44,1347744.38,96.39
1370189.32,98.01,84.45,1347480.95,96.39
1370189.32,98.01,84.45,1347480.95,96.39
1369937.95,98.02,84.45,1347239.58,96.39
1369937.95,98.02,84.45,1347239.58,96.39
1369937.95,98.02,84.45,1347272.46,96.4
1369937.95,98.02,84.45,1347272.46,96.4
1369951.99,98.02,84.45,1347275.04,96.4
1369951.99,98.02,84.45,1347275.04,96.4
1369951.99,98.02,84.45,1347275.04,96.4
1369951.99,98.02,84.45,1347275.04,96.4
1369895.71,98.03,84.46,1347090.83,96.4
1369895.71,98.03,84.46,1347090.83,96.4
1369895.71,98.03,84.46,1347090.83,96.4
1369895.71,98.03,84.46,1347090.83,96.4
1369895.71,98.03,84.46,1347090.83,96.4
1369637.5,98.04,84.47,1347174.56,96.43
1369637.5,98.04,84.47,1347174.56,96.43
1369637.5,98.04,84.47,1347174.56,96.43
1369637.5,98.04,84.47,1347174.56,96.43
1369637.5,98.04,84.47,1347174.56,96.43
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369658.0,98.04,84.47,1347127.92,96.42
1369412.21,98.04,84.48,1346998.4,96.44
1369412.21,98.04,84.48,1346998.4,96.44
1369412.21,98.04,84.48,1346998.4,96.44
1369412.21,98.04,84.48,1346998.4,96.44
1369218.12,98.05,84.48,1346723.09,96.44
1369218.12,98.05,84.48,1346723.09,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346539.3,96.44
1369008.89,98.05,84.48,1346567.5,96.44
1369008.89,98.05,84.48,1346567.5,96.44
1368842.75,98.06,84.49,1346551.01,96.46
1368584.54,98.06,84.49,1346350.86,96.47
1368584.54,98.06,84.49,1346350.86,96.47
1368584.54,98.06,84.49,1346350.86,96.47
1368584.54,98.06,84.49,1346350.86,96.47
1368584.54,98.06,84.49,1346350.86,96.47
1368290.59,98.06,84.5,1346160.96,96.48
1367957.13,98.07,84.51,1345726.6,96.48
1367957.13,98.07,84.51,1345726.6,96.48
1367957.13,98.07,84.51,1345726.6,96.48
1367957.13,98.07,84.51,1345726.6,96.48
1367599.07,98.08,84.51,1345749.21,96.51
1367339.14,98.08,84.52,1345471.56,96.52
1367339.14,98.08,84.52,1345471.56,96.52
1367182.24,98.08,84.52,1345319.23,96.52
1367182.24,98.08,84.52,1345820.84,96.55
1367182.24,98.08,84.52,1345820.84,96.55
1367182.24,98.08,84.52,1345820.84,96.55
1367182.24,98.08,84.52,1345820.84,96.55
1367182.24,98.08,84.52,1345820.84,96.55
1366917.17,98.09,84.52,1345545.13,96.55
1366917.17,98.09,84.52,1345535.49,96.55
1366917.17,98.09,84.52,1345535.49,96.55
1366917.17,98.09,84.52,1345535.49,96.55
1366643.23,98.09,84.53,1345248.59,96.56
1366643.23,98.09,84.53,1345248.59,96.56
1366361.93,98.1,84.53,1345028.56,96.57
1366283.85,98.13,84.56,1345112.07,96.61
1366283.85,98.13,84.56,1345112.07,96.61
1366283.85,98.13,84.56,1345112.07,96.61
1366283.85,98.13,84.56,1345124.41,96.61
1366283.85,98.13,84.56,1345124.41,96.61
1366202.54,98.14,84.58,1344970.88,96.62
1366202.54,98.14,84.58,1344957.55,96.62
1366202.54,98.14,84.58,1344957.55,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1366018.73,98.14,84.58,1344763.96,96.62
1365806.04,98.15,84.58,1344501.66,96.61
1365806.04,98.15,84.58,1344501.66,96.61
1365648.85,98.15,84.58,1344366.66,96.62
1365648.85,98.15,84.58,1344366.66,96.62
1365648.85,98.15,84.58,1344366.66,96.62
1365648.85,98.15,84.58,1344366.66,96.62
1365648.85,98.15,84.58,1344366.66,96.62
1365648.85,98.15,84.58,1344527.0,96.63
1365648.85,98.15,84.58,1344527.0,96.63
1365648.85,98.15,84.58,1344527.0,96.63
1365648.85,98.15,84.58,1344527.0,96.63
1365648.85,98.15,84.58,1344509.47,96.63
1365648.85,98.15,84.58,1344509.47,96.63
1365439.62,98.15,84.58,1344449.84,96.64
1365439.62,98.15,84.58,1344449.84,96.64
1365439.62,98.15,84.58,1344449.84,96.64
1365282.43,98.15,84.58,1344292.21,96.64
1365282.43,98.15,84.58,1344292.21,96.64
1365282.43,98.15,84.58,1344292.21,96.64
1365282.43,98.15,84.58,1344292.21,96.64
1365282.43,98.15,84.58,1344318.52,96.64
1365282.43,98.15,84.58,1344318.52,96.64
1365155.12,98.17,84.6,1343924.6,96.64
1365155.12,98.17,84.6,1343924.6,96.64
1365155.12,98.17,84.6,1343891.51,96.64
1365155.12,98.17,84.6,1343891.51,96.64
1365155.12,98.17,84.6,1343891.51,96.64
1365155.12,98.17,84.6,1343891.51,96.64
1365155.12,98.17,84.6,1343891.51,96.64
1365155.12,98.17,84.6,1343942.37,96.64
1365155.12,98.17,84.6,1343942.37,96.64
1365155.12,98.17,84.6,1343974.88,96.65
1365155.12,98.17,84.6,1343974.88,96.65
1365155.12,98.17,84.6,1343974.88,96.65
1364945.89,98.17,84.61,1343838.48,96.65
1364945.89,98.17,84.61,1343838.48,96.65
1364945.89,98.17,84.61,1343838.48,96.65
1364945.89,98.17,84.61,1343825.24,96.65
1364945.89,98.17,84.61,1343825.24,96.65
1364945.89,98.17,84.61,1343825.24,96.65
1364945.89,98.17,84.61,1343825.24,96.65
1364789.29,98.18,84.61,1343463.45,96.64
1364635.53,98.18,84.62,1343258.24,96.64
1364437.0,98.18,84.62,1343086.65,96.65
1364437.0,98.18,84.62,1343086.65,96.65
1364437.0,98.18,84.62,1343086.65,96.65
1364177.07,98.19,84.62,1342748.85,96.64
1364177.07,98.19,84.62,1342748.85,96.64
1363988.02,98.2,84.63,1342689.34,96.66
1363988.02,98.2,84.63,1342689.34,96.66
1363988.02,98.2,84.63,1342689.34,96.66
1363751.5,98.2,84.64,1342412.84,96.66
1363751.5,98.2,84.64,1342412.84,96.66
1363751.5,98.2,84.64,1342431.47,96.67
1363751.5,98.2,84.64,1342431.47,96.67
1363751.5,98.2,84.64,1342431.47,96.67
1363538.11,98.2,84.64,1342196.61,96.67
1363538.11,98.2,84.64,1342125.04,96.66
1363538.11,98.2,84.64,1342125.04,96.66
1363538.11,98.2,84.64,1342125.04,96.66
1363538.11,98.2,84.64,1342125.04,96.66
1363378.19,98.21,84.64,1341956.07,96.66
1363378.19,98.21,84.64,1341956.07,96.66
1363378.19,98.21,84.64,1342152.28,96.68
1363378.19,98.21,84.64,1342154.0,96.68
1363220.99,98.21,84.64,1342197.54,96.69
1363220.99,98.21,84.64,1342197.54,96.69
1363220.99,98.21,84.64,1342168.7,96.69
1363220.99,98.21,84.64,1342168.7,96.69
1363220.99,98.21,84.64,1342168.7,96.69
1363127.99,98.21,84.64,1342055.95,96.69
1363127.99,98.21,84.64,1342055.95,96.69
1363127.99,98.21,84.64,1342023.9,96.69
1362998.5,98.21,84.65,1341941.62,96.7
1362828.57,98.22,84.65,1341643.91,96.69
1362633.54,98.24,84.67,1341249.16,96.69
1362633.54,98.24,84.67,1341249.16,96.69
1362373.61,98.24,84.67,1341084.73,96.7
1362373.61,98.24,84.67,1341084.73,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362373.61,98.24,84.67,1340982.35,96.7
1362200.26,98.25,84.68,1340957.61,96.72
1362114.4,98.26,84.69,1340771.66,96.72
1362114.4,98.26,84.69,1340756.79,96.72
1362114.4,98.26,84.69,1340756.79,96.72
1362114.4,98.26,84.69,1340768.41,96.72
1361957.21,98.26,84.69,1340645.68,96.72
1361957.21,98.26,84.69,1340645.68,96.72
1361957.21,98.26,84.69,1340645.68,96.72
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361713.27,98.26,84.7,1340492.91,96.73
1361372.63,98.27,84.71,1340269.18,96.75
1361112.7,98.28,84.71,1339795.12,96.74
1361112.7,98.28,84.71,1339795.12,96.74
1361112.7,98.28,84.71,1339767.91,96.74
1361112.7,98.28,84.71,1339767.91,96.74
1360796.13,98.28,84.71,1339484.24,96.74
1360559.61,98.28,84.72,1339196.56,96.74
1360175.21,98.29,84.72,1338839.04,96.75
1360175.21,98.29,84.72,1338839.04,96.75
1360175.21,98.29,84.72,1338839.04,96.75
1360175.21,98.29,84.72,1338839.04,96.75
1360019.36,98.29,84.73,1338657.85,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338398.92,96.75
1359810.13,98.29,84.73,1338366.01,96.74
1359810.13,98.29,84.73,1338366.01,96.74
1359810.13,98.29,84.73,1338366.01,96.74
1359810.13,98.29,84.73,1338366.01,96.74
1359573.61,98.3,84.73,1338091.63,96.75
1359573.61,98.3,84.73,1338091.63,96.75
1359573.61,98.3,84.73,1338091.63,96.75
1359573.61,98.3,84.73,1338091.63,96.75
1359573.61,98.3,84.73,1338091.63,96.75
1359378.14,98.31,84.74,1337810.54,96.75
1359378.14,98.31,84.74,1337810.54,96.75
1359378.14,98.31,84.74,1337810.54,96.75
1359378.14,98.31,84.74,1337810.54,96.75
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1359220.95,98.31,84.74,1337539.15,96.74
1358961.02,98.31,84.75,1337277.52,96.74
1358961.02,98.31,84.75,1337509.65,96.76
1358961.02,98.31,84.75,1337509.65,96.76
1358961.02,98.31,84.75,1337675.78,96.77
1358702.81,98.32,84.75,1337409.44,96.77
1358702.81,98.32,84.75,1337409.44,96.77
1358702.81,98.32,84.75,1337409.44,96.77
1358702.81,98.32,84.75,1337409.44,96.77
1358702.81,98.32,84.75,1337409.44,96.77
1358442.88,98.32,84.75,1337424.84,96.8
1358442.88,98.32,84.75,1337424.84,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358442.88,98.32,84.75,1337461.36,96.8
1358182.95,98.32,84.76,1337096.71,96.8
1358200.09,98.32,84.76,1337099.31,96.8
1358200.09,98.32,84.76,1337099.31,96.8
1358200.09,98.32,84.76,1337099.31,96.8
1358200.09,98.32,84.76,1337099.31,96.8
1358200.09,98.32,84.76,1337099.31,96.8
1358051.54,98.33,84.76,1336718.73,96.79
1358051.54,98.33,84.76,1336718.73,96.79
1357718.2,98.34,84.77,1336529.29,96.81
1357718.2,98.34,84.77,1336529.29,96.81
1357459.98,98.34,84.78,1336362.05,96.82
1357459.98,98.34,84.78,1336362.05,96.82
1357459.98,98.34,84.78,1336362.05,96.82
1357459.98,98.34,84.78,1336362.05,96.82
1357459.98,98.34,84.78,1336362.05,96.82
1357459.98,98.34,84.78,1336362.05,96.82
1357449.28,98.35,84.78,1336388.79,96.82
1357449.28,98.35,84.78,1336388.79,96.82
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357292.68,98.35,84.79,1336438.95,96.84
1357041.32,98.36,84.79,1336525.37,96.87
1357041.32,98.36,84.79,1336530.62,96.87
1357041.32,98.36,84.79,1336530.62,96.87
1357041.32,98.36,84.79,1336530.62,96.87
1357041.32,98.36,84.79,1336530.62,96.87
1357041.32,98.36,84.79,1336517.93,96.87
1357041.32,98.36,84.79,1336517.93,96.87
1356797.38,98.36,84.8,1336193.45,96.87
1356797.38,98.36,84.8,1336193.45,96.87
1356797.38,98.36,84.8,1336193.45,96.87
1356797.38,98.36,84.8,1336193.45,96.87
1356797.38,98.36,84.8,1336193.45,96.87
1356527.45,98.37,84.8,1335933.26,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356527.45,98.37,84.8,1335913.02,96.87
1356318.92,98.37,84.8,1335624.35,96.87
1356109.69,98.37,84.8,1335604.74,96.88
1356109.69,98.37,84.8,1335604.74,96.88
