ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1213,6212,3818590,6212,4180270
1213,6212,3818590,6212,4180270
1213,6212,3818590,6212,4181270
1213,6212,3818590,6212,4181270
1213,6212,3819060,6212,4181740
1213,6212,3820060,6212,4182740
1213,6212,3820060,6212,4182740
1213,6212,3820060,6212,4182740
1213,6212,3820870,6212,4183550
1213,6212,3821520,6212,4184200
1213,6212,3822520,6212,4185200
1213,6212,3822520,6212,4186200
1213,6212,3822990,6212,4186670
1213,6212,3823990,6212,4187670
1213,6212,3824990,6212,4188670
1213,6212,3824990,6212,4188670
1213,6212,3825460,6212,4189140
1213,6212,3825460,6212,4189950
1213,6212,3826460,6212,4190950
1213,6212,3826460,6212,4190950
1213,6212,3827460,6212,4191950
1213,6212,3828460,6212,4192950
1213,6212,3829460,6212,4193950
1213,6212,3829460,6212,4193950
1213,6212,3830460,6212,4194950
1213,6212,3831460,6212,4195950
1213,6212,3831780,6212,4196270
1213,6212,3831780,6212,4197270
1213,6212,3831780,6212,4197270
1213,6212,3832780,6212,4198270
1213,6212,3833590,6212,4199080
1213,6212,3833590,6212,4199080
1213,6212,3834590,6212,4200080
1213,6212,3835050,6212,4200540
1213,6212,3836050,6212,4201540
1213,6212,3837050,6212,4202540
1213,6212,3837050,6212,4203540
1213,6212,3837050,6212,4203540
1213,6212,3837050,6212,4203540
1213,6212,3838050,6212,4204540
1213,6212,3838050,6212,4205190
1213,6212,3839050,6212,4206190
1213,6212,3840050,6212,4207190
1213,6212,3840050,6212,4207660
1213,6212,3841050,6212,4208660
1213,6212,3841050,6212,4209470
1213,6212,3841700,6212,4210120
1213,6212,3841920,6212,4210340
1213,6212,3841920,6212,4211340
1213,6212,3842920,6212,4212340
1213,6212,3843920,6212,4213340
1213,6212,3844080,6212,4213500
1213,6212,3845080,6212,4214500
1213,6212,3845080,6212,4215150
1213,6212,3845080,6212,4215150
1213,6212,3845080,6212,4215960
1213,6212,3845550,6212,4216430
1213,6212,3846550,6212,4217430
1213,6212,3846550,6212,4218430
1213,6212,3847550,6212,4219430
1213,6212,3848550,6212,4220430
1213,6212,3848870,6212,4220750
1213,6212,3848870,6212,4221750
1213,6212,3849680,6212,4222560
1213,6212,3849680,6212,4223560
1213,6212,3849680,6212,4224560
1213,6212,3850680,6212,4225560
1213,6212,3851150,6212,4226030
1213,6212,3852150,6212,4227030
1213,6212,3853150,6212,4228030
1213,6212,3853370,6212,4228250
1213,6212,3853840,6212,4228720
1213,6212,3853840,6212,4229190
1213,6212,3854300,6212,4229650
1213,6212,3854300,6212,4229650
1213,6212,3855300,6212,4230650
1213,6212,3856300,6212,4231650
1213,6212,3856300,6212,4231650
1213,6212,3856300,6212,4232200
1213,6212,3856950,6212,4232850
1213,6212,3857760,6212,4233660
1213,6212,3858760,6212,4234660
1213,6212,3859220,6212,4235120
1213,6212,3860220,6212,4236120
1213,6212,3861220,6212,4237120
1213,6212,3861380,6212,4237280
1213,6212,3861380,6212,4237280
1213,6212,3861380,6212,4238090
1213,6212,3862380,6212,4239090
1213,6212,3862380,6212,4239550
1213,6212,3863190,6212,4240360
1213,6212,3863190,6212,4241360
1213,6212,3863190,6212,4242360
1213,6212,3864000,6212,4243170
1213,6212,3865000,6212,4244170
1213,6212,3865320,6212,4244490
1213,6212,3866320,6212,4245490
1213,6212,3867320,6212,4246490
1213,6212,3867320,6212,4247140
1213,6212,3867320,6212,4248140
1213,6212,3868320,6212,4249140
1213,6212,3868320,6212,4250140
1213,6212,3868640,6212,4250460
1213,6212,3869110,6212,4250930
1213,6212,3869920,6212,4251740
1213,6212,3870730,6212,4252550
1213,6212,3871540,6212,4253360
1213,6212,3872350,6212,4254170
1213,6212,3872350,6212,4254170
1213,6212,3872580,6212,4254400
1213,6212,3873580,6212,4255400
1213,6212,3874050,6212,4255870
1213,6212,3874050,6212,4255870
1213,6212,3875050,6212,4256870
1213,6212,3875050,6212,4257870
1213,6212,3875700,6212,4258520
1213,6212,3875700,6212,4258840
1213,6212,3875700,6212,4259650
1213,6212,3876700,6212,4260650
1213,6212,3876700,6212,4260650
1213,6212,3877700,6212,4261650
1213,6212,3878510,6212,4262460
1213,6212,3878510,6212,4263460
1213,6212,3879510,6212,4264460
1213,6212,3879510,6212,4264460
1213,6212,3879510,6212,4265460
1213,6212,3879510,6212,4266460
1213,6212,3880510,6212,4267460
1213,6212,3881510,6212,4268460
1213,6212,3881830,6212,4268780
1213,6212,3882640,6212,4269590
1213,6212,3882960,6212,4269910
1213,6212,3883960,6212,4270910
1213,6212,3884960,6212,4271910
1213,6212,3884960,6212,4272720
1213,6212,3885430,6212,4273190
1213,6212,3886430,6212,4274190
1213,6212,3887430,6212,4275190
1213,6212,3887750,6212,4275510
1213,6212,3888750,6212,4276510
1213,6212,3888750,6212,4276980
1213,6212,3889750,6212,4277980
1213,6212,3890750,6212,4278980
1213,6212,3891750,6212,4279980
1213,6212,3891750,6212,4279980
1213,6212,3892750,6212,4280980
1213,6212,3893750,6212,4281980
1213,6212,3894220,6212,4282450
1213,6212,3895220,6212,4283450
1213,6212,3895220,6212,4284100
1213,6212,3896030,6212,4284910
1213,6212,3897030,6212,4285910
1213,6212,3897030,6212,4285910
1213,6212,3897030,6212,4285910
1213,6212,3897030,6212,4286910
1213,6212,3897030,6212,4287720
1213,6212,3897840,6212,4288530
1213,6212,3898160,6212,4288850
1213,6212,3899160,6212,4289850
1213,6212,3899160,6212,4289850
1213,6212,3899160,6212,4290310
1213,6212,3899160,6212,4290310
1213,6212,3900160,6212,4291310
1213,6212,3900630,6212,4291780
1213,6212,3901440,6212,4292590
1213,6212,3902440,6212,4293590
1213,6212,3903250,6212,4294400
1213,6212,3903250,6212,4295400
1213,6212,3904250,6212,4296400
1213,6212,3904250,6212,4296400
1213,6212,3905250,6212,4297400
1213,6212,3906250,6212,4298400
1213,6212,3906250,6212,4298400
1213,6212,3906250,6212,4299400
1213,6212,3907250,6212,4300400
1213,6212,3907250,6212,4301400
1213,6212,3907250,6212,4301400
1213,6212,3907250,6212,4301400
1213,6212,3907250,6212,4302400
1213,6212,3908250,6212,4303400
1213,6212,3908250,6212,4303400
1213,6212,3909250,6212,4304400
1213,6212,3909900,6212,4305050
1213,6212,3910900,6212,4306050
1213,6212,3910900,6212,4307050
1213,6212,3911900,6212,4308050
1213,6212,3912900,6212,4309050
1213,6212,3912900,6212,4309050
1213,6212,3912900,6212,4310050
1213,6212,3913900,6212,4311050
1213,6212,3913900,6212,4312050
1213,6212,3914710,6212,4312860
1213,6212,3914710,6212,4312860
1213,6212,3915710,6212,4313860
1213,6212,3916520,6212,4314670
1213,6212,3917520,6212,4315670
1213,6212,3917520,6212,4316670
1213,6212,3918520,6212,4317670
1213,6212,3919520,6212,4318670
1213,6212,3919840,6212,4318990
1213,6212,3919840,6212,4319990
1213,6212,3920650,6212,4320800
1213,6212,3921650,6212,4321800
1213,6212,3921650,6212,4322800
1213,6212,3922650,6212,4323800
1213,6212,3922650,6212,4324800
1213,6212,3923650,6212,4325800
1213,6212,3924650,6212,4326800
1213,6212,3924970,6212,4327120
1213,6212,3924970,6212,4335120
1213,6212,3925440,6212,4335590
1213,6212,3925660,6212,4335810
1213,6212,3926660,6212,4336810
1213,6212,3926660,6212,4344810
1213,6212,3927660,6212,4345810
1213,6212,3927660,6212,4353810
1213,6212,3928660,6212,4354810
1213,6212,3928660,6212,4355810
1213,6212,3928980,6212,4356130
1213,6212,3928980,6212,4357130
1213,6212,3928980,6212,4357130
1213,6212,3929980,6212,4358130
1213,6212,3930450,6212,4358600
1213,6212,3930920,6212,4359070
1213,6212,3931390,6212,4359540
1213,6212,3932200,6212,4360350
1213,6212,3933200,6212,4361350
1213,6212,3934200,6212,4362350
1213,6212,3934680,6212,4362830
1213,6212,3935490,6212,4363640
1213,6212,3936490,6212,4364640
1213,6212,3937490,6212,4365640
1213,6212,3938490,6212,4366640
1213,6212,3939300,6212,4367450
1213,6212,3940300,6212,4368450
1213,6212,3940950,6212,4369100
1213,6212,3941600,6212,4369750
1213,6212,3941600,6212,4370750
1213,6212,3942600,6212,4371750
1213,6212,3942600,6212,4372750
1213,6212,3942600,6212,4373750
1213,6212,3943070,6212,4374220
1213,6212,3944070,6212,4375220
1213,6212,3945070,6212,4376220
1213,6212,3945880,6212,4377030
1213,6212,3945880,6212,4377030
1213,6212,3946200,6212,4377350
1213,6212,3946520,6212,4377670
1213,6212,3946520,6212,4378260
1213,6212,3946740,6212,4378480
1213,6212,3947740,6212,4379480
1213,6212,3947970,6212,4379710
1213,6212,3947970,6212,4380710
1213,6212,3948970,6212,4381710
1213,6212,3948970,6212,4381710
1213,6212,3949970,6212,4382710
1213,6212,3949970,6212,4383710
1213,6212,3949970,6212,4384710
1213,6212,3950970,6212,4385710
1213,6212,3951780,6212,4386520
1213,6212,3952780,6212,4387520
1213,6212,3953780,6212,4388520
1213,6212,3954110,6212,4388850
1213,6212,3954920,6212,4389660
1213,6212,3955730,6212,4390470
1213,6212,3956730,6212,4391470
1213,6212,3956730,6212,4391470
1213,6212,3956730,6212,4392470
1213,6212,3957200,6212,4392940
1213,6212,3958010,6212,4393750
1213,6212,3958480,6212,4394220
1213,6212,3959480,6212,4395220
1213,6212,3959800,6212,4395540
1213,6212,3960610,6212,4396350
1213,6212,3960610,6212,4397160
1213,6212,3960770,6212,4397320
1213,6212,3960770,6212,4398320
1213,6212,3960770,6212,4398970
1213,6212,3961000,6212,4399200
1213,6212,3961320,6212,4399520
1213,6212,3962320,6212,4400520
1213,6212,3962550,6212,4400750
1213,6212,3963360,6212,4401560
1213,6212,3964360,6212,4402560
1213,6212,3965360,6212,4403560
1213,6212,3965830,6212,4404030
1213,6212,3965830,6212,4405030
1213,6212,3965830,6212,4405500
1213,6212,3965830,6212,4406500
1213,6212,3965830,6212,4406500
1213,6212,3966830,6212,4407500
1213,6212,3966830,6212,4415500
1213,6212,3967830,6212,4416500
1213,6212,3967830,6212,4416500
1213,6212,3968290,6212,4416960
1213,6212,3968290,6212,4417430
1213,6212,3968290,6212,4418430
1213,6212,3968510,6212,4418650
1213,6212,3969510,6212,4419650
1213,6212,3969510,6212,4419650
1213,6212,3970320,6212,4420460
1213,6212,3970320,6212,4420460
1213,6212,3971320,6212,4421460
1213,6212,3971320,6212,4422270
1213,6212,3972320,6212,4423270
1213,6212,3973320,6212,4424270
1213,6212,3974320,6212,4425270
1213,6212,3974320,6212,4425270
1213,6212,3975320,6212,4426270
1213,6212,3975640,6212,4426590
1213,6212,3976110,6212,4427060
1213,6212,3977110,6212,4428060
1213,6212,3978110,6212,4429060
1213,6212,3979110,6212,4430060
1213,6212,3980110,6212,4431060
1213,6212,3980430,6212,4431380
1213,6212,3981240,6212,4432190
1213,6212,3982240,6212,4433190
1213,6212,3982710,6212,4433660
1213,6212,3983710,6212,4434660
1213,6212,3984520,6212,4435470
1213,6212,3985330,6212,4436280
1213,6212,3985330,6212,4436280
1213,6212,3986330,6212,4437280
1213,6212,3986330,6212,4437280
1213,6212,3987330,6212,4438280
1213,6212,3987330,6212,4439280
1213,6212,3987330,6212,4440090
1213,6212,3988330,6212,4441090
1213,6212,3988330,6212,4441090
1213,6212,3988550,6212,4441310
1213,6212,3989550,6212,4442310
1213,6212,3989870,6212,4442630
1213,6212,3990870,6212,4443630
1213,6212,3991870,6212,4444630
1213,6212,3991870,6212,4445630
1213,6212,3992190,6212,4445950
1213,6212,3993190,6212,4446950
1213,6212,3994190,6212,4447950
1213,6212,3995190,6212,4448950
1213,6212,3995560,6212,4449320
1213,6212,3996150,6212,4449910
1213,6212,3997150,6212,4450910
1213,6212,3997610,6212,4451370
1213,6212,3997610,6212,4451370
1213,6212,3997610,6212,4452370
1213,6212,3997610,6212,4453180
1213,6212,3998610,6212,4454180
1213,6212,3999610,6212,4455180
1213,6212,3999930,6212,4455500
1213,6212,3999930,6212,4455500
1213,6212,4000930,6212,4456500
1213,6212,4000930,6212,4457310
1213,6212,4000930,6212,4457770
1213,6212,4001390,6212,4458230
1213,6212,4001390,6212,4458880
1213,6212,4002390,6212,4459880
1213,6212,4002860,6212,4460350
1213,6212,4003860,6212,4461350
1213,6212,4003860,6212,4461350
1213,6212,4003860,6212,4461350
1213,6212,4003860,6212,4462350
1213,6212,4003860,6212,4462350
1213,6212,4004860,6212,4463350
1213,6212,4005860,6212,4464350
1213,6212,4005860,6212,4464350
1213,6212,4005860,6212,4464350
1213,6212,4006860,6212,4465350
1213,6212,4007860,6212,4466350
1213,6212,4008670,6212,4467160
1213,6212,4009670,6212,4468160
1213,6212,4010670,6212,4469160
1213,6212,4011140,6212,4469630
1213,6212,4011140,6212,4470440
1213,6212,4012140,6212,4471440
1213,6212,4013140,6212,4472440
1213,6212,4014140,6212,4473440
1213,6212,4014300,6212,4473600
1213,6212,4015300,6212,4474600
1213,6212,4016300,6212,4475600
1213,6212,4016300,6212,4476600
1213,6212,4016300,6212,4476600
1213,6212,4017300,6212,4477600
1213,6212,4017520,6212,4477820
1213,6212,4017840,6212,4478140
1213,6212,4017840,6212,4478950
1213,6212,4018840,6212,4479950
1213,6212,4019650,6212,4480760
1213,6212,4020650,6212,4481760
1213,6212,4020650,6212,4481760
1213,6212,4020650,6212,4482230
1213,6212,4020650,6212,4482230
1213,6212,4021460,6212,4483040
1213,6212,4021460,6212,4483040
1213,6212,4021460,6212,4484040
1213,6212,4021460,6212,4484040
1213,6212,4022270,6212,4484850
1213,6212,4022270,6212,4485850
1213,6212,4023270,6212,4486850
1213,6212,4023740,6212,4487320
1213,6212,4024740,6212,4488320
1213,6212,4025740,6212,4489320
1213,6212,4025740,6212,4489320
1213,6212,4026740,6212,4490320
1213,6212,4026740,6212,4490320
1213,6212,4026740,6212,4491320
1213,6212,4027740,6212,4492320
1213,6212,4028740,6212,4493320
1213,6212,4028740,6212,4493970
1213,6212,4029550,6212,4494780
1213,6212,4029550,6212,4495780
1213,6212,4029550,6212,4495780
1213,6212,4030020,6212,4496250
1213,6212,4030830,6212,4497060
1213,6212,4031830,6212,4498060
1213,6212,4031830,6212,4498060
1213,6212,4031830,6212,4498060
1213,6212,4032830,6212,4499060
1213,6212,4033640,6212,4499870
1213,6212,4033640,6212,4500870
1213,6212,4034640,6212,4501870
1213,6212,4034640,6212,4502870
1213,6212,4035640,6212,4503870
1213,6212,4035640,6212,4504680
1213,6212,4035640,6212,4512680
1213,6212,4036640,6212,4513680
1213,6212,4036640,6212,4514680
1213,6212,4036640,6212,4515680
1213,6212,4037450,6212,4516490
1213,6212,4038450,6212,4517490
1213,6212,4039450,6212,4518490
1213,6212,4040260,6212,4519300
1213,6212,4040260,6212,4519300
1213,6212,4040260,6212,4519300
1213,6212,4040810,6212,4519850
1213,6212,4040810,6212,4519850
1213,6212,4041810,6212,4520850
1213,6212,4041920,6212,4520960
1213,6212,4041920,6212,4521960
1213,6212,4042920,6212,4522960
1213,6212,4043920,6212,4523960
1213,6212,4043920,6212,4523960
1213,6212,4044730,6212,4524770
1213,6212,4045320,6212,4525360
1213,6212,4046320,6212,4526360
1213,6212,4046970,6212,4527010
1213,6212,4047970,6212,4528010
1213,6212,4048970,6212,4529010
1213,6212,4049970,6212,4530010
1213,6212,4050970,6212,4531010
1213,6212,4051970,6212,4532010
1213,6212,4052970,6212,4533010
1213,6212,4053780,6212,4533820
1213,6212,4054780,6212,4534820
1213,6212,4055780,6212,4535820
1213,6212,4055780,6212,4536470
1213,6212,4055780,6212,4536470
1213,6212,4056780,6212,4537470
1213,6212,4057330,6212,4538020
1213,6212,4057330,6212,4539020
1213,6212,4057330,6212,4540020
1213,6212,4057980,6212,4540670
1213,6212,4058790,6212,4541480
1213,6212,4058790,6212,4542480
1213,6212,4058790,6212,4542480
1213,6212,4058790,6212,4543480
1213,6212,4059790,6212,4544480
1213,6212,4060260,6212,4544950
1213,6212,4060910,6212,4545600
1213,6212,4061720,6212,4546410
1213,6212,4061720,6212,4547410
1213,6212,4062190,6212,4547880
1213,6212,4062190,6212,4547880
1213,6212,4062840,6212,4548530
1213,6212,4063840,6212,4549530
1213,6212,4063840,6212,4549530
1213,6212,4063840,6212,4550530
1213,6212,4064650,6212,4551340
1213,6212,4065460,6212,4552150
1213,6212,4065460,6212,4552470
1213,6212,4066460,6212,4553470
1213,6212,4067270,6212,4554280
1213,6212,4067270,6212,4555280
1213,6212,4067270,6212,4555280
1213,6212,4068270,6212,4556280
1213,6212,4069270,6212,4557280
1213,6212,4069270,6212,4558280
1213,6212,4069730,6212,4558740
1213,6212,4069730,6212,4559740
1213,6212,4069730,6212,4560740
1213,6212,4070280,6212,4561290
1213,6212,4070930,6212,4561940
1213,6212,4071250,6212,4562260
1213,6212,4072250,6212,4563260
1213,6212,4072250,6212,4563260
1213,6212,4072250,6212,4563260
1213,6212,4073250,6212,4564260
1213,6212,4074250,6212,4565260
1213,6212,4075250,6212,4566260
1213,6212,4076250,6212,4567260
1213,6212,4076250,6212,4567260
1213,6212,4076720,6212,4567730
1213,6212,4077040,6212,4568050
1213,6212,4077690,6212,4568700
1213,6212,4078690,6212,4569700
1213,6212,4078690,6212,4570700
1213,6212,4078690,6212,4571170
1213,6212,4078690,6212,4579170
1213,6212,4078690,6212,4579170
1213,6212,4079690,6212,4580170
1213,6212,4079690,6212,4581170
1213,6212,4080010,6212,4581490
1213,6212,4081010,6212,4582490
1213,6212,4081820,6212,4583300
1213,6212,4082820,6212,4584300
1213,6212,4082820,6212,4584300
1213,6212,4082820,6212,4584300
1213,6212,4082820,6212,4584300
1213,6212,4083820,6212,4585300
1213,6212,4083820,6212,4585300
1213,6212,4084820,6212,4586300
1213,6212,4084820,6212,4587300
1213,6212,4084820,6212,4587770
1213,6212,4084820,6212,4587770
1213,6212,4084820,6212,4587770
1213,6212,4085630,6212,4588580
1213,6212,4085630,6212,4588580
1213,6212,4086630,6212,4589580
1213,6212,4087630,6212,4590580
1213,6212,4088100,6212,4591050
1213,6212,4088100,6212,4592050
1213,6212,4089100,6212,4593050
1213,6212,4090100,6212,4594050
1213,6212,4090370,6212,4594320
1213,6212,4090370,6212,4595130
1213,6212,4090370,6212,4595130
1213,6212,4091370,6212,4596130
1213,6212,4091370,6212,4597130
1213,6212,4092370,6212,4598130
1213,6212,4092370,6212,4599130
1213,6212,4093370,6212,4600130
1213,6212,4093840,6212,4600600
1213,6212,4094650,6212,4601410
1213,6212,4094650,6212,4601410
1213,6212,4095460,6212,4602220
1213,6212,4095460,6212,4603220
1213,6212,4095460,6212,4603220
1213,6212,4096460,6212,4604220
1213,6212,4097270,6212,4605030
1213,6212,4098270,6212,4606030
1213,6212,4098270,6212,4607030
1213,6212,4099270,6212,4608030
1213,6212,4100270,6212,4609030
1213,6212,4100270,6212,4609840
1213,6212,4101080,6212,4610650
1213,6212,4101890,6212,4611460
1213,6212,4101890,6212,4612460
1213,6212,4101890,6212,4612460
1213,6212,4101890,6212,4612460
1213,6212,4102890,6212,4613460
1213,6212,4102890,6212,4613460
1213,6212,4103890,6212,4614460
1213,6212,4104120,6212,4614690
1213,6212,4105120,6212,4615690
1213,6212,4105710,6212,4616280
1213,6212,4106360,6212,4616930
1213,6212,4107360,6212,4617930
1213,6212,4107360,6212,4618390
1213,6212,4108170,6212,4619200
1213,6212,4109170,6212,4620200
1213,6212,4109170,6212,4621200
1213,6212,4110170,6212,4622200
1213,6212,4110170,6212,4623200
1213,6212,4110400,6212,4623430
1213,6212,4110400,6212,4624240
1213,6212,4110630,6212,4624470
1213,6212,4111630,6212,4625470
1213,6212,4111630,6212,4625470
1213,6212,4111630,6212,4625470
1213,6212,4112630,6212,4626470
1213,6212,4112630,6212,4626470
1213,6212,4112630,6212,4627280
1213,6212,4113630,6212,4628280
1213,6212,4113630,6212,4629280
1213,6212,4113950,6212,4629600
1213,6212,4114950,6212,4630600
1213,6212,4114950,6212,4631600
1213,6212,4114950,6212,4632600
1213,6212,4115950,6212,4633600
1213,6212,4116950,6212,4634600
1213,6212,4117950,6212,4635600
1213,6212,4117950,6212,4636410
1213,6212,4118950,6212,4637410
1213,6212,4119760,6212,4638220
1213,6212,4119920,6212,4638380
1213,6212,4119920,6212,4639380
1213,6212,4120390,6212,4639850
1213,6212,4121390,6212,4640850
1213,6212,4121390,6212,4641850
1213,6212,4122390,6212,4642850
1213,6212,4123390,6212,4643850
1213,6212,4123860,6212,4644320
1213,6212,4124340,6212,4644800
1213,6212,4124340,6212,4645800
1213,6212,4124340,6212,4646800
1213,6212,4125340,6212,4647800
1213,6212,4125660,6212,4648120
1213,6212,4125660,6212,4649120
1213,6212,4126120,6212,4649580
1213,6212,4126120,6212,4649580
1213,6212,4126120,6212,4649580
1213,6212,4126120,6212,4650580
1213,6212,4126120,6212,4651580
1213,6212,4126590,6212,4652050
1213,6212,4127590,6212,4653050
1213,6212,4128400,6212,4653860
1213,6212,4128400,6212,4653860
1213,6212,4129400,6212,4654860
1213,6212,4130400,6212,4655860
1213,6212,4131400,6212,4656860
1213,6212,4132050,6212,4657510
1213,6212,4133050,6212,4658510
1213,6212,4133050,6212,4658510
1213,6212,4134050,6212,4659510
1213,6212,4135050,6212,4660510
1213,6212,4135050,6212,4661510
1213,6212,4135050,6212,4662510
1213,6212,4136050,6212,4663510
1213,6212,4136050,6212,4663510
1213,6212,4137050,6212,4664510
1213,6212,4137050,6212,4665510
1213,6212,4137050,6212,4666160
1213,6212,4137050,6212,4666160
1213,6212,4137700,6212,4666810
1213,6212,4138510,6212,4667620
1213,6212,4139320,6212,4668430
1213,6212,4140320,6212,4669430
1213,6212,4140320,6212,4669430
1213,6212,4140640,6212,4669750
1213,6212,4141640,6212,4670750
1213,6212,4142640,6212,4671750
1213,6212,4142640,6212,4671750
1213,6212,4143290,6212,4672400
1213,6212,4143290,6212,4673400
1213,6212,4143290,6212,4673400
1213,6212,4143290,6212,4673400
1213,6212,4144290,6212,4674400
1213,6212,4144940,6212,4675050
1213,6212,4144940,6212,4676050
1213,6212,4145940,6212,4677050
1213,6212,4146940,6212,4678050
1213,6212,4147410,6212,4678520
1213,6212,4147780,6212,4678890
1213,6212,4148780,6212,4679890
1213,6212,4149780,6212,4680890
1213,6212,4150250,6212,4681360
1213,6212,4150250,6212,4681360
1213,6212,4150720,6212,4681830
1213,6212,4151720,6212,4682830
1213,6212,4152720,6212,4683830
1213,6212,4153370,6212,4684480
1213,6212,4154180,6212,4685290
1213,6212,4154180,6212,4685290
1213,6212,4154180,6212,4685290
1213,6212,4155180,6212,4686290
1213,6212,4156180,6212,4687290
1213,6212,4157180,6212,4688290
1213,6212,4157180,6212,4688290
1213,6212,4157180,6212,4696290
1213,6212,4158180,6212,4697290
1213,6212,4159180,6212,4698290
1213,6212,4159180,6212,4698290
1213,6212,4159180,6212,4698290
1213,6212,4159180,6212,4698290
1213,6212,4160180,6212,4699290
1213,6212,4160180,6212,4700290
1213,6212,4160180,6212,4700290
1213,6212,4160650,6212,4700760
1213,6212,4160970,6212,4701080
1213,6212,4160970,6212,4702080
1213,6212,4161970,6212,4703080
1213,6212,4162780,6212,4703890
1213,6212,4163250,6212,4704360
1213,6212,4163250,6212,4712360
1213,6212,4163250,6212,4713360
1213,6212,4163250,6212,4713360
1213,6212,4164250,6212,4714360
1213,6212,4164720,6212,4714830
1213,6212,4164720,6212,4715830
1213,6212,4164720,6212,4716640
1213,6212,4164720,6212,4717640
1213,6212,4165720,6212,4718640
1213,6212,4165720,6212,4719640
1213,6212,4166720,6212,4720640
1213,6212,4166720,6212,4720640
1213,6212,4166720,6212,4721640
1213,6212,4167720,6212,4722640
1213,6212,4168720,6212,4723640
1213,6212,4168720,6212,4724640
1213,6212,4168720,6212,4724640
1213,6212,4168720,6212,4725450
1213,6212,4169530,6212,4726260
1213,6212,4170530,6212,4727260
1213,6212,4170530,6212,4728260
1213,6212,4170530,6212,4728730
1213,6212,4170530,6212,4729730
1213,6212,4170530,6212,4730200
1213,6212,4171530,6212,4731200
1213,6212,4171760,6212,4731430
1213,6212,4172760,6212,4732430
1213,6212,4173410,6212,4733080
1213,6212,4174410,6212,4734080
1213,6212,4175220,6212,4734890
1213,6212,4176220,6212,4735890
1213,6212,4176690,6212,4736360
1213,6212,4176690,6212,4737360
1213,6212,4177690,6212,4738360
1213,6212,4178010,6212,4738680
1213,6212,4179010,6212,4739680
1213,6212,4179480,6212,4740150
1213,6212,4179950,6212,4740620
1213,6212,4180950,6212,4741620
1213,6212,4181950,6212,4742620
1213,6212,4182950,6212,4743620
1213,6212,4183950,6212,4744620
1213,6212,4184950,6212,4745620
1213,6212,4184950,6212,4745620
1213,6212,4184950,6212,4746620
1213,6212,4184950,6212,4747620
1213,6212,4184950,6212,4747620
1213,6212,4185950,6212,4748620
1213,6212,4186420,6212,4749090
1213,6212,4186420,6212,4750090
1213,6212,4187420,6212,4751090
1213,6212,4188230,6212,4751900
1213,6212,4188700,6212,4752370
1213,6212,4189700,6212,4753370
1213,6212,4189700,6212,4753370
1213,6212,4190020,6212,4753690
1213,6212,4190340,6212,4754010
1213,6212,4191340,6212,4755010
1213,6212,4192150,6212,4755820
1213,6212,4193150,6212,4756820
1213,6212,4193380,6212,4757050
1213,6212,4193380,6212,4758050
1213,6212,4193850,6212,4758520
1213,6212,4194850,6212,4759520
1213,6212,4195850,6212,4760520
1213,6212,4196010,6212,4760680
1213,6212,4196010,6212,4761680
1213,6212,4197010,6212,4762680
1213,6212,4198010,6212,4763680
1213,6212,4198010,6212,4764680
1213,6212,4199010,6212,4765680
1213,6212,4200010,6212,4766680
1213,6212,4200010,6212,4767490
1213,6212,4200330,6212,4767810
1213,6212,4200800,6212,4768280
1213,6212,4200800,6212,4769280
1213,6212,4200800,6212,4770280
1213,6212,4200800,6212,4771280
1213,6212,4200800,6212,4772280
1213,6212,4200800,6212,4772280
1213,6212,4201030,6212,4772510
1213,6212,4202030,6212,4773510
1213,6212,4203030,6212,4774510
1213,6212,4204030,6212,4775510
1213,6212,4205030,6212,4776510
1213,6212,4205350,6212,4776830
1213,6212,4205940,6212,4777420
1213,6212,4206410,6212,4777890
1213,6212,4206410,6212,4778890
1213,6212,4207410,6212,4779890
1213,6212,4207880,6212,4780360
1213,6212,4208880,6212,4781360
1213,6212,4209200,6212,4781680
1213,6212,4209200,6212,4781680
1213,6212,4210200,6212,4782680
1213,6212,4211200,6212,4783680
1213,6212,4212200,6212,4784680
1213,6212,4212200,6212,4785680
1213,6212,4212670,6212,4786150
1213,6212,4213220,6212,4786700
1213,6212,4213220,6212,4787700
1213,6212,4214030,6212,4788510
1213,6212,4214680,6212,4789160
1213,6212,4215680,6212,4790160
1213,6212,4215900,6212,4790380
1213,6212,4215900,6212,4790380
1213,6212,4215900,6212,4790380
1213,6212,4215900,6212,4790380
1213,6212,4216900,6212,4791380
1213,6212,4216900,6212,4791380
1213,6212,4216900,6212,4791380
1213,6212,4217900,6212,4792380
1213,6212,4217900,6212,4793380
1213,6212,4221900,6212,4797380
1213,6212,4222900,6212,4798380
