ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
1213,6212,5907700,6212,6440320
1213,6212,5907700,6212,6441320
1213,6212,5907700,6212,6441790
1213,6212,5907700,6212,6442600
1213,6212,5907700,6212,6443600
1213,6212,5907700,6212,6444600
1213,6212,5907700,6212,6445600
1213,6212,5907700,6212,6446600
1213,6212,5907700,6212,6446600
1213,6212,5907700,6212,6447600
1213,6212,5907700,6212,6447600
1213,6212,5907700,6212,6448600
1213,6212,5907700,6212,6449600
1213,6212,5907700,6212,6450600
1213,6212,5907700,6212,6451250
1213,6212,5907700,6212,6452250
1213,6212,5907700,6212,6453250
1213,6212,5907700,6212,6453900
1213,6212,5907700,6212,6454900
1213,6212,5907700,6212,6455900
1213,6212,5907700,6212,6456370
1213,6212,5907700,6212,6457370
1213,6212,5907700,6212,6458020
1213,6212,5907700,6212,6459020
1213,6212,5907700,6212,6460020
1213,6212,5907700,6212,6460020
1213,6212,5907700,6212,6461020
1213,6212,5907700,6212,6462020
1213,6212,5907700,6212,6463020
1213,6212,5907700,6212,6463490
1213,6212,5907700,6212,6464490
1213,6212,5907700,6212,6465490
1213,6212,5907700,6212,6465490
1213,6212,5907700,6212,6465490
1213,6212,5907700,6212,6466490
1213,6212,5907700,6212,6467490
1213,6212,5907700,6212,6468490
1213,6212,5907700,6212,6469490
1213,6212,5907700,6212,6469960
1213,6212,5907700,6212,6470960
1213,6212,5907700,6212,6471960
1213,6212,5907700,6212,6472960
1213,6212,5907700,6212,6473960
1213,6212,5907700,6212,6474430
1213,6212,5907700,6212,6475430
1213,6212,5907700,6212,6475660
1213,6212,5907700,6212,6476660
1213,6212,5907700,6212,6477660
1213,6212,5907700,6212,6478660
1213,6212,5907700,6212,6479130
1213,6212,5907700,6212,6479450
1213,6212,5907860,6212,6479610
1213,6212,5907860,6212,6479610
1213,6212,5907860,6212,6480610
1213,6212,5907860,6212,6480610
1213,6212,5907860,6212,6481420
1213,6212,5907860,6212,6482420
1213,6212,5907860,6212,6483420
1213,6212,5907860,6212,6484420
1213,6212,5907860,6212,6485420
1213,6212,5907860,6212,6486420
1213,6212,5907860,6212,6486890
1213,6212,5907860,6212,6487540
1213,6212,5907860,6212,6488010
1213,6212,5907860,6212,6488340
1213,6212,5907860,6212,6488660
1213,6212,5907860,6212,6489660
1213,6212,5907860,6212,6489660
1213,6212,5907860,6212,6490210
1213,6212,5907860,6212,6491210
1213,6212,5907860,6212,6492210
1213,6212,5907860,6212,6493210
1213,6212,5907860,6212,6494020
1213,6212,5907860,6212,6494830
1213,6212,5907860,6212,6495830
1213,6212,5907860,6212,6496830
1213,6212,5907860,6212,6497830
1213,6212,5907860,6212,6498640
1213,6212,5907860,6212,6499640
1213,6212,5907860,6212,6500640
1213,6212,5907860,6212,6501640
1213,6212,5907860,6212,6502640
1213,6212,5907860,6212,6503640
1213,6212,5907860,6212,6503640
1213,6212,5907860,6212,6504110
1213,6212,5907860,6212,6505110
1213,6212,5907860,6212,6506110
1213,6212,5907860,6212,6506920
1213,6212,5907860,6212,6507920
1213,6212,5907860,6212,6508920
1213,6212,5907860,6212,6509390
1213,6212,5907860,6212,6509860
1213,6212,5907860,6212,6510180
1213,6212,5907860,6212,6510180
1213,6212,5907860,6212,6511180
1213,6212,5908180,6212,6511500
1213,6212,5908180,6212,6511970
1213,6212,5908180,6212,6512970
1213,6212,5908180,6212,6513440
1213,6212,5908180,6212,6514090
1213,6212,5908180,6212,6514900
1213,6212,5908180,6212,6515900
1213,6212,5908180,6212,6516360
1213,6212,5908180,6212,6516360
1213,6212,5908180,6212,6517360
1213,6212,5908180,6212,6517680
1213,6212,5908180,6212,6518680
1213,6212,5908180,6212,6519150
1213,6212,5908180,6212,6520150
1213,6212,5908180,6212,6520470
1213,6212,5908180,6212,6521280
1213,6212,5908180,6212,6521280
1213,6212,5908180,6212,6522090
1213,6212,5908180,6212,6522900
1213,6212,5908180,6212,6522900
1213,6212,5908180,6212,6523710
1213,6212,5908180,6212,6524710
1213,6212,5908180,6212,6525030
1213,6212,5908180,6212,6526030
1213,6212,5908180,6212,6526840
1213,6212,5908180,6212,6527650
1213,6212,5908180,6212,6527870
1213,6212,5908180,6212,6527870
1213,6212,5908180,6212,6528870
1213,6212,5908500,6212,6529190
1213,6212,5908500,6212,6530190
1213,6212,5908500,6212,6530780
1213,6212,5908500,6212,6531590
1213,6212,5908500,6212,6532590
1213,6212,5908500,6212,6532910
1213,6212,5908500,6212,6533910
1213,6212,5908500,6212,6534460
1213,6212,5908500,6212,6534930
1213,6212,5908500,6212,6535400
1213,6212,5908500,6212,6536400
1213,6212,5908500,6212,6537400
1213,6212,5908500,6212,6538210
1213,6212,5908500,6212,6539210
1213,6212,5908500,6212,6539670
1213,6212,5908500,6212,6540260
1213,6212,5908500,6212,6541070
1213,6212,5908500,6212,6542070
1213,6212,5908500,6212,6542390
1213,6212,5908500,6212,6543200
1213,6212,5908500,6212,6543200
1213,6212,5908500,6212,6544200
1213,6212,5908500,6212,6545200
1213,6212,5908500,6212,6545200
1213,6212,5908500,6212,6546010
1213,6212,5908500,6212,6546490
1213,6212,5908500,6212,6546810
1213,6212,5908500,6212,6546810
1213,6212,5908500,6212,6547810
1213,6212,5908500,6212,6548810
1213,6212,5908500,6212,6549810
1213,6212,5908500,6212,6549810
1213,6212,5908500,6212,6550810
1213,6212,5908500,6212,6551620
1213,6212,5908500,6212,6552430
1213,6212,5908500,6212,6553430
1213,6212,5908500,6212,6554430
1213,6212,5908500,6212,6554800
1213,6212,5908500,6212,6555800
1213,6212,5908500,6212,6555800
1213,6212,5908500,6212,6555800
1213,6212,5908500,6212,6556610
1213,6212,5908660,6212,6556770
1213,6212,5908660,6212,6557770
1213,6212,5908660,6212,6558770
1213,6212,5908660,6212,6559770
1213,6212,5908660,6212,6560770
1213,6212,5908660,6212,6561230
1213,6212,5908660,6212,6562040
1213,6212,5908660,6212,6562850
1213,6212,5908660,6212,6564850
1213,6212,5908660,6212,6565320
1213,6212,5908660,6212,6565320
1213,6212,5908660,6212,6565780
1213,6212,5908660,6212,6566780
1213,6212,5908660,6212,6566780
1213,6212,5908660,6212,6567100
1213,6212,5908660,6212,6568100
1213,6212,5908660,6212,6569100
1213,6212,5908660,6212,6569100
1213,6212,5908660,6212,6569100
1213,6212,5908660,6212,6570100
1213,6212,5908660,6212,6570470
1213,6212,5908660,6212,6571470
1213,6212,5908660,6212,6572470
1213,6212,5908660,6212,6573470
1213,6212,5908660,6212,6573940
1213,6212,5908660,6212,6573940
1213,6212,5908660,6212,6574590
1213,6212,5908660,6212,6574590
1213,6212,5908660,6212,6575590
1213,6212,5908660,6212,6576590
1213,6212,5908660,6212,6577590
1213,6212,5908660,6212,6578590
1213,6212,5908660,6212,6578590
1213,6212,5908660,6212,6579400
1213,6212,5908660,6212,6580400
1213,6212,5908660,6212,6580630
1213,6212,5908660,6212,6581180
1213,6212,5908660,6212,6581500
1213,6212,5908660,6212,6582310
1213,6212,5908660,6212,6583310
1213,6212,5908660,6212,6584310
1213,6212,5908660,6212,6585310
1213,6212,5908660,6212,6586310
1213,6212,5908660,6212,6586780
1213,6212,5908660,6212,6587780
1213,6212,5908660,6212,6588590
1213,6212,5908660,6212,6589590
1213,6212,5908660,6212,6589590
1213,6212,5908660,6212,6590590
1213,6212,5908660,6212,6590910
1213,6212,5908660,6212,6591380
1213,6212,5908660,6212,6592380
1213,6212,5908660,6212,6593380
1213,6212,5908660,6212,6593850
1213,6212,5908660,6212,6593850
1213,6212,5908660,6212,6594850
1213,6212,5908660,6212,6595850
1213,6212,5908660,6212,6596080
1213,6212,5908660,6212,6597080
1213,6212,5908660,6212,6597400
1213,6212,5908660,6212,6598400
1213,6212,5908660,6212,6599400
1213,6212,5908660,6212,6600400
1213,6212,5908660,6212,6601400
1213,6212,5908660,6212,6602400
1213,6212,5908660,6212,6603210
1213,6212,5908660,6212,6603650
1213,6212,5908660,6212,6603650
1213,6212,5908660,6212,6604650
1213,6212,5908660,6212,6605650
1213,6212,5908660,6212,6606460
1213,6212,5908660,6212,6606680
1213,6212,5908660,6212,6607490
1213,6212,5908660,6212,6608490
1213,6212,5908660,6212,6609490
1213,6212,5908660,6212,6609960
1213,6212,5908660,6212,6610960
1213,6212,5908660,6212,6611960
1213,6212,5908660,6212,6612770
1213,6212,5908660,6212,6613240
1213,6212,5908660,6212,6614240
1213,6212,5908660,6212,6614890
1213,6212,5908660,6212,6615890
1213,6212,5908660,6212,6616890
1213,6212,5908660,6212,6617890
1213,6212,5908660,6212,6617890
1213,6212,5908660,6212,6618890
1213,6212,5908660,6212,6619890
1213,6212,5908660,6212,6620700
1213,6212,5908660,6212,6621700
1213,6212,5908660,6212,6622700
1213,6212,5908660,6212,6623700
1213,6212,5908660,6212,6624700
1213,6212,5908820,6212,6624860
1213,6212,5908820,6212,6625860
1213,6212,5908820,6212,6626860
1213,6212,5908930,6212,6626970
1213,6212,5908930,6212,6627970
1213,6212,5908930,6212,6628970
1213,6212,5908930,6212,6629970
1213,6212,5908930,6212,6630430
1213,6212,5908930,6212,6631430
1213,6212,5908930,6212,6632430
1213,6212,5908930,6212,6633430
1213,6212,5908930,6212,6634430
1213,6212,5908930,6212,6635430
1213,6212,5908930,6212,6636430
1213,6212,5908930,6212,6636430
1213,6212,5908930,6212,6637240
1213,6212,5908930,6212,6638240
1213,6212,5908930,6212,6638560
1213,6212,5908930,6212,6639030
1213,6212,5908930,6212,6640030
1213,6212,5908930,6212,6641030
1213,6212,5908930,6212,6641030
1213,6212,5908930,6212,6641500
1213,6212,5908930,6212,6642500
1213,6212,5908930,6212,6643500
1213,6212,5908930,6212,6644500
1213,6212,5908930,6212,6645150
1213,6212,5908930,6212,6645470
1213,6212,5908930,6212,6646470
1213,6212,5908930,6212,6647470
1213,6212,5908930,6212,6648470
1213,6212,5908930,6212,6648790
1213,6212,5909090,6212,6648950
1213,6212,5909090,6212,6649950
1213,6212,5909090,6212,6650410
1213,6212,5909090,6212,6650880
1213,6212,5909090,6212,6651880
1213,6212,5909090,6212,6652880
1213,6212,5909090,6212,6653880
1213,6212,5909090,6212,6654880
1213,6212,5909090,6212,6655880
1213,6212,5909090,6212,6656880
1213,6212,5909090,6212,6657880
1213,6212,5909090,6212,6658880
1213,6212,5909090,6212,6658880
1213,6212,5909090,6212,6659690
1213,6212,5909090,6212,6660690
1213,6212,5909090,6212,6661690
1213,6212,5909090,6212,6662170
1213,6212,5909090,6212,6663170
1213,6212,5909090,6212,6663820
1213,6212,5909090,6212,6663820
1213,6212,5909090,6212,6664820
1213,6212,5909090,6212,6665820
1213,6212,5909090,6212,6666820
1213,6212,5909090,6212,6667820
1213,6212,5909090,6212,6668290
1213,6212,5909090,6212,6669100
1213,6212,5909090,6212,6669100
1213,6212,5909090,6212,6669580
1213,6212,5909090,6212,6670580
1213,6212,5909090,6212,6671580
1213,6212,5909090,6212,6672580
1213,6212,5909090,6212,6673580
1213,6212,5909090,6212,6674580
1213,6212,5909250,6212,6674740
1213,6212,5909250,6212,6675740
1213,6212,5909250,6212,6675740
1213,6212,5909250,6212,6675740
1213,6212,5909250,6212,6676060
1213,6212,5909250,6212,6676530
1213,6212,5909250,6212,6677530
1213,6212,5909250,6212,6678530
1213,6212,5909250,6212,6678530
1213,6212,5909250,6212,6679530
1213,6212,5909250,6212,6680340
1213,6212,5909250,6212,6680340
1213,6212,5909250,6212,6680810
1213,6212,5909250,6212,6681810
1213,6212,5909250,6212,6682810
1213,6212,5909540,6212,6683100
1213,6212,5909540,6212,6684100
1213,6212,5909540,6212,6684100
1213,6212,5909540,6212,6684910
1213,6212,5909540,6212,6685720
1213,6212,5909540,6212,6686180
1213,6212,5909540,6212,6687180
1213,6212,5909700,6212,6687340
1213,6212,5909700,6212,6687340
1213,6212,5909700,6212,6687340
1213,6212,5909700,6212,6687340
1213,6212,5909700,6212,6687660
1213,6212,5909700,6212,6688660
1213,6212,5909700,6212,6689660
1213,6212,5909700,6212,6690130
1213,6212,5909700,6212,6690130
1213,6212,5909700,6212,6690130
1213,6212,5909700,6212,6690130
1213,6212,5909700,6212,6690600
1213,6212,5909700,6212,6691600
1213,6212,5909700,6212,6692600
1213,6212,5909700,6212,6693600
1213,6212,5909700,6212,6693830
1213,6212,5909700,6212,6693830
1213,6212,5909700,6212,6693830
1213,6212,5909700,6212,6694060
1213,6212,5909700,6212,6694380
1213,6212,5909700,6212,6695380
1213,6212,5909700,6212,6695380
1213,6212,5909700,6212,6696190
1213,6212,5909700,6212,6696660
1213,6212,5909700,6212,6697660
1213,6212,5909700,6212,6698470
1213,6212,5909700,6212,6699470
1213,6212,5909700,6212,6700280
1213,6212,5909700,6212,6701280
1213,6212,5909700,6212,6702280
1213,6212,5909700,6212,6710280
1213,6212,5909700,6212,6711280
1213,6212,5909700,6212,6712280
1213,6212,5909700,6212,6712280
1213,6212,5909700,6212,6712740
1213,6212,5909700,6212,6713290
1213,6212,5909700,6212,6714290
1213,6212,5909700,6212,6715100
1213,6212,5909700,6212,6715100
1213,6212,5909700,6212,6716100
1213,6212,5909700,6212,6716910
1213,6212,5909700,6212,6716910
1213,6212,5909700,6212,6717910
1213,6212,5909700,6212,6718380
1213,6212,5909700,6212,6719380
1213,6212,5909700,6212,6719700
1213,6212,5909700,6212,6720510
1213,6212,5909700,6212,6720830
1213,6212,5909700,6212,6721300
1213,6212,5909700,6212,6721300
1213,6212,5909700,6212,6721770
1213,6212,5909700,6212,6722090
1213,6212,5909700,6212,6722900
1213,6212,5909700,6212,6723900
1213,6212,5909700,6212,6724900
1213,6212,5909700,6212,6725900
1213,6212,5909700,6212,6726900
1213,6212,5909700,6212,6727370
1213,6212,5909700,6212,6727840
1213,6212,5909700,6212,6728310
1213,6212,5909700,6212,6728310
1213,6212,5909700,6212,6729310
1213,6212,5909700,6212,6729310
1213,6212,5909700,6212,6729770
1213,6212,5909700,6212,6730090
1213,6212,5909700,6212,6731090
1213,6212,5909700,6212,6739090
1213,6212,5909700,6212,6740090
1213,6212,5909700,6212,6741090
1213,6212,5909700,6212,6742090
1213,6212,5909700,6212,6743090
1213,6212,5909700,6212,6743900
1213,6212,5909700,6212,6744120
1213,6212,5909700,6212,6744440
1213,6212,5909700,6212,6744910
1213,6212,5909700,6212,6745910
1213,6212,5909700,6212,6746140
1213,6212,5909700,6212,6746610
1213,6212,5909700,6212,6746930
1213,6212,5909700,6212,6747930
1213,6212,5909700,6212,6748930
1213,6212,5909700,6212,6749580
1213,6212,5909700,6212,6750390
1213,6212,5909700,6212,6751390
1213,6212,5909700,6212,6751760
1213,6212,5909700,6212,6752570
1213,6212,5909700,6212,6752570
1213,6212,5909700,6212,6753040
1213,6212,5909700,6212,6753510
1213,6212,5909700,6212,6754510
1213,6212,5909700,6212,6755510
1213,6212,5909700,6212,6756510
1213,6212,5909700,6212,6757510
1213,6212,5909700,6212,6758510
1213,6212,5909700,6212,6758510
1213,6212,5909700,6212,6759510
1213,6212,5909700,6212,6760320
1213,6212,5909700,6212,6761320
1213,6212,5909700,6212,6761790
1213,6212,5909700,6212,6762790
1213,6212,5909700,6212,6762790
1213,6212,5909700,6212,6762790
1213,6212,5909700,6212,6762790
1213,6212,5909700,6212,6763790
1213,6212,5909860,6212,6763950
1213,6212,5909860,6212,6764950
1213,6212,5909860,6212,6765950
1213,6212,5910020,6212,6766110
1213,6212,5910020,6212,6766920
1213,6212,5910020,6212,6766920
1213,6212,5910020,6212,6767920
1213,6212,5910020,6212,6768390
1213,6212,5910020,6212,6768390
1213,6212,5910020,6212,6769390
1213,6212,5910020,6212,6769390
1213,6212,5910020,6212,6770390
1213,6212,5910020,6212,6771200
1213,6212,5910020,6212,6772200
1213,6212,5910020,6212,6772200
1213,6212,5910020,6212,6773200
1213,6212,5910020,6212,6773670
1213,6212,5910020,6212,6774130
1213,6212,5910020,6212,6775130
1213,6212,5910020,6212,6776130
1213,6212,5910020,6212,6776130
1213,6212,5910020,6212,6777130
1213,6212,5910020,6212,6778130
1213,6212,5910020,6212,6778360
1213,6212,5910020,6212,6779170
1213,6212,5910020,6212,6780170
1213,6212,5910020,6212,6781170
1213,6212,5910020,6212,6781170
1213,6212,5910020,6212,6781760
1213,6212,5910020,6212,6782760
1213,6212,5910020,6212,6783570
1213,6212,5910020,6212,6784040
1213,6212,5910020,6212,6784850
1213,6212,5910020,6212,6785850
1213,6212,5910020,6212,6785850
1213,6212,5910020,6212,6786500
1213,6212,5910020,6212,6787500
1213,6212,5910020,6212,6788500
1213,6212,5910020,6212,6789500
1213,6212,5910020,6212,6790150
1213,6212,5910020,6212,6790520
1213,6212,5910020,6212,6791520
1213,6212,5910020,6212,6791840
1213,6212,5910020,6212,6792310
1213,6212,5910020,6212,6793310
1213,6212,5910020,6212,6794310
1213,6212,5910020,6212,6795310
1213,6212,5910020,6212,6795310
1213,6212,5910020,6212,6796310
1213,6212,5910020,6212,6797310
1213,6212,5910020,6212,6797310
1213,6212,5910020,6212,6798310
1213,6212,5910020,6212,6799310
1213,6212,5910020,6212,6800120
1213,6212,5910020,6212,6800120
1213,6212,5910020,6212,6801120
1213,6212,5910020,6212,6802120
1213,6212,5910020,6212,6802770
1213,6212,5910020,6212,6803770
1213,6212,5910020,6212,6804580
1213,6212,5910020,6212,6805580
1213,6212,5910020,6212,6805580
1213,6212,5910020,6212,6806130
1213,6212,5910020,6212,6807130
1213,6212,5910020,6212,6807130
1213,6212,5910020,6212,6807130
1213,6212,5910020,6212,6807600
1213,6212,5910020,6212,6808600
1213,6212,5910020,6212,6809410
1213,6212,5910020,6212,6810410
1213,6212,5910020,6212,6811410
1213,6212,5910020,6212,6811410
1213,6212,5910020,6212,6812220
1213,6212,5910020,6212,6813220
1213,6212,5910020,6212,6814220
1213,6212,5910020,6212,6815220
1213,6212,5910180,6212,6815380
1213,6212,5910180,6212,6816380
1213,6212,5910180,6212,6816380
1213,6212,5910180,6212,6817190
1213,6212,5910180,6212,6818190
1213,6212,5910180,6212,6819000
1213,6212,5910180,6212,6820000
1213,6212,5910180,6212,6821000
1213,6212,5910180,6212,6821810
1213,6212,5910180,6212,6822810
1213,6212,5910180,6212,6823270
1213,6212,5910180,6212,6823740
1213,6212,5910180,6212,6824060
1213,6212,5910180,6212,6825060
1213,6212,5910180,6212,6826060
1213,6212,5910180,6212,6827060
1213,6212,5910180,6212,6827870
1213,6212,5910180,6212,6828220
1213,6212,5910180,6212,6829220
1213,6212,5910180,6212,6830220
1213,6212,5910180,6212,6831220
1213,6212,5910180,6212,6831680
1213,6212,5910180,6212,6832490
1213,6212,5910180,6212,6832960
1213,6212,5910180,6212,6833430
1213,6212,5910180,6212,6833430
1213,6212,5910180,6212,6833430
1213,6212,5910180,6212,6834240
1213,6212,5910180,6212,6834240
1213,6212,5910180,6212,6835050
1213,6212,5910180,6212,6835860
1213,6212,5910180,6212,6836330
1213,6212,5910180,6212,6837330
1213,6212,5910180,6212,6838330
1213,6212,5910180,6212,6839330
1213,6212,5910180,6212,6840330
1213,6212,5910180,6212,6840800
1213,6212,5910180,6212,6841800
1213,6212,5910180,6212,6842800
1213,6212,5910180,6212,6843270
1213,6212,5910180,6212,6844270
1213,6212,5910180,6212,6845270
1213,6212,5910180,6212,6846270
1213,6212,5910180,6212,6846500
1213,6212,5910180,6212,6847310
1213,6212,5910180,6212,6848310
1213,6212,5910180,6212,6849120
1213,6212,5910180,6212,6849770
1213,6212,5910180,6212,6850770
1213,6212,5910180,6212,6851580
1213,6212,5910180,6212,6851580
1213,6212,5910180,6212,6852050
1213,6212,5910180,6212,6852520
1213,6212,5910180,6212,6852520
1213,6212,5910180,6212,6852990
1213,6212,5910180,6212,6853460
1213,6212,5910180,6212,6854270
1213,6212,5910180,6212,6854500
1213,6212,5910180,6212,6855310
1213,6212,5910180,6212,6856310
1213,6212,5910180,6212,6857310
1213,6212,5910180,6212,6857310
1213,6212,5910180,6212,6857310
1213,6212,5910180,6212,6858310
1213,6212,5910180,6212,6858310
1213,6212,5910180,6212,6859120
1213,6212,5910180,6212,6860120
1213,6212,5910230,6212,6860170
1213,6212,5910230,6212,6860640
1213,6212,5910230,6212,6861640
1213,6212,5910230,6212,6861640
1213,6212,5910230,6212,6862450
1213,6212,5910230,6212,6863450
1213,6212,5910230,6212,6864450
1213,6212,5910230,6212,6865450
1213,6212,5910230,6212,6866100
1213,6212,5910390,6212,6866260
1213,6212,5910390,6212,6867070
1213,6212,5910390,6212,6867550
1213,6212,5910390,6212,6868550
1213,6212,5910390,6212,6869550
1213,6212,5910390,6212,6870550
1213,6212,5910390,6212,6871360
1213,6212,5911390,6212,6872360
1213,6212,5911390,6212,6873170
1213,6212,5911390,6212,6874170
1213,6212,5911390,6212,6874170
1213,6212,5911390,6212,6874980
1213,6212,5911390,6212,6875790
1213,6212,5911390,6212,6876790
1213,6212,5911390,6212,6877250
1213,6212,5911390,6212,6877250
1213,6212,5911390,6212,6877900
1213,6212,5911390,6212,6878900
1213,6212,5911390,6212,6879900
1213,6212,5911390,6212,6880900
1213,6212,5911390,6212,6881900
1213,6212,5911390,6212,6882900
1213,6212,5911390,6212,6883490
1213,6212,5911390,6212,6884490
1213,6212,5911390,6212,6885490
1213,6212,5911390,6212,6886490
1213,6212,5911550,6212,6886650
1213,6212,5911550,6212,6886880
1213,6212,5911550,6212,6887350
1213,6212,5911550,6212,6888350
1213,6212,5911550,6212,6889160
1213,6212,5911550,6212,6889160
1213,6212,5911550,6212,6890160
1213,6212,5911550,6212,6890970
1213,6212,5911550,6212,6891440
1213,6212,5911550,6212,6892250
1213,6212,5911550,6212,6892250
1213,6212,5911710,6212,6892410
1213,6212,5911710,6212,6893410
1213,6212,5911710,6212,6894410
1213,6212,5911710,6212,6895410
1213,6212,5911710,6212,6896410
1213,6212,5911710,6212,6896880
1213,6212,5911710,6212,6897530
1213,6212,5911710,6212,6898530
1213,6212,5911710,6212,6899530
1213,6212,5911710,6212,6900340
1213,6212,5911710,6212,6901340
1213,6212,5911710,6212,6901810
1213,6212,5911710,6212,6902810
1213,6212,5911710,6212,6903040
1213,6212,5911710,6212,6903040
1213,6212,5911710,6212,6903040
1213,6212,5911710,6212,6904040
1213,6212,5911710,6212,6905040
1213,6212,5911710,6212,6905850
1213,6212,5911710,6212,6906850
1213,6212,5911710,6212,6906850
1213,6212,5911710,6212,6907320
1213,6212,5911710,6212,6908320
1213,6212,5911710,6212,6908790
1213,6212,5911870,6212,6908950
1213,6212,5911870,6212,6909950
1213,6212,5911870,6212,6909950
1213,6212,5911870,6212,6910180
1213,6212,5911870,6212,6910990
1213,6212,5911870,6212,6911990
1213,6212,5911870,6212,6912990
1213,6212,5911870,6212,6913990
1213,6212,5911870,6212,6914990
1213,6212,5911870,6212,6915990
1213,6212,5911870,6212,6916990
1213,6212,5911870,6212,6917990
1213,6212,5911870,6212,6918990
1213,6212,5911870,6212,6919990
1213,6212,5911870,6212,6920990
1213,6212,5911870,6212,6921310
1213,6212,5911870,6212,6922310
1213,6212,5911870,6212,6923310
1213,6212,5911870,6212,6924120
1213,6212,5911870,6212,6924120
1213,6212,5911870,6212,6925120
1213,6212,5911870,6212,6926120
1213,6212,5911870,6212,6927120
1213,6212,5911870,6212,6928120
1213,6212,5911870,6212,6929120
1213,6212,5911870,6212,6929120
1213,6212,5911870,6212,6930120
1213,6212,5911870,6212,6931120
1213,6212,5911870,6212,6932120
1213,6212,5911870,6212,6932590
1213,6212,5911870,6212,6933240
1213,6212,5911870,6212,6934240
1213,6212,5912030,6212,6934400
1213,6212,5912030,6212,6934400
1213,6212,5912030,6212,6935400
1213,6212,5912030,6212,6936210
1213,6212,5912030,6212,6937210
1213,6212,5912030,6212,6938020
1213,6212,5912030,6212,6938670
1213,6212,5912030,6212,6939670
1213,6212,5912030,6212,6940480
1213,6212,5912030,6212,6940950
1213,6212,5912030,6212,6941760
1213,6212,5912030,6212,6942350
1213,6212,5912030,6212,6943350
1213,6212,5912030,6212,6943900
1213,6212,5912030,6212,6944900
1213,6212,5912030,6212,6945900
1213,6212,5912030,6212,6946900
1213,6212,5912030,6212,6947900
1213,6212,5912030,6212,6947900
1213,6212,5912030,6212,6948900
1213,6212,5912030,6212,6949900
1213,6212,5912030,6212,6950900
1213,6212,5912030,6212,6951900
1213,6212,5912030,6212,6952900
1213,6212,5912030,6212,6953220
1213,6212,5912030,6212,6953220
1213,6212,5912030,6212,6954220
1213,6212,5912030,6212,6954690
1213,6212,5912030,6212,6955690
1213,6212,5912030,6212,6955690
1213,6212,5912030,6212,6956690
1213,6212,5912030,6212,6957690
1213,6212,5912030,6212,6957690
1213,6212,5912030,6212,6958690
1213,6212,5912030,6212,6959500
1213,6212,5912030,6212,6960500
1213,6212,5912030,6212,6961500
1213,6212,5912030,6212,6962310
1213,6212,5912030,6212,6963120
1213,6212,5912030,6212,6963930
1213,6212,5912030,6212,6964390
1213,6212,5912030,6212,6965200
1213,6212,5912030,6212,6965200
1213,6212,5912030,6212,6966010
1213,6212,5912030,6212,6966480
1213,6212,5912030,6212,6967130
1213,6212,5912030,6212,6968130
1213,6212,5912030,6212,6968130
1213,6212,5912030,6212,6969130
1213,6212,5912030,6212,6969940
1213,6212,5912030,6212,6970940
1213,6212,5912030,6212,6971410
1213,6212,5912030,6212,6972410
1213,6212,5912030,6212,6973220
1213,6212,5912030,6212,6974220
1213,6212,5912030,6212,6975220
1213,6212,5912030,6212,6976220
1213,6212,5912030,6212,6977220
1213,6212,5912030,6212,6978220
1213,6212,5912030,6212,6978220
1213,6212,5912030,6212,6978870
1213,6212,5912030,6212,6979870
1213,6212,5912030,6212,6980520
1213,6212,5912030,6212,6980750
1213,6212,5912030,6212,6981220
1213,6212,5912030,6212,6981690
1213,6212,5912030,6212,6981690
1213,6212,5912030,6212,6981690
1213,6212,5912030,6212,6982690
1213,6212,5912030,6212,6983010
1213,6212,5912030,6212,6984010
1213,6212,5912030,6212,6984820
1213,6212,5912030,6212,6985050
1213,6212,5912030,6212,6985280
1213,6212,5912030,6212,6985930
1213,6212,5912030,6212,6986930
1213,6212,5912030,6212,6986930
1213,6212,5912030,6212,6987740
1213,6212,5912030,6212,6988060
1213,6212,5912030,6212,6988530
1213,6212,5912030,6212,6989530
1213,6212,5912030,6212,6990000
1213,6212,5912030,6212,6990810
1213,6212,5912030,6212,6990810
1213,6212,5912030,6212,6991130
1213,6212,5912030,6212,6992130
1213,6212,5912030,6212,6993130
1213,6212,5912030,6212,6993450
1213,6212,5912030,6212,6994260
1213,6212,5912030,6212,6995260
1213,6212,5912030,6212,6996260
1213,6212,5912030,6212,6996260
1213,6212,5912030,6212,7004260
1213,6212,5912030,6212,7005070
1213,6212,5912030,6212,7005880
1213,6212,5912030,6212,7006430
1213,6212,5912030,6212,7007240
1213,6212,5912030,6212,7008240
1213,6212,5912030,6212,7008240
1213,6212,5912030,6212,7009240
1213,6212,5912030,6212,7010050
1213,6212,5912190,6212,7010210
1213,6212,5912190,6212,7011020
