ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_ratio
603333.18,36.52,22.92,435270.64,26.35
603883.21,36.56,22.97,435677.41,26.38
604102.4,36.58,22.99,435626.31,26.38
603966.42,36.6,23.0,435626.0,26.4
603830.45,36.61,23.01,435626.0,26.41
604126.47,36.64,23.04,435685.69,26.42
603990.49,36.65,23.06,435644.09,26.44
603854.51,36.67,23.07,435626.0,26.45
603482.51,36.66,23.06,436587.07,26.52
603848.86,36.69,23.09,436773.2,26.54
604749.59,36.76,23.16,437168.3,26.57
604144.58,36.74,23.14,436809.3,26.56
604008.61,36.75,23.16,436808.99,26.58
603872.63,36.77,23.17,436808.99,26.6
604168.65,36.8,23.2,437149.86,26.62
603881.56,36.79,23.19,436936.21,26.62
603276.56,36.77,23.17,436523.9,26.6
603279.2,36.77,23.17,436525.03,26.6
603120.52,36.76,23.16,436366.35,26.6
602984.54,36.77,23.18,436352.84,26.61
602984.54,36.77,23.18,436352.84,26.61
602765.79,36.77,23.17,436128.78,26.6
602629.81,36.78,23.18,436158.72,26.62
602300.26,36.77,23.17,437348.92,26.7
603059.72,36.84,23.24,437454.19,26.72
603062.37,36.84,23.24,437455.99,26.72
602733.15,36.84,23.24,436674.82,26.69
602242.52,36.83,23.23,436253.21,26.68
602242.52,36.83,23.23,436237.48,26.68
602627.18,36.86,23.26,436237.17,26.68
602679.88,36.88,23.28,436237.17,26.69
602543.91,36.89,23.3,436237.17,26.71
602407.93,36.91,23.31,436252.4,26.73
602304.38,36.91,23.31,436237.17,26.73
602147.16,36.9,23.3,436078.29,26.72
602147.16,36.9,23.3,436078.29,26.72
602011.18,36.91,23.32,436078.28,26.74
601811.35,36.91,23.31,436238.72,26.75
601811.35,36.91,23.31,436238.72,26.75
601811.35,36.91,23.31,436238.72,26.75
601675.37,36.92,23.32,436196.82,26.77
601539.39,36.94,23.34,436133.07,26.78
601403.41,36.95,23.35,436485.13,26.82
601267.44,36.96,23.37,436485.29,26.83
601131.46,36.98,23.38,436484.82,26.85
601516.12,37.01,23.41,436496.27,26.86
601520.08,37.01,23.41,436497.59,26.86
601384.11,37.02,23.43,436525.19,26.87
601072.01,37.02,23.42,436489.25,26.88
601525.58,37.05,23.45,437814.02,26.97
601476.9,37.07,23.47,437975.86,26.99
601931.74,37.12,23.52,438024.72,27.01
601795.77,37.13,23.54,438024.88,27.03
601986.22,37.16,23.56,438024.41,27.04
602290.39,37.19,23.59,438065.09,27.05
602154.41,37.21,23.61,438039.78,27.07
601784.26,37.19,23.6,438029.82,27.07
601577.83,37.19,23.59,438873.16,27.13
600945.65,37.17,23.57,438314.58,27.11
600948.29,37.17,23.57,438318.21,27.11
600948.29,37.17,23.57,438318.21,27.11
600844.76,37.19,23.59,438351.36,27.13
601218.61,37.22,23.62,437607.67,27.09
601082.63,37.23,23.63,437607.67,27.11
601563.54,37.28,23.69,439076.43,27.21
601563.54,37.28,23.69,439076.43,27.21
601080.78,37.27,23.68,438476.84,27.19
600908.4,37.27,23.67,438299.46,27.18
600772.43,37.28,23.68,438299.46,27.2
600772.43,37.28,23.68,438299.46,27.2
600825.13,37.3,23.71,438299.55,27.21
600877.83,37.33,23.73,438299.46,27.23
600930.53,37.35,23.75,438299.46,27.24
600983.23,37.37,23.77,438299.46,27.25
600847.26,37.39,23.79,439058.33,27.32
600711.28,37.4,23.8,439021.37,27.33
601007.3,37.43,23.83,439021.06,27.34
600871.32,37.44,23.85,439021.45,27.36
600924.02,37.47,23.87,439021.06,27.37
600552.03,37.45,23.86,439021.06,27.38
600604.73,37.48,23.88,439051.82,27.4
600900.75,37.51,23.91,439031.36,27.4
600900.75,37.51,23.91,439031.36,27.4
600677.29,37.5,23.9,439021.06,27.41
600541.31,37.51,23.92,439636.64,27.46
600837.33,37.54,23.95,439756.39,27.48
600890.03,37.57,23.97,440002.6,27.51
600749.58,37.56,23.97,440150.0,27.52
600749.58,37.56,23.97,440150.0,27.52
600613.6,37.58,23.98,440149.69,27.54
600613.6,37.58,23.98,440167.51,27.54
600613.6,37.58,23.98,440167.51,27.54
600617.56,37.58,23.98,440186.9,27.54
600481.59,37.59,24.0,440186.9,27.56
600769.46,37.62,24.02,440458.08,27.58
600544.22,37.62,24.02,440292.11,27.58
600408.24,37.63,24.03,440186.9,27.59
600304.71,37.65,24.05,441839.16,27.71
600304.71,37.65,24.05,441839.16,27.71
600083.17,37.64,24.04,441549.33,27.7
600842.64,37.71,24.11,441673.19,27.72
600706.66,37.73,24.13,441672.88,27.74
600706.66,37.73,24.13,441672.88,27.74
599706.66,37.69,24.09,440672.88,27.69
599570.68,37.7,24.1,440672.88,27.71
599902.23,37.73,24.14,440626.76,27.72
600267.83,37.77,24.17,440665.1,27.72
600131.85,37.78,24.18,440635.3,27.74
599789.16,37.77,24.17,440626.76,27.75
599653.18,37.79,24.19,441873.5,27.84
600128.38,37.82,24.22,441309.9,27.81
600128.38,37.82,24.22,441309.9,27.81
599783.26,37.81,24.22,441856.88,27.86
599647.28,37.83,24.23,441856.56,27.87
599985.42,37.87,24.28,441700.9,27.88
599290.39,37.85,24.26,440966.45,27.85
599154.41,37.87,24.27,440966.45,27.87
599207.11,37.89,24.29,441243.2,27.9
599071.13,37.91,24.31,441074.78,27.91
598935.15,37.92,24.33,440981.26,27.92
598936.48,37.92,24.33,440982.58,27.92
598800.5,37.94,24.34,441270.44,27.96
598675.34,37.95,24.36,441101.16,27.96
598717.22,37.98,24.38,441307.64,27.99
598717.22,37.98,24.38,441307.64,27.99
598717.22,37.98,24.38,441307.64,27.99
598769.92,38.0,24.4,441307.71,28.01
598633.95,38.02,24.42,441307.33,28.02
598633.95,38.02,24.42,441285.19,28.02
598497.97,38.03,24.43,441286.18,28.04
598361.99,38.05,24.45,441306.51,28.06
598414.69,38.07,24.47,441309.98,28.07
598605.15,38.1,24.5,441300.25,28.09
598657.85,38.12,24.52,442127.22,28.15
598521.87,38.14,24.54,442027.52,28.16
598521.87,38.14,24.54,442049.66,28.17
598385.89,38.15,24.55,442049.66,28.18
598751.5,38.18,24.59,442049.66,28.19
598408.8,38.17,24.58,442049.66,28.2
598461.5,38.2,24.6,442049.66,28.21
598325.53,38.21,24.61,442049.66,28.23
598189.55,38.23,24.63,442064.15,28.25
598053.57,38.24,24.65,442049.66,28.27
598056.21,38.24,24.65,442050.79,28.27
598056.21,38.24,24.65,442028.64,28.27
597920.24,38.26,24.66,442422.88,28.31
598201.35,38.29,24.69,442661.35,28.33
598065.37,38.31,24.71,442661.04,28.35
597929.39,38.32,24.72,442661.04,28.37
597793.41,38.34,24.74,442661.04,28.39
597657.44,38.35,24.76,442851.77,28.42
597657.44,38.35,24.76,442877.39,28.42
597553.91,38.37,24.77,442831.13,28.44
597553.91,38.37,24.77,442831.35,28.44
597585.33,38.4,24.8,443919.39,28.52
597902.13,38.44,24.84,443553.47,28.52
598198.15,38.47,24.87,443553.16,28.52
597598.23,38.46,24.86,442875.24,28.5
597462.25,38.47,24.87,442875.24,28.52
597326.27,38.49,24.89,443006.51,28.54
597190.3,38.5,24.91,442885.08,28.56
597190.3,38.5,24.91,442885.85,28.56
597190.3,38.5,24.91,442885.85,28.56
597054.32,38.52,24.92,442876.01,28.57
596918.34,38.54,24.94,443714.25,28.65
597208.72,38.57,24.97,443856.8,28.67
597072.74,38.59,24.99,443856.49,28.69
596914.06,38.58,24.98,443698.02,28.68
596799.73,38.6,25.0,443597.23,28.69
596663.75,38.62,25.02,443615.68,28.71
596527.78,38.63,25.03,443627.62,28.73
596527.78,38.63,25.03,443627.62,28.73
596391.8,38.65,25.05,443846.47,28.76
596391.8,38.65,25.05,443846.47,28.76
596255.82,38.66,25.07,443729.73,28.77
596119.85,38.68,25.08,443686.28,28.79
596119.85,38.68,25.08,443686.28,28.79
596027.52,38.7,25.1,443883.93,28.82
595847.89,38.71,25.11,443597.23,28.82
596143.91,38.74,25.15,443596.92,28.83
595771.91,38.73,25.13,443596.92,28.84
595635.94,38.75,25.15,443622.81,28.86
595931.96,38.78,25.18,443599.52,28.87
595795.98,38.8,25.2,443596.92,28.88
595499.55,38.78,25.19,443450.26,28.88
594411.73,38.92,25.32,443449.95,29.03
594275.75,38.93,25.33,443737.93,29.07
594328.46,38.96,25.36,443666.49,29.08
594111.2,38.95,25.35,443434.84,29.07
593955.17,38.94,25.34,443275.95,29.06
593618.08,38.93,25.33,443064.11,29.06
593482.1,38.95,25.35,443158.27,29.08
593534.8,38.97,25.37,443559.09,29.12
593404.06,38.97,25.37,443588.43,29.13
593404.06,38.97,25.37,443588.43,29.13
593456.77,38.99,25.39,443588.49,29.14
593320.79,39.01,25.41,443588.12,29.16
593184.81,39.02,25.43,443588.12,29.18
593480.83,39.06,25.46,443638.66,29.2
593259.57,39.05,25.45,443377.29,29.18
593123.6,39.06,25.47,443328.13,29.2
592987.62,39.08,25.48,443332.96,29.22
592862.46,39.1,25.5,443409.58,29.24
592904.34,39.12,25.52,444147.91,29.31
592957.04,39.15,25.55,444147.97,29.32
592957.04,39.15,25.55,444147.97,29.32
592957.04,39.15,25.55,444147.97,29.32
592821.07,39.16,25.57,444147.59,29.34
592821.07,39.16,25.57,444147.59,29.34
592685.09,39.18,25.58,444147.59,29.36
592685.09,39.18,25.58,444147.59,29.36
591597.27,39.32,25.72,444147.28,29.52
591225.27,39.3,25.71,443752.59,29.5
591521.29,39.34,25.74,443842.38,29.52
591385.32,39.35,25.76,443752.93,29.53
591249.34,39.37,25.77,443775.73,29.55
591113.36,39.39,25.79,444380.38,29.61
591166.06,39.41,25.81,444539.58,29.64
591030.09,39.43,25.83,444539.27,29.66
591082.79,39.45,25.86,444539.27,29.67
590952.05,39.45,25.85,444433.43,29.67
591248.07,39.48,25.89,444433.43,29.68
591112.09,39.5,25.9,444515.78,29.7
590976.11,39.52,25.92,444498.33,29.72
591220.15,39.55,25.95,444433.43,29.73
591084.17,39.57,25.97,445329.5,29.81
590948.19,39.58,25.99,445282.85,29.83
591000.9,39.61,26.01,445282.54,29.84
590864.92,39.63,26.03,445286.3,29.86
590574.91,39.62,26.02,445153.99,29.86
590363.65,39.61,26.01,444906.22,29.85
590554.1,39.64,26.04,444902.6,29.86
590554.1,39.64,26.04,444902.6,29.86
590418.12,39.66,26.06,444902.46,29.88
590282.15,39.67,26.08,445004.96,29.91
590146.17,39.69,26.09,444916.79,29.92
590010.19,39.71,26.11,444902.46,29.94
590010.19,39.71,26.11,444902.46,29.94
590062.89,39.73,26.14,445595.63,30.01
589856.46,39.73,26.13,445330.99,29.99
588768.64,39.87,26.27,445330.68,30.15
588632.67,39.88,26.29,445330.38,30.17
588496.69,39.9,26.3,445330.37,30.2
588549.39,39.93,26.33,445330.37,30.21
588549.39,39.93,26.33,445330.37,30.21
588413.41,39.95,26.35,445354.37,30.23
588277.44,39.96,26.37,445422.79,30.26
588163.09,39.98,26.39,446025.02,30.32
587939.63,39.98,26.38,445759.74,30.31
588382.39,40.01,26.42,445551.34,30.3
588382.39,40.01,26.42,445529.2,30.3
588262.08,40.01,26.42,445939.3,30.33
588126.1,40.03,26.43,445938.99,30.35
587931.33,40.05,26.45,445641.76,30.35
587795.35,40.06,26.47,445641.76,30.37
587659.37,40.08,26.48,445653.15,30.4
587523.4,40.1,26.5,445873.94,30.43
587387.42,40.12,26.52,445753.79,30.44
587273.07,40.14,26.54,445738.08,30.46
587647.38,40.18,26.58,446485.38,30.53
587647.38,40.18,26.58,446485.38,30.53
587357.45,40.17,26.57,446206.26,30.51
587221.47,40.18,26.59,446205.95,30.53
587200.73,40.2,26.61,446016.1,30.54
587253.43,40.23,26.63,446016.1,30.55
587306.13,40.26,26.66,446016.1,30.57
587170.15,40.27,26.68,446051.75,30.59
586870.56,40.26,26.67,445746.86,30.58
586923.26,40.29,26.69,445721.86,30.6
586787.29,40.31,26.71,445711.96,30.62
586977.74,40.34,26.74,446636.05,30.69
587030.44,40.37,26.77,446765.51,30.72
587083.14,40.39,26.79,446765.57,30.74
586947.16,40.41,26.81,446765.19,30.76
586999.87,40.44,26.84,446765.19,30.78
586863.89,40.45,26.86,446787.96,30.8
586863.89,40.45,26.86,446810.1,30.8
587107.92,40.49,26.89,446787.43,30.81
586971.95,40.51,26.91,446787.38,30.83
587024.65,40.53,26.94,447654.84,30.91
587320.67,40.57,26.97,448059.8,30.95
587320.67,40.57,26.97,448037.65,30.95
587601.78,40.6,27.0,448037.34,30.96
587465.8,40.62,27.02,448037.34,30.98
587329.82,40.64,27.04,448144.69,31.01
587193.85,40.66,27.06,448185.27,31.03
586831.85,40.65,27.05,447924.03,31.02
586695.87,40.66,27.07,448808.83,31.11
586748.57,40.69,27.09,448330.12,31.09
586452.14,40.68,27.08,448063.53,31.08
586742.52,40.72,27.12,447837.76,31.08
586564.42,40.73,27.14,448499.51,31.15
586428.45,40.75,27.15,448499.67,31.17
586138.43,40.74,27.14,448172.15,31.15
586002.46,40.76,27.16,448171.68,31.17
585866.48,40.78,27.18,448369.47,31.21
586162.5,40.81,27.22,448187.59,31.21
586157.48,40.84,27.24,450438.36,31.38
587038.45,40.93,27.33,450386.7,31.4
586511.6,40.92,27.32,449388.03,31.36
586702.05,40.95,27.36,449387.72,31.37
586566.07,40.97,27.38,449387.72,31.39
586430.09,40.99,27.4,449681.33,31.43
586294.12,41.01,27.41,449630.8,31.45
586158.14,41.03,27.43,449597.51,31.47
586198.06,41.06,27.46,450777.26,31.58
585403.05,41.04,27.44,450090.91,31.55
585379.78,41.06,27.46,449551.49,31.53
585379.78,41.06,27.46,449575.71,31.53
585646.35,41.09,27.49,449733.45,31.55
585510.37,41.11,27.51,449733.14,31.58
585374.39,41.13,27.53,449733.14,31.6
585238.41,41.15,27.55,449735.84,31.62
585102.44,41.17,27.57,449733.38,31.64
585102.44,41.17,27.57,449735.62,31.64
584966.46,41.19,27.59,449735.38,31.67
585262.48,41.22,27.62,449953.39,31.69
585262.48,41.22,27.62,449938.59,31.69
584890.48,41.21,27.61,449803.93,31.69
585194.65,41.24,27.65,449720.58,31.7
585247.36,41.27,27.67,450408.57,31.76
585069.78,41.26,27.67,450240.71,31.76
584933.81,41.28,27.69,450240.87,31.78
584797.83,41.3,27.71,450240.4,31.8
584661.85,41.32,27.73,450242.69,31.82
584525.87,41.34,27.75,450247.15,31.85
584389.9,41.36,27.76,450282.58,31.87
584442.6,41.39,27.79,450240.4,31.89
584495.3,41.42,27.82,450241.63,31.9
584359.32,41.44,27.84,450619.28,31.95
584127.71,41.43,27.83,450387.73,31.94
583970.35,41.42,27.83,450228.84,31.94
583834.38,41.44,27.85,450228.53,31.96
583834.38,41.44,27.85,450250.94,31.96
583887.08,41.47,27.87,450250.94,31.98
583751.1,41.49,27.89,450309.86,32.01
583803.8,41.52,27.92,450277.11,32.02
583667.83,41.54,27.94,450266.32,32.04
583720.53,41.57,27.97,450250.94,32.06
583584.55,41.59,27.99,450250.94,32.08
583637.25,41.61,28.02,451001.28,32.16
583501.27,41.63,28.04,451000.97,32.18
583553.98,41.66,28.06,451000.97,32.2
583606.68,41.69,28.09,451000.97,32.22
583470.7,41.71,28.11,451093.1,32.25
583523.4,41.74,28.14,451022.91,32.26
583576.1,41.77,28.17,451019.97,32.28
583576.1,41.77,28.17,451036.38,32.28
583032.19,41.85,28.25,451048.68,32.37
582896.22,41.87,28.27,451074.54,32.4
582896.22,41.87,28.27,451074.54,32.4
583086.67,41.9,28.3,452104.18,32.49
582950.69,41.92,28.32,452881.63,32.57
582836.35,41.94,28.34,452187.89,32.54
582878.23,41.97,28.37,452493.34,32.58
582742.25,41.99,28.39,452493.03,32.61
582606.28,42.01,28.41,452500.0,32.63
582470.3,42.03,28.43,452493.49,32.65
582334.32,42.05,28.45,452533.24,32.68
582187.53,42.07,28.47,452301.41,32.69
582051.55,42.09,28.49,452301.28,32.71
582347.57,42.13,28.53,452354.83,32.72
582051.14,42.12,28.52,452021.24,32.71
581827.68,42.11,28.51,452320.28,32.74
582028.95,42.14,28.55,452344.61,32.75
581882.16,42.16,28.57,452436.56,32.78
581934.86,42.19,28.6,452436.62,32.8
582230.88,42.23,28.63,452436.25,32.81
581858.88,42.22,28.62,452436.25,32.83
581722.9,42.24,28.64,452473.37,32.85
581586.93,42.26,28.66,452436.25,32.87
581450.95,42.28,28.68,452436.25,32.9
581314.97,42.3,28.7,452728.46,32.94
581179.0,42.32,28.72,452487.7,32.95
581043.02,42.34,28.74,452684.51,32.99
580907.04,42.36,28.76,452684.2,33.01
580959.74,42.39,28.79,452684.2,33.03
580763.31,42.38,28.79,452514.14,33.02
580654.63,42.38,28.78,452405.46,33.02
580518.66,42.4,28.8,452504.31,33.05
580571.36,42.43,28.83,452416.38,33.06
580435.38,42.45,28.85,452405.98,33.09
580488.08,42.48,28.88,452927.26,33.14
580678.53,42.51,28.92,453018.66,33.17
580974.56,42.55,28.95,453739.05,33.23
580838.58,42.57,28.97,453738.73,33.26
580702.6,42.59,28.99,453738.73,33.28
580566.62,42.61,29.02,453761.74,33.31
580430.65,42.63,29.04,453751.19,33.33
580483.35,42.66,29.07,453739.17,33.35
580673.8,42.7,29.1,454180.61,33.4
580673.8,42.7,29.1,454165.3,33.4
580537.82,42.72,29.12,454012.27,33.41
580165.82,42.71,29.11,453591.34,33.39
580218.53,42.74,29.14,453911.32,33.43
580514.55,42.77,29.18,453911.01,33.44
580378.57,42.79,29.2,453911.01,33.47
580569.02,42.83,29.23,453979.7,33.49
580433.04,42.85,29.25,453948.88,33.51
580623.5,42.89,29.29,453928.34,33.53
580487.52,42.91,29.31,454796.66,33.62
580115.52,42.89,29.3,454317.5,33.59
580079.47,42.92,29.33,454201.32,33.61
580032.24,42.95,29.35,454840.26,33.68
580032.24,42.95,29.35,454818.12,33.67
580313.35,42.98,29.39,454817.81,33.69
580366.06,43.01,29.42,454817.81,33.71
580230.08,43.04,29.44,454823.22,33.73
580094.1,43.06,29.46,454822.58,33.76
579958.12,43.08,29.48,454824.36,33.78
579822.15,43.1,29.5,455328.75,33.85
579686.17,43.12,29.53,455374.3,33.88
579580.27,43.12,29.52,455268.4,33.87
579444.29,43.14,29.54,455241.98,33.89
579308.32,43.16,29.56,455241.67,33.92
579361.02,43.19,29.59,455241.67,33.94
579225.04,43.21,29.62,455257.96,33.97
579521.06,43.25,29.65,455244.21,33.98
579385.08,43.27,29.68,455250.07,34.0
579249.11,43.3,29.7,455241.67,34.03
578887.11,43.28,29.69,455580.35,34.06
578751.13,43.31,29.71,455463.0,34.08
578751.13,43.31,29.71,455463.0,34.08
578454.7,43.29,29.7,455209.21,34.07
578454.7,43.29,29.7,455209.21,34.07
578454.7,43.29,29.7,455227.75,34.07
578750.72,43.33,29.73,455594.29,34.11
578614.75,43.35,29.76,455594.45,34.14
578478.77,43.38,29.78,455593.98,34.16
578106.77,43.36,29.77,455325.0,34.15
577970.79,43.39,29.79,455372.69,34.18
578023.49,43.42,29.82,455377.38,34.2
577887.52,43.44,29.84,455356.02,34.23
578168.63,43.48,29.88,455833.39,34.28
578032.65,43.5,29.9,455678.58,34.29
578328.67,43.54,29.94,456163.25,34.34
578192.69,43.56,29.96,456163.26,34.37
577820.7,43.55,29.95,456002.12,34.37
577684.72,43.57,29.97,456002.12,34.39
577548.74,43.59,30.0,456002.12,34.42
577601.44,43.62,30.03,456002.12,34.44
577654.14,43.65,30.06,456016.23,34.46
577518.17,43.68,30.08,456002.12,34.49
577382.19,43.7,30.1,456002.12,34.51
577678.21,43.74,30.14,456792.7,34.59
577730.91,43.77,30.17,456792.77,34.61
577594.93,43.79,30.19,456792.39,34.63
577458.96,43.81,30.22,456811.33,34.66
577511.66,43.85,30.25,456869.43,34.69
577375.68,43.87,30.27,456907.85,34.72
576375.68,43.83,30.23,455907.85,34.67
576239.7,43.85,30.25,455809.82,34.69
576103.73,43.87,30.27,455924.36,34.72
576103.73,43.87,30.27,455924.56,34.72
575967.75,43.9,30.3,455944.19,34.75
575967.75,43.9,30.3,455968.21,34.75
576020.45,43.93,30.33,456402.08,34.8
576073.15,43.96,30.36,456384.96,34.82
575937.17,43.98,30.38,456382.42,34.85
575565.18,43.97,30.37,455968.95,34.83
575429.2,43.99,30.39,455969.3,34.86
575481.9,44.02,30.42,456005.94,34.88
575185.47,44.01,30.41,455805.42,34.88
575185.47,44.01,30.41,455807.44,34.88
575049.49,44.03,30.44,455775.99,34.9
574913.52,44.06,30.46,455770.28,34.93
574966.22,44.09,30.49,456331.3,34.99
575018.92,44.12,30.52,456331.37,35.01
575018.92,44.12,30.52,456328.41,35.01
573931.1,44.31,30.71,456328.1,35.23
573795.12,44.33,30.73,456327.73,35.26
573985.58,44.37,30.77,456354.47,35.28
573849.6,44.39,30.8,456467.36,35.31
573849.6,44.39,30.8,456467.36,35.31
573713.62,44.42,30.82,456456.24,35.34
573554.94,44.41,30.81,456297.56,35.33
573607.64,44.44,30.84,456169.05,35.34
573482.48,44.47,30.87,457011.86,35.44
573145.4,44.45,30.86,456749.87,35.43
573145.4,44.45,30.86,456749.87,35.43
573457.08,44.49,30.9,457059.5,35.46
573509.78,44.53,30.93,457059.57,35.49
573562.48,44.56,30.96,457059.19,35.51
573562.48,44.56,30.96,457059.19,35.51
573866.65,44.6,31.0,457064.67,35.52
573730.68,44.62,31.02,457063.69,35.55
573594.7,44.65,31.05,457066.62,35.58
573647.4,44.68,31.08,457059.19,35.6
573700.1,44.71,31.11,458018.1,35.7
573752.8,44.74,31.15,458373.49,35.75
573616.83,44.77,31.17,458373.18,35.77
573669.53,44.8,31.2,458373.18,35.8
573533.55,44.82,31.23,458373.18,35.82
573397.57,44.85,31.25,458382.05,35.85
573027.42,44.84,31.24,457941.96,35.83
572891.45,44.86,31.26,457937.58,35.86
572755.47,44.89,31.29,457933.09,35.89
572619.49,44.91,31.31,458229.24,35.94
572460.81,44.9,31.31,458071.19,35.93
572324.84,44.93,31.33,457937.88,35.95
572620.86,44.97,31.37,457937.57,35.96
572484.88,44.99,31.39,457937.57,35.99
572191.7,44.98,31.38,457601.73,35.97
571991.86,44.97,31.37,457392.28,35.96
572044.56,45.01,31.41,457457.69,35.99
572044.56,45.01,31.41,457457.69,35.99
571908.58,45.03,31.43,457405.34,36.01
571772.61,45.05,31.46,457392.28,36.04
571963.06,45.09,31.5,457933.0,36.1
571827.08,45.12,31.52,457948.7,36.13
571530.65,45.11,31.51,457392.28,36.1
571394.68,45.13,31.53,458042.34,36.18
571258.7,45.16,31.56,458042.5,36.21
571258.7,45.16,31.56,458042.5,36.21
571122.72,45.18,31.58,458042.03,36.23
570750.72,45.17,31.57,457642.4,36.22
570750.72,45.17,31.57,457642.4,36.22
570750.72,45.17,31.57,457640.0,36.22
570750.72,45.17,31.57,457640.0,36.22
570614.75,45.19,31.6,457681.59,36.25
570478.77,45.22,31.62,457754.71,36.28
570342.79,45.24,31.65,457640.75,36.3
570395.49,45.28,31.68,457736.69,36.33
570395.49,45.28,31.68,457736.69,36.33
570735.16,45.32,31.72,458495.33,36.41
570865.48,45.35,31.75,458579.53,36.43
571161.51,45.39,31.79,458579.22,36.44
571025.53,45.41,31.82,458579.22,36.47
570534.9,45.4,31.81,458079.68,36.45
570162.9,45.39,31.79,458079.68,36.47
570215.61,45.42,31.83,458118.34,36.49
570079.63,45.45,31.85,458088.06,36.52
569943.65,45.48,31.88,458079.68,36.55
569807.67,45.5,31.9,458596.74,36.62
569591.74,45.49,31.89,458379.07,36.61
569825.85,45.53,31.94,458397.81,36.63
569646.22,45.56,31.96,458443.27,36.66
569510.24,45.58,31.98,458442.96,36.69
569303.81,45.57,31.98,458229.13,36.68
569599.83,45.61,32.02,458229.13,36.7
569843.87,45.66,32.06,458282.76,36.72
569896.57,45.69,32.09,458238.41,36.74
569760.59,45.71,32.12,458229.39,36.77
569760.59,45.71,32.12,458235.59,36.77
569624.61,45.74,32.14,458846.06,36.85
569677.32,45.77,32.18,459007.24,36.88
569541.34,45.8,32.2,459181.05,36.93
569405.36,45.83,32.23,459180.74,36.96
569269.38,45.85,32.25,459180.74,36.99
569322.08,45.89,32.29,459196.09,37.01
569186.11,45.91,32.31,459187.36,37.04
569050.13,45.94,32.34,459180.74,37.07
568914.15,45.96,32.37,459336.88,37.11
568866.12,46.0,32.4,459724.57,37.17
568866.12,46.0,32.4,459724.57,37.17
568730.15,46.02,32.43,459724.26,37.2
568694.9,46.05,32.45,459557.78,37.21
568558.92,46.08,32.48,459557.78,37.24
568422.94,46.1,32.51,459979.85,37.31
568102.93,46.09,32.49,459909.85,37.31
567966.95,46.12,32.52,459525.9,37.31
567966.95,46.12,32.52,459525.9,37.31
567594.96,46.11,32.51,459134.79,37.29
567491.43,46.13,32.54,459241.15,37.33
567522.85,46.17,32.58,460328.74,37.45
568051.05,46.25,32.66,460096.67,37.46
568051.05,46.25,32.66,460096.67,37.46
568347.07,46.3,32.7,460096.36,37.48
568211.09,46.32,32.73,460096.36,37.51
568211.09,46.32,32.73,460096.36,37.51
567849.09,46.31,32.71,460149.95,37.53
568302.66,46.36,32.76,460104.51,37.53
568166.68,46.38,32.79,460096.36,37.56
568030.71,46.41,32.81,460685.19,37.64
567858.25,46.41,32.81,460351.47,37.62
567722.27,46.44,32.84,460190.46,37.64
568061.94,46.48,32.88,461285.97,37.74
568061.94,46.48,32.88,461285.97,37.74
568110.24,46.5,32.91,461251.99,37.76
567703.17,46.5,32.9,460817.18,37.75
567893.62,46.54,32.94,460816.87,37.77
567757.64,46.57,32.97,460816.87,37.8
