ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_ratio
644948.09,30.7,17.11,411593.01,19.59
644789.41,30.7,17.1,411434.33,19.59
644789.41,30.7,17.1,411405.2,19.59
645085.43,30.72,17.12,412158.34,19.63
644949.45,30.73,17.13,412295.51,19.64
644813.47,30.73,17.14,412791.88,19.68
644448.52,30.72,17.13,412350.69,19.66
644312.54,30.73,17.13,412350.38,19.67
644176.57,30.74,17.14,412350.38,19.68
644040.59,30.75,17.15,412350.38,19.69
644040.59,30.75,17.15,412380.38,19.69
643904.61,30.76,17.16,412398.11,19.7
643957.31,30.77,17.17,412385.63,19.71
644010.01,30.79,17.19,412381.83,19.71
643737.85,30.78,17.18,412126.33,19.7
643601.87,30.79,17.19,412560.61,19.73
643465.89,30.79,17.2,412454.73,19.74
643518.59,30.81,17.21,412454.79,19.75
643979.82,30.83,17.24,412456.18,19.75
644032.52,30.85,17.25,412454.42,19.76
643896.54,30.86,17.26,412454.43,19.77
643760.57,30.86,17.27,412661.25,19.78
643624.59,30.87,17.28,412720.1,19.8
643444.47,30.87,17.27,413137.39,19.82
643319.31,30.88,17.28,412790.48,19.81
643631.0,30.9,17.3,413758.53,19.86
643268.07,30.89,17.29,413344.42,19.85
643132.1,30.9,17.3,413344.11,19.86
643413.21,30.92,17.32,413344.11,19.86
643277.23,30.93,17.33,413361.26,19.87
643077.39,30.92,17.32,413385.02,19.88
642941.42,30.93,17.33,413360.89,19.89
642941.42,30.93,17.33,413347.15,19.88
642805.44,30.94,17.34,413618.05,19.91
642805.44,30.94,17.34,413618.05,19.91
642669.46,30.95,17.35,413418.05,19.91
642533.48,30.96,17.36,413702.88,19.93
642397.51,30.96,17.37,413525.92,19.93
642693.53,30.98,17.39,413525.6,19.94
642693.53,30.98,17.39,413543.34,19.94
642557.55,30.99,17.4,413543.34,19.95
642421.57,31.0,17.4,413556.28,19.96
642285.6,31.01,17.41,413551.29,19.97
642149.62,31.02,17.42,413549.69,19.98
642013.64,31.03,17.43,413543.34,19.99
641877.66,31.04,17.44,413990.78,20.02
641741.69,31.04,17.45,413941.65,20.02
641794.39,31.06,17.46,413941.65,20.03
641658.41,31.07,17.47,413941.65,20.04
641658.41,31.07,17.47,413941.65,20.04
641522.43,31.08,17.48,413942.04,20.05
641522.43,31.08,17.48,413942.04,20.05
641522.43,31.08,17.48,413942.04,20.05
641386.46,31.08,17.49,413941.65,20.06
641386.46,31.08,17.49,413941.65,20.06
641250.48,31.09,17.49,413941.65,20.07
641440.93,31.11,17.51,414300.03,20.09
641304.95,31.12,17.52,414023.55,20.09
641495.41,31.14,17.54,414797.42,20.13
641359.43,31.15,17.55,414797.1,20.14
641549.88,31.17,17.57,414797.1,20.15
641187.88,31.16,17.56,414468.8,20.14
641240.58,31.17,17.57,414481.14,20.15
641104.61,31.18,17.58,414479.26,20.16
641400.63,31.2,17.6,414470.47,20.16
641183.37,31.19,17.6,414274.92,20.15
641047.4,31.2,17.6,414826.35,20.19
640911.42,31.21,17.61,414755.44,20.2
640834.65,31.22,17.62,415318.49,20.23
641130.67,31.24,17.65,415318.49,20.24
640758.67,31.23,17.64,415318.49,20.24
640758.67,31.23,17.64,415318.49,20.24
640622.7,31.24,17.64,415318.8,20.25
640622.7,31.24,17.64,415318.8,20.25
640486.72,31.25,17.65,415318.49,20.26
640539.42,31.26,17.67,415318.49,20.27
640403.44,31.27,17.68,415318.49,20.28
640267.46,31.28,17.68,415485.29,20.3
640131.49,31.29,17.69,415318.49,20.3
640427.51,31.31,17.71,415993.54,20.34
640427.51,31.31,17.71,415993.54,20.34
640291.53,31.32,17.72,415993.7,20.35
639919.53,31.31,17.71,415595.91,20.33
639972.23,31.33,17.73,415595.44,20.34
640268.26,31.35,17.75,415595.44,20.35
640268.26,31.35,17.75,415595.44,20.35
640132.28,31.36,17.76,415595.44,20.36
640184.98,31.37,17.77,415631.25,20.37
640049.0,31.38,17.78,415705.92,20.38
640049.0,31.38,17.78,415682.65,20.38
639923.84,31.39,17.79,416558.68,20.43
639617.53,31.38,17.78,416213.44,20.42
639617.53,31.38,17.78,416238.92,20.42
639617.53,31.38,17.78,416233.64,20.42
639321.1,31.37,17.77,415853.26,20.4
639124.67,31.36,17.77,415726.7,20.4
639363.51,31.39,17.79,415900.25,20.42
639659.53,31.41,17.81,415899.94,20.42
639523.56,31.42,17.82,415899.94,20.43
639576.26,31.43,17.83,415899.94,20.44
639576.26,31.43,17.83,415902.47,20.44
639440.28,31.44,17.84,415948.5,20.45
639304.3,31.45,17.85,415902.47,20.46
639494.75,31.47,17.87,415902.47,20.47
639496.08,31.47,17.87,415910.78,20.47
639360.1,31.48,17.88,416811.09,20.52
639224.12,31.49,17.89,416766.01,20.53
639226.55,31.49,17.89,416767.22,20.53
638971.56,31.48,17.88,416547.16,20.52
638698.45,31.47,17.87,416366.71,20.52
638541.02,31.46,17.87,416207.83,20.51
638845.2,31.49,17.89,416207.51,20.51
638709.22,31.5,17.9,416224.6,20.52
638709.22,31.5,17.9,416224.6,20.52
638709.22,31.5,17.9,416224.6,20.52
638573.24,31.5,17.91,416252.18,20.54
638625.94,31.52,17.92,416226.45,20.54
638489.97,31.53,17.93,416244.47,20.55
638353.99,31.54,17.94,416308.94,20.57
638406.69,31.55,17.96,416207.51,20.57
638459.39,31.57,17.97,417211.28,20.63
638512.09,31.58,17.99,417211.34,20.64
638315.66,31.58,17.98,417015.3,20.63
637955.51,31.57,17.97,416659.47,20.62
638340.18,31.59,17.99,416659.09,20.62
638340.18,31.59,17.99,416659.09,20.62
638392.88,31.61,18.01,416659.09,20.63
638080.78,31.6,18.0,416664.71,20.63
638080.78,31.6,18.0,416664.71,20.63
638133.48,31.61,18.02,416663.04,20.64
638518.14,31.64,18.04,416659.09,20.64
638027.5,31.62,18.03,416754.03,20.66
637891.52,31.63,18.03,416778.35,20.67
637891.52,31.63,18.03,416778.35,20.67
637766.36,31.64,18.04,416746.26,20.68
637624.99,31.65,18.05,417469.09,20.72
637489.02,31.66,18.06,417468.78,20.73
637353.04,31.67,18.07,417468.78,20.74
637353.04,31.67,18.07,417468.78,20.74
637737.7,31.69,18.09,417484.65,20.75
637790.4,31.71,18.11,417474.38,20.75
637654.42,31.72,18.12,417479.02,20.77
637518.45,31.73,18.13,417468.78,20.77
637518.45,31.73,18.13,417468.78,20.77
637382.47,31.73,18.14,418083.45,20.82
637435.17,31.75,18.15,418352.96,20.84
637329.13,31.75,18.15,418248.18,20.83
637381.84,31.76,18.16,418248.24,20.84
637245.86,31.77,18.17,418247.87,20.85
637245.86,31.77,18.17,418208.5,20.85
637109.88,31.78,18.18,418208.5,20.86
636719.24,31.77,18.17,417829.74,20.85
636771.94,31.78,18.19,417854.25,20.86
637156.61,31.81,18.21,417835.91,20.86
637020.63,31.82,18.22,417840.37,20.87
636884.65,31.83,18.23,418531.72,20.92
636748.67,31.84,18.24,418706.57,20.93
636258.04,31.82,18.22,418196.45,20.92
636122.06,31.83,18.23,418196.61,20.93
636418.08,31.85,18.26,418196.14,20.93
636282.1,31.86,18.26,418196.14,20.94
635910.1,31.85,18.25,418373.89,20.96
636214.28,31.87,18.28,418239.82,20.95
636078.3,31.88,18.29,418196.14,20.96
635942.32,31.89,18.29,418726.28,21.0
635572.17,31.88,18.28,418496.74,20.99
635524.14,31.89,18.3,418369.0,21.0
635300.22,31.9,18.3,418326.14,21.0
635164.24,31.91,18.31,418325.83,21.02
635548.9,31.93,18.34,418325.83,21.02
635412.92,31.94,18.34,418330.8,21.03
635100.82,31.93,18.34,418325.83,21.03
634964.85,31.94,18.35,418325.83,21.04
634828.87,31.95,18.36,418537.15,21.07
634692.89,31.96,18.36,418488.05,21.07
634420.94,31.98,18.38,418532.59,21.1
634284.96,31.99,18.39,418532.27,21.11
634148.98,32.0,18.4,418532.27,21.12
634013.01,32.01,18.41,418549.91,21.13
633877.03,32.02,18.42,418543.86,21.14
633741.05,32.03,18.43,418550.75,21.15
633741.05,32.03,18.43,418596.34,21.15
633741.05,32.03,18.43,418596.34,21.15
633605.07,32.04,18.44,418577.86,21.16
633657.77,32.05,18.45,418897.45,21.19
633521.8,32.06,18.46,418747.8,21.19
633385.82,32.07,18.47,418747.96,21.2
633388.46,32.07,18.47,418749.74,21.2
633388.46,32.07,18.47,418742.17,21.2
633252.49,32.08,18.48,418741.7,21.21
633305.19,32.1,18.5,418741.7,21.22
633169.21,32.11,18.51,418750.55,21.23
633221.91,32.12,18.52,418748.12,21.24
633085.93,32.13,18.53,418741.7,21.25
633085.93,32.13,18.53,418769.31,21.25
633390.11,32.15,18.56,419428.43,21.29
633442.81,32.17,18.57,419731.0,21.32
633442.81,32.17,18.57,419731.0,21.32
633442.81,32.17,18.57,419731.0,21.32
633306.83,32.18,18.58,419730.69,21.33
633306.83,32.18,18.58,419730.69,21.33
633167.94,32.18,18.58,419504.53,21.32
633358.39,32.2,18.6,419504.53,21.33
633411.09,32.21,18.61,419504.53,21.33
633275.11,32.22,18.62,419507.46,21.34
633139.14,32.23,18.63,419504.53,21.36
633003.16,32.24,18.64,419504.53,21.37
632867.18,32.25,18.65,420049.71,21.41
632867.18,32.25,18.65,420049.71,21.41
632731.21,32.26,18.66,419976.83,21.41
632783.91,32.28,18.68,419976.83,21.42
632647.93,32.29,18.69,419976.83,21.43
632436.67,32.28,18.68,419894.91,21.43
632300.69,32.29,18.69,419894.94,21.44
632164.72,32.3,18.7,419895.21,21.45
632028.74,32.31,18.71,419894.91,21.46
631892.76,32.32,18.72,420051.62,21.48
631895.4,32.32,18.72,420089.01,21.48
631759.43,32.33,18.73,420097.93,21.5
631623.45,32.34,18.74,420119.11,21.51
631487.47,32.34,18.75,420119.27,21.52
631191.04,32.34,18.74,419865.21,21.51
631055.07,32.34,18.75,419864.74,21.52
630919.09,32.35,18.76,419882.38,21.53
630971.79,32.37,18.77,419866.49,21.54
630835.81,32.38,18.78,419864.74,21.55
630835.81,32.38,18.78,419864.74,21.55
630888.51,32.4,18.8,419864.74,21.56
630752.54,32.41,18.81,420302.76,21.59
630616.56,32.42,18.82,420190.42,21.6
630669.26,32.43,18.83,420190.49,21.61
630669.26,32.43,18.83,420190.49,21.61
630859.71,32.45,18.85,420190.11,21.62
630723.74,32.46,18.86,420235.82,21.63
630587.76,32.47,18.87,420202.71,21.64
630291.33,32.46,18.86,420190.11,21.64
630155.35,32.47,18.87,420321.29,21.66
630155.35,32.47,18.87,420321.29,21.66
630451.37,32.49,18.9,420282.91,21.66
630315.4,32.5,18.91,420191.67,21.67
630179.42,32.51,18.92,420849.1,21.71
629179.42,32.48,18.88,419849.1,21.67
628955.96,32.47,18.88,419574.71,21.66
629008.66,32.49,18.89,419574.77,21.67
628872.68,32.5,18.9,419574.4,21.68
628736.71,32.51,18.91,419575.9,21.69
628738.03,32.51,18.91,419579.2,21.69
628928.48,32.53,18.93,419590.18,21.7
628792.5,32.54,18.94,419577.7,21.71
628656.52,32.55,18.95,419577.7,21.72
628656.52,32.55,18.95,419658.92,21.73
628520.55,32.56,18.96,420233.23,21.77
628384.57,32.57,18.97,420109.29,21.77
628384.57,32.57,18.97,420109.29,21.77
628248.59,32.58,18.98,420108.98,21.79
628112.62,32.59,18.99,420108.98,21.8
627976.64,32.6,19.0,420108.98,21.81
627840.66,32.61,19.01,420147.84,21.82
626840.66,32.57,18.98,419147.84,21.78
627206.27,32.6,19.0,419109.2,21.78
627070.29,32.61,19.01,419438.39,21.81
626727.59,32.6,19.0,419265.05,21.81
627034.43,32.62,19.03,419190.36,21.81
626914.12,32.63,19.04,419748.86,21.85
626778.14,32.64,19.05,419749.02,21.86
626642.16,32.65,19.06,419748.55,21.87
626098.25,32.69,19.1,419760.85,21.92
625710.89,32.68,19.08,419350.96,21.9
625710.89,32.68,19.08,419350.96,21.9
626006.91,32.7,19.11,419350.96,21.91
625634.91,32.69,19.1,419604.02,21.93
625498.93,32.7,19.11,419604.98,21.94
625498.93,32.7,19.11,419604.98,21.94
625794.95,32.73,19.13,419595.39,21.94
625834.87,32.75,19.15,419766.42,21.96
625834.87,32.75,19.15,419766.42,21.96
625834.87,32.75,19.15,419766.42,21.96
625508.44,32.73,19.14,419504.06,21.95
626688.59,32.8,19.21,421208.6,22.05
627017.06,32.83,19.23,421396.7,22.06
626881.09,32.84,19.24,421396.39,22.08
626657.63,32.83,19.24,422926.65,22.16
626765.18,32.85,19.26,422267.65,22.13
627149.85,32.88,19.28,422267.65,22.14
626759.21,32.87,19.27,422270.92,22.14
627055.23,32.89,19.29,422267.67,22.15
626919.25,32.9,19.3,422267.8,22.16
626783.27,32.91,19.31,422267.65,22.17
626783.27,32.91,19.31,422267.65,22.17
626783.27,32.91,19.31,422267.65,22.17
626647.3,32.92,19.32,422937.8,22.22
626647.3,32.92,19.32,422937.8,22.22
626700.0,32.94,19.34,422865.67,22.23
626541.32,32.93,19.34,422706.78,22.22
626405.34,32.94,19.35,422741.28,22.23
626405.34,32.94,19.35,422741.28,22.23
626269.36,32.95,19.36,422740.97,22.24
625897.37,32.94,19.34,422487.34,22.24
625950.07,32.96,19.36,422487.34,22.25
625814.09,32.97,19.37,422487.34,22.26
624814.09,32.93,19.34,421487.34,22.22
624678.11,32.94,19.35,421497.64,22.23
624542.13,32.95,19.36,421493.29,22.24
624594.84,32.97,19.37,421487.34,22.25
624594.84,32.97,19.37,421487.34,22.25
624458.86,32.98,19.38,421928.7,22.28
624511.56,33.0,19.4,422046.01,22.3
624511.56,33.0,19.4,422046.01,22.3
624972.79,33.03,19.43,422046.01,22.3
624972.79,33.03,19.43,422046.01,22.3
625025.49,33.04,19.45,422046.01,22.31
624889.51,33.05,19.46,422046.01,22.32
624753.53,33.06,19.47,422046.01,22.34
624617.56,33.07,19.48,422046.01,22.35
624481.58,33.08,19.49,422269.34,22.37
624481.58,33.08,19.49,422269.34,22.37
624345.6,33.09,19.5,422420.59,22.39
624209.62,33.11,19.51,422656.79,22.42
624262.33,33.12,19.52,422656.85,22.43
624126.35,33.13,19.53,422656.48,22.44
623990.37,33.14,19.55,422656.48,22.45
623854.39,33.15,19.56,422666.41,22.46
623718.42,33.16,19.57,422661.23,22.47
623718.42,33.16,19.57,422661.23,22.47
623582.44,33.17,19.58,422656.48,22.48
622494.62,33.26,19.66,422656.48,22.58
622340.62,33.25,19.66,422667.23,22.58
622204.64,33.26,19.67,422823.26,22.6
622068.66,33.27,19.68,422855.1,22.62
621625.46,33.26,19.66,422396.42,22.6
621678.16,33.28,19.68,422338.04,22.61
621542.19,33.29,19.69,422321.48,22.62
621406.21,33.3,19.7,422296.39,22.63
621458.91,33.32,19.72,422296.39,22.64
621754.93,33.34,19.74,423799.53,22.73
622143.76,33.38,19.78,423551.01,22.72
622379.8,33.4,19.8,424524.52,22.78
622177.64,33.4,19.81,423936.39,22.76
622041.67,33.41,19.82,423936.08,22.77
621905.69,33.43,19.83,423936.08,22.79
621905.69,33.43,19.83,423936.08,22.79
621769.71,33.44,19.84,423936.08,22.8
621822.41,33.45,19.86,423971.9,22.81
620822.41,33.42,19.82,422971.9,22.77
621126.59,33.44,19.84,422936.62,22.77
620990.61,33.45,19.86,422936.38,22.78
620446.7,33.5,19.9,422936.3,22.83
620310.72,33.51,19.91,423502.84,22.88
620174.74,33.52,19.92,423501.25,22.89
620174.74,33.52,19.92,423501.25,22.89
620174.74,33.52,19.92,423501.25,22.89
620180.17,33.52,19.92,423502.39,22.89
620044.19,33.53,19.93,423555.52,22.9
620096.89,33.55,19.95,423526.8,22.91
619960.91,33.56,19.96,423502.16,22.92
620013.62,33.57,19.98,423827.84,22.95
619643.47,33.56,19.96,423520.79,22.94
619833.92,33.58,19.99,423520.48,22.95
619697.94,33.6,20.0,423520.48,22.96
619561.96,33.61,20.01,423525.9,22.97
619866.14,33.63,20.03,423520.51,22.98
619730.16,33.64,20.04,423520.48,22.99
619594.18,33.65,20.06,423860.37,23.02
619458.2,33.66,20.07,424146.78,23.05
619322.23,33.67,20.08,424158.12,23.06
618952.08,33.66,20.07,423917.03,23.06
618655.65,33.65,20.06,423620.48,23.04
618519.67,33.66,20.07,423620.17,23.06
618572.37,33.68,20.08,423620.17,23.07
618436.39,33.69,20.09,423620.17,23.08
618300.42,33.7,20.11,423635.27,23.09
618164.44,33.71,20.12,423626.47,23.1
618549.1,33.74,20.14,423620.17,23.11
618237.0,33.73,20.14,424148.63,23.14
618111.84,33.74,20.15,423909.89,23.14
617839.89,33.77,20.17,423914.15,23.17
617693.09,33.78,20.18,424022.69,23.19
617693.09,33.78,20.18,424022.69,23.19
617989.11,33.8,20.2,424018.75,23.19
617617.12,33.79,20.19,424018.12,23.2
617807.57,33.81,20.22,424274.02,23.22
617671.59,33.82,20.23,424346.68,23.24
617557.25,33.84,20.24,424134.18,23.24
617863.58,33.87,20.27,425121.93,23.31
617287.23,33.86,20.26,424428.12,23.28
617339.93,33.88,20.28,424428.18,23.29
617203.95,33.89,20.29,424427.81,23.3
617067.98,33.9,20.3,424476.21,23.32
616932.0,33.91,20.31,424660.97,23.34
616932.0,33.91,20.31,424660.97,23.34
616796.02,33.92,20.32,424710.83,23.36
617092.04,33.95,20.35,424570.23,23.36
617055.99,33.96,20.37,425451.62,23.42
617294.03,33.98,20.38,425404.17,23.42
616789.41,33.97,20.37,425017.81,23.41
616789.41,33.97,20.37,425016.8,23.41
617174.07,34.0,20.4,425016.49,23.41
617038.09,34.01,20.41,425016.49,23.42
616902.12,34.02,20.42,425016.49,23.44
616766.14,34.03,20.43,425089.57,23.45
616658.78,34.03,20.43,424980.68,23.45
616386.83,34.05,20.45,425247.07,23.49
616439.53,34.07,20.47,425339.3,23.51
616389.53,34.07,20.47,425289.3,23.5
616442.23,34.08,20.49,425525.05,23.53
616306.25,34.09,20.5,425524.74,23.54
616306.25,34.09,20.5,425524.74,23.54
616112.04,34.09,20.49,425555.3,23.55
615976.07,34.1,20.5,425555.3,23.56
615840.09,34.11,20.52,425568.7,23.57
615892.79,34.13,20.53,425555.3,23.58
615892.79,34.13,20.53,425555.3,23.58
615756.81,34.14,20.54,425555.3,23.6
615620.84,34.15,20.56,425555.75,23.61
615916.86,34.18,20.58,426082.02,23.64
615780.88,34.19,20.59,426107.75,23.66
615644.9,34.2,20.6,426107.44,23.67
615697.6,34.22,20.62,426107.44,23.68
615325.61,34.21,20.61,425802.38,23.67
615378.31,34.23,20.63,425802.38,23.68
615242.33,34.24,20.64,425818.39,23.7
615295.03,34.26,20.66,425806.46,23.71
615159.05,34.27,20.67,425803.15,23.72
615159.05,34.27,20.67,425803.15,23.72
615159.05,34.27,20.67,425842.15,23.72
615023.08,34.28,20.68,426486.86,23.77
614726.65,34.27,20.67,426155.55,23.76
614590.67,34.28,20.68,426044.66,23.76
614590.67,34.28,20.68,426044.66,23.76
614454.69,34.29,20.69,426044.35,23.78
614908.26,34.32,20.72,426044.35,23.78
614908.26,34.32,20.72,426044.35,23.78
614772.28,34.33,20.74,426068.42,23.8
614599.82,34.33,20.73,426052.35,23.8
614463.85,34.34,20.74,426044.35,23.81
614759.87,34.37,20.77,426676.53,23.85
614623.89,34.38,20.78,426315.27,23.85
614623.89,34.38,20.78,426315.27,23.85
614676.59,34.4,20.8,426351.09,23.86
614540.62,34.41,20.81,427112.24,23.91
614404.64,34.42,20.82,427111.93,23.93
614268.66,34.43,20.83,427149.24,23.94
614268.66,34.43,20.83,427149.24,23.94
614268.66,34.43,20.83,427149.24,23.94
613896.66,34.42,20.82,426713.47,23.93
613760.69,34.43,20.83,426733.07,23.94
613624.71,34.44,20.85,426864.91,23.96
613677.41,34.46,20.87,426695.45,23.96
613518.73,34.46,20.86,426536.78,23.96
613382.75,34.47,20.87,427043.07,24.0
613309.74,34.48,20.89,426656.77,23.99
613110.8,34.49,20.89,426706.17,24.01
613301.25,34.52,20.92,426705.85,24.01
613165.27,34.53,20.93,426705.85,24.03
613409.31,34.55,20.95,426711.26,24.04
613202.88,34.55,20.95,426724.06,24.04
613066.9,34.56,20.96,426712.3,24.05
612930.92,34.57,20.97,426705.85,24.07
612593.84,34.56,20.96,426402.61,24.05
612889.86,34.58,20.99,426944.55,24.09
612698.52,34.58,20.98,426413.16,24.06
612562.55,34.59,20.99,427071.9,24.11
612562.55,34.59,20.99,427071.9,24.11
612201.36,34.58,20.98,426790.95,24.11
612054.57,34.59,20.99,426771.44,24.12
612107.27,34.61,21.01,426771.5,24.13
612159.97,34.63,21.03,426771.13,24.14
612159.97,34.63,21.03,426771.13,24.14
612024.0,34.64,21.04,426771.13,24.15
612214.45,34.66,21.06,426806.83,24.16
612267.15,34.68,21.08,426786.26,24.17
612319.85,34.7,21.1,426784.49,24.19
612372.55,34.72,21.12,426771.13,24.2
612668.57,34.74,21.15,428452.2,24.3
612532.6,34.76,21.16,428451.89,24.31
612160.6,34.74,21.15,428032.24,24.29
612024.62,34.76,21.16,428032.24,24.31
612077.32,34.78,21.18,428038.69,24.32
612130.02,34.79,21.2,428036.25,24.33
611994.05,34.81,21.21,428032.24,24.34
611858.07,34.82,21.22,428294.7,24.37
611722.09,34.83,21.23,428358.73,24.39
611586.12,34.84,21.25,428357.93,24.4
611450.14,34.85,21.26,428358.09,24.42
611502.84,34.87,21.28,428357.62,24.43
611366.86,34.89,21.29,428357.62,24.44
611170.43,34.88,21.28,428231.41,24.44
611223.13,34.9,21.3,428249.89,24.45
611087.16,34.91,21.31,428240.39,24.46
610951.18,34.92,21.33,428231.51,24.48
610815.2,34.94,21.34,428282.94,24.5
610815.2,34.94,21.34,428282.94,24.5
610679.22,34.95,21.35,428609.02,24.53
610983.4,34.97,21.38,428608.71,24.53
610613.25,34.96,21.36,428608.71,24.54
610909.27,34.99,21.39,428628.79,24.55
610773.29,35.0,21.4,428642.4,24.56
610825.99,35.02,21.42,428622.45,24.57
610690.02,35.03,21.43,428615.61,24.59
610318.02,35.02,21.42,428608.71,24.59
610182.04,35.03,21.43,429179.64,24.64
610089.71,35.05,21.45,429110.2,24.65
609910.08,35.06,21.46,428926.48,24.65
610206.11,35.08,21.49,428926.17,24.66
610206.11,35.08,21.49,428926.17,24.66
610070.13,35.1,21.5,428936.12,24.68
609698.13,35.08,21.49,428929.11,24.68
609750.83,35.1,21.51,428931.15,24.69
609803.53,35.12,21.53,429069.94,24.71
609993.99,35.15,21.55,429067.87,24.72
610046.69,35.17,21.57,428926.17,24.73
609750.26,35.16,21.56,429640.59,24.77
609625.1,35.17,21.57,429675.8,24.79
609625.1,35.17,21.57,429675.8,24.79
609804.73,35.19,21.59,429844.1,24.81
609668.75,35.21,21.61,429843.78,24.82
609532.78,35.22,21.62,429843.78,24.84
609828.8,35.24,21.65,429963.03,24.85
609605.34,35.24,21.64,429856.7,24.85
609901.36,35.26,21.67,429843.78,24.85
609765.38,35.28,21.68,430442.63,24.9
609818.09,35.3,21.7,430191.83,24.9
609692.92,35.31,21.71,430132.96,24.91
609572.61,35.32,21.73,430626.13,24.95
609436.63,35.34,21.74,430625.82,24.97
609300.66,35.35,21.75,430625.82,24.98
609300.66,35.35,21.75,430625.82,24.98
609353.36,35.37,21.77,430625.82,24.99
609186.42,35.36,21.77,430537.53,24.99
609050.44,35.38,21.78,430558.04,25.01
609103.14,35.4,21.8,430547.6,25.02
609103.14,35.4,21.8,430547.6,25.02
609103.14,35.4,21.8,430547.6,25.02
608967.17,35.41,21.81,430537.67,25.03
609271.34,35.44,21.84,431164.82,25.08
608951.34,35.42,21.83,430844.82,25.06
609004.04,35.44,21.85,431168.49,25.09
608868.06,35.46,21.86,431168.65,25.11
608732.08,35.47,21.87,431168.18,25.12
608732.08,35.47,21.87,431168.18,25.12
608784.79,35.49,21.89,431168.18,25.13
608648.81,35.5,21.9,431216.32,25.15
608512.83,35.51,21.92,431274.73,25.17
608565.53,35.53,21.94,431174.72,25.18
608429.56,35.55,21.95,431673.11,25.22
608429.56,35.55,21.95,431673.11,25.22
608293.58,35.56,21.96,431527.56,25.23
608157.6,35.57,21.97,431527.25,25.24
607797.45,35.56,21.96,431133.39,25.22
607797.45,35.56,21.96,431133.39,25.22
607661.47,35.57,21.98,431133.39,25.24
607714.18,35.59,22.0,431133.39,25.25
607766.88,35.61,22.02,431161.7,25.27
608062.9,35.64,22.04,431153.7,25.27
607690.9,35.63,22.03,431136.38,25.28
607743.6,35.65,22.05,431133.39,25.29
607607.62,35.66,22.06,431873.96,25.35
607471.65,35.67,22.08,431714.31,25.35
606383.83,35.78,22.18,431714.0,25.47
606383.83,35.78,22.18,431714.0,25.47
606247.85,35.79,22.19,431713.69,25.49
606543.87,35.82,22.22,431713.69,25.49
606407.89,35.83,22.23,431754.0,25.51
606271.92,35.85,22.25,431752.24,25.53
606135.94,35.86,22.26,431758.89,25.54
605999.96,35.87,22.27,431713.69,25.56
605863.99,35.89,22.29,432194.4,25.6
605754.49,35.9,22.3,432159.54,25.61
605618.51,35.91,22.32,432159.23,25.63
605671.21,35.93,22.34,432159.23,25.64
605723.91,35.95,22.36,432159.23,25.65
605723.91,35.95,22.36,432159.23,25.65
605587.94,35.97,22.37,432171.82,25.67
605451.96,35.98,22.38,432169.3,25.68
605315.98,35.99,22.4,432162.94,25.7
605180.0,36.01,22.41,432638.95,25.74
605044.03,36.02,22.42,432504.79,25.75
605340.05,36.05,22.45,432504.48,25.76
605621.16,36.08,22.48,432504.48,25.76
605902.27,36.11,22.51,432504.48,25.77
605954.97,36.13,22.53,432504.48,25.79
605818.99,36.14,22.54,432504.48,25.8
605871.69,36.16,22.56,433140.11,25.85
605735.72,36.17,22.58,433327.79,25.88
605599.74,36.19,22.59,434177.8,25.94
605599.74,36.19,22.59,434177.8,25.94
605599.74,36.19,22.59,434177.8,25.94
605463.76,36.2,22.6,434177.96,25.96
605327.78,36.21,22.62,434177.49,25.98
605380.49,36.23,22.64,434177.49,25.99
604982.01,36.22,22.62,433791.64,25.97
604610.01,36.21,22.61,433337.73,25.95
604662.71,36.23,22.63,433337.73,25.96
604662.71,36.23,22.63,433337.73,25.96
604662.71,36.23,22.63,433403.14,25.97
604325.62,36.22,22.62,433123.79,25.96
604189.65,36.23,22.63,433140.6,25.97
603852.56,36.22,22.62,432753.8,25.96
603743.88,36.21,22.62,432644.91,25.95
603934.33,36.24,22.64,432640.38,25.96
604124.78,36.27,22.67,433743.93,26.04
603988.81,36.28,22.68,433666.64,26.05
603852.83,36.29,22.7,433666.8,26.06
603659.64,36.29,22.69,433472.75,26.06
603523.67,36.3,22.7,433472.28,26.07
603576.37,36.32,22.72,433472.28,26.08
603629.07,36.34,22.74,433485.21,26.1
603493.09,36.36,22.76,433480.75,26.11
603186.06,36.34,22.75,433166.25,26.1
603467.17,36.37,22.78,433157.79,26.11
603331.19,36.39,22.79,433861.42,26.17
603331.19,36.39,22.79,433861.42,26.17
603195.22,36.4,22.8,433877.61,26.18
603059.24,36.41,22.82,433877.3,26.2
603249.69,36.44,22.84,433877.3,26.21
603113.71,36.45,22.86,433982.65,26.23
602977.74,36.47,22.87,434105.43,26.25
603258.85,36.5,22.9,434019.2,26.26
