ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
988,4412,4179090,6212,4179090
988,4412,4180090,6212,4180090
988,4412,4180900,6212,4180900
988,4412,4181120,6212,4181120
988,4412,4181350,6212,4181350
988,4412,4181820,6212,4181820
988,4412,4182820,6212,4182820
988,4412,4183820,6212,4183820
988,4412,4184290,6212,4184290
989,4420,4184510,6212,4184510
989,4420,4184980,6212,4184980
989,4420,4184980,6212,4184980
989,4420,4185980,6212,4185980
989,4420,4185980,6212,4185980
989,4420,4186980,6212,4186980
989,4420,4187980,6212,4187980
989,4420,4188980,6212,4188980
989,4420,4189210,6212,4189210
989,4420,4190210,6212,4190210
989,4420,4191210,6212,4191210
989,4420,4191860,6212,4191860
990,4428,4192860,6212,4192860
990,4428,4192860,6212,4192860
990,4428,4193330,6212,4193330
991,4436,4201330,6212,4201330
991,4436,4202330,6212,4202330
991,4436,4202800,6212,4202800
991,4436,4203800,6212,4203800
991,4436,4204800,6212,4204800
991,4436,4204800,6212,4204800
992,4444,4212800,6212,4212800
993,4452,4213450,6212,4213450
993,4452,4214450,6212,4214450
993,4452,4215260,6212,4215260
993,4452,4215260,6212,4215260
993,4452,4216260,6212,4216260
993,4452,4217260,6212,4217260
993,4452,4218260,6212,4218260
993,4452,4219260,6212,4219260
993,4452,4219260,6212,4219260
993,4452,4220260,6212,4220260
993,4452,4220850,6212,4220850
994,4460,4221850,6212,4221850
994,4460,4222850,6212,4222850
994,4460,4223500,6212,4223500
994,4460,4224500,6212,4224500
994,4460,4225500,6212,4225500
994,4460,4226500,6212,4226500
994,4460,4226970,6212,4226970
994,4460,4226970,6212,4226970
994,4460,4227780,6212,4227780
994,4460,4228430,6212,4228430
994,4460,4229240,6212,4229240
994,4460,4229350,6212,4229350
994,4460,4229670,6212,4229670
994,4460,4229670,6212,4229670
995,4468,4230670,6212,4230670
995,4468,4231480,6212,4231480
995,4468,4232480,6212,4232480
995,4468,4233480,6212,4233480
995,4468,4233480,6212,4233480
995,4468,4234480,6212,4234480
995,4468,4234480,6212,4234480
995,4468,4234480,6212,4234480
995,4468,4235290,6212,4235290
995,4468,4236290,6212,4236290
995,4468,4237100,6212,4237100
996,4476,4238100,6212,4238100
996,4476,4238750,6212,4238750
996,4476,4239220,6212,4239220
996,4476,4239690,6212,4239690
996,4476,4240170,6212,4240170
996,4476,4241170,6212,4241170
996,4476,4241640,6212,4241640
996,4476,4242640,6212,4242640
996,4476,4243450,6212,4243450
996,4476,4244450,6212,4244450
996,4476,4244450,6212,4244450
997,4484,4245450,6212,4245450
997,4484,4246450,6212,4246450
997,4484,4246610,6212,4246610
997,4484,4246610,6212,4246610
997,4484,4248610,6212,4248610
997,4484,4249610,6212,4249610
997,4484,4250420,6212,4250420
997,4484,4251420,6212,4251420
997,4484,4251740,6212,4251740
997,4484,4252550,6212,4252550
998,4492,4253550,6212,4253550
998,4492,4253550,6212,4253550
998,4492,4254550,6212,4254550
998,4492,4255360,6212,4255360
998,4492,4256360,6212,4256360
998,4492,4257360,6212,4257360
998,4492,4258360,6212,4258360
998,4492,4258360,6212,4258360
998,4492,4258680,6212,4258680
998,4492,4259490,6212,4259490
998,4492,4260300,6212,4260300
998,4492,4260770,6212,4260770
999,4500,4261770,6212,4261770
999,4500,4262770,6212,4262770
999,4500,4263770,6212,4263770
999,4500,4264770,6212,4264770
999,4500,4265770,6212,4265770
999,4500,4266770,6212,4266770
999,4500,4266770,6212,4266770
999,4500,4266770,6212,4266770
999,4500,4267580,6212,4267580
999,4500,4268050,6212,4268050
1000,4508,4269050,6212,4269050
1000,4508,4269520,6212,4269520
1000,4508,4269520,6212,4269520
1000,4508,4270520,6212,4270520
1000,4508,4271110,6212,4271110
1000,4508,4272110,6212,4272110
1000,4508,4273110,6212,4273110
1000,4508,4273920,6212,4273920
1000,4508,4274390,6212,4274390
1000,4508,4275390,6212,4275390
1001,4516,4276200,6212,4276200
1001,4516,4276850,6212,4276850
1001,4516,4277320,6212,4277320
1001,4516,4277480,6212,4277480
1001,4516,4277480,6212,4277480
1001,4516,4277950,6212,4277950
1001,4516,4278950,6212,4278950
1001,4516,4279950,6212,4279950
1001,4516,4280420,6212,4280420
1001,4516,4281230,6212,4281230
1001,4516,4282230,6212,4282230
1001,4516,4282230,6212,4282230
1001,4516,4283040,6212,4283040
1001,4516,4283040,6212,4283040
1002,4524,4284040,6212,4284040
1002,4524,4285040,6212,4285040
1002,4524,4285360,6212,4285360
1002,4524,4285360,6212,4285360
1002,4524,4285680,6212,4285680
1002,4524,4286490,6212,4286490
1002,4524,4287300,6212,4287300
1002,4524,4288110,6212,4288110
1002,4524,4288570,6212,4288570
1002,4524,4289570,6212,4289570
1002,4524,4290220,6212,4290220
1003,4532,4291220,6212,4291220
1003,4532,4292030,6212,4292030
1003,4532,4292840,6212,4292840
1003,4532,4293160,6212,4293160
1003,4532,4294160,6212,4294160
1003,4532,4295160,6212,4295160
1003,4532,4295630,6212,4295630
1003,4532,4296440,6212,4296440
1003,4532,4297440,6212,4297440
1003,4532,4297910,6212,4297910
1004,4540,4298910,6212,4298910
1004,4540,4299910,6212,4299910
1004,4540,4300720,6212,4300720
1004,4540,4301720,6212,4301720
1004,4540,4301940,6212,4301940
1004,4540,4302410,6212,4302410
1004,4540,4303220,6212,4303220
1004,4540,4303220,6212,4303220
1004,4540,4304220,6212,4304220
1004,4540,4304220,6212,4304220
1004,4540,4304540,6212,4304540
1004,4540,4305350,6212,4305350
1005,4548,4306350,6212,4306350
1005,4548,4306820,6212,4306820
1005,4548,4307820,6212,4307820
1005,4548,4308820,6212,4308820
1005,4548,4309630,6212,4309630
1005,4548,4310440,6212,4310440
1005,4548,4311440,6212,4311440
1005,4548,4311910,6212,4311910
1006,4556,4319910,6212,4319910
1006,4556,4320910,6212,4320910
1007,4564,4321720,6212,4321720
1007,4564,4321720,6212,4321720
1007,4564,4322720,6212,4322720
1007,4564,4323720,6212,4323720
1007,4564,4324720,6212,4324720
1007,4564,4325530,6212,4325530
1007,4564,4326530,6212,4326530
1007,4564,4327530,6212,4327530
1007,4564,4327530,6212,4327530
1007,4564,4328530,6212,4328530
1008,4572,4329530,6212,4329530
1008,4572,4329990,6212,4329990
1008,4572,4330800,6212,4330800
1008,4572,4331170,6212,4331170
1008,4572,4332170,6212,4332170
1008,4572,4332980,6212,4332980
1008,4572,4333980,6212,4333980
1008,4572,4334980,6212,4334980
1008,4572,4335350,6212,4335350
1008,4572,4335400,6212,4335400
1008,4572,4336400,6212,4336400
1009,4580,4337400,6212,4337400
1009,4580,4338210,6212,4338210
1009,4580,4339210,6212,4339210
1009,4580,4340210,6212,4340210
1009,4580,4341210,6212,4341210
1009,4580,4342210,6212,4342210
1009,4580,4343210,6212,4343210
1010,4588,4344210,6212,4344210
1010,4588,4344680,6212,4344680
1010,4588,4345150,6212,4345150
1010,4588,4345370,6212,4345370
1011,4596,4353370,6212,4353370
1011,4596,4354370,6212,4354370
1011,4596,4354530,6212,4354530
1011,4596,4355530,6212,4355530
1011,4596,4356530,6212,4356530
1011,4596,4357530,6212,4357530
1011,4596,4358530,6212,4358530
1011,4596,4359080,6212,4359080
1012,4604,4360080,6212,4360080
1012,4604,4360080,6212,4360080
1012,4604,4360890,6212,4360890
1012,4604,4361360,6212,4361360
1012,4604,4362360,6212,4362360
1013,4612,4370360,6212,4370360
1013,4612,4370840,6212,4370840
1013,4612,4371650,6212,4371650
1013,4612,4372650,6212,4372650
1013,4612,4373650,6212,4373650
1013,4612,4374650,6212,4374650
1013,4612,4375120,6212,4375120
1013,4612,4375600,6212,4375600
1014,4620,4376250,6212,4376250
1014,4620,4376250,6212,4376250
1014,4620,4377250,6212,4377250
1014,4620,4377480,6212,4377480
1014,4620,4377950,6212,4377950
1014,4620,4378410,6212,4378410
1014,4620,4379000,6212,4379000
1014,4620,4379590,6212,4379590
1014,4620,4380590,6212,4380590
1014,4620,4381590,6212,4381590
1014,4620,4382590,6212,4382590
1015,4628,4383060,6212,4383060
1015,4628,4383060,6212,4383060
1015,4628,4384060,6212,4384060
1015,4628,4385060,6212,4385060
1015,4628,4386060,6212,4386060
1015,4628,4387060,6212,4387060
1015,4628,4388060,6212,4388060
1015,4628,4389060,6212,4389060
1015,4628,4389870,6212,4389870
1015,4628,4389870,6212,4389870
1015,4628,4389870,6212,4389870
1016,4636,4390870,6212,4390870
1016,4636,4390870,6212,4390870
1016,4636,4391870,6212,4391870
1016,4636,4392870,6212,4392870
1016,4636,4393870,6212,4393870
1016,4636,4393870,6212,4393870
1016,4636,4394240,6212,4394240
1016,4636,4395240,6212,4395240
1016,4636,4396050,6212,4396050
1016,4636,4396520,6212,4396520
1016,4636,4397520,6212,4397520
1016,4636,4397520,6212,4397520
1017,4644,4398520,6212,4398520
1017,4644,4399520,6212,4399520
1017,4644,4400520,6212,4400520
1017,4644,4401520,6212,4401520
1017,4644,4401520,6212,4401520
1017,4644,4401990,6212,4401990
1017,4644,4402640,6212,4402640
1017,4644,4402960,6212,4402960
1017,4644,4403960,6212,4403960
1017,4644,4404610,6212,4404610
1017,4644,4405260,6212,4405260
1017,4644,4405580,6212,4405580
1017,4644,4405580,6212,4405580
1018,4652,4406130,6212,4406130
1018,4652,4406130,6212,4406130
1018,4652,4407130,6212,4407130
1018,4652,4408130,6212,4408130
1018,4652,4408940,6212,4408940
1018,4652,4408940,6212,4408940
1018,4652,4409940,6212,4409940
1018,4652,4410940,6212,4410940
1018,4652,4410940,6212,4410940
1018,4652,4411940,6212,4411940
1018,4652,4412940,6212,4412940
1018,4652,4413410,6212,4413410
1019,4660,4414410,6212,4414410
1019,4660,4415410,6212,4415410
1019,4660,4416410,6212,4416410
1019,4660,4416410,6212,4416410
1019,4660,4416960,6212,4416960
1019,4660,4417430,6212,4417430
1019,4660,4417900,6212,4417900
1019,4660,4418550,6212,4418550
1019,4660,4419550,6212,4419550
1019,4660,4420200,6212,4420200
1020,4668,4421200,6212,4421200
1020,4668,4421200,6212,4421200
1020,4668,4421670,6212,4421670
1020,4668,4422670,6212,4422670
1020,4668,4423320,6212,4423320
1020,4668,4424320,6212,4424320
1020,4668,4425130,6212,4425130
1020,4668,4426130,6212,4426130
1020,4668,4426680,6212,4426680
1020,4668,4427000,6212,4427000
1020,4668,4427000,6212,4427000
1021,4676,4427470,6212,4427470
1021,4676,4427470,6212,4427470
1021,4676,4427470,6212,4427470
1021,4676,4428470,6212,4428470
1021,4676,4429470,6212,4429470
1021,4676,4429940,6212,4429940
1021,4676,4429940,6212,4429940
1021,4676,4430940,6212,4430940
1021,4676,4431750,6212,4431750
1021,4676,4431750,6212,4431750
1021,4676,4432750,6212,4432750
1021,4676,4433560,6212,4433560
1021,4676,4434560,6212,4434560
1021,4676,4434560,6212,4434560
1021,4676,4435020,6212,4435020
1022,4684,4437020,6212,4437020
1022,4684,4438020,6212,4438020
1022,4684,4439020,6212,4439020
1022,4684,4439490,6212,4439490
1022,4684,4439710,6212,4439710
1022,4684,4440080,6212,4440080
1022,4684,4441080,6212,4441080
1022,4684,4442080,6212,4442080
1022,4684,4443080,6212,4443080
1023,4692,4443550,6212,4443550
1023,4692,4443550,6212,4443550
1023,4692,4444360,6212,4444360
1023,4692,4445360,6212,4445360
1023,4692,4446360,6212,4446360
1023,4692,4447360,6212,4447360
1023,4692,4448360,6212,4448360
1024,4700,4449360,6212,4449360
1024,4700,4450360,6212,4450360
1024,4700,4451360,6212,4451360
1024,4700,4452360,6212,4452360
1024,4700,4453360,6212,4453360
1024,4700,4454360,6212,4454360
1024,4700,4455360,6212,4455360
1025,4708,4456360,6212,4456360
1025,4708,4457360,6212,4457360
1025,4708,4458170,6212,4458170
1025,4708,4459170,6212,4459170
1025,4708,4460170,6212,4460170
1025,4708,4460640,6212,4460640
1025,4708,4461450,6212,4461450
1025,4708,4462450,6212,4462450
1025,4708,4463260,6212,4463260
1026,4716,4464260,6212,4464260
1026,4716,4465260,6212,4465260
1026,4716,4466260,6212,4466260
1026,4716,4467070,6212,4467070
1026,4716,4468070,6212,4468070
1026,4716,4469070,6212,4469070
1026,4716,4470070,6212,4470070
1026,4716,4471070,6212,4471070
1027,4724,4472070,6212,4472070
1027,4724,4473070,6212,4473070
1027,4724,4473070,6212,4473070
1027,4724,4474070,6212,4474070
1027,4724,4478070,6212,4478070
1027,4724,4479070,6212,4479070
1027,4724,4479620,6212,4479620
1028,4732,4480620,6212,4480620
1028,4732,4481270,6212,4481270
1028,4732,4481740,6212,4481740
1028,4732,4482740,6212,4482740
1028,4732,4482740,6212,4482740
1028,4732,4482740,6212,4482740
1028,4732,4482740,6212,4482740
1028,4732,4483740,6212,4483740
1029,4740,4484740,6212,4484740
1029,4740,4485740,6212,4485740
1029,4740,4486550,6212,4486550
1029,4740,4487020,6212,4487020
1029,4740,4487070,6212,4487070
1029,4740,4488070,6212,4488070
1029,4740,4488620,6212,4488620
1029,4740,4489620,6212,4489620
1029,4740,4490620,6212,4490620
1029,4740,4490620,6212,4490620
1030,4748,4491620,6212,4491620
1030,4748,4493620,6212,4493620
1030,4748,4493620,6212,4493620
1030,4748,4494430,6212,4494430
1030,4748,4494430,6212,4494430
1030,4748,4495430,6212,4495430
1030,4748,4496430,6212,4496430
1030,4748,4496900,6212,4496900
1030,4748,4497900,6212,4497900
1030,4748,4498900,6212,4498900
1030,4748,4499900,6212,4499900
1031,4756,4500900,6212,4500900
1031,4756,4501900,6212,4501900
1031,4756,4502900,6212,4502900
1031,4756,4503900,6212,4503900
1031,4756,4504710,6212,4504710
1031,4756,4505710,6212,4505710
1031,4756,4506710,6212,4506710
1031,4756,4507710,6212,4507710
1031,4756,4507710,6212,4507710
1032,4764,4508710,6212,4508710
1032,4764,4509710,6212,4509710
1032,4764,4510180,6212,4510180
1032,4764,4511180,6212,4511180
1032,4764,4511650,6212,4511650
1032,4764,4512650,6212,4512650
1032,4764,4513650,6212,4513650
1032,4764,4514650,6212,4514650
1032,4764,4515650,6212,4515650
1032,4764,4515970,6212,4515970
1032,4764,4516440,6212,4516440
1032,4764,4517250,6212,4517250
1032,4764,4518060,6212,4518060
1033,4772,4519060,6212,4519060
1033,4772,4520060,6212,4520060
1033,4772,4524060,6212,4524060
1033,4772,4524710,6212,4524710
1033,4772,4525520,6212,4525520
1034,4780,4526330,6212,4526330
1034,4780,4526560,6212,4526560
1034,4780,4526560,6212,4526560
1034,4780,4526880,6212,4526880
1034,4780,4527880,6212,4527880
1034,4780,4528530,6212,4528530
1034,4780,4529000,6212,4529000
1034,4780,4530000,6212,4530000
1034,4780,4530000,6212,4530000
1034,4780,4530810,6212,4530810
1035,4788,4534810,6212,4534810
1035,4788,4535810,6212,4535810
1035,4788,4536810,6212,4536810
1035,4788,4536810,6212,4536810
1035,4788,4537280,6212,4537280
1035,4788,4538280,6212,4538280
1035,4788,4539280,6212,4539280
1035,4788,4540280,6212,4540280
1035,4788,4540600,6212,4540600
1035,4788,4541600,6212,4541600
1036,4796,4549600,6212,4549600
1036,4796,4549600,6212,4549600
1037,4804,4550600,6212,4550600
1037,4804,4551070,6212,4551070
1037,4804,4552070,6212,4552070
1037,4804,4553070,6212,4553070
1037,4804,4554070,6212,4554070
1037,4804,4555070,6212,4555070
1037,4804,4556070,6212,4556070
1037,4804,4557070,6212,4557070
1038,4812,4557660,6212,4557660
1038,4812,4558310,6212,4558310
1038,4812,4558680,6212,4558680
1038,4812,4559680,6212,4559680
1038,4812,4559680,6212,4559680
1038,4812,4560680,6212,4560680
1038,4812,4561000,6212,4561000
1038,4812,4562000,6212,4562000
1038,4812,4562000,6212,4562000
1038,4812,4562000,6212,4562000
1038,4812,4562470,6212,4562470
1038,4812,4562940,6212,4562940
1039,4820,4563410,6212,4563410
1039,4820,4564410,6212,4564410
1040,4828,4572410,6212,4572410
1040,4828,4573410,6212,4573410
1040,4828,4574410,6212,4574410
1040,4828,4575410,6212,4575410
1041,4836,4576060,6212,4576060
1041,4836,4576060,6212,4576060
1041,4836,4577060,6212,4577060
1041,4836,4577870,6212,4577870
1041,4836,4578870,6212,4578870
1041,4836,4579870,6212,4579870
1041,4836,4580870,6212,4580870
1041,4836,4581870,6212,4581870
1041,4836,4582870,6212,4582870
1041,4836,4583340,6212,4583340
1042,4844,4583990,6212,4583990
1042,4844,4584990,6212,4584990
1042,4844,4585990,6212,4585990
1042,4844,4586990,6212,4586990
1042,4844,4586990,6212,4586990
1042,4844,4587360,6212,4587360
1042,4844,4588360,6212,4588360
1043,4852,4596360,6212,4596360
1043,4852,4597360,6212,4597360
1044,4860,4605360,6212,4605360
1044,4860,4606170,6212,4606170
1044,4860,4606640,6212,4606640
1044,4860,4607640,6212,4607640
1044,4860,4608450,6212,4608450
1044,4860,4609100,6212,4609100
1045,4868,4610100,6212,4610100
1045,4868,4610910,6212,4610910
1045,4868,4611910,6212,4611910
1045,4868,4612130,6212,4612130
1045,4868,4613130,6212,4613130
1045,4868,4613360,6212,4613360
1045,4868,4613360,6212,4613360
1045,4868,4614360,6212,4614360
1045,4868,4615360,6212,4615360
1045,4868,4616360,6212,4616360
1046,4876,4617360,6212,4617360
1046,4876,4617950,6212,4617950
1046,4876,4618950,6212,4618950
1046,4876,4619950,6212,4619950
1046,4876,4620500,6212,4620500
1046,4876,4621500,6212,4621500
1046,4876,4621970,6212,4621970
1046,4876,4621970,6212,4621970
1046,4876,4622970,6212,4622970
1046,4876,4623560,6212,4623560
1047,4884,4625560,6212,4625560
1047,4884,4626560,6212,4626560
1047,4884,4627020,6212,4627020
1047,4884,4628020,6212,4628020
1047,4884,4629020,6212,4629020
1047,4884,4630020,6212,4630020
1047,4884,4630670,6212,4630670
1047,4884,4631670,6212,4631670
1047,4884,4632130,6212,4632130
1048,4892,4632600,6212,4632600
1048,4892,4633600,6212,4633600
1048,4892,4634410,6212,4634410
1048,4892,4634410,6212,4634410
1048,4892,4634880,6212,4634880
1048,4892,4635880,6212,4635880
1048,4892,4636880,6212,4636880
1048,4892,4637880,6212,4637880
1048,4892,4638880,6212,4638880
1048,4892,4639880,6212,4639880
1048,4892,4639880,6212,4639880
1048,4892,4639880,6212,4639880
1048,4892,4639880,6212,4639880
1049,4900,4640880,6212,4640880
1049,4900,4641880,6212,4641880
1049,4900,4642200,6212,4642200
1049,4900,4643010,6212,4643010
1049,4900,4643820,6212,4643820
1049,4900,4644630,6212,4644630
1049,4900,4645280,6212,4645280
1049,4900,4646280,6212,4646280
1049,4900,4646280,6212,4646280
1049,4900,4646750,6212,4646750
1050,4908,4647750,6212,4647750
1050,4908,4648750,6212,4648750
1050,4908,4649750,6212,4649750
1050,4908,4650750,6212,4650750
1050,4908,4650750,6212,4650750
1050,4908,4651560,6212,4651560
1050,4908,4652560,6212,4652560
1050,4908,4653030,6212,4653030
1050,4908,4653030,6212,4653030
1050,4908,4653030,6212,4653030
1050,4908,4653350,6212,4653350
1050,4908,4654350,6212,4654350
1050,4908,4655350,6212,4655350
1051,4916,4656350,6212,4656350
1051,4916,4657350,6212,4657350
1051,4916,4657350,6212,4657350
1051,4916,4658350,6212,4658350
1051,4916,4658350,6212,4658350
1051,4916,4659350,6212,4659350
1051,4916,4659830,6212,4659830
1051,4916,4660830,6212,4660830
1051,4916,4660830,6212,4660830
1051,4916,4661830,6212,4661830
1051,4916,4662640,6212,4662640
1052,4924,4663640,6212,4663640
1052,4924,4664450,6212,4664450
1052,4924,4665450,6212,4665450
1052,4924,4666450,6212,4666450
1052,4924,4667450,6212,4667450
1052,4924,4667770,6212,4667770
1052,4924,4668770,6212,4668770
1052,4924,4669230,6212,4669230
1052,4924,4670230,6212,4670230
1052,4924,4670230,6212,4670230
1052,4924,4671230,6212,4671230
1052,4924,4671230,6212,4671230
1053,4932,4671700,6212,4671700
1053,4932,4672700,6212,4672700
1053,4932,4672700,6212,4672700
1053,4932,4672700,6212,4672700
1053,4932,4673510,6212,4673510
1053,4932,4674160,6212,4674160
1053,4932,4675160,6212,4675160
1053,4932,4676160,6212,4676160
1053,4932,4676160,6212,4676160
1053,4932,4677160,6212,4677160
1053,4932,4677630,6212,4677630
1053,4932,4678440,6212,4678440
1054,4940,4678910,6212,4678910
1054,4940,4679560,6212,4679560
1054,4940,4680560,6212,4680560
1054,4940,4680560,6212,4680560
1054,4940,4681370,6212,4681370
1054,4940,4681690,6212,4681690
1054,4940,4681690,6212,4681690
1054,4940,4682690,6212,4682690
1054,4940,4683690,6212,4683690
1054,4940,4684010,6212,4684010
1054,4940,4684480,6212,4684480
1054,4940,4685480,6212,4685480
1054,4940,4685480,6212,4685480
1054,4940,4685480,6212,4685480
1054,4940,4686480,6212,4686480
1055,4948,4694480,6212,4694480
1056,4956,4695480,6212,4695480
1056,4956,4695950,6212,4695950
1056,4956,4696950,6212,4696950
1056,4956,4697950,6212,4697950
1056,4956,4698950,6212,4698950
1056,4956,4699180,6212,4699180
1056,4956,4700180,6212,4700180
1056,4956,4701180,6212,4701180
1057,4964,4702180,6212,4702180
1057,4964,4702500,6212,4702500
1057,4964,4702610,6212,4702610
1057,4964,4703610,6212,4703610
1057,4964,4704420,6212,4704420
1057,4964,4704420,6212,4704420
1057,4964,4705230,6212,4705230
1057,4964,4706230,6212,4706230
1057,4964,4707230,6212,4707230
1057,4964,4708230,6212,4708230
1057,4964,4709230,6212,4709230
1058,4972,4710230,6212,4710230
1058,4972,4710450,6212,4710450
1058,4972,4711450,6212,4711450
1058,4972,4711680,6212,4711680
1058,4972,4712150,6212,4712150
1058,4972,4712310,6212,4712310
1058,4972,4713310,6212,4713310
1058,4972,4713420,6212,4713420
1058,4972,4714420,6212,4714420
1058,4972,4715420,6212,4715420
1059,4980,4723420,6212,4723420
1059,4980,4724420,6212,4724420
1059,4980,4724650,6212,4724650
1059,4980,4724650,6212,4724650
1059,4980,4725460,6212,4725460
1060,4988,4726460,6212,4726460
1060,4988,4727460,6212,4727460
1060,4988,4728460,6212,4728460
1060,4988,4728930,6212,4728930
1060,4988,4729930,6212,4729930
1060,4988,4729930,6212,4729930
1060,4988,4729930,6212,4729930
1060,4988,4730930,6212,4730930
1060,4988,4731740,6212,4731740
1060,4988,4732740,6212,4732740
1061,4996,4740740,6212,4740740
1061,4996,4741740,6212,4741740
1061,4996,4741740,6212,4741740
1061,4996,4742740,6212,4742740
1061,4996,4742970,6212,4742970
1062,5004,4743440,6212,4743440
1062,5004,4744440,6212,4744440
1062,5004,4745440,6212,4745440
1062,5004,4746440,6212,4746440
1062,5004,4747090,6212,4747090
1062,5004,4748090,6212,4748090
1062,5004,4749090,6212,4749090
1062,5004,4750090,6212,4750090
1062,5004,4750410,6212,4750410
1062,5004,4751220,6212,4751220
1063,5012,4752030,6212,4752030
1063,5012,4753030,6212,4753030
1063,5012,4753840,6212,4753840
1063,5012,4754650,6212,4754650
1063,5012,4754970,6212,4754970
1063,5012,4755440,6212,4755440
1063,5012,4755440,6212,4755440
1063,5012,4756440,6212,4756440
1063,5012,4757440,6212,4757440
1063,5012,4758440,6212,4758440
1063,5012,4758440,6212,4758440
1063,5012,4759440,6212,4759440
1064,5020,4760090,6212,4760090
1064,5020,4760090,6212,4760090
1064,5020,4760410,6212,4760410
1064,5020,4761060,6212,4761060
1064,5020,4762060,6212,4762060
1064,5020,4762870,6212,4762870
1064,5020,4763340,6212,4763340
1064,5020,4763810,6212,4763810
1064,5020,4764810,6212,4764810
1065,5028,4765810,6212,4765810
1065,5028,4765810,6212,4765810
1065,5028,4766620,6212,4766620
1065,5028,4767620,6212,4767620
1065,5028,4767620,6212,4767620
1066,5036,4775620,6212,4775620
1066,5036,4779620,6212,4779620
1066,5036,4781620,6212,4781620
1066,5036,4782080,6212,4782080
1067,5044,4782730,6212,4782730
1067,5044,4783730,6212,4783730
1067,5044,4784730,6212,4784730
1067,5044,4785730,6212,4785730
1067,5044,4786730,6212,4786730
1067,5044,4787730,6212,4787730
1067,5044,4788540,6212,4788540
1067,5044,4789000,6212,4789000
1067,5044,4790000,6212,4790000
1067,5044,4790000,6212,4790000
1067,5044,4790000,6212,4790000
1068,5052,4790810,6212,4790810
1068,5052,4790810,6212,4790810
1068,5052,4790810,6212,4790810
1068,5052,4791810,6212,4791810
1068,5052,4792620,6212,4792620
1068,5052,4793430,6212,4793430
1068,5052,4794430,6212,4794430
1068,5052,4794900,6212,4794900
1068,5052,4795900,6212,4795900
1068,5052,4795900,6212,4795900
1068,5052,4796360,6212,4796360
1068,5052,4797360,6212,4797360
1068,5052,4797360,6212,4797360
1069,5060,4797830,6212,4797830
1069,5060,4798830,6212,4798830
1069,5060,4799480,6212,4799480
1069,5060,4800480,6212,4800480
1069,5060,4801480,6212,4801480
1069,5060,4802480,6212,4802480
1069,5060,4803480,6212,4803480
1069,5060,4803480,6212,4803480
1069,5060,4804480,6212,4804480
1070,5068,4805480,6212,4805480
1071,5076,4813480,6212,4813480
1071,5076,4814480,6212,4814480
1071,5076,4815480,6212,4815480
1071,5076,4815480,6212,4815480
1071,5076,4816480,6212,4816480
1071,5076,4817480,6212,4817480
1071,5076,4817950,6212,4817950
1071,5076,4817950,6212,4817950
1071,5076,4818420,6212,4818420
1071,5076,4819230,6212,4819230
1072,5084,4821230,6212,4821230
1072,5084,4822230,6212,4822230
1072,5084,4823230,6212,4823230
1072,5084,4824230,6212,4824230
1072,5084,4825230,6212,4825230
1072,5084,4826230,6212,4826230
1072,5084,4826460,6212,4826460
1072,5084,4826460,6212,4826460
1072,5084,4827460,6212,4827460
1072,5084,4828460,6212,4828460
1073,5092,4829460,6212,4829460
1073,5092,4830460,6212,4830460
1073,5092,4830460,6212,4830460
1073,5092,4831460,6212,4831460
1073,5092,4832460,6212,4832460
1073,5092,4832690,6212,4832690
1073,5092,4833500,6212,4833500
1073,5092,4833500,6212,4833500
1073,5092,4834310,6212,4834310
1073,5092,4834630,6212,4834630
1073,5092,4835630,6212,4835630
1073,5092,4835860,6212,4835860
1074,5100,4836860,6212,4836860
1074,5100,4837180,6212,4837180
1074,5100,4837640,6212,4837640
1074,5100,4838110,6212,4838110
1074,5100,4838760,6212,4838760
1074,5100,4839570,6212,4839570
1074,5100,4840570,6212,4840570
1074,5100,4841570,6212,4841570
1074,5100,4841890,6212,4841890
1074,5100,4842360,6212,4842360
1074,5100,4843170,6212,4843170
1075,5108,4843980,6212,4843980
1075,5108,4843980,6212,4843980
1075,5108,4844980,6212,4844980
1075,5108,4844980,6212,4844980
1075,5108,4845980,6212,4845980
1075,5108,4846450,6212,4846450
1075,5108,4847450,6212,4847450
1075,5108,4848450,6212,4848450
1075,5108,4848770,6212,4848770
1075,5108,4849090,6212,4849090
1075,5108,4849900,6212,4849900
1075,5108,4850900,6212,4850900
1076,5116,4851550,6212,4851550
1076,5116,4852550,6212,4852550
1076,5116,4853550,6212,4853550
1076,5116,4854550,6212,4854550
1076,5116,4855020,6212,4855020
1076,5116,4857020,6212,4857020
1077,5124,4858020,6212,4858020
1077,5124,4859020,6212,4859020
