ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
1119513.03,47.04,33.48,910348.27,38.25
1119673.34,47.06,33.49,910472.62,38.27
1119437.36,47.06,33.49,910391.15,38.27
1119603.26,47.07,33.51,910348.27,38.28
1119757.53,47.09,33.53,911511.63,38.34
1119771.56,47.09,33.53,911610.88,38.34
1119771.56,47.09,33.53,911577.49,38.34
1119823.09,47.11,33.55,911904.16,38.37
1119874.62,47.13,33.56,911903.93,38.38
1119653.06,47.13,33.56,911479.65,38.37
1119669.9,47.13,33.57,911498.71,38.37
1119669.9,47.13,33.57,911532.64,38.37
1119409.97,47.13,33.56,911600.97,38.38
1119564.24,47.15,33.58,911600.6,38.39
1119615.77,47.16,33.6,911600.6,38.4
1119615.77,47.16,33.6,911578.88,38.4
1119355.84,47.16,33.59,911578.88,38.41
1119521.74,47.18,33.61,911601.35,38.41
1119432.94,47.18,33.61,911589.59,38.42
1119278.56,47.18,33.61,911431.96,38.42
1119330.09,47.19,33.63,911421.24,38.43
1119381.62,47.21,33.65,911421.24,38.44
1119381.62,47.21,33.65,911391.1,38.44
1119433.15,47.23,33.66,911391.1,38.45
1119275.95,47.23,33.66,911220.8,38.45
1119327.48,47.25,33.68,912582.53,38.52
1119379.01,47.26,33.7,912582.3,38.53
1119539.33,47.28,33.71,912581.93,38.54
1119590.86,47.3,33.73,912581.93,38.55
1119642.39,47.32,33.75,912581.93,38.57
1119396.41,47.32,33.75,912586.71,38.57
1119447.94,47.33,33.77,912589.01,38.59
1119447.94,47.33,33.77,912582.26,38.59
1119608.26,47.35,33.78,913021.15,38.61
1119659.79,47.37,33.8,913420.36,38.64
1119423.81,47.37,33.8,913255.93,38.64
1119475.34,47.39,33.82,913637.14,38.67
1119635.66,47.4,33.84,913636.93,38.68
1119399.68,47.4,33.84,913636.54,38.69
1119559.99,47.42,33.85,913636.54,38.7
1119790.85,47.44,33.87,913760.33,38.71
1119554.87,47.44,33.87,913655.71,38.71
1119715.19,47.45,33.89,913656.02,38.72
1119946.05,47.48,33.91,914502.05,38.77
1119997.58,47.49,33.93,914457.62,38.78
1120049.11,47.51,33.95,914652.94,38.8
1120100.64,47.53,33.96,915101.04,38.83
1120152.17,47.55,33.98,915100.82,38.85
1119926.19,47.55,33.98,914825.02,38.84
1119689.67,47.55,33.98,914902.38,38.85
1119579.67,47.54,33.98,914825.42,38.85
1119739.98,47.56,33.99,914825.05,38.86
1119504.0,47.56,33.99,914825.05,38.86
1119506.81,47.56,33.99,914828.22,38.86
1119522.91,47.56,33.99,914875.24,38.87
1119683.23,47.58,34.01,914875.24,38.87
1119914.09,47.6,34.03,914890.99,38.88
1119928.42,47.6,34.03,914894.41,38.88
1119692.44,47.6,34.03,914885.26,38.89
1119743.97,47.62,34.05,914878.66,38.9
1119898.23,47.64,34.07,914878.66,38.91
1120052.5,47.66,34.09,916453.26,38.99
1120212.82,47.67,34.11,916638.38,39.01
1119986.84,47.67,34.11,916238.7,39.0
1119986.84,47.67,34.11,916323.61,39.0
1120038.37,47.69,34.12,916323.39,39.02
1120198.68,47.71,34.14,916323.01,39.02
1120198.68,47.71,34.14,916355.12,39.03
1119962.19,47.7,34.14,916348.33,39.03
1119726.21,47.7,34.14,916348.33,39.04
1119886.53,47.72,34.15,916348.33,39.05
1119640.55,47.72,34.15,916348.33,39.05
1119442.52,47.72,34.15,916066.05,39.05
1119229.76,47.71,34.15,915698.31,39.04
1118993.23,47.71,34.14,915436.82,39.03
1118891.95,47.71,34.14,915339.68,39.03
1118743.18,47.7,34.14,915182.04,39.02
1118903.5,47.72,34.15,915495.25,39.04
1118667.52,47.72,34.15,915454.06,39.05
1118827.83,47.74,34.17,915447.29,39.06
1118879.36,47.75,34.19,915343.96,39.07
1118790.28,47.76,34.19,916519.04,39.12
1119191.72,47.78,34.22,916886.79,39.15
1119352.03,47.8,34.23,916886.58,39.15
1119294.54,47.81,34.25,916542.78,39.15
1119346.07,47.83,34.27,916542.39,39.17
1119346.07,47.83,34.27,916519.6,39.17
1119110.09,47.83,34.27,916519.6,39.17
1118903.54,47.83,34.26,916318.66,39.17
1119057.8,47.85,34.28,916318.66,39.18
1119109.33,47.87,34.3,916500.98,39.2
1119160.86,47.89,34.32,916465.53,39.21
1119212.39,47.91,34.34,916582.24,39.23
1119372.71,47.92,34.36,916562.26,39.24
1119146.73,47.92,34.36,916402.11,39.24
1119198.26,47.94,34.37,917671.53,39.31
1119364.16,47.96,34.39,917671.06,39.32
1119364.16,47.96,34.39,917696.99,39.32
1119366.97,47.96,34.39,917699.35,39.32
1119418.5,47.98,34.41,917699.23,39.33
1119470.03,48.0,34.43,917699.23,39.34
1119470.03,48.0,34.43,917699.23,39.34
1119624.3,48.02,34.45,917699.23,39.36
1119624.3,48.02,34.45,917699.23,39.36
1119675.83,48.03,34.47,917889.75,39.38
1119444.26,48.03,34.47,917870.35,39.38
1119495.79,48.05,34.49,917996.43,39.4
1119547.32,48.07,34.51,918318.02,39.43
1119598.85,48.09,34.52,918803.26,39.47
1119441.66,48.09,34.52,918645.62,39.46
1119181.73,48.08,34.52,918277.12,39.45
1119347.63,48.1,34.53,918276.52,39.46
1119116.07,48.1,34.53,918276.52,39.47
1119167.6,48.12,34.55,918276.52,39.48
1119167.6,48.12,34.55,918276.52,39.48
1119365.88,48.14,34.57,918292.77,39.49
1119417.41,48.16,34.59,918291.47,39.51
1119468.94,48.18,34.61,918307.68,39.52
1119667.21,48.2,34.63,918276.52,39.53
1119507.29,48.2,34.63,918497.35,39.54
1119397.29,48.19,34.63,918387.35,39.54
1119103.35,48.19,34.62,918934.25,39.57
1119154.88,48.21,34.64,919256.02,39.6
1119385.73,48.23,34.66,919561.72,39.62
1119546.05,48.25,34.68,919561.51,39.63
1119310.07,48.24,34.68,919561.12,39.64
1119470.39,48.26,34.7,919561.12,39.64
1119234.41,48.26,34.69,919742.0,39.66
1119388.67,48.28,34.71,919786.67,39.67
1119388.67,48.28,34.71,919786.67,39.67
1119388.67,48.28,34.71,919786.67,39.67
1119388.67,48.28,34.71,919786.67,39.67
1119440.2,48.3,34.73,919724.39,39.68
1119594.47,48.32,34.75,919746.86,39.7
1119646.0,48.34,34.77,919680.34,39.71
1119386.07,48.34,34.77,920829.49,39.76
1119386.07,48.34,34.77,920799.17,39.76
1119721.6,48.36,34.8,921139.54,39.79
1119612.37,48.38,34.81,920748.68,39.78
1119772.69,48.39,34.83,920748.47,39.79
1119647.83,48.39,34.83,920710.66,39.79
1119411.84,48.39,34.82,920710.27,39.8
1119423.07,48.39,34.83,920746.12,39.8
1119474.6,48.41,34.84,920746.12,39.82
1119474.6,48.41,34.84,920768.13,39.82
1119230.66,48.41,34.84,920894.9,39.83
1119230.66,48.41,34.84,920872.88,39.83
1118944.14,48.4,34.84,920455.29,39.82
1119110.04,48.42,34.85,920510.24,39.83
1119264.31,48.44,34.87,920497.87,39.84
1119315.84,48.46,34.89,920471.35,39.85
1119315.84,48.46,34.89,920492.77,39.85
1119315.84,48.46,34.89,920477.79,39.85
1119084.27,48.46,34.89,920504.44,39.86
1119244.59,48.48,34.91,920588.03,39.87
1119398.86,48.5,34.93,921986.32,39.94
1119344.14,48.5,34.94,922043.61,39.95
1119266.87,48.51,34.94,921415.94,39.93
1119020.05,48.51,34.95,921592.21,39.95
1119210.07,48.53,34.96,921591.61,39.96
1119042.02,48.53,34.97,921591.61,39.97
1119202.34,48.55,34.98,921591.61,39.98
1119095.15,48.55,34.98,921503.83,39.97
1119146.68,48.57,35.0,921533.08,39.99
1119139.23,48.57,35.0,921503.83,39.99
1119190.76,48.59,35.02,921503.83,40.01
1118982.23,48.58,35.02,921655.5,40.02
1118825.03,48.58,35.01,921503.24,40.01
1118876.56,48.6,35.03,921557.51,40.03
1118876.56,48.6,35.03,921557.51,40.03
1119036.88,48.62,35.05,921536.41,40.04
1118800.9,48.62,35.05,921497.64,40.04
1118852.43,48.64,35.07,921428.31,40.05
1119012.75,48.65,35.09,922734.56,40.12
1119012.75,48.65,35.09,922734.56,40.12
1119243.6,48.68,35.11,922733.97,40.13
1119397.87,48.7,35.13,922733.97,40.14
1119397.87,48.7,35.13,922733.97,40.14
1119397.87,48.7,35.13,922733.97,40.14
1119161.89,48.7,35.13,922468.4,40.14
1119322.21,48.71,35.15,922518.7,40.15
1119086.23,48.71,35.15,922540.37,40.16
1118826.3,48.71,35.14,922481.55,40.16
1118986.62,48.72,35.16,922468.4,40.17
1118986.62,48.72,35.16,922424.25,40.17
1119140.88,48.74,35.18,923525.11,40.22
1119295.15,48.77,35.2,923687.44,40.24
1119421.7,48.78,35.21,924325.55,40.28
1119530.02,48.79,35.23,923882.47,40.27
1119530.02,48.79,35.23,923882.47,40.27
1119530.02,48.79,35.23,923882.47,40.27
1119690.34,48.81,35.24,923882.26,40.27
1120461.78,48.85,35.28,925034.04,40.33
1120225.8,48.85,35.28,925033.65,40.34
1120277.33,48.87,35.3,925033.65,40.35
1120277.33,48.87,35.3,925043.12,40.35
1120277.33,48.87,35.3,925039.21,40.35
1120431.6,48.89,35.32,925039.21,40.36
1120171.67,48.89,35.32,925098.02,40.37
1120223.2,48.91,35.34,925063.37,40.39
1120274.73,48.93,35.36,925039.21,40.4
1120117.39,48.92,35.36,924924.25,40.4
1120327.16,48.94,35.37,925560.88,40.43
1120327.16,48.94,35.37,925533.67,40.43
1120231.19,48.93,35.37,925426.04,40.42
1120282.72,48.95,35.39,925648.77,40.45
1119965.64,48.95,35.38,925338.71,40.44
1120017.17,48.97,35.4,925775.77,40.47
1119973.31,48.97,35.4,925383.64,40.46
1119884.51,48.97,35.41,925573.92,40.47
1120044.82,48.99,35.42,925573.71,40.48
1119955.74,48.99,35.43,925573.32,40.49
1119955.74,48.99,35.43,925531.87,40.49
1120007.27,49.01,35.45,925531.87,40.5
1120167.59,49.03,35.46,925531.87,40.51
1119931.61,49.03,35.46,925621.41,40.52
1119983.14,49.05,35.48,925606.03,40.54
1119770.37,49.04,35.48,925544.77,40.54
1119930.69,49.06,35.49,925493.93,40.54
1119694.71,49.06,35.49,925470.61,40.55
1119746.24,49.08,35.51,925578.65,40.57
1119797.77,49.1,35.53,926777.8,40.64
1119958.09,49.12,35.55,926886.57,40.65
1120009.62,49.14,35.57,926886.35,40.66
1120061.15,49.16,35.59,926885.97,40.68
1120259.43,49.18,35.61,926885.97,40.69
1120310.96,49.2,35.63,926885.97,40.7
1120362.49,49.22,35.65,927213.36,40.73
1120140.84,49.22,35.65,926947.4,40.73
1120339.12,49.24,35.67,926953.0,40.74
1120390.65,49.26,35.69,927344.4,40.77
1120550.96,49.28,35.71,927598.64,40.79
1120314.98,49.28,35.71,928302.99,40.83
1120545.84,49.3,35.73,928302.39,40.84
1120706.16,49.32,35.75,928302.39,40.85
1120389.08,49.31,35.74,927991.91,40.84
1120153.1,49.31,35.74,927991.91,40.85
1120313.42,49.33,35.76,928024.12,40.86
1120511.7,49.35,35.78,928001.49,40.87
1120267.76,49.34,35.78,927658.39,40.86
1120319.29,49.36,35.8,927648.81,40.87
1120093.31,49.36,35.8,928120.29,40.9
1119849.36,49.36,35.79,927791.39,40.89
1120003.63,49.38,35.81,928034.05,40.92
1120055.16,49.4,35.83,928476.05,40.95
1120055.16,49.4,35.83,928526.54,40.95
1120069.19,49.4,35.83,928579.34,40.96
1119909.27,49.4,35.83,928799.25,40.97
1119960.8,49.42,35.85,928955.43,40.99
1120012.33,49.44,35.87,928955.2,41.01
1120063.86,49.46,35.89,928954.83,41.02
1120115.39,49.48,35.91,928954.83,41.03
1120269.65,49.5,35.93,928954.83,41.05
1120321.18,49.52,35.95,928954.83,41.06
1120372.71,49.54,35.97,929704.43,41.11
1120112.78,49.54,35.97,929289.94,41.1
1120267.05,49.56,35.99,929480.94,41.12
1120432.95,49.57,36.01,930476.62,41.17
1120484.48,49.59,36.03,930476.62,41.18
1120536.01,49.61,36.05,930476.62,41.2
1120276.08,49.61,36.04,930193.76,41.19
1120276.08,49.61,36.04,930166.11,41.19
1120327.61,49.63,36.06,930166.11,41.21
1120170.27,49.63,36.06,930016.49,41.2
1119880.27,49.62,36.05,929726.49,41.19
1119648.71,49.62,36.05,929490.36,41.19
1119492.11,49.62,36.05,929003.62,41.17
1119543.64,49.64,36.07,929003.62,41.19
1119703.95,49.66,36.09,929003.62,41.2
1119467.97,49.66,36.09,929300.0,41.22
1119473.59,49.66,36.09,929334.32,41.22
1119237.07,49.65,36.09,929422.54,41.23
1119406.46,49.67,36.1,929254.3,41.23
1119399.62,49.67,36.11,929126.16,41.23
1119451.15,49.69,36.13,929126.16,41.24
1119451.15,49.69,36.13,929126.16,41.24
1119502.68,49.71,36.15,930586.22,41.32
1119662.99,49.73,36.16,930586.01,41.33
1119714.52,49.75,36.18,930585.62,41.35
1119766.05,49.77,36.21,930585.62,41.36
1119766.05,49.77,36.21,930585.62,41.36
1119607.84,49.77,36.2,930263.98,41.35
1119591.09,49.77,36.21,930263.98,41.36
1119596.7,49.77,36.21,930266.46,41.36
1119757.02,49.79,36.23,930321.04,41.37
1119911.28,49.81,36.25,930304.96,41.38
1119962.81,49.83,36.27,930355.36,41.4
1119713.59,49.83,36.26,930871.42,41.42
1119477.61,49.83,36.26,930717.57,41.43
1119529.14,49.85,36.28,930938.07,41.45
1119689.46,49.87,36.3,931070.01,41.47
1119429.53,49.86,36.29,931455.84,41.49
1119422.08,49.87,36.3,931271.48,41.48
1119473.61,49.89,36.32,931271.25,41.5
1119639.51,49.9,36.34,931270.88,41.51
1119793.78,49.92,36.36,931270.88,41.52
1120024.64,49.95,36.38,931294.9,41.53
1119793.07,49.95,36.38,931293.28,41.54
1119953.39,49.97,36.4,931300.13,41.55
1120004.92,49.99,36.42,931366.83,41.57
1119744.99,49.98,36.41,931723.31,41.59
1119796.52,50.0,36.44,931790.75,41.61
1119796.52,50.0,36.44,931790.75,41.61
1119796.52,50.0,36.44,931790.75,41.61
1119848.05,50.02,36.46,932153.8,41.64
1119899.58,50.04,36.48,932153.57,41.65
1119613.06,50.04,36.47,931892.16,41.65
1119664.59,50.06,36.49,931891.78,41.66
1119575.51,50.06,36.49,932409.31,41.69
1119627.04,50.08,36.52,932409.31,41.71
1119787.35,50.1,36.53,932409.31,41.72
1119551.37,50.1,36.53,932409.31,41.72
1119705.64,50.12,36.55,932541.42,41.74
1119705.64,50.12,36.55,932541.42,41.74
1119497.11,50.12,36.55,932493.87,41.75
1119663.01,50.13,36.57,932361.75,41.75
1119714.54,50.15,36.59,932361.75,41.76
1119492.97,50.16,36.59,933521.47,41.82
1119233.04,50.15,36.58,933108.41,41.81
1119284.57,50.17,36.61,933359.96,41.84
1119450.48,50.19,36.62,933359.37,41.85
1119437.45,50.19,36.63,933359.37,41.85
1119488.98,50.21,36.65,933359.37,41.87
1119654.88,50.23,36.67,933386.53,41.88
1119706.41,50.25,36.69,933387.62,41.89
1119757.94,50.27,36.71,933406.15,41.91
1119669.14,50.28,36.71,933365.06,41.91
1119829.46,50.29,36.73,933359.37,41.92
1119983.72,50.32,36.75,934648.92,41.99
1120035.25,50.34,36.77,935059.46,42.02
1120035.25,50.34,36.77,935032.25,42.02
1119826.72,50.33,36.77,934483.86,42.0
1119669.52,50.33,36.76,934335.26,42.0
1119409.6,50.32,36.76,933928.83,41.99
1119392.84,50.33,36.76,934539.97,42.02
1119395.65,50.33,36.76,934549.6,42.02
1119555.97,50.35,36.78,934549.4,42.03
1119319.99,50.35,36.78,934549.01,42.04
1119371.52,50.37,36.8,934549.01,42.05
1119321.52,50.37,36.8,934499.01,42.05
1119519.79,50.39,36.82,934544.7,42.06
1119275.85,50.39,36.82,934519.75,42.07
1119327.38,50.41,36.84,934511.18,42.08
1119496.78,50.42,36.85,934499.01,42.09
1119398.62,50.43,36.86,935008.25,42.12
1119553.35,50.44,36.88,935258.87,42.14
1119322.95,50.44,36.88,934943.23,42.14
1119492.35,50.46,36.89,934591.4,42.13
1119543.88,50.48,36.91,935847.12,42.2
1119543.88,50.48,36.91,935847.12,42.2
1119451.59,50.49,36.92,935702.1,42.2
1119242.36,50.48,36.92,935429.54,42.19
1119242.36,50.48,36.92,935429.54,42.19
1119411.75,50.5,36.93,935428.95,42.2
1119463.28,50.52,36.95,935428.95,42.21
1119365.12,50.52,36.96,935428.95,42.22
1119152.36,50.52,36.95,935280.22,42.22
1119312.68,50.54,36.97,935280.22,42.23
1119223.59,50.54,36.98,935312.59,42.24
1119383.91,50.56,36.99,935303.99,42.24
1119435.44,50.58,37.01,935311.97,42.26
1119666.3,50.6,37.04,935280.22,42.27
1119453.54,50.6,37.03,935052.51,42.26
1119296.34,50.6,37.03,934895.76,42.26
1119347.87,50.62,37.05,936071.36,42.33
1119347.87,50.62,37.05,936086.54,42.33
1119121.89,50.62,37.05,935693.38,42.32
1119173.42,50.64,37.07,936149.14,42.36
1119224.95,50.66,37.09,936148.91,42.37
1119276.48,50.68,37.11,936148.54,42.39
1119328.01,50.7,37.13,936148.54,42.4
1119175.57,50.7,37.13,936350.61,42.42
1119227.1,50.72,37.15,936350.61,42.43
1119227.1,50.72,37.15,936335.43,42.43
1119387.41,50.74,37.17,936335.43,42.44
1119173.34,50.73,37.17,936082.15,42.43
1119034.99,50.73,37.17,936206.1,42.45
1119189.26,50.76,37.19,936082.15,42.45
1119189.26,50.76,37.19,936135.93,42.46
1119379.28,50.77,37.21,937182.24,42.51
1119211.23,50.78,37.21,937176.43,42.52
1119262.76,50.8,37.23,937515.82,42.55
1119314.29,50.82,37.25,937515.6,42.57
1119474.61,50.84,37.27,937515.23,42.57
1119474.61,50.84,37.27,937513.0,42.57
1119628.88,50.86,37.29,937513.0,42.59
1119642.76,50.86,37.29,937678.48,42.59
1119653.99,50.86,37.29,937783.5,42.6
1119394.06,50.86,37.29,937508.03,42.59
1119134.14,50.85,37.29,937590.99,42.6
1119045.05,50.86,37.29,937530.96,42.61
1119205.37,50.87,37.31,937517.47,42.61
1118969.39,50.87,37.31,937549.83,42.63
1119200.25,50.9,37.33,938675.53,42.69
1119251.78,50.92,37.35,938517.62,42.7
1119303.31,50.94,37.37,938588.14,42.71
1119148.92,50.94,37.37,938433.75,42.71
1119314.82,50.95,37.39,938209.33,42.71
1119366.35,50.97,37.41,938209.11,42.73
1119417.88,51.0,37.43,938208.74,42.74
1119199.5,51.0,37.43,938699.11,42.77
1119251.03,51.02,37.45,938699.11,42.79
1119112.85,51.02,37.45,938523.05,42.78
1119164.38,51.04,37.47,938523.05,42.8
1119215.91,51.06,37.49,938523.05,42.82
1119446.77,51.08,37.52,939089.8,42.85
1119294.32,51.08,37.51,938523.05,42.83
1119345.85,51.1,37.54,938523.05,42.85
1119506.17,51.12,37.55,940096.19,42.93
1119557.7,51.14,37.58,940095.96,42.94
1119321.72,51.14,37.58,939882.32,42.94
1119482.04,51.16,37.59,939881.95,42.95
1119256.06,51.16,37.59,939881.95,42.96
1119307.59,51.18,37.62,939881.95,42.98
1119093.51,51.18,37.61,939541.93,42.97
1119247.78,51.2,37.63,939554.35,42.98
1119247.78,51.2,37.63,939732.13,42.99
1119299.31,51.22,37.65,939758.55,43.01
1119459.63,51.24,37.67,939719.71,43.01
1119352.43,51.24,37.67,939613.67,43.01
1119403.96,51.26,37.69,939613.67,43.03
1119167.98,51.26,37.69,939613.67,43.04
1119219.51,51.28,37.71,940957.09,43.11
1119271.04,51.3,37.74,940956.86,43.13
1119322.57,51.32,37.76,940956.49,43.14
1119374.1,51.34,37.78,940956.49,43.16
1119534.42,51.36,37.8,940956.49,43.17
1119585.95,51.38,37.82,940956.49,43.19
1119349.97,51.38,37.82,941286.93,43.21
1119510.29,51.4,37.84,941332.5,43.22
1119274.31,51.4,37.84,941086.44,43.22
1119428.57,51.43,37.86,941039.57,43.23
1119588.89,51.44,37.88,942389.2,43.3
1119352.91,51.44,37.88,942131.42,43.3
1119404.44,51.47,37.9,942131.2,43.32
1119144.51,51.46,37.9,941869.46,43.31
1119144.51,51.46,37.9,941831.82,43.31
1119196.04,51.48,37.92,941831.45,43.32
1119247.57,51.5,37.94,941831.45,43.34
1119098.87,51.5,37.94,941726.52,43.34
1119253.14,51.53,37.96,941726.52,43.35
1119304.67,51.55,37.98,941726.52,43.37
1119144.74,51.54,37.98,941925.62,43.38
1119343.02,51.57,38.0,941947.03,43.4
1119394.55,51.59,38.02,942262.02,43.43
1119446.08,51.61,38.05,942866.95,43.47
1119606.4,51.63,38.06,942866.95,43.48
1119837.25,51.65,38.09,942866.95,43.49
1119888.78,51.68,38.11,942866.95,43.51
1119940.31,51.7,38.13,942866.95,43.52
1119991.84,51.72,38.15,943024.0,43.55
1119755.86,51.72,38.15,942958.08,43.55
1119511.92,51.72,38.15,943158.78,43.57
1119563.45,51.74,38.17,943310.17,43.59
1119723.77,51.76,38.19,943324.14,43.6
1119487.25,51.75,38.19,944002.89,43.64
1119330.06,51.75,38.18,943884.28,43.64
1119094.08,51.75,38.18,943762.16,43.64
1119145.61,51.77,38.21,944054.44,43.67
1119315.0,51.79,38.22,944053.84,43.68
1119315.0,51.79,38.22,944234.95,43.69
1119366.53,51.81,38.24,944234.95,43.7
1119418.06,51.83,38.26,944234.95,43.72
1119319.9,51.84,38.27,944234.95,43.73
1119371.43,51.86,38.29,944234.95,43.75
1119382.66,51.86,38.29,944237.49,43.75
1119536.92,51.88,38.32,944544.41,43.77
1119429.73,51.88,38.31,944436.51,43.77
1119429.73,51.88,38.31,944398.53,43.77
1119259.8,51.88,38.31,944091.61,43.76
1119311.33,51.9,38.33,944091.61,43.78
1119362.86,51.92,38.36,944472.33,43.81
1119528.76,51.94,38.37,945644.74,43.87
1119580.29,51.96,38.4,945644.51,43.89
1119491.49,51.97,38.4,945549.7,43.89
1119660.89,51.98,38.41,945549.33,43.9
1119722.35,51.99,38.42,945549.33,43.9
1119773.88,52.01,38.45,945549.43,43.92
1119928.15,52.03,38.47,945549.33,43.93
1120088.46,52.05,38.49,945782.98,43.95
1120242.73,52.08,38.51,945901.64,43.97
1120294.26,52.1,38.53,946201.94,44.0
1120058.28,52.1,38.53,945979.39,44.0
1120109.81,52.12,38.55,946960.02,44.06
1120270.13,52.14,38.57,946959.81,44.07
1120010.2,52.14,38.57,947077.48,44.09
1119750.27,52.13,38.56,946615.29,44.07
1119801.8,52.15,38.59,946614.9,44.09
1119565.82,52.15,38.59,946614.9,44.1
1119726.14,52.17,38.61,946614.9,44.11
1119568.95,52.17,38.6,946496.68,44.1
1119620.48,52.19,38.62,946645.9,44.13
1119384.5,52.19,38.63,946652.04,44.14
1119147.97,52.19,38.62,946592.67,44.14
1119199.5,52.21,38.64,946556.34,44.16
1119409.27,52.23,38.66,946437.31,44.16
1119343.07,52.23,38.67,946548.71,44.17
1119026.83,52.23,38.66,946231.38,44.16
1118817.6,52.22,38.66,947432.07,44.22
1118604.83,52.22,38.65,947061.19,44.21
1118656.36,52.24,38.67,946924.95,44.22
1118707.89,52.26,38.7,946883.67,44.24
1118868.21,52.28,38.72,946883.46,44.25
1118868.21,52.28,38.72,946856.25,44.24
1118632.23,52.28,38.72,946855.86,44.25
1118683.76,52.3,38.74,946855.86,44.27
1118735.29,52.33,38.76,946855.86,44.29
1118949.55,52.34,38.78,946885.86,44.29
1119001.08,52.36,38.8,946889.35,44.31
1119017.68,52.37,38.81,946861.52,44.32
1119017.68,52.37,38.81,946980.26,44.32
1119069.21,52.4,38.83,946974.6,44.34
1119229.53,52.41,38.85,948072.37,44.4
1119281.06,52.44,38.87,948488.59,44.44
1119127.3,52.44,38.87,948093.28,44.42
1119127.3,52.44,38.87,948141.1,44.42
1119110.55,52.44,38.87,948509.59,44.45
1119279.94,52.46,38.89,948509.0,44.45
1119279.94,52.46,38.89,948512.22,44.45
1119070.71,52.45,38.89,948234.31,44.44
1119063.87,52.46,38.89,948234.31,44.45
1119063.87,52.46,38.89,948197.42,44.45
1119253.89,52.48,38.91,948216.3,44.46
1119305.42,52.5,38.93,948206.93,44.47
1119137.37,52.5,38.94,948207.42,44.48
1119297.69,52.52,38.96,948197.42,44.49
1119451.96,52.55,38.98,948197.42,44.51
1119192.03,52.54,38.97,948949.36,44.55
1118933.82,52.54,38.97,948593.18,44.54
1118985.35,52.56,38.99,948479.74,44.55
1118985.35,52.56,38.99,948520.38,44.55
1118749.37,52.56,38.99,948358.66,44.55
1118760.59,52.56,38.99,948361.21,44.55
1118771.82,52.56,38.99,948363.77,44.56
1118823.35,52.58,39.02,948312.47,44.57
1118823.35,52.58,39.02,948332.54,44.57
1118874.88,52.61,39.04,949310.0,44.63
1119044.28,52.62,39.06,949309.4,44.64
1119095.81,52.64,39.08,949309.4,44.66
1119095.81,52.64,39.08,949262.13,44.65
1119088.96,52.65,39.09,949262.13,44.66
1118830.75,52.65,39.08,949262.13,44.67
1118991.07,52.67,39.1,949262.13,44.68
1118991.07,52.67,39.1,949310.0,44.68
1118901.98,52.67,39.1,949310.0,44.69
1119062.3,52.69,39.12,949652.61,44.71
1119113.83,52.71,39.15,949628.86,44.73
1118877.85,52.71,39.15,949565.32,44.74
1118561.27,52.71,39.14,949254.42,44.73
1118730.67,52.72,39.16,949030.64,44.72
1118782.2,52.74,39.18,949094.47,44.74
1118833.73,52.77,39.2,950405.89,44.82
1118826.88,52.77,39.21,950172.27,44.82
1118878.41,52.8,39.23,950172.05,44.84
1118620.2,52.79,39.23,949996.79,44.83
1118671.73,52.82,39.25,949996.42,44.85
1118671.73,52.82,39.25,949948.55,44.85
1118861.75,52.83,39.27,949948.55,44.86
1118861.75,52.83,39.27,949998.42,44.86
1118576.07,52.84,39.27,950000.89,44.87
1118736.39,52.85,39.29,950002.04,44.88
1118890.65,52.88,39.31,949998.42,44.9
1118720.72,52.88,39.31,949998.42,44.9
1118484.74,52.88,39.31,950264.73,44.92
1118645.06,52.9,39.33,950342.27,44.94
1118628.31,52.9,39.33,951180.26,44.98
1118782.57,52.92,39.36,951345.35,45.0
1118834.1,52.95,39.38,951232.48,45.02
1118885.63,52.97,39.4,951232.25,45.03
1118741.98,52.97,39.4,951205.53,45.04
1118907.88,52.99,39.42,951205.16,45.05
1118676.31,52.99,39.42,951205.16,45.06
1118727.84,53.01,39.45,951205.16,45.07
1118897.24,53.03,39.46,951237.84,45.08
1118948.77,53.05,39.48,951243.85,45.1
1119000.3,53.07,39.51,951301.89,45.12
1119051.83,53.1,39.53,951464.18,45.14
1119044.98,53.1,39.54,951205.16,45.14
1118994.98,53.1,39.54,951155.16,45.14
1118677.9,53.1,39.53,950837.83,45.13
1118838.22,53.12,39.55,952384.3,45.21
1119036.5,53.14,39.57,952383.7,45.23
1119036.5,53.14,39.57,952347.99,45.22
1119088.03,53.16,39.6,952347.99,45.24
1118852.05,53.16,39.6,952123.66,45.24
1119012.37,53.18,39.62,952123.66,45.25
1118776.39,53.18,39.62,952156.04,45.26
1118936.7,53.2,39.64,952140.78,45.27
1118710.72,53.2,39.64,952123.66,45.28
1118871.04,53.22,39.66,952123.66,45.29
