ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d31e-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1213,6212,5251540,6212,5858770
1213,6212,5251540,6212,5859580
1213,6212,5251540,6212,5860230
1213,6212,5251540,6212,5861230
1213,6212,5251540,6212,5862230
1213,6212,5251540,6212,5863230
1213,6212,5251540,6212,5864230
1213,6212,5251540,6212,5865040
1213,6212,5252010,6212,5865510
1213,6212,5252470,6212,5865970
1213,6212,5252470,6212,5867970
1213,6212,5252470,6212,5867970
1213,6212,5252470,6212,5867970
1213,6212,5252470,6212,5868970
1213,6212,5252470,6212,5869970
1213,6212,5252630,6212,5870130
1213,6212,5252630,6212,5871130
1213,6212,5252630,6212,5871940
1213,6212,5252630,6212,5872940
1213,6212,5252630,6212,5873940
1213,6212,5252860,6212,5874170
1213,6212,5252860,6212,5874170
1213,6212,5252860,6212,5875170
1213,6212,5252860,6212,5875980
1213,6212,5253330,6212,5876450
1213,6212,5253330,6212,5877260
1213,6212,5253880,6212,5877810
1213,6212,5253880,6212,5878620
1213,6212,5253880,6212,5879430
1213,6212,5254350,6212,5879900
1213,6212,5254350,6212,5880900
1213,6212,5254670,6212,5881220
1213,6212,5254670,6212,5882220
1213,6212,5254670,6212,5883220
1213,6212,5254670,6212,5884220
1213,6212,5254670,6212,5884220
1213,6212,5254670,6212,5885220
1213,6212,5254990,6212,5885540
1213,6212,5254990,6212,5886350
1213,6212,5254990,6212,5886350
1213,6212,5254990,6212,5887160
1213,6212,5254990,6212,5887970
1213,6212,5255460,6212,5888440
1213,6212,5255690,6212,5888670
1213,6212,5255690,6212,5889670
1213,6212,5256040,6212,5890020
1213,6212,5256510,6212,5890490
1213,6212,5256510,6212,5891490
1213,6212,5256510,6212,5891490
1213,6212,5256830,6212,5891810
1213,6212,5256830,6212,5892810
1213,6212,5256830,6212,5892810
1213,6212,5256830,6212,5893810
1213,6212,5256830,6212,5894810
1213,6212,5256830,6212,5895810
1213,6212,5256830,6212,5896620
1213,6212,5256830,6212,5896620
1213,6212,5256830,6212,5897620
1213,6212,5256830,6212,5898430
1213,6212,5256830,6212,5906430
1213,6212,5256830,6212,5907430
1213,6212,5256830,6212,5908240
1213,6212,5256830,6212,5909240
1213,6212,5256830,6212,5909240
1213,6212,5257300,6212,5909710
1213,6212,5257300,6212,5910710
1213,6212,5257770,6212,5911180
1213,6212,5257770,6212,5911180
1213,6212,5258230,6212,5911640
1213,6212,5258230,6212,5912640
1213,6212,5258700,6212,5913110
1213,6212,5258700,6212,5914110
1213,6212,5258700,6212,5915110
1213,6212,5258700,6212,5916110
1213,6212,5258700,6212,5916920
1213,6212,5259020,6212,5917240
1213,6212,5259340,6212,5917560
1213,6212,5259340,6212,5918210
1213,6212,5259340,6212,5919210
1213,6212,5259340,6212,5919210
1213,6212,5259660,6212,5919530
1213,6212,5259660,6212,5920340
1213,6212,5259660,6212,5921340
1213,6212,5259660,6212,5922340
1213,6212,5259890,6212,5922570
1213,6212,5259890,6212,5923570
1213,6212,5259890,6212,5924380
1213,6212,5260360,6212,5924850
1213,6212,5260360,6212,5925850
1213,6212,5260830,6212,5926320
1213,6212,5260830,6212,5927320
1213,6212,5260830,6212,5928320
1213,6212,5260830,6212,5928970
1213,6212,5261150,6212,5929290
1213,6212,5261150,6212,5930100
1213,6212,5261150,6212,5930910
1213,6212,5261150,6212,5930910
1213,6212,5261150,6212,5931910
1213,6212,5261740,6212,5932500
1213,6212,5261740,6212,5933500
1213,6212,5261740,6212,5934500
1213,6212,5261740,6212,5935500
1213,6212,5261740,6212,5936310
1213,6212,5261740,6212,5936310
1213,6212,5261740,6212,5937310
1213,6212,5261740,6212,5937310
1213,6212,5262210,6212,5937780
1213,6212,5262210,6212,5938780
1213,6212,5262210,6212,5938780
1213,6212,5262210,6212,5939590
1213,6212,5262210,6212,5940590
1213,6212,5262210,6212,5941590
1213,6212,5262210,6212,5942240
1213,6212,5262680,6212,5942710
1213,6212,5262680,6212,5943710
1213,6212,5262680,6212,5944520
1213,6212,5262680,6212,5945330
1213,6212,5263150,6212,5945800
1213,6212,5263150,6212,5946800
1213,6212,5263150,6212,5946800
1213,6212,5263150,6212,5947800
1213,6212,5263150,6212,5948800
1213,6212,5263150,6212,5949800
1213,6212,5263150,6212,5949800
1213,6212,5263620,6212,5950270
1213,6212,5263620,6212,5951270
1213,6212,5263620,6212,5951270
1213,6212,5263620,6212,5952080
1213,6212,5263620,6212,5952550
1213,6212,5263620,6212,5953550
1213,6212,5263940,6212,5953870
1213,6212,5263940,6212,5953870
1213,6212,5263940,6212,5954340
1213,6212,5263940,6212,5954340
1213,6212,5263940,6212,5955150
1213,6212,5263940,6212,5956150
1213,6212,5264260,6212,5956470
1213,6212,5264260,6212,5957470
1213,6212,5264260,6212,5958280
1213,6212,5264260,6212,5958280
1213,6212,5264260,6212,5959280
1213,6212,5264260,6212,5960090
1213,6212,5264260,6212,5960560
1213,6212,5264260,6212,5961210
1213,6212,5264260,6212,5962210
1213,6212,5264730,6212,5962680
1213,6212,5264730,6212,5963330
1213,6212,5265050,6212,5963650
1213,6212,5265270,6212,5963870
1213,6212,5265270,6212,5964340
1213,6212,5265270,6212,5964340
1213,6212,5265270,6212,5965340
1213,6212,5265740,6212,5965810
1213,6212,5265740,6212,5966810
1213,6212,5265740,6212,5966810
1213,6212,5265740,6212,5967280
1213,6212,5265740,6212,5968280
1213,6212,5265740,6212,5968280
1213,6212,5265740,6212,5969280
1213,6212,5265740,6212,5970090
1213,6212,5265740,6212,5970560
1213,6212,5265740,6212,5971560
1213,6212,5265740,6212,5972210
1213,6212,5265740,6212,5973210
1213,6212,5265740,6212,5974210
1213,6212,5265740,6212,5975210
1213,6212,5265740,6212,5976210
1213,6212,5265740,6212,5977020
1213,6212,5265740,6212,5977020
1213,6212,5265740,6212,5977020
1213,6212,5265740,6212,5977830
1213,6212,5265740,6212,5977830
1213,6212,5265970,6212,5978060
1213,6212,5266520,6212,5978610
1213,6212,5266520,6212,5979610
1213,6212,5266520,6212,5979610
1213,6212,5266520,6212,5980610
1213,6212,5266520,6212,5981610
1213,6212,5266520,6212,5982610
1213,6212,5266840,6212,5982930
1213,6212,5266840,6212,5982930
1213,6212,5266840,6212,5983580
1213,6212,5266840,6212,5984580
1213,6212,5266840,6212,5985390
1213,6212,5266840,6212,5986200
1213,6212,5266840,6212,5987010
1213,6212,5266840,6212,5988010
1213,6212,5266840,6212,5989010
1213,6212,5267070,6212,5989240
1213,6212,5267180,6212,5989350
1213,6212,5267650,6212,5989820
1213,6212,5268110,6212,5990280
1213,6212,5268110,6212,5990280
1213,6212,5268110,6212,5991280
1213,6212,5268110,6212,5992280
1213,6212,5268110,6212,5993280
1213,6212,5268110,6212,5993750
1213,6212,5268110,6212,5994400
1213,6212,5268340,6212,5994630
1213,6212,5268340,6212,5995100
1213,6212,5268340,6212,5995100
1213,6212,5268340,6212,5996100
1213,6212,5268340,6212,5996910
1213,6212,5268340,6212,5996910
1213,6212,5268340,6212,5997720
1213,6212,5268340,6212,5998190
1213,6212,5268340,6212,5999190
1213,6212,5268340,6212,5999660
1213,6212,5268340,6212,5999660
1213,6212,5268340,6212,6000660
1213,6212,5268340,6212,6001470
1213,6212,5268570,6212,6001700
1213,6212,5268570,6212,6002700
1213,6212,5268570,6212,6003170
1213,6212,5268570,6212,6004170
1213,6212,5268570,6212,6004640
1213,6212,5268570,6212,6005640
1213,6212,5268570,6212,6006640
1213,6212,5268570,6212,6007640
1213,6212,5268570,6212,6007640
1213,6212,5268570,6212,6008640
1213,6212,5268570,6212,6009110
1213,6212,5268570,6212,6009580
1213,6212,5268570,6212,6010390
1213,6212,5268800,6212,6010620
1213,6212,5268800,6212,6011090
1213,6212,5268800,6212,6011560
1213,6212,5268800,6212,6012560
1213,6212,5268800,6212,6013030
1213,6212,5268800,6212,6013840
1213,6212,5269350,6212,6014390
1213,6212,5269350,6212,6014860
1213,6212,5270350,6212,6015860
1213,6212,5270350,6212,6016860
1213,6212,5270350,6212,6017860
1213,6212,5270350,6212,6018860
1213,6212,5270350,6212,6019860
1213,6212,5270350,6212,6020330
1213,6212,5270350,6212,6020800
1213,6212,5270720,6212,6021170
1213,6212,5270720,6212,6021640
1213,6212,5271180,6212,6022100
1213,6212,5271500,6212,6022420
1213,6212,5271500,6212,6023420
1213,6212,5271500,6212,6024420
1213,6212,5271500,6212,6025420
1213,6212,5271660,6212,6025580
1213,6212,5271660,6212,6026390
1213,6212,5271660,6212,6027040
1213,6212,5271660,6212,6027850
1213,6212,5271660,6212,6028660
1213,6212,5271660,6212,6029660
1213,6212,5272120,6212,6030120
1213,6212,5272120,6212,6031120
1213,6212,5272120,6212,6031120
1213,6212,5272120,6212,6032120
1213,6212,5272120,6212,6033120
1213,6212,5272120,6212,6033120
1213,6212,5272120,6212,6033770
1213,6212,5272120,6212,6034580
1213,6212,5272120,6212,6034580
1213,6212,5272120,6212,6035390
1213,6212,5272120,6212,6036390
1213,6212,5272120,6212,6037390
1213,6212,5272120,6212,6038390
1213,6212,5272120,6212,6039200
1213,6212,5272120,6212,6040200
1213,6212,5272120,6212,6041200
1213,6212,5272120,6212,6042010
1213,6212,5272120,6212,6043010
1213,6212,5272120,6212,6044010
1213,6212,5272120,6212,6045010
1213,6212,5272120,6212,6046010
1213,6212,5272120,6212,6046010
1213,6212,5272440,6212,6046330
1213,6212,5272440,6212,6046980
1213,6212,5272440,6212,6047980
1213,6212,5272440,6212,6048980
1213,6212,5272440,6212,6049790
1213,6212,5272440,6212,6050600
1213,6212,5272440,6212,6051600
1213,6212,5272440,6212,6052600
1213,6212,5272440,6212,6052600
1213,6212,5272440,6212,6053600
1213,6212,5272440,6212,6055600
1213,6212,5272440,6212,6056070
1213,6212,5272440,6212,6057070
1213,6212,5272900,6212,6057530
1213,6212,5273490,6212,6058120
1213,6212,5273810,6212,6058440
1213,6212,5274270,6212,6058900
1213,6212,5274590,6212,6059220
1213,6212,5274590,6212,6059220
1213,6212,5274590,6212,6059690
1213,6212,5274590,6212,6060160
1213,6212,5274590,6212,6060160
1213,6212,5274590,6212,6060710
1213,6212,5274590,6212,6061180
1213,6212,5274590,6212,6061990
1213,6212,5274590,6212,6061990
1213,6212,5274590,6212,6062800
1213,6212,5274590,6212,6063450
1213,6212,5274590,6212,6064260
1213,6212,5274910,6212,6064580
1213,6212,5274910,6212,6064580
1213,6212,5274910,6212,6065230
1213,6212,5274910,6212,6066230
1213,6212,5274910,6212,6067230
1213,6212,5274910,6212,6068230
1213,6212,5274910,6212,6069230
1213,6212,5275230,6212,6069550
1213,6212,5275230,6212,6069550
1213,6212,5275230,6212,6069550
1213,6212,5275690,6212,6070010
1213,6212,5275690,6212,6071010
1213,6212,5275690,6212,6072010
1213,6212,5275690,6212,6072010
1213,6212,5275690,6212,6072480
1213,6212,5275690,6212,6072480
1213,6212,5275690,6212,6072950
1213,6212,5275690,6212,6073600
1213,6212,5275690,6212,6074600
1213,6212,5275690,6212,6075410
1213,6212,5275690,6212,6076220
1213,6212,5276010,6212,6076540
1213,6212,5276330,6212,6076860
1213,6212,5276330,6212,6077670
1213,6212,5276330,6212,6078670
1213,6212,5276330,6212,6079140
1213,6212,5276330,6212,6079610
1213,6212,5276330,6212,6080420
1213,6212,5276330,6212,6081230
1213,6212,5276330,6212,6081700
1213,6212,5276330,6212,6082700
1213,6212,5276330,6212,6082700
1213,6212,5276650,6212,6083020
1213,6212,5276880,6212,6083250
1213,6212,5276880,6212,6083800
1213,6212,5276880,6212,6084800
1213,6212,5276880,6212,6085800
1213,6212,5276880,6212,6086270
1213,6212,5276880,6212,6086820
1213,6212,5277200,6212,6087140
1213,6212,5277200,6212,6088140
1213,6212,5277520,6212,6088460
1213,6212,5277520,6212,6088460
1213,6212,5277520,6212,6089460
1213,6212,5277520,6212,6089460
1213,6212,5277520,6212,6090460
1213,6212,5278110,6212,6091050
1213,6212,5278110,6212,6091860
1213,6212,5278110,6212,6092860
1213,6212,5278110,6212,6093860
1213,6212,5278110,6212,6093860
1213,6212,5278110,6212,6094860
1213,6212,5278110,6212,6095860
1213,6212,5278110,6212,6096670
1213,6212,5278110,6212,6097670
1213,6212,5278110,6212,6098140
1213,6212,5278110,6212,6099140
1213,6212,5278430,6212,6099460
1213,6212,5278430,6212,6100270
1213,6212,5278430,6212,6108270
1213,6212,5278430,6212,6108740
1213,6212,5278650,6212,6108960
1213,6212,5278650,6212,6109960
1213,6212,5278880,6212,6110190
1213,6212,5278880,6212,6110190
1213,6212,5278880,6212,6111190
1213,6212,5278880,6212,6111660
1213,6212,5279100,6212,6111880
1213,6212,5279100,6212,6112690
1213,6212,5279100,6212,6113690
1213,6212,5279100,6212,6114690
1213,6212,5279100,6212,6115690
1213,6212,5279100,6212,6116690
1213,6212,5279100,6212,6117340
1213,6212,5279100,6212,6117810
1213,6212,5279100,6212,6118810
1213,6212,5279420,6212,6119130
1213,6212,5279420,6212,6120130
1213,6212,5279880,6212,6120590
1213,6212,5279880,6212,6121400
1213,6212,5279880,6212,6122210
1213,6212,5279880,6212,6123020
1213,6212,5280340,6212,6123480
1213,6212,5280340,6212,6124480
1213,6212,5280340,6212,6124950
1213,6212,5280340,6212,6125760
1213,6212,5280340,6212,6126230
1213,6212,5280340,6212,6127040
1213,6212,5280340,6212,6128040
1213,6212,5280340,6212,6128040
1213,6212,5280340,6212,6129040
1213,6212,5280340,6212,6129040
1213,6212,5280340,6212,6130040
1213,6212,5280340,6212,6131040
1213,6212,5280340,6212,6132040
1213,6212,5280340,6212,6132510
1213,6212,5280340,6212,6133320
1213,6212,5280340,6212,6133320
1213,6212,5280340,6212,6133320
1213,6212,5280340,6212,6134320
1213,6212,5280570,6212,6134550
1213,6212,5280570,6212,6135360
1213,6212,5280570,6212,6136360
1213,6212,5280570,6212,6137010
1213,6212,5280570,6212,6137010
1213,6212,5280790,6212,6137230
1213,6212,5280790,6212,6138230
1213,6212,5280790,6212,6138700
1213,6212,5280790,6212,6139510
1213,6212,5280790,6212,6139980
1213,6212,5280790,6212,6140980
1213,6212,5280790,6212,6141790
1213,6212,5280790,6212,6142790
1213,6212,5280790,6212,6143600
1213,6212,5280790,6212,6144070
1213,6212,5280790,6212,6145070
1213,6212,5281110,6212,6145390
1213,6212,5281440,6212,6145720
1213,6212,5281440,6212,6146720
1213,6212,5281760,6212,6147040
1213,6212,5281760,6212,6147690
1213,6212,5281760,6212,6148160
1213,6212,5281760,6212,6149160
1213,6212,5281920,6212,6149320
1213,6212,5281920,6212,6150130
1213,6212,5281920,6212,6150940
1213,6212,5281920,6212,6151940
1213,6212,5282150,6212,6152170
1213,6212,5282150,6212,6152980
1213,6212,5282150,6212,6153450
1213,6212,5282150,6212,6153450
1213,6212,5282470,6212,6153770
1213,6212,5282470,6212,6154770
1213,6212,5282790,6212,6155090
1213,6212,5282790,6212,6155900
1213,6212,5282790,6212,6156550
1213,6212,5282790,6212,6157360
1213,6212,5282790,6212,6157830
1213,6212,5282790,6212,6158830
1213,6212,5282790,6212,6159830
1213,6212,5282790,6212,6160830
1213,6212,5282790,6212,6161300
1213,6212,5282790,6212,6161300
1213,6212,5282790,6212,6162110
1213,6212,5282790,6212,6163110
1213,6212,5282790,6212,6163110
1213,6212,5282790,6212,6163580
1213,6212,5282790,6212,6163580
1213,6212,5282790,6212,6164050
1213,6212,5282790,6212,6164860
1213,6212,5282790,6212,6165410
1213,6212,5282790,6212,6166410
1213,6212,5282790,6212,6167410
1213,6212,5282790,6212,6167410
1213,6212,5282790,6212,6168410
1213,6212,5282790,6212,6168410
1213,6212,5282790,6212,6169060
1213,6212,5282790,6212,6170060
1213,6212,5282790,6212,6171060
1213,6212,5282790,6212,6172060
1213,6212,5282790,6212,6172060
1213,6212,5282790,6212,6173060
1213,6212,5283020,6212,6173290
1213,6212,5283020,6212,6174290
1213,6212,5283020,6212,6175290
1213,6212,5283020,6212,6176290
1213,6212,5283250,6212,6176520
1213,6212,5283250,6212,6177330
1213,6212,5283250,6212,6177800
1213,6212,5283250,6212,6178610
1213,6212,5283250,6212,6179610
1213,6212,5283480,6212,6179840
1213,6212,5283480,6212,6179840
1213,6212,5283480,6212,6180840
1213,6212,5283480,6212,6181650
1213,6212,5283480,6212,6181650
1213,6212,5283940,6212,6182110
1213,6212,5283940,6212,6182110
1213,6212,5283940,6212,6183110
1213,6212,5283940,6212,6184110
1213,6212,5283940,6212,6184580
1213,6212,5283940,6212,6184580
1213,6212,5283940,6212,6185580
1213,6212,5283940,6212,6186390
1213,6212,5283940,6212,6187390
1213,6212,5283940,6212,6187860
1213,6212,5283940,6212,6188860
1213,6212,5283940,6212,6189510
1213,6212,5283940,6212,6189510
1213,6212,5283940,6212,6190320
1213,6212,5283940,6212,6191320
1213,6212,5283940,6212,6192130
1213,6212,5283940,6212,6193130
1213,6212,5283940,6212,6194130
1213,6212,5283940,6212,6195130
1213,6212,5283940,6212,6195780
1213,6212,5283940,6212,6196590
1213,6212,5284400,6212,6197050
1213,6212,5284400,6212,6198050
1213,6212,5284400,6212,6199050
1213,6212,5284400,6212,6200050
1213,6212,5284400,6212,6201050
1213,6212,5284400,6212,6202050
1213,6212,5284400,6212,6203050
1213,6212,5284400,6212,6204050
1213,6212,5284400,6212,6205050
1213,6212,5284400,6212,6205700
1213,6212,5284400,6212,6206700
1213,6212,5284400,6212,6206700
1213,6212,5284400,6212,6207170
1213,6212,5284400,6212,6208170
1213,6212,5284400,6212,6209170
1213,6212,5284400,6212,6210170
1213,6212,5284400,6212,6211170
1213,6212,5284400,6212,6212170
1213,6212,5284400,6212,6212980
1213,6212,5284400,6212,6213980
1213,6212,5284400,6212,6214450
1213,6212,5284400,6212,6215450
1213,6212,5284400,6212,6215450
1213,6212,5284400,6212,6216450
1213,6212,5284400,6212,6217100
1213,6212,5284400,6212,6218100
1213,6212,5284770,6212,6218470
1213,6212,5284770,6212,6218470
1213,6212,5284770,6212,6219470
1213,6212,5284770,6212,6220280
1213,6212,5284770,6212,6221090
1213,6212,5284770,6212,6221090
1213,6212,5284770,6212,6221090
1213,6212,5285360,6212,6221680
1213,6212,5285680,6212,6222000
1213,6212,5285680,6212,6222000
1213,6212,5285680,6212,6222000
1213,6212,5285680,6212,6222650
1213,6212,5285680,6212,6223460
1213,6212,5286270,6212,6224050
1213,6212,5286430,6212,6224210
1213,6212,5286430,6212,6225210
1213,6212,5286430,6212,6226210
1213,6212,5286430,6212,6226210
1213,6212,5286430,6212,6227210
1213,6212,5286430,6212,6228210
1213,6212,5286430,6212,6229210
1213,6212,5286430,6212,6229680
1213,6212,5286430,6212,6229680
1213,6212,5286750,6212,6230000
1213,6212,5286750,6212,6230000
1213,6212,5286750,6212,6231000
1213,6212,5286750,6212,6231000
1213,6212,5286750,6212,6232000
1213,6212,5286750,6212,6233000
1213,6212,5286750,6212,6234000
1213,6212,5286750,6212,6235000
1213,6212,5286750,6212,6235810
1213,6212,5286750,6212,6236620
1213,6212,5286750,6212,6237620
1213,6212,5286750,6212,6238620
1213,6212,5287210,6212,6239080
1213,6212,5287210,6212,6239890
1213,6212,5287530,6212,6240210
1213,6212,5287530,6212,6241210
1213,6212,5287530,6212,6242020
1213,6212,5287530,6212,6242830
1213,6212,5287990,6212,6243290
1213,6212,5288100,6212,6243400
1213,6212,5288100,6212,6243870
1213,6212,5288100,6212,6244870
1213,6212,5288100,6212,6244870
1213,6212,5288100,6212,6245870
1213,6212,5288100,6212,6246420
1213,6212,5288470,6212,6246790
1213,6212,5288470,6212,6247790
1213,6212,5288470,6212,6248790
1213,6212,5288470,6212,6249790
1213,6212,5288470,6212,6250260
1213,6212,5288470,6212,6251260
1213,6212,5288470,6212,6252260
1213,6212,5288470,6212,6253260
1213,6212,5288470,6212,6253810
1213,6212,5288470,6212,6253810
1213,6212,5288470,6212,6254810
1213,6212,5288700,6212,6255040
1213,6212,5288700,6212,6256040
1213,6212,5288700,6212,6256510
1213,6212,5289020,6212,6256830
1213,6212,5289020,6212,6257640
1213,6212,5289020,6212,6258450
1213,6212,5289020,6212,6258920
1213,6212,5289020,6212,6259380
1213,6212,5289020,6212,6259380
1213,6212,5289020,6212,6260190
1213,6212,5289020,6212,6261190
1213,6212,5289020,6212,6261660
1213,6212,5289020,6212,6262660
1213,6212,5289500,6212,6263140
1213,6212,5289500,6212,6264140
1213,6212,5289500,6212,6265140
1213,6212,5289500,6212,6265610
1213,6212,5289500,6212,6266080
1213,6212,5289500,6212,6267080
1213,6212,5289500,6212,6267730
1213,6212,5290090,6212,6268320
1213,6212,5290090,6212,6269320
1213,6212,5290090,6212,6270130
1213,6212,5290090,6212,6270130
1213,6212,5290090,6212,6271130
1213,6212,5290090,6212,6271130
1213,6212,5290090,6212,6271940
1213,6212,5290090,6212,6272940
1213,6212,5290320,6212,6273170
1213,6212,5290320,6212,6273980
1213,6212,5290320,6212,6274980
1213,6212,5290320,6212,6275980
1213,6212,5290640,6212,6276300
1213,6212,5290640,6212,6277300
1213,6212,5290640,6212,6278300
1213,6212,5290640,6212,6279300
1213,6212,5290640,6212,6280300
1213,6212,5290640,6212,6281110
1213,6212,5290640,6212,6281760
1213,6212,5290640,6212,6282760
1213,6212,5290640,6212,6283570
1213,6212,5290640,6212,6284570
1213,6212,5290640,6212,6285570
1213,6212,5290640,6212,6286380
1213,6212,5290640,6212,6287380
1213,6212,5290640,6212,6288380
1213,6212,5290640,6212,6289380
1213,6212,5290640,6212,6290380
1213,6212,5290960,6212,6290700
1213,6212,5290960,6212,6291510
1213,6212,5290960,6212,6292510
1213,6212,5290960,6212,6293510
1213,6212,5291420,6212,6293970
1213,6212,5291420,6212,6294970
1213,6212,5291420,6212,6295440
1213,6212,5291420,6212,6296440
1213,6212,5291880,6212,6296900
1213,6212,5291880,6212,6296900
1213,6212,5291880,6212,6297370
1213,6212,5291880,6212,6297830
1213,6212,5292200,6212,6298150
1213,6212,5292200,6212,6299150
1213,6212,5292520,6212,6299470
1213,6212,5292520,6212,6300470
1213,6212,5292520,6212,6301470
1213,6212,5292520,6212,6302120
1213,6212,5292520,6212,6302930
1213,6212,5292520,6212,6303930
1213,6212,5292520,6212,6304400
1213,6212,5292520,6212,6304400
1213,6212,5292750,6212,6304630
1213,6212,5292750,6212,6304630
1213,6212,5292750,6212,6305440
1213,6212,5292750,6212,6306090
1213,6212,5292750,6212,6307090
1213,6212,5292750,6212,6308090
1213,6212,5292750,6212,6308900
1213,6212,5292750,6212,6309900
1213,6212,5292750,6212,6310900
1213,6212,5293120,6212,6311270
1213,6212,5293120,6212,6312080
1213,6212,5293440,6212,6312400
1213,6212,5293790,6212,6312750
1213,6212,5293790,6212,6313210
1213,6212,5293790,6212,6313680
1213,6212,5293790,6212,6314680
1213,6212,5293790,6212,6315490
1213,6212,5294110,6212,6315810
1213,6212,5294110,6212,6316620
1213,6212,5294270,6212,6316780
1213,6212,5294270,6212,6317780
1213,6212,5294270,6212,6318780
1213,6212,5294270,6212,6319780
1213,6212,5294590,6212,6320100
1213,6212,5294590,6212,6321100
1213,6212,5294590,6212,6322100
1213,6212,5294820,6212,6322330
1213,6212,5294820,6212,6323330
1213,6212,5295140,6212,6323650
1213,6212,5295140,6212,6324650
1213,6212,5295140,6212,6325650
1213,6212,5295140,6212,6326650
1213,6212,5295140,6212,6327200
1213,6212,5295140,6212,6327670
1213,6212,5295250,6212,6327780
1213,6212,5295250,6212,6328430
1213,6212,5295250,6212,6328430
1213,6212,5295250,6212,6329430
1213,6212,5295620,6212,6329800
1213,6212,5295620,6212,6330610
1213,6212,5295620,6212,6330610
1213,6212,5295620,6212,6331610
1213,6212,5296210,6212,6332200
1213,6212,5296210,6212,6332750
1213,6212,5296210,6212,6333560
1213,6212,5296210,6212,6334370
1213,6212,5296210,6212,6335370
1213,6212,5296210,6212,6335370
1213,6212,5296210,6212,6335370
1213,6212,5296210,6212,6335840
1213,6212,5296370,6212,6336000
1213,6212,5296370,6212,6337000
1213,6212,5296690,6212,6337320
1213,6212,5296690,6212,6337780
1213,6212,5296690,6212,6338590
1213,6212,5296690,6212,6339400
1213,6212,5296690,6212,6340400
1213,6212,5296690,6212,6341210
1213,6212,5296690,6212,6342210
1213,6212,5296690,6212,6342680
1213,6212,5296690,6212,6343680
1213,6212,5296690,6212,6344680
1213,6212,5296690,6212,6345680
1213,6212,5296850,6212,6345840
1213,6212,5296850,6212,6346650
1213,6212,5296850,6212,6347650
1213,6212,5296850,6212,6348460
1213,6212,5296850,6212,6348930
1213,6212,5296850,6212,6349400
1213,6212,5296850,6212,6350400
1213,6212,5296850,6212,6351400
1213,6212,5296850,6212,6351870
1213,6212,5296850,6212,6352680
1213,6212,5296850,6212,6353150
1213,6212,5296850,6212,6353620
1213,6212,5296850,6212,6354620
1213,6212,5296850,6212,6355620
1213,6212,5296850,6212,6356620
1213,6212,5296850,6212,6357620
1213,6212,5296850,6212,6357620
1213,6212,5296850,6212,6358620
1213,6212,5296850,6212,6359620
1213,6212,5296850,6212,6360090
1213,6212,5296850,6212,6360550
1213,6212,5296850,6212,6361550
1213,6212,5296850,6212,6362550
1213,6212,5296850,6212,6363550
1213,6212,5296850,6212,6364010
1213,6212,5296850,6212,6364480
1213,6212,5296850,6212,6364480
1213,6212,5296850,6212,6365290
1213,6212,5296850,6212,6365290
1213,6212,5296850,6212,6366100
1213,6212,5296850,6212,6366100
1213,6212,5296850,6212,6366750
1213,6212,5296850,6212,6367750
1213,6212,5296850,6212,6368750
1213,6212,5296850,6212,6369750
1213,6212,5296850,6212,6370220
1213,6212,5296850,6212,6370220
1213,6212,5296850,6212,6371220
1213,6212,5296850,6212,6372220
1213,6212,5296850,6212,6373220
1213,6212,5296850,6212,6374220
1213,6212,5296850,6212,6375220
1213,6212,5297080,6212,6375450
1213,6212,5297670,6212,6376040
1213,6212,5297670,6212,6376040
1213,6212,5297830,6212,6376200
1213,6212,5297830,6212,6376200
1213,6212,5297830,6212,6376200
1213,6212,5297830,6212,6377010
1213,6212,5297830,6212,6378010
1213,6212,5297830,6212,6378820
1213,6212,5297830,6212,6379820
1213,6212,5297830,6212,6380370
1213,6212,5297830,6212,6380370
1213,6212,5297830,6212,6380830
1213,6212,5297830,6212,6381640
1213,6212,5297830,6212,6382640
1213,6212,5297830,6212,6383640
1213,6212,5297830,6212,6384640
1213,6212,5297830,6212,6385640
1213,6212,5297830,6212,6386640
1213,6212,5297830,6212,6386640
1213,6212,5297830,6212,6387640
1213,6212,5297830,6212,6387640
1213,6212,5298060,6212,6387870
1213,6212,5298060,6212,6387870
1213,6212,5298060,6212,6387870
1213,6212,5298060,6212,6388680
1213,6212,5298060,6212,6389680
1213,6212,5298060,6212,6390680
1213,6212,5298060,6212,6391680
1213,6212,5298060,6212,6392490
1213,6212,5298060,6212,6392950
1213,6212,5298060,6212,6393500
1213,6212,5298060,6212,6394310
1213,6212,5298060,6212,6395120
1213,6212,5298430,6212,6395490
1213,6212,5298430,6212,6395490
1213,6212,5298430,6212,6396300
1213,6212,5298660,6212,6396530
1213,6212,5298660,6212,6397530
