ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1071733.29,21.9,8.31,282004.99,5.76
1071733.29,21.9,8.31,282003.76,5.76
1071783.74,21.9,8.31,281990.89,5.76
1072024.31,21.91,8.32,281990.47,5.76
1071888.41,21.91,8.32,281843.97,5.76
1072084.97,21.92,8.33,282237.77,5.77
1072084.97,21.92,8.33,282260.13,5.77
1071949.07,21.92,8.33,282260.13,5.77
1071746.59,21.92,8.33,282177.87,5.77
1071610.68,21.92,8.33,282177.51,5.77
1071452.0,21.92,8.33,282185.86,5.77
1071657.39,21.92,8.33,282272.16,5.77
1071411.78,21.92,8.33,281911.99,5.77
1071411.78,21.92,8.33,281755.35,5.76
1071627.44,21.93,8.34,281756.69,5.76
1071371.83,21.92,8.33,281705.38,5.76
1071551.53,21.93,8.34,281727.35,5.77
1071731.24,21.93,8.34,282259.21,5.78
1071595.33,21.94,8.35,282258.79,5.78
1071791.9,21.94,8.35,282293.0,5.78
1071842.35,21.95,8.36,282368.27,5.78
1071842.35,21.95,8.36,282270.96,5.78
1072038.91,21.95,8.36,282312.05,5.78
1072218.62,21.96,8.37,282329.45,5.78
1072404.28,21.96,8.37,282700.41,5.79
1072268.37,21.97,8.37,282703.9,5.79
1072098.7,21.96,8.37,282460.85,5.79
1072278.41,21.97,8.38,282460.48,5.79
1072328.86,21.97,8.38,282461.98,5.79
1072534.25,21.98,8.39,283008.58,5.8
1072713.95,21.99,8.4,283015.07,5.8
1072910.52,21.99,8.4,282965.86,5.8
1073090.22,22.0,8.41,282986.09,5.8
1072833.75,22.0,8.4,282821.46,5.8
1072806.27,22.0,8.41,282962.12,5.8
1072806.27,22.0,8.41,282962.12,5.8
1072985.98,22.0,8.41,282954.06,5.8
1073165.68,22.01,8.42,283798.18,5.82
1072990.1,22.0,8.41,283798.18,5.82
1072854.19,22.01,8.42,283798.18,5.82
1073027.94,22.01,8.42,283797.76,5.82
1073078.39,22.02,8.43,283878.14,5.82
1072769.27,22.01,8.42,283372.66,5.82
1073078.18,22.02,8.43,283418.87,5.82
1073078.18,22.02,8.43,283411.19,5.82
1073128.63,22.03,8.44,283433.07,5.82
1072992.72,22.03,8.44,283283.34,5.82
1073152.4,22.04,8.44,283480.36,5.82
1073392.97,22.04,8.45,283488.66,5.82
1073572.67,22.05,8.46,283541.09,5.82
1073483.06,22.05,8.46,283468.29,5.82
1073668.72,22.05,8.46,283802.52,5.83
1073719.17,22.06,8.47,283802.47,5.83
1073898.88,22.06,8.47,283922.62,5.83
1073898.88,22.06,8.47,284067.85,5.84
1073643.26,22.06,8.47,283779.64,5.83
1073802.94,22.07,8.47,283753.82,5.83
1073802.94,22.07,8.47,283857.92,5.83
1073802.94,22.07,8.47,283857.92,5.83
1073667.03,22.07,8.48,283801.94,5.83
1073863.6,22.07,8.48,283812.12,5.83
1074043.31,22.08,8.49,283942.84,5.84
1074093.75,22.08,8.49,283942.79,5.84
1074144.2,22.09,8.5,283941.38,5.84
1074323.91,22.09,8.5,283958.77,5.84
1074374.36,22.1,8.51,283958.77,5.84
1074374.36,22.1,8.51,283810.47,5.84
1074554.06,22.1,8.51,283810.09,5.84
1074604.51,22.11,8.52,283810.09,5.84
1074784.22,22.11,8.52,283809.72,5.84
1074834.67,22.12,8.53,283809.72,5.84
1075014.37,22.13,8.53,283812.84,5.84
1075014.37,22.13,8.53,283760.09,5.84
1074758.76,22.12,8.53,284301.47,5.85
1074758.76,22.12,8.53,284210.95,5.85
1074938.46,22.13,8.54,284228.32,5.85
1075124.12,22.13,8.54,284199.94,5.85
1075309.79,22.14,8.55,284237.39,5.85
1075309.79,22.14,8.55,284236.23,5.85
1075489.49,22.15,8.56,284235.85,5.85
1075669.2,22.15,8.56,284827.73,5.87
1075746.03,22.16,8.57,284253.01,5.85
1075796.48,22.16,8.57,284234.81,5.86
1075846.93,22.17,8.58,283997.99,5.85
1075711.02,22.17,8.58,284121.22,5.86
1075761.47,22.17,8.58,284121.22,5.86
1075811.92,22.18,8.59,284349.56,5.86
1075862.37,22.18,8.59,284347.03,5.86
1075912.82,22.19,8.6,284347.03,5.86
1075963.27,22.19,8.6,284372.02,5.87
1076174.76,22.2,8.61,285514.81,5.89
1076225.21,22.2,8.61,285513.36,5.89
1076275.66,22.21,8.62,285512.98,5.89
1076326.11,22.21,8.62,285512.98,5.89
1076376.56,22.22,8.63,288122.28,5.95
1076573.12,22.22,8.63,288142.11,5.95
1076370.65,22.22,8.63,288470.24,5.96
1076556.31,22.23,8.64,288488.42,5.96
1076736.02,22.23,8.64,288488.42,5.96
1076915.72,22.24,8.65,288480.37,5.96
1076915.72,22.24,8.65,288341.92,5.95
1076968.93,22.24,8.65,288828.36,5.96
1077019.37,22.25,8.65,288828.31,5.97
1077069.82,22.25,8.66,288862.55,5.97
1077059.55,22.25,8.66,289039.03,5.97
1077110.0,22.26,8.67,289402.86,5.98
1077269.68,22.26,8.67,289402.48,5.98
1077133.77,22.26,8.67,289379.45,5.98
1077133.77,22.26,8.67,289396.83,5.98
1077313.48,22.27,8.68,289410.68,5.98
1077493.18,22.28,8.69,289441.12,5.98
1077505.02,22.28,8.69,290671.59,6.01
1077701.59,22.28,8.69,290671.59,6.01
1077861.27,22.29,8.7,290671.15,6.01
1077911.72,22.29,8.7,290883.06,6.02
1078091.42,22.3,8.71,290885.17,6.02
1078091.42,22.3,8.71,291200.28,6.02
1078091.42,22.3,8.71,291200.28,6.02
1078271.13,22.3,8.71,291258.28,6.02
1078467.69,22.31,8.72,291292.49,6.03
1078627.37,22.32,8.73,291292.49,6.03
1078807.08,22.32,8.73,291885.85,6.04
1078671.17,22.32,8.73,291885.85,6.04
1078850.88,22.33,8.74,292007.73,6.04
1079030.58,22.34,8.75,292044.59,6.05
1079077.94,22.34,8.75,291702.89,6.04
1079128.39,22.35,8.75,291702.89,6.04
1079178.84,22.35,8.76,291975.48,6.05
1079358.55,22.36,8.77,292239.67,6.05
1080476.31,22.38,8.79,291622.23,6.04
1080340.4,22.38,8.79,291655.24,6.04
1080579.31,22.39,8.8,293042.62,6.07
1080629.75,22.4,8.81,293042.62,6.07
1080680.2,22.4,8.81,293433.34,6.08
1080730.65,22.41,8.82,293433.29,6.08
1080781.1,22.41,8.82,293464.71,6.09
1080781.1,22.41,8.82,294445.16,6.11
1080977.67,22.42,8.83,294444.74,6.11
1081028.12,22.42,8.83,294442.62,6.11
1081337.02,22.43,8.84,294488.83,6.11
1081533.59,22.44,8.84,294787.29,6.12
1081573.69,22.44,8.85,294467.86,6.11
1081753.4,22.44,8.85,294486.74,6.11
1081665.05,22.44,8.85,294395.97,6.11
1081538.55,22.44,8.85,294489.67,6.11
1080994.92,22.45,8.86,294918.95,6.13
1081045.37,22.46,8.87,295045.36,6.13
1081205.05,22.46,8.87,295045.36,6.13
1081522.55,22.47,8.88,294751.16,6.12
1081620.27,22.48,8.89,294690.42,6.12
1081364.66,22.47,8.88,294601.85,6.12
1081228.75,22.48,8.88,294601.48,6.12
1081467.44,22.48,8.89,295041.17,6.13
1081647.14,22.49,8.9,295228.33,6.14
1081610.37,22.49,8.9,295201.14,6.14
1081770.05,22.5,8.9,295247.93,6.14
1081634.14,22.5,8.91,295234.65,6.14
1081872.83,22.51,8.91,295234.65,6.14
1081923.28,22.51,8.92,295234.65,6.14
1081787.37,22.51,8.92,295377.14,6.15
1081837.82,22.52,8.93,295379.67,6.15
1082053.48,22.52,8.93,295413.93,6.15
1082053.48,22.52,8.93,295413.51,6.15
1082233.19,22.53,8.94,295422.73,6.15
1082097.28,22.53,8.94,295430.91,6.15
1082276.99,22.54,8.95,295457.59,6.15
1082515.67,22.54,8.95,295931.33,6.16
1082566.12,22.55,8.96,295930.94,6.16
1082616.57,22.55,8.96,295998.41,6.17
1082802.23,22.56,8.97,296238.08,6.17
1082626.01,22.56,8.97,295818.69,6.16
1082805.72,22.57,8.98,295833.44,6.17
1082965.4,22.57,8.98,295856.85,6.17
1083015.85,22.58,8.99,296611.96,6.18
1083221.24,22.58,8.99,296297.0,6.18
1083085.33,22.59,9.0,296918.2,6.19
1083265.03,22.59,9.0,296917.82,6.19
1083129.13,22.59,9.0,297000.18,6.2
1083308.83,22.6,9.01,297163.9,6.2
1083359.28,22.6,9.01,297290.32,6.2
1083555.85,22.61,9.02,297294.24,6.2
1083606.3,22.62,9.02,297285.79,6.2
1083606.3,22.62,9.02,297272.43,6.2
1083656.75,22.62,9.03,297335.39,6.21
1083707.19,22.63,9.03,297461.8,6.21
1083886.9,22.63,9.04,297461.38,6.21
1083937.35,22.64,9.05,297461.38,6.21
1083987.8,22.64,9.05,297581.31,6.22
1084038.25,22.65,9.06,297081.76,6.21
1084085.61,22.65,9.06,296740.06,6.2
1084282.17,22.66,9.07,296740.06,6.2
1084173.07,22.66,9.06,296971.62,6.21
1084352.78,22.66,9.07,297020.62,6.21
1084014.34,22.66,9.07,296631.29,6.2
1083878.43,22.66,9.07,296631.29,6.2
1083928.88,22.66,9.07,296505.21,6.2
1084169.45,22.67,9.08,296647.2,6.2
1084219.9,22.68,9.09,296647.2,6.2
1084270.35,22.68,9.09,296647.2,6.21
1084450.05,22.69,9.1,296646.82,6.21
1084690.62,22.69,9.1,296737.13,6.21
1084690.62,22.69,9.1,296737.13,6.21
1084741.07,22.7,9.11,296574.19,6.21
1084741.07,22.7,9.11,296547.09,6.21
1084791.52,22.7,9.11,296547.06,6.21
1084951.2,22.71,9.12,297015.7,6.22
1084815.29,22.71,9.12,297015.28,6.22
1084989.04,22.72,9.13,297033.37,6.22
1084853.14,22.72,9.13,297033.37,6.22
1085068.8,22.73,9.13,297035.64,6.22
1085068.8,22.73,9.13,297057.44,6.22
1085119.24,22.73,9.14,297057.69,6.22
1085399.55,22.74,9.15,296710.26,6.22
1085399.55,22.74,9.15,296666.72,6.22
1085263.65,22.74,9.15,296666.72,6.22
1085449.31,22.75,9.16,296498.93,6.21
1085645.87,22.75,9.16,296520.13,6.21
1085825.58,22.76,9.17,296519.75,6.22
1086005.28,22.77,9.18,296563.11,6.22
1086055.73,22.77,9.18,296563.11,6.22
1086106.18,22.78,9.19,296562.25,6.22
1086344.87,22.78,9.19,296565.03,6.22
1086550.26,22.79,9.2,296908.66,6.23
1086600.71,22.8,9.21,296906.78,6.23
1086797.27,22.8,9.21,296906.78,6.23
1086847.72,22.81,9.22,296906.78,6.23
1087044.29,22.81,9.22,296945.18,6.23
1086908.38,22.81,9.22,296798.68,6.23
1086961.59,22.82,9.23,297134.65,6.24
1086983.98,22.82,9.23,297392.18,6.24
1087143.66,22.82,9.23,297680.14,6.25
1087194.11,22.83,9.24,297928.27,6.26
1087028.52,22.83,9.23,297895.64,6.26
1087208.23,22.83,9.24,297908.39,6.26
1087208.23,22.83,9.24,297930.83,6.26
1087387.93,22.84,9.25,298336.67,6.27
1087438.38,22.84,9.25,298834.37,6.28
1087678.95,22.85,9.26,298833.95,6.28
1087864.61,22.85,9.26,298839.25,6.28
1087680.04,22.85,9.26,299333.07,6.29
1087680.04,22.85,9.26,299420.46,6.29
1087925.5,22.86,9.27,299480.63,6.29
1088122.07,22.86,9.27,299484.55,6.29
1088337.73,22.87,9.28,299430.76,6.29
1088534.29,22.88,9.29,299464.97,6.29
1088714.0,22.88,9.29,299464.94,6.29
1088893.7,22.89,9.3,299479.7,6.3
1089053.38,22.9,9.3,299587.5,6.3
1089233.09,22.9,9.31,299928.11,6.31
1089794.46,22.92,9.32,300348.18,6.32
1089658.55,22.92,9.33,301013.17,6.33
1089709.0,22.92,9.33,301012.79,6.33
1089888.71,22.93,9.34,301012.79,6.33
1090104.37,22.93,9.34,301013.9,6.33
1090284.07,22.94,9.35,301001.23,6.33
1090463.78,22.95,9.36,301520.19,6.34
1090514.23,22.95,9.36,301490.5,6.35
1090693.93,22.96,9.37,301654.22,6.35
1090890.5,22.96,9.37,301653.8,6.35
1090940.95,22.97,9.38,301683.45,6.35
1090940.95,22.97,9.38,302180.75,6.36
1090786.12,22.97,9.38,302329.73,6.37
1091607.25,22.99,9.4,302464.8,6.37
1091786.96,22.99,9.4,302522.79,6.37
1091786.96,22.99,9.4,302474.69,6.37
1091837.41,23.0,9.41,302474.69,6.37
1092017.11,23.0,9.41,302474.31,6.37
1092176.79,23.01,9.42,302472.38,6.37
1092336.47,23.02,9.43,302492.95,6.37
1092386.92,23.02,9.43,302518.7,6.38
1092566.62,23.03,9.44,302535.73,6.38
1092763.19,23.03,9.44,303376.21,6.39
1092813.64,23.04,9.45,303391.1,6.4
1092993.34,23.05,9.45,303374.48,6.4
1092851.93,23.04,9.45,303298.44,6.4
1092851.93,23.04,9.45,303442.63,6.4
1093031.64,23.05,9.46,303335.54,6.4
1092905.14,23.05,9.46,303253.29,6.4
1092748.78,23.05,9.46,303252.67,6.4
1092799.23,23.05,9.46,303252.67,6.4
1092849.68,23.06,9.47,303252.67,6.4
1092821.23,23.06,9.47,303377.47,6.4
1093000.94,23.06,9.47,304614.77,6.43
1093180.64,23.07,9.48,304611.1,6.43
1093360.35,23.08,9.48,304610.67,6.43
1093224.44,23.08,9.49,304664.45,6.43
1093404.15,23.08,9.49,304631.44,6.43
1093454.6,23.09,9.5,304646.25,6.43
1093640.26,23.09,9.5,304645.88,6.43
1093678.87,23.1,9.51,304436.76,6.43
1093678.87,23.1,9.51,304342.52,6.43
1093858.57,23.11,9.52,304985.69,6.44
1093909.02,23.11,9.52,304985.69,6.44
1093959.47,23.12,9.53,305183.14,6.45
1094009.92,23.12,9.53,305573.85,6.46
1094189.62,23.13,9.54,305573.85,6.46
1094369.33,23.13,9.54,305744.03,6.46
1094549.03,23.14,9.55,305750.53,6.46
1094599.48,23.14,9.55,305876.94,6.47
1094796.05,23.15,9.56,305893.52,6.47
1094955.73,23.16,9.57,306110.9,6.47
1095006.18,23.16,9.57,306960.5,6.49
1095244.86,23.17,9.58,307021.27,6.49
1095424.57,23.18,9.58,307190.29,6.5
1095424.57,23.18,9.58,307200.39,6.5
1095173.0,23.17,9.58,306936.16,6.49
1095173.0,23.17,9.58,306918.78,6.49
1095223.45,23.18,9.59,306918.78,6.5
1095223.45,23.18,9.59,307152.06,6.5
1095420.02,23.18,9.59,307153.68,6.5
1095670.63,23.19,9.6,308003.2,6.52
1095867.19,23.2,9.6,308234.68,6.52
1096046.9,23.2,9.61,308337.32,6.53
1096252.29,23.21,9.62,308336.93,6.53
1095996.68,23.21,9.61,308057.11,6.52
1096202.07,23.21,9.62,308061.43,6.52
1095950.5,23.21,9.62,308090.0,6.52
1096000.95,23.21,9.62,308090.0,6.53
1096051.4,23.22,9.63,308087.95,6.53
1096101.85,23.22,9.63,308368.47,6.53
1096298.41,23.23,9.64,308368.47,6.53
1096478.12,23.24,9.65,308372.16,6.54
1096528.57,23.24,9.65,308459.47,6.54
1096723.77,23.25,9.66,309839.68,6.57
1096587.86,23.25,9.66,310123.74,6.58
1096451.95,23.25,9.66,310460.68,6.58
1096611.63,23.26,9.67,310829.32,6.59
1096791.33,23.27,9.68,310821.27,6.59
1096971.04,23.27,9.68,311653.71,6.61
1097009.65,23.28,9.69,311444.6,6.61
1097189.35,23.28,9.69,311556.74,6.61
1097369.06,23.29,9.7,311556.74,6.61
1097528.74,23.3,9.71,311556.32,6.61
1097277.44,23.29,9.7,311406.03,6.61
1097216.13,23.29,9.7,312444.44,6.63
1097080.22,23.3,9.7,312297.95,6.63
1096944.31,23.3,9.71,312299.36,6.63
1096808.4,23.3,9.71,312336.02,6.63
1097047.09,23.31,9.72,312334.63,6.64
1097097.54,23.31,9.72,312322.81,6.64
1097277.25,23.32,9.73,312315.28,6.64
1097515.93,23.33,9.74,312300.92,6.64
1097515.93,23.33,9.74,312218.67,6.64
1097566.38,23.33,9.74,312228.17,6.64
1097430.47,23.33,9.74,312237.28,6.64
1097179.18,23.33,9.74,312090.16,6.64
1097229.63,23.33,9.74,312079.67,6.64
1097004.81,23.33,9.74,311648.24,6.63
1097245.38,23.34,9.75,311651.54,6.63
1097405.06,23.35,9.76,311810.8,6.63
1097405.06,23.35,9.76,311810.8,6.63
1097405.06,23.35,9.76,311784.98,6.63
1097405.06,23.35,9.76,311784.98,6.63
1097455.51,23.35,9.76,311780.88,6.63
1097658.46,23.36,9.77,311983.82,6.64
1097708.91,23.36,9.77,311983.43,6.64
1097759.36,23.37,9.78,311983.43,6.64
1097759.36,23.37,9.78,311983.43,6.64
1097623.45,23.37,9.78,312171.99,6.65
1097803.15,23.38,9.78,312187.24,6.65
1097803.15,23.38,9.78,312187.24,6.65
1097853.6,23.38,9.79,312183.39,6.65
1098050.17,23.39,9.8,312516.01,6.66
1098050.17,23.39,9.8,312726.09,6.66
1098209.85,23.39,9.8,312726.92,6.66
1098260.3,23.4,9.81,312782.52,6.66
1098310.75,23.4,9.81,312782.52,6.66
1098201.11,23.4,9.81,312391.05,6.66
1098416.77,23.41,9.82,312392.51,6.66
1098416.77,23.41,9.82,312312.76,6.66
1098416.77,23.41,9.82,312312.76,6.66
1098596.47,23.42,9.82,312465.82,6.66
1098756.15,23.42,9.83,312466.78,6.66
1098806.6,23.43,9.84,312606.33,6.66
1098857.05,23.43,9.84,312610.84,6.67
1098907.5,23.44,9.85,312812.17,6.67
1098907.5,23.44,9.85,312623.3,6.67
1098771.59,23.44,9.85,313192.22,6.68
1098931.27,23.45,9.86,313192.22,6.68
1098973.85,23.45,9.86,313271.34,6.68
1099016.43,23.45,9.86,313271.58,6.68
1099202.09,23.46,9.86,313245.17,6.68
1099398.65,23.46,9.87,313244.75,6.68
1099595.22,23.47,9.88,313245.94,6.69
1099468.72,23.47,9.88,313245.37,6.69
1099468.72,23.47,9.88,313218.26,6.69
1099511.3,23.47,9.88,313433.98,6.69
1099422.96,23.47,9.88,313563.68,6.69
1099422.96,23.47,9.88,313570.9,6.69
1099287.05,23.47,9.88,313598.19,6.7
1099502.71,23.48,9.89,314149.67,6.71
1099553.16,23.48,9.89,314156.27,6.71
1099603.61,23.49,9.9,314142.66,6.71
1099405.19,23.49,9.9,313597.94,6.7
1099455.64,23.49,9.9,313597.94,6.7
1099615.32,23.5,9.91,313888.85,6.71
1099665.77,23.5,9.91,314055.85,6.71
1099414.4,23.5,9.91,314246.06,6.72
1099414.4,23.5,9.91,314246.06,6.72
1099278.49,23.5,9.91,314236.87,6.72
1099328.94,23.51,9.92,314236.87,6.72
1099544.6,23.52,9.93,314259.74,6.72
1099595.05,23.52,9.93,314259.7,6.72
1099754.73,23.53,9.94,314889.0,6.74
1099754.73,23.53,9.94,314888.99,6.74
1099754.73,23.53,9.94,314915.87,6.74
1099452.26,23.52,9.93,314418.56,6.73
1099648.82,23.53,9.94,314418.18,6.73
1099648.82,23.53,9.94,314606.65,6.73
1099699.27,23.54,9.95,314606.65,6.73
1099749.72,23.54,9.95,314606.65,6.73
1099749.72,23.54,9.95,314723.8,6.74
1099909.4,23.55,9.96,316162.76,6.77
1099773.49,23.55,9.96,315987.37,6.77
1099953.2,23.56,9.97,316658.58,6.78
1100003.65,23.56,9.97,316658.2,6.78
1099809.01,23.56,9.97,316657.81,6.78
1099859.46,23.56,9.97,316657.53,6.78
1099893.42,23.57,9.98,316656.14,6.79
1099893.42,23.57,9.98,316642.64,6.79
1100138.88,23.58,9.98,316642.27,6.79
1100318.59,23.58,9.99,316642.27,6.79
1100182.68,23.58,9.99,316641.84,6.79
1100312.19,23.59,10.0,316635.35,6.79
1100508.76,23.59,10.0,316634.93,6.79
1100688.46,23.6,10.01,316664.3,6.79
1100868.17,23.61,10.02,316681.4,6.79
1101047.88,23.61,10.02,316666.99,6.79
1100938.65,23.61,10.02,316666.99,6.79
1100938.65,23.61,10.02,316646.76,6.79
1101124.31,23.62,10.03,316648.17,6.79
1101304.01,23.62,10.03,316648.17,6.79
1101058.4,23.62,10.03,316624.76,6.79
1100922.49,23.62,10.03,316620.84,6.79
1101104.39,23.63,10.04,316844.47,6.8
1100968.48,23.63,10.04,316955.22,6.8
1101148.19,23.64,10.05,316955.22,6.8
1101038.55,23.64,10.05,317015.04,6.81
1101038.55,23.64,10.05,317016.28,6.81
1101218.25,23.64,10.05,317035.58,6.81
1100962.64,23.64,10.05,316767.01,6.8
1101142.35,23.65,10.06,316758.96,6.8
1101192.8,23.65,10.06,316758.96,6.8
1100937.18,23.65,10.06,316758.96,6.8
1100937.18,23.65,10.06,316853.78,6.81
1100937.18,23.65,10.06,316853.41,6.81
1101116.89,23.65,10.06,316853.41,6.81
1101332.55,23.66,10.07,316921.72,6.81
1101859.21,23.67,10.08,316927.46,6.81
1101859.21,23.67,10.08,316813.5,6.81
1101909.66,23.68,10.09,316816.52,6.81
1101909.66,23.68,10.09,316790.78,6.81
1102089.37,23.69,10.09,316790.4,6.81
1101953.46,23.69,10.1,316790.4,6.81
1101953.46,23.69,10.1,316790.4,6.81
1102133.17,23.69,10.1,316789.84,6.81
1102183.62,23.7,10.11,316789.84,6.81
1102242.82,23.7,10.11,317215.5,6.82
1102106.91,23.7,10.11,317307.42,6.82
1102145.52,23.71,10.12,320612.64,6.9
1101981.51,23.71,10.12,320666.81,6.9
1101981.51,23.71,10.12,320509.23,6.9
1102031.96,23.71,10.12,320509.23,6.9
1101720.39,23.71,10.12,320637.38,6.9
1101720.39,23.71,10.12,320450.46,6.9
1101720.39,23.71,10.12,320376.81,6.89
1101770.84,23.71,10.12,320374.01,6.9
1101821.29,23.72,10.13,320373.97,6.9
1101871.74,23.72,10.13,320598.84,6.9
1102057.4,23.73,10.14,320823.73,6.91
1102028.96,23.73,10.14,320842.59,6.91
1102079.41,23.74,10.15,320841.81,6.91
1102079.41,23.74,10.15,320818.78,6.91
1102275.97,23.74,10.15,321505.24,6.93
1102326.42,23.75,10.16,321504.85,6.93
1102506.13,23.75,10.16,321504.85,6.93
1102142.55,23.75,10.16,320898.1,6.92
1102193.0,23.76,10.17,321133.18,6.92
1102433.57,23.76,10.17,321229.93,6.92
1101889.94,23.77,10.18,322004.48,6.95
1102069.64,23.78,10.19,321996.43,6.95
1102249.35,23.78,10.19,322005.8,6.95
1102299.8,23.79,10.2,322017.21,6.95
1102034.21,23.79,10.19,321578.32,6.94
1102279.67,23.79,10.2,321587.47,6.94
1102279.67,23.79,10.2,321557.51,6.94
1102330.12,23.8,10.21,321557.51,6.94
1102568.81,23.8,10.21,321557.09,6.94
1102432.9,23.81,10.22,322235.31,6.96
1102483.35,23.81,10.22,322235.31,6.96
1102663.06,23.82,10.23,322235.41,6.96
1102527.15,23.82,10.23,322232.12,6.96
1102765.84,23.83,10.24,322257.09,6.96
1102816.29,23.83,10.24,322408.33,6.97
1102866.73,23.84,10.25,322408.33,6.97
1103072.63,23.85,10.26,322375.54,6.97
1102936.72,23.85,10.26,322376.87,6.97
1103133.29,23.86,10.26,322449.02,6.97
1102877.68,23.85,10.26,322359.31,6.97
1103263.57,23.86,10.27,322506.53,6.98
1103460.14,23.87,10.28,322506.15,6.98
1103510.59,23.87,10.28,322506.15,6.98
1103690.29,23.88,10.29,322508.01,6.98
1103930.86,23.89,10.3,322509.48,6.98
1103930.86,23.89,10.3,323857.0,7.01
1103919.51,23.89,10.3,323305.33,7.0
1104116.08,23.9,10.31,323304.96,7.0
1104116.08,23.9,10.31,323186.84,6.99
1103980.17,23.9,10.31,323040.34,6.99
1103952.69,23.9,10.31,323052.81,6.99
1104132.4,23.91,10.32,323209.95,7.0
1104182.85,23.91,10.32,323713.85,7.01
1104046.94,23.91,10.32,323772.03,7.01
1104046.94,23.91,10.32,323595.26,7.01
1104226.64,23.92,10.33,323758.98,7.01
1104226.64,23.92,10.33,323737.16,7.01
1104277.09,23.92,10.33,323721.16,7.01
1104330.3,23.93,10.34,323737.83,7.01
1104330.3,23.93,10.34,323710.72,7.01
1104380.75,23.93,10.34,324204.39,7.03
1104619.43,23.94,10.35,324220.56,7.03
1104824.82,23.95,10.36,324205.49,7.03
1104797.35,23.95,10.36,324125.98,7.03
1104977.05,23.95,10.36,324138.14,7.03
1104725.49,23.95,10.36,324037.88,7.03
1105122.07,23.96,10.37,324327.65,7.03
1105122.07,23.96,10.37,324189.21,7.03
1105085.3,23.96,10.37,324041.61,7.03
1105379.56,23.97,10.38,324066.36,7.03
1105559.27,23.98,10.39,324058.3,7.03
1105098.35,23.97,10.38,323585.8,7.02
1105098.35,23.97,10.38,323549.6,7.02
1105278.06,23.98,10.39,323603.97,7.02
1105328.5,23.98,10.39,323603.92,7.02
1105328.5,23.98,10.39,323603.92,7.02
1105508.21,23.99,10.4,323765.75,7.03
1105753.67,24.0,10.41,323765.38,7.03
1105933.37,24.0,10.41,323757.33,7.03
1105933.37,24.0,10.41,323757.33,7.03
1106149.03,24.01,10.42,323756.91,7.03
1106013.13,24.01,10.42,323594.13,7.03
1105877.22,24.01,10.42,323723.34,7.03
1105741.31,24.02,10.43,323723.34,7.03
1105900.99,24.02,10.43,324225.58,7.04
1105951.44,24.03,10.44,324225.58,7.04
1105693.63,24.03,10.44,323940.26,7.04
1105557.73,24.03,10.44,323884.28,7.04
1105421.82,24.03,10.44,323871.81,7.04
1105295.32,24.03,10.44,323848.0,7.04
1105039.71,24.03,10.44,323593.48,7.04
1105199.38,24.03,10.44,323587.34,7.04
1105090.27,24.04,10.45,323492.01,7.04
1105249.95,24.04,10.45,323491.58,7.04
1105429.66,24.05,10.46,323498.32,7.04
1105589.34,24.06,10.47,323492.68,7.04
1105775.0,24.06,10.47,323494.29,7.04
1105639.09,24.06,10.47,325494.31,7.08
1105639.09,24.06,10.47,325505.37,7.08
1105798.77,24.07,10.48,325599.59,7.09
1105798.77,24.07,10.48,325553.65,7.09
1105798.77,24.07,10.48,325648.22,7.09
1105798.77,24.07,10.48,325840.05,7.09
1105798.77,24.07,10.48,325849.69,7.09
1105662.86,24.07,10.48,325849.69,7.09
1105713.31,24.08,10.49,326032.49,7.1
1105928.97,24.09,10.5,326035.01,7.1
1106125.54,24.09,10.5,326110.45,7.1
1106305.24,24.1,10.51,326110.45,7.1
1106355.69,24.1,10.51,326110.45,7.1
1106219.78,24.11,10.52,326161.82,7.11
1106270.23,24.11,10.52,326161.43,7.11
1106510.8,24.12,10.53,326161.26,7.11
1106561.25,24.12,10.53,326024.77,7.11
1106799.94,24.13,10.54,326024.39,7.11
1106842.52,24.13,10.54,325484.11,7.1
1106842.52,24.13,10.54,325348.6,7.09
1107022.22,24.14,10.55,325998.39,7.11
1107072.67,24.14,10.55,325998.39,7.11
1107123.12,24.15,10.56,325946.95,7.11
1107302.83,24.16,10.57,325950.67,7.11
1107482.53,24.16,10.57,325997.18,7.11
1107226.92,24.16,10.57,325624.96,7.11
1107091.01,24.16,10.57,325965.85,7.11
1107068.2,24.16,10.57,325956.74,7.11
1107227.87,24.17,10.58,325956.74,7.12
1107407.58,24.18,10.58,325861.92,7.11
1107593.24,24.18,10.59,325839.4,7.11
1107772.94,24.19,10.6,325839.4,7.11
1107772.94,24.19,10.6,325848.51,7.12
1107757.98,24.19,10.6,325852.19,7.12
