ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1344513.93,55.78,42.18,1017981.78,42.23
1344683.22,55.78,42.19,1018241.86,42.24
1344547.31,55.8,42.21,1018274.24,42.26
1344547.31,55.8,42.21,1018301.44,42.26
1344597.76,55.82,42.23,1018325.01,42.28
1344461.85,55.84,42.25,1018289.6,42.29
1344512.3,55.86,42.27,1018260.86,42.3
1344671.98,55.88,42.29,1018527.66,42.33
1344416.37,55.88,42.29,1018413.34,42.33
1344602.03,55.9,42.31,1018235.88,42.33
1344609.49,55.9,42.31,1018622.97,42.35
1344848.18,55.92,42.33,1018895.73,42.37
1344848.18,55.92,42.33,1018947.78,42.37
1345075.26,55.94,42.35,1019139.65,42.39
1345313.95,55.97,42.37,1019633.5,42.42
1345493.65,55.98,42.39,1019860.48,42.43
1345544.1,56.0,42.41,1019835.01,42.45
1345544.1,56.0,42.41,1019607.22,42.44
1345408.2,56.02,42.43,1019681.4,42.46
1345162.58,56.02,42.43,1019503.82,42.46
1345351.76,56.04,42.45,1020509.14,42.51
1345511.44,56.06,42.47,1021337.13,42.56
1347294.92,56.14,42.55,1021850.48,42.58
1347484.07,56.16,42.57,1021953.86,42.59
1348209.6,56.2,42.61,1023775.86,42.68
1348100.37,56.2,42.61,1024207.31,42.7
1348280.08,56.22,42.63,1025025.79,42.74
1348014.49,56.22,42.63,1024922.78,42.74
1347927.24,56.22,42.63,1025016.65,42.75
1348111.51,56.24,42.65,1024901.98,42.76
1348001.87,56.24,42.65,1024874.62,42.76
1348001.87,56.24,42.65,1024906.39,42.76
1348001.87,56.24,42.65,1024906.39,42.76
1348052.32,56.26,42.67,1025337.83,42.79
1348232.02,56.28,42.69,1026189.62,42.84
1348217.86,56.29,42.7,1025366.56,42.81
1348330.38,56.31,42.71,1025751.34,42.83
1348220.74,56.31,42.72,1025458.58,42.83
1348094.24,56.31,42.72,1025070.81,42.82
1348281.41,56.33,42.74,1026435.72,42.89
1348331.86,56.35,42.76,1027124.57,42.93
1348382.31,56.38,42.78,1027768.44,42.97
1348658.31,56.41,42.82,1027585.64,42.98
1348522.4,56.42,42.83,1027766.66,43.0
1348386.49,56.44,42.85,1028964.01,43.07
1348436.94,56.46,42.87,1030014.24,43.13
1348596.62,56.49,42.89,1030549.13,43.16
1348596.62,56.49,42.89,1030549.13,43.16
1348782.28,56.5,42.91,1030684.0,43.18
1348832.73,56.53,42.93,1031148.42,43.21
1348719.23,56.53,42.94,1030944.0,43.21
1348769.68,56.55,42.96,1031410.81,43.24
1348949.39,56.57,42.98,1031404.28,43.25
1349147.24,56.58,42.99,1031618.01,43.27
1349040.89,56.58,42.99,1031546.78,43.27
1349091.33,56.6,43.01,1032024.32,43.3
1349727.16,56.65,43.06,1031565.18,43.3
1349777.61,56.67,43.08,1031742.19,43.32
1349512.03,56.67,43.08,1031547.48,43.32
1349562.48,56.69,43.1,1030389.68,43.28
1349306.86,56.69,43.1,1030070.64,43.28
1349150.51,56.69,43.1,1029986.32,43.28
1348894.89,56.69,43.1,1029898.91,43.28
1348945.34,56.71,43.12,1030093.58,43.3
1348786.66,56.71,43.12,1030640.48,43.33
1348786.66,56.71,43.12,1030856.58,43.34
1348696.61,56.72,43.13,1030469.82,43.34
1348747.06,56.74,43.15,1030471.05,43.35
1348797.51,56.76,43.17,1030778.23,43.38
1348661.6,56.78,43.19,1030691.68,43.39
1349351.49,56.82,43.23,1031299.38,43.43
1349351.49,56.82,43.23,1031022.57,43.41
1349556.88,56.84,43.25,1030939.67,43.42
1349607.33,56.86,43.27,1030939.3,43.44
1349657.78,56.89,43.29,1030451.2,43.43
1349854.34,56.9,43.31,1031046.46,43.46
1350715.19,56.95,43.36,1032010.6,43.51
1350765.64,56.97,43.38,1031986.74,43.53
1350816.09,56.99,43.4,1033417.42,43.6
1350713.27,57.0,43.41,1033893.49,43.63
1350593.26,57.0,43.41,1034647.85,43.67
1350643.71,57.03,43.44,1034766.84,43.69
1350388.1,57.03,43.44,1034583.26,43.69
1350438.55,57.05,43.46,1035200.0,43.73
1350182.93,57.05,43.46,1034667.25,43.72
1350520.06,57.07,43.48,1035771.26,43.77
1350520.06,57.07,43.48,1035747.14,43.77
1350384.16,57.09,43.5,1037196.1,43.85
1350543.84,57.11,43.52,1038701.4,43.92
1350499.5,57.12,43.53,1039231.45,43.95
1350549.95,57.14,43.55,1039166.24,43.96
1350600.4,57.16,43.57,1039245.99,43.98
1350600.4,57.16,43.57,1039189.02,43.98
1350923.8,57.2,43.61,1038526.78,43.97
1351162.49,57.22,43.63,1039869.26,44.04
1351367.4,57.24,43.65,1039905.59,44.05
1351198.74,57.25,43.66,1039498.94,44.04
1351447.6,57.27,43.68,1039565.87,44.05
1351447.6,57.27,43.68,1041055.03,44.12
1351736.46,57.3,43.71,1041124.88,44.13
1351786.91,57.32,43.73,1041724.41,44.17
1351672.25,57.33,43.74,1042296.46,44.21
1351722.69,57.35,43.76,1042296.46,44.22
1351722.69,57.35,43.76,1042348.18,44.22
1351902.4,57.37,43.78,1042918.7,44.26
1351646.79,57.37,43.78,1042560.74,44.25
1351697.24,57.39,43.8,1043410.2,44.3
1351856.92,57.42,43.82,1043375.21,44.31
1351907.36,57.44,43.85,1044139.5,44.36
1351604.89,57.44,43.85,1043665.68,44.35
1351604.89,57.44,43.85,1043694.8,44.35
1351655.34,57.46,43.87,1044017.49,44.38
1351478.12,57.47,43.88,1043684.09,44.38
1351232.51,57.48,43.88,1043471.97,44.38
1351282.95,57.5,43.91,1043885.13,44.42
1351333.4,57.52,43.93,1043905.5,44.43
1351206.9,57.53,43.93,1044050.6,44.45
1350951.29,57.53,43.93,1045167.95,44.5
1351001.74,57.55,43.96,1045225.92,44.52
1350746.13,57.55,43.96,1044886.49,44.52
1350490.51,57.55,43.96,1044797.92,44.52
1350702.61,57.58,43.99,1044233.13,44.51
1350576.11,57.58,43.99,1044149.3,44.52
1350320.5,57.58,43.99,1043965.72,44.52
1350320.5,57.58,43.99,1043927.24,44.52
1350184.59,57.6,44.01,1044649.07,44.57
1350054.77,57.62,44.03,1044495.34,44.58
1349909.5,57.63,44.04,1044928.26,44.61
1349653.89,57.63,44.04,1045377.64,44.64
1349398.28,57.63,44.04,1046134.7,44.68
1349288.64,57.64,44.05,1046913.71,44.72
1349152.73,57.65,44.06,1047947.55,44.78
1349332.44,57.67,44.08,1049346.19,44.85
1350918.82,57.76,44.17,1049841.37,44.89
1351134.05,57.78,44.19,1052324.06,45.0
1351191.48,57.78,44.19,1052368.1,45.0
1351371.19,57.8,44.21,1053200.17,45.05
1351214.83,57.8,44.21,1053064.99,45.04
1351265.28,57.82,44.23,1053064.99,45.06
1351154.08,57.84,44.24,1052141.85,45.04
1351339.74,57.85,44.26,1052388.45,45.06
1351390.19,57.88,44.29,1052759.68,45.09
1351628.88,57.9,44.31,1052787.84,45.1
1351385.1,57.9,44.31,1052363.74,45.09
1351385.1,57.9,44.31,1052707.53,45.1
1351435.55,57.92,44.33,1052858.09,45.13
1351681.07,57.94,44.35,1054737.11,45.21
1352243.72,57.98,44.39,1054758.78,45.22
1351978.13,57.98,44.39,1054566.99,45.22
1351668.5,57.97,44.38,1054234.54,45.22
1351828.18,57.99,44.4,1054224.99,45.23
1352007.89,58.01,44.42,1054303.42,45.24
1351971.11,58.02,44.43,1054090.21,45.24
1352130.79,58.04,44.45,1054654.23,45.27
1352181.24,58.06,44.47,1054654.23,45.29
1352366.9,58.08,44.49,1054683.75,45.3
1352204.78,58.08,44.49,1055170.08,45.32
1352384.48,58.1,44.51,1055315.95,45.34
1353340.6,58.15,44.56,1055525.38,45.36
1354128.99,58.21,44.62,1056940.75,45.43
1354288.67,58.23,44.64,1057024.66,45.45
1354023.08,58.23,44.64,1056643.58,45.44
1354023.08,58.23,44.64,1056622.92,45.44
1354133.66,58.25,44.66,1056171.09,45.44
1354330.23,58.27,44.68,1056955.45,45.48
1354194.32,58.29,44.7,1057174.17,45.5
1354244.77,58.31,44.72,1057608.38,45.54
1354478.67,58.33,44.74,1057722.23,45.55
1354223.06,58.33,44.74,1057720.67,45.56
1354273.51,58.35,44.76,1057839.09,45.58
1354453.21,58.37,44.78,1059126.11,45.64
1354453.21,58.37,44.78,1059094.34,45.64
1354503.66,58.39,44.8,1059245.78,45.66
1355997.87,58.47,44.88,1059688.81,45.7
1355888.23,58.48,44.89,1059582.37,45.7
1355741.27,58.48,44.89,1060174.67,45.73
1355485.66,58.48,44.89,1059409.45,45.71
1355536.1,58.51,44.92,1059892.31,45.75
1355536.1,58.51,44.92,1059860.37,45.74
1355732.67,58.52,44.93,1060658.32,45.79
1355596.76,58.54,44.95,1061320.31,45.83
1355294.29,58.55,44.95,1061200.63,45.84
1355359.67,58.57,44.98,1060803.3,45.84
1355057.19,58.57,44.98,1061071.94,45.86
1355236.9,58.59,45.0,1061159.09,45.88
1355287.35,58.61,45.02,1060977.73,45.89
1355430.07,58.63,45.04,1061865.19,45.93
1355294.16,58.65,45.06,1062345.58,45.97
1355294.16,58.65,45.06,1062321.18,45.97
1355294.16,58.65,45.06,1062321.18,45.97
1355185.06,58.66,45.06,1062080.31,45.97
1354929.45,58.66,45.07,1061904.75,45.97
1354929.45,58.66,45.07,1061952.67,45.97
1355778.25,58.71,45.12,1064906.3,46.11
1355871.7,58.73,45.14,1064832.74,46.13
1356680.73,58.78,45.19,1066517.53,46.21
1356544.82,58.8,45.21,1066518.94,46.23
1356544.82,58.8,45.21,1066264.56,46.22
1356515.56,58.82,45.23,1065963.11,46.22
1356515.56,58.82,45.23,1065963.11,46.22
1356389.06,58.83,45.24,1066043.77,46.23
1356439.51,58.85,45.26,1066043.77,46.25
1357325.06,58.9,45.31,1065898.94,46.26
1357873.26,58.95,45.36,1067804.05,46.36
1357923.71,58.97,45.38,1067986.52,46.38
1357923.71,58.97,45.38,1067947.1,46.38
1357668.1,58.98,45.38,1067709.85,46.38
1357726.01,59.0,45.41,1067352.08,46.38
1357561.26,59.0,45.41,1068221.8,46.42
1357740.97,59.02,45.43,1068214.22,46.43
1357639.86,59.03,45.44,1067875.53,46.43
1357384.25,59.03,45.44,1067832.7,46.44
1357183.48,59.04,45.45,1067520.66,46.44
1357190.94,59.04,45.45,1067785.02,46.45
1357157.51,59.04,45.45,1067684.54,46.45
1357207.96,59.07,45.47,1067344.46,46.45
1357250.54,59.07,45.48,1067352.94,46.45
1357004.93,59.07,45.48,1067022.84,46.45
1356749.31,59.07,45.48,1066241.23,46.42
1356554.68,59.08,45.49,1065916.73,46.42
1356635.16,59.1,45.51,1065455.45,46.42
1356525.52,59.11,45.51,1065409.23,46.42
1356760.88,59.12,45.53,1065408.25,46.43
1356624.97,59.14,45.55,1065348.94,46.44
1356804.68,59.16,45.57,1066421.45,46.5
1356804.68,59.16,45.57,1066394.34,46.5
1356695.58,59.17,45.58,1066160.47,46.5
1356439.97,59.17,45.58,1065957.85,46.5
1356678.65,59.19,45.6,1066238.96,46.52
1356422.18,59.2,45.61,1065858.84,46.52
1356286.27,59.22,45.63,1065974.92,46.54
1356336.72,59.24,45.65,1065985.88,46.56
1356520.08,59.27,45.68,1066030.88,46.57
1356217.6,59.27,45.68,1065116.85,46.55
1356268.05,59.29,45.7,1065116.12,46.56
1356012.44,59.29,45.7,1064841.26,46.56
1355984.0,59.3,45.71,1065666.08,46.6
1355932.64,59.32,45.72,1066349.69,46.65
1355796.73,59.34,45.74,1066202.51,46.66
1355541.12,59.34,45.75,1065671.62,46.65
1355823.63,59.35,45.76,1066158.64,46.67
1355823.63,59.35,45.76,1066109.65,46.67
1355687.72,59.37,45.78,1066304.28,46.7
1356791.75,59.43,45.84,1068395.98,46.8
1356838.55,59.44,45.85,1068012.65,46.79
1356582.94,59.44,45.85,1067829.07,46.79
1356779.51,59.46,45.87,1068446.79,46.82
1356643.6,59.48,45.89,1069760.28,46.9
1356507.69,59.5,45.91,1070726.16,46.96
1356371.79,59.52,45.93,1070704.23,46.98
1356610.47,59.54,45.95,1070819.42,47.0
1356474.57,59.56,45.97,1071342.47,47.04
1356654.27,59.58,45.99,1071434.36,47.06
1356398.66,59.59,46.0,1071357.83,47.06
1356398.66,59.59,46.0,1071357.83,47.06
1356558.34,59.61,46.02,1071980.48,47.1
1356558.34,59.61,46.02,1071657.63,47.09
1356608.79,59.63,46.04,1071664.55,47.11
1356659.24,59.66,46.07,1072126.87,47.14
1356694.76,59.66,46.07,1075287.05,47.28
1356558.85,59.68,46.09,1076245.43,47.35
1356422.94,59.7,46.11,1076499.25,47.38
1356473.39,59.72,46.13,1076903.6,47.41
1356653.1,59.74,46.15,1077985.42,47.47
1356849.66,59.76,46.17,1078407.21,47.5
1356849.66,59.76,46.17,1078286.06,47.49
1356900.11,59.78,46.19,1079425.45,47.56
1356950.56,59.81,46.22,1079647.77,47.58
1356862.02,59.83,46.24,1079221.43,47.59
1356726.11,59.85,46.26,1078938.64,47.6
1356930.14,59.87,46.28,1079328.27,47.62
1356673.66,59.87,46.28,1079142.58,47.62
1356724.11,59.9,46.31,1079142.58,47.64
1356920.68,59.91,46.32,1080904.41,47.73
1356971.13,59.94,46.35,1081540.0,47.77
1356715.51,59.94,46.35,1081452.71,47.78
1356636.48,59.94,46.35,1081005.07,47.76
1356370.89,59.94,46.35,1080739.84,47.76
1356554.25,59.97,46.37,1081243.44,47.8
1356604.7,59.99,46.4,1081217.93,47.81
1356655.15,60.01,46.42,1081189.78,47.83
1356893.84,60.04,46.45,1081601.77,47.86
1356599.24,60.04,46.44,1082205.07,47.89
1356772.48,60.04,46.45,1082244.18,47.89
1356952.18,60.06,46.47,1082616.99,47.92
1357192.75,60.08,46.49,1082797.97,47.93
1357192.75,60.08,46.49,1082773.86,47.93
1357056.85,60.1,46.51,1082948.84,47.96
1356920.94,60.12,46.53,1082908.67,47.98
1356954.14,60.13,46.54,1082654.22,47.98
1357004.58,60.15,46.56,1083239.26,48.02
1357055.03,60.18,46.59,1084071.69,48.07
1357105.48,60.2,46.61,1084222.06,48.1
1356985.48,60.21,46.62,1084432.09,48.12
1357193.53,60.23,46.64,1085884.84,48.19
1357017.95,60.23,46.64,1085948.3,48.2
1359007.69,60.32,46.73,1088918.41,48.33
1359007.69,60.32,46.73,1088918.41,48.33
1358756.33,60.32,46.73,1089004.35,48.35
1358806.77,60.35,46.76,1089004.35,48.37
1358966.45,60.37,46.78,1089489.59,48.4
1359024.37,60.4,46.81,1089131.82,48.4
1358896.0,60.4,46.81,1089034.29,48.4
1359684.61,60.44,46.85,1089020.53,48.41
1359684.61,60.44,46.85,1088868.32,48.4
1359526.09,60.46,46.86,1088856.82,48.42
1359277.94,60.46,46.87,1088355.09,48.41
1359142.03,60.48,46.89,1088355.09,48.43
1358940.4,60.48,46.89,1088462.11,48.44
1358940.4,60.48,46.89,1088416.79,48.44
1358990.85,60.51,46.91,1088416.79,48.46
1359128.61,60.53,46.94,1087927.21,48.45
1358931.88,60.54,46.95,1088484.1,48.49
1358931.88,60.54,46.95,1088495.29,48.49
1358982.33,60.56,46.97,1088867.75,48.52
1359032.78,60.59,46.99,1089659.37,48.58
1358787.17,60.59,47.0,1089189.88,48.57
1358651.26,60.61,47.02,1087440.11,48.51
1358780.77,60.63,47.04,1087419.93,48.52
1358831.22,60.65,47.06,1087785.36,48.55
1358780.97,60.66,47.07,1087885.89,48.56
1358660.23,60.66,47.07,1087662.85,48.56
1358457.75,60.66,47.07,1087155.14,48.55
1358508.2,60.69,47.1,1087288.1,48.57
1358406.92,60.71,47.11,1087513.8,48.6
1358399.31,60.71,47.12,1087595.07,48.61
1358096.83,60.71,47.12,1086922.57,48.59
1358147.28,60.74,47.15,1086965.57,48.61
1357998.79,60.75,47.16,1087158.38,48.64
1357680.97,60.75,47.16,1086841.71,48.63
1357415.39,60.74,47.15,1086644.93,48.63
1357465.84,60.77,47.18,1086836.11,48.65
1357650.03,60.79,47.2,1087915.82,48.71
1357347.55,60.79,47.2,1087754.56,48.72
1357507.23,60.82,47.23,1087675.32,48.73
1357371.32,60.84,47.25,1087674.08,48.75
1357576.71,60.87,47.27,1087697.66,48.77
1357548.27,60.87,47.28,1088191.62,48.79
1357292.66,60.87,47.28,1088519.39,48.82
1357457.18,60.88,47.29,1088521.89,48.82
1357457.18,60.88,47.29,1088471.52,48.82
1357507.63,60.91,47.32,1088471.52,48.84
1357558.08,60.93,47.34,1088510.24,48.85
1357495.94,60.93,47.34,1088320.69,48.85
1357320.36,60.93,47.34,1088163.95,48.85
1356839.49,60.93,47.34,1087596.82,48.84
1356746.26,60.94,47.35,1088007.03,48.87
1356769.94,60.94,47.35,1091312.42,49.02
1356863.39,60.97,47.38,1093058.57,49.12
1356913.84,60.99,47.4,1092203.91,49.09
1357110.41,61.01,47.42,1092556.86,49.12
1356974.5,61.03,47.44,1092394.42,49.13
1356838.59,61.05,47.46,1093309.36,49.2
1356889.04,61.08,47.49,1093302.68,49.21
1356939.49,61.1,47.51,1093453.24,49.24
1360124.27,61.26,47.67,1096775.11,49.4
1360124.27,61.26,47.67,1096775.11,49.4
1359868.66,61.26,47.67,1096598.85,49.4
1359613.04,61.26,47.67,1095738.94,49.37
1359809.61,61.28,47.69,1097387.1,49.45
1359809.61,61.28,47.69,1097373.2,49.45
1359860.06,61.3,47.71,1097477.32,49.48
1360054.69,61.33,47.74,1099928.61,49.6
1360632.85,61.35,47.76,1100215.85,49.61
1360496.95,61.37,47.78,1101447.66,49.69
1360241.33,61.38,47.78,1101429.43,49.7
1359984.86,61.38,47.79,1101193.83,49.7
1359848.95,61.4,47.81,1101139.59,49.72
1359590.95,61.4,47.81,1100929.41,49.72
1361687.63,61.52,47.93,1101369.78,49.76
1361928.2,61.54,47.95,1101395.36,49.77
1361978.65,61.57,47.97,1102892.49,49.85
1362464.19,61.6,48.01,1103991.7,49.91
1362643.89,61.62,48.03,1104293.45,49.94
1362387.41,61.63,48.04,1104292.74,49.95
1362437.86,61.65,48.06,1104387.73,49.98
1362365.54,61.66,48.07,1104264.9,49.98
1362415.99,61.69,48.1,1104354.61,50.0
1362601.65,61.71,48.12,1104512.17,50.02
1362475.15,61.72,48.13,1104595.75,50.03
1362348.65,61.72,48.13,1104391.92,50.04
1362928.95,61.77,48.18,1103877.61,50.03
1362928.95,61.77,48.18,1103877.61,50.03
1363144.61,61.79,48.2,1105742.97,50.12
1363195.06,61.82,48.23,1106202.25,50.16
1362955.53,61.82,48.23,1106341.11,50.18
1362955.53,61.82,48.23,1106598.78,50.2
1363005.98,61.85,48.26,1106598.78,50.21
1362857.49,61.87,48.28,1106279.7,50.22
1362656.72,61.87,48.28,1105968.53,50.22
1362354.25,61.87,48.28,1106741.98,50.27
1362364.02,61.88,48.28,1106644.48,50.26
1362228.12,61.9,48.31,1106593.53,50.28
1362228.12,61.9,48.31,1106588.97,50.28
1362424.68,61.91,48.32,1106734.58,50.3
1362315.57,61.93,48.34,1107021.34,50.33
1362366.02,61.96,48.37,1107826.44,50.38
1362110.41,61.96,48.37,1107713.11,50.39
1361853.93,61.97,48.38,1107944.45,50.41
1361904.38,61.99,48.4,1108426.82,50.45
1361648.77,61.99,48.4,1108294.11,50.46
1361500.28,62.01,48.42,1108258.35,50.48
1361770.68,62.04,48.45,1109154.27,50.53
1361568.2,62.05,48.46,1109802.64,50.57
1362790.19,62.1,48.51,1110741.56,50.62
1362654.29,62.12,48.53,1110779.01,50.64
1362410.45,62.12,48.53,1110068.37,50.62
1362460.9,62.15,48.56,1110344.42,50.65
1362640.61,62.17,48.58,1111395.67,50.71
1362640.61,62.17,48.58,1111399.81,50.71
1362691.06,62.19,48.6,1111934.73,50.75
1362935.92,62.22,48.63,1116591.49,50.97
1362787.43,62.23,48.64,1116651.61,50.99
1362512.07,62.23,48.64,1116538.99,51.0
1362562.52,62.26,48.67,1116640.43,51.02
1362562.52,62.26,48.67,1117271.31,51.05
1362426.61,62.28,48.69,1117251.69,51.07
1362477.06,62.3,48.71,1117442.41,51.1
1362477.06,62.3,48.71,1117442.41,51.1
1362527.51,62.33,48.74,1117374.84,51.11
1362577.96,62.35,48.76,1117577.05,51.14
1362628.41,62.38,48.79,1118398.72,51.2
1362628.41,62.38,48.79,1118449.71,51.2
1362678.86,62.41,48.81,1118545.1,51.23
1362729.31,62.43,48.84,1119318.54,51.28
1362779.76,62.46,48.87,1120414.23,51.35
1362830.21,62.48,48.89,1120741.19,51.38
1362880.66,62.51,48.92,1120754.36,51.4
1362880.66,62.51,48.92,1120801.56,51.4
1362744.75,62.53,48.94,1121726.66,51.47
1362489.14,62.53,48.94,1121636.94,51.48
1362539.59,62.56,48.97,1121778.64,51.5
1362785.05,62.57,48.98,1123028.11,51.57
1362733.73,62.58,48.99,1122817.74,51.56
1362784.18,62.6,49.01,1122809.57,51.58
1362648.27,62.63,49.04,1122773.45,51.6
1362807.95,62.65,49.06,1123102.67,51.63
1362552.33,62.65,49.06,1122931.35,51.64
1362739.5,62.68,49.09,1122960.82,51.65
1362789.95,62.7,49.11,1123723.76,51.7
1362789.95,62.7,49.11,1123711.64,51.7
1362614.37,62.7,49.11,1123594.4,51.7
1362725.39,62.72,49.13,1123310.1,51.7
1362930.78,62.75,49.16,1124238.6,51.76
1363169.47,62.77,49.18,1125542.23,51.83
1363219.92,62.8,49.21,1125813.79,51.86
1363219.92,62.8,49.21,1125846.32,51.86
1363270.37,62.82,49.23,1125843.2,51.88
1363270.37,62.82,49.23,1125891.08,51.89
1363013.89,62.83,49.24,1125516.14,51.88
1363193.59,62.85,49.26,1125847.98,51.91
1363236.58,62.88,49.29,1125885.29,51.93
1363248.42,62.88,49.29,1125730.08,51.92
1363168.5,62.89,49.3,1125535.94,51.93
1363563.41,62.92,49.33,1126051.73,51.96
1363563.41,62.92,49.33,1126051.73,51.96
1363307.8,62.92,49.33,1125389.6,51.94
1363358.25,62.94,49.35,1125809.17,51.98
1363350.64,62.95,49.36,1125739.03,51.98
1363234.68,62.96,49.37,1125174.5,51.96
1363420.34,62.98,49.39,1125224.73,51.98
1363284.44,63.0,49.41,1125499.88,52.01
1366302.32,63.16,49.56,1126856.76,52.09
1366352.77,63.18,49.59,1128446.49,52.18
1366239.28,63.19,49.59,1128518.52,52.19
1366082.92,63.18,49.59,1128383.34,52.19
1366082.92,63.18,49.59,1128361.67,52.19
1366133.37,63.21,49.62,1128360.25,52.21
1366023.73,63.21,49.62,1128297.76,52.21
1365864.07,63.22,49.63,1127638.57,52.19
1365608.46,63.22,49.63,1128229.72,52.23
1365612.13,63.22,49.63,1128091.44,52.23
1366515.98,63.28,49.69,1127922.71,52.23
1366695.69,63.3,49.71,1129118.72,52.3
1367120.59,63.33,49.74,1130486.43,52.37
1366984.69,63.35,49.76,1131835.83,52.45
1366984.69,63.35,49.76,1131803.3,52.45
1367035.14,63.38,49.79,1131921.08,52.48
1367214.84,63.4,49.81,1131888.43,52.49
1367005.2,63.4,49.81,1131695.59,52.49
1367247.38,63.44,49.84,1131212.36,52.48
1367111.47,63.46,49.87,1131178.45,52.51
1367161.92,63.48,49.89,1131540.57,52.54
1367152.78,63.5,49.91,1131359.35,52.55
1367203.23,63.52,49.93,1131762.55,52.59
1366900.75,63.53,49.94,1131539.99,52.59
1366951.2,63.56,49.97,1131712.57,52.62
1367001.65,63.58,49.99,1132003.67,52.65
1366904.02,63.59,50.0,1132198.45,52.67
1366954.46,63.62,50.03,1132380.5,52.7
1367004.91,63.64,50.05,1132943.1,52.75
1366883.94,63.67,50.08,1132990.66,52.77
1367043.61,63.69,50.1,1134670.8,52.87
1367992.51,63.74,50.15,1135716.92,52.92
1367842.41,63.74,50.15,1135205.72,52.9
1367706.51,63.77,50.18,1134701.43,52.9
1367756.96,63.79,50.2,1135487.05,52.96
1367916.63,63.82,50.23,1135909.31,53.0
1368096.34,63.84,50.25,1136778.39,53.05
1367793.87,63.85,50.26,1136346.62,53.04
1367844.32,63.87,50.28,1136864.15,53.09
1367894.76,63.9,50.31,1138011.23,53.16
1367758.86,63.92,50.33,1137937.93,53.18
1367532.21,63.93,50.34,1137643.8,53.18
1367276.6,63.93,50.34,1137371.19,53.18
1367020.98,63.93,50.34,1137336.45,53.19
1367217.55,63.95,50.36,1138112.94,53.23
1367268.0,63.98,50.39,1139154.88,53.3
1367170.36,63.99,50.4,1139092.89,53.31
1367330.04,64.01,50.42,1139698.68,53.36
1367194.13,64.04,50.45,1140674.46,53.43
1367058.23,64.06,50.47,1140684.4,53.45
1367058.23,64.06,50.47,1140684.4,53.45
1367531.08,64.11,50.52,1139927.37,53.44
1367335.28,64.11,50.52,1139658.09,53.44
1367514.98,64.14,50.55,1140254.38,53.48
1367545.1,64.16,50.56,1139907.28,53.48
1367425.09,64.16,50.57,1139891.85,53.49
1367285.56,64.16,50.57,1139903.14,53.49
1367119.98,64.16,50.57,1139328.65,53.47
1366879.61,64.16,50.57,1139196.2,53.47
1367076.18,64.18,50.59,1139196.2,53.48
1367076.18,64.18,50.59,1139388.55,53.49
1366949.68,64.19,50.6,1139950.0,53.53
1366813.77,64.21,50.62,1139955.97,53.55
1366856.76,64.24,50.65,1140026.37,53.58
1367384.16,64.28,50.69,1140917.02,53.63
1367766.95,64.31,50.72,1141173.91,53.66
1367952.61,64.33,50.74,1142148.33,53.71
1368003.06,64.36,50.77,1142129.08,53.73
1367893.96,64.36,50.77,1141919.85,53.73
1367737.6,64.36,50.77,1141767.14,53.73
1367788.05,64.39,50.8,1142494.11,53.78
1367838.5,64.41,50.82,1142494.11,53.8
1368077.19,64.44,50.85,1142429.52,53.81
1368127.63,64.47,50.88,1142601.23,53.84
1368127.63,64.47,50.88,1142637.63,53.84
1369014.19,64.53,50.94,1142393.89,53.85
1368878.28,64.55,50.96,1143209.82,53.91
1368878.78,64.58,50.99,1142725.47,53.91
1368627.91,64.58,50.99,1142406.66,53.91
1368627.91,64.58,50.99,1142344.37,53.9
1368372.3,64.58,50.99,1141797.36,53.89
1368557.96,64.6,51.01,1141778.49,53.9
1368749.64,64.62,51.03,1142162.06,53.93
1368749.64,64.62,51.03,1142164.97,53.93
1368613.73,64.65,51.06,1143163.23,54.0
1368718.68,64.68,51.09,1143052.47,54.01
1368776.59,64.71,51.11,1142817.8,54.02
1369031.03,64.74,51.15,1142464.93,54.03
1368882.54,64.76,51.17,1142277.85,54.04
1368932.99,64.79,51.2,1143019.28,54.1
1369092.67,64.81,51.22,1145452.09,54.23
1370167.39,64.89,51.29,1146103.04,54.27
1370363.95,64.9,51.31,1146180.74,54.29
1370237.45,64.91,51.32,1146286.77,54.3
1370417.16,64.94,51.35,1147266.8,54.36
1370822.6,64.97,51.38,1148325.82,54.43
1370686.69,65.0,51.41,1148516.99,54.46
1370866.4,65.02,51.43,1149151.04,54.51
1371046.1,65.05,51.45,1149230.19,54.52
1371256.91,65.08,51.49,1150127.56,54.59
1371472.57,65.1,51.51,1150129.22,54.6
1371216.96,65.1,51.51,1150086.63,54.61
1371216.96,65.1,51.51,1150069.26,54.6
1371119.32,65.11,51.52,1149926.54,54.61
