ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_ratio
528354.7,32.68,19.08,355699.79,22.0
528354.7,32.68,19.08,355658.09,22.0
528354.7,32.68,19.08,355658.09,22.0
528218.72,32.69,19.09,355705.43,22.01
528046.26,32.69,19.09,355665.73,22.02
527910.28,32.7,19.1,355901.48,22.04
527774.31,32.71,19.11,355827.22,22.05
527774.31,32.71,19.11,355827.22,22.05
527827.01,32.73,19.13,355676.19,22.06
527627.17,32.72,19.13,356289.97,22.1
527534.85,32.74,19.14,356235.48,22.11
527534.85,32.74,19.14,356235.48,22.11
527543.9,32.75,19.16,356208.03,22.12
527596.6,32.77,19.18,356208.09,22.13
527649.3,32.79,19.2,356207.72,22.14
527702.0,32.81,19.22,356207.72,22.15
527566.02,32.83,19.23,356227.91,22.16
527430.05,32.84,19.24,356209.97,22.18
527726.07,32.87,19.27,356207.72,22.18
527590.09,32.88,19.28,357005.69,22.25
527642.79,32.9,19.3,357342.39,22.28
527270.79,32.88,19.29,356910.51,22.26
527323.5,32.9,19.31,356910.58,22.27
527619.52,32.93,19.33,356910.2,22.28
527619.52,32.93,19.33,356910.2,22.28
527396.06,32.92,19.33,356910.2,22.28
527260.08,32.94,19.34,356926.25,22.3
527556.1,32.97,19.37,356918.13,22.3
527608.8,32.99,19.39,356910.2,22.31
527468.35,32.98,19.38,357132.46,22.33
527468.35,32.98,19.38,357132.46,22.33
527332.37,32.99,19.4,357142.02,22.34
527337.65,32.99,19.4,357259.23,22.35
528215.32,33.05,19.45,359501.32,22.49
528218.04,33.05,19.45,359513.33,22.49
528082.06,33.06,19.46,359513.01,22.51
528093.13,33.07,19.47,359220.11,22.5
528477.79,33.1,19.5,359220.11,22.5
528341.82,33.11,19.52,359266.43,22.52
528205.84,33.13,19.53,359273.04,22.53
528205.84,33.13,19.53,359273.04,22.53
528347.7,33.14,19.54,359272.03,22.54
528211.72,33.15,19.55,359221.57,22.55
528097.38,33.17,19.57,360373.82,22.63
528097.38,33.17,19.57,360373.82,22.63
527097.38,33.12,19.53,359373.82,22.58
527433.33,33.17,19.57,359518.42,22.61
527493.15,33.18,19.58,359429.1,22.61
527858.76,33.21,19.61,359428.79,22.61
527722.78,33.22,19.62,359433.46,22.63
527380.09,33.21,19.61,359431.56,22.63
527244.11,33.22,19.63,359428.79,22.65
527697.68,33.26,19.66,359763.4,22.67
527697.68,33.26,19.66,359763.4,22.67
527286.88,33.24,19.65,359474.89,22.66
527183.35,33.26,19.66,361237.42,22.79
527942.82,33.33,19.73,361343.28,22.81
527440.37,33.32,19.72,360363.3,22.76
527304.39,33.33,19.73,360362.99,22.78
526799.36,33.31,19.72,359958.47,22.76
526663.38,33.33,19.73,359958.47,22.78
526527.4,33.34,19.74,359977.68,22.79
526530.05,33.34,19.74,359978.8,22.79
526394.07,33.35,19.75,359965.33,22.81
526258.09,33.36,19.77,359960.08,22.82
526310.79,33.38,19.79,360203.27,22.85
526310.79,33.38,19.79,360203.27,22.85
526310.79,33.38,19.79,360203.27,22.85
526363.49,33.4,19.81,360345.3,22.87
526227.52,33.42,19.82,360293.38,22.88
526227.52,33.42,19.82,360336.71,22.88
526091.54,33.43,19.83,360336.4,22.9
525955.56,33.44,19.84,360336.4,22.91
526008.26,33.46,19.87,360336.4,22.92
526198.71,33.49,19.89,360354.51,22.93
526251.42,33.51,19.91,360343.62,22.95
526115.44,33.52,19.92,360336.4,22.96
526115.44,33.52,19.92,360327.59,22.96
525979.46,33.53,19.94,361029.97,23.02
526345.07,33.57,19.97,361225.44,23.04
526002.37,33.55,19.96,361184.85,23.04
526055.07,33.58,19.98,361184.91,23.05
525919.1,33.59,19.99,361184.54,23.07
525783.12,33.6,20.0,361191.11,23.08
525647.14,33.61,20.02,361184.8,23.1
525648.46,33.61,20.02,361190.65,23.1
525648.46,33.61,20.02,361142.26,23.09
525512.49,33.63,20.03,361141.99,23.11
525793.6,33.66,20.06,361602.87,23.15
525657.62,33.67,20.07,361576.23,23.16
525521.64,33.68,20.08,361672.05,23.18
525385.66,33.69,20.1,361671.75,23.2
525249.69,33.71,20.11,361671.74,23.21
525249.69,33.71,20.11,361671.74,23.21
525113.71,33.72,20.12,362007.06,23.25
525117.88,33.72,20.12,362099.35,23.25
524981.9,33.73,20.14,362120.34,23.27
525034.6,33.75,20.16,362029.7,23.28
525352.26,33.79,20.19,361949.94,23.28
525238.3,33.8,20.2,362628.64,23.34
525102.32,33.81,20.22,362628.33,23.35
524978.66,33.83,20.23,362426.61,23.35
524842.68,33.84,20.24,362426.61,23.37
524842.68,33.84,20.24,362426.61,23.37
524842.68,33.84,20.24,362426.61,23.37
524706.7,33.85,20.25,362455.29,23.38
524570.72,33.87,20.27,362463.53,23.4
524761.18,33.89,20.29,362430.48,23.41
524646.83,33.91,20.31,363483.6,23.49
524488.15,33.9,20.3,363324.92,23.48
524879.76,33.95,20.35,363281.6,23.5
524743.78,33.96,20.36,363281.28,23.51
524607.8,33.97,20.38,363281.28,23.53
524610.44,33.97,20.38,363292.98,23.53
524474.47,33.99,20.39,363354.19,23.55
524474.47,33.99,20.39,363354.19,23.55
523792.52,33.96,20.37,362673.4,23.52
523656.54,33.98,20.38,362674.4,23.53
523656.54,33.98,20.38,362674.4,23.53
523520.57,33.99,20.39,362754.99,23.55
523384.59,34.0,20.41,362616.52,23.56
523680.61,34.03,20.44,363104.31,23.6
523408.53,34.03,20.43,362960.53,23.6
523172.63,34.03,20.44,362672.19,23.59
523468.65,34.06,20.47,362671.88,23.6
523332.68,34.08,20.48,362671.88,23.62
523040.0,34.06,20.47,362433.02,23.6
521952.18,34.17,20.57,362432.71,23.73
521816.21,34.19,20.59,362466.74,23.75
521868.91,34.21,20.61,362451.07,23.76
521669.23,34.2,20.6,362248.19,23.75
521511.88,34.19,20.59,362090.84,23.74
521171.94,34.18,20.58,361738.48,23.72
521035.96,34.19,20.59,361741.76,23.74
521088.66,34.21,20.62,361727.03,23.75
520871.41,34.2,20.61,361554.45,23.74
520871.41,34.2,20.61,361554.45,23.74
520924.11,34.23,20.63,362355.07,23.81
520788.13,34.24,20.64,362455.47,23.83
520652.16,34.25,20.66,362455.63,23.85
520280.16,34.24,20.64,362111.18,23.83
520093.52,34.23,20.63,361938.29,23.82
519957.54,34.25,20.65,361937.82,23.84
519821.56,34.26,20.66,361959.33,23.86
519685.59,34.27,20.67,361942.57,23.87
519738.29,34.29,20.7,361971.27,23.88
519790.99,34.32,20.72,361940.04,23.9
519790.99,34.32,20.72,361940.04,23.9
519790.99,34.32,20.72,361940.04,23.9
519655.01,34.33,20.73,362429.43,23.94
519655.01,34.33,20.73,362494.63,23.95
519519.04,34.34,20.75,362369.46,23.95
519521.68,34.34,20.75,362383.02,23.96
518433.86,34.45,20.86,362382.71,24.08
518729.88,34.48,20.89,362382.4,24.09
518357.88,34.47,20.87,362382.4,24.1
518221.9,34.48,20.89,362428.88,24.12
518085.93,34.5,20.9,362431.79,24.13
517949.95,34.51,20.91,362440.8,24.15
518002.65,34.53,20.94,362384.93,24.16
517866.67,34.55,20.95,362882.32,24.21
517919.38,34.57,20.97,362888.25,24.22
517702.12,34.56,20.96,362717.97,24.21
517998.14,34.59,20.99,362933.95,24.24
517862.17,34.61,21.01,362934.1,24.25
517726.19,34.62,21.02,362933.63,24.27
517970.23,34.65,21.05,362957.34,24.28
517834.25,34.66,21.07,362939.78,24.3
517698.27,34.68,21.08,362933.63,24.31
517750.97,34.7,21.1,363328.15,24.35
517614.99,34.71,21.12,363246.78,24.36
517391.54,34.71,21.11,363173.83,24.36
517200.2,34.7,21.1,363352.93,24.38
517390.65,34.73,21.13,363500.78,24.4
517394.62,34.73,21.13,363502.1,24.4
517258.64,34.74,21.14,363501.79,24.41
517122.66,34.76,21.16,363501.79,24.43
516986.69,34.77,21.17,363508.5,24.45
516850.71,34.78,21.19,363504.42,24.46
516853.35,34.78,21.19,363505.56,24.46
516906.05,34.81,21.21,363510.0,24.48
516699.62,34.8,21.2,363368.07,24.47
515611.8,34.91,21.32,363367.76,24.6
515475.83,34.93,21.33,363369.4,24.62
515339.85,34.94,21.34,363637.58,24.66
515392.55,34.97,21.37,363726.72,24.68
515392.55,34.97,21.37,363725.07,24.68
515256.57,34.98,21.38,363724.76,24.69
515120.6,34.99,21.4,363724.76,24.71
514984.62,35.01,21.41,364004.43,24.75
515369.28,35.04,21.44,363885.48,24.74
515265.73,35.04,21.44,364422.71,24.78
515265.73,35.04,21.44,364422.71,24.78
514978.64,35.03,21.43,364050.84,24.76
516159.17,35.13,21.54,365449.36,24.87
516023.19,35.15,21.55,365449.06,24.89
515887.22,35.16,21.56,365449.05,24.91
515526.67,35.16,21.56,365586.41,24.94
515390.69,35.18,21.58,365586.41,24.95
515254.72,35.19,21.59,365590.26,24.97
515118.74,35.21,21.61,365589.47,24.99
515414.76,35.24,21.64,366247.05,25.04
515414.76,35.24,21.64,366247.05,25.04
515730.87,35.27,21.67,366195.09,25.04
515694.81,35.29,21.69,366085.88,25.05
515674.07,35.31,21.71,366140.14,25.07
515726.77,35.33,21.73,366140.2,25.08
515779.47,35.35,21.76,366139.82,25.1
515643.5,35.37,21.77,366139.82,25.11
515343.91,35.36,21.76,365883.03,25.1
515396.61,35.38,21.78,365883.03,25.12
515260.63,35.39,21.8,365896.77,25.13
515451.08,35.42,21.83,365883.03,25.14
515503.78,35.45,21.85,365883.03,25.16
515556.48,35.47,21.87,367140.02,25.26
515420.51,35.49,21.89,367139.71,25.28
515473.21,35.51,21.91,367139.71,25.29
515337.23,35.52,21.93,367164.55,25.31
515339.87,35.52,21.93,367179.63,25.31
515583.91,35.56,21.96,367155.24,25.32
515447.93,35.57,21.97,367154.91,25.34
515500.63,35.59,22.0,367154.85,25.35
515796.65,35.63,22.03,368119.36,25.43
515796.65,35.63,22.03,368103.72,25.43
516077.76,35.66,22.06,368341.18,25.45
515941.79,35.67,22.08,368340.87,25.47
515805.81,35.69,22.09,368340.87,25.49
515669.83,35.71,22.11,368658.16,25.53
515307.83,35.69,22.09,368717.85,25.54
515171.86,35.71,22.11,368425.58,25.54
515224.56,35.73,22.13,369192.14,25.6
514934.55,35.72,22.12,368750.35,25.58
515212.3,35.75,22.16,368902.67,25.6
515538.23,35.8,22.2,369041.66,25.63
515402.26,35.82,22.22,369041.82,25.65
515421.96,35.83,22.23,369178.94,25.66
515285.98,35.84,22.24,369178.47,25.68
515150.0,35.86,22.26,369199.03,25.7
515446.02,35.89,22.29,369178.47,25.7
515441.0,35.91,22.32,369464.38,25.74
516321.97,36.0,22.4,370903.79,25.86
515795.12,35.99,22.39,370394.82,25.84
515985.57,36.02,22.42,370394.51,25.86
515849.59,36.03,22.44,370394.51,25.87
515713.62,36.05,22.45,370653.71,25.91
515577.64,36.07,22.47,370621.78,25.93
515441.66,36.08,22.48,370608.69,25.94
515481.58,36.11,22.51,370754.0,25.97
514686.58,36.08,22.48,370067.65,25.94
514663.31,36.1,22.5,370589.18,25.99
514663.31,36.1,22.5,370589.18,25.99
514929.87,36.13,22.53,370738.42,26.01
514793.89,36.14,22.55,370738.11,26.03
514657.92,36.16,22.56,370738.11,26.05
514521.94,36.18,22.58,370739.89,26.07
514385.96,36.19,22.59,370738.19,26.08
514389.21,36.19,22.59,370734.98,26.08
514253.23,36.21,22.61,370734.9,26.1
514549.25,36.24,22.64,370952.26,26.13
514551.89,36.24,22.64,370981.87,26.13
514179.89,36.23,22.63,370847.65,26.13
514484.07,36.26,22.66,370764.5,26.13
514536.77,36.28,22.69,371452.5,26.19
514359.19,36.28,22.68,371262.23,26.18
514223.22,36.29,22.7,371262.39,26.2
514087.24,36.31,22.71,371261.92,26.22
513951.26,36.33,22.73,371278.01,26.24
513815.28,36.34,22.74,371294.39,26.26
513679.31,36.36,22.76,371350.95,26.28
513732.01,36.38,22.78,371261.92,26.29
513784.71,36.41,22.81,371750.61,26.34
513648.73,36.42,22.83,371630.23,26.35
513345.66,36.41,22.81,371346.45,26.34
513188.1,36.4,22.81,371187.56,26.33
513052.12,36.42,22.82,371187.25,26.35
513052.12,36.42,22.82,371187.25,26.35
513104.82,36.44,22.85,371187.25,26.36
512968.84,36.46,22.86,371224.14,26.39
513021.55,36.48,22.89,371197.88,26.4
512885.57,36.5,22.9,371187.33,26.42
512938.27,36.53,22.93,371198.85,26.43
512802.29,36.54,22.94,371808.81,26.5
512854.99,36.57,22.97,371932.67,26.52
512719.02,36.58,22.99,371932.36,26.54
512771.72,36.61,23.01,371932.36,26.55
512824.42,36.63,23.04,371932.36,26.57
512688.44,36.65,23.05,371989.26,26.59
512741.14,36.67,23.08,371939.94,26.6
512793.85,36.7,23.1,371933.63,26.62
512796.49,36.7,23.1,371947.78,26.62
512252.58,36.77,23.17,372589.92,26.74
512116.6,36.78,23.19,373410.52,26.82
512119.24,36.78,23.19,373422.21,26.82
512309.7,36.81,23.22,373674.85,26.85
512173.72,36.83,23.23,373305.27,26.84
512059.37,36.85,23.25,373208.74,26.86
512101.26,36.87,23.28,373139.93,26.87
511965.28,36.89,23.29,373139.62,26.89
511829.3,36.91,23.31,373156.94,26.91
511693.33,36.92,23.33,373150.4,26.93
511557.35,36.94,23.34,373155.84,26.95
511410.56,36.96,23.36,373236.79,26.97
511274.58,36.97,23.38,373302.85,27.0
510904.43,36.96,23.36,372901.06,26.98
510617.34,36.95,23.35,372747.29,26.97
510320.91,36.93,23.34,372413.7,26.95
510511.36,36.97,23.37,372427.36,26.97
510375.39,36.98,23.38,372383.65,26.98
510428.09,37.01,23.41,372845.49,27.03
510724.11,37.04,23.44,372845.18,27.04
510352.11,37.03,23.43,372845.18,27.05
510216.13,37.04,23.45,372879.24,27.07
510080.16,37.06,23.46,372849.72,27.09
509944.18,37.08,23.48,372845.19,27.11
509808.2,37.1,23.5,373013.67,27.14
509672.23,37.11,23.52,372861.89,27.15
509636.17,37.14,23.54,373273.21,27.2
509500.19,37.15,23.56,373272.9,27.22
509452.97,37.17,23.58,373087.17,27.22
509256.54,37.16,23.57,372859.31,27.21
509149.32,37.16,23.56,372752.51,27.21
509013.35,37.18,23.58,372764.96,27.23
509066.05,37.2,23.61,372919.19,27.25
508930.07,37.22,23.62,372891.43,27.27
508982.77,37.25,23.65,372754.74,27.28
509173.22,37.28,23.68,373640.2,27.36
509480.06,37.31,23.72,373898.34,27.38
509333.27,37.33,23.73,373749.51,27.39
509197.29,37.35,23.75,373749.2,27.41
509061.31,37.36,23.77,373749.2,27.43
508925.34,37.38,23.78,373789.76,27.46
508978.04,37.41,23.81,373761.82,27.47
509168.49,37.44,23.84,373749.34,27.48
509168.49,37.44,23.84,373749.34,27.48
509032.51,37.46,23.86,374141.58,27.53
508663.76,37.44,23.85,373919.08,27.52
508716.46,37.47,23.87,373526.7,27.51
509012.48,37.5,23.91,374661.61,27.61
508876.5,37.52,23.92,374661.3,27.63
509066.96,37.55,23.96,374661.3,27.64
508930.98,37.57,23.97,374780.18,27.67
509121.43,37.6,24.01,374713.9,27.68
508985.45,37.62,24.02,374667.81,27.69
508613.45,37.61,24.01,374226.84,27.67
508477.48,37.63,24.03,375048.74,27.75
508530.18,37.65,24.05,375008.75,27.77
508530.18,37.65,24.05,374999.95,27.77
508811.29,37.69,24.09,375321.35,27.8
508863.99,37.71,24.12,375321.41,27.82
508728.01,37.73,24.13,375321.03,27.84
508592.04,37.75,24.15,375321.03,27.86
508456.06,37.77,24.17,375321.03,27.88
508320.08,37.79,24.19,375344.29,27.9
508184.1,37.8,24.21,375322.65,27.92
508076.75,37.8,24.2,375213.76,27.91
507951.59,37.82,24.22,375299.36,27.94
507804.79,37.84,24.24,375400.6,27.97
507857.49,37.86,24.26,375400.67,27.99
507721.52,37.88,24.28,375400.29,28.01
508017.54,37.92,24.32,375422.06,28.02
507881.56,37.93,24.34,375406.88,28.04
507745.58,37.95,24.35,375400.29,28.06
507383.58,37.94,24.34,375677.39,28.09
507247.61,37.96,24.36,375586.88,28.1
507248.93,37.96,24.36,375594.57,28.1
506951.9,37.94,24.35,375290.07,28.09
506951.9,37.94,24.35,375290.07,28.09
506951.9,37.94,24.35,375290.12,28.09
507291.57,37.98,24.38,375248.51,28.1
507167.9,38.0,24.4,375868.78,28.16
507031.92,38.02,24.42,375868.94,28.18
507327.94,38.05,24.46,375868.46,28.19
507191.97,38.07,24.48,375930.41,28.22
507244.67,38.1,24.5,375888.91,28.23
507108.69,38.12,24.52,375884.1,28.25
507389.8,38.16,24.56,376415.68,28.31
507253.82,38.17,24.58,376375.37,28.32
506881.83,38.16,24.56,375931.95,28.3
506745.85,38.18,24.58,376547.35,28.37
507041.87,38.21,24.62,376547.04,28.38
506905.89,38.23,24.63,376547.04,28.4
506769.92,38.25,24.65,376547.04,28.42
506822.62,38.28,24.68,376562.71,28.44
506875.32,38.31,24.71,376550.72,28.46
506739.34,38.32,24.73,376554.3,28.48
506603.36,38.34,24.75,377168.7,28.55
506231.36,38.33,24.73,376872.22,28.53
506284.07,38.36,24.76,377086.99,28.57
506148.09,38.38,24.78,377086.68,28.59
506012.11,38.39,24.8,377106.67,28.61
506064.81,38.42,24.82,377129.76,28.63
505928.84,38.44,24.84,377086.78,28.65
504928.84,38.39,24.8,376086.78,28.6
504792.86,38.41,24.81,376094.64,28.62
504656.88,38.43,24.83,376261.74,28.65
504656.88,38.43,24.83,376294.42,28.66
504520.9,38.45,24.85,376308.18,28.68
504520.9,38.45,24.85,376340.86,28.68
504573.61,38.48,24.88,376277.73,28.69
504626.31,38.51,24.91,376731.97,28.75
504490.33,38.52,24.93,376721.88,28.77
504786.35,38.56,24.96,376718.63,28.78
504650.37,38.58,24.98,376745.46,28.8
504703.07,38.61,25.01,376727.85,28.82
504426.44,38.6,25.0,376432.61,28.8
504430.4,38.6,25.0,376522.66,28.81
504294.42,38.62,25.02,376512.9,28.83
504158.44,38.64,25.04,376992.18,28.89
504211.15,38.66,25.07,377282.59,28.93
504263.85,38.69,25.09,377282.65,28.95
504263.85,38.69,25.09,377201.07,28.94
503176.03,38.85,25.25,377200.76,29.12
503040.05,38.87,25.27,377200.39,29.14
503230.5,38.9,25.3,377222.61,29.16
503094.53,38.92,25.32,377356.77,29.19
503095.85,38.92,25.32,377358.31,29.19
502959.87,38.94,25.34,377345.76,29.21
502801.19,38.93,25.33,377187.5,29.21
502853.89,38.96,25.36,377043.67,29.21
502728.73,38.98,25.38,377886.96,29.3
502391.64,38.97,25.37,377535.78,29.28
502391.64,38.97,25.37,377535.78,29.28
502019.65,38.95,25.35,377273.93,29.27
502061.53,38.98,25.38,377310.68,29.29
502114.23,39.01,25.41,377310.75,29.31
502114.23,39.01,25.41,377310.75,29.31
502418.4,39.05,25.45,377313.98,29.32
502282.43,39.07,25.47,377315.54,29.35
502146.45,39.08,25.49,377317.81,29.37
502199.15,39.11,25.52,377310.48,29.39
502251.85,39.14,25.54,377724.92,29.44
502304.55,39.17,25.57,377966.53,29.47
502168.58,39.19,25.59,378193.22,29.52
502221.28,39.22,25.62,378193.28,29.53
502085.3,39.24,25.64,378192.91,29.56
501949.32,39.26,25.66,378192.91,29.58
501579.17,39.25,25.65,378131.6,29.59
501443.2,39.27,25.67,378136.54,29.61
501307.22,39.29,25.69,378131.6,29.63
501171.24,39.31,25.71,378131.6,29.66
501012.56,39.3,25.7,377972.71,29.65
500876.59,39.32,25.72,378268.86,29.69
501172.61,39.36,25.76,378512.87,29.72
501036.63,39.38,25.78,378512.56,29.75
500740.2,39.36,25.77,378287.36,29.74
500533.77,39.35,25.76,378096.17,29.73
500586.47,39.38,25.79,378096.17,29.75
500586.47,39.38,25.79,378096.17,29.75
500450.5,39.4,25.81,378107.92,29.77
500314.52,39.42,25.83,378096.77,29.79
500504.97,39.46,25.86,378096.17,29.81
500368.99,39.48,25.88,378454.36,29.86
500145.53,39.47,25.87,378310.1,29.86
500009.56,39.49,25.89,378282.31,29.88
499873.58,39.51,25.92,378382.11,29.91
499873.58,39.51,25.92,378382.11,29.91
499737.6,39.53,25.94,378381.8,29.93
500033.62,39.57,25.97,378381.8,29.94
500033.62,39.57,25.97,378381.8,29.94
500036.27,39.57,25.97,378395.34,29.95
500036.27,39.57,25.97,378394.51,29.95
499900.29,39.59,25.99,378492.48,29.98
499764.31,39.61,26.02,378399.87,29.99
499628.33,39.63,26.04,378457.1,30.02
499681.04,39.66,26.07,378546.33,30.05
499683.68,39.66,26.07,378547.58,30.05
499398.98,39.66,26.06,379521.61,30.14
500233.27,39.74,26.14,379883.09,30.18
500529.29,39.78,26.18,379882.78,30.19
500393.32,39.8,26.2,379882.78,30.21
499921.09,39.78,26.19,379365.46,30.19
499549.09,39.77,26.17,379365.46,30.2
499601.79,39.8,26.2,379403.71,30.22
499465.82,39.82,26.22,379367.57,30.25
499329.84,39.84,26.24,379584.46,30.29
499193.86,39.86,26.26,379510.02,30.3
498997.43,39.85,26.26,379487.46,30.31
499231.53,39.89,26.29,380151.95,30.38
499051.91,39.91,26.31,379888.19,30.38
498915.93,39.93,26.33,379887.88,30.4
498709.5,39.92,26.32,379711.47,30.4
499005.52,39.96,26.36,379711.47,30.41
499249.56,40.0,26.4,379767.31,30.43
499302.26,40.03,26.43,379733.9,30.44
499166.28,40.05,26.45,379719.32,30.47
499168.92,40.05,26.45,379720.45,30.47
499032.94,40.07,26.47,379712.64,30.49
499085.65,40.1,26.5,380742.77,30.59
498949.67,40.12,26.53,380878.19,30.63
498813.69,40.15,26.55,380877.88,30.65
498677.71,40.17,26.57,380877.88,30.68
498730.42,40.2,26.6,380898.1,30.7
498594.44,40.22,26.62,380886.0,30.72
498458.46,40.24,26.64,380877.88,30.75
498322.48,40.26,26.66,381190.55,30.8
498274.45,40.29,26.69,381420.98,30.84
498274.45,40.29,26.69,381393.92,30.84
498138.48,40.31,26.71,381393.61,30.86
498103.23,40.34,26.74,381227.87,30.87
497967.25,40.36,26.76,381227.87,30.9
497831.28,40.38,26.78,381663.92,30.96
497504.85,40.36,26.77,381323.48,30.94
497368.87,40.39,26.79,380903.69,30.93
497374.15,40.39,26.79,380912.15,30.93
497002.16,40.37,26.77,380474.09,30.91
496898.63,40.4,26.8,380602.31,30.94
496930.05,40.43,26.83,381684.29,31.05
497458.25,40.51,26.91,381457.83,31.06
497461.03,40.51,26.91,381488.99,31.06
497757.05,40.55,26.95,381488.68,31.08
497621.07,40.57,26.97,381488.68,31.1
497623.71,40.57,26.97,381491.32,31.1
497261.72,40.55,26.96,381544.22,31.12
497061.88,40.55,26.95,381317.79,31.1
496925.9,40.57,26.97,381276.26,31.13
496789.93,40.59,26.99,381272.05,31.15
496499.91,40.58,26.98,381073.4,31.14
496363.94,40.6,27.0,381638.14,31.22
496659.96,40.64,27.04,381449.39,31.21
496659.96,40.64,27.04,381435.67,31.21
496375.26,40.63,27.03,381254.27,31.21
496440.58,40.66,27.07,381737.02,31.27
496556.0,40.69,27.1,381722.52,31.28
496420.03,40.72,27.12,381722.22,31.31
496284.05,40.74,27.14,381722.21,31.33
496148.07,40.76,27.16,381722.21,31.36
496200.77,40.79,27.19,381722.21,31.38
496204.02,40.79,27.2,381816.5,31.39
496068.04,40.82,27.22,381822.64,31.42
496068.04,40.82,27.22,381810.18,31.41
495869.69,40.81,27.21,381605.68,31.4
495733.71,40.83,27.23,381599.55,31.43
496040.55,40.87,27.27,382303.48,31.5
495949.72,40.9,27.3,382262.43,31.52
495841.04,40.89,27.29,382154.73,31.52
496085.07,40.93,27.33,382154.42,31.53
496087.71,40.93,27.33,382155.55,31.53
495951.74,40.95,27.36,382155.55,31.56
495815.76,40.98,27.38,382171.28,31.58
495679.78,41.0,27.4,382162.01,31.61
495685.07,41.0,27.4,382223.56,31.61
495685.07,41.0,27.4,382204.91,31.61
495685.07,41.0,27.4,382225.08,31.61
495549.09,41.02,27.42,382218.74,31.64
495413.11,41.04,27.45,382665.89,31.7
495719.95,41.09,27.49,382848.08,31.73
495586.3,41.09,27.49,382749.76,31.74
495389.84,41.1,27.5,382857.64,31.77
495442.54,41.13,27.54,382857.7,31.79
495306.56,41.16,27.56,382857.33,31.81
495602.58,41.2,27.6,382887.28,31.83
495466.6,41.22,27.62,382884.24,31.85
495094.61,41.21,27.61,382877.39,31.87
494958.63,41.23,27.63,382857.33,31.89
494958.63,41.23,27.63,382857.33,31.89
494521.99,41.21,27.61,382434.44,31.87
494386.01,41.23,27.63,382804.49,31.93
494260.85,41.26,27.66,382790.17,31.95
493970.84,41.24,27.65,382488.79,31.94
493824.04,41.27,27.67,382381.02,31.95
493688.07,41.29,27.69,382394.79,31.98
493992.24,41.33,27.73,382382.33,31.99
494044.94,41.36,27.76,382380.71,32.01
493908.96,41.39,27.79,382440.59,32.05
493908.96,41.39,27.79,382440.59,32.05
493772.99,41.41,27.81,382381.11,32.07
493637.01,41.43,27.83,382380.71,32.09
493501.03,41.46,27.86,382918.86,32.17
493130.88,41.44,27.84,382587.7,32.15
493321.33,41.48,27.88,382967.44,32.2
493185.36,41.5,27.91,382981.2,32.23
493049.38,41.53,27.93,383000.14,32.26
492913.4,41.55,27.95,383009.6,32.29
493103.85,41.59,27.99,382971.0,32.3
492967.88,41.61,28.01,384240.93,32.43
492919.2,41.64,28.05,383833.41,32.43
493245.14,41.71,28.11,383887.76,32.46
493109.16,41.73,28.13,383887.44,32.49
492973.18,41.75,28.16,383887.44,32.51
492973.18,41.75,28.16,383887.44,32.51
492973.18,41.75,28.16,383887.44,32.51
492837.2,41.78,28.18,383919.1,32.54
