ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2c0d-policy_BestFit1000desharemdd81a-de_share-gs_best-scmd_d81a-bellman_ratio
566584.04,27.5,13.9,330241.96,16.03
566574.0,27.52,13.92,331700.71,16.11
567228.73,27.56,13.96,331823.02,16.12
566866.73,27.54,13.95,331450.18,16.11
566401.25,27.53,13.94,330939.04,16.09
566265.27,27.54,13.94,330938.73,16.09
566561.3,27.56,13.96,330938.73,16.1
566344.04,27.55,13.95,330647.61,16.09
566208.07,27.56,13.96,330649.16,16.09
566072.09,27.57,13.97,330687.43,16.1
565936.11,27.57,13.98,330647.61,16.11
565564.11,27.56,13.96,330761.88,16.12
565947.44,27.59,13.99,331979.36,16.18
565947.44,27.59,13.99,331979.36,16.18
565811.46,27.59,14.0,331979.05,16.19
565811.46,27.59,14.0,331979.05,16.19
565676.13,27.6,14.0,331409.54,16.17
565667.36,27.61,14.01,331303.46,16.17
565531.38,27.62,14.02,331303.46,16.18
565395.41,27.62,14.03,331353.92,16.19
565259.43,27.63,14.03,331305.67,16.19
565555.45,27.65,14.05,331435.28,16.2
565555.45,27.65,14.05,331435.28,16.2
565586.1,27.67,14.07,332839.72,16.28
565188.94,27.65,14.06,332493.56,16.27
565174.94,27.66,14.07,331946.66,16.25
565568.36,27.69,14.09,332207.3,16.26
565568.36,27.69,14.09,332242.09,16.27
565432.38,27.7,14.1,332241.78,16.27
565485.09,27.71,14.11,332241.78,16.28
565349.11,27.72,14.12,332270.75,16.29
565349.11,27.72,14.12,332242.89,16.29
565213.13,27.72,14.13,332352.98,16.3
564897.95,27.71,14.12,332026.87,16.29
564899.27,27.71,14.12,332027.98,16.29
564903.23,27.71,14.12,332061.49,16.29
565287.89,27.74,14.14,331934.5,16.29
565186.5,27.73,14.14,331924.58,16.29
565376.95,27.75,14.16,333189.29,16.36
565716.63,27.78,14.18,333269.17,16.36
565615.77,27.78,14.19,333354.72,16.38
565668.47,27.8,14.2,333354.79,16.38
565668.47,27.8,14.2,333354.79,16.38
565532.49,27.81,14.21,333354.41,16.39
565396.51,27.81,14.21,333354.41,16.4
565586.96,27.83,14.23,333395.34,16.41
565586.96,27.83,14.23,333395.34,16.41
565450.99,27.84,14.24,333387.21,16.41
565315.01,27.84,14.25,333359.01,16.42
565315.01,27.84,14.25,333437.9,16.42
565079.89,27.84,14.24,333215.61,16.42
565445.49,27.86,14.26,334057.04,16.46
565288.13,27.86,14.26,333898.16,16.45
564955.37,27.85,14.25,333223.84,16.42
564819.39,27.85,14.25,333733.89,16.46
564824.68,27.85,14.25,333735.26,16.46
564824.68,27.85,14.25,333735.26,16.46
564688.7,27.86,14.26,333746.6,16.47
564741.4,27.87,14.28,333742.67,16.47
564605.42,27.88,14.28,333738.36,16.48
564469.45,27.89,14.29,333742.48,16.49
564522.15,27.9,14.3,333734.95,16.49
564574.85,27.91,14.32,334156.53,16.52
564627.55,27.93,14.33,334378.97,16.54
564431.12,27.92,14.32,334185.93,16.53
564735.29,27.94,14.35,334726.96,16.56
564512.4,27.94,14.34,334457.83,16.55
564512.4,27.94,14.34,334413.01,16.55
564565.1,27.95,14.35,334413.07,16.56
564861.12,27.97,14.37,334412.7,16.56
564863.76,27.97,14.37,334413.82,16.56
564916.46,27.99,14.39,334413.82,16.57
564693.0,27.98,14.38,334417.95,16.57
564883.46,28.0,14.4,334413.82,16.57
564747.48,28.0,14.41,334413.82,16.58
564755.51,28.01,14.41,334522.73,16.59
564619.53,28.01,14.41,335549.84,16.65
564947.5,28.04,14.44,335985.55,16.68
564375.25,28.03,14.43,335462.73,16.66
564239.28,28.04,14.44,335462.42,16.67
564241.92,28.04,14.44,335478.73,16.67
564626.58,28.06,14.46,335478.73,16.67
564679.28,28.07,14.47,335478.73,16.68
564543.3,28.08,14.48,335505.94,16.69
564407.33,28.09,14.49,335499.37,16.7
564407.33,28.09,14.49,335499.37,16.7
564271.35,28.09,14.5,335537.35,16.71
564324.05,28.11,14.51,335551.31,16.71
564215.37,28.1,14.51,335442.43,16.71
564268.07,28.12,14.52,336457.5,16.77
564132.1,28.13,14.53,336457.2,16.77
564132.1,28.13,14.53,336358.3,16.77
563996.12,28.13,14.54,336358.3,16.78
563605.48,28.12,14.52,336067.25,16.77
563658.18,28.14,14.54,336067.25,16.77
564042.84,28.16,14.56,336071.42,16.78
563906.86,28.17,14.57,336067.33,16.79
563770.89,28.17,14.58,336072.06,16.79
563634.91,28.18,14.58,336685.39,16.83
563155.09,28.17,14.57,336157.68,16.81
563008.29,28.17,14.57,336285.72,16.83
563304.31,28.19,14.6,336285.4,16.83
563168.34,28.2,14.6,336285.4,16.84
562796.34,28.19,14.59,336285.4,16.84
563100.51,28.21,14.61,336373.72,16.85
562964.53,28.22,14.62,336285.4,16.86
562828.56,28.23,14.63,336285.4,16.86
562458.41,28.21,14.62,336686.74,16.89
562322.43,28.22,14.62,336466.04,16.89
562274.4,28.23,14.64,336458.27,16.89
562050.48,28.24,14.64,336415.4,16.9
562435.14,28.26,14.66,336415.09,16.9
562299.16,28.27,14.67,336415.09,16.91
561987.06,28.26,14.66,336418.31,16.92
561851.08,28.27,14.67,336419.06,16.92
561715.11,28.27,14.68,336434.75,16.93
561579.13,28.28,14.68,336429.34,16.94
561307.17,28.29,14.7,336727.4,16.97
561171.2,28.3,14.7,336599.55,16.98
561035.22,28.31,14.71,336599.24,16.98
560899.24,28.32,14.72,336599.24,16.99
560763.26,28.32,14.73,336599.24,17.0
560627.29,28.33,14.73,336623.31,17.01
560627.29,28.33,14.73,336620.73,17.01
560628.61,28.33,14.73,336622.26,17.01
560492.63,28.34,14.74,336726.35,17.03
560545.33,28.35,14.76,336598.18,17.03
560409.35,28.36,14.76,336712.26,17.04
560273.38,28.37,14.77,336786.83,17.05
560273.38,28.37,14.77,336810.67,17.05
560273.38,28.37,14.77,336810.67,17.05
560137.4,28.38,14.78,336810.36,17.06
560190.1,28.39,14.79,336810.36,17.07
560054.12,28.4,14.8,336815.52,17.08
560106.83,28.41,14.81,336813.18,17.09
559970.85,28.42,14.82,336810.36,17.09
559970.85,28.42,14.82,336810.36,17.09
560275.02,28.44,14.84,337125.22,17.11
560327.72,28.46,14.86,337358.17,17.13
560327.72,28.46,14.86,337358.17,17.13
560327.72,28.46,14.86,337358.17,17.13
560191.74,28.46,14.87,337564.17,17.15
560191.74,28.46,14.87,337564.17,17.15
560052.85,28.46,14.86,337669.81,17.16
560243.31,28.48,14.88,337669.5,17.17
560296.01,28.49,14.9,337669.5,17.17
560160.03,28.5,14.9,337698.28,17.18
560024.05,28.51,14.91,337673.52,17.19
559888.07,28.52,14.92,337681.36,17.2
559752.1,28.52,14.93,337756.69,17.21
559752.1,28.52,14.93,337731.45,17.21
559616.12,28.53,14.93,337701.77,17.22
559668.82,28.55,14.95,338253.1,17.25
559532.84,28.55,14.96,338252.79,17.26
559321.59,28.55,14.95,338077.46,17.25
559185.61,28.55,14.96,338077.46,17.26
559049.63,28.56,14.96,338113.1,17.27
558913.65,28.57,14.97,338107.72,17.28
558777.68,28.58,14.98,338624.68,17.32
558777.68,28.58,14.98,338624.68,17.32
558663.33,28.59,14.99,338616.83,17.33
559067.14,28.62,15.02,338774.85,17.34
558931.17,28.63,15.03,338775.01,17.35
558634.74,28.62,15.02,338574.5,17.34
557937.34,28.6,15.0,337877.1,17.32
557801.36,28.6,15.01,337876.63,17.33
557854.06,28.62,15.02,337876.63,17.33
557718.09,28.63,15.03,337881.09,17.34
557718.09,28.63,15.03,337881.09,17.34
557770.79,28.64,15.04,337881.34,17.35
557634.81,28.65,15.05,337876.63,17.36
557498.83,28.66,15.06,338312.41,17.39
557551.53,28.67,15.07,338426.4,17.4
557551.53,28.67,15.07,338426.4,17.4
557741.99,28.69,15.09,338426.09,17.41
557606.01,28.7,15.1,338426.09,17.42
557470.03,28.71,15.11,338453.02,17.43
557173.6,28.7,15.1,338433.17,17.43
557037.62,28.7,15.11,338426.09,17.44
557037.62,28.7,15.11,338386.13,17.44
557333.65,28.73,15.13,338647.05,17.45
557197.67,28.73,15.14,338479.34,17.45
557061.69,28.74,15.14,338902.15,17.49
556061.69,28.7,15.11,337902.15,17.44
555849.05,28.7,15.1,337590.29,17.43
555890.93,28.71,15.12,337770.73,17.45
555754.96,28.72,15.12,337770.42,17.46
555618.98,28.73,15.13,337770.42,17.46
555618.98,28.73,15.13,337770.42,17.46
555809.43,28.75,15.15,337785.36,17.47
555673.45,28.76,15.16,337776.71,17.48
555537.48,28.76,15.17,337770.42,17.49
555540.12,28.76,15.17,337772.1,17.49
555404.14,28.77,15.17,337772.1,17.5
555268.16,28.78,15.18,338173.14,17.53
555268.16,28.78,15.18,338173.14,17.53
555132.19,28.79,15.19,338064.01,17.53
554996.21,28.8,15.2,338064.16,17.54
554860.23,28.8,15.21,338063.69,17.55
554724.25,28.81,15.21,338063.69,17.56
553724.25,28.77,15.18,337063.69,17.52
554089.86,28.8,15.2,337135.6,17.52
553953.88,28.81,15.21,337096.01,17.53
553611.19,28.8,15.2,337066.05,17.53
553907.21,28.82,15.22,338000.63,17.59
553913.13,28.83,15.24,337592.85,17.57
553734.37,28.84,15.24,337753.69,17.59
553598.39,28.85,15.25,337753.39,17.6
553054.48,28.88,15.28,338896.18,17.7
553445.96,28.91,15.31,338423.91,17.68
553445.96,28.91,15.31,338468.2,17.68
553741.98,28.93,15.33,338467.89,17.68
553369.98,28.92,15.32,338467.89,17.69
553234.0,28.92,15.33,338467.89,17.7
553234.0,28.92,15.33,338526.96,17.7
553530.02,28.95,15.35,338859.19,17.72
553394.05,28.96,15.36,338878.84,17.73
553394.05,28.96,15.36,338916.05,17.73
553394.05,28.96,15.36,338916.05,17.73
553067.62,28.94,15.35,338586.93,17.72
552695.62,28.93,15.33,338572.13,17.72
553291.41,28.97,15.37,338837.12,17.74
553759.81,29.01,15.41,340481.92,17.84
553755.05,29.01,15.42,340205.46,17.82
553551.71,29.02,15.42,339755.06,17.81
553936.37,29.04,15.44,339754.75,17.81
554218.12,29.06,15.47,340354.05,17.85
553906.02,29.05,15.46,340354.05,17.85
553770.05,29.06,15.46,340413.33,17.87
553634.07,29.07,15.47,340394.02,17.87
553634.07,29.07,15.47,340394.02,17.87
553634.07,29.07,15.47,340394.02,17.87
553498.09,29.08,15.48,340373.56,17.88
553498.09,29.08,15.48,340373.56,17.88
553489.83,29.09,15.49,340213.18,17.88
553332.61,29.08,15.49,340054.29,17.87
553196.63,29.09,15.5,341179.27,17.94
553196.63,29.09,15.5,341179.27,17.94
553082.29,29.1,15.5,340524.11,17.92
553444.62,29.13,15.53,340329.23,17.91
553435.86,29.14,15.54,340914.23,17.95
553299.88,29.15,15.55,340914.39,17.96
552299.88,29.11,15.51,339914.39,17.92
552163.9,29.12,15.52,339913.92,17.93
552027.92,29.13,15.53,339913.92,17.94
552080.62,29.14,15.55,339937.59,17.94
552083.27,29.14,15.55,339949.28,17.95
551947.29,29.15,15.55,339929.52,17.95
551999.99,29.17,15.57,339933.46,17.96
551999.99,29.17,15.57,339933.46,17.96
551842.77,29.16,15.56,339744.0,17.95
551842.77,29.16,15.56,339744.0,17.95
551895.47,29.18,15.58,339736.15,17.96
551759.5,29.19,15.59,340299.77,18.0
551623.52,29.19,15.6,340299.46,18.01
551487.54,29.2,15.6,340299.46,18.02
551351.56,29.21,15.61,340308.43,18.03
551351.56,29.21,15.61,340310.85,18.03
551215.59,29.22,15.62,340327.71,18.04
551079.61,29.23,15.63,340301.87,18.05
551132.31,29.24,15.64,340301.87,18.06
550996.33,29.25,15.65,340580.66,18.08
550860.36,29.26,15.66,340464.72,18.08
550724.38,29.27,15.67,340464.41,18.09
550588.4,29.28,15.68,340464.41,18.1
550588.4,29.28,15.68,340464.41,18.1
550452.42,29.28,15.69,340495.11,18.11
549364.6,29.35,15.75,340495.11,18.19
549818.17,29.38,15.78,340471.24,18.19
549682.2,29.39,15.79,340464.48,18.2
549546.22,29.4,15.8,340871.19,18.23
549173.92,29.38,15.79,340478.12,18.22
549226.63,29.4,15.8,340517.06,18.23
549090.65,29.41,15.81,340871.13,18.26
548954.67,29.42,15.82,340871.29,18.27
549007.37,29.43,15.83,340870.82,18.27
549303.39,29.46,15.86,340870.82,18.28
549167.42,29.46,15.87,340937.87,18.29
548805.42,29.45,15.85,340879.59,18.29
548858.12,29.47,15.87,341044.32,18.31
548722.14,29.48,15.88,340996.18,18.32
548586.17,29.48,15.89,340924.96,18.32
548586.17,29.48,15.89,340923.12,18.32
548450.19,29.49,15.9,341317.72,18.35
548502.89,29.51,15.91,341317.79,18.36
547502.89,29.47,15.87,340317.79,18.32
547807.06,29.49,15.9,340317.41,18.32
547671.08,29.5,15.91,340329.89,18.33
547127.17,29.54,15.94,340846.76,18.4
546991.2,29.55,15.95,340813.17,18.41
546855.22,29.55,15.96,340812.85,18.42
546855.22,29.55,15.96,340838.03,18.42
546855.22,29.55,15.96,340838.03,18.42
546855.22,29.55,15.96,340838.03,18.42
546719.24,29.56,15.97,340838.03,18.43
546771.94,29.58,15.98,340838.03,18.44
546635.97,29.59,15.99,340838.03,18.45
546688.67,29.6,16.01,340838.03,18.46
546318.52,29.59,15.99,340599.55,18.45
546508.97,29.61,16.01,340599.55,18.45
546372.99,29.62,16.02,341308.37,18.5
546237.02,29.63,16.03,341250.0,18.51
546541.19,29.65,16.06,341249.69,18.51
546405.21,29.66,16.06,341249.69,18.52
546269.23,29.67,16.07,341266.87,18.54
546133.26,29.68,16.08,341280.67,18.55
545997.28,29.69,16.09,341265.94,18.56
545627.13,29.68,16.08,341249.69,18.56
545330.7,29.66,16.07,341003.74,18.55
545194.72,29.67,16.08,341248.32,18.57
545247.42,29.69,16.09,341303.07,18.58
545111.45,29.7,16.1,341236.29,18.59
544975.47,29.71,16.11,341235.97,18.6
544839.49,29.72,16.12,341235.97,18.61
545224.15,29.74,16.14,341291.13,18.62
544912.06,29.73,16.13,341266.18,18.62
544776.08,29.74,16.14,341235.97,18.63
544504.12,29.76,16.16,341879.69,18.68
544378.96,29.77,16.17,341505.64,18.67
544378.96,29.77,16.17,341501.78,18.67
544690.65,29.79,16.2,341854.62,18.7
544293.63,29.78,16.18,341502.11,18.68
544484.08,29.8,16.2,341501.8,18.69
544348.1,29.81,16.21,341501.8,18.7
544212.13,29.82,16.22,341635.35,18.72
544076.15,29.83,16.23,341548.28,18.72
543940.17,29.84,16.24,341501.8,18.73
543992.87,29.85,16.25,342077.06,18.77
543867.71,29.86,16.26,341578.56,18.75
543731.73,29.87,16.27,341578.25,18.76
543584.94,29.88,16.28,341992.26,18.8
543584.94,29.88,16.28,341992.26,18.8
543448.96,29.89,16.29,341992.26,18.81
543744.98,29.91,16.31,342054.97,18.82
543609.01,29.92,16.32,342189.62,18.83
543313.9,29.91,16.31,341918.85,18.82
543366.6,29.93,16.33,341762.44,18.82
543366.6,29.93,16.33,341757.16,18.82
543143.14,29.92,16.32,341741.22,18.82
543028.8,29.93,16.33,342693.17,18.89
543310.02,29.96,16.36,342746.41,18.9
543174.05,29.97,16.37,342746.57,18.91
543066.69,29.97,16.37,342639.21,18.91
542794.73,29.98,16.39,342651.34,18.93
542408.6,29.98,16.38,342207.04,18.91
542358.6,29.97,16.38,342157.04,18.91
542411.3,29.99,16.39,342160.49,18.92
542275.32,30.0,16.4,342144.44,18.93
542275.32,30.0,16.4,342170.08,18.93
542652.33,30.03,16.43,342453.78,18.95
542516.35,30.03,16.44,342505.21,18.96
542380.37,30.04,16.45,342711.59,18.98
542433.07,30.06,16.46,342711.66,18.99
542435.72,30.06,16.46,342717.16,18.99
542299.74,30.07,16.47,342716.79,19.0
542163.76,30.08,16.48,342716.79,19.01
541849.39,30.07,16.47,342562.34,19.01
541713.41,30.08,16.48,342574.0,19.02
541577.43,30.09,16.49,342562.83,19.03
541630.14,30.1,16.51,342562.37,19.04
541926.16,30.13,16.53,343199.48,19.08
541978.86,30.14,16.55,343513.73,19.11
541842.88,30.15,16.56,343513.42,19.12
541895.58,30.17,16.57,343513.42,19.13
541759.61,30.18,16.58,343544.6,19.14
541759.61,30.18,16.58,343535.53,19.14
541759.61,30.18,16.58,343372.24,19.13
541623.63,30.19,16.59,343341.55,19.14
541400.17,30.18,16.58,343328.12,19.14
541264.19,30.19,16.59,343327.63,19.15
541264.19,30.19,16.59,343327.63,19.15
541128.22,30.2,16.6,343694.74,19.18
541581.78,30.23,16.63,343664.32,19.18
541581.78,30.23,16.63,343645.65,19.18
541445.81,30.24,16.64,344156.4,19.22
541277.52,30.23,16.64,343908.08,19.21
541141.54,30.24,16.65,343908.24,19.22
541437.56,30.27,16.67,343907.77,19.23
541301.59,30.28,16.68,343907.77,19.24
541302.91,30.28,16.68,343915.77,19.24
541355.61,30.29,16.7,343944.63,19.25
541219.63,30.3,16.71,343937.35,19.26
541083.65,30.31,16.72,343927.98,19.27
540958.49,30.32,16.73,344578.11,19.32
540958.49,30.32,16.73,344578.11,19.32
540958.49,30.32,16.73,344578.11,19.32
540638.65,30.31,16.72,344320.48,19.31
540441.02,30.32,16.72,344165.77,19.31
540305.05,30.33,16.73,344165.93,19.32
540357.75,30.35,16.75,344165.46,19.33
540199.07,30.34,16.74,344007.27,19.32
540063.09,30.35,16.75,344007.27,19.33
539927.11,30.36,16.76,344019.48,19.34
539791.14,30.37,16.77,344011.93,19.35
539981.59,30.39,16.79,344012.9,19.36
539845.61,30.4,16.8,344557.33,19.4
540089.65,30.42,16.82,344758.61,19.42
539883.22,30.41,16.82,344693.79,19.42
539747.24,30.42,16.83,344693.48,19.43
539611.26,30.43,16.84,344693.48,19.44
539271.32,30.42,16.82,344364.36,19.43
539567.34,30.45,16.85,344406.49,19.43
539351.41,30.44,16.84,344191.62,19.42
539215.44,30.45,16.85,344160.54,19.43
539215.44,30.45,16.85,344160.54,19.43
538843.44,30.43,16.84,344149.49,19.44
538707.46,30.44,16.85,344356.67,19.46
538760.16,30.46,16.86,344223.09,19.46
538812.86,30.48,16.88,344149.48,19.47
538812.86,30.48,16.88,344102.01,19.46
538676.89,30.49,16.89,344539.16,19.5
538867.34,30.51,16.91,344538.85,19.51
538920.04,30.53,16.93,344538.85,19.52
538972.74,30.54,16.95,344538.85,19.52
539025.44,30.56,16.96,344550.82,19.53
539321.46,30.58,16.99,344545.45,19.54
539185.49,30.59,17.0,344538.85,19.55
538813.49,30.58,16.98,345173.17,19.59
538677.51,30.59,16.99,345116.4,19.6
538730.21,30.61,17.01,345470.96,19.63
538782.91,30.63,17.03,345471.02,19.64
538646.94,30.64,17.04,345470.65,19.65
538510.96,30.64,17.05,345483.85,19.66
538374.98,30.65,17.06,345481.05,19.67
538239.0,30.66,17.07,345472.2,19.68
538103.03,30.67,17.08,345484.45,19.69
538155.73,30.69,17.09,345922.9,19.73
538019.75,30.7,17.1,345845.26,19.73
537811.27,30.69,17.1,345645.28,19.73
537863.98,30.71,17.11,345645.35,19.74
537728.0,30.72,17.12,345644.97,19.75
537592.02,30.73,17.13,345644.97,19.76
537456.04,30.74,17.14,345765.44,19.78
537456.04,30.74,17.14,345768.19,19.78
537320.07,30.75,17.15,345654.02,19.78
537624.24,30.77,17.18,346107.86,19.81
537254.09,30.76,17.16,345861.3,19.8
537560.93,30.79,17.19,345733.92,19.8
537414.13,30.8,17.2,346361.12,19.85
537466.83,30.81,17.22,346361.18,19.86
537330.86,30.82,17.23,346360.81,19.87
536960.18,30.81,17.21,345967.41,19.85
536824.2,30.82,17.22,345967.41,19.86
536688.23,30.83,17.23,346021.15,19.88
536552.25,30.84,17.24,346009.91,19.89
536848.27,30.87,17.27,345969.78,19.89
536848.27,30.87,17.27,345969.58,19.89
536723.11,30.88,17.28,346679.88,19.94
536779.13,30.89,17.29,346805.84,19.96
536393.0,30.88,17.28,346404.14,19.94
536445.7,30.9,17.3,346404.21,19.95
536636.15,30.92,17.32,346403.83,19.96
536688.85,30.94,17.34,346403.83,19.97
536398.84,30.93,17.33,346163.59,19.96
536262.86,30.94,17.34,346190.82,19.97
536262.86,30.94,17.34,346397.9,19.98
536453.31,30.96,17.36,346380.82,19.99
536317.33,30.97,17.37,346370.67,20.0
536181.36,30.98,17.38,347486.47,20.08
536477.38,31.01,17.41,347826.21,20.1
536180.95,30.99,17.4,347487.04,20.09
535808.95,30.98,17.38,347067.58,20.07
535672.97,30.99,17.39,347067.27,20.08
535725.67,31.01,17.41,347067.27,20.09
535589.7,31.02,17.42,347067.27,20.1
535453.72,31.03,17.43,347104.7,20.11
535317.74,31.04,17.44,347067.41,20.12
535181.77,31.05,17.45,347080.3,20.14
535181.77,31.05,17.45,347124.36,20.14
535234.47,31.07,17.47,347587.28,20.17
535031.28,31.06,17.46,347445.7,20.17
534895.31,31.07,17.47,347325.65,20.17
534948.01,31.09,17.49,347325.71,20.18
534948.01,31.09,17.49,347348.59,20.18
534948.01,31.09,17.49,347348.84,20.18
534812.03,31.1,17.5,347348.46,20.2
535116.2,31.12,17.52,347349.47,20.2
534796.2,31.11,17.51,347029.47,20.19
534848.9,31.13,17.53,347028.46,20.2
534712.93,31.14,17.54,347028.46,20.21
534576.95,31.15,17.55,347365.38,20.24
534576.95,31.15,17.55,347365.38,20.24
534629.65,31.17,17.57,347580.23,20.26
534493.67,31.18,17.58,347782.28,20.29
534357.7,31.19,17.59,347781.97,20.3
534410.4,31.2,17.61,347781.97,20.31
534274.42,31.21,17.62,347781.97,20.32
534331.44,31.22,17.62,348113.4,20.34
534195.46,31.23,17.63,348128.6,20.35
534059.48,31.24,17.64,348113.4,20.36
533646.28,31.22,17.62,347678.15,20.34
533648.92,31.22,17.62,347679.38,20.34
533512.94,31.23,17.64,348032.1,20.37
533565.65,31.25,17.65,348114.05,20.39
533618.35,31.27,17.67,348201.33,20.4
533914.37,31.29,17.7,348201.02,20.41
533542.37,31.28,17.68,348201.02,20.42
533595.07,31.3,17.7,348201.02,20.42
533459.09,31.31,17.71,348329.06,20.44
533323.12,31.32,17.72,348207.51,20.45
532235.3,31.4,17.81,348207.2,20.55
532235.3,31.4,17.81,348207.2,20.55
532099.32,31.41,17.82,349290.9,20.62
532416.97,31.44,17.84,349279.8,20.63
532749.79,31.48,17.88,349226.17,20.64
532613.81,31.49,17.89,349226.33,20.65
532477.83,31.5,17.9,349225.86,20.66
532341.86,31.51,17.91,349225.86,20.67
531814.78,31.5,17.9,348980.4,20.67
531678.8,31.51,17.91,349201.25,20.7
531542.82,31.52,17.92,349266.48,20.71
531595.52,31.54,17.94,349064.87,20.71
531648.23,31.56,17.96,349490.3,20.74
531648.23,31.56,17.96,349490.3,20.74
531512.25,31.57,17.97,349320.28,20.75
531376.27,31.58,17.98,349319.97,20.76
531240.29,31.59,17.99,349319.97,20.77
531104.32,31.6,18.0,349319.97,20.78
530968.34,31.61,18.01,349325.41,20.8
531264.36,31.64,18.04,349921.98,20.84
531545.47,31.66,18.07,349507.06,20.82
531826.58,31.69,18.09,350605.43,20.89
531879.28,31.71,18.11,350793.01,20.91
531743.3,31.72,18.12,350792.7,20.93
531796.01,31.74,18.14,350792.7,20.94
531660.03,31.75,18.15,350792.7,20.95
531524.05,31.76,18.16,350792.7,20.96
531524.05,31.76,18.16,350792.7,20.96
531526.69,31.76,18.16,350807.16,20.96
531390.72,31.77,18.17,350825.46,20.98
531254.74,31.78,18.18,350923.1,20.99
531307.44,31.8,18.2,350865.39,21.0
530935.44,31.79,18.19,350376.64,20.98
531231.46,31.81,18.22,351139.59,21.03
531284.16,31.83,18.24,351139.65,21.04
531284.16,31.83,18.24,351139.65,21.04
531284.16,31.83,18.24,351178.65,21.04
530947.08,31.82,18.22,350953.16,21.03
530811.1,31.83,18.23,350952.78,21.05
530474.01,31.82,18.22,350601.13,21.03
530366.65,31.81,18.22,350492.24,21.02
530557.11,31.84,18.24,350546.52,21.04
530747.56,31.86,18.26,350534.1,21.04
530611.58,31.87,18.27,350514.15,21.05
530475.6,31.88,18.29,350600.16,21.07
530344.86,31.88,18.28,350462.09,21.07
530208.89,31.89,18.29,351286.18,21.13
530261.59,31.91,18.31,351380.62,21.14
530314.29,31.93,18.33,351380.69,21.16
530178.31,31.94,18.34,351380.31,21.17
529871.28,31.93,18.33,351065.82,21.15
530152.39,31.95,18.36,351072.63,21.16
530016.41,31.97,18.37,351066.55,21.17
530016.41,31.97,18.37,351066.55,21.17
529880.44,31.98,18.38,351065.82,21.19
529744.46,31.99,18.39,351803.48,21.24
529945.73,32.01,18.41,351826.03,21.25
529856.74,32.03,18.43,352055.82,21.28
529720.76,32.04,18.44,352055.51,21.29
530001.87,32.07,18.47,352055.51,21.3
530054.57,32.08,18.49,352078.19,21.31
530350.59,32.11,18.51,352070.82,21.32
530054.16,32.1,18.5,351782.99,21.3
529918.19,32.11,18.51,351779.0,21.32
529782.21,32.12,18.52,352589.56,21.38
529431.84,32.11,18.51,352538.37,21.38
529374.16,32.13,18.53,352128.2,21.37
529172.49,32.13,18.54,352467.67,21.4
529468.51,32.16,18.56,352467.36,21.41
529658.96,32.18,18.59,352467.36,21.42
529286.96,32.17,18.57,352566.59,21.43
529339.67,32.19,18.59,352503.73,21.44
529203.69,32.2,18.6,352482.49,21.45
529100.16,32.21,18.62,352640.73,21.47
530267.88,32.3,18.7,355173.51,21.63
529971.45,32.28,18.69,354861.35,21.62
529725.18,32.28,18.69,354194.26,21.59
529727.75,32.28,18.69,354207.49,21.59
529569.21,32.28,18.68,354048.95,21.58
529433.24,32.29,18.69,354049.11,21.59
529433.24,32.29,18.69,354049.11,21.59
529211.98,32.28,18.68,353811.86,21.58
529076.0,32.29,18.69,353811.39,21.59
528999.06,32.3,18.7,353632.32,21.59
528863.08,32.31,18.71,353632.32,21.6
528863.08,32.31,18.71,353679.07,21.61
528915.79,32.33,18.73,353691.28,21.62
528968.49,32.35,18.75,353687.84,21.63
528972.45,32.35,18.75,353689.14,21.63
529357.11,32.38,18.78,353685.87,21.63
529409.81,32.4,18.8,353680.37,21.64
529273.84,32.41,18.81,354768.12,21.72
529137.86,32.42,18.82,354767.81,21.74
529034.31,32.42,18.82,354486.76,21.72
528878.06,32.41,18.81,354327.87,21.71
528878.06,32.41,18.81,354327.87,21.71
528742.08,32.42,18.82,354346.49,21.73
528542.25,32.41,18.82,354320.46,21.73
528542.25,32.41,18.82,354320.49,21.73
528542.25,32.41,18.82,354320.49,21.73
528406.27,32.43,18.83,354311.6,21.74
528270.29,32.44,18.84,354305.15,21.76
528134.32,32.45,18.85,354340.86,21.77
527998.34,32.46,18.86,354305.67,21.78
527873.18,32.47,18.87,354494.97,21.81
528247.02,32.5,18.9,354755.43,21.83
528247.02,32.5,18.9,354755.43,21.83
528111.05,32.51,18.92,354755.12,21.84
527798.95,32.5,18.91,354510.1,21.83
528252.52,32.54,18.94,354510.1,21.84
528116.54,32.55,18.95,354626.04,21.86
527980.56,32.56,18.96,354639.07,21.87
527844.59,32.57,18.97,354739.33,21.89
527407.49,32.56,18.96,356043.82,21.98
527805.14,32.59,18.99,355423.29,21.95
527669.17,32.6,19.01,355422.98,21.96
528491.14,32.66,19.07,356250.84,22.02
528944.71,32.7,19.1,356250.84,22.02
