ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4ffb-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
1015,4628,4294890,6212,4530290
1015,4628,4295890,6212,4531290
1015,4628,4296890,6212,4532290
1015,4628,4297360,6212,4532760
1015,4628,4297910,6212,4533310
1015,4628,4298460,6212,4533860
1015,4628,4299270,6212,4534670
1015,4628,4300270,6212,4535670
1016,4636,4301080,6212,4536480
1016,4636,4302080,6212,4537480
1016,4636,4303080,6212,4538480
1016,4636,4303080,6212,4538480
1016,4636,4303080,6212,4538480
1016,4636,4304080,6212,4539480
1016,4636,4305080,6212,4540480
1016,4636,4305890,6212,4541290
1016,4636,4306360,6212,4541760
1016,4636,4306830,6212,4542230
1016,4636,4306830,6212,4543040
1016,4636,4306830,6212,4543040
1016,4636,4306830,6212,4543040
1016,4636,4307200,6212,4543410
1016,4636,4308200,6212,4544410
1016,4636,4308570,6212,4544780
1016,4636,4308680,6212,4544890
1017,4644,4309330,6212,4545540
1017,4644,4309980,6212,4546190
1017,4644,4310980,6212,4547190
1017,4644,4311980,6212,4548190
1017,4644,4312200,6212,4548410
1017,4644,4313200,6212,4549410
1017,4644,4314010,6212,4550220
1017,4644,4314820,6212,4551030
1017,4644,4315820,6212,4552030
1017,4644,4316150,6212,4552360
1018,4652,4316700,6212,4552910
1018,4652,4317700,6212,4553910
1018,4652,4317700,6212,4553910
1018,4652,4318700,6212,4554910
1018,4652,4319700,6212,4555910
1018,4652,4320350,6212,4556560
1018,4652,4321350,6212,4557560
1019,4660,4322350,6212,4558560
1019,4660,4322900,6212,4559110
1019,4660,4322900,6212,4559920
1019,4660,4323370,6212,4560390
1019,4660,4323690,6212,4560710
1019,4660,4324690,6212,4561710
1019,4660,4325690,6212,4562710
1019,4660,4326160,6212,4563180
1019,4660,4326160,6212,4564180
1019,4660,4327160,6212,4565180
1019,4660,4327630,6212,4565650
1020,4668,4328280,6212,4566300
1020,4668,4328750,6212,4566770
1020,4668,4329560,6212,4567580
1020,4668,4330560,6212,4568580
1020,4668,4331560,6212,4569580
1020,4668,4332030,6212,4570050
1020,4668,4332350,6212,4570370
1020,4668,4333160,6212,4571180
1020,4668,4333160,6212,4571180
1020,4668,4333320,6212,4571340
1020,4668,4334320,6212,4572340
1020,4668,4334320,6212,4572340
1020,4668,4334320,6212,4572570
1020,4668,4335320,6212,4573570
1021,4676,4335780,6212,4574030
1021,4676,4336780,6212,4575030
1021,4676,4336780,6212,4575030
1021,4676,4337590,6212,4575840
1021,4676,4338400,6212,4576650
1021,4676,4338400,6212,4576650
1021,4676,4338720,6212,4576970
1021,4676,4339530,6212,4577780
1021,4676,4340530,6212,4578780
1021,4676,4341530,6212,4579780
1021,4676,4341760,6212,4580010
1021,4676,4341920,6212,4580170
1021,4676,4341920,6212,4580170
1021,4676,4342920,6212,4581170
1021,4676,4342920,6212,4581400
1021,4676,4342920,6212,4581400
1021,4676,4342920,6212,4581400
1021,4676,4343920,6212,4582400
1022,4684,4344920,6212,4583400
1022,4684,4345920,6212,4584400
1022,4684,4346920,6212,4585400
1022,4684,4347920,6212,4586400
1022,4684,4348240,6212,4586720
1022,4684,4348240,6212,4586720
1022,4684,4349240,6212,4587720
1022,4684,4349710,6212,4588190
1022,4684,4349940,6212,4588420
1023,4692,4350940,6212,4589420
1023,4692,4351940,6212,4590420
1023,4692,4352940,6212,4591420
1023,4692,4353590,6212,4592070
1023,4692,4354050,6212,4592530
1023,4692,4355050,6212,4593530
1023,4692,4355520,6212,4594000
1023,4692,4355750,6212,4594230
1023,4692,4356750,6212,4595230
1023,4692,4356750,6212,4595230
1023,4692,4356750,6212,4595230
1024,4700,4357750,6212,4596230
1024,4700,4358070,6212,4596550
1024,4700,4359070,6212,4597550
1024,4700,4360070,6212,4598550
1024,4700,4360070,6212,4598550
1024,4700,4360880,6212,4599360
1024,4700,4361110,6212,4599590
1024,4700,4362110,6212,4600590
1024,4700,4362110,6212,4600590
1024,4700,4362920,6212,4601400
1024,4700,4363730,6212,4602210
1024,4700,4364540,6212,4603020
1025,4708,4365350,6212,4603830
1025,4708,4366350,6212,4604830
1025,4708,4367350,6212,4605830
1025,4708,4367350,6212,4606300
1025,4708,4368350,6212,4607300
1025,4708,4369160,6212,4608110
1025,4708,4369630,6212,4608580
1025,4708,4370440,6212,4609390
1025,4708,4370910,6212,4609860
1025,4708,4370910,6212,4609860
1025,4708,4371230,6212,4610180
1026,4716,4372230,6212,4611180
1026,4716,4372700,6212,4611650
1026,4716,4373510,6212,4612460
1026,4716,4373740,6212,4612690
1026,4716,4373740,6212,4612690
1027,4724,4374740,6212,4613690
1027,4724,4374740,6212,4613690
1027,4724,4374740,6212,4613690
1027,4724,4374740,6212,4613690
1027,4724,4375740,6212,4614690
1027,4724,4376220,6212,4615170
1027,4724,4376540,6212,4615490
1027,4724,4377540,6212,4616490
1027,4724,4378540,6212,4617490
1027,4724,4378540,6212,4617490
1027,4724,4378770,6212,4617720
1027,4724,4379770,6212,4618720
1028,4732,4380770,6212,4619720
1028,4732,4380770,6212,4619720
1028,4732,4381770,6212,4620720
1028,4732,4382770,6212,4621720
1028,4732,4383240,6212,4622190
1028,4732,4383610,6212,4622560
1028,4732,4384610,6212,4623560
1028,4732,4385080,6212,4624030
1028,4732,4386080,6212,4625030
1028,4732,4386310,6212,4625260
1028,4732,4386310,6212,4625260
1028,4732,4386900,6212,4625850
1029,4740,4387900,6212,4626850
1029,4740,4388900,6212,4627850
1029,4740,4389900,6212,4628850
1029,4740,4390900,6212,4629850
1029,4740,4391710,6212,4630660
1029,4740,4392710,6212,4631660
1029,4740,4393710,6212,4632660
1029,4740,4393710,6212,4632660
1029,4740,4394710,6212,4633660
1029,4740,4395710,6212,4634660
1029,4740,4396520,6212,4635470
1029,4740,4396520,6212,4635470
1029,4740,4396520,6212,4635470
1030,4748,4397330,6212,4636280
1030,4748,4398330,6212,4637280
1030,4748,4398330,6212,4637280
1030,4748,4399330,6212,4638280
1030,4748,4399330,6212,4639280
1030,4748,4400140,6212,4640090
1030,4748,4400790,6212,4640740
1030,4748,4401600,6212,4641550
1030,4748,4402600,6212,4642550
1030,4748,4402600,6212,4642550
1030,4748,4403600,6212,4643550
1031,4756,4403970,6212,4643920
1031,4756,4404440,6212,4644390
1031,4756,4405250,6212,4645200
1031,4756,4406250,6212,4646200
1031,4756,4407250,6212,4647200
1031,4756,4408250,6212,4648200
1031,4756,4408250,6212,4648200
1031,4756,4408250,6212,4648200
1031,4756,4409250,6212,4649200
1031,4756,4409800,6212,4649750
1031,4756,4410800,6212,4650750
1032,4764,4411800,6212,4651750
1032,4764,4412800,6212,4652750
1032,4764,4413800,6212,4653750
1032,4764,4413800,6212,4653750
1032,4764,4414800,6212,4654750
1032,4764,4414800,6212,4654750
1032,4764,4414800,6212,4655750
1032,4764,4415610,6212,4656560
1032,4764,4416080,6212,4657030
1032,4764,4417080,6212,4658030
1033,4772,4418080,6212,4659030
1033,4772,4419080,6212,4660030
1033,4772,4420080,6212,4661030
1033,4772,4420080,6212,4661030
1033,4772,4420080,6212,4661030
1033,4772,4421080,6212,4662030
1033,4772,4422080,6212,4663030
1033,4772,4422730,6212,4663680
1033,4772,4423730,6212,4664680
1033,4772,4423890,6212,4664840
1033,4772,4424890,6212,4665840
1033,4772,4424890,6212,4666840
1034,4780,4425890,6212,4667840
1034,4780,4425890,6212,4667840
1034,4780,4426890,6212,4668840
1034,4780,4426890,6212,4668840
1034,4780,4427890,6212,4669840
1034,4780,4427890,6212,4670840
1034,4780,4427890,6212,4670840
1034,4780,4428890,6212,4671840
1034,4780,4429890,6212,4672840
1034,4780,4430360,6212,4673310
1034,4780,4430830,6212,4673780
1034,4780,4431830,6212,4674780
1034,4780,4432300,6212,4675250
1034,4780,4433300,6212,4676250
1034,4780,4433620,6212,4676570
1035,4788,4441620,6212,4684570
1036,4796,4442620,6212,4685570
1036,4796,4442620,6212,4686380
1036,4796,4442840,6212,4686600
1036,4796,4443000,6212,4686760
1036,4796,4443370,6212,4687130
1036,4796,4444370,6212,4688130
1036,4796,4445180,6212,4688940
1036,4796,4445400,6212,4689160
1036,4796,4445400,6212,4689160
1036,4796,4446210,6212,4689970
1036,4796,4447210,6212,4690970
1036,4796,4448210,6212,4691970
1036,4796,4448210,6212,4692440
1036,4796,4448440,6212,4692670
1036,4796,4449440,6212,4693670
1036,4796,4449440,6212,4694670
1037,4804,4450440,6212,4695670
1037,4804,4451250,6212,4696480
1037,4804,4452060,6212,4697290
1037,4804,4452060,6212,4697290
1037,4804,4452060,6212,4697290
1037,4804,4453060,6212,4698290
1037,4804,4453060,6212,4698290
1037,4804,4454060,6212,4699290
1037,4804,4454060,6212,4699290
1038,4812,4462060,6212,4707290
1038,4812,4462530,6212,4707760
1038,4812,4463000,6212,4708230
1038,4812,4464000,6212,4709230
1038,4812,4465000,6212,4710230
1039,4820,4466000,6212,4711230
1039,4820,4466810,6212,4712040
1039,4820,4467810,6212,4713040
1039,4820,4468620,6212,4713850
1039,4820,4468840,6212,4714070
1039,4820,4469310,6212,4714540
1039,4820,4470310,6212,4715540
1039,4820,4471310,6212,4716540
1039,4820,4471900,6212,4717130
1040,4828,4472900,6212,4718130
1040,4828,4473900,6212,4719130
1040,4828,4474710,6212,4719940
1040,4828,4475710,6212,4720940
1040,4828,4476030,6212,4721260
1040,4828,4476250,6212,4721480
1040,4828,4476900,6212,4722130
1040,4828,4476900,6212,4722130
1040,4828,4477900,6212,4723130
1040,4828,4478900,6212,4724130
1040,4828,4479900,6212,4725130
1041,4836,4480900,6212,4726130
1041,4836,4480900,6212,4726130
1041,4836,4480900,6212,4726940
1041,4836,4481130,6212,4727170
1042,4844,4489130,6212,4735170
1042,4844,4490130,6212,4736170
1042,4844,4491130,6212,4737170
1042,4844,4491940,6212,4737980
1042,4844,4491940,6212,4737980
1042,4844,4492940,6212,4738980
1042,4844,4493940,6212,4739980
1042,4844,4494940,6212,4740980
1042,4844,4495260,6212,4741300
1042,4844,4495490,6212,4741530
1042,4844,4495490,6212,4741530
1042,4844,4495490,6212,4741850
1042,4844,4496490,6212,4742850
1042,4844,4497490,6212,4743850
1042,4844,4498490,6212,4744850
1042,4844,4498490,6212,4745850
1042,4844,4499490,6212,4746850
1042,4844,4500490,6212,4747850
1042,4844,4501490,6212,4748850
1042,4844,4501960,6212,4749320
1042,4844,4501960,6212,4749320
1042,4844,4502280,6212,4749640
1043,4852,4503280,6212,4750640
1043,4852,4504090,6212,4751450
1043,4852,4504090,6212,4752260
1043,4852,4504900,6212,4753070
1043,4852,4505900,6212,4754070
1043,4852,4506270,6212,4754440
1043,4852,4507080,6212,4755250
1043,4852,4508080,6212,4756250
1043,4852,4508080,6212,4756900
1043,4852,4508890,6212,4757710
1043,4852,4509700,6212,4758520
1044,4860,4510700,6212,4759520
1044,4860,4511510,6212,4760330
1044,4860,4511510,6212,4761330
1044,4860,4511510,6212,4761330
1044,4860,4512100,6212,4761920
1044,4860,4513100,6212,4762920
1044,4860,4513910,6212,4763730
1044,4860,4514380,6212,4764200
1044,4860,4514380,6212,4764200
1044,4860,4514930,6212,4764750
1044,4860,4515930,6212,4765750
1045,4868,4516930,6212,4766750
1045,4868,4517930,6212,4767750
1045,4868,4518390,6212,4768210
1045,4868,4519390,6212,4769210
1045,4868,4520200,6212,4770020
1045,4868,4520520,6212,4770340
1045,4868,4520520,6212,4770990
1045,4868,4521520,6212,4771990
1045,4868,4522520,6212,4772990
1045,4868,4522840,6212,4773310
1045,4868,4523840,6212,4774310
1046,4876,4524840,6212,4775310
1046,4876,4524840,6212,4775780
1046,4876,4525840,6212,4776780
1046,4876,4526840,6212,4777780
1046,4876,4527840,6212,4778780
1046,4876,4528490,6212,4779430
1046,4876,4528490,6212,4780430
1046,4876,4529490,6212,4781430
1046,4876,4530490,6212,4782430
1047,4884,4531490,6212,4783430
1047,4884,4532490,6212,4784430
1047,4884,4533490,6212,4785430
1047,4884,4534300,6212,4786240
1047,4884,4534300,6212,4786240
1047,4884,4534300,6212,4786710
1047,4884,4535300,6212,4787710
1047,4884,4535300,6212,4788710
1047,4884,4535300,6212,4789710
1047,4884,4536300,6212,4790710
1047,4884,4536300,6212,4790710
1047,4884,4537300,6212,4791710
1047,4884,4537770,6212,4792180
1047,4884,4537770,6212,4792180
1047,4884,4538240,6212,4792650
1047,4884,4538700,6212,4793110
1048,4892,4539510,6212,4793920
1048,4892,4539740,6212,4794150
1048,4892,4540740,6212,4795150
1048,4892,4541740,6212,4796150
1048,4892,4542740,6212,4797150
1048,4892,4543740,6212,4798150
1048,4892,4544740,6212,4799150
1048,4892,4545550,6212,4799960
1048,4892,4546360,6212,4800770
1049,4900,4547360,6212,4801770
1049,4900,4547690,6212,4802100
1049,4900,4547850,6212,4802260
1049,4900,4548850,6212,4803260
1049,4900,4548850,6212,4803260
1049,4900,4549660,6212,4804070
1049,4900,4550660,6212,4805070
1049,4900,4551470,6212,4805880
1049,4900,4552470,6212,4806880
1049,4900,4553280,6212,4807690
1050,4908,4554280,6212,4808690
1050,4908,4555090,6212,4809500
1050,4908,4556090,6212,4810500
1050,4908,4556090,6212,4811310
1050,4908,4556900,6212,4812120
1050,4908,4557900,6212,4813120
1050,4908,4558710,6212,4813930
1050,4908,4559520,6212,4814740
1050,4908,4559520,6212,4814740
1051,4916,4563520,6212,4818740
1051,4916,4564520,6212,4819740
1051,4916,4564520,6212,4819740
1051,4916,4565170,6212,4820390
1051,4916,4566170,6212,4821390
1051,4916,4567170,6212,4822390
1051,4916,4567980,6212,4823200
1052,4924,4568980,6212,4824200
1052,4924,4569980,6212,4825200
1052,4924,4570980,6212,4826200
1052,4924,4571980,6212,4827200
1052,4924,4572980,6212,4828200
1052,4924,4573980,6212,4829200
1052,4924,4574450,6212,4829670
1052,4924,4574770,6212,4829990
1052,4924,4574770,6212,4830310
1052,4924,4575420,6212,4830960
1052,4924,4576420,6212,4831960
1053,4932,4577230,6212,4832770
1053,4932,4577700,6212,4833240
1053,4932,4578170,6212,4833710
1053,4932,4578170,6212,4834710
1053,4932,4579170,6212,4835710
1053,4932,4580170,6212,4836710
1053,4932,4581170,6212,4837710
1053,4932,4582170,6212,4838710
1053,4932,4583170,6212,4839710
1053,4932,4584170,6212,4840710
1054,4940,4584980,6212,4841520
1054,4940,4585200,6212,4841740
1054,4940,4585310,6212,4841850
1054,4940,4586310,6212,4842850
1054,4940,4587120,6212,4843660
1054,4940,4588120,6212,4844660
1054,4940,4588930,6212,4845470
1054,4940,4589580,6212,4846120
1054,4940,4590050,6212,4846590
1054,4940,4591050,6212,4847590
1055,4948,4592050,6212,4848590
1055,4948,4592050,6212,4849590
1055,4948,4593050,6212,4850590
1055,4948,4593860,6212,4851400
1055,4948,4594510,6212,4852050
1055,4948,4594510,6212,4852050
1055,4948,4595510,6212,4853050
1055,4948,4595510,6212,4853520
1055,4948,4596320,6212,4854330
1055,4948,4596790,6212,4854800
1055,4948,4597790,6212,4855800
1055,4948,4598440,6212,4856450
1056,4956,4599440,6212,4857450
1056,4956,4600090,6212,4858100
1056,4956,4601090,6212,4859100
1056,4956,4601560,6212,4859570
1056,4956,4601560,6212,4860570
1056,4956,4601560,6212,4861380
1056,4956,4601560,6212,4861380
1056,4956,4602110,6212,4861930
1056,4956,4602920,6212,4862740
1056,4956,4603920,6212,4863740
1056,4956,4604920,6212,4864740
1057,4964,4605920,6212,4865740
1057,4964,4606920,6212,4866740
1057,4964,4607920,6212,4867740
1057,4964,4608030,6212,4867850
1057,4964,4609030,6212,4868850
1057,4964,4610030,6212,4869850
1057,4964,4610840,6212,4870660
1057,4964,4611840,6212,4871660
1057,4964,4612310,6212,4872130
1058,4972,4613310,6212,4873130
1058,4972,4614310,6212,4874130
1058,4972,4614770,6212,4874590
1058,4972,4615770,6212,4875590
1058,4972,4615770,6212,4875590
1058,4972,4616090,6212,4875910
1058,4972,4616090,6212,4875910
1058,4972,4616090,6212,4875910
1058,4972,4616560,6212,4876380
1058,4972,4617560,6212,4877380
1058,4972,4618560,6212,4878380
1058,4972,4618560,6212,4878850
1058,4972,4619560,6212,4879850
1058,4972,4620370,6212,4880660
1058,4972,4621370,6212,4881660
1058,4972,4621370,6212,4882210
1059,4980,4622370,6212,4883210
1059,4980,4622840,6212,4883680
1059,4980,4623840,6212,4884680
1059,4980,4623840,6212,4885150
1059,4980,4624840,6212,4886150
1059,4980,4625840,6212,4887150
1059,4980,4626650,6212,4887960
1059,4980,4627460,6212,4888770
1059,4980,4628460,6212,4889770
1060,4988,4629460,6212,4890770
1060,4988,4629930,6212,4891240
1060,4988,4630740,6212,4892050
1060,4988,4631740,6212,4893050
1060,4988,4632740,6212,4894050
1060,4988,4633550,6212,4894860
1060,4988,4634550,6212,4895860
1060,4988,4635550,6212,4896860
1060,4988,4636550,6212,4897860
1060,4988,4637550,6212,4898860
1060,4988,4637550,6212,4898860
1061,4996,4638550,6212,4899860
1061,4996,4638550,6212,4899860
1061,4996,4639360,6212,4900670
1061,4996,4640170,6212,4901480
1061,4996,4641170,6212,4902480
1061,4996,4641640,6212,4902950
1061,4996,4642640,6212,4903950
1061,4996,4643450,6212,4904760
1061,4996,4643770,6212,4905080
1061,4996,4643770,6212,4905080
1061,4996,4644770,6212,4906080
1062,5004,4645770,6212,4907080
1062,5004,4646580,6212,4907890
1062,5004,4647390,6212,4908700
1062,5004,4647390,6212,4908700
1063,5012,4655390,6212,4916700
1063,5012,4656390,6212,4917700
1063,5012,4657040,6212,4918350
1063,5012,4658040,6212,4919350
1063,5012,4658040,6212,4919350
1063,5012,4659040,6212,4920350
1063,5012,4659200,6212,4920510
1063,5012,4659200,6212,4921320
1063,5012,4660200,6212,4922320
1063,5012,4660570,6212,4922690
1063,5012,4660570,6212,4922690
1063,5012,4661040,6212,4923160
1063,5012,4661040,6212,4923970
1064,5020,4661850,6212,4924780
1064,5020,4661850,6212,4924780
1064,5020,4662310,6212,4925240
1064,5020,4663310,6212,4926240
1064,5020,4663310,6212,4927240
1064,5020,4664120,6212,4928050
1064,5020,4664930,6212,4928860
1064,5020,4665740,6212,4929670
1064,5020,4665740,6212,4930670
1064,5020,4666550,6212,4931480
1064,5020,4667550,6212,4932480
1065,5028,4668550,6212,4933480
1065,5028,4669020,6212,4933950
1065,5028,4670020,6212,4934950
1065,5028,4671020,6212,4935950
1065,5028,4671020,6212,4936950
1065,5028,4671180,6212,4937110
1065,5028,4672180,6212,4938110
1065,5028,4672650,6212,4938580
1065,5028,4673650,6212,4939580
1065,5028,4673970,6212,4939900
1065,5028,4674200,6212,4940130
1065,5028,4675010,6212,4940940
1065,5028,4675010,6212,4940940
1065,5028,4676010,6212,4941940
1066,5036,4677010,6212,4942940
1066,5036,4677660,6212,4943590
1066,5036,4678660,6212,4944590
1066,5036,4678660,6212,4944910
1066,5036,4679660,6212,4945910
1066,5036,4680660,6212,4946910
1066,5036,4680660,6212,4946910
1066,5036,4681660,6212,4947910
1066,5036,4682130,6212,4948380
1066,5036,4682130,6212,4948380
1066,5036,4682130,6212,4948380
1066,5036,4682130,6212,4948380
1066,5036,4682130,6212,4949380
1066,5036,4683130,6212,4950380
1066,5036,4684130,6212,4951380
1067,5044,4684940,6212,4952190
1067,5044,4684940,6212,4952190
1067,5044,4685410,6212,4952660
1067,5044,4685880,6212,4953130
1067,5044,4686350,6212,4953600
1067,5044,4687350,6212,4954600
1067,5044,4687350,6212,4955410
1067,5044,4687820,6212,4955880
1067,5044,4688630,6212,4956690
1067,5044,4689630,6212,4957690
1067,5044,4690630,6212,4958690
1067,5044,4691630,6212,4959690
1067,5044,4691850,6212,4959910
1068,5052,4692500,6212,4960560
1068,5052,4693500,6212,4961560
1068,5052,4694500,6212,4962560
1068,5052,4694500,6212,4962790
1068,5052,4694970,6212,4963260
1068,5052,4695560,6212,4963850
1068,5052,4696370,6212,4964660
1068,5052,4697370,6212,4965660
1068,5052,4697370,6212,4965660
1068,5052,4698370,6212,4966660
1069,5060,4699180,6212,4967470
1069,5060,4700180,6212,4968470
1069,5060,4701180,6212,4969470
1069,5060,4702180,6212,4970470
1069,5060,4702990,6212,4971280
1069,5060,4703990,6212,4972280
1069,5060,4704990,6212,4973280
1069,5060,4705990,6212,4974280
1070,5068,4706990,6212,4975280
1070,5068,4706990,6212,4975280
1070,5068,4707990,6212,4976280
1070,5068,4708800,6212,4977090
1070,5068,4709800,6212,4978090
1070,5068,4710800,6212,4979090
1070,5068,4711150,6212,4979440
1070,5068,4712150,6212,4980440
1070,5068,4712150,6212,4980440
1070,5068,4712620,6212,4980910
1070,5068,4713620,6212,4981910
1071,5076,4714620,6212,4982910
1071,5076,4715620,6212,4983910
1071,5076,4715620,6212,4983910
1071,5076,4716090,6212,4984380
1071,5076,4717090,6212,4985380
1071,5076,4717090,6212,4985380
1071,5076,4717090,6212,4985840
1071,5076,4717320,6212,4986070
1071,5076,4718320,6212,4987070
1071,5076,4719320,6212,4988070
1071,5076,4719640,6212,4988390
1071,5076,4720640,6212,4989390
1071,5076,4721110,6212,4989860
1071,5076,4721110,6212,4989860
1071,5076,4721110,6212,4990330
1071,5076,4721920,6212,4991140
1072,5084,4722570,6212,4991790
1072,5084,4723570,6212,4992790
1072,5084,4724570,6212,4993790
1072,5084,4724570,6212,4994790
1072,5084,4725380,6212,4995600
1072,5084,4725380,6212,4995600
1072,5084,4725380,6212,4996600
1072,5084,4725380,6212,4996600
1072,5084,4725600,6212,4996820
1072,5084,4726600,6212,4997820
1072,5084,4727070,6212,4998290
1072,5084,4728070,6212,4999290
1072,5084,4728180,6212,4999400
1072,5084,4728770,6212,4999990
1072,5084,4728770,6212,4999990
1073,5092,4729770,6212,5000990
1073,5092,4730770,6212,5001990
1073,5092,4731770,6212,5002990
1073,5092,4731770,6212,5002990
1073,5092,4731770,6212,5002990
1073,5092,4731770,6212,5002990
1073,5092,4731770,6212,5003990
1073,5092,4732770,6212,5004990
1073,5092,4733240,6212,5005460
1073,5092,4733710,6212,5005930
1073,5092,4734520,6212,5006740
1073,5092,4735330,6212,5007550
1073,5092,4736330,6212,5008550
1074,5100,4736800,6212,5009020
1074,5100,4737800,6212,5010020
1074,5100,4738270,6212,5010490
1074,5100,4739270,6212,5011490
1074,5100,4739270,6212,5011490
1074,5100,4739750,6212,5011970
1074,5100,4740750,6212,5012970
1074,5100,4741750,6212,5013970
1074,5100,4742070,6212,5014290
1074,5100,4743070,6212,5015290
1075,5108,4744070,6212,5016290
1075,5108,4744530,6212,5016750
1075,5108,4745340,6212,5017560
1075,5108,4746340,6212,5018560
1075,5108,4746340,6212,5018560
1075,5108,4747340,6212,5019560
1075,5108,4748340,6212,5020560
1075,5108,4749340,6212,5021560
1075,5108,4749810,6212,5022030
1075,5108,4750460,6212,5022680
1076,5116,4751460,6212,5023680
1076,5116,4752460,6212,5024680
1076,5116,4753460,6212,5025680
1076,5116,4754110,6212,5026330
1076,5116,4755110,6212,5027330
1076,5116,4756110,6212,5028330
1076,5116,4757110,6212,5029330
1076,5116,4758110,6212,5030330
1077,5124,4759110,6212,5031330
1077,5124,4759110,6212,5031330
1077,5124,4759110,6212,5031330
1077,5124,4760110,6212,5032330
1077,5124,4761110,6212,5033330
1077,5124,4761570,6212,5033790
1077,5124,4762570,6212,5034790
1077,5124,4763040,6212,5035260
1077,5124,4763510,6212,5035730
1077,5124,4763830,6212,5036050
1077,5124,4764830,6212,5037050
1077,5124,4765640,6212,5037860
1077,5124,4766640,6212,5038860
1078,5132,4767450,6212,5039670
1078,5132,4768100,6212,5040320
1078,5132,4768570,6212,5040790
1078,5132,4769570,6212,5041790
1078,5132,4769790,6212,5042010
1078,5132,4770790,6212,5043010
1078,5132,4771790,6212,5044010
1078,5132,4772790,6212,5045010
1078,5132,4773600,6212,5045820
1079,5140,4774070,6212,5046290
1079,5140,4775070,6212,5047290
1079,5140,4776070,6212,5048290
1079,5140,4776530,6212,5048750
1079,5140,4776850,6212,5049070
1079,5140,4776850,6212,5049070
1079,5140,4777850,6212,5050070
1079,5140,4778170,6212,5050390
1079,5140,4779170,6212,5051390
1080,5148,4780170,6212,5052390
1080,5148,4780170,6212,5052390
1080,5148,4780170,6212,5053200
1080,5148,4780170,6212,5053200
1080,5148,4781170,6212,5054200
1080,5148,4782170,6212,5055200
1080,5148,4782980,6212,5056010
1080,5148,4783980,6212,5057010
1080,5148,4783980,6212,5057010
1080,5148,4784980,6212,5058010
1080,5148,4785980,6212,5059010
1080,5148,4785980,6212,5060010
1080,5148,4785980,6212,5060010
1080,5148,4786980,6212,5061010
1080,5148,4787980,6212,5062010
1080,5148,4788980,6212,5063010
1081,5156,4789980,6212,5064010
1081,5156,4790140,6212,5064170
1081,5156,4791140,6212,5065170
1081,5156,4791140,6212,5065980
1081,5156,4792140,6212,5066980
1081,5156,4793140,6212,5067980
1081,5156,4793140,6212,5067980
1081,5156,4794140,6212,5068980
1081,5156,4794140,6212,5069980
1081,5156,4795140,6212,5070980
1082,5164,4796140,6212,5071980
1082,5164,4797140,6212,5072980
1082,5164,4797140,6212,5073980
1082,5164,4797140,6212,5073980
1082,5164,4798140,6212,5074980
1082,5164,4799140,6212,5075980
1082,5164,4800140,6212,5076980
1082,5164,4800140,6212,5076980
1082,5164,4800950,6212,5077790
1082,5164,4801420,6212,5078260
1082,5164,4802420,6212,5079260
1082,5164,4803420,6212,5080260
1083,5172,4804420,6212,5081260
1083,5172,4805230,6212,5082070
1083,5172,4806040,6212,5082880
1083,5172,4807040,6212,5083880
1083,5172,4807850,6212,5084690
1083,5172,4808850,6212,5085690
1083,5172,4809850,6212,5086690
1083,5172,4810850,6212,5087690
1083,5172,4811660,6212,5088500
1084,5180,4812660,6212,5089500
1084,5180,4813470,6212,5090310
1084,5180,4814280,6212,5091120
1084,5180,4815280,6212,5092120
1084,5180,4816090,6212,5092930
1084,5180,4816560,6212,5093400
1084,5180,4817560,6212,5094400
1084,5180,4818030,6212,5094870
1084,5180,4818030,6212,5095190
1084,5180,4819030,6212,5096190
1085,5188,4820030,6212,5097190
1085,5188,4820030,6212,5098190
1085,5188,4821030,6212,5099190
1085,5188,4822030,6212,5100190
1085,5188,4823030,6212,5101190
1085,5188,4823580,6212,5101740
1085,5188,4823580,6212,5101740
1085,5188,4824580,6212,5102740
1085,5188,4825060,6212,5103220
1085,5188,4825060,6212,5103220
1085,5188,4826060,6212,5104220
1085,5188,4826060,6212,5104220
1085,5188,4826060,6212,5105030
1085,5188,4826870,6212,5105840
1086,5196,4827680,6212,5106650
1086,5196,4828680,6212,5107650
1086,5196,4829680,6212,5108650
1086,5196,4829680,6212,5108650
1086,5196,4830680,6212,5109650
1086,5196,4831680,6212,5110650
1086,5196,4832150,6212,5111120
1086,5196,4833150,6212,5112120
1086,5196,4833960,6212,5112930
1086,5196,4834960,6212,5113930
1087,5204,4835510,6212,5114480
1087,5204,4835510,6212,5114480
1087,5204,4836510,6212,5115480
1087,5204,4837320,6212,5116290
1087,5204,4837320,6212,5116760
1087,5204,4838320,6212,5117760
