ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1007,4564,3662850,6212,3662850
1007,4564,3663660,6212,3663660
1007,4564,3664130,6212,3664130
1007,4564,3664240,6212,3664240
1007,4564,3664710,6212,3664710
1007,4564,3664710,6212,3664710
1007,4564,3665360,6212,3665360
1007,4564,3665590,6212,3665590
1007,4564,3666400,6212,3666400
1007,4564,3666870,6212,3666870
1007,4564,3667520,6212,3667520
1007,4564,3667750,6212,3667750
1007,4564,3668070,6212,3668070
1007,4564,3668880,6212,3668880
1008,4572,3669350,6212,3669350
1008,4572,3670000,6212,3670000
1008,4572,3670230,6212,3670230
1008,4572,3670700,6212,3670700
1008,4572,3670930,6212,3670930
1008,4572,3671280,6212,3671280
1008,4572,3671280,6212,3671280
1008,4572,3671280,6212,3671280
1008,4572,3672090,6212,3672090
1008,4572,3672090,6212,3672090
1008,4572,3672320,6212,3672320
1008,4572,3672590,6212,3672590
1009,4580,3673240,6212,3673240
1009,4580,3673700,6212,3673700
1009,4580,3674510,6212,3674510
1009,4580,3674510,6212,3674510
1009,4580,3675060,6212,3675060
1009,4580,3675870,6212,3675870
1009,4580,3675870,6212,3675870
1009,4580,3676190,6212,3676190
1009,4580,3676190,6212,3676190
1009,4580,3676510,6212,3676510
1009,4580,3676510,6212,3676510
1009,4580,3676510,6212,3676510
1009,4580,3676510,6212,3676510
1010,4588,3676830,6212,3676830
1010,4588,3676830,6212,3676830
1010,4588,3677060,6212,3677060
1010,4588,3677870,6212,3677870
1010,4588,3678520,6212,3678520
1010,4588,3679330,6212,3679330
1010,4588,3679560,6212,3679560
1010,4588,3680030,6212,3680030
1010,4588,3680580,6212,3680580
1010,4588,3681050,6212,3681050
1010,4588,3681520,6212,3681520
1010,4588,3681520,6212,3681520
1010,4588,3682330,6212,3682330
1010,4588,3682800,6212,3682800
1010,4588,3683170,6212,3683170
1010,4588,3683170,6212,3683170
1011,4596,3683760,6212,3683760
1011,4596,3684080,6212,3684080
1011,4596,3684080,6212,3684080
1011,4596,3684890,6212,3684890
1011,4596,3685700,6212,3685700
1011,4596,3685920,6212,3685920
1011,4596,3686730,6212,3686730
1011,4596,3687100,6212,3687100
1011,4596,3687570,6212,3687570
1011,4596,3688120,6212,3688120
1011,4596,3688770,6212,3688770
1011,4596,3689090,6212,3689090
1011,4596,3689550,6212,3689550
1012,4604,3690360,6212,3690360
1012,4604,3690360,6212,3690360
1012,4604,3690360,6212,3690360
1012,4604,3690820,6212,3690820
1012,4604,3691290,6212,3691290
1012,4604,3692100,6212,3692100
1012,4604,3692420,6212,3692420
1012,4604,3693230,6212,3693230
1012,4604,3694040,6212,3694040
1012,4604,3694510,6212,3694510
1012,4604,3694970,6212,3694970
1012,4604,3694970,6212,3694970
1012,4604,3695440,6212,3695440
1012,4604,3695760,6212,3695760
1012,4604,3696230,6212,3696230
1012,4604,3697040,6212,3697040
1013,4612,3697850,6212,3697850
1013,4612,3698660,6212,3698660
1013,4612,3699310,6212,3699310
1013,4612,3699310,6212,3699310
1013,4612,3699530,6212,3699530
1013,4612,3699530,6212,3699530
1013,4612,3700340,6212,3700340
1013,4612,3700660,6212,3700660
1013,4612,3700660,6212,3700660
1013,4612,3700660,6212,3700660
1013,4612,3700980,6212,3700980
1013,4612,3701450,6212,3701450
1013,4612,3701920,6212,3701920
1013,4612,3702240,6212,3702240
1013,4612,3702710,6212,3702710
1013,4612,3703520,6212,3703520
1014,4620,3704070,6212,3704070
1014,4620,3704390,6212,3704390
1014,4620,3705200,6212,3705200
1014,4620,3705360,6212,3705360
1014,4620,3706170,6212,3706170
1014,4620,3706640,6212,3706640
1014,4620,3707100,6212,3707100
1014,4620,3707580,6212,3707580
1014,4620,3707900,6212,3707900
1014,4620,3708710,6212,3708710
1014,4620,3709520,6212,3709520
1014,4620,3709980,6212,3709980
1014,4620,3710790,6212,3710790
1015,4628,3711260,6212,3711260
1015,4628,3712070,6212,3712070
1015,4628,3712540,6212,3712540
1015,4628,3713350,6212,3713350
1015,4628,3713820,6212,3713820
1015,4628,3714630,6212,3714630
1015,4628,3715280,6212,3715280
1015,4628,3715750,6212,3715750
1015,4628,3716560,6212,3716560
1015,4628,3717030,6212,3717030
1015,4628,3717350,6212,3717350
1016,4636,3718160,6212,3718160
1016,4636,3718630,6212,3718630
1016,4636,3719000,6212,3719000
1016,4636,3719810,6212,3719810
1016,4636,3720620,6212,3720620
1016,4636,3721090,6212,3721090
1016,4636,3721900,6212,3721900
1016,4636,3722710,6212,3722710
1016,4636,3723520,6212,3723520
1016,4636,3723520,6212,3723520
1016,4636,3724330,6212,3724330
1017,4644,3725140,6212,3725140
1017,4644,3725610,6212,3725610
1017,4644,3726080,6212,3726080
1017,4644,3726890,6212,3726890
1017,4644,3727360,6212,3727360
1017,4644,3728170,6212,3728170
1017,4644,3728630,6212,3728630
1017,4644,3728850,6212,3728850
1017,4644,3729320,6212,3729320
1017,4644,3730130,6212,3730130
1017,4644,3730600,6212,3730600
1017,4644,3730600,6212,3730600
1017,4644,3731070,6212,3731070
1018,4652,3731880,6212,3731880
1018,4652,3732110,6212,3732110
1018,4652,3732920,6212,3732920
1018,4652,3733240,6212,3733240
1018,4652,3734050,6212,3734050
1018,4652,3734860,6212,3734860
1018,4652,3735670,6212,3735670
1018,4652,3736480,6212,3736480
1018,4652,3736950,6212,3736950
1018,4652,3736950,6212,3736950
1018,4652,3737110,6212,3737110
1018,4652,3737920,6212,3737920
1019,4660,3738570,6212,3738570
1019,4660,3739050,6212,3739050
1019,4660,3739860,6212,3739860
1019,4660,3740020,6212,3740020
1019,4660,3740340,6212,3740340
1019,4660,3740810,6212,3740810
1019,4660,3741280,6212,3741280
1019,4660,3741280,6212,3741280
1019,4660,3741750,6212,3741750
1019,4660,3742220,6212,3742220
1019,4660,3742540,6212,3742540
1019,4660,3742860,6212,3742860
1019,4660,3743670,6212,3743670
1019,4660,3744140,6212,3744140
1019,4660,3744950,6212,3744950
1020,4668,3745540,6212,3745540
1020,4668,3746350,6212,3746350
1020,4668,3746350,6212,3746350
1020,4668,3746820,6212,3746820
1020,4668,3746820,6212,3746820
1020,4668,3747290,6212,3747290
1020,4668,3747450,6212,3747450
1020,4668,3747450,6212,3747450
1020,4668,3747670,6212,3747670
1020,4668,3748480,6212,3748480
1020,4668,3749290,6212,3749290
1020,4668,3750100,6212,3750100
1020,4668,3750560,6212,3750560
1020,4668,3751370,6212,3751370
1020,4668,3752180,6212,3752180
1021,4676,3752990,6212,3752990
1021,4676,3753220,6212,3753220
1021,4676,3754030,6212,3754030
1021,4676,3754840,6212,3754840
1021,4676,3754840,6212,3754840
1021,4676,3755490,6212,3755490
1021,4676,3756300,6212,3756300
1021,4676,3756300,6212,3756300
1021,4676,3756950,6212,3756950
1021,4676,3757060,6212,3757060
1021,4676,3757060,6212,3757060
1021,4676,3757380,6212,3757380
1021,4676,3757970,6212,3757970
1021,4676,3757970,6212,3757970
1022,4684,3758620,6212,3758620
1022,4684,3759430,6212,3759430
1022,4684,3759750,6212,3759750
1022,4684,3760400,6212,3760400
1022,4684,3760990,6212,3760990
1022,4684,3761640,6212,3761640
1022,4684,3761640,6212,3761640
1022,4684,3762110,6212,3762110
1022,4684,3762480,6212,3762480
1022,4684,3762710,6212,3762710
1022,4684,3762710,6212,3762710
1022,4684,3763030,6212,3763030
1022,4684,3763030,6212,3763030
1023,4692,3763500,6212,3763500
1023,4692,3763960,6212,3763960
1023,4692,3764510,6212,3764510
1023,4692,3764510,6212,3764510
1023,4692,3764510,6212,3764510
1023,4692,3764510,6212,3764510
1023,4692,3764830,6212,3764830
1023,4692,3765300,6212,3765300
1023,4692,3766110,6212,3766110
1023,4692,3766110,6212,3766110
1023,4692,3766430,6212,3766430
1023,4692,3766430,6212,3766430
1023,4692,3766900,6212,3766900
1023,4692,3767710,6212,3767710
1023,4692,3767870,6212,3767870
1023,4692,3768340,6212,3768340
1023,4692,3768990,6212,3768990
1024,4700,3769460,6212,3769460
1024,4700,3769930,6212,3769930
1024,4700,3770580,6212,3770580
1024,4700,3771230,6212,3771230
1024,4700,3772040,6212,3772040
1024,4700,3772040,6212,3772040
1024,4700,3772690,6212,3772690
1024,4700,3773240,6212,3773240
1024,4700,3773240,6212,3773240
1024,4700,3773890,6212,3773890
1024,4700,3774700,6212,3774700
1024,4700,3775170,6212,3775170
1024,4700,3775640,6212,3775640
1025,4708,3776290,6212,3776290
1025,4708,3776610,6212,3776610
1025,4708,3777080,6212,3777080
1025,4708,3777890,6212,3777890
1025,4708,3778480,6212,3778480
1025,4708,3779130,6212,3779130
1025,4708,3779940,6212,3779940
1025,4708,3779940,6212,3779940
1025,4708,3780750,6212,3780750
1025,4708,3781300,6212,3781300
1025,4708,3781620,6212,3781620
1025,4708,3781840,6212,3781840
1026,4716,3782650,6212,3782650
1026,4716,3782970,6212,3782970
1026,4716,3783440,6212,3783440
1026,4716,3784030,6212,3784030
1026,4716,3784840,6212,3784840
1026,4716,3785650,6212,3785650
1026,4716,3786460,6212,3786460
1026,4716,3786690,6212,3786690
1026,4716,3787010,6212,3787010
1026,4716,3787480,6212,3787480
1026,4716,3788290,6212,3788290
1026,4716,3789100,6212,3789100
1027,4724,3789570,6212,3789570
1028,4732,3790160,6212,3790160
1028,4732,3790970,6212,3790970
1028,4732,3791780,6212,3791780
1028,4732,3792590,6212,3792590
1028,4732,3793400,6212,3793400
1028,4732,3793400,6212,3793400
1028,4732,3794050,6212,3794050
1028,4732,3794370,6212,3794370
1028,4732,3794590,6212,3794590
1028,4732,3795400,6212,3795400
1028,4732,3795400,6212,3795400
1028,4732,3796210,6212,3796210
1028,4732,3796680,6212,3796680
1028,4732,3797490,6212,3797490
1028,4732,3798300,6212,3798300
1028,4732,3799110,6212,3799110
1028,4732,3799920,6212,3799920
1028,4732,3800730,6212,3800730
1028,4732,3801540,6212,3801540
1028,4732,3802350,6212,3802350
1029,4740,3802820,6212,3802820
1029,4740,3803140,6212,3803140
1029,4740,3803950,6212,3803950
1029,4740,3804180,6212,3804180
1029,4740,3804650,6212,3804650
1029,4740,3804970,6212,3804970
1029,4740,3805780,6212,3805780
1029,4740,3806250,6212,3806250
1029,4740,3806720,6212,3806720
1029,4740,3806950,6212,3806950
1029,4740,3806950,6212,3806950
1029,4740,3807760,6212,3807760
1029,4740,3807990,6212,3807990
1029,4740,3808460,6212,3808460
1030,4748,3808930,6212,3808930
1030,4748,3809740,6212,3809740
1030,4748,3810060,6212,3810060
1030,4748,3810060,6212,3810060
1030,4748,3810870,6212,3810870
1030,4748,3811680,6212,3811680
1030,4748,3812140,6212,3812140
1030,4748,3812690,6212,3812690
1030,4748,3813340,6212,3813340
1030,4748,3814150,6212,3814150
1030,4748,3814960,6212,3814960
1031,4756,3815430,6212,3815430
1031,4756,3816080,6212,3816080
1031,4756,3816550,6212,3816550
1031,4756,3817200,6212,3817200
1031,4756,3817850,6212,3817850
1031,4756,3818660,6212,3818660
1031,4756,3818820,6212,3818820
1031,4756,3819050,6212,3819050
1031,4756,3819270,6212,3819270
1031,4756,3819730,6212,3819730
1031,4756,3819730,6212,3819730
1031,4756,3819730,6212,3819730
1031,4756,3819730,6212,3819730
1031,4756,3819890,6212,3819890
1031,4756,3820700,6212,3820700
1031,4756,3821170,6212,3821170
1031,4756,3821980,6212,3821980
1031,4756,3822300,6212,3822300
1032,4764,3822770,6212,3822770
1032,4764,3823240,6212,3823240
1032,4764,3823240,6212,3823240
1032,4764,3823710,6212,3823710
1032,4764,3824300,6212,3824300
1032,4764,3825110,6212,3825110
1032,4764,3825110,6212,3825110
1032,4764,3825270,6212,3825270
1032,4764,3825740,6212,3825740
1032,4764,3826290,6212,3826290
1032,4764,3826520,6212,3826520
1032,4764,3826990,6212,3826990
1032,4764,3827310,6212,3827310
1032,4764,3827780,6212,3827780
1032,4764,3827780,6212,3827780
1032,4764,3828100,6212,3828100
1033,4772,3828320,6212,3828320
1033,4772,3828550,6212,3828550
1033,4772,3829020,6212,3829020
1033,4772,3829490,6212,3829490
1033,4772,3830300,6212,3830300
1033,4772,3831110,6212,3831110
1033,4772,3831430,6212,3831430
1033,4772,3832240,6212,3832240
1033,4772,3832710,6212,3832710
1033,4772,3833180,6212,3833180
1033,4772,3833640,6212,3833640
1033,4772,3834290,6212,3834290
1033,4772,3834290,6212,3834290
1033,4772,3834290,6212,3834290
1034,4780,3835100,6212,3835100
1034,4780,3835910,6212,3835910
1034,4780,3836370,6212,3836370
1034,4780,3836370,6212,3836370
1034,4780,3836370,6212,3836370
1034,4780,3836690,6212,3836690
1034,4780,3837340,6212,3837340
1034,4780,3838150,6212,3838150
1034,4780,3838150,6212,3838150
1034,4780,3838470,6212,3838470
1034,4780,3838930,6212,3838930
1034,4780,3839250,6212,3839250
1034,4780,3839410,6212,3839410
1034,4780,3840220,6212,3840220
1034,4780,3841030,6212,3841030
1034,4780,3841030,6212,3841030
1034,4780,3841840,6212,3841840
1034,4780,3842000,6212,3842000
1035,4788,3842810,6212,3842810
1035,4788,3843620,6212,3843620
1035,4788,3844090,6212,3844090
1035,4788,3844900,6212,3844900
1035,4788,3845710,6212,3845710
1035,4788,3846190,6212,3846190
1035,4788,3847000,6212,3847000
1035,4788,3847000,6212,3847000
1035,4788,3847470,6212,3847470
1035,4788,3848280,6212,3848280
1035,4788,3848750,6212,3848750
1036,4796,3849560,6212,3849560
1036,4796,3850030,6212,3850030
1036,4796,3850500,6212,3850500
1036,4796,3850970,6212,3850970
1036,4796,3851520,6212,3851520
1036,4796,3851990,6212,3851990
1036,4796,3852460,6212,3852460
1036,4796,3853010,6212,3853010
1036,4796,3853820,6212,3853820
1036,4796,3854630,6212,3854630
1037,4804,3855440,6212,3855440
1037,4804,3856250,6212,3856250
1037,4804,3856710,6212,3856710
1037,4804,3857030,6212,3857030
1037,4804,3857140,6212,3857140
1037,4804,3857610,6212,3857610
1037,4804,3858080,6212,3858080
1037,4804,3858080,6212,3858080
1037,4804,3858080,6212,3858080
1037,4804,3858550,6212,3858550
1037,4804,3859100,6212,3859100
1037,4804,3859100,6212,3859100
1037,4804,3859570,6212,3859570
1037,4804,3860380,6212,3860380
1037,4804,3861030,6212,3861030
1037,4804,3861680,6212,3861680
1038,4812,3862150,6212,3862150
1038,4812,3862610,6212,3862610
1038,4812,3862610,6212,3862610
1038,4812,3863420,6212,3863420
1038,4812,3863890,6212,3863890
1038,4812,3863890,6212,3863890
1038,4812,3864210,6212,3864210
1038,4812,3864680,6212,3864680
1038,4812,3865150,6212,3865150
1038,4812,3865630,6212,3865630
1038,4812,3865950,6212,3865950
1038,4812,3866170,6212,3866170
1038,4812,3866490,6212,3866490
1038,4812,3866600,6212,3866600
1038,4812,3866760,6212,3866760
1038,4812,3867230,6212,3867230
1038,4812,3867700,6212,3867700
1038,4812,3868170,6212,3868170
1038,4812,3868980,6212,3868980
1038,4812,3869300,6212,3869300
1039,4820,3869770,6212,3869770
1039,4820,3870240,6212,3870240
1039,4820,3871050,6212,3871050
1039,4820,3871860,6212,3871860
1039,4820,3871860,6212,3871860
1039,4820,3872330,6212,3872330
1039,4820,3872650,6212,3872650
1039,4820,3873300,6212,3873300
1039,4820,3874110,6212,3874110
1039,4820,3874920,6212,3874920
1039,4820,3875730,6212,3875730
1039,4820,3876200,6212,3876200
1039,4820,3876660,6212,3876660
1040,4828,3877470,6212,3877470
1040,4828,3877930,6212,3877930
1040,4828,3877930,6212,3877930
1040,4828,3877930,6212,3877930
1040,4828,3878740,6212,3878740
1040,4828,3879550,6212,3879550
1040,4828,3879550,6212,3879550
1040,4828,3880200,6212,3880200
1040,4828,3880200,6212,3880200
1040,4828,3881010,6212,3881010
1040,4828,3881480,6212,3881480
1040,4828,3882290,6212,3882290
1040,4828,3883100,6212,3883100
1041,4836,3883910,6212,3883910
1041,4836,3884070,6212,3884070
1041,4836,3884390,6212,3884390
1041,4836,3884850,6212,3884850
1041,4836,3885320,6212,3885320
1041,4836,3886130,6212,3886130
1041,4836,3886130,6212,3886130
1041,4836,3886720,6212,3886720
1041,4836,3887530,6212,3887530
1041,4836,3888340,6212,3888340
1041,4836,3888930,6212,3888930
1041,4836,3889150,6212,3889150
1041,4836,3889260,6212,3889260
1041,4836,3889630,6212,3889630
1041,4836,3890440,6212,3890440
1042,4844,3890990,6212,3890990
1042,4844,3891460,6212,3891460
1042,4844,3891930,6212,3891930
1042,4844,3892400,6212,3892400
1042,4844,3892870,6212,3892870
1042,4844,3893520,6212,3893520
1042,4844,3893520,6212,3893520
1042,4844,3893520,6212,3893520
1042,4844,3893520,6212,3893520
1042,4844,3894330,6212,3894330
1042,4844,3894980,6212,3894980
1042,4844,3895790,6212,3895790
1042,4844,3896110,6212,3896110
1042,4844,3896110,6212,3896110
1042,4844,3896760,6212,3896760
1043,4852,3897570,6212,3897570
1043,4852,3898040,6212,3898040
1043,4852,3898270,6212,3898270
1043,4852,3898740,6212,3898740
1043,4852,3898740,6212,3898740
1043,4852,3899550,6212,3899550
1043,4852,3899550,6212,3899550
1043,4852,3899870,6212,3899870
1043,4852,3899870,6212,3899870
1043,4852,3900240,6212,3900240
1043,4852,3900700,6212,3900700
1043,4852,3901350,6212,3901350
1043,4852,3902160,6212,3902160
1043,4852,3902160,6212,3902160
1043,4852,3902160,6212,3902160
1043,4852,3902630,6212,3902630
1044,4860,3903100,6212,3903100
1044,4860,3903750,6212,3903750
1044,4860,3904220,6212,3904220
1044,4860,3904540,6212,3904540
1044,4860,3905350,6212,3905350
1044,4860,3905720,6212,3905720
1044,4860,3906190,6212,3906190
1044,4860,3906660,6212,3906660
1044,4860,3906770,6212,3906770
1044,4860,3907580,6212,3907580
1044,4860,3907800,6212,3907800
1044,4860,3908610,6212,3908610
1044,4860,3908840,6212,3908840
1044,4860,3909000,6212,3909000
1044,4860,3909810,6212,3909810
1044,4860,3909810,6212,3909810
1045,4868,3910280,6212,3910280
1045,4868,3910750,6212,3910750
1045,4868,3911560,6212,3911560
1045,4868,3912030,6212,3912030
1045,4868,3912030,6212,3912030
1045,4868,3912580,6212,3912580
1045,4868,3913230,6212,3913230
1045,4868,3913230,6212,3913230
1045,4868,3913230,6212,3913230
1045,4868,3913700,6212,3913700
1045,4868,3914170,6212,3914170
1045,4868,3914640,6212,3914640
1045,4868,3914960,6212,3914960
1045,4868,3915430,6212,3915430
1045,4868,3915430,6212,3915430
1046,4876,3916080,6212,3916080
1046,4876,3916730,6212,3916730
1046,4876,3917200,6212,3917200
1046,4876,3917520,6212,3917520
1046,4876,3917520,6212,3917520
1046,4876,3917520,6212,3917520
1046,4876,3917990,6212,3917990
1046,4876,3918360,6212,3918360
1046,4876,3918830,6212,3918830
1047,4884,3919640,6212,3919640
1047,4884,3919640,6212,3919640
1047,4884,3919640,6212,3919640
1047,4884,3920290,6212,3920290
1047,4884,3920610,6212,3920610
1047,4884,3921420,6212,3921420
1047,4884,3922230,6212,3922230
1047,4884,3922390,6212,3922390
1047,4884,3922620,6212,3922620
1047,4884,3922620,6212,3922620
1047,4884,3922730,6212,3922730
1047,4884,3923540,6212,3923540
1047,4884,3923860,6212,3923860
1047,4884,3924670,6212,3924670
1047,4884,3924900,6212,3924900
1047,4884,3925220,6212,3925220
1047,4884,3925690,6212,3925690
1047,4884,3926010,6212,3926010
1047,4884,3926010,6212,3926010
1048,4892,3926820,6212,3926820
1048,4892,3927290,6212,3927290
1048,4892,3927760,6212,3927760
1048,4892,3928570,6212,3928570
1048,4892,3928790,6212,3928790
1048,4892,3929260,6212,3929260
1048,4892,3929730,6212,3929730
1048,4892,3930540,6212,3930540
1048,4892,3931350,6212,3931350
1048,4892,3931820,6212,3931820
1048,4892,3932630,6212,3932630
1049,4900,3933440,6212,3933440
1049,4900,3934030,6212,3934030
1049,4900,3934840,6212,3934840
1049,4900,3935650,6212,3935650
1049,4900,3936120,6212,3936120
1049,4900,3936710,6212,3936710
1049,4900,3937520,6212,3937520
1049,4900,3937990,6212,3937990
1049,4900,3938460,6212,3938460
1049,4900,3939010,6212,3939010
1050,4908,3939480,6212,3939480
1050,4908,3939800,6212,3939800
1050,4908,3940270,6212,3940270
1050,4908,3940740,6212,3940740
1050,4908,3941330,6212,3941330
1050,4908,3941650,6212,3941650
1050,4908,3942460,6212,3942460
1050,4908,3942920,6212,3942920
1050,4908,3943240,6212,3943240
1050,4908,3943890,6212,3943890
1050,4908,3944700,6212,3944700
1050,4908,3944700,6212,3944700
1050,4908,3944700,6212,3944700
1050,4908,3944920,6212,3944920
1050,4908,3945730,6212,3945730
1050,4908,3946540,6212,3946540
1051,4916,3947350,6212,3947350
1051,4916,3948160,6212,3948160
1051,4916,3948810,6212,3948810
1051,4916,3949620,6212,3949620
1051,4916,3950430,6212,3950430
1051,4916,3950750,6212,3950750
1051,4916,3951400,6212,3951400
1051,4916,3951860,6212,3951860
1051,4916,3952670,6212,3952670
1052,4924,3953480,6212,3953480
1052,4924,3953800,6212,3953800
1052,4924,3953800,6212,3953800
1052,4924,3954610,6212,3954610
1052,4924,3954770,6212,3954770
1052,4924,3955060,6212,3955060
1052,4924,3955530,6212,3955530
1052,4924,3955760,6212,3955760
1052,4924,3956570,6212,3956570
1052,4924,3957040,6212,3957040
1052,4924,3957510,6212,3957510
1052,4924,3957510,6212,3957510
1052,4924,3957830,6212,3957830
1052,4924,3958150,6212,3958150
1052,4924,3958470,6212,3958470
1052,4924,3959280,6212,3959280
1052,4924,3959280,6212,3959280
1052,4924,3960090,6212,3960090
1052,4924,3960560,6212,3960560
1053,4932,3961370,6212,3961370
1053,4932,3962180,6212,3962180
1053,4932,3962180,6212,3962180
1053,4932,3962400,6212,3962400
1053,4932,3962630,6212,3962630
1053,4932,3962630,6212,3962630
1053,4932,3963100,6212,3963100
1053,4932,3963750,6212,3963750
1053,4932,3964560,6212,3964560
1053,4932,3964830,6212,3964830
1053,4932,3965300,6212,3965300
1053,4932,3966110,6212,3966110
1053,4932,3966580,6212,3966580
1053,4932,3966900,6212,3966900
1053,4932,3967120,6212,3967120
1053,4932,3967930,6212,3967930
1054,4940,3968390,6212,3968390
1054,4940,3969040,6212,3969040
1054,4940,3969590,6212,3969590
1054,4940,3970060,6212,3970060
1054,4940,3970530,6212,3970530
1054,4940,3971340,6212,3971340
1054,4940,3971660,6212,3971660
1054,4940,3972470,6212,3972470
1054,4940,3972470,6212,3972470
1054,4940,3972470,6212,3972470
1054,4940,3973280,6212,3973280
1054,4940,3974090,6212,3974090
1054,4940,3974460,6212,3974460
1055,4948,3975270,6212,3975270
1055,4948,3975590,6212,3975590
1055,4948,3976400,6212,3976400
1055,4948,3976870,6212,3976870
1055,4948,3977340,6212,3977340
1055,4948,3977990,6212,3977990
1055,4948,3977990,6212,3977990
1055,4948,3978220,6212,3978220
1055,4948,3978680,6212,3978680
1055,4948,3979490,6212,3979490
1055,4948,3979950,6212,3979950
1055,4948,3980270,6212,3980270
1055,4948,3981080,6212,3981080
1055,4948,3981540,6212,3981540
1055,4948,3981770,6212,3981770
1056,4956,3982580,6212,3982580
1056,4956,3983040,6212,3983040
1056,4956,3983850,6212,3983850
1056,4956,3984660,6212,3984660
1056,4956,3984980,6212,3984980
1056,4956,3985450,6212,3985450
1056,4956,3986100,6212,3986100
1056,4956,3986910,6212,3986910
1056,4956,3986910,6212,3986910
1056,4956,3987140,6212,3987140
1056,4956,3987300,6212,3987300
1056,4956,3987620,6212,3987620
1056,4956,3987850,6212,3987850
1056,4956,3987850,6212,3987850
1056,4956,3988320,6212,3988320
1056,4956,3988790,6212,3988790
1057,4964,3989600,6212,3989600
1057,4964,3989650,6212,3989650
1058,4972,3990240,6212,3990240
1058,4972,3990560,6212,3990560
1058,4972,3991370,6212,3991370
1058,4972,3991690,6212,3991690
1058,4972,3992160,6212,3992160
1058,4972,3992640,6212,3992640
1058,4972,3993100,6212,3993100
1058,4972,3993420,6212,3993420
1058,4972,3994230,6212,3994230
1058,4972,3994230,6212,3994230
1058,4972,3994690,6212,3994690
1058,4972,3994920,6212,3994920
1058,4972,3994920,6212,3994920
1058,4972,3995240,6212,3995240
1058,4972,3996050,6212,3996050
1058,4972,3996520,6212,3996520
1058,4972,3996740,6212,3996740
1058,4972,3997210,6212,3997210
1058,4972,3997530,6212,3997530
1058,4972,3998000,6212,3998000
1058,4972,3998810,6212,3998810
1058,4972,3999360,6212,3999360
1058,4972,3999580,6212,3999580
1058,4972,3999740,6212,3999740
1058,4972,4000550,6212,4000550
1058,4972,4000550,6212,4000550
1058,4972,4001010,6212,4001010
1058,4972,4001820,6212,4001820
1058,4972,4002630,6212,4002630
1059,4980,4003440,6212,4003440
1059,4980,4004250,6212,4004250
1059,4980,4004470,6212,4004470
1059,4980,4005280,6212,4005280
1059,4980,4005280,6212,4005280
1059,4980,4005750,6212,4005750
1059,4980,4005980,6212,4005980
1059,4980,4006350,6212,4006350
1059,4980,4007000,6212,4007000
1059,4980,4007000,6212,4007000
1059,4980,4007370,6212,4007370
1059,4980,4007840,6212,4007840
1059,4980,4008650,6212,4008650
1059,4980,4009460,6212,4009460
1060,4988,4009930,6212,4009930
1060,4988,4009930,6212,4009930
1060,4988,4010580,6212,4010580
1060,4988,4010580,6212,4010580
1060,4988,4010580,6212,4010580
1060,4988,4010900,6212,4010900
1060,4988,4011220,6212,4011220
1060,4988,4011540,6212,4011540
1060,4988,4012010,6212,4012010
1060,4988,4012480,6212,4012480
1060,4988,4013030,6212,4013030
1060,4988,4013840,6212,4013840
1060,4988,4014650,6212,4014650
1060,4988,4014810,6212,4014810
1060,4988,4015270,6212,4015270
1060,4988,4016080,6212,4016080
1061,4996,4016890,6212,4016890
1061,4996,4017360,6212,4017360
1061,4996,4018170,6212,4018170
1061,4996,4018390,6212,4018390
1061,4996,4019200,6212,4019200
1061,4996,4020010,6212,4020010
1061,4996,4020560,6212,4020560
1061,4996,4020780,6212,4020780
1061,4996,4021590,6212,4021590
1061,4996,4022060,6212,4022060
1061,4996,4022870,6212,4022870
1061,4996,4023340,6212,4023340
1062,5004,4023810,6212,4023810
1062,5004,4024270,6212,4024270
1062,5004,4025080,6212,4025080
1062,5004,4025310,6212,4025310
1062,5004,4025960,6212,4025960
1062,5004,4025960,6212,4025960
1062,5004,4026770,6212,4026770
1062,5004,4027240,6212,4027240
1062,5004,4027350,6212,4027350
1062,5004,4028160,6212,4028160
1062,5004,4028630,6212,4028630
1062,5004,4029440,6212,4029440
1062,5004,4030250,6212,4030250
1063,5012,4031060,6212,4031060
1063,5012,4031870,6212,4031870
1063,5012,4032340,6212,4032340
1063,5012,4033150,6212,4033150
1063,5012,4033620,6212,4033620
1063,5012,4034090,6212,4034090
1063,5012,4034560,6212,4034560
1063,5012,4035210,6212,4035210
1063,5012,4035680,6212,4035680
1063,5012,4036150,6212,4036150
1063,5012,4036960,6212,4036960
1063,5012,4037280,6212,4037280
1063,5012,4037280,6212,4037280
1064,5020,4038090,6212,4038090
1064,5020,4038900,6212,4038900
1064,5020,4039120,6212,4039120
