ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_adb0-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
967953.8,99.69,86.12,965284.11,99.41
967953.8,99.69,86.12,965279.82,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965258.49,99.41
967953.8,99.69,86.12,965282.17,99.41
967953.8,99.69,86.12,965282.17,99.41
967953.8,99.69,86.12,965269.52,99.41
967953.8,99.69,86.12,965269.52,99.41
967953.8,99.69,86.12,965269.52,99.41
967953.8,99.69,86.12,965269.52,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965278.0,99.41
967956.61,99.69,86.12,965292.29,99.41
967956.61,99.69,86.12,965292.29,99.41
967956.61,99.69,86.12,965292.29,99.41
967956.61,99.69,86.12,965292.29,99.41
967956.61,99.69,86.12,965292.29,99.41
967639.53,99.69,86.12,964987.82,99.41
967639.53,99.69,86.12,964987.82,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964987.9,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964966.57,99.41
967639.53,99.69,86.12,964989.14,99.41
967639.53,99.69,86.12,964989.14,99.41
967639.53,99.69,86.12,964989.14,99.41
967639.53,99.69,86.12,964989.14,99.41
967639.53,99.69,86.12,964989.14,99.41
967639.53,99.69,86.12,964974.64,99.41
967639.53,99.69,86.12,964974.64,99.41
967639.53,99.69,86.12,964974.64,99.41
967639.53,99.69,86.12,964974.64,99.41
967639.53,99.69,86.12,964974.64,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964990.56,99.41
967639.53,99.69,86.12,964975.35,99.41
967639.53,99.69,86.12,964945.21,99.41
967639.53,99.69,86.12,964961.83,99.41
967639.53,99.69,86.12,964994.7,99.41
967639.53,99.69,86.12,964994.7,99.41
967639.53,99.69,86.12,964994.7,99.41
967639.53,99.69,86.12,964994.7,99.41
967639.53,99.69,86.12,964994.7,99.41
967639.53,99.69,86.12,964976.41,99.41
967639.53,99.69,86.12,964976.41,99.41
967639.53,99.69,86.12,964976.41,99.41
967639.53,99.69,86.12,964971.14,99.41
967639.53,99.69,86.12,964971.14,99.41
967639.53,99.69,86.12,964971.14,99.41
967639.53,99.69,86.12,964971.14,99.41
967639.53,99.69,86.12,964996.99,99.41
967639.53,99.69,86.12,964996.99,99.41
967639.53,99.69,86.12,965019.51,99.42
967639.53,99.69,86.12,965019.51,99.42
967639.53,99.69,86.12,965019.51,99.42
967639.53,99.69,86.12,965019.51,99.42
967639.53,99.69,86.12,964996.99,99.41
967639.53,99.69,86.12,964996.99,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967642.34,99.69,86.12,964999.44,99.41
967330.69,99.69,86.12,964682.11,99.41
967330.69,99.69,86.12,964682.11,99.41
967330.69,99.69,86.12,964682.11,99.41
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964706.83,99.42
967330.69,99.69,86.12,964656.96,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964639.32,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964658.01,99.41
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964710.85,99.42
967330.69,99.69,86.12,964672.92,99.41
967330.69,99.69,86.12,964672.92,99.41
967330.69,99.69,86.12,964715.77,99.42
967330.69,99.69,86.12,964715.77,99.42
967330.69,99.69,86.12,964715.77,99.42
967330.69,99.69,86.12,964715.77,99.42
967330.69,99.69,86.12,964715.77,99.42
967330.69,99.69,86.12,964715.77,99.42
967023.46,99.69,86.12,964398.44,99.42
967023.46,99.69,86.12,964398.44,99.42
967023.46,99.69,86.12,964398.44,99.42
967023.46,99.69,86.12,964398.44,99.42
967023.46,99.69,86.12,964398.57,99.42
967023.46,99.69,86.12,964398.57,99.42
967023.46,99.69,86.12,964398.57,99.42
967023.46,99.69,86.12,964398.57,99.42
967023.46,99.69,86.12,964398.57,99.42
967023.46,99.69,86.12,964367.0,99.41
967023.46,99.69,86.12,964367.0,99.41
967023.46,99.69,86.12,964367.0,99.41
967023.46,99.69,86.12,964367.0,99.41
967023.46,99.69,86.12,964400.76,99.42
967023.46,99.69,86.12,964400.76,99.42
967023.46,99.69,86.12,964400.76,99.42
967023.46,99.69,86.12,964400.76,99.42
967023.46,99.69,86.12,964396.09,99.42
967023.46,99.69,86.12,964396.09,99.42
967023.46,99.69,86.12,964396.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964286.09,99.42
966913.46,99.69,86.12,964244.3,99.41
966913.46,99.69,86.12,964244.3,99.41
966913.46,99.69,86.12,964244.3,99.41
966913.46,99.69,86.12,964244.3,99.41
966913.46,99.69,86.12,964244.3,99.41
966756.27,99.69,86.12,964087.99,99.41
966756.27,99.69,86.12,964087.99,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966759.08,99.69,86.12,964090.8,99.41
966761.89,99.69,86.12,964100.82,99.41
966761.89,99.69,86.12,964100.82,99.41
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964143.09,99.42
966761.89,99.69,86.12,964121.15,99.42
966761.89,99.69,86.12,964121.15,99.42
966761.89,99.69,86.12,964121.15,99.42
966761.89,99.69,86.12,964072.04,99.41
966761.89,99.69,86.12,964072.04,99.41
966761.89,99.69,86.12,964072.04,99.41
966761.89,99.69,86.12,964072.04,99.41
966604.69,99.69,86.12,963915.29,99.41
966604.69,99.69,86.12,963915.29,99.41
966604.69,99.69,86.12,963915.29,99.41
966604.69,99.69,86.12,963915.29,99.41
966604.69,99.69,86.12,963915.29,99.41
966604.69,99.69,86.12,963944.64,99.41
966604.69,99.69,86.12,964000.34,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966604.69,99.69,86.12,964033.46,99.42
966610.6,99.69,86.12,964035.88,99.42
966610.6,99.69,86.12,964035.88,99.42
966610.6,99.69,86.12,964035.88,99.42
966610.6,99.69,86.12,964035.88,99.42
966610.6,99.69,86.12,964035.88,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,964024.93,99.42
966610.6,99.69,86.12,963991.81,99.42
966610.6,99.69,86.12,963991.81,99.42
966616.51,99.69,86.12,964007.23,99.42
966616.51,99.69,86.12,964007.23,99.42
966616.51,99.69,86.12,964007.23,99.42
966616.51,99.69,86.12,964007.23,99.42
966616.51,99.69,86.12,964007.23,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964042.99,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966616.51,99.69,86.12,964037.44,99.42
966622.42,99.69,86.12,964039.86,99.42
966622.42,99.69,86.12,964039.86,99.42
966622.42,99.69,86.12,964039.86,99.42
966622.42,99.69,86.12,964039.86,99.42
966622.42,99.69,86.12,964039.86,99.42
966622.42,99.69,86.12,963989.98,99.42
966622.42,99.69,86.12,963989.98,99.42
966622.42,99.69,86.12,963989.98,99.42
966625.23,99.69,86.12,964000.39,99.42
966625.23,99.69,86.12,964000.39,99.42
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964052.99,99.43
966625.23,99.69,86.12,964015.29,99.42
966625.23,99.69,86.12,964015.29,99.42
966625.23,99.69,86.12,964015.29,99.42
966625.23,99.69,86.12,964015.29,99.42
966625.23,99.69,86.12,964015.29,99.42
966625.23,99.69,86.12,964057.92,99.43
966518.04,99.69,86.13,963951.17,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963947.9,99.43
966518.04,99.69,86.13,963898.79,99.42
966518.04,99.69,86.13,963898.79,99.42
966518.04,99.69,86.13,963898.79,99.42
966518.04,99.69,86.13,963898.79,99.42
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963948.46,99.43
966518.04,99.69,86.13,963913.69,99.42
966518.04,99.69,86.13,963913.69,99.42
966518.04,99.69,86.13,963913.69,99.42
966518.04,99.69,86.13,963955.65,99.43
966518.04,99.69,86.13,963955.65,99.43
966518.04,99.69,86.13,963955.65,99.43
966518.04,99.69,86.13,963955.65,99.43
966518.04,99.69,86.13,963955.65,99.43
966518.04,99.69,86.13,963955.65,99.43
966523.95,99.69,86.13,963958.96,99.43
966523.95,99.69,86.13,963958.96,99.43
966523.95,99.69,86.13,963958.96,99.43
966523.95,99.69,86.13,963958.96,99.43
966523.95,99.69,86.13,963958.96,99.43
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963927.52,99.42
966523.95,99.69,86.13,963960.77,99.43
966523.95,99.69,86.13,963960.77,99.43
966523.95,99.69,86.13,963960.77,99.43
966523.95,99.69,86.13,963956.61,99.43
966526.75,99.69,86.13,963966.63,99.43
966526.75,99.69,86.13,963966.63,99.43
966526.75,99.69,86.13,963935.19,99.42
966526.75,99.69,86.13,963966.76,99.43
966526.75,99.69,86.13,963966.76,99.43
966526.75,99.69,86.13,963966.76,99.43
966526.75,99.69,86.13,963966.76,99.43
966526.75,99.69,86.13,963935.19,99.42
966526.75,99.69,86.13,963935.19,99.42
966526.75,99.69,86.13,963968.57,99.43
966526.75,99.69,86.13,963968.57,99.43
966526.75,99.69,86.13,963968.57,99.43
966526.75,99.69,86.13,963968.57,99.43
966526.75,99.69,86.13,963968.57,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963940.67,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963944.88,99.43
966526.75,99.69,86.13,963971.94,99.43
966529.56,99.69,86.13,963974.3,99.43
966529.56,99.69,86.13,963974.3,99.43
966529.56,99.69,86.13,963974.3,99.43
966529.56,99.69,86.13,963974.3,99.43
966375.47,99.69,86.13,963820.21,99.43
966375.47,99.69,86.13,963820.21,99.43
966375.47,99.69,86.13,963820.21,99.43
966375.47,99.69,86.13,963770.34,99.42
966375.47,99.69,86.13,963770.34,99.42
966218.28,99.69,86.13,963663.59,99.43
966218.28,99.69,86.13,963634.41,99.43
966218.28,99.69,86.13,963634.41,99.43
966218.28,99.69,86.13,963634.41,99.43
966218.28,99.69,86.13,963634.41,99.43
966218.28,99.69,86.13,963667.41,99.43
966218.28,99.69,86.13,963667.41,99.43
966218.28,99.69,86.13,963667.41,99.43
966218.28,99.69,86.13,963667.41,99.43
966218.28,99.69,86.13,963661.26,99.43
966221.38,99.69,86.13,963670.51,99.43
966221.38,99.69,86.13,963670.51,99.43
966221.38,99.69,86.13,963670.51,99.43
966221.38,99.69,86.13,963670.51,99.43
966221.38,99.69,86.13,963670.51,99.43
966221.38,99.69,86.13,963622.17,99.43
966221.38,99.69,86.13,963669.93,99.43
966221.38,99.69,86.13,963669.93,99.43
966221.38,99.69,86.13,963669.93,99.43
966221.38,99.69,86.13,963669.93,99.43
966221.38,99.69,86.13,963669.93,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963670.83,99.43
966221.38,99.69,86.13,963670.83,99.43
966221.38,99.69,86.13,963670.83,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963638.49,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966221.38,99.69,86.13,963674.13,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963517.6,99.43
966064.19,99.69,86.13,963486.16,99.43
966064.19,99.69,86.13,963486.16,99.43
966064.19,99.69,86.13,963486.16,99.43
966064.19,99.69,86.13,963486.16,99.43
966064.19,99.69,86.13,963486.16,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963345.66,99.43
965923.69,99.7,86.13,963381.3,99.43
965923.69,99.7,86.13,963381.3,99.43
965923.69,99.7,86.13,963380.93,99.43
965923.69,99.7,86.13,963380.93,99.43
965923.69,99.7,86.13,963380.93,99.43
965923.69,99.7,86.13,963380.93,99.43
965766.49,99.7,86.13,963224.77,99.43
965766.49,99.7,86.13,963224.77,99.43
965766.49,99.7,86.13,963224.77,99.43
965766.49,99.7,86.13,963224.77,99.43
965766.49,99.7,86.13,963224.77,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963226.12,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965766.49,99.7,86.13,963204.17,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963122.44,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963091.0,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963124.25,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963100.68,99.43
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963127.75,99.44
965659.3,99.7,86.13,963096.3,99.43
965552.11,99.7,86.13,962988.67,99.43
965552.11,99.7,86.13,963021.92,99.44
965552.11,99.7,86.13,963021.92,99.44
965552.11,99.7,86.13,963021.92,99.44
