ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_89ec-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
787824.34,49.64,44.47,649795.2,40.94
787772.62,49.67,44.49,649696.24,40.96
787720.9,49.69,44.52,650202.07,41.02
787857.72,49.73,44.56,651204.75,41.1
787806.0,49.76,44.58,651343.14,41.14
787443.56,49.75,44.58,651090.82,41.13
787391.83,49.78,44.6,651090.17,41.16
787961.38,49.82,44.65,653075.47,41.29
787986.91,49.85,44.68,653139.45,41.32
787935.18,49.88,44.71,653105.27,41.35
788587.42,49.94,44.76,653640.36,41.39
788587.42,49.94,44.76,653640.36,41.39
788535.69,49.97,44.79,653639.26,41.42
788483.97,49.99,44.82,653857.22,41.46
788455.99,50.02,44.85,654404.0,41.52
788455.99,50.02,44.85,654134.54,41.5
788404.26,50.05,44.88,654134.54,41.53
788352.54,50.08,44.91,655499.28,41.64
788300.81,50.11,44.94,655451.05,41.66
789618.49,50.21,45.04,655888.75,41.7
789258.08,50.2,45.03,655602.34,41.7
788491.33,50.18,45.01,654794.86,41.67
788862.05,50.22,45.05,655186.21,41.71
788305.31,50.22,45.05,654652.98,41.7
788253.59,50.25,45.07,654519.12,41.72
788201.86,50.28,45.1,654516.33,41.75
788150.14,50.3,45.13,654517.14,41.78
787855.71,50.3,45.13,654087.49,41.76
787803.98,50.33,45.16,654240.0,41.8
787752.26,50.36,45.19,654245.38,41.82
787889.09,50.39,45.22,654237.53,41.84
787669.39,50.41,45.23,653594.44,41.83
787779.06,50.41,45.24,654564.67,41.89
788214.28,50.47,45.3,655648.95,41.98
787917.58,50.47,45.3,655498.9,41.99
787865.86,50.5,45.33,655498.9,42.01
787814.13,50.53,45.35,656017.46,42.07
788164.42,50.57,45.39,656364.33,42.11
788112.69,50.6,45.42,656458.24,42.14
788535.9,50.66,45.48,656318.53,42.16
788484.18,50.69,45.51,656431.39,42.2
788413.97,50.71,45.53,655867.28,42.18
788362.24,50.74,45.56,655856.57,42.21
788370.58,50.77,45.6,655928.69,42.24
788318.86,50.8,45.63,656069.75,42.28
788022.16,50.8,45.62,655713.93,42.27
787970.43,50.82,45.65,655855.25,42.3
787918.71,50.85,45.68,655855.7,42.33
787866.98,50.88,45.71,655778.07,42.35
787827.13,50.91,45.74,655672.65,42.37
787655.42,50.91,45.74,655727.74,42.39
787792.25,50.95,45.78,655673.07,42.4
787511.01,50.95,45.77,655088.26,42.38
787459.29,50.98,45.8,655246.19,42.42
788084.61,51.05,45.88,655390.12,42.45
788455.33,51.09,45.92,655345.9,42.46
788248.43,51.21,46.04,655345.9,42.57
788196.71,51.24,46.07,656407.33,42.67
788064.98,51.24,46.06,656351.5,42.67
788013.25,51.27,46.09,656398.71,42.7
787961.53,51.3,46.12,656338.52,42.73
787909.81,51.33,46.15,656609.39,42.77
787921.68,51.33,46.16,656261.84,42.75
788058.5,51.36,46.19,656263.74,42.77
788006.78,51.39,46.22,656486.48,42.82
787955.06,51.42,46.25,656015.29,42.81
787655.86,51.42,46.25,655665.1,42.8
787131.75,51.41,46.24,655049.28,42.79
787220.67,51.45,46.27,655947.21,42.87
787168.94,51.48,46.3,655947.06,42.9
786646.52,51.48,46.3,655040.22,42.86
786790.24,51.49,46.31,654986.71,42.86
786738.52,51.52,46.34,654979.78,42.89
786686.79,51.55,46.37,654983.5,42.92
786823.62,51.58,46.41,654954.78,42.94
786771.9,51.61,46.44,654986.47,42.97
786720.17,51.64,46.47,655002.83,43.0
786716.36,51.68,46.51,654923.86,43.02
786664.63,51.71,46.54,654828.75,43.04
787035.35,51.75,46.58,654910.98,43.06
787160.31,51.78,46.61,655071.85,43.09
787160.31,51.78,46.61,655264.99,43.11
787108.58,51.81,46.64,655264.36,43.14
788172.97,51.92,46.75,657816.31,43.33
788121.24,51.95,46.78,657838.7,43.36
788069.52,51.98,46.81,657969.21,43.4
787700.72,51.98,46.81,657895.5,43.42
787837.55,52.02,46.85,657877.49,43.44
787853.52,52.06,46.88,657586.43,43.45
787813.66,52.09,46.92,657224.27,43.45
787761.94,52.12,46.95,658254.0,43.55
787710.21,52.15,46.98,658718.0,43.61
787847.04,52.19,47.01,658718.0,43.63
787795.32,52.22,47.05,659259.13,43.7
787743.59,52.25,47.08,660001.27,43.78
787691.87,52.28,47.11,660076.56,43.81
787640.14,52.31,47.14,661361.79,43.93
787190.77,52.31,47.13,661184.75,43.93
787561.48,52.35,47.17,661184.75,43.95
787509.76,52.38,47.2,661136.12,43.97
787880.48,52.42,47.25,662335.84,44.07
787727.13,52.44,47.26,662772.16,44.12
787675.4,52.47,47.3,663314.87,44.18
787623.68,52.5,47.33,663289.95,44.21
787571.96,52.53,47.36,663440.85,44.25
787532.1,52.56,47.39,664226.26,44.33
787480.38,52.6,47.42,664628.76,44.39
787428.65,52.63,47.45,665636.18,44.49
787528.03,52.65,47.47,665199.53,44.47
787535.66,52.68,47.51,665113.65,44.49
787495.8,52.71,47.54,666082.09,44.59
787444.08,52.75,47.57,666080.03,44.62
787392.36,52.78,47.61,666600.96,44.68
787340.63,52.81,47.64,666601.16,44.71
786834.84,52.81,47.64,665930.57,44.7
786783.11,52.84,47.67,665625.84,44.71
786627.44,52.85,47.68,665372.3,44.7
786768.76,52.9,47.72,666309.7,44.8
786809.59,52.93,47.76,666096.81,44.81
786757.87,52.97,47.79,666101.76,44.84
786407.3,52.96,47.79,665649.8,44.83
786544.12,53.0,47.82,665649.79,44.85
786680.95,53.04,47.86,665983.94,44.9
786584.88,53.06,47.89,665799.05,44.92
787100.66,53.11,47.93,666160.86,44.95
787048.93,53.14,47.97,666236.52,44.98
786985.34,53.17,48.0,666618.11,45.04
786933.62,53.2,48.03,666701.4,45.07
786881.89,53.24,48.06,667391.97,45.15
786981.29,53.28,48.11,668689.91,45.27
786929.57,53.31,48.14,668991.46,45.32
786734.54,53.44,48.27,669339.82,45.47
786871.37,53.48,48.31,669325.42,45.49
786871.37,53.48,48.31,669325.34,45.49
788812.75,53.64,48.46,670364.91,45.58
788949.57,53.68,48.5,670344.33,45.61
788885.98,53.71,48.54,670180.66,45.63
788846.12,53.74,48.57,670120.33,45.65
788794.4,53.78,48.6,670168.68,45.69
789165.12,53.82,48.65,670671.98,45.74
788868.77,53.81,48.64,670412.28,45.73
788817.05,53.84,48.67,670763.68,45.78
788765.32,53.88,48.7,670760.16,45.82
788713.6,53.91,48.74,670762.11,45.85
788339.01,53.91,48.74,670253.37,45.84
788287.28,53.95,48.77,670253.49,45.87
788259.3,53.98,48.81,670379.8,45.91
788396.12,54.02,48.85,670130.02,45.92
788440.92,54.06,48.89,670228.78,45.96
788810.98,54.1,48.93,670496.86,45.99
789264.36,54.15,48.97,670537.69,46.0
789389.31,54.19,49.01,670612.49,46.03
789337.59,54.22,49.05,670640.19,46.07
789383.8,54.26,49.09,669211.16,46.0
789042.56,54.27,49.09,668869.09,46.0
788886.89,54.27,49.1,669017.19,46.03
789030.61,54.28,49.11,669661.42,46.07
789401.33,54.33,49.15,671286.05,46.2
789910.53,54.36,49.19,671736.36,46.23
790047.35,54.4,49.23,672056.3,46.28
790184.18,54.44,49.27,672014.39,46.3
790132.46,54.48,49.3,672014.43,46.33
789818.58,54.47,49.3,672211.04,46.36
789766.85,54.5,49.33,672694.82,46.42
789715.13,54.54,49.36,673738.65,46.53
789663.41,54.57,49.4,673738.63,46.56
790140.52,54.62,49.44,673523.96,46.55
790338.52,54.67,49.49,673576.66,46.59
790782.77,54.7,49.53,674089.28,46.63
790731.04,54.74,49.57,674383.27,46.68
790679.32,54.77,49.6,674763.82,46.74
790627.59,54.81,49.63,674799.55,46.78
792420.53,54.97,49.8,674790.21,46.81
792420.53,54.97,49.8,674699.29,46.8
792799.22,55.01,49.84,675425.04,46.87
792149.22,54.99,49.82,674775.04,46.84
792097.49,55.03,49.85,675452.55,46.92
791832.85,55.03,49.85,676491.89,47.01
791781.12,55.06,49.89,676408.28,47.04
791961.65,55.09,49.92,676843.97,47.08
791909.93,55.13,49.95,676844.3,47.12
791870.07,55.16,49.99,676868.63,47.15
791507.63,55.16,49.98,676487.26,47.14
791878.35,55.2,50.03,676788.18,47.18
792015.17,55.24,50.07,677253.99,47.24
792152.0,55.28,50.11,677170.87,47.26
792257.55,55.33,50.15,677610.57,47.32
791829.66,55.33,50.16,677051.89,47.31
791834.96,55.37,50.19,677408.69,47.37
791184.02,55.36,50.19,676660.84,47.35
791028.35,55.37,50.19,676565.17,47.36
790885.24,55.38,50.2,676638.9,47.38
790845.39,55.41,50.24,676690.67,47.41
790793.66,55.45,50.27,676512.63,47.43
790833.37,55.49,50.32,677095.87,47.51
790470.93,55.48,50.31,676420.87,47.48
790419.21,55.52,50.34,676518.42,47.52
789644.19,55.5,50.33,675721.44,47.49
789592.47,55.54,50.36,675755.23,47.53
789510.33,55.54,50.36,675681.85,47.53
789458.6,55.57,50.4,676233.21,47.6
789406.88,55.61,50.44,676149.13,47.63
789355.16,55.64,50.47,676108.2,47.66
790789.61,55.76,50.59,676594.16,47.71
790427.17,55.76,50.58,676131.14,47.69
790375.44,55.79,50.62,676814.9,47.78
790323.72,55.83,50.66,676838.62,47.81
790272.0,55.86,50.69,676824.12,47.84
790220.27,55.9,50.73,677837.51,47.95
789915.54,55.89,50.72,677461.69,47.94
789618.84,55.89,50.72,677110.77,47.93
789316.45,55.89,50.71,676715.4,47.91
789255.75,55.92,50.75,676564.59,47.94
789001.01,55.92,50.74,676263.96,47.93
788704.31,55.91,50.74,675987.87,47.92
788652.59,55.95,50.78,676491.05,47.99
788921.1,56.01,50.84,677270.21,48.08
788506.0,56.0,50.83,676979.53,48.08
788454.28,56.04,50.87,676780.77,48.1
788402.56,56.08,50.9,676780.8,48.14
788350.83,56.11,50.94,676777.68,48.17
788266.84,56.14,50.97,676211.19,48.16
788324.78,56.18,51.01,676470.73,48.21
788273.06,56.22,51.05,677046.89,48.29
788221.34,56.26,51.08,677156.07,48.33
788221.34,56.26,51.08,677163.56,48.33
788169.61,56.29,51.12,677394.39,48.38
788117.89,56.33,51.16,678088.61,48.46
787755.45,56.32,51.15,677719.02,48.45
787703.72,56.36,51.19,677609.73,48.48
787652.0,56.39,51.22,677616.74,48.52
787588.4,56.43,51.26,677509.44,48.54
787536.68,56.47,51.29,677989.35,48.61
787508.7,56.51,51.33,677890.76,48.64
787645.52,56.55,51.38,678808.25,48.73
787364.29,56.55,51.37,678625.64,48.74
787208.56,56.58,51.4,678355.61,48.75
787548.35,56.62,51.45,679283.38,48.84
787496.62,56.66,51.48,679296.08,48.87
787404.13,56.69,51.52,678963.75,48.88
787352.4,56.73,51.56,678961.97,48.92
786980.04,56.73,51.56,678462.78,48.91
786928.32,56.77,51.6,679207.34,49.0
786900.34,56.81,51.64,680240.3,49.11
786900.34,56.81,51.64,680240.3,49.11
786848.61,56.85,51.68,680409.57,49.16
786820.63,56.89,51.71,681246.67,49.25
786768.91,56.92,51.75,681246.67,49.29
786813.71,56.97,51.8,682128.93,49.39
786761.98,57.01,51.83,682146.97,49.43
787085.91,57.04,51.87,682477.62,49.46
787697.02,57.13,51.95,683698.84,49.58
787717.94,57.17,52.0,684215.86,49.66
787504.51,57.17,51.99,684076.18,49.66
787452.78,57.2,52.03,683867.83,49.68
787509.0,57.24,52.07,683739.67,49.7
787509.0,57.24,52.07,683747.17,49.7
787457.28,57.28,52.11,684808.12,49.81
787393.68,57.32,52.14,684641.27,49.84
787341.96,57.35,52.18,684641.27,49.87
787171.47,57.35,52.18,685043.24,49.91
787119.75,57.39,52.22,686207.63,50.03
786868.28,57.39,52.22,685892.37,50.03
787140.69,57.44,52.27,686254.82,50.08
787088.96,57.48,52.31,686282.41,50.12
787051.33,57.52,52.34,686418.85,50.16
788745.11,57.68,52.51,686812.02,50.23
788881.93,57.73,52.55,686871.74,50.26
788790.71,57.73,52.56,687478.67,50.32
788738.99,57.77,52.6,688035.89,50.39
788687.27,57.81,52.63,688035.21,50.43
788635.54,57.85,52.67,687924.26,50.46
788583.82,57.88,52.71,687924.26,50.5
788720.64,57.93,52.76,688253.32,50.55
788686.66,57.97,52.8,688193.78,50.58
789089.09,58.02,52.85,689496.48,50.7
789225.91,58.06,52.89,689495.03,50.73
789362.74,58.11,52.94,689761.35,50.78
789499.57,58.15,52.98,689815.27,50.81
789447.84,58.19,53.02,689819.46,50.85
789968.07,58.24,53.07,690636.26,50.92
789943.49,58.28,53.11,690694.35,50.96
789530.5,58.27,53.1,690261.52,50.94
789530.5,58.27,53.1,690239.95,50.94
789478.78,58.31,53.14,690250.73,50.98
789427.05,58.35,53.18,690250.73,51.02
789375.33,58.39,53.22,690392.4,51.07
789769.5,58.45,53.28,691668.13,51.19
789633.92,58.45,53.28,691621.67,51.19
789918.2,58.5,53.33,691704.7,51.22
789866.48,58.54,53.37,691703.79,51.26
789814.75,58.58,53.4,691703.88,51.3
790333.78,58.66,53.49,692477.76,51.4
790333.78,58.66,53.49,692477.76,51.4
790305.8,58.7,53.53,692322.13,51.42
790254.07,58.74,53.57,692679.84,51.49
790624.79,58.79,53.62,693465.52,51.56
790995.51,58.84,53.66,694015.66,51.62
790943.78,58.88,53.7,694748.12,51.72
790943.78,58.88,53.7,694758.79,51.72
790943.78,58.88,53.7,694751.32,51.72
790581.34,58.87,53.7,694415.63,51.71
790529.62,58.91,53.74,694415.63,51.75
790477.89,58.95,53.78,694415.45,51.79
790614.72,59.0,53.82,694423.68,51.82
790148.75,59.0,53.82,693906.3,51.81
790148.75,59.0,53.82,693969.19,51.82
790696.23,59.08,53.91,694949.25,51.93
790644.51,59.12,53.95,695198.65,51.99
790592.78,59.16,53.99,695524.49,52.05
790541.06,59.2,54.03,695498.53,52.09
790677.88,59.25,54.08,695528.99,52.12
790256.96,59.25,54.08,694973.27,52.11
790205.23,59.29,54.12,694975.34,52.15
790732.89,59.34,54.17,695494.01,52.2
790525.99,59.51,54.33,696115.64,52.4
790498.01,59.55,54.38,696125.53,52.44
790659.0,59.6,54.43,696932.54,52.53
790795.83,59.64,54.47,697254.6,52.59
790705.2,59.65,54.47,697142.19,52.59
792339.45,59.79,54.62,699585.8,52.79
792287.73,59.83,54.66,700421.55,52.89
792424.56,59.88,54.71,701181.91,52.98
792372.83,59.92,54.75,701182.34,53.02
792321.11,59.96,54.79,701408.69,53.08
792848.76,60.01,54.84,702119.64,53.14
792797.04,60.05,54.88,702575.51,53.22
792921.99,60.1,54.93,702671.34,53.26
792506.89,60.09,54.92,701665.89,53.21
792455.17,60.14,54.96,702072.5,53.28
792592.0,60.18,55.01,702350.39,53.33
792723.14,60.24,55.07,702700.3,53.4
792590.29,60.24,55.06,702580.41,53.4
792727.12,60.28,55.11,702837.69,53.45
792863.94,60.33,55.16,702837.69,53.48
792505.06,60.33,55.15,702597.61,53.48
792958.44,60.37,55.2,703408.84,53.56
792669.77,60.37,55.2,703216.66,53.56
792618.05,60.42,55.24,703677.06,53.64
792566.32,60.46,55.29,703677.06,53.68
793454.9,60.57,55.4,704382.92,53.77
793403.18,60.61,55.44,704547.99,53.83
793321.04,60.62,55.44,704474.12,53.83
793269.31,60.66,55.49,704478.67,53.87
793208.62,60.7,55.53,704308.79,53.9
793252.71,60.75,55.58,705031.43,53.99
793837.87,60.84,55.67,706198.65,54.12
793623.83,60.84,55.67,705700.61,54.1
793329.7,60.83,55.66,705863.03,54.13
795314.71,61.03,55.86,706621.47,54.22
795262.98,61.07,55.9,706569.85,54.26
796155.32,61.19,56.02,706909.68,54.33
796103.59,61.23,56.06,706801.37,54.36
796051.87,61.28,56.1,706893.87,54.41
795763.75,61.28,56.1,707002.39,54.44
795712.03,61.32,56.15,707203.48,54.5
795246.06,61.32,56.15,707066.66,54.52
795194.33,61.36,56.19,706941.24,54.55
794906.22,61.36,56.19,706582.36,54.55
794854.49,61.41,56.23,706582.24,54.59
794802.77,61.45,56.28,706581.84,54.63
794751.04,61.49,56.32,706608.93,54.67
794779.81,61.5,56.32,706634.11,54.68
794728.09,61.54,56.37,706579.01,54.71
794676.37,61.58,56.41,706051.69,54.72
794624.64,61.63,56.46,706051.68,54.76
794269.67,61.63,56.45,706088.37,54.78
794217.95,61.67,56.5,706869.91,54.89
794354.78,61.72,56.55,706955.91,54.93
794303.05,61.76,56.59,708338.56,55.08
794251.33,61.81,56.64,708618.12,55.14
794784.17,61.9,56.72,708948.84,55.21
794732.45,61.94,56.77,708970.28,55.26
794680.72,61.99,56.81,708970.28,55.3
795039.57,62.04,56.86,709793.23,55.38
794573.6,62.04,56.87,709239.52,55.38
794710.42,62.09,56.92,710131.41,55.48
794658.7,62.13,56.96,710131.96,55.52
794624.16,62.18,57.01,711187.42,55.65
794467.28,62.22,57.04,710887.44,55.67
794581.1,62.27,57.1,710795.43,55.71
794541.25,62.32,57.15,712010.57,55.85
794489.52,62.36,57.19,712009.55,55.89
794626.35,62.41,57.24,712121.39,55.93
794263.9,62.41,57.24,712034.72,55.95
794400.73,62.46,57.29,712034.72,55.98
794349.01,62.5,57.33,712128.71,56.04
794345.19,62.55,57.38,713640.9,56.2
794202.03,62.59,57.42,713624.12,56.24
794011.57,62.62,57.44,713790.97,56.29
793959.84,62.66,57.49,713747.31,56.33
794084.8,62.71,57.54,713549.94,56.35
794033.08,62.76,57.59,713556.12,56.4
793670.63,62.75,57.58,713364.21,56.4
793618.91,62.8,57.63,713364.21,56.45
793755.73,62.85,57.68,713360.85,56.48
793704.01,62.89,57.72,713667.49,56.55
794291.54,62.99,57.82,713651.67,56.6
794662.26,63.04,57.87,713659.33,56.62
794610.53,63.09,57.92,713922.06,56.68
794558.81,63.14,57.96,714088.1,56.74
794507.08,63.18,58.01,714088.1,56.79
794455.36,63.23,58.06,714137.81,56.84
793824.62,63.23,58.06,713475.57,56.83
794195.34,63.28,58.11,713678.46,56.87
794143.61,63.33,58.16,714236.81,56.96
793576.91,63.33,58.16,713544.24,56.95
793947.63,63.39,58.21,714843.98,57.07
793795.72,63.4,58.23,714877.27,57.1
794121.08,63.45,58.28,715632.27,57.18
794069.36,63.5,58.33,715551.29,57.22
794017.63,63.55,58.37,715533.23,57.27
793736.4,63.55,58.38,715863.39,57.31
793736.4,63.55,58.38,715863.39,57.31
793684.67,63.6,58.42,715863.22,57.36
793324.26,63.59,58.42,715552.51,57.36
793649.62,63.65,58.47,716451.82,57.46
793223.42,63.65,58.48,716087.61,57.46
793171.69,63.7,58.53,716195.15,57.52
792809.25,63.7,58.52,715813.78,57.51
792629.04,63.72,58.55,715346.24,57.51
792629.04,63.72,58.55,715346.24,57.51
792765.86,63.78,58.6,715239.28,57.54
792714.14,63.82,58.65,715239.28,57.58
792662.42,63.87,58.7,715190.74,57.63
792610.69,63.92,58.74,715301.01,57.68
792558.97,63.96,58.79,715303.58,57.73
792900.29,64.04,58.87,715540.96,57.8
792529.87,64.04,58.87,715149.92,57.79
791529.87,64.01,58.84,714149.92,57.75
791985.79,64.07,58.9,715060.1,57.85
791934.07,64.12,58.95,715644.79,57.94
791849.56,64.13,58.96,715426.05,57.94
791986.38,64.18,59.01,715890.15,58.01
791934.66,64.23,59.06,715828.75,58.06
791886.11,64.23,59.06,716320.88,58.1
791886.11,64.23,59.06,716350.65,58.1
791834.39,64.28,59.1,716437.17,58.16
791859.36,64.29,59.12,716389.47,58.17
791807.63,64.34,59.17,717584.68,58.31
791755.91,64.39,59.22,717826.18,58.38
791892.74,64.44,59.27,718249.74,58.45
791841.01,64.49,59.32,719015.27,58.56
791841.01,64.49,59.32,719018.41,58.56
791789.29,64.54,59.37,719582.87,58.66
791893.3,64.6,59.43,719697.3,58.71
791853.45,64.65,59.48,719840.83,58.77
791559.32,64.64,59.47,719511.35,58.76
792642.51,64.79,59.61,721523.1,58.97
792590.79,64.83,59.66,721523.1,59.02
792539.06,64.88,59.71,721629.15,59.08
792176.62,64.88,59.71,721190.56,59.07
792176.62,64.88,59.71,721182.18,59.06
792136.77,64.93,59.76,721376.39,59.13
792192.99,64.98,59.8,721278.18,59.16
792329.81,65.03,59.86,721418.9,59.21
792466.64,65.09,59.91,722314.86,59.32
792679.07,65.15,59.97,721124.9,59.27
792627.35,65.2,60.02,721123.93,59.31
792764.18,65.25,60.08,721313.07,59.37
792712.45,65.3,60.13,721510.79,59.43
792498.41,65.3,60.13,721261.66,59.43
792434.81,65.35,60.18,721229.05,59.48
792760.18,65.41,60.23,721080.34,59.49
793130.89,65.46,60.29,721881.38,59.58
793267.72,65.52,60.35,721874.23,59.62
792971.02,65.52,60.35,721612.09,59.62
792889.52,65.53,60.36,721236.76,59.61
792837.79,65.58,60.41,721686.12,59.69
792786.07,65.63,60.46,721651.89,59.74
792629.86,65.63,60.46,721461.25,59.74
792578.13,65.68,60.51,722468.21,59.87
792526.41,65.73,60.56,723121.77,59.97
792474.68,65.78,60.61,723457.53,60.05
792112.24,65.77,60.6,723122.51,60.05
792060.52,65.83,60.65,723265.45,60.11
792008.79,65.88,60.7,723798.3,60.2
791696.35,65.89,60.72,723327.83,60.2
791093.01,65.9,60.73,722928.22,60.22
792753.46,66.05,60.88,723238.8,60.26
792701.73,66.11,60.93,723680.07,60.35
793511.8,66.23,61.06,725256.07,60.53
793451.77,66.28,61.11,725423.4,60.6
793400.04,66.33,61.16,725286.29,60.64
793348.32,66.38,61.21,725495.5,60.7
793737.25,66.44,61.27,725863.64,60.76
793685.53,66.49,61.32,725857.97,60.81
793822.35,66.55,61.37,725892.75,60.85
793770.63,66.6,61.42,726241.94,60.93
793718.9,66.65,61.48,726169.02,60.98
793557.93,66.65,61.48,725939.72,60.97
793506.2,66.7,61.53,726457.54,61.07
793643.03,66.76,61.59,726169.62,61.09
793591.3,66.81,61.64,726090.91,61.13
793539.58,66.87,61.69,726100.03,61.18
793487.85,66.92,61.75,726851.68,61.3
793037.72,66.94,61.76,726101.09,61.29
793225.54,67.01,61.84,727500.47,61.46
793161.94,67.06,61.89,727656.37,61.52
793532.66,67.12,61.95,727782.38,61.56
793612.93,67.18,62.01,728199.54,61.64
793014.5,67.19,62.02,727521.44,61.64
792612.03,67.21,62.04,727532.6,61.69
792748.85,67.27,62.1,727881.41,61.76
792605.22,67.27,62.1,727688.48,61.76
792553.49,67.33,62.15,727753.27,61.82
792501.77,67.38,62.21,727816.39,61.88
792553.19,67.44,62.27,728560.31,62.0
792501.47,67.49,62.32,728968.22,62.08
792449.75,67.55,62.38,729100.12,62.15
792212.16,67.55,62.38,729020.64,62.17
792212.16,67.55,62.38,729208.53,62.18
792160.43,67.61,62.44,730173.23,62.32
792160.43,67.61,62.44,730039.2,62.31
791708.48,67.61,62.43,729655.52,62.31
791418.18,67.6,62.43,729221.98,62.29
793523.75,67.84,62.67,729881.76,62.4
793472.03,67.89,62.72,730706.85,62.52
793420.3,67.95,62.77,730939.76,62.59
793368.58,68.0,62.83,730910.82,62.65
793316.85,68.05,62.88,730971.27,62.71
793265.13,68.11,62.93,731157.83,62.77
793213.41,68.16,62.99,731452.09,62.85
793161.68,68.22,63.04,732293.27,62.98
793109.96,68.27,63.1,732293.33,63.03
792828.72,68.27,63.1,731936.6,63.03
792777.0,68.33,63.16,732274.99,63.11
792439.91,68.32,63.15,731921.38,63.1
792517.88,68.39,63.21,731801.0,63.15
792592.95,68.45,63.28,732092.59,63.23
792541.23,68.51,63.33,732092.59,63.28
792813.64,68.57,63.4,733214.57,63.41
792950.46,68.63,63.46,733400.98,63.47
792283.96,68.63,63.46,732707.42,63.47
792232.24,68.68,63.51,732927.22,63.54
792125.25,68.68,63.51,732831.62,63.54
791911.21,68.68,63.51,732781.6,63.55
791888.55,68.74,63.57,732893.61,63.62
793007.65,68.87,63.69,732855.98,63.64
793144.47,68.93,63.75,732855.96,63.69
792931.05,68.93,63.75,733092.81,63.73
792879.32,68.98,63.81,733092.18,63.78
792827.6,69.04,63.87,733092.12,63.84
792669.2,69.03,63.86,732934.31,63.83
792617.48,69.09,63.92,732804.47,63.88
792251.38,69.1,63.92,732307.0,63.87
792199.66,69.15,63.98,733126.38,64.0
793057.33,69.26,64.08,733716.56,64.07
793189.83,69.33,64.16,734062.84,64.16
794126.1,69.44,64.26,734999.11,64.27
794086.25,69.49,64.32,734721.64,64.3
793864.96,69.52,64.35,735305.08,64.4
793502.52,69.52,64.35,734973.77,64.39
794005.76,69.63,64.45,735425.56,64.49
794354.86,69.69,64.52,734482.34,64.44
793715.46,69.7,64.53,733719.4,64.43
793852.29,69.76,64.59,734120.16,64.51
793588.62,69.76,64.59,733865.16,64.51
793536.9,69.82,64.64,734758.88,64.64
793084.95,69.82,64.64,734294.18,64.64
792981.5,69.93,64.76,735249.48,64.84
792532.12,69.93,64.76,734965.83,64.85
794201.93,70.12,64.95,736615.12,65.03
794150.21,70.18,65.0,736560.0,65.09
794098.48,70.23,65.06,736679.53,65.15
794102.9,70.3,65.12,736808.72,65.22
794239.72,70.36,65.19,737680.92,65.35
795025.95,70.49,65.32,739040.94,65.53
794894.22,70.49,65.32,738946.92,65.53
795300.39,70.59,65.42,739841.37,65.67
795449.08,70.66,65.48,739920.31,65.72
795397.36,70.71,65.54,739878.78,65.78
795345.63,70.77,65.6,740512.35,65.89
795293.91,70.83,65.66,740598.31,65.96
795242.19,70.89,65.72,740734.78,66.03
795190.46,70.95,65.78,741342.42,66.14
794896.33,70.94,65.77,741042.91,66.14
794954.27,71.01,65.84,741532.25,66.24
794902.55,71.07,65.9,741531.43,66.3
795174.96,71.13,65.96,741888.12,66.37
795619.21,71.18,66.01,742670.26,66.45
795567.48,71.24,66.07,742589.56,66.5
795515.76,71.3,66.13,742606.9,66.56
795214.54,71.31,66.13,742221.13,66.55
794933.3,71.31,66.14,741851.29,66.55
794881.58,71.37,66.2,741850.84,66.61
795018.41,71.43,66.26,742440.51,66.71
794737.17,71.44,66.27,742268.43,66.72
794179.82,71.45,66.28,741574.04,66.72
794128.1,71.51,66.34,741733.53,66.8
794076.37,71.57,66.4,741540.96,66.84
794213.2,71.64,66.47,741523.55,66.89
793835.15,71.67,66.5,740870.19,66.89
793920.43,71.73,66.56,740687.21,66.92
793706.39,71.73,66.56,740247.46,66.9
793654.67,71.79,66.62,740249.71,66.96
794174.89,71.85,66.68,740655.04,67.01
794123.17,71.91,66.74,740766.79,67.08
794123.17,71.91,66.74,740766.79,67.08
793538.15,71.91,66.74,740357.26,67.09
793486.43,71.97,66.8,740579.48,67.17
793758.84,72.04,66.87,741068.41,67.26
793707.11,72.1,66.93,742051.02,67.41
793715.65,72.17,66.99,742596.58,67.52
793501.6,72.17,67.0,742437.55,67.52
793501.6,72.17,67.0,742435.91,67.52
793213.49,72.17,67.0,742171.59,67.53
792916.79,72.18,67.0,741984.1,67.54
792865.06,72.24,67.07,742001.21,67.6
792298.36,72.25,67.08,741308.65,67.6
792246.63,72.31,67.14,741310.82,67.66
792194.91,72.37,67.2,742727.05,67.85
792143.19,72.44,67.26,743340.62,67.97
792103.33,72.5,67.33,743241.66,68.03
792051.61,72.56,67.39,743236.96,68.09
791999.88,72.62,67.45,743623.33,68.19
791948.16,72.68,67.51,743648.37,68.25
791884.56,72.74,67.57,744180.6,68.36
