ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9bc2-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
993,4452,4149890,6212,4149890
993,4452,4150890,6212,4150890
993,4452,4151210,6212,4151210
993,4452,4151530,6212,4151530
993,4452,4152530,6212,4152530
993,4452,4153340,6212,4153340
993,4452,4153810,6212,4153810
993,4452,4154810,6212,4154810
993,4452,4155280,6212,4155280
993,4452,4156280,6212,4156280
994,4460,4157280,6212,4157280
994,4460,4158280,6212,4158280
994,4460,4159280,6212,4159280
994,4460,4160280,6212,4160280
994,4460,4161280,6212,4161280
994,4460,4161280,6212,4161280
994,4460,4162090,6212,4162090
994,4460,4163090,6212,4163090
994,4460,4163640,6212,4163640
994,4460,4163640,6212,4163640
995,4468,4164110,6212,4164110
995,4468,4164580,6212,4164580
995,4468,4165130,6212,4165130
995,4468,4166130,6212,4166130
995,4468,4166940,6212,4166940
995,4468,4167940,6212,4167940
995,4468,4168940,6212,4168940
995,4468,4169940,6212,4169940
995,4468,4170940,6212,4170940
996,4476,4171940,6212,4171940
996,4476,4172410,6212,4172410
996,4476,4173410,6212,4173410
996,4476,4174410,6212,4174410
996,4476,4175220,6212,4175220
996,4476,4175810,6212,4175810
996,4476,4176810,6212,4176810
996,4476,4177810,6212,4177810
997,4484,4178280,6212,4178280
997,4484,4179090,6212,4179090
997,4484,4179090,6212,4179090
997,4484,4180090,6212,4180090
997,4484,4180900,6212,4180900
997,4484,4181120,6212,4181120
997,4484,4181350,6212,4181350
997,4484,4181820,6212,4181820
997,4484,4182820,6212,4182820
997,4484,4183820,6212,4183820
997,4484,4184290,6212,4184290
997,4484,4184510,6212,4184510
997,4484,4184980,6212,4184980
997,4484,4184980,6212,4184980
997,4484,4185980,6212,4185980
997,4484,4185980,6212,4185980
998,4492,4186980,6212,4186980
998,4492,4187980,6212,4187980
998,4492,4188980,6212,4188980
998,4492,4189210,6212,4189210
998,4492,4190210,6212,4190210
998,4492,4191210,6212,4191210
998,4492,4191860,6212,4191860
998,4492,4192860,6212,4192860
998,4492,4192860,6212,4192860
998,4492,4193330,6212,4193330
999,4500,4201330,6212,4201330
1000,4508,4202330,6212,4202330
1000,4508,4202800,6212,4202800
1000,4508,4203800,6212,4203800
1000,4508,4204800,6212,4204800
1000,4508,4204800,6212,4204800
1001,4516,4212800,6212,4212800
1001,4516,4213450,6212,4213450
1001,4516,4214450,6212,4214450
1001,4516,4215260,6212,4215260
1001,4516,4215260,6212,4215260
1001,4516,4216260,6212,4216260
1002,4524,4217260,6212,4217260
1002,4524,4218260,6212,4218260
1002,4524,4219260,6212,4219260
1002,4524,4219260,6212,4219260
1002,4524,4220260,6212,4220260
1002,4524,4220850,6212,4220850
1002,4524,4221850,6212,4221850
1002,4524,4222850,6212,4222850
1002,4524,4223500,6212,4223500
1003,4532,4224500,6212,4224500
1003,4532,4225500,6212,4225500
1003,4532,4226500,6212,4226500
1003,4532,4226970,6212,4226970
1003,4532,4226970,6212,4226970
1003,4532,4227780,6212,4227780
1003,4532,4228430,6212,4228430
1003,4532,4229240,6212,4229240
1003,4532,4229350,6212,4229350
1003,4532,4229670,6212,4229670
1003,4532,4229670,6212,4229670
1003,4532,4230670,6212,4230670
1004,4540,4231480,6212,4231480
1004,4540,4232480,6212,4232480
1004,4540,4233480,6212,4233480
1004,4540,4233480,6212,4233480
1004,4540,4234480,6212,4234480
1004,4540,4234480,6212,4234480
1004,4540,4234480,6212,4234480
1004,4540,4235290,6212,4235290
1004,4540,4236290,6212,4236290
1004,4540,4237100,6212,4237100
1004,4540,4238100,6212,4238100
1005,4548,4238750,6212,4238750
1005,4548,4239220,6212,4239220
1005,4548,4239690,6212,4239690
1005,4548,4240170,6212,4240170
1005,4548,4241170,6212,4241170
1005,4548,4241640,6212,4241640
1005,4548,4242640,6212,4242640
1005,4548,4243450,6212,4243450
1005,4548,4244450,6212,4244450
1005,4548,4244450,6212,4244450
1005,4548,4245450,6212,4245450
1005,4548,4246450,6212,4246450
1005,4548,4246610,6212,4246610
1005,4548,4246610,6212,4246610
1006,4556,4248610,6212,4248610
1006,4556,4249610,6212,4249610
1006,4556,4250420,6212,4250420
1006,4556,4251420,6212,4251420
1006,4556,4251740,6212,4251740
1006,4556,4252550,6212,4252550
1006,4556,4253550,6212,4253550
1006,4556,4253550,6212,4253550
1007,4564,4254550,6212,4254550
1007,4564,4255360,6212,4255360
1007,4564,4256360,6212,4256360
1007,4564,4257360,6212,4257360
1007,4564,4258360,6212,4258360
1007,4564,4258360,6212,4258360
1007,4564,4258680,6212,4258680
1007,4564,4259490,6212,4259490
1007,4564,4260300,6212,4260300
1007,4564,4260770,6212,4260770
1007,4564,4261770,6212,4261770
1008,4572,4262770,6212,4262770
1008,4572,4263770,6212,4263770
1008,4572,4264770,6212,4264770
1008,4572,4265770,6212,4265770
1008,4572,4266770,6212,4266770
1008,4572,4266770,6212,4266770
1008,4572,4266770,6212,4266770
1008,4572,4267580,6212,4267580
1008,4572,4268050,6212,4268050
1008,4572,4269050,6212,4269050
1008,4572,4269520,6212,4269520
1008,4572,4269520,6212,4269520
1009,4580,4270520,6212,4270520
1009,4580,4271110,6212,4271110
1009,4580,4272110,6212,4272110
1009,4580,4273110,6212,4273110
1009,4580,4273920,6212,4273920
1009,4580,4274390,6212,4274390
1009,4580,4275390,6212,4275390
1009,4580,4276200,6212,4276200
1010,4588,4276850,6212,4276850
1010,4588,4277320,6212,4277320
1010,4588,4277480,6212,4277480
1010,4588,4277480,6212,4277480
1010,4588,4277950,6212,4277950
1010,4588,4278950,6212,4278950
1010,4588,4279950,6212,4279950
1010,4588,4280420,6212,4280420
1010,4588,4281230,6212,4281230
1010,4588,4282230,6212,4282230
1010,4588,4282230,6212,4282230
1010,4588,4283040,6212,4283040
1010,4588,4283040,6212,4283040
1011,4596,4284040,6212,4284040
1011,4596,4285040,6212,4285040
1011,4596,4285360,6212,4285360
1011,4596,4285360,6212,4285360
1011,4596,4285680,6212,4285680
1011,4596,4286490,6212,4286490
1011,4596,4287300,6212,4287300
1011,4596,4288110,6212,4288110
1011,4596,4288570,6212,4288570
1011,4596,4289570,6212,4289570
1011,4596,4290220,6212,4290220
1011,4596,4291220,6212,4291220
1012,4604,4292030,6212,4292030
1012,4604,4292840,6212,4292840
1012,4604,4293160,6212,4293160
1012,4604,4294160,6212,4294160
1012,4604,4295160,6212,4295160
1012,4604,4295630,6212,4295630
1012,4604,4296440,6212,4296440
1012,4604,4297440,6212,4297440
1012,4604,4297910,6212,4297910
1012,4604,4298910,6212,4298910
1013,4612,4299910,6212,4299910
1013,4612,4300720,6212,4300720
1013,4612,4301720,6212,4301720
1013,4612,4301940,6212,4301940
1013,4612,4302410,6212,4302410
1013,4612,4303220,6212,4303220
1013,4612,4303220,6212,4303220
1013,4612,4304220,6212,4304220
1013,4612,4304220,6212,4304220
1013,4612,4304540,6212,4304540
1013,4612,4305350,6212,4305350
1013,4612,4306350,6212,4306350
1013,4612,4306820,6212,4306820
1014,4620,4307820,6212,4307820
1014,4620,4308820,6212,4308820
1014,4620,4309630,6212,4309630
1014,4620,4310440,6212,4310440
1014,4620,4311440,6212,4311440
1014,4620,4311910,6212,4311910
1015,4628,4319910,6212,4319910
1015,4628,4320910,6212,4320910
1015,4628,4321720,6212,4321720
1015,4628,4321720,6212,4321720
1015,4628,4322720,6212,4322720
1016,4636,4323720,6212,4323720
1016,4636,4324720,6212,4324720
1016,4636,4325530,6212,4325530
1016,4636,4326530,6212,4326530
1016,4636,4327530,6212,4327530
1016,4636,4327530,6212,4327530
1016,4636,4328530,6212,4328530
1017,4644,4329530,6212,4329530
1017,4644,4329990,6212,4329990
1017,4644,4330800,6212,4330800
1017,4644,4331170,6212,4331170
1017,4644,4332170,6212,4332170
1017,4644,4332980,6212,4332980
1017,4644,4333980,6212,4333980
1017,4644,4334980,6212,4334980
1017,4644,4335350,6212,4335350
1017,4644,4335400,6212,4335400
1017,4644,4336400,6212,4336400
1017,4644,4337400,6212,4337400
1017,4644,4338210,6212,4338210
1018,4652,4339210,6212,4339210
1018,4652,4340210,6212,4340210
1018,4652,4341210,6212,4341210
1018,4652,4342210,6212,4342210
1019,4660,4343210,6212,4343210
1019,4660,4344210,6212,4344210
1019,4660,4344680,6212,4344680
1019,4660,4345150,6212,4345150
1019,4660,4345370,6212,4345370
1020,4668,4353370,6212,4353370
1020,4668,4354370,6212,4354370
1020,4668,4354530,6212,4354530
1020,4668,4355530,6212,4355530
1021,4676,4356530,6212,4356530
1021,4676,4357530,6212,4357530
1021,4676,4358530,6212,4358530
1021,4676,4359080,6212,4359080
1021,4676,4360080,6212,4360080
1021,4676,4360080,6212,4360080
1021,4676,4360890,6212,4360890
1021,4676,4361360,6212,4361360
1021,4676,4362360,6212,4362360
1022,4684,4370360,6212,4370360
1022,4684,4370840,6212,4370840
1022,4684,4371650,6212,4371650
1022,4684,4372650,6212,4372650
1022,4684,4373650,6212,4373650
1022,4684,4374650,6212,4374650
1023,4692,4375120,6212,4375120
1023,4692,4375600,6212,4375600
1023,4692,4376250,6212,4376250
1023,4692,4376250,6212,4376250
1023,4692,4377250,6212,4377250
1023,4692,4377480,6212,4377480
1023,4692,4377950,6212,4377950
1023,4692,4378410,6212,4378410
1023,4692,4379000,6212,4379000
1023,4692,4379590,6212,4379590
1023,4692,4380590,6212,4380590
1023,4692,4381590,6212,4381590
1023,4692,4382590,6212,4382590
1024,4700,4383060,6212,4383060
1024,4700,4383060,6212,4383060
1024,4700,4384060,6212,4384060
1024,4700,4385060,6212,4385060
1024,4700,4386060,6212,4386060
1024,4700,4387060,6212,4387060
1024,4700,4388060,6212,4388060
1024,4700,4389060,6212,4389060
1024,4700,4389870,6212,4389870
1024,4700,4389870,6212,4389870
1024,4700,4389870,6212,4389870
1025,4708,4390870,6212,4390870
1025,4708,4390870,6212,4390870
1025,4708,4391870,6212,4391870
1025,4708,4392870,6212,4392870
1025,4708,4393870,6212,4393870
1025,4708,4393870,6212,4393870
1025,4708,4394240,6212,4394240
1025,4708,4395240,6212,4395240
1025,4708,4396050,6212,4396050
1025,4708,4396520,6212,4396520
1025,4708,4397520,6212,4397520
1025,4708,4397520,6212,4397520
1026,4716,4398520,6212,4398520
1026,4716,4399520,6212,4399520
1026,4716,4400520,6212,4400520
1026,4716,4401520,6212,4401520
1026,4716,4401520,6212,4401520
1026,4716,4401990,6212,4401990
1026,4716,4402640,6212,4402640
1026,4716,4402960,6212,4402960
1026,4716,4403960,6212,4403960
1026,4716,4404610,6212,4404610
1027,4724,4405260,6212,4405260
1027,4724,4405580,6212,4405580
1027,4724,4405580,6212,4405580
1027,4724,4406130,6212,4406130
1027,4724,4406130,6212,4406130
1027,4724,4407130,6212,4407130
1027,4724,4408130,6212,4408130
1027,4724,4408940,6212,4408940
1027,4724,4408940,6212,4408940
1027,4724,4409940,6212,4409940
1027,4724,4410940,6212,4410940
1027,4724,4410940,6212,4410940
1027,4724,4411940,6212,4411940
1027,4724,4412940,6212,4412940
1027,4724,4413410,6212,4413410
1028,4732,4414410,6212,4414410
1028,4732,4415410,6212,4415410
1028,4732,4416410,6212,4416410
1028,4732,4416410,6212,4416410
1028,4732,4416960,6212,4416960
1028,4732,4417430,6212,4417430
1028,4732,4417900,6212,4417900
1028,4732,4418550,6212,4418550
1028,4732,4419550,6212,4419550
1028,4732,4420200,6212,4420200
1029,4740,4421200,6212,4421200
1029,4740,4421200,6212,4421200
1029,4740,4421670,6212,4421670
1029,4740,4422670,6212,4422670
1029,4740,4423320,6212,4423320
1029,4740,4424320,6212,4424320
1029,4740,4425130,6212,4425130
1029,4740,4426130,6212,4426130
1029,4740,4426680,6212,4426680
1029,4740,4427000,6212,4427000
1029,4740,4427000,6212,4427000
1030,4748,4427470,6212,4427470
1030,4748,4427470,6212,4427470
1030,4748,4427470,6212,4427470
1030,4748,4428470,6212,4428470
1030,4748,4429470,6212,4429470
1030,4748,4429940,6212,4429940
1030,4748,4429940,6212,4429940
1030,4748,4430940,6212,4430940
1030,4748,4431750,6212,4431750
1030,4748,4431750,6212,4431750
1030,4748,4432750,6212,4432750
1030,4748,4433560,6212,4433560
1030,4748,4434560,6212,4434560
1030,4748,4434560,6212,4434560
1030,4748,4435020,6212,4435020
1031,4756,4437020,6212,4437020
1031,4756,4438020,6212,4438020
1031,4756,4439020,6212,4439020
1031,4756,4439490,6212,4439490
1031,4756,4439710,6212,4439710
1031,4756,4440080,6212,4440080
1031,4756,4441080,6212,4441080
1031,4756,4442080,6212,4442080
1031,4756,4443080,6212,4443080
1032,4764,4443550,6212,4443550
1032,4764,4443550,6212,4443550
1032,4764,4444360,6212,4444360
1032,4764,4445360,6212,4445360
1032,4764,4446360,6212,4446360
1032,4764,4447360,6212,4447360
1032,4764,4448360,6212,4448360
1032,4764,4449360,6212,4449360
1033,4772,4450360,6212,4450360
1033,4772,4451360,6212,4451360
1033,4772,4452360,6212,4452360
1033,4772,4453360,6212,4453360
1033,4772,4454360,6212,4454360
1033,4772,4455360,6212,4455360
1033,4772,4456360,6212,4456360
1033,4772,4457360,6212,4457360
1033,4772,4458170,6212,4458170
1034,4780,4459170,6212,4459170
1034,4780,4460170,6212,4460170
1034,4780,4460640,6212,4460640
1034,4780,4461450,6212,4461450
1034,4780,4462450,6212,4462450
1034,4780,4463260,6212,4463260
1034,4780,4464260,6212,4464260
1034,4780,4465260,6212,4465260
1035,4788,4466260,6212,4466260
1035,4788,4467070,6212,4467070
1035,4788,4468070,6212,4468070
1035,4788,4469070,6212,4469070
1035,4788,4470070,6212,4470070
1035,4788,4471070,6212,4471070
1035,4788,4472070,6212,4472070
1035,4788,4473070,6212,4473070
1035,4788,4473070,6212,4473070
1036,4796,4474070,6212,4474070
1036,4796,4478070,6212,4478070
1036,4796,4479070,6212,4479070
1036,4796,4479620,6212,4479620
1036,4796,4480620,6212,4480620
1037,4804,4481270,6212,4481270
1037,4804,4481740,6212,4481740
1037,4804,4482740,6212,4482740
1037,4804,4482740,6212,4482740
1037,4804,4482740,6212,4482740
1037,4804,4482740,6212,4482740
1037,4804,4483740,6212,4483740
1037,4804,4484740,6212,4484740
1037,4804,4485740,6212,4485740
1037,4804,4486550,6212,4486550
1037,4804,4487020,6212,4487020
1037,4804,4487070,6212,4487070
1038,4812,4488070,6212,4488070
1038,4812,4488620,6212,4488620
1038,4812,4489620,6212,4489620
1038,4812,4490620,6212,4490620
1038,4812,4490620,6212,4490620
1038,4812,4491620,6212,4491620
1038,4812,4493620,6212,4493620
1038,4812,4493620,6212,4493620
1038,4812,4494430,6212,4494430
1038,4812,4494430,6212,4494430
1038,4812,4495430,6212,4495430
1039,4820,4496430,6212,4496430
1039,4820,4496900,6212,4496900
1039,4820,4497900,6212,4497900
1039,4820,4498900,6212,4498900
1039,4820,4499900,6212,4499900
1039,4820,4500900,6212,4500900
1039,4820,4501900,6212,4501900
1039,4820,4502900,6212,4502900
1040,4828,4503900,6212,4503900
1040,4828,4504710,6212,4504710
1040,4828,4505710,6212,4505710
1040,4828,4506710,6212,4506710
1040,4828,4507710,6212,4507710
1040,4828,4507710,6212,4507710
1040,4828,4508710,6212,4508710
1040,4828,4509710,6212,4509710
1040,4828,4510180,6212,4510180
1041,4836,4511180,6212,4511180
1041,4836,4511650,6212,4511650
1041,4836,4512650,6212,4512650
1041,4836,4513650,6212,4513650
1041,4836,4514650,6212,4514650
1041,4836,4515650,6212,4515650
1041,4836,4515970,6212,4515970
1041,4836,4516440,6212,4516440
1041,4836,4517250,6212,4517250
1041,4836,4518060,6212,4518060
1041,4836,4519060,6212,4519060
1042,4844,4520060,6212,4520060
1042,4844,4524060,6212,4524060
1042,4844,4524710,6212,4524710
1042,4844,4525520,6212,4525520
1042,4844,4526330,6212,4526330
1042,4844,4526560,6212,4526560
1042,4844,4526560,6212,4526560
1042,4844,4526880,6212,4526880
1043,4852,4527880,6212,4527880
1043,4852,4528530,6212,4528530
1043,4852,4529000,6212,4529000
1043,4852,4530000,6212,4530000
1043,4852,4530000,6212,4530000
1043,4852,4530810,6212,4530810
1044,4860,4534810,6212,4534810
1044,4860,4535810,6212,4535810
1044,4860,4536810,6212,4536810
1044,4860,4536810,6212,4536810
1044,4860,4537280,6212,4537280
1044,4860,4538280,6212,4538280
1044,4860,4539280,6212,4539280
1044,4860,4540280,6212,4540280
1044,4860,4540600,6212,4540600
1044,4860,4541600,6212,4541600
1045,4868,4549600,6212,4549600
1045,4868,4549600,6212,4549600
1046,4876,4550600,6212,4550600
1046,4876,4551070,6212,4551070
1046,4876,4552070,6212,4552070
1046,4876,4553070,6212,4553070
1046,4876,4554070,6212,4554070
1046,4876,4555070,6212,4555070
1046,4876,4556070,6212,4556070
1046,4876,4557070,6212,4557070
1046,4876,4557660,6212,4557660
1047,4884,4558310,6212,4558310
1047,4884,4558680,6212,4558680
1047,4884,4559680,6212,4559680
1047,4884,4559680,6212,4559680
1047,4884,4560680,6212,4560680
1047,4884,4561000,6212,4561000
1047,4884,4562000,6212,4562000
1047,4884,4562000,6212,4562000
1047,4884,4562000,6212,4562000
1047,4884,4562470,6212,4562470
1047,4884,4562940,6212,4562940
1047,4884,4563410,6212,4563410
1048,4892,4564410,6212,4564410
1049,4900,4572410,6212,4572410
1049,4900,4573410,6212,4573410
1049,4900,4574410,6212,4574410
1049,4900,4575410,6212,4575410
1049,4900,4576060,6212,4576060
1049,4900,4576060,6212,4576060
1049,4900,4577060,6212,4577060
1049,4900,4577870,6212,4577870
1049,4900,4578870,6212,4578870
1049,4900,4579870,6212,4579870
1050,4908,4580870,6212,4580870
1050,4908,4581870,6212,4581870
1050,4908,4582870,6212,4582870
1050,4908,4583340,6212,4583340
1050,4908,4583990,6212,4583990
1050,4908,4584990,6212,4584990
1050,4908,4585990,6212,4585990
1050,4908,4586990,6212,4586990
1050,4908,4586990,6212,4586990
1050,4908,4587360,6212,4587360
1051,4916,4588360,6212,4588360
1052,4924,4596360,6212,4596360
1052,4924,4597360,6212,4597360
1053,4932,4605360,6212,4605360
1053,4932,4606170,6212,4606170
1053,4932,4606640,6212,4606640
1053,4932,4607640,6212,4607640
1053,4932,4608450,6212,4608450
1053,4932,4609100,6212,4609100
1053,4932,4610100,6212,4610100
1054,4940,4610910,6212,4610910
1054,4940,4611910,6212,4611910
1054,4940,4612130,6212,4612130
1054,4940,4613130,6212,4613130
1054,4940,4613360,6212,4613360
1054,4940,4613360,6212,4613360
1054,4940,4614360,6212,4614360
1054,4940,4615360,6212,4615360
1054,4940,4616360,6212,4616360
1054,4940,4617360,6212,4617360
1054,4940,4617950,6212,4617950
1055,4948,4618950,6212,4618950
1055,4948,4619950,6212,4619950
1055,4948,4620500,6212,4620500
1055,4948,4621500,6212,4621500
1055,4948,4621970,6212,4621970
1055,4948,4621970,6212,4621970
1055,4948,4622970,6212,4622970
1055,4948,4623560,6212,4623560
1056,4956,4625560,6212,4625560
1056,4956,4626560,6212,4626560
1056,4956,4627020,6212,4627020
1056,4956,4628020,6212,4628020
1056,4956,4629020,6212,4629020
1056,4956,4630020,6212,4630020
1056,4956,4630670,6212,4630670
1056,4956,4631670,6212,4631670
1056,4956,4632130,6212,4632130
1056,4956,4632600,6212,4632600
1057,4964,4633600,6212,4633600
1057,4964,4634410,6212,4634410
1057,4964,4634410,6212,4634410
1057,4964,4634880,6212,4634880
1057,4964,4635880,6212,4635880
1057,4964,4636880,6212,4636880
1057,4964,4637880,6212,4637880
1057,4964,4638880,6212,4638880
1057,4964,4639880,6212,4639880
1057,4964,4639880,6212,4639880
1057,4964,4639880,6212,4639880
1057,4964,4639880,6212,4639880
1058,4972,4640880,6212,4640880
1058,4972,4641880,6212,4641880
1058,4972,4642200,6212,4642200
1058,4972,4643010,6212,4643010
1058,4972,4643820,6212,4643820
1058,4972,4644630,6212,4644630
1058,4972,4645280,6212,4645280
1058,4972,4646280,6212,4646280
1058,4972,4646280,6212,4646280
1058,4972,4646750,6212,4646750
1058,4972,4647750,6212,4647750
1059,4980,4648750,6212,4648750
1059,4980,4649750,6212,4649750
1059,4980,4650750,6212,4650750
1059,4980,4650750,6212,4650750
1059,4980,4651560,6212,4651560
1059,4980,4652560,6212,4652560
1059,4980,4653030,6212,4653030
1059,4980,4653030,6212,4653030
1059,4980,4653030,6212,4653030
1059,4980,4653350,6212,4653350
1059,4980,4654350,6212,4654350
1059,4980,4655350,6212,4655350
1060,4988,4656350,6212,4656350
1060,4988,4657350,6212,4657350
1060,4988,4657350,6212,4657350
1060,4988,4658350,6212,4658350
1060,4988,4658350,6212,4658350
1060,4988,4659350,6212,4659350
1060,4988,4659830,6212,4659830
1060,4988,4660830,6212,4660830
1060,4988,4660830,6212,4660830
1060,4988,4661830,6212,4661830
1060,4988,4662640,6212,4662640
1060,4988,4663640,6212,4663640
1061,4996,4664450,6212,4664450
1061,4996,4665450,6212,4665450
1061,4996,4666450,6212,4666450
1061,4996,4667450,6212,4667450
1061,4996,4667770,6212,4667770
1061,4996,4668770,6212,4668770
1061,4996,4669230,6212,4669230
1061,4996,4670230,6212,4670230
1061,4996,4670230,6212,4670230
1061,4996,4671230,6212,4671230
1061,4996,4671230,6212,4671230
1061,4996,4671700,6212,4671700
1062,5004,4672700,6212,4672700
1062,5004,4672700,6212,4672700
1062,5004,4672700,6212,4672700
1062,5004,4673510,6212,4673510
1062,5004,4674160,6212,4674160
1062,5004,4675160,6212,4675160
1062,5004,4676160,6212,4676160
1062,5004,4676160,6212,4676160
1062,5004,4677160,6212,4677160
1062,5004,4677630,6212,4677630
1062,5004,4678440,6212,4678440
1062,5004,4678910,6212,4678910
1063,5012,4679560,6212,4679560
1063,5012,4680560,6212,4680560
1063,5012,4680560,6212,4680560
1063,5012,4681370,6212,4681370
1063,5012,4681690,6212,4681690
1063,5012,4681690,6212,4681690
1063,5012,4682690,6212,4682690
1063,5012,4683690,6212,4683690
1063,5012,4684010,6212,4684010
1063,5012,4684480,6212,4684480
1063,5012,4685480,6212,4685480
1063,5012,4685480,6212,4685480
1063,5012,4685480,6212,4685480
1063,5012,4686480,6212,4686480
1064,5020,4694480,6212,4694480
1065,5028,4695480,6212,4695480
1065,5028,4695950,6212,4695950
1065,5028,4696950,6212,4696950
1065,5028,4697950,6212,4697950
1065,5028,4698950,6212,4698950
1065,5028,4699180,6212,4699180
1065,5028,4700180,6212,4700180
1065,5028,4701180,6212,4701180
1066,5036,4702180,6212,4702180
1066,5036,4702500,6212,4702500
1066,5036,4702610,6212,4702610
1066,5036,4703610,6212,4703610
1066,5036,4704420,6212,4704420
1066,5036,4704420,6212,4704420
1066,5036,4705230,6212,4705230
1066,5036,4706230,6212,4706230
1066,5036,4707230,6212,4707230
1066,5036,4708230,6212,4708230
1066,5036,4709230,6212,4709230
1067,5044,4710230,6212,4710230
1067,5044,4710450,6212,4710450
1067,5044,4711450,6212,4711450
1067,5044,4711680,6212,4711680
1067,5044,4712150,6212,4712150
1067,5044,4712310,6212,4712310
1067,5044,4713310,6212,4713310
1067,5044,4713420,6212,4713420
1067,5044,4714420,6212,4714420
1067,5044,4715420,6212,4715420
1068,5052,4723420,6212,4723420
1068,5052,4724420,6212,4724420
1068,5052,4724650,6212,4724650
1068,5052,4724650,6212,4724650
1068,5052,4725460,6212,4725460
1069,5060,4726460,6212,4726460
1069,5060,4727460,6212,4727460
1069,5060,4728460,6212,4728460
1069,5060,4728930,6212,4728930
1069,5060,4729930,6212,4729930
1069,5060,4729930,6212,4729930
1069,5060,4729930,6212,4729930
1069,5060,4730930,6212,4730930
1069,5060,4731740,6212,4731740
1069,5060,4732740,6212,4732740
1070,5068,4740740,6212,4740740
1071,5076,4741740,6212,4741740
1071,5076,4741740,6212,4741740
1071,5076,4742740,6212,4742740
1071,5076,4742970,6212,4742970
1071,5076,4743440,6212,4743440
1071,5076,4744440,6212,4744440
1071,5076,4745440,6212,4745440
1071,5076,4746440,6212,4746440
1071,5076,4747090,6212,4747090
1071,5076,4748090,6212,4748090
1072,5084,4749090,6212,4749090
1072,5084,4750090,6212,4750090
1072,5084,4750410,6212,4750410
1072,5084,4751220,6212,4751220
1072,5084,4752030,6212,4752030
1072,5084,4753030,6212,4753030
1072,5084,4753840,6212,4753840
1072,5084,4754650,6212,4754650
1072,5084,4754970,6212,4754970
1072,5084,4755440,6212,4755440
1072,5084,4755440,6212,4755440
1073,5092,4756440,6212,4756440
1073,5092,4757440,6212,4757440
1073,5092,4758440,6212,4758440
1073,5092,4758440,6212,4758440
1073,5092,4759440,6212,4759440
1073,5092,4760090,6212,4760090
1073,5092,4760090,6212,4760090
1073,5092,4760410,6212,4760410
1073,5092,4761060,6212,4761060
1073,5092,4762060,6212,4762060
1074,5100,4762870,6212,4762870
1074,5100,4763340,6212,4763340
1074,5100,4763810,6212,4763810
1074,5100,4764810,6212,4764810
1074,5100,4765810,6212,4765810
1074,5100,4765810,6212,4765810
1074,5100,4766620,6212,4766620
1074,5100,4767620,6212,4767620
1074,5100,4767620,6212,4767620
1075,5108,4775620,6212,4775620
1076,5116,4779620,6212,4779620
1076,5116,4781620,6212,4781620
1076,5116,4782080,6212,4782080
1076,5116,4782730,6212,4782730
1076,5116,4783730,6212,4783730
1076,5116,4784730,6212,4784730
1076,5116,4785730,6212,4785730
1077,5124,4786730,6212,4786730
1077,5124,4787730,6212,4787730
1077,5124,4788540,6212,4788540
1077,5124,4789000,6212,4789000
1077,5124,4790000,6212,4790000
1077,5124,4790000,6212,4790000
1077,5124,4790000,6212,4790000
1077,5124,4790810,6212,4790810
1077,5124,4790810,6212,4790810
1077,5124,4790810,6212,4790810
1077,5124,4791810,6212,4791810
1077,5124,4792620,6212,4792620
1078,5132,4793430,6212,4793430
1078,5132,4794430,6212,4794430
1078,5132,4794900,6212,4794900
1078,5132,4795900,6212,4795900
1078,5132,4795900,6212,4795900
1078,5132,4796360,6212,4796360
1078,5132,4797360,6212,4797360
1078,5132,4797360,6212,4797360
1078,5132,4797830,6212,4797830
1078,5132,4798830,6212,4798830
1078,5132,4799480,6212,4799480
1078,5132,4800480,6212,4800480
1079,5140,4801480,6212,4801480
1079,5140,4802480,6212,4802480
1079,5140,4803480,6212,4803480
1079,5140,4803480,6212,4803480
1079,5140,4804480,6212,4804480
1079,5140,4805480,6212,4805480
1080,5148,4813480,6212,4813480
1080,5148,4814480,6212,4814480
1080,5148,4815480,6212,4815480
1080,5148,4815480,6212,4815480
1080,5148,4816480,6212,4816480
1081,5156,4817480,6212,4817480
1081,5156,4817950,6212,4817950
1081,5156,4817950,6212,4817950
1081,5156,4818420,6212,4818420
1081,5156,4819230,6212,4819230
1081,5156,4821230,6212,4821230
1081,5156,4822230,6212,4822230
1081,5156,4823230,6212,4823230
1081,5156,4824230,6212,4824230
1082,5164,4825230,6212,4825230
1082,5164,4826230,6212,4826230
1082,5164,4826460,6212,4826460
1082,5164,4826460,6212,4826460
1082,5164,4827460,6212,4827460
1082,5164,4828460,6212,4828460
1082,5164,4829460,6212,4829460
1082,5164,4830460,6212,4830460
1082,5164,4830460,6212,4830460
