ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_d01c-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
1013,4612,4173650,6212,4173650
1013,4612,4173650,6212,4173650
1013,4612,4173650,6212,4173650
1013,4612,4173970,6212,4173970
1013,4612,4174190,6212,4174190
1013,4612,4174840,6212,4174840
1013,4612,4175310,6212,4175310
1013,4612,4176310,6212,4176310
1013,4612,4177120,6212,4177120
1013,4612,4177120,6212,4177120
1013,4612,4178120,6212,4178120
1013,4612,4179120,6212,4179120
1013,4612,4179770,6212,4179770
1013,4612,4179770,6212,4179770
1013,4612,4180770,6212,4180770
1013,4612,4181770,6212,4181770
1013,4612,4181770,6212,4181770
1013,4612,4182090,6212,4182090
1013,4612,4182460,6212,4182460
1013,4612,4182620,6212,4182620
1013,4612,4183080,6212,4183080
1014,4620,4184080,6212,4184080
1014,4620,4184080,6212,4184080
1014,4620,4184080,6212,4184080
1014,4620,4185080,6212,4185080
1015,4628,4185890,6212,4185890
1015,4628,4186890,6212,4186890
1015,4628,4187890,6212,4187890
1015,4628,4188700,6212,4188700
1015,4628,4189510,6212,4189510
1015,4628,4190320,6212,4190320
1015,4628,4190540,6212,4190540
1015,4628,4191000,6212,4191000
1015,4628,4191320,6212,4191320
1015,4628,4191320,6212,4191320
1015,4628,4192130,6212,4192130
1015,4628,4192600,6212,4192600
1015,4628,4192600,6212,4192600
1015,4628,4193410,6212,4193410
1015,4628,4193730,6212,4193730
1015,4628,4194380,6212,4194380
1015,4628,4195380,6212,4195380
1015,4628,4195380,6212,4195380
1016,4636,4196380,6212,4196380
1016,4636,4197380,6212,4197380
1016,4636,4198380,6212,4198380
1016,4636,4199380,6212,4199380
1016,4636,4199380,6212,4199380
1017,4644,4199700,6212,4199700
1017,4644,4200510,6212,4200510
1017,4644,4201510,6212,4201510
1017,4644,4202510,6212,4202510
1017,4644,4202510,6212,4202510
1017,4644,4203510,6212,4203510
1017,4644,4204320,6212,4204320
1017,4644,4204430,6212,4204430
1017,4644,4205240,6212,4205240
1018,4652,4206240,6212,4206240
1018,4652,4206240,6212,4206240
1018,4652,4207240,6212,4207240
1018,4652,4207790,6212,4207790
1018,4652,4208600,6212,4208600
1018,4652,4208920,6212,4208920
1018,4652,4209920,6212,4209920
1018,4652,4210920,6212,4210920
1018,4652,4211920,6212,4211920
1018,4652,4212570,6212,4212570
1018,4652,4213570,6212,4213570
1018,4652,4214040,6212,4214040
1018,4652,4215040,6212,4215040
1018,4652,4215510,6212,4215510
1018,4652,4215970,6212,4215970
1018,4652,4216970,6212,4216970
1018,4652,4217970,6212,4217970
1018,4652,4218440,6212,4218440
1018,4652,4219440,6212,4219440
1019,4660,4220440,6212,4220440
1019,4660,4221440,6212,4221440
1020,4668,4221760,6212,4221760
1020,4668,4222760,6212,4222760
1020,4668,4223230,6212,4223230
1020,4668,4224230,6212,4224230
1020,4668,4225230,6212,4225230
1020,4668,4226230,6212,4226230
1021,4676,4228230,6212,4228230
1021,4676,4229230,6212,4229230
1021,4676,4230230,6212,4230230
1021,4676,4231230,6212,4231230
1021,4676,4232230,6212,4232230
1022,4684,4233230,6212,4233230
1022,4684,4233230,6212,4233230
1022,4684,4233230,6212,4233230
1022,4684,4234230,6212,4234230
1022,4684,4235040,6212,4235040
1022,4684,4236040,6212,4236040
1022,4684,4237040,6212,4237040
1022,4684,4237040,6212,4237040
1022,4684,4237040,6212,4237040
1022,4684,4238040,6212,4238040
1022,4684,4238850,6212,4238850
1022,4684,4239850,6212,4239850
1022,4684,4240660,6212,4240660
1022,4684,4241660,6212,4241660
1022,4684,4241660,6212,4241660
1022,4684,4242120,6212,4242120
1022,4684,4242930,6212,4242930
1022,4684,4242930,6212,4242930
1022,4684,4242930,6212,4242930
1022,4684,4243930,6212,4243930
1022,4684,4243930,6212,4243930
1022,4684,4244160,6212,4244160
1022,4684,4244810,6212,4244810
1022,4684,4245620,6212,4245620
1022,4684,4246620,6212,4246620
1023,4692,4247620,6212,4247620
1023,4692,4248620,6212,4248620
1023,4692,4249620,6212,4249620
1023,4692,4249620,6212,4249620
1023,4692,4250620,6212,4250620
1024,4700,4251430,6212,4251430
1024,4700,4252430,6212,4252430
1024,4700,4252650,6212,4252650
1024,4700,4253650,6212,4253650
1024,4700,4254650,6212,4254650
1024,4700,4255650,6212,4255650
1025,4708,4256650,6212,4256650
1025,4708,4256650,6212,4256650
1025,4708,4257650,6212,4257650
1025,4708,4258650,6212,4258650
1025,4708,4259650,6212,4259650
1025,4708,4259970,6212,4259970
1025,4708,4260970,6212,4260970
1025,4708,4261970,6212,4261970
1025,4708,4262780,6212,4262780
1025,4708,4263780,6212,4263780
1025,4708,4263780,6212,4263780
1025,4708,4264590,6212,4264590
1025,4708,4265590,6212,4265590
1026,4716,4266590,6212,4266590
1026,4716,4267400,6212,4267400
1026,4716,4267400,6212,4267400
1026,4716,4268050,6212,4268050
1026,4716,4269050,6212,4269050
1026,4716,4270050,6212,4270050
1026,4716,4270370,6212,4270370
1026,4716,4271370,6212,4271370
1026,4716,4271370,6212,4271370
1026,4716,4271840,6212,4271840
1026,4716,4272840,6212,4272840
1026,4716,4273840,6212,4273840
1026,4716,4274840,6212,4274840
1026,4716,4275160,6212,4275160
1026,4716,4275970,6212,4275970
1026,4716,4276970,6212,4276970
1026,4716,4277970,6212,4277970
1026,4716,4277970,6212,4277970
1026,4716,4278620,6212,4278620
1027,4724,4279620,6212,4279620
1027,4724,4280620,6212,4280620
1027,4724,4280620,6212,4280620
1027,4724,4281620,6212,4281620
1027,4724,4282620,6212,4282620
1027,4724,4282620,6212,4282620
1027,4724,4283620,6212,4283620
1027,4724,4284620,6212,4284620
1027,4724,4285620,6212,4285620
1027,4724,4286620,6212,4286620
1027,4724,4287620,6212,4287620
1028,4732,4287990,6212,4287990
1029,4740,4288990,6212,4288990
1029,4740,4289460,6212,4289460
1029,4740,4289930,6212,4289930
1029,4740,4290930,6212,4290930
1029,4740,4291930,6212,4291930
1029,4740,4292930,6212,4292930
1030,4748,4296930,6212,4296930
1030,4748,4297390,6212,4297390
1030,4748,4297390,6212,4297390
1030,4748,4297860,6212,4297860
1030,4748,4298330,6212,4298330
1030,4748,4299330,6212,4299330
1030,4748,4299330,6212,4299330
1030,4748,4299800,6212,4299800
1030,4748,4300800,6212,4300800
1030,4748,4300800,6212,4300800
1030,4748,4300800,6212,4300800
1030,4748,4301150,6212,4301150
1030,4748,4301620,6212,4301620
1030,4748,4302090,6212,4302090
1030,4748,4303090,6212,4303090
1030,4748,4303410,6212,4303410
1031,4756,4304220,6212,4304220
1031,4756,4304540,6212,4304540
1031,4756,4305090,6212,4305090
1031,4756,4305560,6212,4305560
1031,4756,4306560,6212,4306560
1032,4764,4307560,6212,4307560
1032,4764,4307560,6212,4307560
1032,4764,4307560,6212,4307560
1032,4764,4308560,6212,4308560
1032,4764,4308560,6212,4308560
1032,4764,4309370,6212,4309370
1032,4764,4309530,6212,4309530
1032,4764,4310530,6212,4310530
1032,4764,4310530,6212,4310530
1032,4764,4311530,6212,4311530
1032,4764,4312000,6212,4312000
1032,4764,4312810,6212,4312810
1032,4764,4313810,6212,4313810
1032,4764,4314810,6212,4314810
1032,4764,4315810,6212,4315810
1032,4764,4316810,6212,4316810
1032,4764,4317620,6212,4317620
1032,4764,4317620,6212,4317620
1032,4764,4318620,6212,4318620
1032,4764,4319430,6212,4319430
1032,4764,4319430,6212,4319430
1032,4764,4319650,6212,4319650
1032,4764,4319650,6212,4319650
1033,4772,4320460,6212,4320460
1034,4780,4321460,6212,4321460
1034,4780,4322460,6212,4322460
1034,4780,4323460,6212,4323460
1034,4780,4324460,6212,4324460
1034,4780,4324460,6212,4324460
1034,4780,4325460,6212,4325460
1034,4780,4326460,6212,4326460
1034,4780,4327270,6212,4327270
1034,4780,4328270,6212,4328270
1034,4780,4329270,6212,4329270
1035,4788,4330270,6212,4330270
1035,4788,4331270,6212,4331270
1035,4788,4331270,6212,4331270
1035,4788,4332270,6212,4332270
1036,4796,4340270,6212,4340270
1036,4796,4340500,6212,4340500
1036,4796,4341500,6212,4341500
1036,4796,4342500,6212,4342500
1036,4796,4343050,6212,4343050
1036,4796,4343860,6212,4343860
1036,4796,4344860,6212,4344860
1036,4796,4345860,6212,4345860
1036,4796,4346670,6212,4346670
1036,4796,4347140,6212,4347140
1036,4796,4348140,6212,4348140
1036,4796,4348600,6212,4348600
1036,4796,4349410,6212,4349410
1037,4804,4350410,6212,4350410
1037,4804,4351410,6212,4351410
1037,4804,4351410,6212,4351410
1037,4804,4352410,6212,4352410
1037,4804,4353220,6212,4353220
1037,4804,4354220,6212,4354220
1037,4804,4354680,6212,4354680
1037,4804,4355680,6212,4355680
1038,4812,4359680,6212,4359680
1038,4812,4360680,6212,4360680
1038,4812,4361680,6212,4361680
1038,4812,4361680,6212,4361680
1038,4812,4361680,6212,4361680
1038,4812,4361680,6212,4361680
1038,4812,4362680,6212,4362680
1039,4820,4363490,6212,4363490
1039,4820,4364490,6212,4364490
1039,4820,4365300,6212,4365300
1039,4820,4365770,6212,4365770
1039,4820,4366420,6212,4366420
1040,4828,4367420,6212,4367420
1040,4828,4368420,6212,4368420
1040,4828,4368880,6212,4368880
1040,4828,4369880,6212,4369880
1040,4828,4370880,6212,4370880
1040,4828,4371880,6212,4371880
1040,4828,4372880,6212,4372880
1040,4828,4373350,6212,4373350
1040,4828,4373670,6212,4373670
1040,4828,4374670,6212,4374670
1040,4828,4375480,6212,4375480
1040,4828,4376480,6212,4376480
1041,4836,4377480,6212,4377480
1041,4836,4378480,6212,4378480
1041,4836,4378800,6212,4378800
1041,4836,4379270,6212,4379270
1041,4836,4380270,6212,4380270
1041,4836,4382270,6212,4382270
1041,4836,4383270,6212,4383270
1041,4836,4383270,6212,4383270
1041,4836,4383740,6212,4383740
1041,4836,4384210,6212,4384210
1041,4836,4384860,6212,4384860
1041,4836,4385860,6212,4385860
1041,4836,4386860,6212,4386860
1041,4836,4387860,6212,4387860
1041,4836,4388860,6212,4388860
1042,4844,4389670,6212,4389670
1043,4852,4390670,6212,4390670
1043,4852,4391670,6212,4391670
1043,4852,4392670,6212,4392670
1043,4852,4392670,6212,4392670
1043,4852,4393670,6212,4393670
1043,4852,4394140,6212,4394140
1043,4852,4395140,6212,4395140
1043,4852,4395460,6212,4395460
1043,4852,4396270,6212,4396270
1043,4852,4396270,6212,4396270
1043,4852,4396590,6212,4396590
1043,4852,4397590,6212,4397590
1044,4860,4398590,6212,4398590
1044,4860,4399590,6212,4399590
1044,4860,4399700,6212,4399700
1044,4860,4401700,6212,4401700
1044,4860,4402510,6212,4402510
1044,4860,4402560,6212,4402560
1044,4860,4403370,6212,4403370
1044,4860,4404370,6212,4404370
1044,4860,4404370,6212,4404370
1044,4860,4404700,6212,4404700
1044,4860,4405700,6212,4405700
1044,4860,4406700,6212,4406700
1044,4860,4407510,6212,4407510
1044,4860,4407510,6212,4407510
1044,4860,4408510,6212,4408510
1044,4860,4409510,6212,4409510
1044,4860,4409980,6212,4409980
1044,4860,4410980,6212,4410980
1044,4860,4411980,6212,4411980
1044,4860,4412790,6212,4412790
1045,4868,4413260,6212,4413260
1045,4868,4414070,6212,4414070
1046,4876,4415070,6212,4415070
1046,4876,4415880,6212,4415880
1046,4876,4416880,6212,4416880
1046,4876,4416880,6212,4416880
1046,4876,4416880,6212,4416880
1046,4876,4417880,6212,4417880
1046,4876,4418200,6212,4418200
1046,4876,4419200,6212,4419200
1046,4876,4419200,6212,4419200
1046,4876,4420200,6212,4420200
1046,4876,4420430,6212,4420430
1046,4876,4420430,6212,4420430
1046,4876,4421430,6212,4421430
1046,4876,4421750,6212,4421750
1046,4876,4422750,6212,4422750
1046,4876,4423220,6212,4423220
1046,4876,4424220,6212,4424220
1046,4876,4424220,6212,4424220
1046,4876,4425030,6212,4425030
1047,4884,4426030,6212,4426030
1047,4884,4427030,6212,4427030
1047,4884,4428030,6212,4428030
1047,4884,4428030,6212,4428030
1047,4884,4428030,6212,4428030
1047,4884,4428500,6212,4428500
1047,4884,4429500,6212,4429500
1047,4884,4430500,6212,4430500
1047,4884,4431310,6212,4431310
1047,4884,4431470,6212,4431470
1047,4884,4432470,6212,4432470
1047,4884,4433470,6212,4433470
1047,4884,4434470,6212,4434470
1047,4884,4435120,6212,4435120
1048,4892,4436120,6212,4436120
1049,4900,4436710,6212,4436710
1049,4900,4436940,6212,4436940
1049,4900,4437940,6212,4437940
1049,4900,4438940,6212,4438940
1049,4900,4439310,6212,4439310
1049,4900,4439780,6212,4439780
1049,4900,4440000,6212,4440000
1049,4900,4441000,6212,4441000
1049,4900,4441000,6212,4441000
1049,4900,4441470,6212,4441470
1049,4900,4442470,6212,4442470
1049,4900,4443280,6212,4443280
1049,4900,4444090,6212,4444090
1049,4900,4444090,6212,4444090
1049,4900,4445090,6212,4445090
1049,4900,4445740,6212,4445740
1049,4900,4446550,6212,4446550
1049,4900,4447360,6212,4447360
1049,4900,4448170,6212,4448170
1050,4908,4448640,6212,4448640
1050,4908,4449640,6212,4449640
1050,4908,4450110,6212,4450110
1050,4908,4451110,6212,4451110
1050,4908,4451920,6212,4451920
1050,4908,4452730,6212,4452730
1051,4916,4453730,6212,4453730
1051,4916,4454730,6212,4454730
1051,4916,4455730,6212,4455730
1051,4916,4456730,6212,4456730
1051,4916,4457730,6212,4457730
1051,4916,4458540,6212,4458540
1051,4916,4459540,6212,4459540
1051,4916,4459760,6212,4459760
1051,4916,4460570,6212,4460570
1051,4916,4461570,6212,4461570
1051,4916,4462570,6212,4462570
1052,4924,4463570,6212,4463570
1052,4924,4463570,6212,4463570
1052,4924,4464570,6212,4464570
1052,4924,4465030,6212,4465030
1052,4924,4465500,6212,4465500
1052,4924,4465970,6212,4465970
1052,4924,4466970,6212,4466970
1052,4924,4467780,6212,4467780
1052,4924,4468780,6212,4468780
1052,4924,4469250,6212,4469250
1052,4924,4470250,6212,4470250
1052,4924,4471250,6212,4471250
1052,4924,4472250,6212,4472250
1053,4932,4472720,6212,4472720
1053,4932,4472720,6212,4472720
1054,4940,4473720,6212,4473720
1054,4940,4474190,6212,4474190
1054,4940,4475000,6212,4475000
1054,4940,4475810,6212,4475810
1054,4940,4476460,6212,4476460
1054,4940,4477270,6212,4477270
1054,4940,4477590,6212,4477590
1054,4940,4478590,6212,4478590
1054,4940,4478590,6212,4478590
1054,4940,4479240,6212,4479240
1054,4940,4480240,6212,4480240
1054,4940,4481240,6212,4481240
1054,4940,4481710,6212,4481710
1054,4940,4482030,6212,4482030
1054,4940,4482500,6212,4482500
1054,4940,4483500,6212,4483500
1054,4940,4484310,6212,4484310
1054,4940,4485310,6212,4485310
1054,4940,4486310,6212,4486310
1055,4948,4487310,6212,4487310
1055,4948,4488310,6212,4488310
1055,4948,4488310,6212,4488310
1056,4956,4489120,6212,4489120
1056,4956,4489350,6212,4489350
1056,4956,4490350,6212,4490350
1056,4956,4491160,6212,4491160
1056,4956,4491160,6212,4491160
1056,4956,4491160,6212,4491160
1056,4956,4492160,6212,4492160
1056,4956,4492620,6212,4492620
1056,4956,4492940,6212,4492940
1056,4956,4493750,6212,4493750
1056,4956,4494750,6212,4494750
1056,4956,4495750,6212,4495750
1056,4956,4495750,6212,4495750
1056,4956,4496560,6212,4496560
1056,4956,4497560,6212,4497560
1056,4956,4498560,6212,4498560
1056,4956,4499370,6212,4499370
1056,4956,4500370,6212,4500370
1056,4956,4500370,6212,4500370
1057,4964,4501370,6212,4501370
1057,4964,4502370,6212,4502370
1057,4964,4502830,6212,4502830
1057,4964,4502830,6212,4502830
1057,4964,4503830,6212,4503830
1057,4964,4504640,6212,4504640
1058,4972,4505450,6212,4505450
1058,4972,4505920,6212,4505920
1058,4972,4506390,6212,4506390
1058,4972,4507200,6212,4507200
1058,4972,4508200,6212,4508200
1058,4972,4509200,6212,4509200
1059,4980,4517200,6212,4517200
1059,4980,4517200,6212,4517200
1059,4980,4518200,6212,4518200
1059,4980,4518670,6212,4518670
1059,4980,4519670,6212,4519670
1059,4980,4520670,6212,4520670
1060,4988,4521670,6212,4521670
1060,4988,4522670,6212,4522670
1060,4988,4523670,6212,4523670
1060,4988,4524670,6212,4524670
1060,4988,4525670,6212,4525670
1060,4988,4526480,6212,4526480
1060,4988,4527290,6212,4527290
1060,4988,4527290,6212,4527290
1060,4988,4528290,6212,4528290
1060,4988,4529290,6212,4529290
1060,4988,4530290,6212,4530290
1060,4988,4531290,6212,4531290
1061,4996,4532290,6212,4532290
1061,4996,4532760,6212,4532760
1061,4996,4533310,6212,4533310
1061,4996,4533860,6212,4533860
1062,5004,4534670,6212,4534670
1062,5004,4535670,6212,4535670
1062,5004,4536480,6212,4536480
1062,5004,4537480,6212,4537480
1062,5004,4538480,6212,4538480
1062,5004,4538480,6212,4538480
1062,5004,4538480,6212,4538480
1062,5004,4539480,6212,4539480
1062,5004,4540480,6212,4540480
1062,5004,4541290,6212,4541290
1062,5004,4541760,6212,4541760
1062,5004,4542230,6212,4542230
1062,5004,4543040,6212,4543040
1062,5004,4543040,6212,4543040
1062,5004,4543040,6212,4543040
1062,5004,4543410,6212,4543410
1062,5004,4544410,6212,4544410
1062,5004,4544780,6212,4544780
1062,5004,4544890,6212,4544890
1062,5004,4545540,6212,4545540
1062,5004,4546190,6212,4546190
1063,5012,4547190,6212,4547190
1063,5012,4548190,6212,4548190
1063,5012,4548410,6212,4548410
1063,5012,4549410,6212,4549410
1063,5012,4550220,6212,4550220
1064,5020,4551030,6212,4551030
1064,5020,4552030,6212,4552030
1064,5020,4552360,6212,4552360
1064,5020,4552910,6212,4552910
1064,5020,4553910,6212,4553910
1064,5020,4553910,6212,4553910
1064,5020,4554910,6212,4554910
1064,5020,4555910,6212,4555910
1064,5020,4556560,6212,4556560
1065,5028,4557560,6212,4557560
1065,5028,4558560,6212,4558560
1065,5028,4559110,6212,4559110
1065,5028,4559920,6212,4559920
1065,5028,4560390,6212,4560390
1065,5028,4560710,6212,4560710
1065,5028,4561710,6212,4561710
1065,5028,4562710,6212,4562710
1065,5028,4563180,6212,4563180
1065,5028,4564180,6212,4564180
1065,5028,4565180,6212,4565180
1065,5028,4565650,6212,4565650
1065,5028,4566300,6212,4566300
1065,5028,4566770,6212,4566770
1066,5036,4567580,6212,4567580
1066,5036,4568580,6212,4568580
1067,5044,4569580,6212,4569580
1067,5044,4570050,6212,4570050
1067,5044,4570370,6212,4570370
1067,5044,4571180,6212,4571180
1067,5044,4571180,6212,4571180
1067,5044,4571340,6212,4571340
1067,5044,4572340,6212,4572340
1067,5044,4572340,6212,4572340
1067,5044,4572570,6212,4572570
1067,5044,4573570,6212,4573570
1067,5044,4574030,6212,4574030
1067,5044,4575030,6212,4575030
1067,5044,4575030,6212,4575030
1067,5044,4575840,6212,4575840
1067,5044,4576650,6212,4576650
1067,5044,4576650,6212,4576650
1067,5044,4576970,6212,4576970
1067,5044,4577780,6212,4577780
1067,5044,4578780,6212,4578780
1067,5044,4579780,6212,4579780
1067,5044,4580010,6212,4580010
1067,5044,4580170,6212,4580170
1067,5044,4580170,6212,4580170
1067,5044,4581170,6212,4581170
1067,5044,4581400,6212,4581400
1067,5044,4581400,6212,4581400
1067,5044,4581400,6212,4581400
1067,5044,4582400,6212,4582400
1068,5052,4583400,6212,4583400
1068,5052,4584400,6212,4584400
1068,5052,4585400,6212,4585400
1068,5052,4586400,6212,4586400
1068,5052,4586720,6212,4586720
1068,5052,4586720,6212,4586720
1068,5052,4587720,6212,4587720
1068,5052,4588190,6212,4588190
1068,5052,4588420,6212,4588420
1068,5052,4589420,6212,4589420
1068,5052,4590420,6212,4590420
1068,5052,4591420,6212,4591420
1069,5060,4592070,6212,4592070
1069,5060,4592530,6212,4592530
1070,5068,4593530,6212,4593530
1070,5068,4594000,6212,4594000
1070,5068,4594230,6212,4594230
1070,5068,4595230,6212,4595230
1070,5068,4595230,6212,4595230
1070,5068,4595230,6212,4595230
1070,5068,4596230,6212,4596230
1070,5068,4596550,6212,4596550
1070,5068,4597550,6212,4597550
1070,5068,4598550,6212,4598550
1070,5068,4598550,6212,4598550
1070,5068,4599360,6212,4599360
1070,5068,4599590,6212,4599590
1070,5068,4600590,6212,4600590
1070,5068,4600590,6212,4600590
1070,5068,4601400,6212,4601400
1070,5068,4602210,6212,4602210
1070,5068,4603020,6212,4603020
1070,5068,4603830,6212,4603830
1070,5068,4604830,6212,4604830
1070,5068,4605830,6212,4605830
1070,5068,4606300,6212,4606300
1070,5068,4607300,6212,4607300
1071,5076,4608110,6212,4608110
1071,5076,4608580,6212,4608580
1071,5076,4609390,6212,4609390
1071,5076,4609860,6212,4609860
1071,5076,4609860,6212,4609860
1071,5076,4610180,6212,4610180
1072,5084,4611180,6212,4611180
1072,5084,4611650,6212,4611650
1072,5084,4612460,6212,4612460
1072,5084,4612690,6212,4612690
1072,5084,4612690,6212,4612690
1072,5084,4613690,6212,4613690
1072,5084,4613690,6212,4613690
1072,5084,4613690,6212,4613690
1072,5084,4613690,6212,4613690
1072,5084,4614690,6212,4614690
1072,5084,4615170,6212,4615170
1072,5084,4615490,6212,4615490
1072,5084,4616490,6212,4616490
1072,5084,4617490,6212,4617490
1072,5084,4617490,6212,4617490
1072,5084,4617720,6212,4617720
1072,5084,4618720,6212,4618720
1073,5092,4619720,6212,4619720
1073,5092,4619720,6212,4619720
1073,5092,4620720,6212,4620720
1073,5092,4621720,6212,4621720
1073,5092,4622190,6212,4622190
1073,5092,4622560,6212,4622560
1073,5092,4623560,6212,4623560
1073,5092,4624030,6212,4624030
1073,5092,4625030,6212,4625030
1073,5092,4625260,6212,4625260
1073,5092,4625260,6212,4625260
1074,5100,4625850,6212,4625850
1074,5100,4626850,6212,4626850
1074,5100,4627850,6212,4627850
1074,5100,4628850,6212,4628850
1075,5108,4629850,6212,4629850
1075,5108,4630660,6212,4630660
1075,5108,4631660,6212,4631660
1075,5108,4632660,6212,4632660
1075,5108,4632660,6212,4632660
1075,5108,4633660,6212,4633660
1075,5108,4634660,6212,4634660
1075,5108,4635470,6212,4635470
1075,5108,4635470,6212,4635470
1075,5108,4635470,6212,4635470
1075,5108,4636280,6212,4636280
1075,5108,4637280,6212,4637280
1075,5108,4637280,6212,4637280
1075,5108,4638280,6212,4638280
1075,5108,4639280,6212,4639280
1075,5108,4640090,6212,4640090
1075,5108,4640740,6212,4640740
1075,5108,4641550,6212,4641550
1075,5108,4642550,6212,4642550
1075,5108,4642550,6212,4642550
1075,5108,4643550,6212,4643550
1075,5108,4643920,6212,4643920
1075,5108,4644390,6212,4644390
1076,5116,4645200,6212,4645200
1076,5116,4646200,6212,4646200
1077,5124,4647200,6212,4647200
1077,5124,4648200,6212,4648200
1077,5124,4648200,6212,4648200
1077,5124,4648200,6212,4648200
1077,5124,4649200,6212,4649200
1077,5124,4649750,6212,4649750
1077,5124,4650750,6212,4650750
1077,5124,4651750,6212,4651750
1077,5124,4652750,6212,4652750
1077,5124,4653750,6212,4653750
1077,5124,4653750,6212,4653750
1078,5132,4654750,6212,4654750
1078,5132,4654750,6212,4654750
1078,5132,4655750,6212,4655750
1078,5132,4656560,6212,4656560
1078,5132,4657030,6212,4657030
1078,5132,4658030,6212,4658030
1078,5132,4659030,6212,4659030
1078,5132,4660030,6212,4660030
1078,5132,4661030,6212,4661030
1078,5132,4661030,6212,4661030
1078,5132,4661030,6212,4661030
1078,5132,4662030,6212,4662030
1078,5132,4663030,6212,4663030
1078,5132,4663680,6212,4663680
1079,5140,4664680,6212,4664680
1079,5140,4664840,6212,4664840
1079,5140,4665840,6212,4665840
1079,5140,4666840,6212,4666840
1079,5140,4667840,6212,4667840
1079,5140,4667840,6212,4667840
1079,5140,4668840,6212,4668840
1079,5140,4668840,6212,4668840
1079,5140,4669840,6212,4669840
1079,5140,4670840,6212,4670840
1079,5140,4670840,6212,4670840
1079,5140,4671840,6212,4671840
1079,5140,4672840,6212,4672840
1079,5140,4673310,6212,4673310
1079,5140,4673780,6212,4673780
1080,5148,4674780,6212,4674780
1080,5148,4675250,6212,4675250
1080,5148,4676250,6212,4676250
1080,5148,4676570,6212,4676570
1081,5156,4684570,6212,4684570
1081,5156,4685570,6212,4685570
1081,5156,4686380,6212,4686380
1081,5156,4686600,6212,4686600
1081,5156,4686760,6212,4686760
1081,5156,4687130,6212,4687130
1081,5156,4688130,6212,4688130
1081,5156,4688940,6212,4688940
1081,5156,4689160,6212,4689160
1081,5156,4689160,6212,4689160
1082,5164,4689970,6212,4689970
1082,5164,4690970,6212,4690970
1082,5164,4691970,6212,4691970
1082,5164,4692440,6212,4692440
1082,5164,4692670,6212,4692670
1082,5164,4693670,6212,4693670
1082,5164,4694670,6212,4694670
1083,5172,4695670,6212,4695670
1083,5172,4696480,6212,4696480
1083,5172,4697290,6212,4697290
1083,5172,4697290,6212,4697290
1083,5172,4697290,6212,4697290
1083,5172,4698290,6212,4698290
1083,5172,4698290,6212,4698290
1083,5172,4699290,6212,4699290
1083,5172,4699290,6212,4699290
1084,5180,4707290,6212,4707290
1084,5180,4707760,6212,4707760
1084,5180,4708230,6212,4708230
1084,5180,4709230,6212,4709230
1084,5180,4710230,6212,4710230
1084,5180,4711230,6212,4711230
1084,5180,4712040,6212,4712040
1084,5180,4713040,6212,4713040
1084,5180,4713850,6212,4713850
1084,5180,4714070,6212,4714070
1084,5180,4714540,6212,4714540
1084,5180,4715540,6212,4715540
1085,5188,4716540,6212,4716540
1085,5188,4717130,6212,4717130
1085,5188,4718130,6212,4718130
1085,5188,4719130,6212,4719130
1086,5196,4719940,6212,4719940
1086,5196,4720940,6212,4720940
1086,5196,4721260,6212,4721260
1086,5196,4721480,6212,4721480
1086,5196,4722130,6212,4722130
1086,5196,4722130,6212,4722130
1086,5196,4723130,6212,4723130
1086,5196,4724130,6212,4724130
1086,5196,4725130,6212,4725130
1086,5196,4726130,6212,4726130
1086,5196,4726130,6212,4726130
1086,5196,4726940,6212,4726940
1086,5196,4727170,6212,4727170
1087,5204,4735170,6212,4735170
1088,5212,4736170,6212,4736170
1088,5212,4737170,6212,4737170
1088,5212,4737980,6212,4737980
1088,5212,4737980,6212,4737980
1088,5212,4738980,6212,4738980
1088,5212,4739980,6212,4739980
1088,5212,4740980,6212,4740980
1088,5212,4741300,6212,4741300
1088,5212,4741530,6212,4741530
1088,5212,4741530,6212,4741530
1088,5212,4741850,6212,4741850
1088,5212,4742850,6212,4742850
1089,5220,4743850,6212,4743850
1089,5220,4744850,6212,4744850
1089,5220,4745850,6212,4745850
1089,5220,4746850,6212,4746850
1089,5220,4747850,6212,4747850
1089,5220,4748850,6212,4748850
1089,5220,4749320,6212,4749320
1089,5220,4749320,6212,4749320
1089,5220,4749640,6212,4749640
1089,5220,4750640,6212,4750640
1089,5220,4751450,6212,4751450
1089,5220,4752260,6212,4752260
1090,5228,4753070,6212,4753070
1090,5228,4754070,6212,4754070
1090,5228,4754440,6212,4754440
1090,5228,4755250,6212,4755250
1091,5236,4756250,6212,4756250
1091,5236,4756900,6212,4756900
1091,5236,4757710,6212,4757710
