ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6ae2-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1202,6191,3631630,6212,3727630
1202,6191,3632630,6212,3728630
1203,6193,3633630,6212,3729630
1203,6193,3637630,6212,3733630
1203,6193,3638630,6212,3734630
1203,6193,3639630,6212,3735630
1203,6193,3639630,6212,3735630
1203,6193,3640280,6212,3736280
1203,6193,3641280,6212,3737280
1203,6193,3642280,6212,3738280
1203,6193,3643280,6212,3739280
1203,6193,3644280,6212,3740280
1203,6193,3645090,6212,3741090
1203,6193,3645090,6212,3741090
1203,6193,3646090,6212,3742090
1203,6193,3646740,6212,3742740
1203,6193,3647210,6212,3743210
1203,6193,3648210,6212,3744210
1203,6193,3648680,6212,3744680
1203,6193,3649680,6212,3745680
1203,6193,3650680,6212,3746680
1203,6193,3651680,6212,3747680
1203,6193,3652680,6212,3748680
1203,6193,3653680,6212,3749680
1203,6193,3654680,6212,3750680
1203,6193,3655680,6212,3751680
1203,6193,3656680,6212,3752680
1203,6193,3657680,6212,3753680
1203,6193,3658680,6212,3754680
1203,6193,3659680,6212,3755680
1203,6193,3660680,6212,3756680
1203,6193,3661680,6212,3757680
1203,6193,3662680,6212,3758680
1203,6193,3662680,6212,3758680
1203,6193,3662680,6212,3758680
1203,6193,3663330,6212,3759330
1203,6193,3664140,6212,3760140
1203,6193,3665140,6212,3761140
1203,6193,3665610,6212,3761610
1203,6193,3666260,6212,3762260
1203,6193,3667260,6212,3763260
1203,6193,3668260,6212,3764260
1203,6193,3668260,6212,3764260
1203,6193,3669260,6212,3765260
1203,6193,3670070,6212,3766070
1203,6193,3671070,6212,3767070
1203,6193,3672070,6212,3768070
1203,6193,3672070,6212,3768070
1203,6193,3673070,6212,3769070
1203,6193,3674070,6212,3770070
1203,6193,3674290,6212,3770290
1203,6193,3675290,6212,3771290
1203,6193,3676290,6212,3772290
1203,6193,3676290,6212,3772290
1204,6195,3676940,6212,3772940
1204,6195,3677940,6212,3773940
1204,6195,3677940,6212,3773940
1204,6195,3678940,6212,3774940
1204,6195,3679410,6212,3775410
1204,6195,3680410,6212,3776410
1204,6195,3681410,6212,3777410
1204,6195,3681640,6212,3777640
1204,6195,3682640,6212,3778640
1204,6195,3683290,6212,3779290
1204,6195,3683760,6212,3779760
1204,6195,3684760,6212,3780760
1204,6195,3684760,6212,3780760
1204,6195,3685760,6212,3781760
1204,6195,3685760,6212,3781760
1204,6195,3686230,6212,3782230
1204,6195,3687230,6212,3783230
1204,6195,3688230,6212,3784230
1205,6197,3688550,6212,3784550
1205,6197,3688870,6212,3784870
1205,6197,3688870,6212,3784870
1205,6197,3689340,6212,3785340
1205,6197,3689800,6212,3785800
1205,6197,3690800,6212,3786800
1205,6197,3691800,6212,3787800
1205,6197,3692800,6212,3788800
1205,6197,3693610,6212,3789610
1205,6197,3693770,6212,3789770
1205,6197,3694240,6212,3790240
1205,6197,3695240,6212,3791240
1205,6197,3695890,6212,3791890
1205,6197,3696890,6212,3792890
1205,6197,3697360,6212,3793360
1205,6197,3698360,6212,3794360
1205,6197,3698360,6212,3794360
1205,6197,3698830,6212,3794830
1205,6197,3699830,6212,3795830
1205,6197,3700830,6212,3796830
1205,6197,3701830,6212,3797830
1205,6197,3702300,6212,3798300
1205,6197,3703300,6212,3799300
1205,6197,3703300,6212,3807300
1205,6197,3703410,6212,3807410
1205,6197,3703640,6212,3807640
1205,6197,3703640,6212,3807640
1205,6197,3704640,6212,3808640
1205,6197,3705640,6212,3809640
1205,6197,3706640,6212,3810640
1205,6197,3707640,6212,3811640
1206,6199,3708110,6212,3812110
1206,6199,3708920,6212,3812920
1206,6199,3709730,6212,3813730
1206,6199,3710730,6212,3814730
1206,6199,3711540,6212,3815540
1206,6199,3712010,6212,3816010
1206,6199,3713010,6212,3817010
1206,6199,3714010,6212,3818010
1206,6199,3715010,6212,3819010
1206,6199,3715010,6212,3819010
1206,6199,3716010,6212,3820010
1206,6199,3717010,6212,3821010
1206,6199,3721010,6212,3825010
1206,6199,3721480,6212,3825480
1206,6199,3721480,6212,3825480
1206,6199,3722480,6212,3826480
1206,6199,3723480,6212,3827480
1206,6199,3724070,6212,3828070
1206,6199,3728070,6212,3832070
1206,6199,3729070,6212,3833070
1206,6199,3729540,6212,3833540
1206,6199,3730540,6212,3834540
1206,6199,3730680,6212,3834680
1206,6199,3731490,6212,3835490
1206,6199,3732490,6212,3836490
1206,6199,3733490,6212,3837490
1206,6199,3734490,6212,3838490
1206,6199,3736490,6212,3840490
1206,6199,3737300,6212,3841300
1206,6199,3738300,6212,3842300
1206,6199,3739110,6212,3843110
1206,6199,3740110,6212,3844110
1206,6199,3741110,6212,3845110
1206,6199,3742110,6212,3846110
1206,6199,3742920,6212,3846920
1206,6199,3743730,6212,3847730
1206,6199,3747730,6212,3851730
1206,6199,3748730,6212,3852730
1206,6199,3749730,6212,3853730
1206,6199,3750730,6212,3854730
1206,6199,3750950,6212,3854950
1206,6199,3751950,6212,3855950
1206,6199,3752270,6212,3856270
1206,6199,3752820,6212,3856820
1206,6199,3753290,6212,3857290
1206,6199,3754100,6212,3858100
1206,6199,3754100,6212,3858100
1206,6199,3754910,6212,3858910
1206,6199,3755910,6212,3859910
1206,6199,3756910,6212,3860910
1206,6199,3756910,6212,3868910
1206,6199,3757910,6212,3869910
1206,6199,3758910,6212,3870910
1206,6199,3759230,6212,3871230
1206,6199,3759700,6212,3871700
1206,6199,3760700,6212,3872700
1206,6199,3761700,6212,3873700
1206,6199,3761700,6212,3873700
1206,6199,3762700,6212,3874700
1206,6199,3763700,6212,3875700
1206,6199,3763700,6212,3875700
1206,6199,3763700,6212,3875700
1206,6199,3764510,6212,3876510
1206,6199,3764970,6212,3876970
1206,6199,3765780,6212,3877780
1206,6199,3766590,6212,3878590
1206,6199,3767590,6212,3879590
1206,6199,3768590,6212,3880590
1206,6199,3768910,6212,3880910
1206,6199,3769910,6212,3881910
1206,6199,3770910,6212,3882910
1206,6199,3771910,6212,3883910
1206,6199,3772720,6212,3884720
1206,6199,3773190,6212,3885190
1206,6199,3774190,6212,3886190
1206,6199,3775190,6212,3887190
1206,6199,3775190,6212,3887190
1206,6199,3775660,6212,3887660
1206,6199,3775660,6212,3887660
1206,6199,3775660,6212,3887660
1206,6199,3776470,6212,3888470
1206,6199,3777470,6212,3889470
1206,6199,3778470,6212,3890470
1206,6199,3779470,6212,3891470
1206,6199,3780470,6212,3892470
1206,6199,3781060,6212,3893060
1206,6199,3781380,6212,3893380
1206,6199,3782030,6212,3894030
1206,6199,3782840,6212,3894840
1206,6199,3783650,6212,3895650
1206,6199,3784650,6212,3896650
1206,6199,3785650,6212,3897650
1206,6199,3786240,6212,3898240
1206,6199,3787240,6212,3899240
1206,6199,3787470,6212,3899470
1206,6199,3788280,6212,3900280
1206,6199,3788750,6212,3900750
1206,6199,3789220,6212,3901220
1206,6199,3790030,6212,3902030
1206,6199,3790350,6212,3902350
1206,6199,3790810,6212,3902810
1206,6199,3791620,6212,3903620
1207,6201,3792620,6212,3904620
1207,6201,3793620,6212,3905620
1207,6201,3794090,6212,3906090
1207,6201,3794090,6212,3906090
1207,6201,3794560,6212,3906560
1207,6201,3794560,6212,3906560
1207,6201,3794880,6212,3906880
1207,6201,3795880,6212,3907880
1207,6201,3796880,6212,3908880
1207,6201,3796880,6212,3908880
1207,6201,3797690,6212,3909690
1207,6201,3798690,6212,3910690
1207,6201,3800690,6212,3912690
1207,6201,3801690,6212,3913690
1207,6201,3802690,6212,3914690
1207,6201,3803690,6212,3915690
1207,6201,3804690,6212,3916690
1207,6201,3805160,6212,3917160
1207,6201,3805970,6212,3917970
1207,6201,3805970,6212,3925970
1207,6201,3806970,6212,3926970
1207,6201,3806970,6212,3926970
1207,6201,3807320,6212,3927320
1207,6201,3807790,6212,3927790
1207,6201,3808790,6212,3928790
1207,6201,3809790,6212,3929790
1207,6201,3810790,6212,3930790
1207,6201,3811790,6212,3931790
1207,6201,3812600,6212,3932600
1207,6201,3813070,6212,3933070
1207,6201,3814070,6212,3934070
1207,6201,3815070,6212,3935070
1207,6201,3815070,6212,3935070
1207,6201,3816070,6212,3936070
1207,6201,3816880,6212,3936880
1207,6201,3817880,6212,3937880
1207,6201,3818880,6212,3938880
1207,6201,3819110,6212,3939110
1207,6201,3820110,6212,3940110
1207,6201,3820920,6212,3940920
1207,6201,3821730,6212,3941730
1207,6201,3822200,6212,3942200
1207,6201,3822670,6212,3942670
1207,6201,3823670,6212,3943670
1207,6201,3823670,6212,3943670
1207,6201,3823990,6212,3943990
1207,6201,3824800,6212,3944800
1207,6201,3825800,6212,3945800
1207,6201,3826610,6212,3946610
1207,6201,3827610,6212,3947610
1207,6201,3827610,6212,3947610
1207,6201,3828610,6212,3948610
1207,6201,3829610,6212,3949610
1207,6201,3829610,6212,3949610
1207,6201,3830610,6212,3950610
1207,6201,3831610,6212,3951610
1207,6201,3832610,6212,3952610
1207,6201,3833610,6212,3953610
1207,6201,3834420,6212,3954420
1207,6201,3834420,6212,3954420
1207,6201,3834420,6212,3954420
1207,6201,3835420,6212,3955420
1207,6201,3835420,6212,3955420
1207,6201,3836420,6212,3956420
1207,6201,3836900,6212,3956900
1207,6201,3837550,6212,3957550
1207,6201,3838550,6212,3958550
1207,6201,3839360,6212,3959360
1207,6201,3839360,6212,3959360
1207,6201,3840360,6212,3960360
1207,6201,3841360,6212,3961360
1207,6201,3841360,6212,3961360
1207,6201,3841830,6212,3961830
1207,6201,3842830,6212,3962830
1207,6201,3843290,6212,3963290
1207,6201,3844290,6212,3964290
1207,6201,3845290,6212,3965290
1207,6201,3846100,6212,3966100
1207,6201,3846100,6212,3966100
1207,6201,3846570,6212,3966570
1207,6201,3847570,6212,3967570
1207,6201,3848570,6212,3968570
1207,6201,3849570,6212,3969570
1207,6201,3850570,6212,3970570
1207,6201,3850570,6212,3970570
1207,6201,3850570,6212,3970570
1207,6201,3851570,6212,3971570
1207,6201,3852570,6212,3972570
1207,6201,3853570,6212,3973570
1207,6201,3854570,6212,3974570
1207,6201,3854800,6212,3974800
1207,6201,3855800,6212,3975800
1207,6201,3856800,6212,3976800
1207,6201,3857800,6212,3977800
1207,6201,3858610,6212,3978610
1207,6201,3858610,6212,3978610
1207,6201,3859080,6212,3979080
1207,6201,3860080,6212,3980080
1207,6201,3861080,6212,3981080
1207,6201,3861550,6212,3981550
1207,6201,3862360,6212,3982360
1207,6201,3863360,6212,3983360
1207,6201,3863360,6212,3983360
1207,6201,3864170,6212,3984170
1207,6201,3864170,6212,3984170
1207,6201,3864980,6212,3984980
1207,6201,3865980,6212,3985980
1207,6201,3866980,6212,3986980
1207,6201,3867140,6212,3987140
1207,6201,3867600,6212,3987600
1207,6201,3868600,6212,3988600
1207,6201,3869410,6212,3989410
1207,6201,3870410,6212,3990410
1207,6201,3870880,6212,3990880
1207,6201,3871530,6212,3991530
1207,6201,3872530,6212,3992530
1207,6201,3873530,6212,3993530
1207,6201,3874340,6212,3994340
1207,6201,3875340,6212,3995340
1207,6201,3875990,6212,3995990
1207,6201,3876800,6212,3996800
1207,6201,3877800,6212,3997800
1207,6201,3878800,6212,3998800
1207,6201,3879170,6212,3999170
1207,6201,3879170,6212,3999170
1207,6201,3880170,6212,4000170
1207,6201,3880490,6212,4000490
1207,6201,3881300,6212,4001300
1207,6201,3881770,6212,4001770
1207,6201,3883770,6212,4003770
1207,6201,3883770,6212,4003770
1207,6201,3884230,6212,4004230
1207,6201,3885040,6212,4005040
1207,6201,3886040,6212,4006040
1207,6201,3888040,6212,4008040
1207,6201,3889040,6212,4009040
1207,6201,3890040,6212,4010040
1207,6201,3891040,6212,4011040
1207,6201,3891360,6212,4011360
1207,6201,3891830,6212,4011830
1207,6201,3892640,6212,4012640
1207,6201,3893110,6212,4013110
1207,6201,3893110,6212,4013110
1207,6201,3894110,6212,4014110
1207,6201,3894920,6212,4014920
1207,6201,3895390,6212,4015390
1207,6201,3896390,6212,4016390
1207,6201,3897390,6212,4017390
1207,6201,3898200,6212,4018200
1207,6201,3898200,6212,4018200
1207,6201,3899200,6212,4019200
1207,6201,3899660,6212,4019660
1207,6201,3900660,6212,4020660
1207,6201,3901660,6212,4021660
1207,6201,3902660,6212,4022660
1207,6201,3903660,6212,4023660
1207,6201,3904660,6212,4024660
1207,6201,3905660,6212,4025660
1207,6201,3906660,6212,4026660
1207,6201,3907470,6212,4027470
1207,6201,3907470,6212,4027470
1207,6201,3907470,6212,4027470
1207,6201,3908280,6212,4028280
1207,6201,3908280,6212,4028280
1207,6201,3909280,6212,4029280
1207,6201,3910280,6212,4030280
1207,6201,3911090,6212,4031090
1207,6201,3911090,6212,4031090
1207,6201,3911900,6212,4031900
1207,6201,3912900,6212,4032900
1207,6201,3913220,6212,4033220
1207,6201,3914220,6212,4034220
1207,6201,3914220,6212,4034220
1207,6201,3915220,6212,4035220
1207,6201,3916220,6212,4036220
1207,6201,3917220,6212,4037220
1207,6201,3917870,6212,4037870
1207,6201,3918340,6212,4038340
1207,6201,3918340,6212,4038340
1207,6201,3919340,6212,4039340
1207,6201,3920340,6212,4040340
1207,6201,3920340,6212,4040340
1207,6201,3921340,6212,4041340
1207,6201,3921810,6212,4041810
1207,6201,3922620,6212,4042620
1207,6201,3923620,6212,4043620
1207,6201,3923850,6212,4043850
1207,6201,3924440,6212,4044440
1207,6201,3924910,6212,4044910
1207,6201,3925380,6212,4045380
1207,6201,3925850,6212,4045850
1207,6201,3926440,6212,4046440
1207,6201,3927250,6212,4047250
1207,6201,3927900,6212,4047900
1207,6201,3928550,6212,4048550
1207,6201,3929020,6212,4049020
1207,6201,3930020,6212,4050020
1207,6201,3931020,6212,4051020
1207,6201,3931390,6212,4051390
1207,6201,3932200,6212,4052200
1207,6201,3933200,6212,4053200
1207,6201,3933670,6212,4053670
1207,6201,3933670,6212,4053670
1208,6205,3934670,6212,4054670
1208,6205,3934670,6212,4054670
1208,6205,3935480,6212,4055480
1208,6205,3936480,6212,4056480
1208,6205,3937480,6212,4057480
1208,6205,3938480,6212,4058480
1208,6205,3939480,6212,4059480
1208,6205,3939480,6212,4059480
1208,6205,3939950,6212,4059950
1208,6205,3940420,6212,4060420
1208,6205,3940880,6212,4060880
1208,6205,3941350,6212,4061350
1208,6205,3942350,6212,4062350
1208,6205,3942350,6212,4070350
1208,6205,3943350,6212,4071350
1208,6205,3943580,6212,4071580
1208,6205,3944580,6212,4072580
1208,6205,3945580,6212,4073580
1208,6205,3946580,6212,4074580
1208,6205,3947050,6212,4075050
1208,6205,3948050,6212,4076050
1208,6205,3948520,6212,4076520
1208,6205,3948840,6212,4076840
1208,6205,3949160,6212,4077160
1208,6205,3949970,6212,4077970
1208,6205,3950970,6212,4078970
1208,6205,3951780,6212,4079780
1208,6205,3951780,6212,4079780
1208,6205,3952590,6212,4080590
1208,6205,3953060,6212,4081060
1208,6205,3953290,6212,4081290
1208,6205,3954290,6212,4082290
1208,6205,3955290,6212,4083290
1208,6205,3956290,6212,4084290
1208,6205,3957290,6212,4085290
1208,6205,3958290,6212,4086290
1208,6205,3959290,6212,4087290
1208,6205,3959290,6212,4087290
1208,6205,3960290,6212,4088290
1208,6205,3960290,6212,4088290
1208,6205,3961290,6212,4089290
1208,6205,3961940,6212,4089940
1208,6205,3962940,6212,4090940
1208,6205,3962940,6212,4090940
1208,6205,3962940,6212,4090940
1208,6205,3963940,6212,4091940
1208,6205,3963940,6212,4091940
1208,6205,3964750,6212,4092750
1208,6205,3965750,6212,4093750
1208,6205,3966750,6212,4094750
1208,6205,3967560,6212,4095560
1208,6205,3968560,6212,4096560
1208,6205,3969110,6212,4097110
1208,6205,3969920,6212,4097920
1208,6205,3970240,6212,4098240
1208,6205,3971240,6212,4099240
1208,6205,3972240,6212,4100240
1208,6205,3973240,6212,4101240
1208,6205,3974240,6212,4102240
1208,6205,3975050,6212,4103050
1208,6205,3975370,6212,4103370
1208,6205,3977370,6212,4105370
1208,6205,3978370,6212,4106370
1208,6205,3979370,6212,4107370
1208,6205,3980370,6212,4108370
1208,6205,3981370,6212,4109370
1208,6205,3981840,6212,4109840
1208,6205,3982840,6212,4110840
1208,6205,3983650,6212,4111650
1208,6205,3984200,6212,4112200
1208,6205,3985200,6212,4113200
1208,6205,3985520,6212,4113520
1208,6205,3985520,6212,4113520
1208,6205,3986520,6212,4114520
1208,6205,3987520,6212,4115520
1208,6205,3988520,6212,4116520
1208,6205,3988840,6212,4116840
1208,6205,3989840,6212,4117840
1208,6205,3990840,6212,4118840
1208,6205,3990840,6212,4118840
1208,6205,3991840,6212,4119840
1208,6205,3992840,6212,4120840
1208,6205,3993840,6212,4121840
1208,6205,3994840,6212,4122840
1208,6205,3995840,6212,4123840
1208,6205,3995840,6212,4123840
1208,6205,3996840,6212,4124840
1208,6205,3996840,6212,4124840
1209,6207,3997840,6212,4125840
1209,6207,3998840,6212,4126840
1209,6207,3999840,6212,4127840
1209,6207,4000840,6212,4128840
1209,6207,4001840,6212,4129840
1209,6207,4002840,6212,4130840
1209,6207,4003650,6212,4131650
1209,6207,4004650,6212,4132650
1209,6207,4005300,6212,4133300
1209,6207,4006300,6212,4134300
1209,6207,4007300,6212,4135300
1209,6207,4007300,6212,4135300
1209,6207,4008300,6212,4136300
1209,6207,4009300,6212,4137300
1209,6207,4010300,6212,4138300
1209,6207,4011110,6212,4139110
1209,6207,4011760,6212,4139760
1209,6207,4012760,6212,4140760
1209,6207,4013760,6212,4141760
1209,6207,4014760,6212,4142760
1209,6207,4015760,6212,4143760
1209,6207,4016760,6212,4144760
1209,6207,4017080,6212,4145080
1209,6207,4017890,6212,4145890
1209,6207,4018890,6212,4146890
1209,6207,4018890,6212,4146890
1209,6207,4019890,6212,4147890
1209,6207,4019890,6212,4147890
1209,6207,4020890,6212,4148890
1209,6207,4021890,6212,4149890
1209,6207,4022890,6212,4150890
1209,6207,4023210,6212,4151210
1209,6207,4023530,6212,4151530
1209,6207,4024530,6212,4152530
1209,6207,4025340,6212,4153340
1209,6207,4025810,6212,4153810
1209,6207,4026810,6212,4154810
1209,6207,4027280,6212,4155280
1209,6207,4028280,6212,4156280
1209,6207,4029280,6212,4157280
1209,6207,4030280,6212,4158280
1209,6207,4031280,6212,4159280
1209,6207,4032280,6212,4160280
1209,6207,4033280,6212,4161280
1209,6207,4033280,6212,4161280
1209,6207,4034090,6212,4162090
1209,6207,4035090,6212,4163090
1209,6207,4035640,6212,4163640
1209,6207,4035640,6212,4163640
1209,6207,4036110,6212,4164110
1209,6207,4036580,6212,4164580
1209,6207,4037130,6212,4165130
1209,6207,4038130,6212,4166130
1209,6207,4038940,6212,4166940
1209,6207,4039940,6212,4167940
1209,6207,4040940,6212,4168940
1209,6207,4041940,6212,4169940
1209,6207,4042940,6212,4170940
1209,6207,4043940,6212,4171940
1209,6207,4044410,6212,4172410
1209,6207,4045410,6212,4173410
1209,6207,4046410,6212,4174410
1209,6207,4047220,6212,4175220
1209,6207,4047810,6212,4175810
1209,6207,4048810,6212,4176810
1209,6207,4049810,6212,4177810
1209,6207,4050280,6212,4178280
1209,6207,4051090,6212,4179090
1209,6207,4051090,6212,4179090
1209,6207,4052090,6212,4180090
1210,6208,4052900,6212,4180900
1210,6208,4053120,6212,4181120
1210,6208,4053350,6212,4181350
1210,6208,4053820,6212,4181820
1210,6208,4054820,6212,4182820
1210,6208,4055820,6212,4183820
1210,6208,4056290,6212,4184290
1210,6208,4056510,6212,4184510
1210,6208,4056980,6212,4184980
1210,6208,4056980,6212,4184980
1210,6208,4057980,6212,4185980
1210,6208,4057980,6212,4185980
1210,6208,4058980,6212,4186980
1210,6208,4059980,6212,4187980
1210,6208,4060980,6212,4188980
1210,6208,4061210,6212,4189210
1210,6208,4062210,6212,4190210
1210,6208,4063210,6212,4191210
1210,6208,4063860,6212,4191860
1210,6208,4064860,6212,4192860
1210,6208,4064860,6212,4192860
1210,6208,4065330,6212,4193330
1210,6208,4065330,6212,4201330
1210,6208,4066330,6212,4202330
1210,6208,4066800,6212,4202800
1210,6208,4067800,6212,4203800
1210,6208,4068800,6212,4204800
1210,6208,4068800,6212,4204800
1210,6208,4068800,6212,4212800
1210,6208,4069450,6212,4213450
1210,6208,4070450,6212,4214450
1210,6208,4071260,6212,4215260
1210,6208,4071260,6212,4215260
1210,6208,4072260,6212,4216260
1210,6208,4073260,6212,4217260
1210,6208,4074260,6212,4218260
1210,6208,4075260,6212,4219260
1210,6208,4075260,6212,4219260
1210,6208,4076260,6212,4220260
1210,6208,4076850,6212,4220850
1210,6208,4077850,6212,4221850
1210,6208,4078850,6212,4222850
1210,6208,4079500,6212,4223500
1210,6208,4080500,6212,4224500
1210,6208,4081500,6212,4225500
1210,6208,4082500,6212,4226500
1210,6208,4082970,6212,4226970
1210,6208,4082970,6212,4226970
1210,6208,4083780,6212,4227780
1210,6208,4084430,6212,4228430
1210,6208,4085240,6212,4229240
1210,6208,4085350,6212,4229350
1210,6208,4085670,6212,4229670
1210,6208,4085670,6212,4229670
1210,6208,4086670,6212,4230670
1210,6208,4087480,6212,4231480
1210,6208,4088480,6212,4232480
1210,6208,4089480,6212,4233480
1210,6208,4089480,6212,4233480
1210,6208,4090480,6212,4234480
1210,6208,4090480,6212,4234480
1210,6208,4090480,6212,4234480
1210,6208,4091290,6212,4235290
1210,6208,4092290,6212,4236290
1210,6208,4093100,6212,4237100
1210,6208,4094100,6212,4238100
1210,6208,4094750,6212,4238750
1210,6208,4095220,6212,4239220
1210,6208,4095690,6212,4239690
1210,6208,4096170,6212,4240170
1210,6208,4097170,6212,4241170
1210,6208,4097640,6212,4241640
1210,6208,4098640,6212,4242640
1210,6208,4099450,6212,4243450
1210,6208,4100450,6212,4244450
1210,6208,4100450,6212,4244450
1210,6208,4101450,6212,4245450
1210,6208,4102450,6212,4246450
1210,6208,4102610,6212,4246610
1210,6208,4102610,6212,4246610
1210,6208,4104610,6212,4248610
1210,6208,4105610,6212,4249610
1210,6208,4106420,6212,4250420
1210,6208,4107420,6212,4251420
1210,6208,4107740,6212,4251740
1210,6208,4108550,6212,4252550
1210,6208,4109550,6212,4253550
1210,6208,4109550,6212,4253550
1210,6208,4110550,6212,4254550
1210,6208,4111360,6212,4255360
1210,6208,4112360,6212,4256360
1210,6208,4113360,6212,4257360
1210,6208,4114360,6212,4258360
1210,6208,4114360,6212,4258360
1210,6208,4114680,6212,4258680
1210,6208,4115490,6212,4259490
1210,6208,4116300,6212,4260300
1210,6208,4116770,6212,4260770
1210,6208,4117770,6212,4261770
1210,6208,4118770,6212,4262770
1210,6208,4119770,6212,4263770
1210,6208,4120770,6212,4264770
1210,6208,4121770,6212,4265770
1210,6208,4122770,6212,4266770
1210,6208,4122770,6212,4266770
1210,6208,4122770,6212,4266770
1210,6208,4123580,6212,4267580
1210,6208,4124050,6212,4268050
1210,6208,4125050,6212,4269050
1210,6208,4125520,6212,4269520
1210,6208,4125520,6212,4269520
1210,6208,4126520,6212,4270520
1210,6208,4127110,6212,4271110
1210,6208,4128110,6212,4272110
1210,6208,4129110,6212,4273110
1210,6208,4129920,6212,4273920
1210,6208,4130390,6212,4274390
1210,6208,4131390,6212,4275390
1210,6208,4132200,6212,4276200
1210,6208,4132850,6212,4276850
1210,6208,4133320,6212,4277320
1210,6208,4133480,6212,4277480
1210,6208,4133480,6212,4277480
1210,6208,4133950,6212,4277950
1210,6208,4134950,6212,4278950
1210,6208,4135950,6212,4279950
1210,6208,4136420,6212,4280420
1210,6208,4137230,6212,4281230
1210,6208,4138230,6212,4282230
1210,6208,4138230,6212,4282230
1211,6209,4139040,6212,4283040
1211,6209,4139040,6212,4283040
1211,6209,4140040,6212,4284040
1211,6209,4141040,6212,4285040
1211,6209,4141360,6212,4285360
1211,6209,4141360,6212,4285360
1211,6209,4141680,6212,4285680
1211,6209,4142490,6212,4286490
1211,6209,4143300,6212,4287300
1211,6209,4144110,6212,4288110
1211,6209,4144570,6212,4288570
1211,6209,4145570,6212,4289570
1211,6209,4146220,6212,4290220
1211,6209,4147220,6212,4291220
1211,6209,4148030,6212,4292030
1211,6209,4148840,6212,4292840
1211,6209,4149160,6212,4293160
1211,6209,4150160,6212,4294160
1211,6209,4151160,6212,4295160
1211,6209,4151630,6212,4295630
1211,6209,4152440,6212,4296440
1211,6209,4153440,6212,4297440
1211,6209,4153910,6212,4297910
1211,6209,4154910,6212,4298910
1211,6209,4155910,6212,4299910
1211,6209,4156720,6212,4300720
1211,6209,4157720,6212,4301720
1211,6209,4157940,6212,4301940
1211,6209,4158410,6212,4302410
1211,6209,4159220,6212,4303220
1211,6209,4159220,6212,4303220
1211,6209,4160220,6212,4304220
1211,6209,4160220,6212,4304220
1211,6209,4160540,6212,4304540
1211,6209,4161350,6212,4305350
1211,6209,4162350,6212,4306350
1211,6209,4162820,6212,4306820
1211,6209,4163820,6212,4307820
1211,6209,4164820,6212,4308820
1211,6209,4165630,6212,4309630
1211,6209,4166440,6212,4310440
1211,6209,4167440,6212,4311440
1211,6209,4167910,6212,4311910
1211,6209,4167910,6212,4319910
1211,6209,4168910,6212,4320910
1211,6209,4169720,6212,4321720
1211,6209,4169720,6212,4321720
1211,6209,4170720,6212,4322720
1211,6209,4171720,6212,4323720
1211,6209,4172720,6212,4324720
1211,6209,4173530,6212,4325530
1211,6209,4174530,6212,4326530
1211,6209,4175530,6212,4327530
1211,6209,4175530,6212,4327530
1211,6209,4176530,6212,4328530
1211,6209,4177530,6212,4329530
1211,6209,4177990,6212,4329990
1211,6209,4178800,6212,4330800
1211,6209,4179170,6212,4331170
1211,6209,4180170,6212,4332170
1211,6209,4180980,6212,4332980
1211,6209,4181980,6212,4333980
1211,6209,4182980,6212,4334980
1211,6209,4183350,6212,4335350
1211,6209,4183400,6212,4335400
1211,6209,4184400,6212,4336400
1211,6209,4185400,6212,4337400
1211,6209,4186210,6212,4338210
1211,6209,4187210,6212,4339210
1211,6209,4188210,6212,4340210
1211,6209,4189210,6212,4341210
1211,6209,4190210,6212,4342210
1211,6209,4191210,6212,4343210
1211,6209,4192210,6212,4344210
1211,6209,4192680,6212,4344680
1211,6209,4193150,6212,4345150
1211,6209,4193370,6212,4345370
1211,6209,4193370,6212,4353370
1211,6209,4194370,6212,4354370
1211,6209,4194530,6212,4354530
1211,6209,4195530,6212,4355530
1211,6209,4196530,6212,4356530
1211,6209,4197530,6212,4357530
1211,6209,4198530,6212,4358530
1211,6209,4199080,6212,4359080
1211,6209,4200080,6212,4360080
1211,6209,4200080,6212,4360080
1211,6209,4200890,6212,4360890
1211,6209,4201360,6212,4361360
1211,6209,4202360,6212,4362360
1211,6209,4202360,6212,4370360
1211,6209,4202840,6212,4370840
1211,6209,4203650,6212,4371650
1211,6209,4204650,6212,4372650
1211,6209,4205650,6212,4373650
1211,6209,4206650,6212,4374650
1211,6209,4207120,6212,4375120
1211,6209,4207600,6212,4375600
1211,6209,4208250,6212,4376250
1211,6209,4208250,6212,4376250
1211,6209,4209250,6212,4377250
1211,6209,4209480,6212,4377480
