ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
720735.34,30.73,25.55,444219.31,18.94
720695.48,30.74,25.57,445145.87,18.99
720643.76,30.75,25.58,445151.29,18.99
720592.04,30.76,25.59,445126.98,19.0
720728.86,30.78,25.6,444681.92,18.99
720677.14,30.79,25.62,444680.21,19.0
720625.41,30.8,25.63,444680.21,19.01
720573.69,30.81,25.64,444701.21,19.01
720710.51,30.83,25.65,444536.32,19.01
720658.79,30.84,25.66,444537.11,19.02
720607.07,30.85,25.68,444608.57,19.03
720555.34,30.86,25.69,444606.02,19.04
720503.62,30.87,25.7,444607.28,19.05
720949.56,30.89,25.72,445111.33,19.07
720897.84,30.9,25.73,446379.29,19.14
721034.67,30.92,25.75,446380.14,19.14
721171.49,30.94,25.77,446877.53,19.17
721119.77,30.95,25.78,446877.53,19.18
721490.49,30.97,25.8,446871.33,19.18
721762.89,30.99,25.82,446945.17,19.19
721899.72,31.01,25.84,446945.17,19.2
721847.99,31.02,25.85,446945.17,19.21
722218.71,31.04,25.87,446948.38,19.21
722597.4,31.06,25.89,447316.71,19.23
722734.23,31.08,25.91,447316.71,19.24
722682.5,31.09,25.92,447233.1,19.24
722630.78,31.1,25.93,447233.1,19.25
722630.78,31.1,25.93,447236.36,19.25
722579.05,31.11,25.94,447230.05,19.26
722527.33,31.13,25.95,447189.56,19.26
722230.63,31.12,25.95,446927.39,19.26
722192.42,31.13,25.96,447065.57,19.27
722140.69,31.14,25.97,447067.67,19.28
722088.97,31.15,25.98,447078.27,19.29
721726.52,31.14,25.97,447078.16,19.29
722172.47,31.17,25.99,447080.92,19.29
722120.75,31.18,26.01,447091.6,19.3
722069.02,31.19,26.02,447091.6,19.31
722522.4,31.21,26.04,447089.91,19.31
722893.12,31.24,26.06,448270.01,19.37
722853.26,31.25,26.08,448219.81,19.38
722825.28,31.26,26.09,448235.6,19.38
722869.8,31.28,26.1,446856.55,19.33
722818.07,31.29,26.11,446844.59,19.34
722818.07,31.29,26.11,446829.71,19.34
722766.35,31.3,26.13,446830.06,19.35
723137.07,31.32,26.15,446830.12,19.35
723507.79,31.34,26.17,448499.71,19.43
723145.34,31.33,26.16,448005.98,19.41
723237.34,31.35,26.18,448453.06,19.44
723115.31,31.35,26.18,447530.02,19.4
723387.71,31.37,26.2,447538.0,19.41
723335.99,31.38,26.21,448206.63,19.44
723284.27,31.39,26.22,448206.63,19.45
723232.54,31.4,26.23,448781.89,19.49
723594.7,31.43,26.25,448781.89,19.49
723542.97,31.44,26.27,448693.12,19.5
723503.12,31.45,26.28,449659.87,19.55
723865.87,31.47,26.3,450283.31,19.58
723766.23,31.48,26.31,450063.26,19.58
723903.06,31.5,26.33,450087.08,19.58
723487.96,31.49,26.32,449834.14,19.58
723858.68,31.51,26.34,449834.14,19.58
723806.95,31.52,26.35,449834.13,19.59
724177.67,31.55,26.37,449997.9,19.6
724125.95,31.56,26.38,449997.43,19.61
724488.1,31.58,26.41,451180.06,19.67
724228.07,31.58,26.41,450920.48,19.66
724598.79,31.61,26.43,450917.86,19.67
724547.06,31.62,26.44,450917.22,19.68
724495.34,31.63,26.46,450917.23,19.69
724495.34,31.63,26.46,450979.34,19.69
724901.5,31.66,26.49,451765.26,19.73
724849.78,31.67,26.5,451758.64,19.74
724798.05,31.68,26.51,451758.64,19.75
724722.42,31.69,26.52,451192.15,19.73
724670.69,31.7,26.53,451191.58,19.74
724364.15,31.7,26.52,451150.6,19.74
724242.98,31.69,26.52,450914.94,19.73
724111.26,31.69,26.52,450811.62,19.73
724059.53,31.7,26.53,450878.37,19.74
723925.2,31.7,26.53,451634.43,19.78
723638.11,31.69,26.52,451322.19,19.77
724514.03,31.75,26.57,452692.35,19.84
724462.31,31.76,26.58,453061.29,19.86
724506.4,31.77,26.6,454157.36,19.92
724868.55,31.8,26.62,454154.91,19.92
724816.83,31.81,26.64,454187.59,19.93
724765.11,31.82,26.65,454187.36,19.94
725090.47,31.84,26.67,454502.57,19.96
725026.88,31.85,26.68,454307.86,19.96
724975.15,31.87,26.69,454530.91,19.98
724911.56,31.88,26.7,454549.17,19.99
725299.46,31.9,26.73,454811.94,20.0
725736.8,31.92,26.75,454939.72,20.01
725685.08,31.94,26.76,455247.53,20.03
725821.9,31.95,26.78,455251.08,20.04
725782.05,31.97,26.79,455583.31,20.07
725577.36,31.96,26.79,455583.28,20.07
725525.63,31.97,26.8,456096.17,20.1
725662.46,31.99,26.82,456326.43,20.12
726033.18,32.01,26.84,456565.24,20.13
725981.45,32.03,26.85,457672.73,20.19
725917.86,32.04,26.87,457593.86,20.2
726054.68,32.06,26.88,458281.59,20.23
726002.96,32.07,26.89,458798.02,20.26
725712.66,32.06,26.89,458526.86,20.26
725849.48,32.08,26.9,458526.86,20.26
725797.76,32.09,26.92,458659.49,20.28
725934.59,32.11,26.93,459354.26,20.32
725882.86,32.12,26.95,460520.85,20.38
726155.27,32.14,26.97,461290.3,20.42
726103.54,32.15,26.98,461340.5,20.43
726631.2,32.18,27.01,461363.32,20.43
726591.35,32.19,27.02,462636.21,20.5
726539.62,32.2,27.03,462683.96,20.51
726487.9,32.21,27.04,462683.96,20.52
726882.36,32.24,27.07,464084.64,20.58
726830.63,32.25,27.08,464604.05,20.61
726695.05,32.25,27.07,464471.09,20.61
726643.33,32.26,27.09,464487.42,20.62
726780.15,32.28,27.1,464487.42,20.63
726728.43,32.29,27.12,464487.39,20.64
726251.93,32.28,27.11,463983.83,20.62
726251.93,32.28,27.11,463983.83,20.62
726388.76,32.3,27.12,464107.86,20.63
726184.63,32.29,27.12,464573.28,20.66
726321.45,32.31,27.14,464308.91,20.65
726683.61,32.33,27.16,465587.35,20.72
726631.88,32.34,27.17,465689.24,20.73
726592.03,32.36,27.18,465623.96,20.74
726540.3,32.37,27.2,465692.94,20.75
726812.71,32.39,27.22,465692.94,20.75
726760.99,32.4,27.23,465692.07,20.76
726709.26,32.42,27.24,465626.97,20.77
726657.54,32.43,27.25,465652.55,20.78
726657.54,32.43,27.25,465753.91,20.78
727177.76,32.45,27.28,466263.86,20.81
727314.59,32.47,27.3,466473.82,20.83
727262.87,32.48,27.31,466364.4,20.83
727123.65,32.48,27.31,466364.4,20.83
727260.48,32.5,27.33,466369.8,20.84
727208.76,32.51,27.34,466364.58,20.85
727157.03,32.53,27.35,467178.76,20.9
726998.42,32.52,27.35,467045.08,20.89
727369.14,32.55,27.37,467631.61,20.92
727505.96,32.56,27.39,467820.11,20.94
727454.24,32.58,27.4,467820.11,20.95
727402.51,32.59,27.42,467820.11,20.96
727188.47,32.58,27.41,467576.27,20.95
727136.75,32.6,27.42,467519.27,20.96
727988.73,32.65,27.48,467929.53,20.99
728125.56,32.67,27.49,469208.07,21.05
728073.83,32.68,27.51,469853.25,21.09
728022.11,32.69,27.52,469769.64,21.09
728475.48,32.72,27.54,469769.64,21.1
728423.76,32.73,27.56,469761.61,21.11
727734.95,32.71,27.54,469072.8,21.09
727683.23,32.73,27.55,469281.77,21.1
727683.24,32.74,27.57,469461.62,21.12
727028.21,32.73,27.55,468733.92,21.1
726976.49,32.74,27.57,468735.55,21.11
728003.71,32.79,27.62,468947.79,21.12
728200.73,32.81,27.64,468365.37,21.11
728720.96,32.84,27.67,469401.32,21.15
728358.52,32.83,27.66,469112.03,21.15
728190.31,32.83,27.66,468914.2,21.14
728138.59,32.84,27.67,468937.63,21.15
727470.7,32.82,27.65,468206.06,21.13
727418.97,32.84,27.66,468500.29,21.15
727946.63,32.86,27.69,468644.57,21.16
727484.24,32.86,27.68,468101.6,21.14
727862.93,32.88,27.71,468651.74,21.17
727579.05,32.87,27.7,468358.44,21.16
727715.88,32.89,27.72,468529.46,21.18
727664.15,32.9,27.73,468646.03,21.19
727660.48,32.92,27.74,468642.36,21.2
728022.63,32.94,27.77,468843.42,21.21
728542.86,32.97,27.8,468921.73,21.22
728174.37,32.96,27.79,468706.32,21.22
728174.37,32.96,27.79,468710.52,21.22
728122.64,32.98,27.8,468409.55,21.21
728070.92,32.99,27.82,468355.99,21.22
728019.19,33.0,27.83,468346.67,21.23
727967.47,33.01,27.84,468347.03,21.24
728011.56,33.03,27.86,468423.15,21.25
727959.84,33.04,27.87,468423.15,21.26
727868.62,33.04,27.87,468943.4,21.29
727993.57,33.06,27.89,469313.24,21.31
727941.85,33.07,27.9,469313.24,21.32
728903.32,33.12,27.95,470476.21,21.38
728851.6,33.14,27.96,470426.3,21.39
728489.16,33.13,27.96,469934.39,21.37
728625.98,33.15,27.97,470013.61,21.38
728574.26,33.16,27.99,469999.1,21.39
728470.81,33.18,28.01,470507.62,21.43
728419.09,33.2,28.02,470507.62,21.44
728939.31,33.22,28.05,470566.19,21.45
729076.14,33.24,28.07,470564.06,21.46
729024.41,33.26,28.08,470801.06,21.48
729320.56,33.28,28.11,472068.65,21.54
729268.84,33.29,28.12,472011.23,21.55
729361.37,33.31,28.14,473354.08,21.62
729309.65,33.32,28.15,473354.46,21.63
729030.68,33.32,28.15,473163.18,21.62
729484.05,33.34,28.17,474016.76,21.67
729432.33,33.36,28.18,474417.91,21.7
729432.33,33.36,28.18,474417.91,21.7
729380.6,33.37,28.2,474477.18,21.71
729525.93,33.38,28.21,474523.34,21.71
729354.23,33.38,28.21,474625.54,21.72
729075.25,33.38,28.2,474266.23,21.71
729445.97,33.4,28.23,476001.79,21.79
729582.8,33.42,28.25,476073.4,21.81
729220.35,33.41,28.24,475738.37,21.8
729168.63,33.42,28.25,475744.05,21.81
729305.46,33.44,28.27,475948.44,21.82
729442.28,33.46,28.29,476260.74,21.85
729579.11,33.48,28.31,476258.43,21.85
729527.38,33.49,28.32,476260.34,21.86
729664.21,33.51,28.34,476258.17,21.87
729612.49,33.52,28.35,476276.19,21.88
729749.31,33.54,28.37,476737.98,21.91
729283.34,33.53,28.36,476317.95,21.9
730352.36,33.59,28.42,476977.78,21.94
730352.36,33.59,28.42,476977.78,21.94
730824.55,33.63,28.45,477939.14,21.99
730824.55,33.63,28.45,477926.68,21.99
730772.82,33.64,28.47,477927.56,22.0
730721.1,33.65,28.48,477950.64,22.01
730439.86,33.65,28.47,478453.52,22.04
730877.2,33.67,28.5,478622.18,22.05
730825.47,33.69,28.51,479151.16,22.09
730666.92,33.68,28.51,479000.65,22.08
730615.2,33.69,28.52,479218.93,22.1
730296.62,33.69,28.52,478443.47,22.07
730750.0,33.72,28.55,478692.81,22.09
730750.0,33.72,28.55,478682.59,22.09
730698.27,33.73,28.56,479356.36,22.13
730694.03,33.75,28.58,479658.24,22.15
730231.65,33.74,28.57,479206.1,22.14
730179.93,33.75,28.58,479794.37,22.18
730040.76,33.75,28.58,479816.8,22.18
730313.17,33.77,28.6,479772.06,22.19
730450.0,33.79,28.62,480654.4,22.24
729973.5,33.78,28.61,480150.84,22.22
729921.77,33.8,28.62,480166.11,22.23
729839.63,33.79,28.62,480114.5,22.23
729863.51,33.81,28.64,482151.26,22.34
729811.79,33.82,28.65,482151.26,22.35
729760.07,33.84,28.67,482194.79,22.36
729708.34,33.85,28.68,482136.23,22.37
729708.34,33.85,28.68,482136.23,22.37
729668.49,33.87,28.69,483281.88,22.43
729805.32,33.88,28.71,483282.62,22.44
729805.32,33.88,28.71,483282.62,22.44
730077.72,33.91,28.73,484037.91,22.48
730448.44,33.93,28.76,485259.14,22.54
730396.72,33.95,28.77,485519.21,22.56
730262.65,33.94,28.77,485496.86,22.57
729807.07,33.93,28.76,484930.37,22.55
729755.34,33.95,28.78,484930.37,22.56
730289.42,33.98,28.8,485623.77,22.59
730289.42,33.98,28.8,485591.12,22.59
730672.01,34.0,28.83,486149.76,22.62
730620.28,34.01,28.84,486785.11,22.66
730683.9,34.03,28.86,486041.23,22.64
731054.62,34.06,28.88,486587.62,22.67
730864.75,34.05,28.88,486424.14,22.66
730813.03,34.06,28.89,487302.18,22.71
730761.3,34.08,28.91,487491.75,22.73
731262.87,34.11,28.93,487841.87,22.75
731211.15,34.12,28.95,487825.39,22.76
731159.42,34.13,28.96,487920.12,22.78
731296.25,34.15,28.98,488343.5,22.81
731296.25,34.15,28.98,488384.06,22.81
731137.7,34.15,28.98,488924.96,22.84
731274.52,34.17,28.99,488913.77,22.84
731246.54,34.18,29.01,488982.07,22.86
731194.82,34.2,29.02,489019.21,22.87
731143.09,34.21,29.04,489070.63,22.88
731091.37,34.22,29.05,489476.56,22.91
731039.65,34.24,29.06,489474.82,22.92
730987.92,34.25,29.08,489474.82,22.93
731350.07,34.28,29.1,490730.71,23.0
731058.29,34.27,29.1,490462.32,22.99
731006.56,34.28,29.11,490461.12,23.0
731375.17,34.31,29.14,490676.83,23.02
731161.13,34.3,29.13,491042.31,23.04
731186.66,34.32,29.15,492301.57,23.11
731134.93,34.33,29.16,492301.02,23.12
730920.89,34.33,29.16,491674.51,23.09
731193.3,34.35,29.18,491905.38,23.11
731141.57,34.37,29.19,491910.28,23.12
731248.89,34.38,29.21,492040.67,23.13
731385.71,34.4,29.23,492409.96,23.16
731711.08,34.42,29.25,493138.94,23.2
732073.23,34.45,29.28,494000.46,23.25
732045.25,34.46,29.29,494591.96,23.28
731748.55,34.46,29.29,494590.82,23.29
731696.82,34.47,29.3,494590.83,23.3
731645.1,34.49,29.31,494554.43,23.31
731593.37,34.5,29.33,494494.83,23.32
731730.2,34.52,29.35,494432.61,23.32
731676.39,34.52,29.35,494160.81,23.31
731624.67,34.53,29.36,494160.81,23.33
731624.67,34.53,29.36,494168.49,23.33
731572.95,34.55,29.38,494184.59,23.34
732086.03,34.59,29.42,495126.01,23.39
732456.75,34.61,29.44,495838.02,23.43
732405.03,34.63,29.45,495838.02,23.44
732775.74,34.65,29.48,495838.02,23.45
732300.64,34.64,29.47,495666.1,23.45
732153.1,34.64,29.47,495430.43,23.44
732178.07,34.64,29.47,495382.73,23.44
732126.35,34.66,29.49,496178.65,23.49
732074.63,34.67,29.5,496574.62,23.52
732022.9,34.69,29.51,496578.02,23.53
731971.18,34.7,29.53,497398.94,23.58
732108.0,34.72,29.55,497399.11,23.59
732561.38,34.75,29.57,497080.97,23.58
732932.1,34.77,29.6,497009.52,23.58
732880.37,34.79,29.61,497009.6,23.59
732612.73,34.78,29.61,496897.11,23.59
732938.1,34.81,29.63,496826.51,23.59
733308.81,34.83,29.66,497072.54,23.61
733445.64,34.85,29.68,497008.43,23.62
733441.82,34.87,29.7,497756.44,23.66
733441.82,34.87,29.7,497772.41,23.66
733566.78,34.89,29.72,497496.99,23.66
733703.61,34.91,29.74,497576.15,23.67
733651.88,34.92,29.75,497574.67,23.68
733189.35,34.92,29.74,496912.06,23.66
733137.62,34.93,29.76,496912.09,23.68
733085.9,34.94,29.77,496898.67,23.69
733034.18,34.96,29.79,496632.36,23.68
733034.18,34.96,29.79,496632.36,23.68
733006.19,34.97,29.8,497628.99,23.74
733526.42,35.0,29.83,498230.22,23.77
733979.8,35.03,29.86,498230.21,23.78
733928.07,35.04,29.87,498678.22,23.81
733876.35,35.06,29.89,499334.92,23.85
733848.36,35.07,29.9,499897.27,23.89
733590.27,35.07,29.89,499265.04,23.87
733550.42,35.08,29.91,499092.22,23.87
733498.69,35.1,29.92,499467.5,23.9
733498.69,35.1,29.92,499467.5,23.9
733446.97,35.11,29.94,499460.55,23.91
733395.25,35.12,29.95,499464.72,23.92
733343.52,35.14,29.97,499462.87,23.93
733343.52,35.14,29.97,499443.54,23.93
733343.52,35.14,29.97,499443.54,23.93
733291.8,35.15,29.98,499431.93,23.94
732995.1,35.15,29.97,498822.36,23.92
733131.92,35.17,30.0,498822.36,23.93
733080.2,35.18,30.01,498953.5,23.95
733028.47,35.2,30.02,499166.17,23.97
733033.37,35.2,30.03,499107.39,23.97
733486.75,35.23,30.06,499501.43,23.99
733857.47,35.25,30.08,499523.73,24.0
733994.29,35.28,30.1,499732.7,24.02
734365.01,35.3,30.13,500229.2,24.05
734313.29,35.32,30.14,501230.92,24.11
734438.24,35.34,30.16,501180.32,24.11
734750.32,35.36,30.19,500621.63,24.1
735270.55,35.39,30.22,500621.62,24.1
736616.22,35.47,30.3,501807.75,24.17
736564.5,35.49,30.32,501785.55,24.18
736500.9,35.5,30.33,501943.49,24.2
736651.58,35.52,30.35,501584.13,24.19
737022.3,35.55,30.38,502216.55,24.22
737159.12,35.57,30.4,502215.55,24.23
737107.4,35.59,30.41,502215.55,24.25
736893.36,35.58,30.41,501777.28,24.23
736841.63,35.6,30.42,501772.38,24.24
736789.91,35.61,30.44,501971.47,24.26
736738.18,35.62,30.45,501971.47,24.27
736796.12,35.64,30.47,502930.63,24.33
736855.37,35.67,30.49,502972.95,24.34
737226.09,35.69,30.52,503241.33,24.36
736877.56,35.68,30.51,502867.31,24.35
736877.56,35.68,30.51,502867.31,24.35
737251.59,35.71,30.54,504436.35,24.43
737199.86,35.72,30.55,504707.49,24.46
737199.86,35.72,30.55,504707.49,24.46
737148.14,35.74,30.57,504718.99,24.47
737148.14,35.74,30.57,504718.99,24.47
737108.28,35.76,30.58,505211.5,24.51
737056.56,35.77,30.6,505224.21,24.52
737056.56,35.77,30.6,505224.21,24.52
737004.84,35.78,30.61,505891.87,24.56
736953.11,35.8,30.63,505890.81,24.58
737406.49,35.83,30.65,506408.23,24.6
737354.76,35.84,30.67,506407.98,24.62
737320.11,35.86,30.69,506285.83,24.62
737268.39,35.87,30.7,506262.59,24.63
738726.35,35.96,30.79,508967.15,24.78
739015.61,35.98,30.81,509136.27,24.79
738963.89,36.0,30.82,510093.22,24.85
739825.3,36.04,30.87,510308.89,24.86
739962.13,36.06,30.89,511045.73,24.91
740098.95,36.09,30.91,511045.73,24.92
740047.23,36.1,30.93,511049.67,24.93
740195.92,36.12,30.95,511231.89,24.95
740144.2,36.14,30.96,511231.47,24.96
740092.48,36.15,30.98,511184.36,24.97
740040.75,36.17,30.99,511187.73,24.98
739989.03,36.18,31.01,511219.23,25.0
740314.39,36.21,31.04,511598.04,25.02
740262.67,36.22,31.05,511598.04,25.03
740210.94,36.24,31.07,512497.48,25.09
740223.05,36.25,31.07,512445.91,25.09
740359.88,36.27,31.09,512444.89,25.1
740308.15,36.28,31.11,512442.74,25.11
740268.3,36.3,31.13,512587.48,25.13
740440.74,36.32,31.15,514136.93,25.22
740389.02,36.34,31.16,514127.82,25.23
740026.57,36.33,31.15,513792.79,25.22
741906.43,36.43,31.25,514759.49,25.27
741854.7,36.44,31.27,514757.9,25.29
742374.93,36.47,31.3,515396.57,25.32
742323.21,36.49,31.32,515396.54,25.33
742271.48,36.5,31.33,515962.3,25.37
742219.76,36.52,31.35,515959.4,25.39
742168.03,36.53,31.36,516483.07,25.42
742085.89,36.53,31.36,516955.63,25.45
742358.3,36.56,31.39,516953.49,25.46
742306.57,36.57,31.4,516953.49,25.47
742669.32,36.6,31.43,517015.24,25.48
742669.32,36.6,31.43,517022.73,25.48
742617.6,36.62,31.44,517144.9,25.5
742565.87,36.63,31.46,517145.95,25.51
742514.15,36.65,31.47,517169.46,25.52
743034.37,36.68,31.5,517197.95,25.53
743075.08,36.68,31.51,517115.45,25.53
742673.58,36.67,31.5,516740.25,25.52
742621.86,36.69,31.52,517709.76,25.58
742423.39,36.68,31.51,517497.41,25.57
742794.11,36.71,31.54,517497.41,25.58
742431.67,36.7,31.53,518017.55,25.61
742379.94,36.72,31.54,518700.43,25.65
742316.35,36.73,31.56,518523.12,25.66
742836.58,36.76,31.59,518526.61,25.66
742784.85,36.78,31.6,518527.84,25.67
742733.13,36.79,31.62,518553.71,25.69
742886.75,36.8,31.63,518566.3,25.69
743023.57,36.83,31.65,519132.98,25.73
743406.16,36.85,31.68,520650.56,25.81
743678.57,36.88,31.71,520834.71,25.83
743614.97,36.89,31.72,521106.97,25.85
744106.82,36.94,31.76,521284.9,25.88
744477.53,36.96,31.79,521255.23,25.88
744425.81,36.98,31.81,521266.88,25.89
744374.09,36.99,31.82,521256.32,25.91
745305.12,37.06,31.89,522725.45,25.99
745441.95,37.08,31.91,523528.12,26.04
745069.5,37.07,31.9,523136.79,26.03
745506.84,37.1,31.93,523149.66,26.03
745506.84,37.1,31.93,522869.96,26.02
745779.25,37.13,31.95,523096.96,26.04
745727.52,37.14,31.97,523114.63,26.05
745621.44,37.15,31.98,523665.31,26.09
745569.72,37.17,31.99,523691.87,26.11
745931.87,37.2,32.02,523680.88,26.11
746318.19,37.23,32.05,524545.78,26.16
746280.32,37.24,32.07,526555.08,26.28
746651.04,37.27,32.1,527256.36,26.32
746787.86,37.29,32.12,527256.36,26.33
746506.63,37.29,32.11,526884.3,26.32
746454.9,37.3,32.13,526891.86,26.33
746094.49,37.29,32.12,526574.66,26.32
746142.4,37.29,32.12,526003.96,26.29
746579.73,37.32,32.15,527028.09,26.35
746528.01,37.34,32.17,527028.09,26.36
747202.91,37.39,32.22,527728.99,26.41
747698.11,37.44,32.26,528286.4,26.45
747646.38,37.45,32.28,529841.89,26.54
747594.66,37.47,32.3,529841.72,26.55
747542.93,37.48,32.31,530020.44,26.58
747491.21,37.5,32.33,530028.28,26.59
747439.49,37.52,32.34,530034.88,26.6
747387.76,37.53,32.36,530034.88,26.62
747336.04,37.55,32.38,529999.19,26.63
747706.76,37.58,32.4,530663.09,26.67
747655.03,37.59,32.42,530666.71,26.68
747515.87,37.59,32.42,530492.52,26.68
747416.24,37.6,32.43,530299.96,26.68
747460.31,37.63,32.45,530495.03,26.7
747408.59,37.64,32.47,530498.95,26.72
747356.86,37.66,32.49,530773.92,26.74
747062.73,37.65,32.48,530177.58,26.72
747011.01,37.67,32.49,530177.58,26.73
747283.42,37.69,32.52,531105.74,26.79
747231.69,37.71,32.54,530959.29,26.79
747179.97,37.72,32.55,531258.75,26.82
747128.24,37.74,32.57,532284.23,26.89
747265.07,37.76,32.59,532224.82,26.9
746968.37,37.76,32.58,532226.24,26.9
747240.77,37.78,32.61,532158.02,26.91
747189.05,37.8,32.63,532170.34,26.92
747137.33,37.82,32.64,532170.26,26.94
746824.88,37.82,32.64,531704.27,26.92
746472.44,37.81,32.63,531430.56,26.92
746420.72,37.82,32.65,531621.69,26.94
746557.54,37.85,32.67,531871.84,26.96
746928.26,37.87,32.7,532154.04,26.98
746876.53,37.89,32.72,532148.64,27.0
746824.81,37.91,32.73,532983.72,27.05
746773.09,37.92,32.75,532975.0,27.07
746721.36,37.94,32.77,533197.13,27.09
746669.64,37.96,32.78,533360.91,27.11
746806.46,37.98,32.81,533359.18,27.12
746754.74,38.0,32.82,533307.42,27.14
746288.76,37.99,32.82,533304.8,27.15
746833.73,38.02,32.85,534293.55,27.2
747106.13,38.05,32.88,534333.67,27.21
746809.43,38.05,32.87,534215.5,27.22
746757.71,38.06,32.89,534214.97,27.23
746705.98,38.08,32.91,534223.22,27.24
746654.26,38.1,32.92,534317.27,27.26
746602.53,38.11,32.94,534596.68,27.29
746550.81,38.13,32.96,534680.28,27.31
746443.94,38.13,32.96,534589.48,27.31
746392.22,38.15,32.97,534575.44,27.32
746325.51,38.16,32.99,534030.86,27.31
747329.62,38.23,33.06,534872.78,27.36
747700.34,38.26,33.09,534850.48,27.37
747648.62,38.28,33.11,535909.7,27.44
748019.33,38.31,33.13,535909.7,27.44
748019.33,38.31,33.13,535909.7,27.44
748156.16,38.33,33.16,535906.93,27.46
748487.62,38.36,33.18,536120.21,27.47
748435.89,38.37,33.2,536032.79,27.48
748384.17,38.39,33.22,536026.55,27.5
748252.44,38.39,33.22,535923.29,27.49
747973.47,38.38,33.21,535923.21,27.5
747921.75,38.4,33.23,535798.87,27.51
747921.75,38.4,33.23,535748.04,27.51
747870.02,38.42,33.24,535893.75,27.53
747818.3,38.43,33.26,535915.18,27.54
747766.57,38.45,33.28,535899.96,27.56
748219.95,38.48,33.31,535918.71,27.56
748492.36,38.51,33.34,536174.46,27.58
748440.63,38.53,33.35,536271.85,27.6
749046.89,38.56,33.38,537471.21,27.67
748875.18,38.55,33.38,537476.15,27.67
748823.46,38.57,33.4,537703.95,27.7
748771.74,38.59,33.42,537722.6,27.71
748720.01,38.61,33.43,537722.28,27.73
748668.29,38.62,33.45,537992.85,27.75
748616.56,38.64,33.47,538176.99,27.78
748254.12,38.63,33.46,537756.82,27.76
748774.35,38.66,33.49,538195.94,27.79
748911.17,38.69,33.51,538042.64,27.79
749273.92,38.71,33.54,538105.5,27.8
749222.2,38.73,33.56,538353.41,27.83
749460.04,38.76,33.59,538218.68,27.84
749408.32,38.78,33.61,538216.92,27.85
749842.04,38.82,33.65,538257.62,27.87
749842.04,38.82,33.65,538377.07,27.87
749899.98,38.85,33.67,538537.59,27.9
749848.26,38.86,33.69,538540.53,27.91
749663.54,38.86,33.69,538114.76,27.9
749611.82,38.88,33.71,538255.67,27.92
749748.65,38.9,33.73,539963.07,28.02
749696.92,38.92,33.75,539962.77,28.03
749645.2,38.94,33.77,540516.77,28.08
749593.47,38.96,33.78,540560.51,28.09
749730.3,38.98,33.81,540556.57,28.11
749678.58,39.0,33.83,540556.57,28.12
749815.4,39.02,33.85,540467.24,28.13
749763.68,39.04,33.87,540467.24,28.14
749467.43,39.03,33.86,540181.65,28.13
749415.71,39.05,33.88,539880.94,28.13
749363.99,39.07,33.89,539919.92,28.15
749312.26,39.08,33.91,540671.52,28.2
749260.54,39.1,33.93,540631.61,28.21
749971.61,39.15,33.98,544643.81,28.43
750495.35,39.2,34.03,545524.14,28.49
750443.63,39.22,34.04,545496.45,28.51
750391.91,39.24,34.06,545639.55,28.53
750363.92,39.25,34.08,546907.25,28.61
750312.2,39.27,34.1,546901.99,28.63
750260.47,39.29,34.12,546900.57,28.64
750208.75,39.31,34.14,546984.05,28.66
750157.03,39.33,34.15,546986.92,28.67
750105.3,39.34,34.17,547413.52,28.71
750053.58,39.36,34.19,547957.47,28.76
750001.85,39.38,34.21,547912.86,28.77
750455.23,39.41,34.24,548558.07,28.81
750380.64,39.41,34.24,548511.28,28.81
750328.92,39.43,34.25,548819.98,28.84
750782.29,39.46,34.28,548819.98,28.84
750838.51,39.48,34.3,548693.93,28.85
750786.79,39.49,34.32,548694.33,28.86
750735.06,39.51,34.34,548603.33,28.87
750683.34,39.53,34.36,548603.7,28.89
750820.17,39.55,34.38,549765.44,28.96
751421.78,39.61,34.43,549790.34,28.98
751803.86,39.64,34.47,550016.35,29.0
751752.13,39.66,34.49,550535.74,29.04
752024.54,39.69,34.51,551220.68,29.09
752161.37,39.71,34.54,551205.52,29.1
752173.47,39.72,34.55,551153.95,29.1
752087.69,39.73,34.56,550660.27,29.09
752035.96,39.75,34.58,551107.49,29.13
752406.68,39.78,34.61,551107.48,29.14
752354.95,39.8,34.62,551167.36,29.16
752725.67,39.83,34.65,552384.14,29.23
752673.95,39.85,34.67,552380.92,29.24
752673.95,39.85,34.67,552380.92,29.24
752539.88,39.84,34.67,552360.19,29.24
752534.41,39.86,34.69,552424.5,29.26
752395.25,39.86,34.69,552234.65,29.26
752765.97,39.89,34.72,552426.04,29.27
752714.24,39.91,34.74,552504.82,29.29
752662.52,39.93,34.75,553949.5,29.39
